id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,source_file,source_line,plant,ts,epoch
S ,Sul,Fio dagua                               ,JACUI          ,JIUHCA,CASTRO ALVES        ,97.0,2026-02-23 07:00:00,237.18,146.61,,57.0,72.0,53.0,0.0,,,,DADOS_HIDROLOGICOS_HO_2026_02-ceran.csv,1208,castro,2026-02-23 07:00:00,1771840800.0
