year,station,field,rows,field_absent,empty_values,nonempty_nonnumeric_or_nonfinite,numeric,approved_numeric,suspect_numeric,numeric_missing_qc,numeric_other_qc,negative_numeric,zero_numeric
2022,86500000,VazaoFinal,0,0,0,0,0,0,0,0,0,0,0
2022,86504900,ChuvaAcumAdotada,0,0,0,0,0,0,0,0,0,0,0
2022,86504900,ChuvaFinal,0,0,0,0,0,0,0,0,0,0,0
2022,86504900,NivelSensor,0,0,0,0,0,0,0,0,0,0,0
2022,86504900,NivelDisplay,0,0,0,0,0,0,0,0,0,0,0
2022,86504900,NivelManual,0,0,0,0,0,0,0,0,0,0,0
2022,86504900,NivelFinal,0,0,0,0,0,0,0,0,0,0,0
2022,86504900,VazaoFinal,0,0,0,0,0,0,0,0,0,0,0
2022,86505500,ChuvaAcumAdotada,1532,0,1532,0,0,0,0,0,0,0,0
2022,86505500,ChuvaFinal,1532,0,0,0,1532,1532,0,0,0,0,1230
2022,86505500,NivelSensor,1532,0,0,0,1532,1532,0,0,0,0,0
2022,86505500,NivelDisplay,1532,0,1532,0,0,0,0,0,0,0,0
2022,86505500,NivelManual,1532,0,1532,0,0,0,0,0,0,0,0
2022,86505500,NivelFinal,1532,0,0,0,1532,1532,0,0,0,0,0
2022,86505500,VazaoFinal,1532,0,0,0,1532,1532,0,0,0,0,0
2022,86510000,ChuvaAcumAdotada,6144,0,11,0,6133,6133,0,0,0,0,67
2022,86510000,ChuvaFinal,6144,0,11,0,6133,6133,0,0,0,0,5531
2022,86510000,NivelSensor,6144,0,8,0,6136,6136,0,0,0,0,0
2022,86510000,NivelDisplay,6144,0,6023,0,121,26,3,0,92,0,0
2022,86510000,NivelManual,6144,0,6144,0,0,0,0,0,0,0,0
2022,86510000,NivelFinal,6144,0,8,0,6136,6136,0,0,0,0,0
2022,86510000,VazaoFinal,6144,0,8,0,6136,6136,0,0,0,0,0
