phase,horizon_h,subset,axis,stratum,scheduled_rows,observed,unknown_truth,pairs,failures,both_hit,hit_to_miss,miss_to_hit,both_miss,control_hits,augmented_hits,control_mae,augmented_mae,sum_absolute_error_change,control_under_halfmeter,augmented_under_halfmeter,control_over_halfmeter,augmented_over_halfmeter
test,6,level_ge_7m,transition,missing_forecast,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0
test,7,all,total,all,1961,1938,23,1924,14,1650,31,61,182,1681,1711,0.2715935998795882,0.2535827802612305,-34.652816945720296,115,124,128,89
test,7,all,target_level,below7,1701,1701,0,1688,13,1519,26,52,91,1545,1571,0.20210180699018332,0.19122993846973563,-18.351714062515722,64,74,79,43
test,7,all,target_level,7to9,120,120,0,120,0,87,5,5,23,92,92,0.3624404463336396,0.35092906504631005,-1.3813657544795488,19,19,9,9
test,7,all,target_level,unknown,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,7,all,target_level,atleast9,117,117,0,116,1,44,0,4,68,44,48,1.188839503524668,1.0602210800011767,-14.91973712872502,32,31,40,37
test,7,all,known_trend,rising,341,340,1,340,0,260,6,13,61,266,273,0.4171255813021717,0.3930626171685955,-8.181407805415894,39,40,35,27
test,7,all,known_trend,stable,1117,1108,9,1108,0,1001,17,32,58,1018,1033,0.2068353225386363,0.19557249027657486,-12.479218146364072,36,43,54,32
test,7,all,known_trend,falling,476,472,4,472,0,387,8,16,61,395,403,0.3167757606379794,0.28674845531299514,-14.17288811339257,39,40,38,29
test,7,all,known_trend,unknown,27,18,9,4,14,2,0,0,2,2,2,0.5079230329135096,0.5530973127765697,0.18069711945224043,1,1,1,1
test,7,all,upstream,missing,604,586,18,573,13,451,15,38,69,466,489,0.3856095959774868,0.33229901502492404,-30.546962885818424,36,46,71,38
test,7,all,upstream,complete,1357,1352,5,1351,1,1199,16,23,113,1215,1222,0.22323596422888806,0.2201968420527949,-4.105854059901871,79,78,57,51
test,7,all,transition,miss_to_hit,61,61,0,61,0,0,0,61,0,0,61,0.6552541785346676,0.297677780248506,-21.812160295455854,12,0,49,0
test,7,all,transition,both_hit,1650,1650,0,1650,0,1650,0,0,0,1650,1650,0.15552847095931224,0.1523195807420793,-5.29466885843434,0,0,0,0
test,7,all,transition,both_miss,182,182,0,182,0,0,0,0,182,0,0,1.1785403932226064,1.0985746316202631,-14.553768611626468,103,103,79,79
test,7,all,transition,hit_to_miss,31,31,0,31,0,0,31,0,0,31,0,0.369653310591402,0.5957107563912847,7.0077808197963645,0,21,0,10
test,7,all,transition,unknown_truth,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,7,all,transition,missing_forecast,14,14,0,0,14,0,0,0,0,0,0,,,0,0,0,0,0
test,7,level_ge_7m,total,all,237,237,0,236,1,131,5,9,91,136,140,0.7686365930885518,0.6995641232444646,-16.30110288320457,51,50,49,46
test,7,level_ge_7m,target_level,7to9,120,120,0,120,0,87,5,5,23,92,92,0.3624404463336396,0.35092906504631005,-1.3813657544795488,19,19,9,9
test,7,level_ge_7m,target_level,atleast9,117,117,0,116,1,44,0,4,68,44,48,1.188839503524668,1.0602210800011767,-14.91973712872502,32,31,40,37
test,7,level_ge_7m,known_trend,rising,89,89,0,89,0,31,3,7,48,34,38,1.0239043776790884,0.9812907311696951,-3.7926145393360073,32,31,23,20
test,7,level_ge_7m,known_trend,stable,68,68,0,68,0,47,2,0,19,49,47,0.526361930977718,0.5065215765273979,-1.3491441026217617,13,13,6,8
test,7,level_ge_7m,known_trend,falling,78,78,0,78,0,53,0,2,23,53,55,0.6880973228926718,0.5450157483896751,-11.160362811233744,6,6,19,17
test,7,level_ge_7m,known_trend,unknown,2,2,0,1,1,0,0,0,1,0,0,0.8065438633461461,0.8075624333330893,0.001018569986943163,0,0,1,1
test,7,level_ge_7m,upstream,missing,97,97,0,96,1,40,5,4,47,45,44,1.1563257900427575,1.044189368297613,-10.76509648753385,24,26,27,26
test,7,level_ge_7m,upstream,complete,140,140,0,140,0,91,0,5,44,91,96,0.5027925723199538,0.46324966949373436,-5.536006395670721,27,24,22,20
test,7,level_ge_7m,transition,both_hit,131,131,0,131,0,131,0,0,0,131,131,0.20103531920508325,0.18668571122264943,-1.8797986456988331,0,0,0,0
test,7,level_ge_7m,transition,both_miss,91,91,0,91,0,0,0,0,91,0,0,1.6139085311732053,1.4770214709359235,-12.456722481592664,47,47,44,44
test,7,level_ge_7m,transition,miss_to_hit,9,9,0,9,0,0,0,9,0,0,9,0.7003553289296236,0.3823234382593605,-2.8622870160323677,4,0,5,0
test,7,level_ge_7m,transition,hit_to_miss,5,5,0,5,0,0,5,0,0,5,0,0.3787469711808045,0.5582880232046634,0.8977052601192943,0,3,0,2
test,7,level_ge_7m,transition,missing_forecast,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0
test,8,all,total,all,1960,1937,23,1922,15,1590,31,81,220,1621,1671,0.33000991457364304,0.3023318218721714,-53.197294172228474,137,136,164,115
test,8,all,target_level,below7,1700,1700,0,1686,14,1473,22,64,127,1495,1537,0.25076362299725113,0.23508336533344476,-26.43691442117764,74,80,117,69
test,8,all,target_level,7to9,120,120,0,120,0,76,9,12,23,85,88,0.40548723085889443,0.38534407542393584,-2.4171786521950294,29,24,6,8
test,8,all,target_level,unknown,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,8,all,target_level,atleast9,117,117,0,116,1,41,0,5,70,41,46,1.4037337908112855,1.1938786089245974,-24.34320109885581,34,32,41,38
test,8,all,known_trend,rising,341,340,1,340,0,248,9,17,66,257,265,0.476792620186162,0.441434975726945,-12.021599116133778,48,41,35,34
test,8,all,known_trend,stable,1117,1107,10,1107,0,966,12,40,89,978,1006,0.2706352673083612,0.2523080365448819,-20.288244455171643,50,56,79,45
test,8,all,known_trend,falling,475,471,4,471,0,374,9,24,64,383,398,0.36218668486660915,0.3171994023998251,-21.189010041855287,39,38,49,35
test,8,all,known_trend,unknown,27,19,8,4,15,2,1,0,1,3,2,0.4965988661795123,0.57198872641257,0.30155944093223086,0,1,1,1
test,8,all,upstream,missing,604,586,18,572,14,438,12,45,77,450,483,0.4616111487956591,0.3858916438822814,-43.311556810452075,42,47,80,42
test,8,all,upstream,complete,1356,1351,5,1350,1,1152,19,36,143,1171,1188,0.2742499842217962,0.26692721580566553,-9.885737361776396,95,89,84,73
test,8,all,transition,miss_to_hit,81,81,0,81,0,0,0,81,0,0,81,0.6865518654363262,0.2870200810501021,-32.36207453528416,20,0,61,0
test,8,all,transition,both_hit,1590,1590,0,1590,0,1590,0,0,0,1590,1590,0.1828741832192552,0.1827672226425491,-0.17006731696263988,0,0,0,0
test,8,all,transition,both_miss,220,220,0,220,0,0,0,0,220,0,0,1.2555761310120626,1.1285613075899434,-27.943261152866153,117,117,103,103
test,8,all,transition,hit_to_miss,31,31,0,31,0,0,31,0,0,31,0,0.3765049860945165,0.6112826903811122,7.278108832884471,0,19,0,12
test,8,all,transition,unknown_truth,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,8,all,transition,missing_forecast,15,15,0,0,15,0,0,0,0,0,0,,,0,0,0,0,0
test,8,level_ge_7m,total,all,237,237,0,236,1,117,9,17,93,126,134,0.896150794225324,0.7827593546022272,-26.760379751050838,63,56,47,46
test,8,level_ge_7m,target_level,7to9,120,120,0,120,0,76,9,12,23,85,88,0.40548723085889443,0.38534407542393584,-2.4171786521950294,29,24,6,8
test,8,level_ge_7m,target_level,atleast9,117,117,0,116,1,41,0,5,70,41,46,1.4037337908112855,1.1938786089245974,-24.34320109885581,34,32,41,38
test,8,level_ge_7m,known_trend,rising,92,92,0,92,0,28,5,10,49,33,38,1.1224341795687058,1.0446280563036514,-7.15816334038499,40,32,19,22
test,8,level_ge_7m,known_trend,stable,69,69,0,69,0,45,2,1,21,47,46,0.6464876940535175,0.6167751991790724,-2.0501621463367146,16,16,6,7
test,8,level_ge_7m,known_trend,falling,74,74,0,74,0,44,2,6,22,46,50,0.8452389060006351,0.6074097015260671,-17.599361131118027,7,8,21,16
test,8,level_ge_7m,known_trend,unknown,2,2,0,1,1,0,0,0,1,0,0,1.0723129831158182,1.119619849904712,0.04730686678889384,0,0,1,1
test,8,level_ge_7m,upstream,missing,97,97,0,96,1,37,2,7,50,39,44,1.3923906222968505,1.1809720438341873,-20.296183532415654,28,26,29,26
test,8,level_ge_7m,upstream,complete,140,140,0,140,0,80,7,10,43,87,90,0.5558720549762772,0.5096992248431689,-6.464196218635182,35,30,18,20
test,8,level_ge_7m,transition,both_miss,93,93,0,93,0,0,0,0,93,0,0,1.8586212663251787,1.6240947716174927,-21.81096400781474,52,52,41,41
test,8,level_ge_7m,transition,both_hit,117,117,0,117,0,117,0,0,0,117,117,0.19807610907118856,0.1880565757045053,-1.172285403901939,0,0,0,0
test,8,level_ge_7m,transition,miss_to_hit,17,17,0,17,0,0,0,17,0,0,17,0.6865887810230322,0.3577407375924756,-5.590416738319462,11,0,6,0
test,8,level_ge_7m,transition,hit_to_miss,9,9,0,9,0,0,9,0,0,9,0,0.42143284780158424,0.6229091143555068,1.8132863989853032,0,4,0,5
test,8,level_ge_7m,transition,missing_forecast,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0
test,9,all,total,all,1959,1936,23,1920,16,1493,59,73,295,1552,1566,0.3815619164533893,0.36194487289548777,-37.66472363117101,168,180,200,174
test,9,all,target_level,below7,1699,1699,0,1684,15,1393,48,53,190,1441,1446,0.2922676832786419,0.2803267353431669,-20.10855632333987,98,113,145,125
test,9,all,target_level,7to9,120,120,0,120,0,66,9,8,37,75,74,0.5035754385136008,0.4699377108463414,-4.036527320071125,38,36,7,10
test,9,all,target_level,unknown,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,9,all,target_level,atleast9,117,117,0,116,1,34,2,12,68,36,46,1.5516469683417458,1.4350983477576076,-13.519639987760016,32,31,48,39
test,9,all,known_trend,rising,341,340,1,340,0,242,11,16,71,253,258,0.5392104967115237,0.5013564501334183,-12.870375836555786,49,46,38,36
test,9,all,known_trend,stable,1117,1107,10,1107,0,891,31,37,148,922,928,0.32947532355470655,0.31957721823625834,-10.957202587522177,78,86,107,93
test,9,all,known_trend,falling,474,469,5,469,0,358,17,20,74,375,378,0.38756809032152223,0.35774899083895967,-13.98515765732189,40,47,54,44
test,9,all,known_trend,unknown,27,20,7,4,16,2,0,0,2,2,2,0.692173293183856,0.729176405741066,0.14801245022884002,1,1,1,1
test,9,all,upstream,missing,604,586,18,571,15,415,23,32,101,438,447,0.5178132313494307,0.4700260670694176,-27.286470803887518,55,64,78,60
test,9,all,upstream,complete,1355,1350,5,1349,1,1078,36,41,194,1114,1119,0.32388993661229254,0.31619664318954716,-10.378252827283491,113,116,122,114
test,9,all,transition,miss_to_hit,73,73,0,73,0,0,0,73,0,0,73,0.7113965766544453,0.3350047630680676,-27.476602391805585,22,0,51,0
test,9,all,transition,both_hit,1493,1493,0,1493,0,1493,0,0,0,1493,1493,0.201714332001267,0.20289485130649312,1.7625153227026122,0,0,0,0
test,9,all,transition,hit_to_miss,59,59,0,59,0,0,59,0,0,59,0,0.3651471016164017,0.5867900669530103,13.076934954859912,0,34,0,25
test,9,all,transition,both_miss,295,295,0,295,0,0,0,0,295,0,0,1.2134364502422836,1.128597224761172,-25.02757151692795,146,146,149,149
test,9,all,transition,unknown_truth,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,9,all,transition,missing_forecast,16,16,0,0,16,0,0,0,0,0,0,,,0,0,0,0,0
test,9,level_ge_7m,total,all,237,237,0,236,1,100,11,20,105,111,120,1.0187292413104856,0.9443387018705233,-17.556167307831142,70,67,55,49
test,9,level_ge_7m,target_level,7to9,120,120,0,120,0,66,9,8,37,75,74,0.5035754385136008,0.4699377108463414,-4.036527320071125,38,36,7,10
test,9,level_ge_7m,target_level,atleast9,117,117,0,116,1,34,2,12,68,36,46,1.5516469683417458,1.4350983477576076,-13.519639987760016,32,31,48,39
test,9,level_ge_7m,known_trend,rising,94,94,0,94,0,26,6,9,53,32,35,1.2145091850730745,1.1641647335518486,-4.732378442995226,41,38,21,21
test,9,level_ge_7m,known_trend,stable,70,70,0,70,0,39,2,4,25,41,43,0.8487377172991099,0.8418979371525462,-0.4787846102594515,22,19,7,8
test,9,level_ge_7m,known_trend,falling,71,71,0,71,0,35,3,7,26,38,42,0.9173687943406555,0.7458584422064106,-12.177235001531384,7,10,26,19
test,9,level_ge_7m,known_trend,unknown,2,2,0,1,1,0,0,0,1,0,0,1.7114129432814025,1.5436436902363226,-0.16776925304507984,0,0,1,1
test,9,level_ge_7m,upstream,missing,97,97,0,96,1,32,5,7,52,37,39,1.5235540075168703,1.4062258142479394,-11.263506553817377,30,31,29,26
test,9,level_ge_7m,upstream,complete,140,140,0,140,0,68,6,13,53,74,81,0.6725636873403933,0.6276161105260093,-6.292660754013764,40,36,26,23
test,9,level_ge_7m,transition,both_miss,105,105,0,105,0,0,0,0,105,0,0,1.917462593405106,1.7973197404446304,-12.614999560849903,60,60,45,45
test,9,level_ge_7m,transition,both_hit,100,100,0,100,0,100,0,0,0,100,100,0.20444059739362216,0.2084619598621781,0.4021362468555951,0,0,0,0
test,9,level_ge_7m,transition,miss_to_hit,20,20,0,20,0,0,0,20,0,0,20,0.7444101044086837,0.34436096468517857,-8.000982794470103,10,0,10,0
test,9,level_ge_7m,transition,hit_to_miss,11,11,0,11,0,0,11,0,0,11,0,0.3412969831093305,0.5829041468032639,2.657678800633267,0,7,0,4
test,9,level_ge_7m,transition,missing_forecast,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0
test,10,all,total,all,1958,1935,23,1918,17,1376,79,64,399,1455,1440,0.4285842414271255,0.4159925669468419,-24.150831653183907,236,265,227,213
test,10,all,target_level,below7,1698,1698,0,1682,16,1296,71,46,269,1367,1342,0.32761767834981903,0.3238479051029383,-6.340758601253454,147,187,168,153
test,10,all,target_level,7to9,120,120,0,120,0,55,5,9,51,60,64,0.6242523974716645,0.5778258952610099,-5.571180265278541,52,45,8,11
test,10,all,target_level,unknown,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,10,all,target_level,atleast9,117,117,0,116,1,25,3,9,79,28,34,1.6901840722088908,1.5846763757722366,-12.238892786651913,37,33,51,49
test,10,all,known_trend,rising,341,339,2,339,0,224,7,18,90,231,242,0.5703179382094996,0.5466477346037216,-8.024199022358701,59,49,49,48
test,10,all,known_trend,stable,1116,1106,10,1106,0,825,40,33,208,865,858,0.3826998314037751,0.37683670991824225,-6.484612362999426,115,128,126,120
test,10,all,known_trend,falling,474,469,5,469,0,325,31,13,100,356,338,0.4322265255823134,0.41107612001550886,-9.919540210831308,62,87,51,44
test,10,all,known_trend,unknown,27,21,6,4,17,2,1,0,1,3,2,0.6766349933815348,0.746014979132916,0.27751994300552485,0,1,1,1
test,10,all,upstream,missing,604,586,18,570,16,385,24,27,134,409,412,0.5726996112321632,0.5303045393569481,-24.16519096887254,84,89,77,69
test,10,all,upstream,complete,1354,1349,5,1348,1,991,55,37,265,1046,1028,0.36764524974398644,0.36765590205532817,0.01435931568863591,152,176,150,144
test,10,all,transition,both_miss,399,399,0,399,0,0,0,0,399,0,0,1.135770145451392,1.0875507215499993,-19.239550136655716,210,210,189,189
test,10,all,transition,miss_to_hit,64,64,0,64,0,0,0,64,0,0,64,0.6559562968803087,0.36781406289330437,-18.44110297516827,26,0,38,0
test,10,all,transition,both_hit,1376,1376,0,1376,0,1376,0,0,0,1376,1376,0.2138432767811441,0.2144190945028887,0.7923251851206261,0,0,0,0
test,10,all,transition,hit_to_miss,79,79,0,79,0,0,79,0,0,79,0,0.4129460148218651,0.5741801448664151,12.73749627351945,0,55,0,24
test,10,all,transition,unknown_truth,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,10,all,transition,missing_forecast,17,17,0,0,17,0,0,0,0,0,0,,,0,0,0,0,0
test,10,level_ge_7m,total,all,237,237,0,236,1,80,8,18,130,88,98,1.1481849155628434,1.0727185043258503,-17.810073051930452,89,78,59,60
test,10,level_ge_7m,target_level,7to9,120,120,0,120,0,55,5,9,51,60,64,0.6242523974716645,0.5778258952610099,-5.571180265278541,52,45,8,11
test,10,level_ge_7m,target_level,atleast9,117,117,0,116,1,25,3,9,79,28,34,1.6901840722088908,1.5846763757722366,-12.238892786651913,37,33,51,49
test,10,level_ge_7m,known_trend,rising,96,96,0,96,0,19,6,8,63,25,27,1.2624102147928176,1.250408144213828,-1.1521987755830079,48,41,23,28
test,10,level_ge_7m,known_trend,stable,71,71,0,71,0,29,1,6,35,30,35,1.0973359490367156,1.0418974512344337,-3.936133343962024,29,24,12,12
test,10,level_ge_7m,known_trend,falling,68,68,0,68,0,32,1,4,31,33,36,1.0280677639208284,0.8398475010659572,-12.798977874131227,12,13,23,19
test,10,level_ge_7m,known_trend,unknown,2,2,0,1,1,0,0,0,1,0,0,1.9607991244974645,2.0380360662432704,0.07723694174580586,0,0,1,1
test,10,level_ge_7m,upstream,missing,97,97,0,96,1,28,2,7,59,30,35,1.706096108042737,1.5476443501046588,-15.211368762055518,39,35,27,26
test,10,level_ge_7m,upstream,complete,140,140,0,140,0,52,6,11,71,58,63,0.7656172407194881,0.7470550672203815,-2.598704289874937,50,43,32,34
test,10,level_ge_7m,transition,both_miss,130,130,0,130,0,0,0,0,130,0,0,1.8277631447065066,1.7361272165166621,-11.912670664679782,76,76,54,54
test,10,level_ge_7m,transition,hit_to_miss,8,8,0,8,0,0,8,0,0,8,0,0.32490056000210765,0.5908049475922464,2.1272351007211103,0,2,0,6
test,10,level_ge_7m,transition,miss_to_hit,18,18,0,18,0,0,0,18,0,0,18,0.7201035347185609,0.36765980544816196,-6.343987126867181,13,0,5,0
test,10,level_ge_7m,transition,both_hit,80,80,0,80,0,80,0,0,0,80,80,0.22251703945042828,0.2015089099366208,-1.680650361104603,0,0,0,0
test,10,level_ge_7m,transition,missing_forecast,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0
test,11,all,total,all,1957,1934,23,1916,18,1278,89,75,474,1367,1353,0.4690892383514233,0.45982436277070066,-17.751501612664516,283,337,266,226
test,11,all,target_level,below7,1697,1697,0,1680,17,1209,78,59,334,1287,1268,0.3509677159372811,0.34574881609119956,-8.767751741416951,190,241,203,171
test,11,all,target_level,7to9,120,120,0,120,0,45,5,10,60,50,55,0.6911831718765266,0.7004593400909601,1.1131401857320382,57,55,13,10
test,11,all,target_level,unknown,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,11,all,target_level,atleast9,117,117,0,116,1,24,6,6,80,30,30,1.9500623903578596,1.8630202346942422,-10.096890056979602,36,41,50,45
test,11,all,known_trend,rising,341,338,3,338,0,208,10,24,96,218,232,0.6405687164780546,0.6167988291324533,-8.034221922813277,68,66,52,40
test,11,all,known_trend,stable,1115,1104,11,1104,0,758,48,33,265,806,791,0.42210477189448603,0.42050051802515764,-1.7710962717385499,140,170,158,143
test,11,all,known_trend,falling,474,470,4,470,0,310,30,18,112,340,328,0.45303996493722265,0.43564487545429526,-8.175692056975876,75,100,55,42
test,11,all,known_trend,unknown,27,22,5,4,18,2,1,0,1,3,2,0.8325757049343485,0.8899528646501457,0.22950863886318884,0,1,1,1
test,11,all,upstream,missing,604,586,18,569,17,347,28,36,158,375,383,0.6271217041942468,0.5908606904296603,-20.63251683204981,93,112,101,74
test,11,all,upstream,complete,1353,1348,5,1347,1,931,61,39,316,992,970,0.4023331336264296,0.40447197194817075,2.881015219385296,190,225,165,152
test,11,all,transition,miss_to_hit,75,75,0,75,0,0,0,75,0,0,75,0.6549649459389993,0.37175156136850707,-21.241003842786924,18,0,57,0
test,11,all,transition,both_hit,1278,1278,0,1278,0,1278,0,0,0,1278,1278,0.21109022269808014,0.20843890967734896,-3.388378040494473,0,0,0,0
test,11,all,transition,both_miss,474,474,0,474,0,0,0,0,474,0,0,1.1522059301352863,1.1256530937348592,-12.586044453802465,265,265,209,209
test,11,all,transition,hit_to_miss,89,89,0,89,0,0,89,0,0,89,0,0.37903027240033715,0.5977260558207793,19.46392472441935,0,72,0,17
test,11,all,transition,unknown_truth,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,11,all,transition,missing_forecast,18,18,0,0,18,0,0,0,0,0,0,,,0,0,0,0,0
test,11,level_ge_7m,total,all,237,237,0,236,1,69,11,16,140,80,85,1.3099543131639617,1.271887576421387,-8.983749871247564,93,96,63,55
test,11,level_ge_7m,target_level,7to9,120,120,0,120,0,45,5,10,60,50,55,0.6911831718765266,0.7004593400909601,1.1131401857320382,57,55,13,10
test,11,level_ge_7m,target_level,atleast9,117,117,0,116,1,24,6,6,80,30,30,1.9500623903578596,1.8630202346942422,-10.096890056979602,36,41,50,45
test,11,level_ge_7m,known_trend,stable,71,71,0,71,0,22,4,3,42,26,25,1.328212433199064,1.3468448226798597,1.3228996531365418,33,34,12,12
test,11,level_ge_7m,known_trend,rising,97,97,0,97,0,19,7,7,64,26,26,1.4148723807417376,1.4529205850411229,3.690675817040364,46,48,25,23
test,11,level_ge_7m,known_trend,falling,67,67,0,67,0,28,0,6,33,28,34,1.118224233881255,0.9097885061049391,-13.965193761013175,14,14,25,19
test,11,level_ge_7m,known_trend,unknown,2,2,0,1,1,0,0,0,1,0,0,2.682490547568797,2.650358967157505,-0.03213158041129205,0,0,1,1
test,11,level_ge_7m,upstream,missing,97,97,0,96,1,21,3,9,63,24,30,1.9055238311649108,1.8035440819230721,-9.790055927216478,42,42,30,24
test,11,level_ge_7m,upstream,complete,140,140,0,140,0,48,8,7,77,56,55,0.9015637865347391,0.9073231155059456,0.8063060559689159,51,54,33,31
test,11,level_ge_7m,transition,both_miss,140,140,0,140,0,0,0,0,140,0,0,2.000397136998915,1.9482012776562723,-7.307420307969924,86,86,54,54
test,11,level_ge_7m,transition,hit_to_miss,11,11,0,11,0,0,11,0,0,11,0,0.29642487236766796,0.6771732773859523,4.188232455201128,0,10,0,1
test,11,level_ge_7m,transition,both_hit,69,69,0,69,0,69,0,0,0,69,69,0.20005507382148244,0.2022855037247309,0.1538996633241414,0,0,0,0
test,11,level_ge_7m,transition,miss_to_hit,16,16,0,16,0,0,0,16,0,0,16,0.7518215648200138,0.37566770970733204,-6.018461681802909,7,0,9,0
test,11,level_ge_7m,transition,missing_forecast,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0
test,12,all,total,all,1956,1933,23,1914,19,1247,94,98,475,1341,1345,0.49192643675761727,0.47671018281823474,-29.123910039978266,301,340,272,229
test,12,all,target_level,below7,1696,1696,0,1678,18,1184,78,86,330,1262,1270,0.3614201850610432,0.351513835621314,-16.622854359865595,205,236,211,172
test,12,all,target_level,7to9,120,120,0,120,0,39,11,6,64,50,45,0.7560273510628284,0.7892239197667276,3.983588244467895,57,63,13,12
test,12,all,target_level,unknown,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,12,all,target_level,atleast9,117,117,0,116,1,24,5,6,81,29,30,2.106559028397497,1.9644500290476652,-16.484643924580567,39,41,48,45
test,12,all,known_trend,rising,341,337,4,337,0,199,15,20,103,214,219,0.664147772505658,0.6412517229010788,-7.715968716743177,76,74,47,44
test,12,all,known_trend,stable,1114,1103,11,1103,0,728,52,59,264,780,787,0.4526601342105845,0.4404955829066578,-13.417500088231094,154,175,169,141
test,12,all,known_trend,falling,474,470,4,470,0,317,27,19,107,344,336,0.4578317227606797,0.4392122611457181,-8.751146959031923,71,91,55,43
test,12,all,known_trend,unknown,27,23,4,4,19,3,0,0,1,3,3,0.8160907219696624,1.006267152976643,0.760705724027922,0,0,1,1
test,12,all,upstream,missing,604,586,18,568,18,335,35,33,165,370,368,0.6596266408957376,0.6220642953165282,-21.33541228899097,101,121,97,79
test,12,all,upstream,complete,1352,1347,5,1346,1,912,59,65,310,971,977,0.421158445709733,0.41537204322014365,-7.7884977509873,200,219,175,150
test,12,all,transition,miss_to_hit,98,98,0,98,0,0,0,98,0,0,98,0.6532241896993188,0.35770928269885305,-28.960460886045652,30,0,68,0
test,12,all,transition,both_hit,1247,1247,0,1247,0,1247,0,0,0,1247,1247,0.20981710838923412,0.2120463895883106,2.77991365524839,0,0,0,0
test,12,all,transition,both_miss,475,475,0,475,0,0,0,0,475,0,0,1.2193123777491814,1.1720487134675832,-22.45024053375918,271,271,204,204
test,12,all,transition,hit_to_miss,94,94,0,94,0,0,94,0,0,94,0,0.39059484863095945,0.5981148244243444,19.506877724578175,0,69,0,25
test,12,all,transition,unknown_truth,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,12,all,transition,missing_forecast,19,19,0,0,19,0,0,0,0,0,0,,,0,0,0,0,0
test,12,level_ge_7m,total,all,237,237,0,236,1,63,16,12,145,79,75,1.419848006023937,1.366877431108205,-12.501055680112673,96,104,61,57
test,12,level_ge_7m,target_level,7to9,120,120,0,120,0,39,11,6,64,50,45,0.7560273510628284,0.7892239197667276,3.983588244467895,57,63,13,12
test,12,level_ge_7m,target_level,atleast9,117,117,0,116,1,24,5,6,81,29,30,2.106559028397497,1.9644500290476652,-16.484643924580567,39,41,48,45
test,12,level_ge_7m,known_trend,falling,68,68,0,68,0,24,2,6,36,26,30,1.1613554968939297,0.9739198737342811,-12.745622374856076,16,17,26,21
test,12,level_ge_7m,known_trend,stable,69,69,0,69,0,20,6,1,42,26,21,1.552606600412822,1.5683000702476262,1.0828494186014872,31,36,12,12
test,12,level_ge_7m,known_trend,rising,98,98,0,98,0,19,8,5,66,27,24,1.4920461425585148,1.4784438450079853,-1.3330251599519292,49,51,22,23
test,12,level_ge_7m,known_trend,unknown,2,2,0,1,1,0,0,0,1,0,0,2.7615782336426946,3.2563206697365388,0.49474243609384416,0,0,1,1
test,12,level_ge_7m,upstream,missing,97,97,0,96,1,17,5,8,66,22,25,2.0982779974901393,1.9471122250841848,-14.511914150971602,44,47,30,24
test,12,level_ge_7m,upstream,complete,140,140,0,140,0,46,11,4,79,57,50,0.954638869018541,0.9690021438103904,2.0108584708589277,52,57,31,33
test,12,level_ge_7m,transition,both_miss,145,145,0,145,0,0,0,0,145,0,0,2.1111796789539437,2.0277634099178385,-12.09535901023519,93,93,52,52
test,12,level_ge_7m,transition,hit_to_miss,16,16,0,16,0,0,16,0,0,16,0,0.32835192550796505,0.692253321328644,5.822422333130864,0,11,0,5
test,12,level_ge_7m,transition,both_hit,63,63,0,63,0,63,0,0,0,63,63,0.23209877872544976,0.21154652472580038,-1.2947920019779051,0,0,0,0
test,12,level_ge_7m,transition,miss_to_hit,12,12,0,12,0,0,0,12,0,0,12,0.7572685087913754,0.3461579253721719,-4.933327001030442,3,0,9,0
test,12,level_ge_7m,transition,missing_forecast,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0
validation,1,all,total,all,6551,6517,34,6485,32,6473,3,2,7,6476,6475,0.04061131280517209,0.03587835259632245,-30.6932469543899,5,4,4,6
validation,1,all,target_level,below7,6489,6489,0,6457,32,6446,3,1,7,6449,6447,0.0403027924346884,0.03556624321163132,-30.583898333279606,5,4,3,6
validation,1,all,target_level,unknown,34,0,34,0,0,0,0,0,0,0,0,,,0,0,0,0,0
validation,1,all,target_level,7to9,25,25,0,25,0,24,0,1,0,24,25,0.11321531071840316,0.1071153945885795,-0.15249790324559154,0,0,1,0
validation,1,all,target_level,atleast9,3,3,0,3,0,3,0,0,0,3,3,0.09961667426596499,0.11399976831106369,0.04314928213529612,0,0,0,0
validation,1,all,known_trend,rising,685,683,2,683,0,675,2,2,4,677,677,0.07188038572279737,0.0718742365208033,-0.004199904961944112,2,1,4,5
