station,origin,query,source_time,value_m,usable
86472000,2020-07-03T10:00:00-03:00,2020-07-03T09:30:00-03:00,2020-07-03T09:30:00-03:00,5.3,True
86472000,2020-07-03T11:00:00-03:00,2020-07-03T10:30:00-03:00,2020-07-03T10:30:00-03:00,5.31,True
86472000,2020-07-03T12:00:00-03:00,2020-07-03T11:30:00-03:00,2020-07-03T11:30:00-03:00,5.28,True
86472000,2020-07-03T13:00:00-03:00,2020-07-03T12:30:00-03:00,2020-07-03T12:30:00-03:00,5.21,True
86472000,2020-07-03T14:00:00-03:00,2020-07-03T13:30:00-03:00,2020-07-03T13:30:00-03:00,5.14,True
86472000,2020-07-03T15:00:00-03:00,2020-07-03T14:30:00-03:00,2020-07-03T14:30:00-03:00,5.07,True
86472000,2020-07-03T16:00:00-03:00,2020-07-03T15:30:00-03:00,2020-07-03T15:30:00-03:00,5.02,True
86472000,2020-07-03T17:00:00-03:00,2020-07-03T16:30:00-03:00,2020-07-03T16:30:00-03:00,4.98,True
86472000,2020-07-03T18:00:00-03:00,2020-07-03T17:30:00-03:00,2020-07-03T17:30:00-03:00,4.95,True
86472000,2020-07-03T19:00:00-03:00,2020-07-03T18:30:00-03:00,2020-07-03T18:30:00-03:00,4.94,True
86472000,2020-07-03T20:00:00-03:00,2020-07-03T19:30:00-03:00,2020-07-03T19:30:00-03:00,4.92,True
86472000,2020-07-03T21:00:00-03:00,2020-07-03T20:30:00-03:00,2020-07-03T20:30:00-03:00,4.88,True
86472000,2020-07-03T22:00:00-03:00,2020-07-03T21:30:00-03:00,2020-07-03T21:30:00-03:00,4.84,True
86472000,2020-07-03T23:00:00-03:00,2020-07-03T22:30:00-03:00,2020-07-03T22:30:00-03:00,4.8,True
86472000,2020-07-04T00:00:00-03:00,2020-07-03T23:30:00-03:00,2020-07-03T23:30:00-03:00,4.78,True
86472000,2020-07-04T01:00:00-03:00,2020-07-04T00:30:00-03:00,2020-07-04T00:30:00-03:00,4.75,True
86472000,2020-07-04T02:00:00-03:00,2020-07-04T01:30:00-03:00,2020-07-04T01:30:00-03:00,4.73,True
86472000,2020-07-04T03:00:00-03:00,2020-07-04T02:30:00-03:00,2020-07-04T02:30:00-03:00,4.71,True
86472000,2020-07-04T04:00:00-03:00,2020-07-04T03:30:00-03:00,2020-07-04T03:30:00-03:00,4.7,True
86472000,2020-07-04T05:00:00-03:00,2020-07-04T04:30:00-03:00,2020-07-04T04:30:00-03:00,4.66,True
86472000,2020-07-04T06:00:00-03:00,2020-07-04T05:30:00-03:00,2020-07-04T05:30:00-03:00,4.63,True
86472000,2020-07-04T07:00:00-03:00,2020-07-04T06:30:00-03:00,2020-07-04T06:30:00-03:00,4.6,True
86472000,2020-07-04T08:00:00-03:00,2020-07-04T07:30:00-03:00,2020-07-04T07:30:00-03:00,4.6,True
86472000,2020-07-04T09:00:00-03:00,2020-07-04T08:30:00-03:00,2020-07-04T08:30:00-03:00,4.58,True
86472000,2020-07-04T10:00:00-03:00,2020-07-04T09:30:00-03:00,2020-07-04T09:30:00-03:00,4.56,True
86472000,2020-07-04T11:00:00-03:00,2020-07-04T10:30:00-03:00,2020-07-04T10:30:00-03:00,4.53,True
86472000,2020-07-04T12:00:00-03:00,2020-07-04T11:30:00-03:00,2020-07-04T11:30:00-03:00,4.5,True
86472000,2020-07-04T13:00:00-03:00,2020-07-04T12:30:00-03:00,2020-07-04T12:30:00-03:00,4.48,True
86472000,2020-07-04T14:00:00-03:00,2020-07-04T13:30:00-03:00,2020-07-04T13:30:00-03:00,4.44,True
86472000,2020-07-04T15:00:00-03:00,2020-07-04T14:30:00-03:00,2020-07-04T14:30:00-03:00,4.42,True
86472000,2020-07-04T16:00:00-03:00,2020-07-04T15:30:00-03:00,2020-07-04T15:30:00-03:00,4.4,True
86472000,2020-07-04T17:00:00-03:00,2020-07-04T16:30:00-03:00,2020-07-04T16:30:00-03:00,4.38,True
86472000,2020-07-04T18:00:00-03:00,2020-07-04T17:30:00-03:00,2020-07-04T17:30:00-03:00,4.37,True
86472000,2020-07-04T19:00:00-03:00,2020-07-04T18:30:00-03:00,2020-07-04T18:30:00-03:00,4.34,True
86472000,2020-07-04T20:00:00-03:00,2020-07-04T19:30:00-03:00,2020-07-04T19:30:00-03:00,4.35,True
86472000,2020-07-04T21:00:00-03:00,2020-07-04T20:30:00-03:00,2020-07-04T20:30:00-03:00,4.32,True
86472000,2020-07-04T22:00:00-03:00,2020-07-04T21:30:00-03:00,2020-07-04T21:30:00-03:00,4.29,True
86472000,2020-07-04T23:00:00-03:00,2020-07-04T22:30:00-03:00,2020-07-04T22:30:00-03:00,4.27,True
86472000,2020-07-05T00:00:00-03:00,2020-07-04T23:30:00-03:00,2020-07-04T23:30:00-03:00,4.24,True
86472000,2020-07-05T01:00:00-03:00,2020-07-05T00:30:00-03:00,2020-07-05T00:30:00-03:00,4.23,True
86472000,2020-07-05T02:00:00-03:00,2020-07-05T01:30:00-03:00,2020-07-05T01:30:00-03:00,4.24,True
86472000,2020-07-05T03:00:00-03:00,2020-07-05T02:30:00-03:00,2020-07-05T02:30:00-03:00,4.21,True
86472000,2020-07-05T04:00:00-03:00,2020-07-05T03:30:00-03:00,2020-07-05T03:30:00-03:00,4.18,True
86472000,2020-07-05T05:00:00-03:00,2020-07-05T04:30:00-03:00,2020-07-05T04:30:00-03:00,4.15,True
86472000,2020-07-05T06:00:00-03:00,2020-07-05T05:30:00-03:00,2020-07-05T05:30:00-03:00,4.13,True
86472000,2020-07-05T07:00:00-03:00,2020-07-05T06:30:00-03:00,2020-07-05T06:30:00-03:00,4.11,True
86472000,2020-07-05T08:00:00-03:00,2020-07-05T07:30:00-03:00,2020-07-05T07:30:00-03:00,4.09,True
86472000,2020-07-05T09:00:00-03:00,2020-07-05T08:30:00-03:00,2020-07-05T08:30:00-03:00,4.1,True
86472000,2020-07-05T10:00:00-03:00,2020-07-05T09:30:00-03:00,2020-07-05T09:30:00-03:00,4.09,True
86472000,2020-07-05T11:00:00-03:00,2020-07-05T10:30:00-03:00,2020-07-05T10:30:00-03:00,4.09,True
86472000,2020-07-05T12:00:00-03:00,2020-07-05T11:30:00-03:00,2020-07-05T11:30:00-03:00,4.08,True
86472000,2020-07-05T13:00:00-03:00,2020-07-05T12:30:00-03:00,2020-07-05T12:30:00-03:00,4.1,True
86472000,2020-07-05T14:00:00-03:00,2020-07-05T13:30:00-03:00,2020-07-05T13:30:00-03:00,4.11,True
86472000,2020-07-05T15:00:00-03:00,2020-07-05T14:30:00-03:00,2020-07-05T14:30:00-03:00,4.12,True
86472000,2020-07-05T16:00:00-03:00,2020-07-05T15:30:00-03:00,2020-07-05T15:30:00-03:00,4.14,True
86472000,2020-07-05T17:00:00-03:00,2020-07-05T16:30:00-03:00,2020-07-05T16:30:00-03:00,4.17,True
86472000,2020-07-05T18:00:00-03:00,2020-07-05T17:30:00-03:00,2020-07-05T17:30:00-03:00,4.21,True
86472000,2020-07-05T19:00:00-03:00,2020-07-05T18:30:00-03:00,2020-07-05T18:30:00-03:00,4.26,True
86472000,2020-07-05T20:00:00-03:00,2020-07-05T19:30:00-03:00,2020-07-05T19:30:00-03:00,4.3,True
86472000,2020-07-05T21:00:00-03:00,2020-07-05T20:30:00-03:00,2020-07-05T20:30:00-03:00,4.36,True
86472000,2020-07-05T22:00:00-03:00,2020-07-05T21:30:00-03:00,2020-07-05T21:30:00-03:00,4.46,True
86472000,2020-07-05T23:00:00-03:00,2020-07-05T22:30:00-03:00,2020-07-05T22:30:00-03:00,4.59,True
86472000,2020-07-06T00:00:00-03:00,2020-07-05T23:30:00-03:00,2020-07-05T23:30:00-03:00,4.81,True
86472000,2020-07-06T01:00:00-03:00,2020-07-06T00:30:00-03:00,2020-07-06T00:30:00-03:00,5.16,True
86472000,2020-07-06T02:00:00-03:00,2020-07-06T01:30:00-03:00,2020-07-06T01:30:00-03:00,5.59,True
86472000,2020-07-06T03:00:00-03:00,2020-07-06T02:30:00-03:00,2020-07-06T02:30:00-03:00,6.19,True
86472000,2020-07-06T04:00:00-03:00,2020-07-06T03:30:00-03:00,2020-07-06T03:30:00-03:00,6.79,True
86472000,2020-07-06T05:00:00-03:00,2020-07-06T04:30:00-03:00,2020-07-06T04:30:00-03:00,7.14,True
86472000,2020-07-06T06:00:00-03:00,2020-07-06T05:30:00-03:00,2020-07-06T05:30:00-03:00,7.38,True
86472000,2020-07-06T07:00:00-03:00,2020-07-06T06:30:00-03:00,2020-07-06T06:30:00-03:00,7.81,True
86472000,2020-07-06T08:00:00-03:00,2020-07-06T07:30:00-03:00,2020-07-06T07:30:00-03:00,8.2,True
86472000,2020-07-06T09:00:00-03:00,2020-07-06T08:30:00-03:00,2020-07-06T08:30:00-03:00,8.49,True
86472000,2020-07-06T10:00:00-03:00,2020-07-06T09:30:00-03:00,2020-07-06T09:30:00-03:00,8.66,True
86472000,2020-07-06T11:00:00-03:00,2020-07-06T10:30:00-03:00,2020-07-06T10:30:00-03:00,8.8,True
86472000,2020-07-06T12:00:00-03:00,2020-07-06T11:30:00-03:00,2020-07-06T11:30:00-03:00,8.81,True
86472000,2020-07-06T13:00:00-03:00,2020-07-06T12:30:00-03:00,2020-07-06T12:30:00-03:00,8.78,True
86472000,2020-07-06T14:00:00-03:00,2020-07-06T13:30:00-03:00,2020-07-06T13:30:00-03:00,8.79,True
86472000,2020-07-06T15:00:00-03:00,2020-07-06T14:30:00-03:00,2020-07-06T14:30:00-03:00,8.83,True
86472000,2020-07-06T16:00:00-03:00,2020-07-06T15:30:00-03:00,2020-07-06T15:30:00-03:00,8.73,True
86472000,2020-07-06T17:00:00-03:00,2020-07-06T16:30:00-03:00,2020-07-06T16:30:00-03:00,8.61,True
86472000,2020-07-06T18:00:00-03:00,2020-07-06T17:30:00-03:00,2020-07-06T17:30:00-03:00,8.55,True
86472000,2020-07-06T19:00:00-03:00,2020-07-06T18:30:00-03:00,2020-07-06T18:30:00-03:00,8.44,True
86472000,2020-07-06T20:00:00-03:00,2020-07-06T19:30:00-03:00,2020-07-06T19:30:00-03:00,8.33,True
86472000,2020-07-06T21:00:00-03:00,2020-07-06T20:30:00-03:00,2020-07-06T20:30:00-03:00,8.28,True
86472000,2020-07-06T22:00:00-03:00,2020-07-06T21:30:00-03:00,2020-07-06T21:30:00-03:00,8.2,True
86472000,2020-07-06T23:00:00-03:00,2020-07-06T22:30:00-03:00,2020-07-06T22:30:00-03:00,8.15,True
86472000,2020-07-07T00:00:00-03:00,2020-07-06T23:30:00-03:00,2020-07-06T23:30:00-03:00,8.1,True
86472000,2020-07-07T01:00:00-03:00,2020-07-07T00:30:00-03:00,2020-07-07T00:30:00-03:00,7.98,True
86472000,2020-07-07T02:00:00-03:00,2020-07-07T01:30:00-03:00,2020-07-07T01:30:00-03:00,7.73,True
86472000,2020-07-07T03:00:00-03:00,2020-07-07T02:30:00-03:00,2020-07-07T02:30:00-03:00,7.66,True
86472000,2020-07-07T04:00:00-03:00,2020-07-07T03:30:00-03:00,2020-07-07T03:30:00-03:00,7.57,True
86472000,2020-07-07T05:00:00-03:00,2020-07-07T04:30:00-03:00,2020-07-07T04:30:00-03:00,7.55,True
86472000,2020-07-07T06:00:00-03:00,2020-07-07T05:30:00-03:00,2020-07-07T05:30:00-03:00,7.49,True
86472000,2020-07-07T07:00:00-03:00,2020-07-07T06:30:00-03:00,2020-07-07T06:30:00-03:00,7.44,True
86472000,2020-07-07T08:00:00-03:00,2020-07-07T07:30:00-03:00,2020-07-07T07:30:00-03:00,7.42,True
86472000,2020-07-07T09:00:00-03:00,2020-07-07T08:30:00-03:00,2020-07-07T08:30:00-03:00,7.39,True
86472000,2020-07-07T10:00:00-03:00,2020-07-07T09:30:00-03:00,2020-07-07T09:30:00-03:00,7.33,True
86472000,2020-07-07T11:00:00-03:00,2020-07-07T10:30:00-03:00,2020-07-07T10:30:00-03:00,7.29,True
86472000,2020-07-07T12:00:00-03:00,2020-07-07T11:30:00-03:00,2020-07-07T11:30:00-03:00,7.25,True
86472000,2020-07-07T13:00:00-03:00,2020-07-07T12:30:00-03:00,2020-07-07T12:30:00-03:00,7.29,True
86472000,2020-07-07T14:00:00-03:00,2020-07-07T13:30:00-03:00,2020-07-07T13:30:00-03:00,7.38,True
86472000,2020-07-07T15:00:00-03:00,2020-07-07T14:30:00-03:00,2020-07-07T14:30:00-03:00,7.56,True
86472000,2020-07-07T16:00:00-03:00,2020-07-07T15:30:00-03:00,2020-07-07T15:30:00-03:00,7.86,True
86472000,2020-07-07T17:00:00-03:00,2020-07-07T16:30:00-03:00,2020-07-07T16:30:00-03:00,8.36,True
86472000,2020-07-07T18:00:00-03:00,2020-07-07T17:30:00-03:00,2020-07-07T17:30:00-03:00,9.48,True
86472000,2020-07-07T19:00:00-03:00,2020-07-07T18:30:00-03:00,2020-07-07T18:30:00-03:00,10.51,True
86472000,2020-07-07T20:00:00-03:00,2020-07-07T19:30:00-03:00,2020-07-07T19:30:00-03:00,11.86,True
86472000,2020-07-07T21:00:00-03:00,2020-07-07T20:30:00-03:00,2020-07-07T20:30:00-03:00,13.1,True
86472000,2020-07-07T22:00:00-03:00,2020-07-07T21:30:00-03:00,2020-07-07T21:30:00-03:00,14.13,True
86472000,2020-07-07T23:00:00-03:00,2020-07-07T22:30:00-03:00,2020-07-07T22:30:00-03:00,14.92,True
86472000,2020-07-08T00:00:00-03:00,2020-07-07T23:30:00-03:00,2020-07-07T23:30:00-03:00,16.02,True
86472000,2020-07-08T01:00:00-03:00,2020-07-08T00:30:00-03:00,2020-07-08T00:30:00-03:00,17.16,True
86472000,2020-07-08T02:00:00-03:00,2020-07-08T01:30:00-03:00,2020-07-08T01:30:00-03:00,18.28,True
86472000,2020-07-08T03:00:00-03:00,2020-07-08T02:30:00-03:00,2020-07-08T02:30:00-03:00,19.27,True
86472000,2020-07-08T04:00:00-03:00,2020-07-08T03:30:00-03:00,2020-07-08T03:30:00-03:00,20.01,True
86472000,2020-07-08T05:00:00-03:00,2020-07-08T04:30:00-03:00,2020-07-08T04:30:00-03:00,20.58,True
86472000,2020-07-08T06:00:00-03:00,2020-07-08T05:30:00-03:00,2020-07-08T05:30:00-03:00,20.99,True
86472000,2020-07-08T07:00:00-03:00,2020-07-08T06:30:00-03:00,2020-07-08T06:30:00-03:00,21.32,True
86472000,2020-07-08T08:00:00-03:00,2020-07-08T07:30:00-03:00,2020-07-08T07:30:00-03:00,21.78,True
86472000,2020-07-08T09:00:00-03:00,2020-07-08T08:30:00-03:00,2020-07-08T08:30:00-03:00,21.9,True
86472000,2020-07-08T10:00:00-03:00,2020-07-08T09:30:00-03:00,2020-07-08T09:30:00-03:00,22.15,True
86472000,2020-07-08T11:00:00-03:00,2020-07-08T10:30:00-03:00,2020-07-08T10:30:00-03:00,22.37,True
86472000,2020-07-08T12:00:00-03:00,2020-07-08T11:30:00-03:00,2020-07-08T11:30:00-03:00,22.39,True
86472000,2020-07-08T13:00:00-03:00,2020-07-08T12:30:00-03:00,2020-07-08T12:30:00-03:00,22.54,True
86472000,2020-07-08T14:00:00-03:00,2020-07-08T13:30:00-03:00,2020-07-08T13:30:00-03:00,22.64,True
86472000,2020-07-08T15:00:00-03:00,2020-07-08T14:30:00-03:00,2020-07-08T14:30:00-03:00,22.63,True
86472000,2020-07-08T16:00:00-03:00,2020-07-08T15:30:00-03:00,2020-07-08T15:30:00-03:00,22.51,True
86472000,2020-07-08T17:00:00-03:00,2020-07-08T16:30:00-03:00,2020-07-08T16:30:00-03:00,22.3,True
86472000,2020-07-08T18:00:00-03:00,2020-07-08T17:30:00-03:00,2020-07-08T17:30:00-03:00,22.26,True
86472000,2020-07-08T19:00:00-03:00,2020-07-08T18:30:00-03:00,2020-07-08T18:30:00-03:00,21.81,True
86472000,2020-07-08T20:00:00-03:00,2020-07-08T19:30:00-03:00,2020-07-08T19:30:00-03:00,21.5,True
86472000,2020-07-08T21:00:00-03:00,2020-07-08T20:30:00-03:00,2020-07-08T20:30:00-03:00,21.19,True
86472000,2020-07-08T22:00:00-03:00,2020-07-08T21:30:00-03:00,2020-07-08T21:30:00-03:00,20.71,True
86472000,2020-07-08T23:00:00-03:00,2020-07-08T22:30:00-03:00,2020-07-08T22:30:00-03:00,20.27,True
86472000,2020-07-09T00:00:00-03:00,2020-07-08T23:30:00-03:00,2020-07-08T23:30:00-03:00,19.89,True
86472000,2020-07-09T01:00:00-03:00,2020-07-09T00:30:00-03:00,2020-07-09T00:30:00-03:00,19.07,True
86472000,2020-07-09T02:00:00-03:00,2020-07-09T01:30:00-03:00,2020-07-09T01:30:00-03:00,18.43,True
86472000,2020-07-09T03:00:00-03:00,2020-07-09T02:30:00-03:00,2020-07-09T02:30:00-03:00,17.85,True
86472000,2020-07-09T04:00:00-03:00,2020-07-09T03:30:00-03:00,2020-07-09T03:30:00-03:00,17.26,True
86472000,2020-07-09T05:00:00-03:00,2020-07-09T04:30:00-03:00,2020-07-09T04:30:00-03:00,16.97,True
86472000,2020-07-09T06:00:00-03:00,2020-07-09T05:30:00-03:00,2020-07-09T05:30:00-03:00,16.64,True
86472000,2020-07-09T07:00:00-03:00,2020-07-09T06:30:00-03:00,2020-07-09T06:30:00-03:00,16.02,True
86472000,2020-07-09T08:00:00-03:00,2020-07-09T07:30:00-03:00,2020-07-09T07:30:00-03:00,15.61,True
86472000,2020-07-09T09:00:00-03:00,2020-07-09T08:30:00-03:00,2020-07-09T08:30:00-03:00,15.24,True
86472000,2020-07-09T10:00:00-03:00,2020-07-09T09:30:00-03:00,2020-07-09T09:30:00-03:00,14.74,True
86472000,2020-07-09T11:00:00-03:00,2020-07-09T10:30:00-03:00,2020-07-09T10:30:00-03:00,14.53,True
86472000,2020-07-09T12:00:00-03:00,2020-07-09T11:30:00-03:00,2020-07-09T11:30:00-03:00,14.19,True
86472000,2020-07-09T13:00:00-03:00,2020-07-09T12:30:00-03:00,2020-07-09T12:30:00-03:00,13.77,True
86472000,2020-07-09T14:00:00-03:00,2020-07-09T13:30:00-03:00,2020-07-09T13:30:00-03:00,13.34,True
86472000,2020-07-09T15:00:00-03:00,2020-07-09T14:30:00-03:00,2020-07-09T14:30:00-03:00,13.03,True
86472000,2020-07-09T16:00:00-03:00,2020-07-09T15:30:00-03:00,2020-07-09T15:30:00-03:00,14.19,True
86472000,2020-07-09T17:00:00-03:00,2020-07-09T16:30:00-03:00,2020-07-09T16:30:00-03:00,12.37,True
86472000,2020-07-09T18:00:00-03:00,2020-07-09T17:30:00-03:00,2020-07-09T17:30:00-03:00,12.08,True
86472000,2020-07-09T19:00:00-03:00,2020-07-09T18:30:00-03:00,2020-07-09T18:30:00-03:00,11.75,True
86472000,2020-07-09T20:00:00-03:00,2020-07-09T19:30:00-03:00,2020-07-09T19:30:00-03:00,11.51,True
86472000,2020-07-09T21:00:00-03:00,2020-07-09T20:30:00-03:00,2020-07-09T20:30:00-03:00,11.25,True
86472000,2020-07-09T22:00:00-03:00,2020-07-09T21:30:00-03:00,2020-07-09T21:30:00-03:00,11.01,True
86472000,2020-07-09T23:00:00-03:00,2020-07-09T22:30:00-03:00,2020-07-09T22:30:00-03:00,10.72,True
86472000,2020-07-10T00:00:00-03:00,2020-07-09T23:30:00-03:00,2020-07-09T23:30:00-03:00,10.31,True
86472000,2020-07-10T01:00:00-03:00,2020-07-10T00:30:00-03:00,2020-07-10T00:30:00-03:00,10.11,True
86472000,2020-07-10T02:00:00-03:00,2020-07-10T01:30:00-03:00,2020-07-10T01:30:00-03:00,9.97,True
86472000,2020-07-10T03:00:00-03:00,2020-07-10T02:30:00-03:00,2020-07-10T02:30:00-03:00,9.88,True
86472000,2020-07-10T04:00:00-03:00,2020-07-10T03:30:00-03:00,2020-07-10T03:30:00-03:00,9.66,True
86472000,2020-07-10T05:00:00-03:00,2020-07-10T04:30:00-03:00,2020-07-10T04:30:00-03:00,9.26,True
86472000,2020-07-10T06:00:00-03:00,2020-07-10T05:30:00-03:00,2020-07-10T05:30:00-03:00,8.92,True
86472000,2020-07-10T07:00:00-03:00,2020-07-10T06:30:00-03:00,2020-07-10T06:30:00-03:00,8.57,True
86472000,2020-07-10T08:00:00-03:00,2020-07-10T07:30:00-03:00,2020-07-10T07:30:00-03:00,8.42,True
86472000,2020-07-10T09:00:00-03:00,2020-07-10T08:30:00-03:00,2020-07-10T08:30:00-03:00,8.42,True
86472000,2020-07-10T10:00:00-03:00,2020-07-10T09:30:00-03:00,2020-07-10T09:30:00-03:00,8.42,True
86472000,2020-07-10T11:00:00-03:00,2020-07-10T10:30:00-03:00,2020-07-10T10:30:00-03:00,8.4,True
