year,family,horizon_h,origin,iteration,node,column,feature,original_value,reconstructed_value,value_difference,threshold,original_goes_left,reconstructed_goes_left,original_leaf,reconstructed_leaf,leaf_contribution_difference
2021,control120,8,2021-05-15T17:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-15T17:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,control120,8,2021-05-15T18:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-15T18:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,control120,8,2021-05-18T06:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-18T06:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,control120,8,2021-05-18T07:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-18T07:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,control120,8,2021-05-18T08:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-18T08:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,control120,8,2021-05-20T11:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-20T11:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,control120,8,2021-05-20T12:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-20T12:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,control120,8,2021-05-20T13:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-20T13:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,control120,8,2021-05-25T14:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-25T14:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,12,5,-0.004078827343430687
2021,control120,8,2021-05-25T15:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-25T15:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,control120,8,2021-05-25T16:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-25T16:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,12,5,-0.004078827343430687
2021,control120,8,2021-05-26T09:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-26T09:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,control120,8,2021-05-26T10:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-26T10:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,control120,8,2021-05-26T11:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-26T11:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,control120,8,2021-05-28T05:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-28T05:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,control120,8,2021-05-28T06:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-28T06:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,control120,8,2021-05-28T07:00:00-03:00,73,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,16,4,-0.0008573920170807468
2021,control120,8,2021-05-28T07:00:00-03:00,77,2,103,Alto Antas:P3lag6,0.000581057524694953,0.0005810575246949448,-8.239936510889834e-18,0.0005810575246949448,False,True,11,5,-0.00032184848798366635
2021,candidate120_plus2020,9,2021-05-30T10:00:00-03:00,161,12,111,Tainhas:P12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,17,19,0.0010153673099810986
2022,candidate120_plus2020,1,2022-06-02T23:00:00-03:00,146,8,119,Tainhas:P3lag12,0.1857923497267654,0.18579234972677597,1.0574874309554616e-14,0.1857923497267654,True,False,10,12,0.001458429272859092
2022,control120,2,2022-06-08T20:00:00-03:00,126,5,98,Alto Antas:P24,0.27239976757697465,0.27239976757699014,1.5487611193520934e-14,0.27239976757697465,True,False,6,7,0.002204541319742177
2022,control120,2,2022-06-08T20:00:00-03:00,129,7,98,Alto Antas:P24,0.27239976757697465,0.27239976757699014,1.5487611193520934e-14,0.27239976757697465,True,False,8,9,0.0021297371985685887
2022,control120,2,2022-06-08T21:00:00-03:00,126,5,98,Alto Antas:P24,0.27239976757697465,0.27239976757699014,1.5487611193520934e-14,0.27239976757697465,True,False,6,7,0.002204541319742177
2022,control120,2,2022-06-08T21:00:00-03:00,129,7,98,Alto Antas:P24,0.27239976757697465,0.27239976757699014,1.5487611193520934e-14,0.27239976757697465,True,False,8,9,0.0021297371985685887
2022,control120,2,2022-06-08T22:00:00-03:00,126,5,98,Alto Antas:P24,0.27239976757697465,0.27239976757699014,1.5487611193520934e-14,0.27239976757697465,True,False,6,7,0.002204541319742177
2022,control120,2,2022-06-08T22:00:00-03:00,129,7,98,Alto Antas:P24,0.27239976757697465,0.27239976757699014,1.5487611193520934e-14,0.27239976757697465,True,False,8,9,0.0021297371985685887
2022,control120,2,2022-06-08T23:00:00-03:00,126,5,98,Alto Antas:P24,0.27239976757697465,0.27239976757699014,1.5487611193520934e-14,0.27239976757697465,True,False,6,7,0.002204541319742177
2022,control120,2,2022-06-08T23:00:00-03:00,129,7,98,Alto Antas:P24,0.27239976757697465,0.27239976757699014,1.5487611193520934e-14,0.27239976757697465,True,False,8,9,0.0021297371985685887
2022,control120,2,2022-06-09T00:00:00-03:00,126,5,98,Alto Antas:P24,0.27239976757697465,0.27239976757699014,1.5487611193520934e-14,0.27239976757697465,True,False,6,7,0.002204541319742177
2022,control120,2,2022-06-09T00:00:00-03:00,129,7,98,Alto Antas:P24,0.27239976757697465,0.27239976757699014,1.5487611193520934e-14,0.27239976757697465,True,False,8,9,0.0021297371985685887
2022,candidate120_plus2020,3,2022-05-06T02:00:00-03:00,100,5,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,12,15,0.0015021940116607389
2022,candidate120_plus2020,3,2022-05-14T18:00:00-03:00,100,5,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,12,15,0.0015021940116607389
2022,candidate120_plus2020,4,2022-05-29T23:00:00-03:00,29,26,115,Tainhas:P48,76.28688524590146,76.28688524590164,1.8474111129762605e-13,76.2868852459016,True,False,27,28,-0.029309651713141555
2022,candidate120_plus2020,5,2022-05-16T05:00:00-03:00,173,23,47,Baixo Antas:P3,0.2312138728323709,0.23121387283236994,-9.71445146547012e-16,0.23121387283236994,False,True,27,25,0.005628905868006708
2022,candidate120_plus2020,5,2022-05-29T23:00:00-03:00,31,26,115,Tainhas:P48,76.28688524590146,76.28688524590164,1.8474111129762605e-13,76.2868852459016,True,False,27,28,-0.02746752819396356
2022,candidate120_plus2020,5,2022-06-03T12:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-03T13:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-08T20:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-08T21:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-08T22:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-09T18:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-09T21:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-09T22:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-19T16:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-19T21:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-19T22:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-19T23:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-20T12:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-20T13:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-20T14:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-20T23:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-21T00:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-21T01:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-21T02:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-21T03:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-21T04:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-21T05:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,candidate120_plus2020,5,2022-06-21T06:00:00-03:00,81,9,51,Baixo Antas:P12,0.0046242774566471355,0.004624277456647399,2.636779683484747e-16,0.0046242774566471355,True,False,10,11,0.0027694053983396555
2022,control120,6,2022-05-06T00:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-05-06T01:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-05-06T02:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-06-02T04:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-06-04T15:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-06-04T16:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-06-04T17:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-06-09T17:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-06-09T18:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-06-09T19:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-06-10T20:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-06-10T21:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-06-10T22:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-06-12T21:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-06-21T14:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-06-21T15:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,control120,6,2022-06-21T16:00:00-03:00,135,22,119,Tainhas:P3lag12,0.12185792349726084,0.12185792349726776,6.925016116099414e-15,0.12185792349726084,True,False,23,24,-0.0014002480984887395
2022,candidate120_plus2020,7,2022-05-05T17:00:00-03:00,84,10,79,Prata-Turvo:P6,0.002985074626865502,0.0029850746268656717,1.695692197767329e-16,0.002985074626865502,True,False,11,12,-0.007625855528945123
2022,candidate120_plus2020,7,2022-06-08T15:00:00-03:00,79,14,103,Alto Antas:P3lag6,0.03404997094712183,0.03404997094712377,1.9359513991901167e-15,0.03404997094712183,True,False,15,17,0.01111342263440249
2022,candidate120_plus2020,7,2022-06-09T00:00:00-03:00,79,14,103,Alto Antas:P3lag6,0.03404997094712183,0.03404997094712377,1.9359513991901167e-15,0.03404997094712183,True,False,15,17,0.01111342263440249
2022,control120,8,2022-05-29T17:00:00-03:00,119,20,88,Prata-Turvo:P3lag6,3.865884861407241,3.8658848614072494,8.43769498715119e-15,3.8658848614072485,True,False,21,22,-0.007178065508187535
2022,control120,9,2022-05-05T09:00:00-03:00,145,13,107,Tainhas:P3,0.04644808743169135,0.04644808743169399,2.643718577388654e-15,0.04644808743169135,True,False,14,15,-0.005025647864253583
2022,control120,9,2022-05-06T19:00:00-03:00,145,13,107,Tainhas:P3,0.04644808743169135,0.04644808743169399,2.643718577388654e-15,0.04644808743169135,True,False,14,15,-0.005025647864253583
2022,control120,9,2022-05-23T01:00:00-03:00,163,1,98,Alto Antas:P24,0.03404997094712183,0.03404997094712377,1.9359513991901167e-15,0.03404997094712183,True,False,4,20,0.005168027577684677
2022,control120,9,2022-05-23T01:00:00-03:00,168,1,98,Alto Antas:P24,0.03404997094712183,0.03404997094712377,1.9359513991901167e-15,0.03404997094712183,True,False,4,23,0.0035817683599850374
2022,control120,9,2022-05-23T02:00:00-03:00,163,1,98,Alto Antas:P24,0.03404997094712183,0.03404997094712377,1.9359513991901167e-15,0.03404997094712183,True,False,4,20,0.005168027577684677
2022,control120,9,2022-05-23T02:00:00-03:00,168,1,98,Alto Antas:P24,0.03404997094712183,0.03404997094712377,1.9359513991901167e-15,0.03404997094712183,True,False,4,23,0.0035817683599850374
2022,control120,9,2022-05-23T03:00:00-03:00,163,1,98,Alto Antas:P24,0.03404997094712183,0.03404997094712377,1.9359513991901167e-15,0.03404997094712183,True,False,4,20,0.005168027577684677
2022,control120,9,2022-05-23T03:00:00-03:00,168,1,98,Alto Antas:P24,0.03404997094712183,0.03404997094712377,1.9359513991901167e-15,0.03404997094712183,True,False,4,23,0.0035817683599850374
2022,control120,9,2022-05-23T04:00:00-03:00,163,1,98,Alto Antas:P24,0.03404997094712183,0.03404997094712377,1.9359513991901167e-15,0.03404997094712183,True,False,4,20,0.005168027577684677
2022,control120,9,2022-05-23T04:00:00-03:00,168,1,98,Alto Antas:P24,0.03404997094712183,0.03404997094712377,1.9359513991901167e-15,0.03404997094712183,True,False,4,23,0.0035817683599850374
2022,control120,9,2022-05-23T05:00:00-03:00,163,1,98,Alto Antas:P24,0.03404997094712183,0.03404997094712377,1.9359513991901167e-15,0.03404997094712183,True,False,4,20,0.005168027577684677
2022,control120,9,2022-05-23T05:00:00-03:00,168,1,98,Alto Antas:P24,0.03404997094712183,0.03404997094712377,1.9359513991901167e-15,0.03404997094712183,True,False,4,23,0.0035817683599850374
2022,control120,9,2022-05-23T06:00:00-03:00,163,1,98,Alto Antas:P24,0.03404997094712183,0.03404997094712377,1.9359513991901167e-15,0.03404997094712183,True,False,4,20,0.005168027577684677
