phase,profile,horizon_h,population,subset,reference,relation,observed_targets,pairs,failures,reference_hits,aged_hits,hits_delta,reference_mae_m,aged_mae_m,mae_m_delta,reference_bias_m,aged_bias_m,bias_m_delta,reference_p98_abs_m,aged_p98_abs_m,p98_abs_m_delta,reference_max_abs_m,aged_max_abs_m,max_abs_m_delta
test,A,11,full_schedule,all,profile_B_control,cross_profile,1934,1917,17,1328,1348,20,0.47543626984854775,0.4688840541893353,-0.006552215659212435,-0.09007788904074153,-0.08340821570774713,0.006669673332994397,2.2050219252487846,2.2585217949615344,0.05349986971274978,6.669592937105812,7.15943769248484,0.4898447553790275
test,A,11,full_schedule,level_ge_7m,mixed_profile_candidate,primary_unaged,237,236,1,82,82,0,1.2117416688285163,1.2117416688285163,0.0,-0.3281422245469177,-0.3281422245469177,0.0,6.257999730274706,6.257999730274706,0.0,7.15943769248484,7.15943769248484,0.0
test,A,11,full_schedule,level_ge_7m,profile_A_control,matching_profile,237,236,1,88,82,-6,1.167452400439356,1.2117416688285163,0.04428926838916025,-0.2910094263112121,-0.3281422245469177,-0.03713279823570559,6.060967702353861,6.257999730274706,0.1970320279208453,7.1933341782238,7.15943769248484,-0.033896485738960536
test,A,11,full_schedule,level_ge_7m,profile_B_control,cross_profile,237,236,1,86,82,-4,1.2150173040131118,1.2117416688285163,-0.0032756351845955045,-0.3224780336097409,-0.3281422245469177,-0.005664190937176794,5.970163907798036,6.257999730274706,0.28783582247667017,6.669592937105812,7.15943769248484,0.4898447553790275
test,A,11,complete24,all,mixed_profile_candidate,primary_unaged,1338,1338,0,976,976,0,0.4140524674218558,0.4140524674218558,0.0,-0.07959767756539964,-0.07959767756539964,0.0,1.5978382604460433,1.5978382604460433,0.0,4.059983313554843,4.059983313554843,0.0
test,A,11,complete24,all,profile_A_control,matching_profile,1338,1338,0,967,976,9,0.4134046449716045,0.4140524674218558,0.0006478224502513008,-0.06932606669894702,-0.07959767756539964,-0.010271610866452618,1.5336035098458884,1.5978382604460433,0.06423475060015482,3.849960848752257,4.059983313554843,0.21002246480258613
test,A,11,complete24,all,profile_B_control,cross_profile,1338,1338,0,965,976,11,0.4186317212113308,0.4140524674218558,-0.004579253789474991,-0.09652880732133183,-0.07959767756539964,0.016931129755932195,1.613856872195007,1.5978382604460433,-0.016018611748963796,4.150683164893289,4.059983313554843,-0.09069985133844582
test,A,11,complete24,level_ge_7m,mixed_profile_candidate,primary_unaged,140,140,0,59,59,0,0.9016870321437316,0.9016870321437316,0.0,-0.17962641276955807,-0.17962641276955807,0.0,3.279642449493056,3.279642449493056,0.0,4.059983313554843,4.059983313554843,0.0
test,A,11,complete24,level_ge_7m,profile_A_control,matching_profile,140,140,0,64,59,-5,0.8501573559558026,0.9016870321437316,0.05152967618792903,-0.1552379735370739,-0.17962641276955807,-0.024388439232484183,3.141095608493031,3.279642449493056,0.138546841000025,3.849960848752257,4.059983313554843,0.21002246480258613
test,A,11,complete24,level_ge_7m,profile_B_control,cross_profile,140,140,0,64,59,-5,0.8929767318431742,0.9016870321437316,0.008710300300557416,-0.23449708167862465,-0.17962641276955807,0.05487066890906658,3.6456127445676545,3.279642449493056,-0.36597029507459844,4.150683164893289,4.059983313554843,-0.09069985133844582
test,A,11,missing24,all,mixed_profile_candidate,primary_unaged,596,579,17,372,372,0,0.5955933168748061,0.5955933168748061,0.0,-0.09221391524913045,-0.09221391524913045,0.0,3.350122149502336,3.350122149502336,0.0,7.15943769248484,7.15943769248484,0.0
test,A,11,missing24,all,profile_A_control,matching_profile,596,579,17,369,372,3,0.5836997128088701,0.5955933168748061,0.011893604065935981,-0.07732213294035255,-0.09221391524913045,-0.014891782308777898,3.1428715849775974,3.350122149502336,0.20725056452473867,7.1933341782238,7.15943769248484,-0.033896485738960536
test,A,11,missing24,all,profile_B_control,cross_profile,596,579,17,363,372,9,0.6067048122951735,0.5955933168748061,-0.011111495420367379,-0.07517058565657948,-0.09221391524913045,-0.017043329592550963,3.3550465713717457,3.350122149502336,-0.0049244218694095565,6.669592937105812,7.15943769248484,0.4898447553790275
test,A,11,missing24,level_ge_7m,mixed_profile_candidate,primary_unaged,97,96,1,23,23,0,1.6639046806604938,1.6639046806604938,0.0,-0.5447277833889006,-0.5447277833889006,0.0,6.774312708632087,6.774312708632087,0.0,7.15943769248484,7.15943769248484,0.0
test,A,11,missing24,level_ge_7m,profile_A_control,matching_profile,97,96,1,24,23,-1,1.630174340311205,1.6639046806604938,0.03373034034928879,-0.48900946160683034,-0.5447277833889006,-0.05571832178207026,6.323824280762551,6.774312708632087,0.45048842786953625,7.1933341782238,7.15943769248484,-0.033896485738960536
test,A,11,missing24,level_ge_7m,profile_B_control,cross_profile,97,96,1,22,23,1,1.6846598050942714,1.6639046806604938,-0.020755124433777583,-0.4507835885092856,-0.5447277833889006,-0.09394419487961497,6.254745938844889,6.774312708632087,0.5195667697871986,6.669592937105812,7.15943769248484,0.4898447553790275
test,A,12,full_schedule,all,mixed_profile_candidate,primary_unaged,1933,1915,18,1304,1304,0,0.49747435731090545,0.49747435731090545,0.0,-0.08377757758054155,-0.08377757758054155,0.0,2.539260988214759,2.539260988214759,0.0,7.792800339521805,7.792800339521805,0.0
test,A,12,full_schedule,all,profile_A_control,matching_profile,1933,1915,18,1314,1304,-10,0.48703728990212314,0.49747435731090545,0.010437067408782308,-0.07812136407325138,-0.08377757758054155,-0.005656213507290175,2.3949826911657883,2.539260988214759,0.14427829704897066,7.575214133637115,7.792800339521805,0.21758620588469046
test,A,12,full_schedule,all,profile_B_control,cross_profile,1933,1915,18,1302,1304,2,0.495427883075339,0.49747435731090545,0.00204647423556642,-0.08584292622876104,-0.08377757758054155,0.0020653486482194866,2.5069217956076364,2.539260988214759,0.03233919260712259,7.103354101008396,7.792800339521805,0.6894462385134092
test,A,12,full_schedule,level_ge_7m,mixed_profile_candidate,primary_unaged,237,236,1,75,75,0,1.3286731218781722,1.3286731218781722,0.0,-0.4001053870865401,-0.4001053870865401,0.0,6.5612089405589185,6.5612089405589185,0.0,7.792800339521805,7.792800339521805,0.0
test,A,12,full_schedule,level_ge_7m,profile_A_control,matching_profile,237,236,1,91,75,-16,1.2469468675886748,1.3286731218781722,0.08172625428949742,-0.34118907892999634,-0.4001053870865401,-0.05891630815654375,6.3661798390046735,6.5612089405589185,0.1950291015542449,7.575214133637115,7.792800339521805,0.21758620588469046
test,A,12,full_schedule,level_ge_7m,profile_B_control,cross_profile,237,236,1,75,75,0,1.2999399575985824,1.3286731218781722,0.02873316427958983,-0.3867507181520701,-0.4001053870865401,-0.01335466893446996,6.229580735909771,6.5612089405589185,0.33162820464914766,7.103354101008396,7.792800339521805,0.6894462385134092
test,A,12,complete24,all,mixed_profile_candidate,primary_unaged,1337,1337,0,946,946,0,0.4403460422136695,0.4403460422136695,0.0,-0.0840577140975093,-0.0840577140975093,0.0,1.706370616509934,1.706370616509934,0.0,4.4999663601491395,4.4999663601491395,0.0
test,A,12,complete24,all,profile_A_control,matching_profile,1337,1337,0,942,946,4,0.4351065231054525,0.4403460422136695,0.005239519108217017,-0.07534639437919882,-0.0840577140975093,-0.008711319718310476,1.6307786942648272,1.706370616509934,0.07559192224510669,4.254528362117192,4.4999663601491395,0.24543799803194766
test,A,12,complete24,all,profile_B_control,cross_profile,1337,1337,0,937,946,9,0.44331245817054155,0.4403460422136695,-0.002966415956872026,-0.08992406514676851,-0.0840577140975093,0.005866351049259214,1.8169935927210399,1.706370616509934,-0.11062297621110595,4.342529399645422,4.4999663601491395,0.15743696050371714
test,A,12,complete24,level_ge_7m,mixed_profile_candidate,primary_unaged,140,140,0,58,58,0,0.9872099973780499,0.9872099973780499,0.0,-0.25996032534961655,-0.25996032534961655,0.0,3.5767917490583976,3.5767917490583976,0.0,4.4999663601491395,4.4999663601491395,0.0
test,A,12,complete24,level_ge_7m,profile_A_control,matching_profile,140,140,0,63,58,-5,0.9429685554604508,0.9872099973780499,0.044241441917599156,-0.22487388815030493,-0.25996032534961655,-0.03508643719931162,3.5272691340366933,3.5767917490583976,0.0495226150217043,4.254528362117192,4.4999663601491395,0.24543799803194766
test,A,12,complete24,level_ge_7m,profile_B_control,cross_profile,140,140,0,55,58,3,0.9902661232156409,0.9872099973780499,-0.0030561258375909617,-0.2531550146281007,-0.25996032534961655,-0.006805310721515856,3.6163693268360593,3.5767917490583976,-0.03957757777766169,4.342529399645422,4.4999663601491395,0.15743696050371714
test,A,12,missing24,all,mixed_profile_candidate,primary_unaged,596,578,18,358,358,0,0.6296206501915361,0.6296206501915361,0.0,-0.08312958013558329,-0.08312958013558329,0.0,3.9458231510492694,3.9458231510492694,0.0,7.792800339521805,7.792800339521805,0.0
test,A,12,missing24,all,profile_A_control,matching_profile,596,578,18,372,358,-14,0.6071608802259097,0.6296206501915361,0.022459769965626375,-0.08454028186035906,-0.08312958013558329,0.0014107017247757675,3.9525312296162642,3.9458231510492694,-0.006708078566994846,7.575214133637115,7.792800339521805,0.21758620588469046
test,A,12,missing24,all,profile_B_control,cross_profile,596,578,18,365,358,-7,0.6159786150783049,0.6296206501915361,0.013642035113231255,-0.07640264468312781,-0.08312958013558329,-0.006726935452455479,3.8505569557330372,3.9458231510492694,0.09526619531623215,7.103354101008396,7.792800339521805,0.6894462385134092
test,A,12,missing24,level_ge_7m,mixed_profile_candidate,primary_unaged,97,96,1,17,17,0,1.8266401784408508,1.8266401784408508,0.0,-0.6044836021195535,-0.6044836021195535,0.0,6.8094934624401695,6.8094934624401695,0.0,7.792800339521805,7.792800339521805,0.0
test,A,12,missing24,level_ge_7m,profile_A_control,matching_profile,97,96,1,28,17,-11,1.6902485727756673,1.8266401784408508,0.1363916056651835,-0.5108153988170464,-0.6044836021195535,-0.09366820330250714,6.605215592350956,6.8094934624401695,0.2042778700892134,7.575214133637115,7.792800339521805,0.21758620588469046
test,A,12,missing24,level_ge_7m,profile_B_control,cross_profile,97,96,1,20,17,-3,1.7515476327403723,1.8266401784408508,0.07509254570047852,-0.5815777857911923,-0.6044836021195535,-0.022905816328361195,6.782253750923857,6.8094934624401695,0.027239711516312326,7.103354101008396,7.792800339521805,0.6894462385134092
test,B,1,full_schedule,all,mixed_profile_candidate,primary_unaged,1944,1940,4,1931,1931,0,0.04625830552081716,0.045670340217707835,-0.0005879653031093252,0.0003422854988490662,0.0007231222073861439,0.00038083670853707776,0.27337731966194434,0.2531478037808517,-0.02022951588109262,1.5158225447286915,1.509439167769579,-0.006383376959112397
test,B,1,full_schedule,all,profile_A_control,cross_profile,1944,1940,4,1926,1931,5,0.0612392983949039,0.045670340217707835,-0.015568958177196064,0.0006371541241201297,0.0007231222073861439,8.596808326601427e-05,0.3202647935661106,0.2531478037808517,-0.06711698978525887,1.6777759874458438,1.509439167769579,-0.16833681967626468
test,B,1,full_schedule,all,profile_B_control,matching_profile,1944,1940,4,1933,1931,-2,0.04267803063082794,0.045670340217707835,0.0029923095868798974,0.0021777027386564248,0.0007231222073861439,-0.0014545805312702808,0.24964141785794444,0.2531478037808517,0.003506385922907279,1.5100564871323074,1.509439167769579,-0.0006173193627283524
test,B,1,full_schedule,level_ge_7m,mixed_profile_candidate,primary_unaged,237,236,1,230,230,0,0.10507021941064681,0.10291922617124807,-0.0021509932393987408,0.010036394179556188,0.009281127807444639,-0.0007552663721115491,0.5233773333642308,0.5254394534461838,0.002062120081953056,1.5158225447286915,1.509439167769579,-0.006383376959112397
test,B,1,full_schedule,level_ge_7m,profile_A_control,cross_profile,237,236,1,229,230,1,0.129801848879548,0.10291922617124807,-0.026882622708299914,0.008980389578706111,0.009281127807444639,0.00030073822873852817,0.5548121991466474,0.5254394534461838,-0.029372745700463554,1.6777759874458438,1.509439167769579,-0.16833681967626468
test,B,1,full_schedule,level_ge_7m,profile_B_control,matching_profile,237,236,1,230,230,0,0.09411275751023761,0.10291922617124807,0.008806468661010466,0.004014372093227672,0.009281127807444639,0.005266755714216967,0.5229502746297681,0.5254394534461838,0.002489178816415749,1.5100564871323074,1.509439167769579,-0.0006173193627283524
test,B,1,complete24,all,mixed_profile_candidate,primary_unaged,1358,1358,0,1358,1358,0,0.0361726279230176,0.035821550629254593,-0.0003510772937630052,0.00033820941128089596,0.0007080430414859511,0.0003698336302050551,0.18972107815109385,0.18944238083299406,-0.0002786973180997909,0.4472290883706531,0.43296624365551484,-0.014262844715138279
test,B,1,complete24,all,profile_A_control,cross_profile,1358,1358,0,1356,1358,2,0.05121316878309634,0.035821550629254593,-0.015391618153841748,0.0018326350712341783,0.0007080430414859511,-0.001124592029748227,0.2599113315712652,0.18944238083299406,-0.07046895073827117,0.6299336474801578,0.43296624365551484,-0.19696740382464295
test,B,1,complete24,all,profile_B_control,matching_profile,1358,1358,0,1358,1358,0,0.03359493311083279,0.035821550629254593,0.0022266175184218057,0.002480862126151545,0.0007080430414859511,-0.0017728190846655937,0.1716862151870479,0.18944238083299406,0.017756165645946148,0.43102047192342297,0.43296624365551484,0.0019457717320918722
test,B,1,complete24,level_ge_7m,mixed_profile_candidate,primary_unaged,144,144,0,144,144,0,0.06936102386076833,0.0682350820600171,-0.0011259418007512206,0.01639433561424658,0.01569431577336805,-0.0007000198408785296,0.29696858714750674,0.30127753252054534,0.0043089453730386085,0.38534968972735584,0.38783960678412654,0.0024899170567707074
test,B,1,complete24,level_ge_7m,profile_A_control,cross_profile,144,144,0,143,144,1,0.09300621142668804,0.0682350820600171,-0.024771129366670933,0.016958990131064357,0.01569431577336805,-0.001264674357696307,0.36485412991015725,0.30127753252054534,-0.06357659738961191,0.5171646392557445,0.38783960678412654,-0.12932503247161797
test,B,1,complete24,level_ge_7m,profile_B_control,matching_profile,144,144,0,144,144,0,0.06165237903144732,0.0682350820600171,0.006582703028569788,0.011600196301439972,0.01569431577336805,0.0040941194719280784,0.2700641834110781,0.30127753252054534,0.03121334910946727,0.3721873250538206,0.38783960678412654,0.015652281730305972
test,B,1,missing24,all,mixed_profile_candidate,primary_unaged,586,582,4,573,573,0,0.06979155324901613,0.06865084925743206,-0.0011407039915840717,0.0003517963698414649,0.0007583069278199277,0.0004065105579784628,0.41384743094002646,0.3917710463023192,-0.02207638463770728,1.5158225447286915,1.509439167769579,-0.006383376959112397
test,B,1,missing24,all,profile_A_control,cross_profile,586,582,4,570,573,3,0.08463360082245487,0.06865084925743206,-0.01598275156502281,-0.002152301419145981,0.0007583069278199277,0.0029106083469659086,0.49928508660555543,0.3917710463023192,-0.10751404030323625,1.6777759874458438,1.509439167769579,-0.16833681967626468
test,B,1,missing24,all,profile_B_control,matching_profile,586,582,4,575,573,-2,0.06387192484414993,0.06865084925743206,0.004778924413282135,0.0014703308345011437,0.0007583069278199277,-0.000712023906681216,0.3704684494826659,0.3917710463023192,0.021302596819653297,1.5100564871323074,1.509439167769579,-0.0006173193627283524
test,B,1,missing24,level_ge_7m,mixed_profile_candidate,primary_unaged,93,92,1,86,86,0,0.16096287331480444,0.1572074517366531,-0.003755421578151341,8.483367308426861e-05,-0.0007569055305224386,-0.0008417392036067072,1.2830914721435875,1.2807919558004826,-0.0022995163431049903,1.5158225447286915,1.509439167769579,-0.006383376959112397
test,B,1,missing24,level_ge_7m,profile_A_control,cross_profile,93,92,1,86,86,0,0.187395020544894,0.1572074517366531,-0.03018756880824089,-0.0035078547641154917,-0.0007569055305224386,0.0027509492335930532,1.442790048812501,1.2807919558004826,-0.1619980930120184,1.6777759874458438,1.509439167769579,-0.16833681967626468
test,B,1,missing24,level_ge_7m,profile_B_control,matching_profile,93,92,1,86,86,0,0.14492030643356155,0.1572074517366531,0.012287145303091551,-0.007859091884843756,-0.0007569055305224386,0.007102186354321317,1.2716713084859137,1.2807919558004826,0.009120647314568853,1.5100564871323074,1.509439167769579,-0.0006173193627283524
test,B,2,full_schedule,all,mixed_profile_candidate,primary_unaged,1943,1937,6,1915,1916,1,0.06880451771616918,0.06919958316699042,0.00039506545082124145,-0.00020736402629014639,-0.000958773729803805,-0.0007514097035136585,0.36827658054622836,0.35389877274910847,-0.01437780779711989,2.7234645501539516,2.7083593159632713,-0.015105234190680328
test,B,2,full_schedule,all,profile_A_control,cross_profile,1943,1937,6,1904,1916,12,0.09531958679654569,0.06919958316699042,-0.026120003629555272,-0.005048707494347637,-0.000958773729803805,0.004089933764543832,0.4541189253952075,0.35389877274910847,-0.10022015264609901,2.810986906354252,2.7083593159632713,-0.10262759039098057
test,B,2,full_schedule,all,profile_B_control,matching_profile,1943,1937,6,1910,1916,6,0.07247205676196612,0.06919958316699042,-0.0032724735949757056,0.005139266455735674,-0.000958773729803805,-0.006098040185539479,0.41993884107977697,0.35389877274910847,-0.0660400683306685,2.721435573404227,2.7083593159632713,-0.01307625744095553
test,B,2,full_schedule,level_ge_7m,mixed_profile_candidate,primary_unaged,237,236,1,222,223,1,0.1790052843921942,0.18173802933881328,0.00273274494661907,-0.019706656978491513,-0.024835525275110588,-0.005128868296619075,0.8426301403368414,0.8205037922412245,-0.022126348095616866,2.7234645501539516,2.7083593159632713,-0.015105234190680328
test,B,2,full_schedule,level_ge_7m,profile_A_control,cross_profile,237,236,1,217,223,6,0.21480059948147956,0.18173802933881328,-0.03306257014266628,-0.008983421027702169,-0.024835525275110588,-0.01585210424740842,0.919527780626167,0.8205037922412245,-0.09902398838494253,2.810986906354252,2.7083593159632713,-0.10262759039098057
test,B,2,full_schedule,level_ge_7m,profile_B_control,matching_profile,237,236,1,218,223,5,0.17055488609880845,0.18173802933881328,0.011183143240004828,-0.0191893327275018,-0.024835525275110588,-0.0056461925476087894,0.8077743970649769,0.8205037922412245,0.012729395176247604,2.721435573404227,2.7083593159632713,-0.01307625744095553
test,B,2,complete24,all,mixed_profile_candidate,primary_unaged,1356,1356,0,1351,1351,0,0.0518572176956991,0.05298153415044858,0.0011243164547494813,0.0022589093743951034,0.001036339063311353,-0.0012225703110837504,0.2882326208030121,0.2860939496267134,-0.0021386711762986788,0.6878876480613103,0.670561557287197,-0.01732609077411329
test,B,2,complete24,all,profile_A_control,cross_profile,1356,1356,0,1346,1351,5,0.07610883950759444,0.05298153415044858,-0.023127305357145855,-0.003314784140437197,0.001036339063311353,0.004351123203748549,0.36527141245614275,0.2860939496267134,-0.07917746282942933,1.0384293209123614,0.670561557287197,-0.3678677636251644
test,B,2,complete24,all,profile_B_control,matching_profile,1356,1356,0,1347,1351,4,0.05751768781935252,0.05298153415044858,-0.00453615366890394,0.007204889355570323,0.001036339063311353,-0.006168550292258971,0.3157662569449016,0.2860939496267134,-0.029672307318188207,0.6073664048306107,0.670561557287197,0.06319515245658636
test,B,2,complete24,level_ge_7m,mixed_profile_candidate,primary_unaged,143,143,0,141,141,0,0.11733475541507546,0.12327398402323565,0.005939228608160194,0.00046254786035705096,-0.008087842706674004,-0.008550390567031054,0.4899634818780202,0.4685939820895567,-0.021369499788463475,0.6030540628258692,0.5796848788098554,-0.023369184016013733
test,B,2,complete24,level_ge_7m,profile_A_control,cross_profile,143,143,0,136,141,5,0.1586260170275619,0.12327398402323565,-0.03535203300432625,0.007988299208438061,-0.008087842706674004,-0.016076141915112065,0.6048561027781357,0.4685939820895567,-0.136262120688579,0.7910301703938014,0.5796848788098554,-0.211345291583946
test,B,2,complete24,level_ge_7m,profile_B_control,matching_profile,143,143,0,137,141,4,0.10997840272878678,0.12327398402323565,0.013295581294448869,0.005970308427408924,-0.008087842706674004,-0.014058151134082927,0.5272863480268776,0.4685939820895567,-0.058692365937320856,0.5986192974859961,0.5796848788098554,-0.018934418676140652
test,B,2,missing24,all,mixed_profile_candidate,primary_unaged,587,581,6,564,565,1,0.1083579408276277,0.10705100221420336,-0.0013069386134243466,-0.005963416920144189,-0.005615181556764486,0.00034823536337970275,0.5951505962467264,0.5765943486381535,-0.018556247608572884,2.7234645501539516,2.7083593159632713,-0.015105234190680328
test,B,2,missing24,all,profile_A_control,cross_profile,587,581,6,558,565,7,0.14015568546060406,0.10705100221420336,-0.0331046832464007,-0.00909552344598715,-0.005615181556764486,0.003480341889222663,0.6888943037186903,0.5765943486381535,-0.1122999550805368,2.810986906354252,2.7083593159632713,-0.10262759039098057
test,B,2,missing24,all,profile_B_control,matching_profile,587,581,6,563,565,2,0.10737416396710218,0.10705100221420336,-0.000323161752898829,0.00031829459312675414,-0.005615181556764486,-0.005933476149891241,0.5990255578231832,0.5765943486381535,-0.02243120918502972,2.721435573404227,2.7083593159632713,-0.01307625744095553
test,B,2,missing24,level_ge_7m,mixed_profile_candidate,primary_unaged,94,93,1,81,82,1,0.273832011744108,0.27163435708212086,-0.002197654661987125,-0.05071952033285006,-0.05058733825668512,0.000132182076164937,1.9360185870198217,1.9237424566588535,-0.012276130360968196,2.7234645501539516,2.7083593159632713,-0.015105234190680328
test,B,2,missing24,level_ge_7m,profile_A_control,cross_profile,94,93,1,81,82,1,0.30117657035148204,0.27163435708212086,-0.029542213269361184,-0.0350797220359608,-0.05058733825668512,-0.015507616220724323,2.1987896896524095,1.9237424566588535,-0.27504723299355605,2.810986906354252,2.7083593159632713,-0.10262759039098057
test,B,2,missing24,level_ge_7m,profile_B_control,matching_profile,94,93,1,81,82,1,0.26369937128066967,0.27163435708212086,0.007934985801451189,-0.05787566267537527,-0.05058733825668512,0.007288324418690151,1.90979446484979,1.9237424566588535,0.013947991809063476,2.721435573404227,2.7083593159632713,-0.01307625744095553
test,B,3,full_schedule,all,mixed_profile_candidate,primary_unaged,1942,1934,8,1881,1881,0,0.0984848429997664,0.09598106709348372,-0.0025037759062826737,-0.003772031601252758,-0.0041024266280540855,-0.00033039502680132747,0.6101716806159269,0.5916501444703123,-0.01852153614561458,3.9207443853420045,4.063721363170185,0.1429769778281802
test,B,3,full_schedule,all,profile_A_control,cross_profile,1942,1934,8,1861,1881,20,0.13013330695579825,0.09598106709348372,-0.034152239862314526,-0.013566971992384907,-0.0041024266280540855,0.009464545364330822,0.675463999144584,0.5916501444703123,-0.08381385467427171,4.2302978392165045,4.063721363170185,-0.16657647604631975
test,B,3,full_schedule,all,profile_B_control,matching_profile,1942,1934,8,1893,1881,-12,0.0969247468811543,0.09598106709348372,-0.0009436797876705705,-0.0034100375937177654,-0.0041024266280540855,-0.0006923890343363201,0.5161138939587346,0.5916501444703123,0.07553625051157764,3.971469992707828,4.063721363170185,0.09225137046235687
test,B,3,full_schedule,level_ge_7m,mixed_profile_candidate,primary_unaged,237,236,1,203,201,-2,0.2894468775030307,0.29141466931184906,0.001967791808818342,-0.046742500472371676,-0.05167174220270565,-0.004929241730333975,1.7546285429062127,1.809861816993912,0.05523327408769929,3.9207443853420045,4.063721363170185,0.1429769778281802
test,B,3,full_schedule,level_ge_7m,profile_A_control,cross_profile,237,236,1,199,201,2,0.32784134425318173,0.29141466931184906,-0.03642667494133267,-0.05323476507377885,-0.05167174220270565,0.001563022871073197,2.0931916832590893,1.809861816993912,-0.2833298662651773,4.2302978392165045,4.063721363170185,-0.16657647604631975
test,B,3,full_schedule,level_ge_7m,profile_B_control,matching_profile,237,236,1,207,201,-6,0.27295513304405666,0.29141466931184906,0.018459536267792398,-0.04922700369166788,-0.05167174220270565,-0.0024447385110377695,1.7568926468423012,1.809861816993912,0.052969170151610845,3.971469992707828,4.063721363170185,0.09225137046235687
test,B,3,complete24,all,mixed_profile_candidate,primary_unaged,1354,1354,0,1338,1336,-2,0.07361267300814238,0.07129186672634295,-0.0023208062817994257,-0.0008263331103920579,0.0011276435538321986,0.0019539766642242564,0.3865254629380441,0.38548099573751216,-0.0010444672005319178,1.0621080344028382,0.9922268184467509,-0.06988121595608732
test,B,3,complete24,all,profile_A_control,cross_profile,1354,1354,0,1326,1336,10,0.10285419628617437,0.07129186672634295,-0.03156232955983142,-0.005968271046737939,0.0011276435538321986,0.007095914600570137,0.5000629407912963,0.38548099573751216,-0.11458194505378416,1.4455090991822397,0.9922268184467509,-0.4532822807354888
test,B,3,complete24,all,profile_B_control,matching_profile,1354,1354,0,1342,1336,-6,0.07401877748174898,0.07129186672634295,-0.0027269107554060285,0.0033884048476838084,0.0011276435538321986,-0.0022607612938516097,0.396068311202682,0.38548099573751216,-0.010587315465169833,1.061524811586363,0.9922268184467509,-0.06929799313961205
test,B,3,complete24,level_ge_7m,mixed_profile_candidate,primary_unaged,142,142,0,131,129,-2,0.18950059389639756,0.1879635766712454,-0.0015370172251521486,-0.007693816899410723,-0.003640888871522224,0.0040529280278885,0.7979204513587048,0.7400348834654477,-0.05788556789325716,1.0621080344028382,0.9922268184467509,-0.06988121595608732
test,B,3,complete24,level_ge_7m,profile_A_control,cross_profile,142,142,0,129,129,0,0.21736015735374814,0.1879635766712454,-0.029396580682502726,-0.0019908174942183743,-0.003640888871522224,-0.0016500713773038495,0.8561928927326709,0.7400348834654477,-0.1161580092672232,1.1641344170961272,0.9922268184467509,-0.17190759864937633
test,B,3,complete24,level_ge_7m,profile_B_control,matching_profile,142,142,0,133,129,-4,0.1737762909795778,0.1879635766712454,0.014187285691667606,-0.0014989473415668913,-0.003640888871522224,-0.0021419415299553327,0.7072547041299097,0.7400348834654477,0.03278017933553801,1.061524811586363,0.9922268184467509,-0.06929799313961205
test,B,3,missing24,all,mixed_profile_candidate,primary_unaged,588,580,8,543,545,2,0.15654849501469556,0.1536175796747054,-0.0029309153399901533,-0.01064871394026205,-0.016311935294043785,-0.005663221353781736,0.8453706083597147,0.8710085875805291,0.025637979220814455,3.9207443853420045,4.063721363170185,0.1429769778281802
test,B,3,missing24,all,profile_A_control,cross_profile,588,580,8,535,545,10,0.19381592048454088,0.1536175796747054,-0.040198340809835476,-0.031306008337912486,-0.016311935294043785,0.0149940730438687,0.988869799072151,0.8710085875805291,-0.11786121149162188,4.2302978392165045,4.063721363170185,-0.16657647604631975
test,B,3,missing24,all,profile_B_control,matching_profile,588,580,8,551,545,-6,0.1503983375135591,0.1536175796747054,0.003219242161146302,-0.019280884258644885,-0.016311935294043785,0.0029689489646010994,0.7579743118200236,0.8710085875805291,0.11303427576050551,3.971469992707828,4.063721363170185,0.09225137046235687
test,B,3,missing24,level_ge_7m,mixed_profile_candidate,primary_unaged,95,94,1,72,72,0,0.44042956124922134,0.4476918518114843,0.007262290562262963,-0.10573093735918504,-0.1242289887242806,-0.018498051365095566,3.2566869270908074,3.3765247688271396,0.11983784173633216,3.9207443853420045,4.063721363170185,0.1429769778281802
test,B,3,missing24,level_ge_7m,profile_A_control,cross_profile,95,94,1,70,72,2,0.494738456377858,0.4476918518114843,-0.04704660456637372,-0.13064583482162556,-0.1242289887242806,0.006416846097344955,3.5754704081731044,3.3765247688271396,-0.19894563934596476,4.2302978392165045,4.063721363170185,-0.16657647604631975
test,B,3,missing24,level_ge_7m,profile_B_control,matching_profile,95,94,1,74,72,-2,0.42277849020529085,0.4476918518114843,0.02491336160619345,-0.12132683349713959,-0.1242289887242806,-0.002902155227141018,3.3174137155365853,3.3765247688271396,0.05911105329055433,3.971469992707828,4.063721363170185,0.09225137046235687
test,B,4,full_schedule,all,mixed_profile_candidate,primary_unaged,1941,1932,9,1865,1865,0,0.12911540247463166,0.12634741185221374,-0.0027679906224179207,-0.00989578669681218,-0.009608069124624707,0.0002877175721874726,0.7120782381390784,0.723736544446535,0.011658306307456567,5.078591233547437,5.195142724313737,0.11655149076629989
test,B,4,full_schedule,all,profile_A_control,cross_profile,1941,1932,9,1857,1865,8,0.14974466992013163,0.12634741185221374,-0.023397258067917898,-0.011065855251814484,-0.009608069124624707,0.001457786127189777,0.7435701015124543,0.723736544446535,-0.01983355706591927,4.954681229406976,5.195142724313737,0.24046149490676072
