source,last_time,delay_minutes,value
86060010,2026-09-21T08:00:00-03:00,900.0,13.8
86099000,2026-09-21T22:00:00-03:00,60.0,6.01
86102000,2026-09-21T10:00:00-03:00,780.0,7.51
86117000,2026-09-21T22:00:00-03:00,60.0,2.25
86125000,2026-09-21T11:59:00-03:00,661.0,0.8412999999999999
86125050,2026-09-21T22:00:00-03:00,60.0,1.47
86160000,2026-09-21T21:45:00-03:00,75.0,4.72
86163000,2026-09-21T22:00:00-03:00,60.0,1.22
86200900,2026-09-21T12:00:00-03:00,660.0,667.03
86280500,2026-09-21T22:00:00-03:00,60.0,4.725
86298000,2026-09-21T19:00:00-03:00,240.0,12.71
86403000,2026-09-21T22:00:00-03:00,60.0,8.35
86410800,2026-09-21T22:00:00-03:00,60.0,0.0
86447000,2026-09-21T22:00:00-03:00,60.0,4.95
86448000,2026-09-21T19:00:00-03:00,240.0,153.55
86450000,2026-09-21T20:15:00-03:00,165.0,19.89
86471000,2026-09-21T22:30:00-03:00,30.0,3.71
86472000,2026-09-21T22:30:00-03:00,30.0,19.38
86472600,2026-09-21T22:45:00-03:00,15.0,15.9
86479000,2026-09-21T22:00:00-03:00,60.0,0.22
86488000,2026-09-21T22:00:00-03:00,60.0,2.43
86493000,2026-09-21T22:00:00-03:00,60.0,371.83
86495500,2026-09-21T22:00:00-03:00,60.0,330.43
86500000,2026-09-21T22:30:00-03:00,30.0,4.494
86504900,2026-09-21T22:00:00-03:00,60.0,5.91
86505500,2026-09-21T22:00:00-03:00,60.0,1.15
86510000,2026-09-21T22:30:00-03:00,30.0,16.75
julho,2026-09-21T22:00:00-03:00,60.0,10943.07
monte,2026-09-21T22:00:00-03:00,60.0,11649.76
castro,2026-09-21T22:00:00-03:00,60.0,8161.13
