phase,profile,horizon_h,subset,family,reference,observed_targets,pairs,failures,old_hits,new_hits,delta_hits,old_mae_m,new_mae_m,old_max_m,new_max_m
test,B,10,level_ge_7m,linear_trend_only,mixed_profile_candidate,237,236,1,89,52,-37,1.1134412628023913,1.3875086884379562,6.73028988534079,9.456436477197409
test,B,10,level_ge_7m,linear_trend_only,profile_B_control,237,236,1,90,52,-38,1.1444952382355695,1.3875086884379562,6.4336778764475095,9.456436477197409
test,B,10,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,237,236,1,89,102,13,1.1134412628023913,0.9499714746320653,6.73028988534079,7.927698095025839
test,B,10,level_ge_7m,linear_trend_hybrid,profile_B_control,237,236,1,90,102,12,1.1444952382355695,0.9499714746320653,6.4336778764475095,7.927698095025839
test,B,11,all,linear_trend_only,mixed_profile_candidate,1934,1918,16,1358,867,-491,0.47240799035110187,0.7229296679659076,7.161586727890171,10.123460173844592
test,B,11,all,linear_trend_only,profile_B_control,1934,1918,16,1350,867,-483,0.47596519867577963,0.7229296679659076,6.640039800767847,10.123460173844592
test,B,11,all,linear_trend_hybrid,mixed_profile_candidate,1934,1918,16,1358,1327,-31,0.47240799035110187,0.4583411538834334,7.161586727890171,8.01325009898605
test,B,11,all,linear_trend_hybrid,profile_B_control,1934,1918,16,1350,1327,-23,0.47596519867577963,0.4583411538834334,6.640039800767847,8.01325009898605
test,B,11,level_ge_7m,linear_trend_only,mixed_profile_candidate,237,236,1,79,43,-36,1.2707682625140837,1.620098537033261,7.161586727890171,10.123460173844592
test,B,11,level_ge_7m,linear_trend_only,profile_B_control,237,236,1,82,43,-39,1.2579884028317074,1.620098537033261,6.640039800767847,10.123460173844592
test,B,11,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,237,236,1,79,91,12,1.2707682625140837,1.0640137551298747,7.161586727890171,8.01325009898605
test,B,11,level_ge_7m,linear_trend_hybrid,profile_B_control,237,236,1,82,91,9,1.2579884028317074,1.0640137551298747,6.640039800767847,8.01325009898605
test,B,12,all,linear_trend_only,mixed_profile_candidate,1933,1916,17,1317,776,-541,0.49961490285963206,0.8075043004644988,7.606918439530505,10.74996054767082
test,B,12,all,linear_trend_only,profile_B_control,1933,1916,17,1326,776,-550,0.49684970437980597,0.8075043004644988,6.959959168263467,10.74996054767082
test,B,12,all,linear_trend_hybrid,mixed_profile_candidate,1933,1916,17,1317,1282,-35,0.49961490285963206,0.4883316126861196,7.606918439530505,8.91388792045878
test,B,12,all,linear_trend_hybrid,profile_B_control,1933,1916,17,1326,1282,-44,0.49684970437980597,0.4883316126861196,6.959959168263467,8.91388792045878
test,B,12,level_ge_7m,linear_trend_only,mixed_profile_candidate,237,236,1,75,44,-31,1.384911641785263,1.8640420350115114,7.606918439530505,10.74996054767082
test,B,12,level_ge_7m,linear_trend_only,profile_B_control,237,236,1,77,44,-33,1.3522807747230332,1.8640420350115114,6.959959168263467,10.74996054767082
test,B,12,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,237,236,1,75,94,19,1.384911641785263,1.1675209380663438,7.606918439530505,8.91388792045878
test,B,12,level_ge_7m,linear_trend_hybrid,profile_B_control,237,236,1,77,94,17,1.3522807747230332,1.1675209380663438,6.959959168263467,8.91388792045878
validation,A,1,all,linear_trend_only,mixed_profile_candidate,6517,6479,38,6479,6477,-2,0.021606830119421078,0.034440322302781594,0.4674960533101764,0.6186133753932415
validation,A,1,all,linear_trend_only,profile_A_control,6517,6479,38,6478,6477,-1,0.018855942070563906,0.034440322302781594,0.534506660393788,0.6186133753932415
validation,A,1,all,linear_trend_hybrid,mixed_profile_candidate,6517,6479,38,6479,6479,0,0.021606830119421078,0.021080416082200855,0.4674960533101764,0.48720438531448873
validation,A,1,all,linear_trend_hybrid,profile_A_control,6517,6479,38,6478,6479,1,0.018855942070563906,0.021080416082200855,0.534506660393788,0.48720438531448873
validation,A,1,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,28,28,0,0.054957800373323,0.05578527912303536,0.1945792356276197,0.2540631243505711
validation,A,1,level_ge_7m,linear_trend_only,profile_A_control,28,28,0,28,28,0,0.07493645979101636,0.05578527912303536,0.34802134846687416,0.2540631243505711
validation,A,1,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,28,28,0,0.054957800373323,0.038886396720103314,0.1945792356276197,0.17278505471303163
validation,A,1,level_ge_7m,linear_trend_hybrid,profile_A_control,28,28,0,28,28,0,0.07493645979101636,0.038886396720103314,0.34802134846687416,0.17278505471303163
validation,A,2,all,linear_trend_only,mixed_profile_candidate,6516,6477,39,6464,6438,-26,0.035065751551275746,0.06883681381658462,0.785102284292053,0.8879441174836755
validation,A,2,all,linear_trend_only,profile_A_control,6516,6477,39,6465,6438,-27,0.029287944206221363,0.06883681381658462,0.9411562625519316,0.8879441174836755
validation,A,2,all,linear_trend_hybrid,mixed_profile_candidate,6516,6477,39,6464,6469,5,0.035065751551275746,0.03514935710049196,0.785102284292053,0.727399068916986
validation,A,2,all,linear_trend_hybrid,profile_A_control,6516,6477,39,6465,6469,4,0.029287944206221363,0.03514935710049196,0.9411562625519316,0.727399068916986
validation,A,2,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,28,26,-2,0.08590108691375604,0.12405025679253066,0.27715664018348996,0.5272990907481283
validation,A,2,level_ge_7m,linear_trend_only,profile_A_control,28,28,0,27,26,-1,0.12841387834886395,0.12405025679253066,0.5606239922930918,0.5272990907481283
validation,A,2,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,28,28,0,0.08590108691375604,0.0895434175850032,0.27715664018348996,0.4177251139433915
validation,A,2,level_ge_7m,linear_trend_hybrid,profile_A_control,28,28,0,27,28,1,0.12841387834886395,0.0895434175850032,0.5606239922930918,0.4177251139433915
validation,A,3,all,linear_trend_only,mixed_profile_candidate,6515,6476,39,6443,6385,-58,0.054678652726520297,0.1014842461977136,1.314016201925865,0.9841176890956489
validation,A,3,all,linear_trend_only,profile_A_control,6515,6476,39,6455,6385,-70,0.042127949230368625,0.1014842461977136,1.0656813535760117,0.9841176890956489
validation,A,3,all,linear_trend_hybrid,mixed_profile_candidate,6515,6476,39,6443,6450,7,0.054678652726520297,0.053632449103663035,1.314016201925865,1.1734223283500445
validation,A,3,all,linear_trend_hybrid,profile_A_control,6515,6476,39,6455,6450,-5,0.042127949230368625,0.053632449103663035,1.0656813535760117,1.1734223283500445
validation,A,3,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,27,25,-2,0.1588675016157101,0.221998673607053,0.5173751411729839,0.911521859403214
validation,A,3,level_ge_7m,linear_trend_only,profile_A_control,28,28,0,25,25,0,0.21358110024044344,0.221998673607053,0.758133917521528,0.911521859403214
validation,A,3,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,27,25,-2,0.1588675016157101,0.16122106943633993,0.5173751411729839,0.7611550547900077
validation,A,3,level_ge_7m,linear_trend_hybrid,profile_A_control,28,28,0,25,25,0,0.21358110024044344,0.16122106943633993,0.758133917521528,0.7611550547900077
validation,A,4,all,linear_trend_only,mixed_profile_candidate,6514,6474,40,6424,6314,-110,0.07356618964141907,0.13051936916238627,1.3871564896024218,1.2393348044428034
validation,A,4,all,linear_trend_only,profile_A_control,6514,6474,40,6435,6314,-121,0.05415787569378713,0.13051936916238627,1.2459259347996063,1.2393348044428034
validation,A,4,all,linear_trend_hybrid,mixed_profile_candidate,6514,6474,40,6424,6432,8,0.07356618964141907,0.06802569863171816,1.3871564896024218,1.0766292176997574
validation,A,4,all,linear_trend_hybrid,profile_A_control,6514,6474,40,6435,6432,-3,0.05415787569378713,0.06802569863171816,1.2459259347996063,1.0766292176997574
validation,A,4,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,24,21,-3,0.21140614165183821,0.36293579533403,0.6336270952243961,1.2393348044428034
validation,A,4,level_ge_7m,linear_trend_only,profile_A_control,28,28,0,24,21,-3,0.22223341858847898,0.36293579533403,0.9110348907321271,1.2393348044428034
validation,A,4,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,24,23,-1,0.21140614165183821,0.2655456999457949,0.6336270952243961,1.0725712408778456
validation,A,4,level_ge_7m,linear_trend_hybrid,profile_A_control,28,28,0,24,23,-1,0.22223341858847898,0.2655456999457949,0.9110348907321271,1.0725712408778456
validation,A,5,all,linear_trend_only,mixed_profile_candidate,6513,6473,40,6400,6185,-215,0.08619815160469473,0.15907943946159353,1.2078675340898029,1.6353727258602948
validation,A,5,all,linear_trend_only,profile_A_control,6513,6473,40,6408,6185,-223,0.07382290962315642,0.15907943946159353,1.2832983020879674,1.6353727258602948
validation,A,5,all,linear_trend_hybrid,mixed_profile_candidate,6513,6473,40,6400,6418,18,0.08619815160469473,0.08198372646533728,1.2078675340898029,1.2737541376068133
validation,A,5,all,linear_trend_hybrid,profile_A_control,6513,6473,40,6408,6418,10,0.07382290962315642,0.08198372646533728,1.2832983020879674,1.2737541376068133
validation,A,5,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,25,17,-8,0.22161063312586352,0.5010088553936646,0.8599240535251695,1.6353727258602948
validation,A,5,level_ge_7m,linear_trend_only,profile_A_control,28,28,0,23,17,-6,0.24039699695818695,0.5010088553936646,0.9357204278360243,1.6353727258602948
validation,A,5,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,25,22,-3,0.22161063312586352,0.324300259959117,0.8599240535251695,1.2737541376068133
validation,A,5,level_ge_7m,linear_trend_hybrid,profile_A_control,28,28,0,23,22,-1,0.24039699695818695,0.324300259959117,0.9357204278360243,1.2737541376068133
validation,A,6,all,linear_trend_only,mixed_profile_candidate,6512,6472,40,6331,6059,-272,0.1059601342016064,0.18332257487737313,1.2812557452434752,1.9565507905092403
validation,A,6,all,linear_trend_only,profile_A_control,6512,6472,40,6357,6059,-298,0.09710250343054351,0.18332257487737313,1.2844995277971742,1.9565507905092403
validation,A,6,all,linear_trend_hybrid,mixed_profile_candidate,6512,6472,40,6331,6369,38,0.1059601342016064,0.0972621026673236,1.2812557452434752,1.6749750906543728
validation,A,6,all,linear_trend_hybrid,profile_A_control,6512,6472,40,6357,6369,12,0.09710250343054351,0.0972621026673236,1.2844995277971742,1.6749750906543728
validation,A,6,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,24,14,-10,0.2403142960680538,0.6341524853553117,0.7705091529020649,1.9565507905092403
validation,A,6,level_ge_7m,linear_trend_only,profile_A_control,28,28,0,21,14,-7,0.30323250631948584,0.6341524853553117,0.9249813045187132,1.9565507905092403
validation,A,6,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,24,22,-2,0.2403142960680538,0.4292468556326936,0.7705091529020649,1.6749750906543728
validation,A,6,level_ge_7m,linear_trend_hybrid,profile_A_control,28,28,0,21,22,1,0.30323250631948584,0.4292468556326936,0.9249813045187132,1.6749750906543728
validation,A,7,all,linear_trend_only,mixed_profile_candidate,6511,6471,40,6250,5863,-387,0.13020496362201628,0.21045633910300945,1.8044747709711235,2.393083205493663
validation,A,7,all,linear_trend_only,profile_A_control,6511,6471,40,6272,5863,-409,0.12115563032174978,0.21045633910300945,1.6514050101793973,2.393083205493663
validation,A,7,all,linear_trend_hybrid,mixed_profile_candidate,6511,6471,40,6250,6302,52,0.13020496362201628,0.11763986239337447,1.8044747709711235,1.7005833716543055
validation,A,7,all,linear_trend_hybrid,profile_A_control,6511,6471,40,6272,6302,30,0.12115563032174978,0.11763986239337447,1.6514050101793973,1.7005833716543055
validation,A,7,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,19,11,-8,0.45718821207882687,0.7551353599296778,1.5849620194144736,2.30059526760488
validation,A,7,level_ge_7m,linear_trend_only,profile_A_control,28,28,0,17,11,-6,0.4298046592900204,0.7551353599296778,1.4077095977636054,2.30059526760488
validation,A,7,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,19,18,-1,0.45718821207882687,0.4643232296190189,1.5849620194144736,1.7005833716543055
validation,A,7,level_ge_7m,linear_trend_hybrid,profile_A_control,28,28,0,17,18,1,0.4298046592900204,0.4643232296190189,1.4077095977636054,1.7005833716543055
validation,A,8,all,linear_trend_only,mixed_profile_candidate,6510,6470,40,6088,5647,-441,0.16775665835553683,0.23956700444677445,2.2692566778214416,3.0063036334339426
validation,A,8,all,linear_trend_only,profile_A_control,6510,6470,40,6110,5647,-463,0.15534078925143002,0.23956700444677445,2.147887426724058,3.0063036334339426
validation,A,8,all,linear_trend_hybrid,mixed_profile_candidate,6510,6470,40,6088,6172,84,0.16775665835553683,0.14580286241137436,2.2692566778214416,2.082456008679591
validation,A,8,all,linear_trend_hybrid,profile_A_control,6510,6470,40,6110,6172,62,0.15534078925143002,0.14580286241137436,2.147887426724058,2.082456008679591
validation,A,8,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,13,6,-7,0.5193555924203702,0.8931618792477032,1.1156177499107978,2.65618200183396
validation,A,8,level_ge_7m,linear_trend_only,profile_A_control,28,28,0,12,6,-6,0.5469261535023009,0.8931618792477032,1.3552119483988365,2.65618200183396
validation,A,8,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,13,15,2,0.5193555924203702,0.5371063031058749,1.1156177499107978,2.082456008679591
validation,A,8,level_ge_7m,linear_trend_hybrid,profile_A_control,28,28,0,12,15,3,0.5469261535023009,0.5371063031058749,1.3552119483988365,2.082456008679591
validation,A,9,all,linear_trend_only,mixed_profile_candidate,6509,6470,39,5939,5425,-514,0.1978943715682769,0.27319042121759163,2.456952607614937,3.373661658289843
validation,A,9,all,linear_trend_only,profile_A_control,6509,6470,39,5900,5425,-475,0.19071747153247393,0.27319042121759163,2.268506796335996,3.373661658289843
validation,A,9,all,linear_trend_hybrid,mixed_profile_candidate,6509,6470,39,5939,6041,102,0.1978943715682769,0.1788159237434939,2.456952607614937,2.114727263248504
validation,A,9,all,linear_trend_hybrid,profile_A_control,6509,6470,39,5900,6041,141,0.19071747153247393,0.1788159237434939,2.268506796335996,2.114727263248504
validation,A,9,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,12,7,-5,0.5907587663219435,0.9789502760204171,1.1415678429191942,2.9895158978691594
validation,A,9,level_ge_7m,linear_trend_only,profile_A_control,28,28,0,12,7,-5,0.6348607861039827,0.9789502760204171,1.2590347355946747,2.9895158978691594
validation,A,9,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,12,15,3,0.5907587663219435,0.5358698705530429,1.1415678429191942,2.114727263248504
validation,A,9,level_ge_7m,linear_trend_hybrid,profile_A_control,28,28,0,12,15,3,0.6348607861039827,0.5358698705530429,1.2590347355946747,2.114727263248504
validation,A,10,all,linear_trend_only,mixed_profile_candidate,6508,6468,40,5700,5198,-502,0.2529999405552968,0.3110646130890081,2.237723271721032,3.7645097738525437
validation,A,10,all,linear_trend_only,profile_A_control,6508,6468,40,5726,5198,-528,0.24975218693603007,0.3110646130890081,2.0658418737841915,3.7645097738525437
validation,A,10,all,linear_trend_hybrid,mixed_profile_candidate,6508,6468,40,5700,5748,48,0.2529999405552968,0.2358559671217952,2.237723271721032,2.056861942393615
validation,A,10,all,linear_trend_hybrid,profile_A_control,6508,6468,40,5726,5748,22,0.24975218693603007,0.2358559671217952,2.0658418737841915,2.056861942393615
validation,A,10,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,8,7,-1,0.6595975177623364,1.0363916614006647,1.2884964127197378,3.1325849182734515
validation,A,10,level_ge_7m,linear_trend_only,profile_A_control,28,28,0,10,7,-3,0.5830763903803929,1.0363916614006647,1.2359981820131534,3.1325849182734515
validation,A,10,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,8,15,7,0.6595975177623364,0.5594315707590292,1.2884964127197378,2.056861942393615
validation,A,10,level_ge_7m,linear_trend_hybrid,profile_A_control,28,28,0,10,15,5,0.5830763903803929,0.5594315707590292,1.2359981820131534,2.056861942393615
validation,A,11,all,linear_trend_only,mixed_profile_candidate,6507,6468,39,5473,4967,-506,0.28882714044632485,0.3463579238177736,2.5161778003176107,4.261299933170523
validation,A,11,all,linear_trend_only,profile_A_control,6507,6468,39,5447,4967,-480,0.2940922919144278,0.3463579238177736,2.1144976145257557,4.261299933170523
validation,A,11,all,linear_trend_hybrid,mixed_profile_candidate,6507,6468,39,5473,5599,126,0.28882714044632485,0.2577349191143769,2.5161778003176107,2.4355316191114316
validation,A,11,all,linear_trend_hybrid,profile_A_control,6507,6468,39,5447,5599,152,0.2940922919144278,0.2577349191143769,2.1144976145257557,2.4355316191114316
validation,A,11,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,10,7,-3,0.799526081495143,1.1012617904245625,1.7962699564444353,3.24733172440723
validation,A,11,level_ge_7m,linear_trend_only,profile_A_control,28,28,0,12,7,-5,0.6589836615908437,1.1012617904245625,1.504668573683551,3.24733172440723
validation,A,11,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,10,15,5,0.799526081495143,0.6121570436157212,1.7962699564444353,2.149168002913333
validation,A,11,level_ge_7m,linear_trend_hybrid,profile_A_control,28,28,0,12,15,3,0.6589836615908437,0.6121570436157212,1.504668573683551,2.149168002913333
validation,A,12,all,linear_trend_only,mixed_profile_candidate,6506,6466,40,5272,4733,-539,0.3140497804809289,0.3847521602084352,2.826852208974106,4.689917765555588
validation,A,12,all,linear_trend_only,profile_A_control,6506,6466,40,5318,4733,-585,0.31405070329276036,0.3847521602084352,2.8900663229209105,4.689917765555588
validation,A,12,all,linear_trend_hybrid,mixed_profile_candidate,6506,6466,40,5272,5441,169,0.3140497804809289,0.28164316806017115,2.826852208974106,2.247856476006792
validation,A,12,all,linear_trend_hybrid,profile_A_control,6506,6466,40,5318,5441,123,0.31405070329276036,0.28164316806017115,2.8900663229209105,2.247856476006792
validation,A,12,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,8,4,-4,0.8211702493864921,1.1475177121604925,1.5441790419072614,3.3388635434568723
validation,A,12,level_ge_7m,linear_trend_only,profile_A_control,28,28,0,8,4,-4,0.8483723136272935,1.1475177121604925,2.026203152954574,3.3388635434568723
validation,A,12,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,8,13,5,0.8211702493864921,0.652990926574135,1.5441790419072614,2.247856476006792
validation,A,12,level_ge_7m,linear_trend_hybrid,profile_A_control,28,28,0,8,13,5,0.8483723136272935,0.652990926574135,2.026203152954574,2.247856476006792
validation,B,1,all,linear_trend_only,mixed_profile_candidate,6517,6488,29,6486,6479,-7,0.024304167517363726,0.03551972468596547,0.6751386202226772,0.7432215926435868
validation,B,1,all,linear_trend_only,profile_B_control,6517,6488,29,6485,6479,-6,0.02269398096152259,0.03551972468596547,0.6604182002351888,0.7432215926435868
validation,B,1,all,linear_trend_hybrid,mixed_profile_candidate,6517,6488,29,6486,6486,0,0.024304167517363726,0.022683556731620928,0.6751386202226772,0.6527555229198552
validation,B,1,all,linear_trend_hybrid,profile_B_control,6517,6488,29,6485,6486,1,0.02269398096152259,0.022683556731620928,0.6604182002351888,0.6527555229198552
validation,B,1,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,28,28,0,0.10049258377658805,0.11401695290983091,0.3233328497722727,0.38031912911946186
validation,B,1,level_ge_7m,linear_trend_only,profile_B_control,28,28,0,28,28,0,0.08723246070700563,0.11401695290983091,0.2763001588280076,0.38031912911946186
validation,B,1,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,28,28,0,0.10049258377658805,0.09095015778625434,0.3233328497722727,0.3162232857210583
validation,B,1,level_ge_7m,linear_trend_hybrid,profile_B_control,28,28,0,28,28,0,0.08723246070700563,0.09095015778625434,0.2763001588280076,0.3162232857210583
validation,B,2,all,linear_trend_only,mixed_profile_candidate,6516,6487,29,6473,6456,-17,0.03670517948947578,0.06402718690401162,1.0021520968315372,1.0059022656017982
validation,B,2,all,linear_trend_only,profile_B_control,6516,6487,29,6475,6456,-19,0.035474564587545054,0.06402718690401162,0.915431615571995,1.0059022656017982
validation,B,2,all,linear_trend_hybrid,mixed_profile_candidate,6516,6487,29,6473,6476,3,0.03670517948947578,0.03608631398706498,1.0021520968315372,0.9252045259174739
validation,B,2,all,linear_trend_hybrid,profile_B_control,6516,6487,29,6475,6476,1,0.035474564587545054,0.03608631398706498,0.915431615571995,0.9252045259174739
validation,B,2,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,25,23,-2,0.17058836413056058,0.24188484520965137,0.6654902213279517,0.8237750376453299
validation,B,2,level_ge_7m,linear_trend_only,profile_B_control,28,28,0,27,23,-4,0.14050710758353616,0.24188484520965137,0.5038715751272758,0.8237750376453299
validation,B,2,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,25,24,-1,0.17058836413056058,0.1870239767544741,0.6654902213279517,0.7122458915097125
validation,B,2,level_ge_7m,linear_trend_hybrid,profile_B_control,28,28,0,27,24,-3,0.14050710758353616,0.1870239767544741,0.5038715751272758,0.7122458915097125
validation,B,3,all,linear_trend_only,mixed_profile_candidate,6515,6487,28,6433,6420,-13,0.05383864418686927,0.09397228579441234,1.408020403800724,1.1854933521685291
validation,B,3,all,linear_trend_only,profile_B_control,6515,6487,28,6463,6420,-43,0.049820112142526386,0.09397228579441234,1.1773227423019819,1.1854933521685291
validation,B,3,all,linear_trend_hybrid,mixed_profile_candidate,6515,6487,28,6433,6455,22,0.05383864418686927,0.05302066193200152,1.408020403800724,1.0849787912208422
validation,B,3,all,linear_trend_hybrid,profile_B_control,6515,6487,28,6463,6455,-8,0.049820112142526386,0.05302066193200152,1.1773227423019819,1.0849787912208422
validation,B,3,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,23,22,-1,0.27089180720741585,0.3545818886568905,1.1558051085951035,1.1516710856019596
validation,B,3,level_ge_7m,linear_trend_only,profile_B_control,28,28,0,25,22,-3,0.2189182435827352,0.3545818886568905,0.8606432989096868,1.1516710856019596
validation,B,3,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,23,22,-1,0.27089180720741585,0.26423750375264654,1.1558051085951035,1.066297633031561
validation,B,3,level_ge_7m,linear_trend_hybrid,profile_B_control,28,28,0,25,22,-3,0.2189182435827352,0.26423750375264654,0.8606432989096868,1.066297633031561
validation,B,4,all,linear_trend_only,mixed_profile_candidate,6514,6484,30,6424,6349,-75,0.07058492273375583,0.12201123323072453,1.4569632485693784,1.5828591612042757
validation,B,4,all,linear_trend_only,profile_B_control,6514,6484,30,6440,6349,-91,0.0668996538143383,0.12201123323072453,1.3381390558773205,1.5828591612042757
validation,B,4,all,linear_trend_hybrid,mixed_profile_candidate,6514,6484,30,6424,6441,17,0.07058492273375583,0.06450998226032054,1.4569632485693784,1.4508591701106397
validation,B,4,all,linear_trend_hybrid,profile_B_control,6514,6484,30,6440,6441,1,0.0668996538143383,0.06450998226032054,1.3381390558773205,1.4508591701106397
validation,B,4,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,23,20,-3,0.2855828888341062,0.4581847811195919,1.0752953783696508,1.5828591612042757
validation,B,4,level_ge_7m,linear_trend_only,profile_B_control,28,28,0,24,20,-4,0.2108473378682307,0.4581847811195919,0.9459258404198012,1.5828591612042757
validation,B,4,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,23,22,-1,0.2855828888341062,0.3487119798121743,1.0752953783696508,1.4508591701106397
validation,B,4,level_ge_7m,linear_trend_hybrid,profile_B_control,28,28,0,24,22,-2,0.2108473378682307,0.3487119798121743,0.9459258404198012,1.4508591701106397
validation,B,5,all,linear_trend_only,mixed_profile_candidate,6513,6483,30,6400,6207,-193,0.0825442124085056,0.15348850754665858,1.3662891017699481,1.853258448994513
validation,B,5,all,linear_trend_only,profile_B_control,6513,6483,30,6397,6207,-190,0.08327613012956056,0.15348850754665858,1.331690111386059,1.853258448994513
validation,B,5,all,linear_trend_hybrid,mixed_profile_candidate,6513,6483,30,6400,6418,18,0.0825442124085056,0.0784324920985274,1.3662891017699481,1.6035485389799782
validation,B,5,all,linear_trend_hybrid,profile_B_control,6513,6483,30,6397,6418,21,0.08327613012956056,0.0784324920985274,1.331690111386059,1.6035485389799782
validation,B,5,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,23,14,-9,0.27542112344877456,0.5692821423658619,1.060013319538986,1.853258448994513
validation,B,5,level_ge_7m,linear_trend_only,profile_B_control,28,28,0,22,14,-8,0.27534792982512496,0.5692821423658619,0.6619228134997979,1.853258448994513
validation,B,5,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,23,21,-2,0.27542112344877456,0.36727064587008357,1.060013319538986,1.5180592641056734
validation,B,5,level_ge_7m,linear_trend_hybrid,profile_B_control,28,28,0,22,21,-1,0.27534792982512496,0.36727064587008357,0.6619228134997979,1.5180592641056734
validation,B,6,all,linear_trend_only,mixed_profile_candidate,6512,6482,30,6333,6062,-271,0.10208987076245167,0.18272129132168513,1.475247979291903,1.9706018557620304
validation,B,6,all,linear_trend_only,profile_B_control,6512,6482,30,6335,6062,-273,0.100202271937591,0.18272129132168513,1.3836569377257621,1.9706018557620304
validation,B,6,all,linear_trend_hybrid,mixed_profile_candidate,6512,6482,30,6333,6357,24,0.10208987076245167,0.09874086998765902,1.475247979291903,1.7510636384524387
validation,B,6,all,linear_trend_hybrid,profile_B_control,6512,6482,30,6335,6357,22,0.100202271937591,0.09874086998765902,1.3836569377257621,1.7510636384524387
validation,B,6,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,23,13,-10,0.234415440827118,0.6613019662745706,0.8878534127507605,1.9706018557620304
validation,B,6,level_ge_7m,linear_trend_only,profile_B_control,28,28,0,24,13,-11,0.24801770801555317,0.6613019662745706,0.8497199323401672,1.9706018557620304
validation,B,6,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,23,20,-3,0.234415440827118,0.4653876756178284,0.8878534127507605,1.6787303862941378
validation,B,6,level_ge_7m,linear_trend_hybrid,profile_B_control,28,28,0,24,20,-4,0.24801770801555317,0.4653876756178284,0.8497199323401672,1.6787303862941378
validation,B,7,all,linear_trend_only,mixed_profile_candidate,6511,6481,30,6244,5859,-385,0.12888867120541123,0.2126735948535928,1.7269704230562064,2.496792119329574
validation,B,7,all,linear_trend_only,profile_B_control,6511,6481,30,6236,5859,-377,0.13330361598357807,0.2126735948535928,1.9469233922814213,2.496792119329574
validation,B,7,all,linear_trend_hybrid,mixed_profile_candidate,6511,6481,30,6244,6273,29,0.12888867120541123,0.12258557528365527,1.7269704230562064,2.041154727342411
validation,B,7,all,linear_trend_hybrid,profile_B_control,6511,6481,30,6236,6273,37,0.13330361598357807,0.12258557528365527,1.9469233922814213,2.041154727342411
validation,B,7,level_ge_7m,linear_trend_only,mixed_profile_candidate,28,28,0,18,7,-11,0.4560700649693484,0.7727201234930946,1.4090351708705535,2.0490562642479215
validation,B,7,level_ge_7m,linear_trend_only,profile_B_control,28,28,0,21,7,-14,0.4016508110801708,0.7727201234930946,1.5547784950117238,2.0490562642479215
validation,B,7,level_ge_7m,linear_trend_hybrid,mixed_profile_candidate,28,28,0,18,16,-2,0.4560700649693484,0.48789785171691485,1.4090351708705535,1.533638790229599
validation,B,7,level_ge_7m,linear_trend_hybrid,profile_B_control,28,28,0,21,16,-5,0.4016508110801708,0.48789785171691485,1.5547784950117238,1.533638790229599
validation,B,8,all,linear_trend_only,mixed_profile_candidate,6510,6480,30,6059,5662,-397,0.1704148861123432,0.24115409559625242,2.3646913665301716,3.112283193323174
