phase,profile,horizon_h,population,subset,family,scheduled_rows,missing_truth,observed_targets,pairs,failures,hits,paired_hit_fraction,observed_target_hit_fraction,mae_m,bias_m,p98_abs_m,max_abs_m
test,A,4,full_schedule,all,linear_trend_only,1964,23,1941,1931,10,1837,0.9513205592957017,0.9464193714580114,0.14724055062542987,0.010223231821873884,0.6599494309453907,2.9980843110809836
test,A,4,full_schedule,all,linear_trend_hybrid,1964,23,1941,1931,10,1857,0.9616778871051269,0.9567233384853169,0.12654645947675466,-0.0017033928531549243,0.6293607302922248,2.524798278141498
test,A,4,full_schedule,level_ge_7m,profile_A_control,1964,23,237,236,1,199,0.8432203389830508,0.8396624472573839,0.34447883082737046,-0.0846524882924419,2.1717562253460576,4.579107233006882
test,A,4,full_schedule,level_ge_7m,profile_B_control,1964,23,237,236,1,201,0.8516949152542372,0.8481012658227848,0.35548726889395527,-0.10532369205205049,2.333211396248645,4.745916441945315
test,A,4,full_schedule,level_ge_7m,mixed_profile_candidate,1964,23,237,236,1,199,0.8432203389830508,0.8396624472573839,0.36092812417098286,-0.10023364114723851,2.3151663431946967,4.7455033562984505
test,A,4,full_schedule,level_ge_7m,linear_trend_only,1964,23,237,236,1,202,0.8559322033898306,0.8523206751054853,0.3220706244528171,0.06099508286547754,1.5239809243076585,2.9980843110809836
test,A,4,full_schedule,level_ge_7m,linear_trend_hybrid,1964,23,237,236,1,200,0.847457627118644,0.8438818565400844,0.26300593381205245,-0.03173669396998269,1.2384803742231012,2.524798278141498
test,A,4,complete24,all,profile_A_control,1350,5,1345,1345,0,1327,0.9866171003717472,0.9866171003717472,0.08960267220847443,0.0048495547602637355,0.43281041448884344,1.0126687812034216
test,A,4,complete24,all,profile_B_control,1350,5,1345,1345,0,1319,0.9806691449814127,0.9806691449814127,0.1189519069614705,-0.00036699678096311207,0.4960147081108131,1.11492535080016
test,A,4,complete24,all,mixed_profile_candidate,1350,5,1345,1345,0,1319,0.9806691449814127,0.9806691449814127,0.10483660663078839,0.003973479744191185,0.4957601626034169,1.1275417261449672
test,A,4,complete24,all,linear_trend_only,1350,5,1345,1345,0,1306,0.971003717472119,0.971003717472119,0.1298298561096703,0.009877315688579942,0.5553114246629036,1.696861901508897
test,A,4,complete24,all,linear_trend_hybrid,1350,5,1345,1345,0,1299,0.9657992565055762,0.9657992565055762,0.12164098263832426,-0.005925196965696379,0.579868248013714,1.272853284057355
