station,origin,query,source_time,value_m,usable
86472000,2023-09-02T11:00:00-03:00,2023-09-02T10:30:00-03:00,2023-09-02T10:30:00-03:00,2.4,True
86472000,2023-09-02T12:00:00-03:00,2023-09-02T11:30:00-03:00,2023-09-02T11:30:00-03:00,2.43,True
86472000,2023-09-02T13:00:00-03:00,2023-09-02T12:30:00-03:00,2023-09-02T12:30:00-03:00,2.44,True
86472000,2023-09-02T14:00:00-03:00,2023-09-02T13:30:00-03:00,2023-09-02T13:30:00-03:00,2.45,True
86472000,2023-09-02T15:00:00-03:00,2023-09-02T14:30:00-03:00,2023-09-02T14:30:00-03:00,2.94,True
86472000,2023-09-02T16:00:00-03:00,2023-09-02T15:30:00-03:00,2023-09-02T15:30:00-03:00,3.33,True
86472000,2023-09-02T17:00:00-03:00,2023-09-02T16:30:00-03:00,2023-09-02T16:30:00-03:00,3.47,True
86472000,2023-09-02T18:00:00-03:00,2023-09-02T17:30:00-03:00,2023-09-02T17:30:00-03:00,3.5,True
86472000,2023-09-02T19:00:00-03:00,2023-09-02T18:30:00-03:00,2023-09-02T18:30:00-03:00,3.48,True
86472000,2023-09-02T20:00:00-03:00,2023-09-02T19:30:00-03:00,2023-09-02T19:30:00-03:00,3.46,True
86472000,2023-09-02T21:00:00-03:00,2023-09-02T20:30:00-03:00,2023-09-02T20:30:00-03:00,3.5,True
86472000,2023-09-02T22:00:00-03:00,2023-09-02T21:30:00-03:00,2023-09-02T21:30:00-03:00,3.55,True
86472000,2023-09-02T23:00:00-03:00,2023-09-02T22:30:00-03:00,2023-09-02T22:30:00-03:00,3.59,True
86472000,2023-09-03T00:00:00-03:00,2023-09-02T23:30:00-03:00,2023-09-02T23:30:00-03:00,3.64,True
86472000,2023-09-03T01:00:00-03:00,2023-09-03T00:30:00-03:00,2023-09-03T00:30:00-03:00,3.61,True
86472000,2023-09-03T02:00:00-03:00,2023-09-03T01:30:00-03:00,2023-09-03T01:30:00-03:00,3.44,True
86472000,2023-09-03T03:00:00-03:00,2023-09-03T02:30:00-03:00,2023-09-03T02:30:00-03:00,3.33,True
86472000,2023-09-03T04:00:00-03:00,2023-09-03T03:30:00-03:00,2023-09-03T03:30:00-03:00,3.29,True
86472000,2023-09-03T05:00:00-03:00,2023-09-03T04:30:00-03:00,2023-09-03T04:30:00-03:00,3.29,True
86472000,2023-09-03T06:00:00-03:00,2023-09-03T05:30:00-03:00,2023-09-03T05:30:00-03:00,3.31,True
86472000,2023-09-03T07:00:00-03:00,2023-09-03T06:30:00-03:00,2023-09-03T06:30:00-03:00,3.36,True
86472000,2023-09-03T08:00:00-03:00,2023-09-03T07:30:00-03:00,2023-09-03T07:30:00-03:00,3.43,True
86472000,2023-09-03T09:00:00-03:00,2023-09-03T08:30:00-03:00,2023-09-03T08:30:00-03:00,3.56,True
86472000,2023-09-03T10:00:00-03:00,2023-09-03T09:30:00-03:00,2023-09-03T09:30:00-03:00,3.69,True
86472000,2023-09-03T11:00:00-03:00,2023-09-03T10:30:00-03:00,2023-09-03T10:30:00-03:00,3.77,True
86472000,2023-09-03T12:00:00-03:00,2023-09-03T11:30:00-03:00,2023-09-03T11:30:00-03:00,3.87,True
86472000,2023-09-03T13:00:00-03:00,2023-09-03T12:30:00-03:00,2023-09-03T12:30:00-03:00,4.02,True
86472000,2023-09-03T14:00:00-03:00,2023-09-03T13:30:00-03:00,2023-09-03T13:30:00-03:00,4.16,True
86472000,2023-09-03T15:00:00-03:00,2023-09-03T14:30:00-03:00,2023-09-03T14:30:00-03:00,4.44,True
86472000,2023-09-03T16:00:00-03:00,2023-09-03T15:30:00-03:00,2023-09-03T15:30:00-03:00,4.79,True
86472000,2023-09-03T17:00:00-03:00,2023-09-03T16:30:00-03:00,2023-09-03T16:30:00-03:00,4.93,True
86472000,2023-09-03T18:00:00-03:00,2023-09-03T17:30:00-03:00,2023-09-03T17:30:00-03:00,4.99,True
86472000,2023-09-03T19:00:00-03:00,2023-09-03T18:30:00-03:00,2023-09-03T18:30:00-03:00,4.97,True
86472000,2023-09-03T20:00:00-03:00,2023-09-03T19:30:00-03:00,2023-09-03T19:30:00-03:00,5.01,True
86472000,2023-09-03T21:00:00-03:00,2023-09-03T20:30:00-03:00,2023-09-03T20:30:00-03:00,5.09,True
86472000,2023-09-03T22:00:00-03:00,2023-09-03T21:30:00-03:00,2023-09-03T21:30:00-03:00,5.08,True
86472000,2023-09-03T23:00:00-03:00,2023-09-03T22:30:00-03:00,2023-09-03T22:30:00-03:00,5.1,True
86472000,2023-09-04T00:00:00-03:00,2023-09-03T23:30:00-03:00,2023-09-03T23:30:00-03:00,5.12,True
86472000,2023-09-04T01:00:00-03:00,2023-09-04T00:30:00-03:00,2023-09-04T00:30:00-03:00,5.18,True
86472000,2023-09-04T02:00:00-03:00,2023-09-04T01:30:00-03:00,2023-09-04T01:30:00-03:00,5.3,True
86472000,2023-09-04T03:00:00-03:00,2023-09-04T02:30:00-03:00,2023-09-04T02:30:00-03:00,5.51,True
86472000,2023-09-04T04:00:00-03:00,2023-09-04T03:30:00-03:00,2023-09-04T03:30:00-03:00,5.76,True
86472000,2023-09-04T05:00:00-03:00,2023-09-04T04:30:00-03:00,2023-09-04T04:30:00-03:00,6.08,True
86472000,2023-09-04T06:00:00-03:00,2023-09-04T05:30:00-03:00,2023-09-04T05:30:00-03:00,6.44,True
86472000,2023-09-04T07:00:00-03:00,2023-09-04T06:30:00-03:00,2023-09-04T06:30:00-03:00,6.77,True
86472000,2023-09-04T08:00:00-03:00,2023-09-04T07:30:00-03:00,2023-09-04T07:30:00-03:00,7.1,True
86472000,2023-09-04T09:00:00-03:00,2023-09-04T08:30:00-03:00,2023-09-04T08:30:00-03:00,7.63,True
86472000,2023-09-04T10:00:00-03:00,2023-09-04T09:30:00-03:00,2023-09-04T09:30:00-03:00,8.6,True
86472000,2023-09-04T11:00:00-03:00,2023-09-04T10:30:00-03:00,2023-09-04T10:30:00-03:00,10.71,True
86472000,2023-09-04T12:00:00-03:00,2023-09-04T11:30:00-03:00,2023-09-04T11:30:00-03:00,13.53,True
86472000,2023-09-04T13:00:00-03:00,2023-09-04T12:30:00-03:00,2023-09-04T12:30:00-03:00,15.75,True
86472000,2023-09-04T14:00:00-03:00,2023-09-04T13:30:00-03:00,2023-09-04T13:30:00-03:00,18.46,True
86472000,2023-09-04T15:00:00-03:00,2023-09-04T14:30:00-03:00,2023-09-04T14:30:00-03:00,21.09,True
86472000,2023-09-04T16:00:00-03:00,2023-09-04T15:30:00-03:00,2023-09-04T15:30:00-03:00,22.77,True
86472000,2023-09-04T17:00:00-03:00,2023-09-04T16:30:00-03:00,2023-09-04T16:30:00-03:00,23.97,True
86472000,2023-09-04T18:00:00-03:00,2023-09-04T17:30:00-03:00,2023-09-04T17:30:00-03:00,25.05,True
86472000,2023-09-04T19:00:00-03:00,2023-09-04T18:30:00-03:00,2023-09-04T18:30:00-03:00,26.01,True
86472000,2023-09-04T20:00:00-03:00,2023-09-04T19:30:00-03:00,2023-09-04T19:30:00-03:00,26.85,True
86472000,2023-09-04T21:00:00-03:00,2023-09-04T20:30:00-03:00,2023-09-04T20:30:00-03:00,27.34,True
86472000,2023-09-04T22:00:00-03:00,2023-09-04T21:30:00-03:00,2023-09-04T21:30:00-03:00,27.47,True
86472000,2023-09-04T23:00:00-03:00,2023-09-04T22:30:00-03:00,2023-09-04T22:30:00-03:00,27.73,True
86472000,2023-09-05T00:00:00-03:00,2023-09-04T23:30:00-03:00,2023-09-04T23:30:00-03:00,27.29,True
86472000,2023-09-05T01:00:00-03:00,2023-09-05T00:30:00-03:00,2023-09-05T00:30:00-03:00,27.24,True
86472000,2023-09-05T02:00:00-03:00,2023-09-05T01:30:00-03:00,2023-09-05T01:30:00-03:00,26.81,True
86472000,2023-09-05T03:00:00-03:00,2023-09-05T02:30:00-03:00,2023-09-05T02:30:00-03:00,25.98,True
86472000,2023-09-05T04:00:00-03:00,2023-09-05T03:30:00-03:00,2023-09-05T03:30:00-03:00,25.64,True
86472000,2023-09-05T05:00:00-03:00,2023-09-05T04:30:00-03:00,2023-09-05T04:30:00-03:00,25.07,True
86472000,2023-09-05T06:00:00-03:00,2023-09-05T05:30:00-03:00,2023-09-05T05:30:00-03:00,24.54,True
86472000,2023-09-05T07:00:00-03:00,2023-09-05T06:30:00-03:00,2023-09-05T06:30:00-03:00,23.99,True
86472000,2023-09-05T08:00:00-03:00,2023-09-05T07:30:00-03:00,2023-09-05T07:30:00-03:00,23.54,True
86472000,2023-09-05T09:00:00-03:00,2023-09-05T08:30:00-03:00,2023-09-05T08:30:00-03:00,22.94,True
86472000,2023-09-05T10:00:00-03:00,2023-09-05T09:30:00-03:00,2023-09-05T09:30:00-03:00,22.42,True
86472000,2023-09-05T11:00:00-03:00,2023-09-05T10:30:00-03:00,2023-09-05T10:30:00-03:00,21.76,True
86472000,2023-09-05T12:00:00-03:00,2023-09-05T11:30:00-03:00,2023-09-05T11:30:00-03:00,21.18,True
86472000,2023-09-05T13:00:00-03:00,2023-09-05T12:30:00-03:00,2023-09-05T12:30:00-03:00,20.54,True
86472000,2023-09-05T14:00:00-03:00,2023-09-05T13:30:00-03:00,2023-09-05T13:30:00-03:00,19.75,True
86472000,2023-09-05T15:00:00-03:00,2023-09-05T14:30:00-03:00,2023-09-05T14:30:00-03:00,19.17,True
86472000,2023-09-05T16:00:00-03:00,2023-09-05T15:30:00-03:00,2023-09-05T15:30:00-03:00,18.71,True
86472000,2023-09-05T17:00:00-03:00,2023-09-05T16:30:00-03:00,2023-09-05T16:30:00-03:00,18.12,True
86472000,2023-09-05T18:00:00-03:00,2023-09-05T17:30:00-03:00,2023-09-05T17:30:00-03:00,17.52,True
86472000,2023-09-05T19:00:00-03:00,2023-09-05T18:30:00-03:00,2023-09-05T18:30:00-03:00,17.03,True
86472000,2023-09-05T20:00:00-03:00,2023-09-05T19:30:00-03:00,2023-09-05T19:30:00-03:00,16.48,True
86472000,2023-09-05T21:00:00-03:00,2023-09-05T20:30:00-03:00,2023-09-05T20:30:00-03:00,15.98,True
86472000,2023-09-05T22:00:00-03:00,2023-09-05T21:30:00-03:00,2023-09-05T21:30:00-03:00,15.7,True
86472000,2023-09-05T23:00:00-03:00,2023-09-05T22:30:00-03:00,2023-09-05T22:30:00-03:00,14.68,True
86472000,2023-09-06T00:00:00-03:00,2023-09-05T23:30:00-03:00,2023-09-05T23:30:00-03:00,14.17,True
86472000,2023-09-06T01:00:00-03:00,2023-09-06T00:30:00-03:00,2023-09-06T00:30:00-03:00,13.9,True
86472000,2023-09-06T02:00:00-03:00,2023-09-06T01:30:00-03:00,2023-09-06T01:30:00-03:00,13.69,True
86472000,2023-09-06T03:00:00-03:00,2023-09-06T02:30:00-03:00,2023-09-06T02:30:00-03:00,13.57,True
86472000,2023-09-06T04:00:00-03:00,2023-09-06T03:30:00-03:00,2023-09-06T03:30:00-03:00,13.13,True
86472000,2023-09-06T05:00:00-03:00,2023-09-06T04:30:00-03:00,2023-09-06T04:30:00-03:00,12.68,True
86472000,2023-09-06T06:00:00-03:00,2023-09-06T05:30:00-03:00,2023-09-06T05:30:00-03:00,12.1,True
86472000,2023-09-06T07:00:00-03:00,2023-09-06T06:30:00-03:00,2023-09-06T06:30:00-03:00,11.78,True
86472000,2023-09-06T08:00:00-03:00,2023-09-06T07:30:00-03:00,2023-09-06T07:30:00-03:00,11.62,True
86472000,2023-09-06T09:00:00-03:00,2023-09-06T08:30:00-03:00,2023-09-06T08:30:00-03:00,11.47,True
86472000,2023-09-06T10:00:00-03:00,2023-09-06T09:30:00-03:00,2023-09-06T09:30:00-03:00,11.49,True
86472000,2023-09-06T11:00:00-03:00,2023-09-06T10:30:00-03:00,2023-09-06T10:30:00-03:00,11.2,True
86472000,2023-09-06T12:00:00-03:00,2023-09-06T11:30:00-03:00,2023-09-06T11:30:00-03:00,10.91,True
86472000,2023-09-06T13:00:00-03:00,2023-09-06T12:30:00-03:00,2023-09-06T12:30:00-03:00,10.53,True
86472000,2023-09-06T14:00:00-03:00,2023-09-06T13:30:00-03:00,2023-09-06T13:30:00-03:00,10.27,True
86472000,2023-09-06T15:00:00-03:00,2023-09-06T14:30:00-03:00,2023-09-06T14:30:00-03:00,10.1,True
86472000,2023-09-06T16:00:00-03:00,2023-09-06T15:30:00-03:00,2023-09-06T15:30:00-03:00,9.66,True
86472000,2023-09-06T17:00:00-03:00,2023-09-06T16:30:00-03:00,2023-09-06T16:30:00-03:00,9.13,True
86472000,2023-09-06T18:00:00-03:00,2023-09-06T17:30:00-03:00,2023-09-06T17:30:00-03:00,9.0,True
86472000,2023-09-06T19:00:00-03:00,2023-09-06T18:30:00-03:00,2023-09-06T18:30:00-03:00,8.91,True
86472000,2023-09-06T20:00:00-03:00,2023-09-06T19:30:00-03:00,2023-09-06T19:30:00-03:00,8.95,True
86472000,2023-09-06T21:00:00-03:00,2023-09-06T20:30:00-03:00,2023-09-06T20:30:00-03:00,8.91,True
86472000,2023-09-06T22:00:00-03:00,2023-09-06T21:30:00-03:00,2023-09-06T21:30:00-03:00,8.85,True
86472000,2023-09-06T23:00:00-03:00,2023-09-06T22:30:00-03:00,2023-09-06T22:30:00-03:00,8.78,True
86472000,2023-09-07T00:00:00-03:00,2023-09-06T23:30:00-03:00,2023-09-06T23:30:00-03:00,8.72,True
86472000,2023-09-07T01:00:00-03:00,2023-09-07T00:30:00-03:00,2023-09-07T00:30:00-03:00,8.59,True
86472000,2023-09-07T02:00:00-03:00,2023-09-07T01:30:00-03:00,2023-09-07T01:30:00-03:00,8.45,True
86472000,2023-09-07T03:00:00-03:00,2023-09-07T02:30:00-03:00,2023-09-07T02:30:00-03:00,8.36,True
86472000,2023-09-07T04:00:00-03:00,2023-09-07T03:30:00-03:00,2023-09-07T03:30:00-03:00,8.27,True
86472000,2023-09-07T05:00:00-03:00,2023-09-07T04:30:00-03:00,2023-09-07T04:30:00-03:00,8.15,True
86472000,2023-09-07T06:00:00-03:00,2023-09-07T05:30:00-03:00,2023-09-07T05:30:00-03:00,8.05,True
86472000,2023-09-07T07:00:00-03:00,2023-09-07T06:30:00-03:00,2023-09-07T06:30:00-03:00,7.94,True
86472000,2023-09-07T08:00:00-03:00,2023-09-07T07:30:00-03:00,2023-09-07T07:30:00-03:00,7.78,True
86472000,2023-09-07T09:00:00-03:00,2023-09-07T08:30:00-03:00,2023-09-07T08:30:00-03:00,7.64,True
86472000,2023-09-07T10:00:00-03:00,2023-09-07T09:30:00-03:00,2023-09-07T09:30:00-03:00,7.58,True
86472000,2023-09-07T11:00:00-03:00,2023-09-07T10:30:00-03:00,2023-09-07T10:30:00-03:00,7.53,True
86472000,2023-09-07T12:00:00-03:00,2023-09-07T11:30:00-03:00,2023-09-07T11:30:00-03:00,7.46,True
86472000,2023-09-07T13:00:00-03:00,2023-09-07T12:30:00-03:00,2023-09-07T12:30:00-03:00,7.41,True
86472000,2023-09-07T14:00:00-03:00,2023-09-07T13:30:00-03:00,2023-09-07T13:30:00-03:00,7.33,True
86472000,2023-09-07T15:00:00-03:00,2023-09-07T14:30:00-03:00,2023-09-07T14:30:00-03:00,7.28,True
86472000,2023-09-07T16:00:00-03:00,2023-09-07T15:30:00-03:00,2023-09-07T15:30:00-03:00,7.18,True
86472000,2023-09-07T17:00:00-03:00,2023-09-07T16:30:00-03:00,2023-09-07T16:30:00-03:00,7.15,True
86472000,2023-09-07T18:00:00-03:00,2023-09-07T17:30:00-03:00,2023-09-07T17:30:00-03:00,7.06,True
86472000,2023-09-07T19:00:00-03:00,2023-09-07T18:30:00-03:00,2023-09-07T18:30:00-03:00,7.03,True
86472000,2023-09-07T20:00:00-03:00,2023-09-07T19:30:00-03:00,2023-09-07T19:30:00-03:00,6.96,True
86472000,2023-09-07T21:00:00-03:00,2023-09-07T20:30:00-03:00,2023-09-07T20:30:00-03:00,6.9,True
86472000,2023-09-07T22:00:00-03:00,2023-09-07T21:30:00-03:00,2023-09-07T21:30:00-03:00,6.84,True
86472000,2023-09-07T23:00:00-03:00,2023-09-07T22:30:00-03:00,2023-09-07T22:30:00-03:00,6.8,True
86472000,2023-09-08T00:00:00-03:00,2023-09-07T23:30:00-03:00,2023-09-07T23:30:00-03:00,6.75,True
86472000,2023-09-08T01:00:00-03:00,2023-09-08T00:30:00-03:00,2023-09-08T00:30:00-03:00,6.69,True
86472000,2023-09-08T02:00:00-03:00,2023-09-08T01:30:00-03:00,2023-09-08T01:30:00-03:00,6.66,True
86472000,2023-09-08T03:00:00-03:00,2023-09-08T02:30:00-03:00,2023-09-08T02:30:00-03:00,6.63,True
86472000,2023-09-08T04:00:00-03:00,2023-09-08T03:30:00-03:00,2023-09-08T03:30:00-03:00,6.6,True
86472000,2023-09-08T05:00:00-03:00,2023-09-08T04:30:00-03:00,2023-09-08T04:30:00-03:00,6.57,True
86472000,2023-09-08T06:00:00-03:00,2023-09-08T05:30:00-03:00,2023-09-08T05:30:00-03:00,6.58,True
86472000,2023-09-08T07:00:00-03:00,2023-09-08T06:30:00-03:00,2023-09-08T06:30:00-03:00,6.67,True
86472000,2023-09-08T08:00:00-03:00,2023-09-08T07:30:00-03:00,2023-09-08T07:30:00-03:00,6.76,True
86472000,2023-09-08T09:00:00-03:00,2023-09-08T08:30:00-03:00,2023-09-08T08:30:00-03:00,6.86,True
86472000,2023-09-08T10:00:00-03:00,2023-09-08T09:30:00-03:00,2023-09-08T09:30:00-03:00,7.05,True
86472000,2023-09-08T11:00:00-03:00,2023-09-08T10:30:00-03:00,2023-09-08T10:30:00-03:00,7.23,True
86472000,2023-09-08T12:00:00-03:00,2023-09-08T11:30:00-03:00,2023-09-08T11:30:00-03:00,7.42,True
86472000,2023-09-08T13:00:00-03:00,2023-09-08T12:30:00-03:00,2023-09-08T12:30:00-03:00,7.63,True
86472000,2023-09-08T14:00:00-03:00,2023-09-08T13:30:00-03:00,2023-09-08T13:30:00-03:00,7.82,True
86472000,2023-09-08T15:00:00-03:00,2023-09-08T14:30:00-03:00,2023-09-08T14:30:00-03:00,7.92,True
86472000,2023-09-08T16:00:00-03:00,2023-09-08T15:30:00-03:00,2023-09-08T15:30:00-03:00,8.0,True
86472000,2023-09-08T17:00:00-03:00,2023-09-08T16:30:00-03:00,2023-09-08T16:30:00-03:00,8.1,True
86472000,2023-09-08T18:00:00-03:00,2023-09-08T17:30:00-03:00,2023-09-08T17:30:00-03:00,8.21,True
86472000,2023-09-08T19:00:00-03:00,2023-09-08T18:30:00-03:00,2023-09-08T18:30:00-03:00,8.32,True
86472000,2023-09-08T20:00:00-03:00,2023-09-08T19:30:00-03:00,2023-09-08T19:30:00-03:00,8.37,True
86472000,2023-09-08T21:00:00-03:00,2023-09-08T20:30:00-03:00,2023-09-08T20:30:00-03:00,8.41,True
86472000,2023-09-08T22:00:00-03:00,2023-09-08T21:30:00-03:00,2023-09-08T21:30:00-03:00,8.45,True
86472000,2023-09-08T23:00:00-03:00,2023-09-08T22:30:00-03:00,2023-09-08T22:30:00-03:00,8.43,True
86472000,2023-09-09T00:00:00-03:00,2023-09-08T23:30:00-03:00,2023-09-08T23:30:00-03:00,8.41,True
86472000,2023-09-09T01:00:00-03:00,2023-09-09T00:30:00-03:00,2023-09-09T00:30:00-03:00,8.36,True
86472000,2023-09-09T02:00:00-03:00,2023-09-09T01:30:00-03:00,2023-09-09T01:30:00-03:00,8.31,True
86472000,2023-09-09T03:00:00-03:00,2023-09-09T02:30:00-03:00,2023-09-09T02:30:00-03:00,8.23,True
86472000,2023-09-09T04:00:00-03:00,2023-09-09T03:30:00-03:00,2023-09-09T03:30:00-03:00,8.16,True
86472000,2023-09-09T05:00:00-03:00,2023-09-09T04:30:00-03:00,2023-09-09T04:30:00-03:00,8.1,True
86472000,2023-09-09T06:00:00-03:00,2023-09-09T05:30:00-03:00,2023-09-09T05:30:00-03:00,8.04,True
86472000,2023-09-09T07:00:00-03:00,2023-09-09T06:30:00-03:00,2023-09-09T06:30:00-03:00,7.97,True
86472000,2023-09-09T08:00:00-03:00,2023-09-09T07:30:00-03:00,2023-09-09T07:30:00-03:00,7.9,True
86472000,2023-09-09T09:00:00-03:00,2023-09-09T08:30:00-03:00,2023-09-09T08:30:00-03:00,7.83,True
86472000,2023-09-09T10:00:00-03:00,2023-09-09T09:30:00-03:00,2023-09-09T09:30:00-03:00,7.81,True
86472000,2023-09-09T11:00:00-03:00,2023-09-09T10:30:00-03:00,2023-09-09T10:30:00-03:00,7.74,True
86472000,2023-09-09T12:00:00-03:00,2023-09-09T11:30:00-03:00,2023-09-09T11:30:00-03:00,7.73,True
86472000,2023-09-09T13:00:00-03:00,2023-09-09T12:30:00-03:00,2023-09-09T12:30:00-03:00,7.71,True
86472000,2023-09-09T14:00:00-03:00,2023-09-09T13:30:00-03:00,2023-09-09T13:30:00-03:00,7.69,True
86472000,2023-09-09T15:00:00-03:00,2023-09-09T14:30:00-03:00,2023-09-09T14:30:00-03:00,7.68,True
86472000,2023-09-09T16:00:00-03:00,2023-09-09T15:30:00-03:00,2023-09-09T15:30:00-03:00,7.67,True
86472000,2023-09-09T17:00:00-03:00,2023-09-09T16:30:00-03:00,2023-09-09T16:30:00-03:00,7.65,True
86472000,2023-09-09T18:00:00-03:00,2023-09-09T17:30:00-03:00,2023-09-09T17:30:00-03:00,7.64,True
86472000,2023-09-09T19:00:00-03:00,2023-09-09T18:30:00-03:00,2023-09-09T18:30:00-03:00,7.64,True
86472000,2023-09-09T20:00:00-03:00,2023-09-09T19:30:00-03:00,2023-09-09T19:30:00-03:00,7.59,True
86472000,2023-09-09T21:00:00-03:00,2023-09-09T20:30:00-03:00,2023-09-09T20:30:00-03:00,7.58,True
86472000,2023-09-09T22:00:00-03:00,2023-09-09T21:30:00-03:00,2023-09-09T21:30:00-03:00,7.55,True
86472000,2023-09-09T23:00:00-03:00,2023-09-09T22:30:00-03:00,2023-09-09T22:30:00-03:00,7.53,True
86472000,2023-09-10T00:00:00-03:00,2023-09-09T23:30:00-03:00,2023-09-09T23:30:00-03:00,7.5,True
86472000,2023-09-10T01:00:00-03:00,2023-09-10T00:30:00-03:00,2023-09-10T00:30:00-03:00,7.47,True
86472000,2023-09-10T02:00:00-03:00,2023-09-10T01:30:00-03:00,2023-09-10T01:30:00-03:00,7.44,True
86472000,2023-09-10T03:00:00-03:00,2023-09-10T02:30:00-03:00,2023-09-10T02:30:00-03:00,7.43,True
86472000,2023-09-10T04:00:00-03:00,2023-09-10T03:30:00-03:00,2023-09-10T03:30:00-03:00,7.42,True
86472000,2023-09-10T05:00:00-03:00,2023-09-10T04:30:00-03:00,2023-09-10T04:30:00-03:00,7.36,True
86472000,2023-09-10T06:00:00-03:00,2023-09-10T05:30:00-03:00,2023-09-10T05:30:00-03:00,7.31,True
86472000,2023-09-10T07:00:00-03:00,2023-09-10T06:30:00-03:00,2023-09-10T06:30:00-03:00,7.27,True
86472000,2023-09-10T08:00:00-03:00,2023-09-10T07:30:00-03:00,2023-09-10T07:30:00-03:00,6.94,True
86472000,2023-09-10T09:00:00-03:00,2023-09-10T08:30:00-03:00,2023-09-10T08:30:00-03:00,6.58,True
86472000,2023-09-10T10:00:00-03:00,2023-09-10T09:30:00-03:00,2023-09-10T09:30:00-03:00,6.45,True
86472000,2023-09-10T11:00:00-03:00,2023-09-10T10:30:00-03:00,2023-09-10T10:30:00-03:00,6.36,True
