pet_mm_day,weather,correction_tau_h,lead_h,time,forecast_m,flow_m3_s,incremental_flow_m3_s,routed_upstream_flow_m3_s,rain_mm,soil_fraction,flow_correction_m3_s
3.0,gfs,12.0,9,2026-09-22T02:00:00-03:00,22.94102081286283,12491.53570198589,1423.3588108280424,11062.297327379256,0.0,0.9098836081011873,5.879563778591605
3.0,gfs,12.0,10,2026-09-22T03:00:00-03:00,23.701413829695262,13180.282474877009,1310.2059174207432,11864.667097641317,0.0,0.8973456290357077,5.409459814950085
3.0,gfs,12.0,11,2026-09-22T04:00:00-03:00,24.329061147213146,13759.167663945,1199.9737132136174,12554.217007442476,0.0,0.884980420330796,4.9769432889065985
3.0,gfs,12.0,12,2026-09-22T05:00:00-03:00,24.889296298527718,14283.716350290633,1094.2956148970393,13184.841726518709,0.0,0.8727856012520981,4.579008874885411
3.0,ecmwf,2.0,1,2026-09-21T18:00:00-03:00,14.137459100302435,5590.478965740363,2039.3356715749626,3544.340619247052,3.3,0.986407539415907,6.802674918347838
3.0,ecmwf,2.0,2,2026-09-21T19:00:00-03:00,15.32373642485485,6397.928521850333,2046.2269544651342,4347.575536479162,2.6,0.986407539415907,4.126030906036099
3.0,ecmwf,2.0,3,2026-09-21T20:00:00-03:00,16.535690685073142,7264.310356947194,2027.086588872486,5234.7212038272755,2.6,0.986407539415907,2.50256424743279
3.0,ecmwf,2.0,4,2026-09-21T21:00:00-03:00,17.707303776469132,8140.457611530925,1987.9601426354673,6150.979586951488,2.6,0.986407539415907,1.51788194396866
3.0,ecmwf,2.0,5,2026-09-21T22:00:00-03:00,18.898789057591998,9069.272821284889,1929.4197358547585,7138.932443493289,0.0,0.9728150788318141,0.9206419368412057
3.0,ecmwf,2.0,6,2026-09-21T23:00:00-03:00,20.056569046287898,10007.374470905093,1853.8869788406153,8152.929094503166,0.0,0.9594099191120672,0.5583975613114132
3.0,ecmwf,2.0,7,2026-09-22T00:00:00-03:00,21.204411176162395,10971.17559431101,1764.7497170831364,9206.08719198663,0.0,0.9461894792954366,0.33868524124413707
3.0,ecmwf,2.0,8,2026-09-22T01:00:00-03:00,22.25196063150819,11879.442964239783,1665.661095431271,10213.576445825705,0.0,0.9331512139857226,0.20542298280673885
3.0,ecmwf,2.0,9,2026-09-22T02:00:00-03:00,23.086871009971297,12622.568185701317,1560.1462629847797,11062.297327379256,0.0,0.9202926128616781,0.12459533728190826
3.0,ecmwf,2.0,10,2026-09-22T03:00:00-03:00,23.849608883822675,13316.122382865635,1451.3797143321983,11864.667097641317,0.0,0.9076112001936835,0.07557089211871389
3.0,ecmwf,2.0,11,2026-09-22T04:00:00-03:00,24.476327304068334,13896.339913386351,1342.077069880824,12554.217007442476,0.0,0.8951045343670828,0.04583606305183579
3.0,ecmwf,2.0,12,2026-09-22T05:00:00-03:00,25.032875235692146,14419.330822035472,1234.4612945392012,13184.841726518709,0.0,0.8827702074120882,0.02780097756145982
3.0,ecmwf,6.0,1,2026-09-21T18:00:00-03:00,14.142759200430742,5593.995246612527,2039.3356715749626,3544.340619247052,3.3,0.986407539415907,10.318955790512286
3.0,ecmwf,6.0,2,2026-09-21T19:00:00-03:00,15.3303405935911,6402.53729844092,2046.2269544651342,4347.575536479162,2.6,0.986407539415907,8.73480749662283
3.0,ecmwf,6.0,3,2026-09-21T20:00:00-03:00,16.54237392188223,7269.20164761609,2027.086588872486,5234.7212038272755,2.6,0.986407539415907,7.393854916328761
3.0,ecmwf,6.0,4,2026-09-21T21:00:00-03:00,17.71351094525822,8145.198492650121,1987.9601426354673,6150.979586951488,2.6,0.986407539415907,6.258763063164916
3.0,ecmwf,6.0,5,2026-09-21T22:00:00-03:00,18.904292822537627,9073.650107901436,1929.4197358547585,7138.932443493289,0.0,0.9728150788318141,5.297928553389501
3.0,ecmwf,6.0,6,2026-09-21T23:00:00-03:00,20.061326914434368,10011.300673044003,1853.8869788406153,8152.929094503166,0.0,0.9594099191120672,4.484599700220381
3.0,ecmwf,6.0,7,2026-09-22T00:00:00-03:00,21.20845911532693,10974.633040759452,1764.7497170831364,9206.08719198663,0.0,0.9461894792954366,3.796131689686479
