horizon_h,population,column,feature,unit,n,finite,missing,minimum,median,p90,maximum
1,validation_high,23,86500000:dH8,m/h,28,28,0,-0.13125000000000003,-0.0675,0.10512500000000001,0.25249999999999995
1,validation_high,24,julho:Q06,(1000m3/s)^0.6,28,28,0,1.1791078577152891,1.4755725849784453,1.7419268704760673,1.774124154415284
1,validation_high,25,julho:Q,1000m3/s,28,28,0,1.316,1.9125,2.5219,2.6
1,validation_high,26,julho:I,1000m3/s,28,28,0,1.332,1.8595000000000002,2.5515,2.724
1,validation_high,27,julho:dQ1,(1000m3/s)^0.6/h,28,28,0,-0.23133566642133618,-0.012204832286177192,0.07201792744494707,0.10029158319563969
1,validation_high,28,julho:dQ2,(1000m3/s)^0.6/h,28,28,0,-0.13635204807659818,-0.02125434202767701,0.07076600881199734,0.1540642136018726
1,validation_high,29,julho:dQ4,(1000m3/s)^0.6/h,28,28,0,-0.08334526561130279,-0.011117173944349162,0.07241455519363006,0.15199484639857988
1,validation_high,30,julho:dQ8,(1000m3/s)^0.6/h,28,28,0,-0.061842204294771275,0.021984298787188286,0.09572812212478321,0.10986936848809042
1,validation_high,31,monte:Q06,(1000m3/s)^0.6,28,28,0,1.1531121604423444,1.3850023241854055,1.7054753719578308,1.7432385826518653
1,validation_high,32,monte:Q,1000m3/s,28,28,0,1.268,1.721,2.4345,2.525
1,validation_high,33,monte:I,1000m3/s,28,28,0,1.259,1.721,2.4265,2.525
1,validation_high,34,monte:dQ1,(1000m3/s)^0.6/h,28,28,0,-0.08088942249057451,-0.006083351196684461,0.05078898566861399,0.13337811028366753
1,validation_high,35,monte:dQ2,(1000m3/s)^0.6/h,28,28,0,-0.07206276095990505,-0.021857341278585185,0.07113750376525503,0.10507465327495624
1,validation_high,36,monte:dQ4,(1000m3/s)^0.6/h,28,28,0,-0.051909562164709766,-0.008569736836538916,0.05696881545963679,0.08569590275511352
1,validation_high,37,monte:dQ8,(1000m3/s)^0.6/h,28,28,0,-0.04652606783319152,0.007836891167076726,0.05283307068887148,0.07333140301940551
1,validation_high,38,castro:Q06,(1000m3/s)^0.6,28,28,0,0.9051697800627378,1.0984218916680646,1.4186411971549853,1.4651331085834602
1,validation_high,39,castro:Q,1000m3/s,28,28,0,0.847,1.1695,1.7912000000000001,1.89
1,validation_high,40,castro:I,1000m3/s,28,28,0,0.847,1.131,1.8727,2.023
1,validation_high,41,castro:dQ1,(1000m3/s)^0.6/h,28,28,0,-0.0814639894613387,-0.023328237044094036,0.06853865162549533,0.12352018666405606
1,validation_high,42,castro:dQ2,(1000m3/s)^0.6/h,28,28,0,-0.06509943262997275,-0.019904027756119408,0.07140770151837474,0.11893492239884751
1,validation_high,43,castro:dQ4,(1000m3/s)^0.6/h,28,28,0,-0.05689231229264985,-0.021928697593527655,0.07222913091152709,0.09776409050779211
1,validation_high,44,castro:dQ8,(1000m3/s)^0.6/h,28,28,0,-0.04067330271414715,0.010310463875541527,0.04990966332565047,0.055830848834771296
1,validation_high,45,Baixo Antas:P1,mm,28,28,0,0.0,0.0,0.2529046242774743,0.446242774566538
1,validation_high,46,Baixo Antas:C1,fraction,28,28,0,0.7160404624277458,0.7160404624277458,0.7160404624277458,0.7160404624277458
1,validation_high,47,Baixo Antas:P3,mm,28,28,0,0.0,0.06734104046243254,0.9152601156070467,1.1994219653180511
1,validation_high,48,Baixo Antas:C3,fraction,28,28,0,0.9053468208092484,0.9053468208092484,0.9053468208092484,0.9053468208092484
1,validation_high,49,Baixo Antas:P6,mm,28,28,0,0.0,0.31387283236996355,1.6033236994221844,1.8693641618499468
1,validation_high,50,Baixo Antas:C6,fraction,28,28,0,0.9526734104046243,0.9526734104046243,0.9526734104046243,0.9526734104046243
1,validation_high,51,Baixo Antas:P12,mm,28,28,0,0.07398843930635943,0.891618497109955,2.8411849710986625,4.138439306358588
1,validation_high,52,Baixo Antas:C12,fraction,28,28,0,0.9763367052023121,0.9763367052023121,0.9763367052023121,0.9763367052023121
1,validation_high,53,Baixo Antas:P24,mm,28,28,0,0.6098265895954487,3.557514450867545,71.67708092485567,74.08554913294815
1,validation_high,54,Baixo Antas:C24,fraction,28,28,0,0.9881683526011561,0.9881683526011561,0.9881683526011561,0.9881683526011561
1,validation_high,55,Baixo Antas:P48,mm,28,28,0,71.44595375722571,75.13728323699455,75.23236994219687,75.23236994219687
1,validation_high,56,Baixo Antas:C48,fraction,28,28,0,0.9885145712909441,0.994084176300578,0.994084176300578,0.994084176300578
1,validation_high,57,Baixo Antas:P3lag3,mm,28,28,0,0.0,0.07947976878614524,0.9152601156070467,1.1994219653180511
1,validation_high,58,Baixo Antas:P3lag6,mm,28,28,0,0.0,0.2786127167630218,0.9152601156070467,1.1994219653180511
1,validation_high,59,Baixo Antas:P3lag12,mm,28,28,0,0.0,0.3536127167630814,3.3436849710982033,19.032658959537546
1,validation_high,60,Carreiro:P1,mm,28,28,0,0.0,0.0,0.0844617784711457,0.49110764430571974
1,validation_high,61,Carreiro:C1,fraction,28,28,0,0.891185647425897,0.9301872074882995,0.9301872074882995,0.9301872074882995
1,validation_high,62,Carreiro:P3,mm,28,28,0,0.0,0.033697347893922217,0.33048361934479104,0.7204368174726565
1,validation_high,63,Carreiro:C3,fraction,28,28,0,0.9242069682787311,0.937207488299532,0.937207488299532,0.937207488299532
1,validation_high,64,Carreiro:P6,mm,28,28,0,0.0,0.1633385335413764,0.7425897035881062,0.8546021840873516
1,validation_high,65,Carreiro:C6,fraction,28,28,0,0.9324622984919397,0.9389625585023402,0.9419266770670828,0.9686037441497661
1,validation_high,66,Carreiro:P12,mm,28,28,0,0.05553822152887139,0.8508580343213556,2.2013728549143092,6.7224648985960345
1,validation_high,67,Carreiro:C12,fraction,28,28,0,0.936589963598544,0.9398400936037443,0.9546606864274572,0.9546606864274572
1,validation_high,68,Carreiro:P24,mm,28,28,0,0.9441497659906457,3.8346333853355237,64.50985959438383,68.81653666146649
1,validation_high,69,Carreiro:C24,fraction,28,28,0,0.9386537961518462,0.9468766250650026,0.9476891575663027,0.9526293551742069
1,validation_high,70,Carreiro:P48,mm,28,28,0,63.95475819032767,69.61092043681747,69.77847113884557,69.80062402496102
1,validation_high,71,Carreiro:C48,fraction,28,28,0,0.9433908606344255,0.9592352444097764,0.971744994799792,0.9750796281851275
1,validation_high,72,Carreiro:P3lag3,mm,28,28,0,0.0,0.08034321372855632,0.4760257410296294,0.7204368174726565
1,validation_high,73,Carreiro:P3lag6,mm,28,28,0,0.0,0.1299531981279547,0.7400468018720557,1.2215288611544883
1,validation_high,74,Carreiro:P3lag12,mm,28,28,0,0.011856474258973055,0.31856474258971934,6.088549141965665,20.747269890795636
1,validation_high,75,Prata-Turvo:P1,mm,28,28,0,0.0,0.0,0.077977967306344,0.24895167022033396
1,validation_high,76,Prata-Turvo:C1,fraction,28,28,0,0.9967128642501777,0.9967128642501777,0.9967128642501777,0.9967128642501777
1,validation_high,77,Prata-Turvo:P3,mm,28,28,0,0.0,0.004477611940299525,0.3095557924662964,1.6608742004265062
1,validation_high,78,Prata-Turvo:C3,fraction,28,28,0,0.9989042880833927,0.9989042880833927,0.9989042880833927,0.9989042880833927
1,validation_high,79,Prata-Turvo:P6,mm,28,28,0,0.0,0.020895522388061062,2.148091684435085,4.971375266524614
1,validation_high,80,Prata-Turvo:C6,fraction,28,28,0,0.9994521440416964,0.9994521440416964,0.9994521440416964,0.9994521440416964
1,validation_high,81,Prata-Turvo:P12,mm,28,28,0,0.005970149253732701,0.2360163468372934,10.459189765458616,21.725337597725773
1,validation_high,82,Prata-Turvo:C12,fraction,28,28,0,0.9997260720208483,0.9997260720208483,0.9997260720208483,0.9997260720208483
1,validation_high,83,Prata-Turvo:P24,mm,28,28,0,0.10275408670933131,13.02681236673795,85.66155650319848,87.94264392324109
1,validation_high,84,Prata-Turvo:C24,fraction,28,28,0,0.9834273572613126,0.9998630360104241,0.9998630360104241,0.9998630360104241
1,validation_high,85,Prata-Turvo:P48,mm,28,28,0,84.90980810234561,88.21012793176996,88.22281449893413,88.22579957356099
1,validation_high,86,Prata-Turvo:C48,fraction,28,28,0,0.9917136786306564,0.9917136786306564,0.9917136786306564,0.9958910803127221
1,validation_high,87,Prata-Turvo:P3lag3,mm,28,28,0,0.0,0.011194029850747116,1.8370895522388684,3.298667377398758
1,validation_high,88,Prata-Turvo:P3lag6,mm,28,28,0,0.0,0.026012793176976495,3.4824786780384223,4.936727078891299
1,validation_high,89,Prata-Turvo:P3lag12,mm,28,28,0,0.0,0.691204690831611,13.469020966595581,24.552683013503913
1,validation_high,90,Alto Antas:P1,mm,28,28,0,0.0,0.07327135386403952,0.2418351733488383,0.5241410032926827
1,validation_high,91,Alto Antas:C1,fraction,28,28,0,0.8370036800309897,0.9793627735812511,0.9793627735812511,0.9793627735812511
1,validation_high,92,Alto Antas:P3,mm,28,28,0,0.0,0.23881464264964775,0.7690613984118151,1.0938059267868132
1,validation_high,93,Alto Antas:C3,fraction,28,28,0,0.8829136806766091,0.9931209245270837,0.9931209245270837,0.9931209245270837
1,validation_high,94,Alto Antas:P6,mm,28,28,0,0.06809994189426301,0.6919814061592484,1.959005229517819,5.49492155723424
1,validation_high,95,Alto Antas:C6,fraction,28,28,0,0.9414568403383046,0.9728339466718315,0.9965604622635418,0.9965604622635418
1,validation_high,96,Alto Antas:P12,mm,28,28,0,0.38814642649625153,2.1488940538447645,15.92194770482294,26.30923494092593
1,validation_high,97,Alto Antas:C12,fraction,28,28,0,0.9550398670023889,0.9805821873587708,0.9864169733359158,0.9864169733359158
1,validation_high,98,Alto Antas:P24,mm,28,28,0,2.058132868487413,22.278558977339017,62.13811156304487,62.59023823358523
1,validation_high,99,Alto Antas:C24,fraction,28,28,0,0.971588304603267,0.9784762573439216,0.9869758376912647,0.9912958389825037
1,validation_high,100,Alto Antas:P48,mm,28,28,0,62.377803602556746,64.73724578733317,65.10011911679281,65.19349215572367
1,validation_high,101,Alto Antas:C48,fraction,28,28,0,0.9832278149008974,0.9861936293498611,0.9930815820905158,0.9930815820905158
1,validation_high,102,Alto Antas:P3lag3,mm,28,28,0,0.0,0.49706081735427887,1.290452062754273,4.39742010459037
1,validation_high,103,Alto Antas:P3lag6,mm,28,28,0,0.024753050552005322,0.6385376718962086,4.808256827425928,8.789482858803073
1,validation_high,104,Alto Antas:P3lag12,mm,28,28,0,0.024753050552005322,0.8905442572148393,12.589896765446428,14.552361030408687
1,validation_high,105,Tainhas:P1,mm,28,28,0,0.0,0.07076502732240726,0.37448087431696975,1.3661202185793013
1,validation_high,106,Tainhas:C1,fraction,28,28,0,1.0,1.0,1.0,1.0
1,validation_high,107,Tainhas:P3,mm,28,28,0,0.0,0.425956284153025,1.406065573770578,1.8306010928962415
1,validation_high,108,Tainhas:C3,fraction,28,28,0,1.0,1.0,1.0,1.0
1,validation_high,109,Tainhas:P6,mm,28,28,0,0.0928961748634091,1.4617486338798296,2.4540437158471353,6.843715846994666
1,validation_high,110,Tainhas:C6,fraction,28,28,0,1.0,1.0,1.0,1.0
1,validation_high,111,Tainhas:P12,mm,28,28,0,0.4475409836066063,3.9079234972678822,19.07174863388003,31.85464480874336
1,validation_high,112,Tainhas:C12,fraction,28,28,0,1.0,1.0,1.0,1.0
1,validation_high,113,Tainhas:P24,mm,28,28,0,3.109289617486478,27.236338797814696,78.89065573770512,80.43442622950847
1,validation_high,114,Tainhas:C24,fraction,28,28,0,1.0,1.0,1.0,1.0
1,validation_high,115,Tainhas:P48,mm,28,28,0,78.82622950819692,83.02021857923535,83.4802185792354,83.54590163934468
1,validation_high,116,Tainhas:C48,fraction,28,28,0,1.0,1.0,1.0,1.0
1,validation_high,117,Tainhas:P3lag3,mm,28,28,0,0.0,0.5857923497268431,1.8491256830602032,6.085792349726802
1,validation_high,118,Tainhas:P3lag6,mm,28,28,0,0.029508196721318183,0.7778688524590631,6.554644808743184,9.871584699453567
1,validation_high,119,Tainhas:P3lag12,mm,28,28,0,0.029508196721318183,1.5726775956284982,16.326721311475392,20.862841530054368
1,original_validation_train,0,86510000:H,m,4362,4362,0,0.8,2.44,4.9590000000000005,14.98
1,original_validation_train,1,86510000:dH0.5,m/h,4362,4353,9,-0.33999999999999986,-0.019999999999999574,0.11999999999999966,1.5600000000000005
1,original_validation_train,2,86510000:dH1,m/h,4362,4352,10,-0.33000000000000007,-0.010000000000000009,0.10999999999999988,1.0199999999999996
1,original_validation_train,3,86510000:dH2,m/h,4362,4349,13,-0.3200000000000003,-0.010000000000000009,0.11499999999999999,0.9399999999999995
1,original_validation_train,4,86510000:dH4,m/h,4362,4345,17,-0.2875000000000001,-0.010000000000000009,0.1175,0.9175000000000002
1,original_validation_train,5,86510000:dH8,m/h,4362,4341,21,-0.2749999999999999,-0.006250000000000033,0.0925,0.8225
1,original_validation_train,6,86472000:H,m,4362,4360,2,2.49,3.83,6.16,15.75
1,original_validation_train,7,86472000:dH0.5,m/h,4362,4360,2,-0.6600000000000001,0.0,0.10199999999999938,1.1799999999999997
1,original_validation_train,8,86472000:dH1,m/h,4362,4358,4,-0.5999999999999996,0.0,0.11999999999999922,1.17
1,original_validation_train,9,86472000:dH2,m/h,4362,4358,4,-0.5200000000000002,0.0,0.125,1.0349999999999993
1,original_validation_train,10,86472000:dH4,m/h,4362,4358,4,-0.3800000000000001,-0.0024999999999999467,0.13,0.875
1,original_validation_train,11,86472000:dH8,m/h,4362,4357,5,-0.26374999999999993,-0.0012500000000000289,0.10800000000000012,0.7512499999999999
1,original_validation_train,12,86472600:H,m,4362,4002,360,1.1,2.64,4.69,13.32
1,original_validation_train,13,86472600:dH0.5,m/h,4362,4001,361,-0.34000000000000075,0.0,0.1200000000000001,0.8600000000000012
1,original_validation_train,14,86472600:dH1,m/h,4362,3943,419,-0.35999999999999943,-0.009999999999999787,0.11000000000000032,0.8799999999999999
1,original_validation_train,15,86472600:dH2,m/h,4362,3902,460,-0.31500000000000017,-0.0050000000000000044,0.11999999999999998,0.8050000000000002
1,original_validation_train,16,86472600:dH4,m/h,4362,3866,496,-0.26749999999999996,-0.0050000000000000044,0.12,0.7300000000000002
1,original_validation_train,17,86472600:dH8,m/h,4362,3817,545,-0.23249999999999993,-0.004999999999999977,0.09875000000000002,0.6699999999999999
1,original_validation_train,18,86500000:H,m,4362,4361,1,0.65,1.35,2.4,6.77
1,original_validation_train,19,86500000:dH0.5,m/h,4362,4360,2,-0.7800000000000002,0.0,0.020000000000000018,2.3599999999999994
1,original_validation_train,20,86500000:dH1,m/h,4362,4359,3,-0.8,0.0,0.020000000000000018,2.04
1,original_validation_train,21,86500000:dH2,m/h,4362,4358,4,-0.455,0.0,0.040000000000000036,1.5150000000000001
1,original_validation_train,22,86500000:dH4,m/h,4362,4358,4,-0.33749999999999997,0.0,0.09000000000000002,0.9075000000000001
1,original_validation_train,23,86500000:dH8,m/h,4362,4357,5,-0.18374999999999997,0.0,0.07875,0.555
1,original_validation_train,24,julho:Q06,(1000m3/s)^0.6,4362,4362,0,0.10933620739432783,0.3715187503202767,0.8058902645375575,2.958778484891999
1,original_validation_train,25,julho:Q,1000m3/s,4362,4362,0,0.025,0.192,0.6979000000000001,6.098
1,original_validation_train,26,julho:I,1000m3/s,4362,4362,0,0.001,0.203,0.7039000000000001,6.128
1,original_validation_train,27,julho:dQ1,(1000m3/s)^0.6/h,4362,4362,0,-0.408550444514477,0.0,0.01818230522892808,0.41879285426389345
1,original_validation_train,28,julho:dQ2,(1000m3/s)^0.6/h,4362,4362,0,-0.21325133678655214,0.0,0.026866872468400544,0.3313857933767153
1,original_validation_train,29,julho:dQ4,(1000m3/s)^0.6/h,4362,4362,0,-0.10938639078412082,0.0,0.0356613641639532,0.24165549832088368
1,original_validation_train,30,julho:dQ8,(1000m3/s)^0.6/h,4362,4360,2,-0.07363744336330275,0.0,0.027563632106613355,0.1719696243110594
1,original_validation_train,31,monte:Q06,(1000m3/s)^0.6,4362,4361,1,0.0956352499790037,0.37499093289487784,0.7736571747188236,2.803799300326969
1,original_validation_train,32,monte:Q,1000m3/s,4362,4361,1,0.02,0.195,0.652,5.575
1,original_validation_train,33,monte:I,1000m3/s,4362,4361,1,0.0,0.179,0.654,5.592
1,original_validation_train,34,monte:dQ1,(1000m3/s)^0.6/h,4362,4360,2,-0.48474221983946675,0.0,0.024790904965750288,0.4350665911087397
1,original_validation_train,35,monte:dQ2,(1000m3/s)^0.6/h,4362,4360,2,-0.24989492264228616,0.0,0.02979889950150234,0.29700494036190506
1,original_validation_train,36,monte:dQ4,(1000m3/s)^0.6/h,4362,4360,2,-0.09796979516396559,0.0,0.03425188577459849,0.20010307208143802
1,original_validation_train,37,monte:dQ8,(1000m3/s)^0.6/h,4362,4358,4,-0.055577643843235214,-0.000270611237153523,0.025029712429577616,0.14966588913001427
1,original_validation_train,38,castro:Q06,(1000m3/s)^0.6,4362,4362,0,0.08977667218433069,0.28579393694881206,0.6085396245115539,2.3183542274418922
1,original_validation_train,39,castro:Q,1000m3/s,4362,4362,0,0.018,0.124,0.437,4.061
1,original_validation_train,40,castro:I,1000m3/s,4362,4362,0,0.001,0.1125,0.438,4.105
1,original_validation_train,41,castro:dQ1,(1000m3/s)^0.6/h,4362,4362,0,-0.25747399961996087,0.0,0.018703643015105666,0.2191084924735245
1,original_validation_train,42,castro:dQ2,(1000m3/s)^0.6/h,4362,4362,0,-0.1305422384563114,0.0,0.022072025110829386,0.14313986561357062
1,original_validation_train,43,castro:dQ4,(1000m3/s)^0.6/h,4362,4362,0,-0.06571096584058289,0.0,0.021996865552428246,0.12840639671555637
1,original_validation_train,44,castro:dQ8,(1000m3/s)^0.6/h,4362,4360,2,-0.05991768005597145,0.0,0.015172358320010806,0.12050576459435042
1,original_validation_train,45,Baixo Antas:P1,mm,4362,4235,127,0.0,0.0,0.22150289017341038,9.374132947976875
1,original_validation_train,46,Baixo Antas:C1,fraction,4362,4362,0,0.33164739884393063,0.7160404624277458,0.7160404624277458,0.7255780346820809
1,original_validation_train,47,Baixo Antas:P3,mm,4362,4362,0,0.0,0.0,0.9577023121387571,24.40130057803467
1,original_validation_train,48,Baixo Antas:C3,fraction,4362,4362,0,0.5122832369942196,0.9053468208092484,0.9053468208092484,0.9085260115606936
1,original_validation_train,49,Baixo Antas:P6,mm,4362,4362,0,0.0,0.0,2.6971387283237958,36.91040462427752
1,original_validation_train,50,Baixo Antas:C6,fraction,4362,4362,0,0.5480491329479769,0.9526734104046243,0.9526734104046243,0.9542630057803468
1,original_validation_train,51,Baixo Antas:P12,mm,4362,4362,0,0.0,0.0,6.646242774566443,66.17586705202311
1,original_validation_train,52,Baixo Antas:C12,fraction,4362,4362,0,0.604949421965318,0.9686295761078999,0.9763367052023121,0.9771315028901734
1,original_validation_train,53,Baixo Antas:P24,mm,4362,4357,5,0.0,0.018497109826588542,18.159884393063564,90.89176300578043
1,original_validation_train,54,Baixo Antas:C24,fraction,4362,4362,0,0.302474710982659,0.9679371387283237,0.9881683526011561,0.9885657514450868
1,original_validation_train,55,Baixo Antas:P48,mm,4362,4345,17,0.0,0.19768786127168478,36.74739884393061,163.66242774566476
1,original_validation_train,56,Baixo Antas:C48,fraction,4362,4362,0,0.1512373554913295,0.9630449181117533,0.994084176300578,0.994084176300578
1,original_validation_train,57,Baixo Antas:P3lag3,mm,4362,4362,0,0.0,0.0,0.9458092485549232,24.40130057803467
1,original_validation_train,58,Baixo Antas:P3lag6,mm,4362,4361,1,0.0,0.0,0.9212427745665023,24.40130057803467
1,original_validation_train,59,Baixo Antas:P3lag12,mm,4362,4355,7,0.0,0.0,0.907572254335299,24.40130057803467
1,original_validation_train,60,Carreiro:P1,mm,4362,4303,59,0.0,0.0,0.24542901716070334,18.328393135725438
1,original_validation_train,61,Carreiro:C1,fraction,4362,4362,0,0.07683307332293292,0.9859594383775352,0.9894695787831513,0.9894695787831513
1,original_validation_train,62,Carreiro:P3,mm,4362,4311,51,0.0,0.0,1.1594383775350856,35.304368174726996
1,original_validation_train,63,Carreiro:C3,fraction,4362,4362,0,0.10413416536661467,0.9637285491419656,0.9964898595943839,0.9964898595943839
1,original_validation_train,64,Carreiro:P6,mm,4362,4322,40,0.0,0.0,2.904867394695799,55.468798751950104
1,original_validation_train,65,Carreiro:C6,fraction,4362,4362,0,0.10588923556942278,0.9723413936557463,0.998244929797192,0.998244929797192
1,original_validation_train,66,Carreiro:P12,mm,4362,4326,36,0.0,0.017472698907960292,6.578159126365034,73.03088923556943
1,original_validation_train,67,Carreiro:C12,fraction,4362,4362,0,0.10676677067082685,0.9714313572542903,0.9909321372854916,0.9991224648985961
1,original_validation_train,68,Carreiro:P24,mm,4362,4339,23,0.0,0.11700468018720905,19.609035881435236,77.30686427457101
1,original_validation_train,69,Carreiro:C24,fraction,4362,4362,0,0.2641868174726989,0.9667999219968799,0.9905258710348415,0.999561232449298
1,original_validation_train,70,Carreiro:P48,mm,4362,4344,18,0.0,0.6274570982839867,33.631037441497746,128.71232449297975
1,original_validation_train,71,Carreiro:C48,fraction,4362,4362,0,0.14432202288091528,0.9604540431617264,0.9883076573062923,0.9956854524180967
1,original_validation_train,72,Carreiro:P3lag3,mm,4362,4311,51,0.0,0.0,1.1482059282371526,35.304368174726996
1,original_validation_train,73,Carreiro:P3lag6,mm,4362,4310,52,0.0,0.0,1.0925039001559989,35.304368174726996
1,original_validation_train,74,Carreiro:P3lag12,mm,4362,4304,58,0.0,0.0,1.036809672386895,35.304368174726996
1,original_validation_train,75,Prata-Turvo:P1,mm,4362,4360,2,0.0,0.0,0.30504619758350854,15.32133972992182
1,original_validation_train,76,Prata-Turvo:C1,fraction,4362,4362,0,0.42093105899076044,0.9967128642501777,1.0,1.0
1,original_validation_train,77,Prata-Turvo:P3,mm,4362,4362,0,0.0,0.0,1.3017057569296377,37.462260127931785
1,original_validation_train,78,Prata-Turvo:C3,fraction,4362,4362,0,0.6161454631603887,0.9989042880833927,1.0,1.0
1,original_validation_train,79,Prata-Turvo:P6,mm,4362,4362,0,0.0,0.0,3.408909026297146,66.6991471215352
1,original_validation_train,80,Prata-Turvo:C6,fraction,4362,4362,0,0.6396588486140726,0.9994521440416964,1.0,1.0
1,original_validation_train,81,Prata-Turvo:P12,mm,4362,4362,0,0.0,0.0029850746268663504,8.083155650319826,99.74456289978677
1,original_validation_train,82,Prata-Turvo:C12,fraction,4362,4362,0,0.5340262970859987,0.9997260720208483,1.0,1.0
1,original_validation_train,83,Prata-Turvo:P24,mm,4362,4356,6,0.0,0.0607675906183507,15.792839374555815,102.35309168443494
1,original_validation_train,84,Prata-Turvo:C24,fraction,4362,4362,0,0.26701314854299935,0.9986192549158968,1.0,1.0
1,original_validation_train,85,Prata-Turvo:P48,mm,4362,4344,18,0.0,0.765476190476218,34.009381663113125,143.08699360341146
1,original_validation_train,86,Prata-Turvo:C48,fraction,4362,4362,0,0.13350657427149967,0.9977549010897893,0.9999315180052122,1.0
1,original_validation_train,87,Prata-Turvo:P3lag3,mm,4362,4362,0,0.0,0.0,1.2504744136460557,37.462260127931785
1,original_validation_train,88,Prata-Turvo:P3lag6,mm,4362,4361,1,0.0,0.0,1.2214996446339663,37.462260127931785
1,original_validation_train,89,Prata-Turvo:P3lag12,mm,4362,4355,7,0.0,0.0,1.2222885572139262,37.462260127931785
1,original_validation_train,90,Alto Antas:P1,mm,4362,4362,0,0.0,0.0,0.4442579895409795,6.3658047646716955
1,original_validation_train,91,Alto Antas:C1,fraction,4362,4362,0,0.6114177803602556,0.9783362386209568,0.9793627735812511,0.9803893085415456
1,original_validation_train,92,Alto Antas:P3,mm,4362,4362,0,0.0,0.0,1.4464729808251022,10.634195235328278
1,original_validation_train,93,Alto Antas:C3,fraction,4362,4362,0,0.6805119762412034,0.9460100716637614,0.9931209245270837,0.9934631028471819
1,original_validation_train,94,Alto Antas:P6,mm,4362,4362,0,0.0,0.0,3.288001162115054,20.041499128413715
1,original_validation_train,95,Alto Antas:C6,fraction,4362,4362,0,0.6839515139776615,0.9523516689263348,0.9965604622635418,0.9967315514235909
1,original_validation_train,96,Alto Antas:P12,mm,4362,4360,2,0.0,0.01638582219639651,6.7770133643230634,34.51789657176057
1,original_validation_train,97,Alto Antas:C12,fraction,4362,4362,0,0.3968986054619408,0.9561164374717541,0.9864169733359158,0.9983657757117954
1,original_validation_train,98,Alto Antas:P24,mm,4362,4354,8,0.0,0.0920976176641472,14.432457873329454,53.86717024985471
1,original_validation_train,99,Alto Antas:C24,fraction,4362,4362,0,0.1984493027309704,0.9576187132803926,0.9794325811866487,0.9991401155658854
1,original_validation_train,100,Alto Antas:P48,mm,4362,4341,21,0.0,1.1545613015688552,25.54631028471819,57.31086577571176
1,original_validation_train,101,Alto Antas:C48,fraction,4362,4362,0,0.0992246513654852,0.9562328507327781,0.9744058283297825,0.9956479194912519
1,original_validation_train,102,Alto Antas:P3lag3,mm,4362,4362,0,0.0,0.0,1.4111040092969234,10.634195235328278
