origin,nominal_lead_h,family,saved_m,recomputed_m,difference_m,passed
2026-07-01T00:00:00-03:00,1,baseline,4.502797969511366,4.502797969511366,0.0,True
2026-07-01T00:00:00-03:00,1,candidate,4.503762242282202,4.503762242282202,0.0,True
2026-07-01T00:00:00-03:00,2,baseline,4.418716677172805,4.418716677172805,0.0,True
2026-07-01T00:00:00-03:00,2,candidate,4.420653458941921,4.420653458941921,0.0,True
2026-07-01T00:00:00-03:00,3,baseline,4.344639072789667,4.344639072789667,0.0,True
2026-07-01T00:00:00-03:00,3,candidate,4.3472824336967,4.347282433696701,8.881784197001252e-16,True
2026-07-01T00:00:00-03:00,4,baseline,4.254399881752281,4.254399881752281,0.0,True
2026-07-01T00:00:00-03:00,4,candidate,4.256419331037217,4.2564193310372165,-8.881784197001252e-16,True
2026-07-01T00:00:00-03:00,5,baseline,4.167654069129796,4.167654069129796,0.0,True
2026-07-01T00:00:00-03:00,5,candidate,4.166315720806222,4.166315720806222,0.0,True
2026-07-01T00:00:00-03:00,6,baseline,4.0890490921462375,4.0890490921462375,0.0,True
2026-07-01T00:00:00-03:00,6,candidate,4.081678405906883,4.081678405906883,0.0,True
2026-07-01T00:00:00-03:00,7,baseline,4.027565711177895,4.027565711177895,0.0,True
2026-07-01T00:00:00-03:00,7,candidate,4.011583113464237,4.011583113464237,0.0,True
2026-07-01T00:00:00-03:00,8,baseline,3.9860269684322276,3.9860269684322276,0.0,True
2026-07-01T00:00:00-03:00,8,candidate,3.959549817051472,3.959549817051471,-8.881784197001252e-16,True
2026-07-01T00:00:00-03:00,9,baseline,3.9793509467797588,3.9793509467797588,0.0,True
2026-07-01T00:00:00-03:00,9,candidate,3.939560207454245,3.939560207454245,0.0,True
2026-07-01T00:00:00-03:00,10,baseline,3.9968972889388352,3.9968972889388352,0.0,True
2026-07-01T00:00:00-03:00,10,candidate,3.940656039454299,3.9406560394543,8.881784197001252e-16,True
2026-07-01T00:00:00-03:00,11,baseline,4.0326438246108856,4.0326438246108856,0.0,True
2026-07-01T00:00:00-03:00,11,candidate,3.95417395876723,3.95417395876723,0.0,True
2026-07-01T00:00:00-03:00,12,baseline,4.081657792061528,4.081657792061528,0.0,True
2026-07-01T00:00:00-03:00,12,candidate,3.9759226928547777,3.975922692854777,-8.881784197001252e-16,True
2026-07-02T21:00:00-03:00,1,baseline,7.253426000427063,7.253426000427063,0.0,True
2026-07-02T21:00:00-03:00,1,candidate,7.253563934206467,7.253563934206467,0.0,True
2026-07-02T21:00:00-03:00,2,baseline,7.45498537440671,7.45498537440671,0.0,True
2026-07-02T21:00:00-03:00,2,candidate,7.454955351063979,7.454955351063978,-8.881784197001252e-16,True
2026-07-02T21:00:00-03:00,3,baseline,7.649854317082075,7.649854317082075,0.0,True
2026-07-02T21:00:00-03:00,3,candidate,7.64886639206145,7.64886639206145,0.0,True
2026-07-02T21:00:00-03:00,4,baseline,7.797235681420541,7.797235681420541,0.0,True
2026-07-02T21:00:00-03:00,4,candidate,7.794527004794197,7.794527004794197,0.0,True
2026-07-02T21:00:00-03:00,5,baseline,7.90833256698065,7.90833256698065,0.0,True
2026-07-02T21:00:00-03:00,5,candidate,7.903258159275615,7.903258159275615,0.0,True
2026-07-02T21:00:00-03:00,6,baseline,8.02404334437562,8.02404334437562,0.0,True
2026-07-02T21:00:00-03:00,6,candidate,8.016231721307282,8.016231721307285,3.552713678800501e-15,True
2026-07-02T21:00:00-03:00,7,baseline,8.125319334554835,8.125319334554835,0.0,True
2026-07-02T21:00:00-03:00,7,candidate,8.114241990143881,8.114241990143881,0.0,True
2026-07-02T21:00:00-03:00,8,baseline,8.207398359832215,8.207398359832215,0.0,True
2026-07-02T21:00:00-03:00,8,candidate,8.193045501987115,8.193045501987115,0.0,True
2026-07-02T21:00:00-03:00,9,baseline,8.270044841956956,8.270044841956956,0.0,True
2026-07-02T21:00:00-03:00,9,candidate,8.251979870800515,8.251979870800511,-3.552713678800501e-15,True
2026-07-02T21:00:00-03:00,10,baseline,8.308093110932646,8.308093110932646,0.0,True
2026-07-02T21:00:00-03:00,10,candidate,8.28495515832742,8.284955158327424,3.552713678800501e-15,True
2026-07-02T21:00:00-03:00,11,baseline,8.346140270911231,8.346140270911231,0.0,True
2026-07-02T21:00:00-03:00,11,candidate,8.316436876776741,8.316436876776741,0.0,True
2026-07-02T21:00:00-03:00,12,baseline,8.34433523590516,8.34433523590516,0.0,True
2026-07-02T21:00:00-03:00,12,candidate,8.306793438670358,8.306793438670358,0.0,True
2026-07-22T08:00:00-03:00,1,baseline,17.597731481962395,17.597731481962395,0.0,True
2026-07-22T08:00:00-03:00,1,candidate,17.596713711672084,17.596713711672084,0.0,True
