origin,nominal_lead_h,family,saved_m,recomputed_m,difference_m,passed
2026-07-22T08:00:00-03:00,2,baseline,17.590294711711255,17.590294711711255,0.0,True
2026-07-22T08:00:00-03:00,2,candidate,17.59525901060224,17.59525901060224,0.0,True
2026-07-22T08:00:00-03:00,3,baseline,17.994060832233032,17.994060832233032,0.0,True
2026-07-22T08:00:00-03:00,3,candidate,18.016632872088454,18.01663287208845,-3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,4,baseline,17.230285345608635,17.230285345608635,0.0,True
2026-07-22T08:00:00-03:00,4,candidate,17.27816825718873,17.278168257188728,-3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,5,baseline,16.56098204702612,16.560982047026123,3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,5,candidate,16.64306179831095,16.643061798310946,-3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,6,baseline,15.705817244711383,15.705817244711383,0.0,True
2026-07-22T08:00:00-03:00,6,candidate,15.831742511496241,15.83174251149624,-1.7763568394002505e-15,True
2026-07-22T08:00:00-03:00,7,baseline,14.946530484899142,14.946530484899142,0.0,True
2026-07-22T08:00:00-03:00,7,candidate,15.134297244498606,15.134297244498606,0.0,True
2026-07-22T08:00:00-03:00,8,baseline,14.088086376912106,14.088086376912106,0.0,True
2026-07-22T08:00:00-03:00,8,candidate,14.343410815097421,14.343410815097418,-3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,9,baseline,13.046633276221861,13.046633276221867,5.329070518200751e-15,True
2026-07-22T08:00:00-03:00,9,candidate,13.38289813725913,13.38289813725913,0.0,True
2026-07-22T08:00:00-03:00,10,baseline,11.499277936478228,11.49927793647823,1.7763568394002505e-15,True
2026-07-22T08:00:00-03:00,10,candidate,11.944530793616583,11.94453079361658,-1.7763568394002505e-15,True
2026-07-22T08:00:00-03:00,11,baseline,10.343731564652758,10.34373156465276,1.7763568394002505e-15,True
2026-07-22T08:00:00-03:00,11,candidate,10.926368966447761,10.92636896644776,-1.7763568394002505e-15,True
2026-07-22T08:00:00-03:00,12,baseline,9.084263954808169,9.08426395480817,1.7763568394002505e-15,True
2026-07-22T08:00:00-03:00,12,candidate,9.828091876473014,9.82809187647301,-3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,1,baseline,18.01632976601764,18.01632976601764,0.0,True
2026-07-22T09:00:00-03:00,1,candidate,18.01696665851806,18.01696665851806,0.0,True
2026-07-22T09:00:00-03:00,2,baseline,18.43867413990102,18.43867413990102,0.0,True
2026-07-22T09:00:00-03:00,2,candidate,18.44802126699231,18.44802126699231,0.0,True
2026-07-22T09:00:00-03:00,3,baseline,17.871596207009908,17.871596207009908,0.0,True
2026-07-22T09:00:00-03:00,3,candidate,17.901656924358335,17.901656924358328,-7.105427357601002e-15,True
2026-07-22T09:00:00-03:00,4,baseline,17.166730582885805,17.166730582885805,0.0,True
2026-07-22T09:00:00-03:00,4,candidate,17.225121722518676,17.225121722518676,0.0,True
2026-07-22T09:00:00-03:00,5,baseline,16.42464130382911,16.42464130382911,0.0,True
2026-07-22T09:00:00-03:00,5,candidate,16.520563526297938,16.520563526297938,0.0,True
2026-07-22T09:00:00-03:00,6,baseline,15.66922136805779,15.669221368057793,1.7763568394002505e-15,True
2026-07-22T09:00:00-03:00,6,candidate,15.811642650209283,15.811642650209283,0.0,True
2026-07-22T09:00:00-03:00,7,baseline,14.875038363573307,14.875038363573307,0.0,True
2026-07-22T09:00:00-03:00,7,candidate,15.07349329701077,15.07349329701077,0.0,True
2026-07-22T09:00:00-03:00,8,baseline,13.82719114440825,13.82719114440825,0.0,True
2026-07-22T09:00:00-03:00,8,candidate,14.087293366002765,14.087293366002763,-1.7763568394002505e-15,True
2026-07-22T09:00:00-03:00,9,baseline,12.406666289833185,12.406666289833186,1.7763568394002505e-15,True
2026-07-22T09:00:00-03:00,9,candidate,12.747264179052072,12.747264179052072,0.0,True
2026-07-22T09:00:00-03:00,10,baseline,11.240696208713418,11.24069620871342,1.7763568394002505e-15,True
2026-07-22T09:00:00-03:00,10,candidate,11.688370883744438,11.688370883744435,-3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,11,baseline,10.069712036368175,10.069712036368179,3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,11,candidate,10.678485214186788,10.678485214186788,0.0,True
2026-07-22T09:00:00-03:00,12,baseline,8.751684352869807,8.751684352869809,1.7763568394002505e-15,True
2026-07-22T09:00:00-03:00,12,candidate,9.466539116503814,9.466539116503812,-1.7763568394002505e-15,True
2026-07-22T11:00:00-03:00,1,baseline,19.160696413184535,19.160696413184535,0.0,True
2026-07-22T11:00:00-03:00,1,candidate,19.16213482302712,19.16213482302712,0.0,True
2026-07-22T11:00:00-03:00,2,baseline,19.772014480524728,19.772014480524728,0.0,True
2026-07-22T11:00:00-03:00,2,candidate,19.771349209671538,19.771349209671538,0.0,True
2026-07-22T11:00:00-03:00,3,baseline,20.41780597221653,20.41780597221653,0.0,True
2026-07-22T11:00:00-03:00,3,candidate,20.405864823368912,20.405864823368912,0.0,True
2026-07-22T11:00:00-03:00,4,baseline,21.242218295587662,21.242218295587662,0.0,True
2026-07-22T11:00:00-03:00,4,candidate,21.213587523950608,21.213587523950608,0.0,True
2026-07-22T11:00:00-03:00,5,baseline,21.943917919827715,21.943917919827715,0.0,True
2026-07-22T11:00:00-03:00,5,candidate,21.89092318201078,21.89092318201078,0.0,True
2026-07-22T11:00:00-03:00,6,baseline,22.60660652670227,22.60660652670227,0.0,True
2026-07-22T11:00:00-03:00,6,candidate,22.521225195679005,22.521225195679005,0.0,True
2026-07-22T11:00:00-03:00,7,baseline,23.045091188035887,23.045091188035887,0.0,True
2026-07-22T11:00:00-03:00,7,candidate,22.915001383780847,22.915001383780844,-3.552713678800501e-15,True
2026-07-22T11:00:00-03:00,8,baseline,23.720344913970436,23.720344913970436,0.0,True
2026-07-22T11:00:00-03:00,8,candidate,23.54629924092828,23.546299240928278,-3.552713678800501e-15,True
2026-07-22T11:00:00-03:00,9,baseline,24.396673602768846,24.39667360276884,-7.105427357601002e-15,True
2026-07-22T11:00:00-03:00,9,candidate,24.183476381456423,24.183476381456423,0.0,True
2026-07-22T11:00:00-03:00,10,baseline,24.91500759200787,24.91500759200787,0.0,True
2026-07-22T11:00:00-03:00,10,candidate,24.66178612895411,24.661786128954102,-7.105427357601002e-15,True
2026-07-22T11:00:00-03:00,11,baseline,25.212477938219866,25.212477938219866,0.0,True
2026-07-22T11:00:00-03:00,11,candidate,24.909888451014574,24.909888451014574,0.0,True
2026-07-22T11:00:00-03:00,12,baseline,25.49415895814758,25.49415895814758,0.0,True
2026-07-22T11:00:00-03:00,12,candidate,25.11558801074092,25.11558801074092,0.0,True
2026-08-13T09:00:00-03:00,1,baseline,8.784942320149979,8.784942320149979,0.0,True
2026-08-13T09:00:00-03:00,1,candidate,8.781949722054392,8.781949722054389,-3.552713678800501e-15,True
2026-08-13T09:00:00-03:00,2,baseline,8.99206319561982,8.99206319561982,0.0,True
2026-08-13T09:00:00-03:00,2,candidate,8.986170968489711,8.986170968489711,0.0,True
2026-08-13T09:00:00-03:00,3,baseline,9.170371340349437,9.170371340349437,0.0,True
2026-08-13T09:00:00-03:00,3,candidate,9.163217015504602,9.1632170155046,-1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,4,baseline,9.333462701049843,9.333462701049843,0.0,True
2026-08-13T09:00:00-03:00,4,candidate,9.327226280078825,9.327226280078824,-1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,5,baseline,9.459925585037022,9.459925585037022,0.0,True
2026-08-13T09:00:00-03:00,5,candidate,9.454440407842553,9.454440407842553,0.0,True
2026-08-13T09:00:00-03:00,6,baseline,9.539445347007076,9.539445347007076,0.0,True
2026-08-13T09:00:00-03:00,6,candidate,9.533123041917767,9.533123041917767,0.0,True
2026-08-13T09:00:00-03:00,7,baseline,9.59583564978569,9.59583564978569,0.0,True
2026-08-13T09:00:00-03:00,7,candidate,9.587000600863695,9.587000600863696,1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,8,baseline,9.618648907294737,9.618648907294737,0.0,True
2026-08-13T09:00:00-03:00,8,candidate,9.603688901198908,9.603688901198908,0.0,True
2026-08-13T09:00:00-03:00,9,baseline,9.61709749690493,9.61709749690493,0.0,True
2026-08-13T09:00:00-03:00,9,candidate,9.59156781825096,9.59156781825096,0.0,True
2026-08-13T09:00:00-03:00,10,baseline,9.624351456528412,9.624351456528412,0.0,True
2026-08-13T09:00:00-03:00,10,candidate,9.583280339090098,9.583280339090098,0.0,True
2026-08-13T09:00:00-03:00,11,baseline,9.663025512177912,9.663025512177912,0.0,True
2026-08-13T09:00:00-03:00,11,candidate,9.600836639252226,9.600836639252224,-1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,12,baseline,9.728695686048908,9.728695686048907,-1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,12,candidate,9.64061277936099,9.640612779360989,-1.7763568394002505e-15,True
