nominal_lead_h,origin_trend,family,subset,observed_targets,paired_n,forecast_failures_with_truth,coverage,within_0_50_n,within_0_50_fraction,mae_m,bias_m,p90_abs_m,p98_abs_m,max_abs_m
2,rising,julho_levels,all,456,391,65,0.8574561403508771,322,0.8235294117647058,0.2763157959034115,-0.14395638725744464,0.62465189346949,0.9623230174525796,2.1256756873033744
2,rising,reference,level_ge_7m,92,76,16,0.8260869565217391,48,0.631578947368421,0.509247372021409,-0.003153651789271756,0.9499188756638244,2.0368446635748447,2.1591250166535616
2,rising,julho_levels,level_ge_7m,92,76,16,0.8260869565217391,47,0.618421052631579,0.4859369254535892,0.006689442868940143,0.9651682532273167,1.9673976243800557,2.1256756873033744
2,falling,reference,all,844,659,185,0.7808056872037915,583,0.8846737481031867,0.22060624923130787,0.1275002646986437,0.5247707467738162,0.7401893912580817,1.019932518362527
2,falling,julho_levels,all,844,659,185,0.7808056872037915,574,0.8710166919575114,0.23373590383669118,0.1465216040134597,0.5405078439377341,0.7447243030407509,1.0522958392511654
2,falling,reference,level_ge_7m,110,70,40,0.6363636363636364,49,0.7,0.36039353100555693,0.33848698162180685,0.7175968501698733,0.7559582344979869,0.8836022615758772
2,falling,julho_levels,level_ge_7m,110,70,40,0.6363636363636364,47,0.6714285714285714,0.36427846224079063,0.3450766361249038,0.7028224648032187,0.7425298971334581,0.9130639146542734
2,stable,reference,all,627,537,90,0.8564593301435407,504,0.9385474860335196,0.15777698068342202,-0.04210240478865322,0.3519899360979322,0.7734944949370565,1.0150174275443038
2,stable,julho_levels,all,627,537,90,0.8564593301435407,503,0.9366852886405959,0.158170615897957,-0.036860356542444225,0.3572327516486586,0.8018629868050255,1.0346967140177243
2,stable,reference,level_ge_7m,33,18,15,0.5454545454545454,13,0.7222222222222222,0.3625372176984636,0.31930709275089986,0.8209803943262299,0.8276508158736573,0.8296148626493931
2,stable,julho_levels,level_ge_7m,33,18,15,0.5454545454545454,13,0.7222222222222222,0.3563547501859803,0.3147579979618633,0.8111725403595005,0.8173141600971353,0.8189906084581846
2,unknown,reference,all,16,6,10,0.375,4,0.6666666666666666,0.42199968729104714,0.3946997369569434,0.6644483674947785,0.7357808449646103,0.7536139643320681
2,unknown,julho_levels,all,16,6,10,0.375,3,0.5,0.45110009567641224,0.42510517321808255,0.6996390389439671,0.7635708718991445,0.7795538301379388
2,unknown,reference,level_ge_7m,2,1,1,0.5,0,0.0,0.7536139643320681,0.7536139643320681,0.7536139643320681,0.7536139643320681,0.7536139643320681
2,unknown,julho_levels,level_ge_7m,2,1,1,0.5,0,0.0,0.7795538301379388,0.7795538301379388,0.7795538301379388,0.7795538301379388,0.7795538301379388
3,rising,reference,all,455,390,65,0.8571428571428571,305,0.782051282051282,0.3301400716478557,-0.13418783991293198,0.7015538804082109,1.3167273697834168,2.8988829116145745
3,rising,julho_levels,all,455,390,65,0.8571428571428571,309,0.7923076923076923,0.3291064899789093,-0.1464600775091408,0.7107642913253404,1.2550129240911376,2.769956886268055
3,rising,reference,level_ge_7m,96,79,17,0.8229166666666666,38,0.4810126582278481,0.6947301719740355,0.0029674957210892223,1.316321866535881,2.4153137800092557,2.8988829116145745
3,rising,julho_levels,level_ge_7m,96,79,17,0.8229166666666666,41,0.5189873417721519,0.6578240008908114,0.021740837001027698,1.254905190009497,2.323188903161431,2.769956886268055
3,falling,reference,all,843,656,187,0.7781731909845789,543,0.8277439024390244,0.2758665569202077,0.12364016899170613,0.6557236825954272,0.9842859619532439,1.149596227496386
3,falling,julho_levels,all,843,656,187,0.7781731909845789,524,0.7987804878048781,0.29582995503634624,0.1584240612211901,0.6795185127603125,0.9646561489454064,1.219249604539435
3,falling,reference,level_ge_7m,106,67,39,0.6320754716981132,37,0.5522388059701493,0.48367649385469086,0.4527070362661942,0.991368823879706,1.01045893589192,1.0130451892498797
3,falling,julho_levels,level_ge_7m,106,67,39,0.6320754716981132,35,0.5223880597014925,0.4909959952574789,0.4635027881900577,0.9472174508684447,0.9897868896248221,0.99872477648894
3,stable,reference,all,626,536,90,0.8562300319488818,487,0.9085820895522388,0.20035973046099292,-0.042769559006937116,0.4667918034277996,0.9710613041502887,1.1630808127593109
3,stable,julho_levels,all,626,536,90,0.8562300319488818,488,0.9104477611940298,0.20453443352801423,-0.03143828646213857,0.4720338242199338,1.0222860938358005,1.3012497749131193
3,stable,reference,level_ge_7m,33,18,15,0.5454545454545454,10,0.5555555555555556,0.5123225088844345,0.40138910104186704,1.0882651203822782,1.1098549179119828,1.112408027232071
3,stable,julho_levels,level_ge_7m,33,18,15,0.5454545454545454,13,0.7222222222222222,0.4952291734259361,0.39760012474996614,1.0684332328145842,1.0903001985346639,1.0924822476350684
3,unknown,reference,all,18,6,12,0.3333333333333333,3,0.5,0.43808161800567974,0.4064930177752806,0.7040416623377174,0.7555784606971605,0.7684626602870213
3,unknown,julho_levels,all,18,6,12,0.3333333333333333,3,0.5,0.48685217751569815,0.4578549028142203,0.7575764093852978,0.8146479579909552,0.8289158451423695
3,unknown,reference,level_ge_7m,2,1,1,0.5,0,0.0,0.6396206643884135,0.6396206643884135,0.6396206643884135,0.6396206643884135,0.6396206643884135
3,unknown,julho_levels,level_ge_7m,2,1,1,0.5,0,0.0,0.6862369736282261,0.6862369736282261,0.6862369736282261,0.6862369736282261,0.6862369736282261
4,rising,reference,all,455,390,65,0.8571428571428571,294,0.7538461538461538,0.3668722786506711,-0.11960138045208213,0.771611248756088,1.6888181742385966,3.329018638853949
4,rising,julho_levels,all,455,390,65,0.8571428571428571,298,0.764102564102564,0.36285959914605553,-0.13765570441129893,0.7566363470592398,1.5554185214844167,3.146640556692857
4,rising,reference,level_ge_7m,99,81,18,0.8181818181818182,27,0.3333333333333333,0.853690084249224,0.008392542950998791,1.6685248879157974,2.8117015690859146,3.329018638853949
4,rising,julho_levels,level_ge_7m,99,81,18,0.8181818181818182,31,0.38271604938271603,0.8087265953313179,0.032126929602535124,1.5501319230532058,2.6677213843102674,3.146640556692857
4,falling,reference,all,840,653,187,0.7773809523809524,524,0.8024502297090352,0.3112141193398184,0.09486750368249762,0.6995764799620701,1.1593910648098036,1.3441761861051567
4,falling,julho_levels,all,840,653,187,0.7773809523809524,490,0.7503828483920367,0.3373344897584748,0.14746176161068286,0.7443737913281905,1.1243326656410983,1.4096883827579556
4,falling,reference,level_ge_7m,103,67,36,0.6504854368932039,34,0.5074626865671642,0.5822323728793452,0.531220169785634,1.197367028833004,1.2687300923367364,1.2803070691179546
4,falling,julho_levels,level_ge_7m,103,67,36,0.6504854368932039,33,0.4925373134328358,0.5892919467617319,0.548473431532762,1.1497680662224792,1.2204173312766748,1.2406931555410186
4,stable,reference,all,627,537,90,0.8564593301435407,477,0.888268156424581,0.23678557849497375,-0.025368745862508174,0.5340114909979257,1.1329495617536154,1.7941023130621963
4,stable,julho_levels,all,627,537,90,0.8564593301435407,470,0.8752327746741154,0.250270528806062,-0.006413234240249344,0.5753847075831895,1.2008338025755472,1.620245806102604
4,stable,reference,level_ge_7m,33,18,15,0.5454545454545454,9,0.5,0.6858675203981984,0.44875668203785213,1.3342262860261742,1.6510243758512178,1.7941023130621963
4,stable,julho_levels,level_ge_7m,33,18,15,0.5454545454545454,9,0.5,0.6597003153741879,0.4426666010581593,1.3024334055698412,1.5255139368773427,1.620245806102604
4,unknown,reference,all,19,6,13,0.3157894736842105,4,0.6666666666666666,0.314088747091961,0.2582584028310281,0.6865655252553058,0.7668845028514856,0.7869642472505305
4,unknown,julho_levels,all,19,6,13,0.3157894736842105,3,0.5,0.3902406318933526,0.3307219038512051,0.7585301008026974,0.8399914520074627,0.8603567898086539
4,unknown,reference,level_ge_7m,2,1,1,0.5,0,0.0,0.5861668032600811,0.5861668032600811,0.5861668032600811,0.5861668032600811,0.5861668032600811
4,unknown,julho_levels,level_ge_7m,2,1,1,0.5,0,0.0,0.656703411796741,0.656703411796741,0.656703411796741,0.656703411796741,0.656703411796741
5,rising,reference,all,455,390,65,0.8571428571428571,306,0.7846153846153846,0.3956176473281006,-0.1030254187726206,0.8299940521243874,2.1023654364779523,4.023604409822896
5,rising,julho_levels,all,455,390,65,0.8571428571428571,304,0.7794871794871795,0.3889074542945564,-0.12467855090077921,0.7874692363564991,1.956447949411239,3.210054029360098
5,rising,reference,level_ge_7m,102,83,19,0.8137254901960784,30,0.3614457831325301,0.9844991665637268,0.0032521420134875804,2.0576412192916194,3.3467602811700665,4.023604409822896
5,rising,julho_levels,level_ge_7m,102,83,19,0.8137254901960784,33,0.39759036144578314,0.9362931311926764,0.042675236982371044,1.9163212410726875,2.924992647401184,3.210054029360098
5,falling,reference,all,839,652,187,0.7771156138259833,497,0.7622699386503068,0.3436619228837952,0.04817359684133082,0.7344929326082906,1.3488636096319944,1.7714551144196307
5,falling,julho_levels,all,839,652,187,0.7771156138259833,468,0.7177914110429447,0.37010925430039476,0.12111627974895277,0.7703898128435792,1.2932335227900633,1.5994191166879679
5,falling,reference,level_ge_7m,101,68,33,0.6732673267326733,29,0.4264705882352941,0.695400289527723,0.5566952132571155,1.3945623178460909,1.5434032716057802,1.7714551144196307
5,falling,julho_levels,level_ge_7m,101,68,33,0.6732673267326733,27,0.39705882352941174,0.6969006418762896,0.5835835611395463,1.3247523553591443,1.4463634768536733,1.5994191166879679
5,stable,reference,all,626,536,90,0.8562300319488818,465,0.8675373134328358,0.2734832189631305,0.0064343166109525445,0.6121454629400633,1.2926865670094478,2.707249273466646
5,stable,julho_levels,all,626,536,90,0.8562300319488818,443,0.8264925373134329,0.2977154764781651,0.03412551617693262,0.6524613049241081,1.3599094488468586,2.4751480097585237
5,stable,reference,level_ge_7m,32,17,15,0.53125,6,0.35294117647058826,0.886005812827551,0.5366607035923843,1.5299507909950254,2.342596002547736,2.707249273466646
5,stable,julho_levels,level_ge_7m,32,17,15,0.53125,7,0.4117647058823529,0.8489560580638996,0.5283726526322584,1.4863170746943422,2.1701331410238573,2.4751480097585237
5,unknown,reference,all,20,6,14,0.3,4,0.6666666666666666,0.38100618872013353,-0.0027618797124865,0.5631285714451868,0.6113518520877186,0.6234076722483515
5,unknown,julho_levels,all,20,6,14,0.3,3,0.5,0.4464290508082953,0.09269554784437702,0.6333703703606703,0.7036906069041104,0.7212706660399704
5,unknown,reference,level_ge_7m,2,1,1,0.5,0,0.0,0.6234076722483515,0.6234076722483515,0.6234076722483515,0.6234076722483515,0.6234076722483515
5,unknown,julho_levels,level_ge_7m,2,1,1,0.5,0,0.0,0.7212706660399704,0.7212706660399704,0.7212706660399704,0.7212706660399704,0.7212706660399704
6,rising,reference,all,455,390,65,0.8571428571428571,302,0.7743589743589744,0.42287861931348386,-0.06302702029966392,0.8867132314191586,2.4402216661835476,4.815243764623784
6,rising,julho_levels,all,455,390,65,0.8571428571428571,306,0.7846153846153846,0.41325803312752835,-0.0938064591619232,0.785410568505183,2.2711042386267826,4.190778631942209
6,rising,reference,level_ge_7m,105,85,20,0.8095238095238095,28,0.32941176470588235,1.1026066821074008,0.10164930067062941,2.350597153266909,4.149792717364174,4.815243764623784
6,rising,julho_levels,level_ge_7m,105,85,20,0.8095238095238095,24,0.2823529411764706,1.055061507756759,0.1296895777843762,2.2291054583885574,3.5869583621409857,4.190778631942209
6,falling,reference,all,838,651,187,0.7768496420047732,465,0.7142857142857143,0.38800968772052336,-0.00587670989916549,0.7974171649541901,1.5128413464339374,2.8767744552142265
6,falling,julho_levels,all,838,651,187,0.7768496420047732,444,0.6820276497695853,0.4044847000438527,0.08908630074276284,0.7811542652363705,1.4453643058201937,2.5864945747013266
6,falling,reference,level_ge_7m,98,68,30,0.6938775510204082,26,0.38235294117647056,0.8215306449649377,0.5608264488176804,1.5822817538384697,2.4634238130323722,2.8767744552142265
6,falling,julho_levels,level_ge_7m,98,68,30,0.6938775510204082,23,0.3382352941176471,0.8149329851690188,0.599647020054859,1.4734578150445998,2.1977804689372684,2.5864945747013266
6,stable,reference,all,625,535,90,0.856,446,0.8336448598130841,0.3087734150798331,0.04491268761013057,0.6372021639639489,1.4619225490555472,3.228196029465634
6,stable,julho_levels,all,625,535,90,0.856,409,0.7644859813084112,0.341715865112474,0.08298149560067165,0.6985114148368666,1.464982565382576,2.9373530427956407
6,stable,reference,level_ge_7m,32,17,15,0.53125,6,0.35294117647058826,1.0161890597034617,0.6228634311051702,1.7105072105431316,2.7614428122588586,3.228196029465634
6,stable,julho_levels,level_ge_7m,32,17,15,0.53125,6,0.35294117647058826,0.9664745519256027,0.6106230841298815,1.646396002239641,2.5435210101621193,2.9373530427956407
6,unknown,reference,all,21,6,15,0.2857142857142857,3,0.5,0.4911120035113808,-0.23446201895425337,0.7454721987670592,0.7650544026905177,0.7699499536713823
6,unknown,julho_levels,all,21,6,15,0.2857142857142857,3,0.5,0.4140250288280413,-0.1144139400289838,0.7991812232580793,0.878902857769354,0.8988332663971725
6,unknown,reference,level_ge_7m,2,1,1,0.5,0,0.0,0.7699499536713823,0.7699499536713823,0.7699499536713823,0.7699499536713823,0.7699499536713823
6,unknown,julho_levels,level_ge_7m,2,1,1,0.5,0,0.0,0.8988332663971725,0.8988332663971725,0.8988332663971725,0.8988332663971725,0.8988332663971725
7,rising,reference,all,455,390,65,0.8571428571428571,291,0.7461538461538462,0.45467847464796823,-0.03933906144148839,0.9577694167062051,2.6960020102424047,5.691324727293669
7,rising,julho_levels,all,455,390,65,0.8571428571428571,299,0.7666666666666667,0.4391051070540645,-0.07238437874609104,0.8338718814893616,2.615180405976831,4.913469515100857
7,rising,reference,level_ge_7m,109,88,21,0.8073394495412844,23,0.26136363636363635,1.1923909627854534,0.11978429909096298,2.578713523191786,4.711150168021502,5.691324727293669
7,rising,julho_levels,level_ge_7m,109,88,21,0.8073394495412844,23,0.26136363636363635,1.1324867782875576,0.1639551033010047,2.4980869427152594,3.7099353233195673,4.913469515100857
7,falling,reference,all,838,651,187,0.7768496420047732,428,0.6574500768049155,0.43939763228107576,-0.05854746967882923,0.9074346896752346,1.6754500211476717,3.937424309910652
7,falling,julho_levels,all,838,651,187,0.7768496420047732,426,0.6543778801843319,0.43932527379146946,0.05945988507320319,0.8094142792781192,1.5812721636470002,3.480506097726897
7,falling,reference,level_ge_7m,94,67,27,0.7127659574468085,24,0.3582089552238806,0.9242739194607389,0.5717614805110998,1.7568867152862693,3.3853026704737332,3.937424309910652
7,falling,julho_levels,level_ge_7m,94,67,27,0.7127659574468085,22,0.3283582089552239,0.9126468638297208,0.6174424732161354,1.6347544898585031,3.051559306222474,3.480506097726897
7,stable,reference,all,623,533,90,0.85553772070626,430,0.8067542213883677,0.3493869168015712,0.07961882122888614,0.7098818819098287,1.5912278583415822,3.4328456680570287
7,stable,julho_levels,all,623,533,90,0.85553772070626,389,0.7298311444652908,0.38406462281010423,0.13046256627823588,0.7904623866453515,1.5866796917580515,3.084142211654555
7,stable,reference,level_ge_7m,32,17,15,0.53125,3,0.17647058823529413,1.2130678015058693,0.6160408834893457,1.8699559987812944,2.9482596785996034,3.4328456680570287
7,stable,julho_levels,level_ge_7m,32,17,15,0.53125,5,0.29411764705882354,1.1229062071312768,0.620627987750116,1.7843844713107284,2.684096950850394,3.084142211654555
7,unknown,reference,all,22,6,16,0.2727272727272727,2,0.3333333333333333,0.6776224527567765,-0.358454035025948,0.9532180004158675,0.9566478026371615,0.957505253192485
7,unknown,julho_levels,all,22,6,16,0.2727272727272727,3,0.5,0.5864538163328965,-0.2132610472248723,0.9225223305566674,1.0801671119705918,1.1195783073240726
7,unknown,reference,level_ge_7m,2,1,1,0.5,0,0.0,0.957505253192485,0.957505253192485,0.957505253192485,0.957505253192485,0.957505253192485
7,unknown,julho_levels,level_ge_7m,2,1,1,0.5,0,0.0,1.1195783073240726,1.1195783073240726,1.1195783073240726,1.1195783073240726,1.1195783073240726
8,rising,reference,all,455,390,65,0.8571428571428571,286,0.7333333333333333,0.4912304400655822,-0.01587934445268848,1.0172202012785507,2.9155293257263932,6.120423180923719
8,rising,julho_levels,all,455,390,65,0.8571428571428571,296,0.7589743589743589,0.4703623765384645,-0.05165329844991996,0.956251372171571,2.881305264013561,5.290344913970436
8,rising,reference,level_ge_7m,112,90,22,0.8035714285714286,25,0.2777777777777778,1.2850414529976837,0.12783814076354433,2.6897682641593947,5.624015239899323,6.120423180923719
8,rising,julho_levels,level_ge_7m,112,90,22,0.8035714285714286,24,0.26666666666666666,1.2227759976746266,0.1833454533129828,2.5013994627712606,4.442735961306835,5.290344913970436
8,falling,reference,all,837,650,187,0.7765830346475507,387,0.5953846153846154,0.4998492398786916,-0.10318731779065991,1.0706798706939702,1.8134009015402677,4.652455920643014
8,falling,julho_levels,all,837,650,187,0.7765830346475507,388,0.5969230769230769,0.47101143989195093,0.03838675013561804,0.8519954471957518,1.667179809940072,4.128088884426527
8,falling,reference,level_ge_7m,89,65,24,0.7303370786516854,21,0.3230769230769231,1.0172007517422375,0.5944011142676584,1.9061678402794109,4.220750645111784,4.652455920643014
8,falling,julho_levels,level_ge_7m,89,65,24,0.7303370786516854,19,0.2923076923076923,1.0011741108204377,0.6460988769088328,1.7739470286926051,3.7521930196974003,4.128088884426527
8,stable,reference,all,622,532,90,0.8553054662379421,406,0.7631578947368421,0.39024784381911437,0.10209606919264357,0.7954206875217049,1.6359010447275353,3.481113527001943
8,stable,julho_levels,all,622,532,90,0.8553054662379421,370,0.6954887218045113,0.42257482571404825,0.1671986323395971,0.901475675425597,1.7547430007998566,3.076252751572131
8,stable,reference,level_ge_7m,34,19,15,0.5588235294117647,4,0.21052631578947367,1.3239030189859275,0.4568922583722922,2.2722166778830464,3.321699881929915,3.481113527001943
8,stable,julho_levels,level_ge_7m,34,19,15,0.5588235294117647,4,0.21052631578947367,1.2159546261545902,0.4721639274752202,2.0907363002986825,2.894893319165455,3.076252751572131
8,unknown,reference,all,23,6,17,0.2608695652173913,2,0.3333333333333333,0.7626532634894717,-0.41040572001139936,1.1312309176710549,1.1908215474605255,1.205719204907893
8,unknown,julho_levels,all,23,6,17,0.2608695652173913,2,0.3333333333333333,0.657309468338327,-0.23995528799113552,0.9893464677637975,1.1995193263860193,1.2520625410415747
8,unknown,reference,level_ge_7m,2,1,1,0.5,0,0.0,1.0567426304342167,1.0567426304342167,1.0567426304342167,1.0567426304342167,1.0567426304342167
8,unknown,julho_levels,level_ge_7m,2,1,1,0.5,0,0.0,1.2520625410415747,1.2520625410415747,1.2520625410415747,1.2520625410415747,1.2520625410415747
9,rising,reference,all,454,389,65,0.8568281938325991,271,0.6966580976863753,0.5541569816719519,-0.011730032567380064,1.1365316715768514,3.2992636331852045,7.366754135676329
9,rising,julho_levels,all,454,389,65,0.8568281938325991,290,0.7455012853470437,0.5239842745833058,-0.04595723411582136,1.0961434890967778,3.0534869226118686,6.286673602768847
9,rising,reference,level_ge_7m,115,92,23,0.8,23,0.25,1.4490323383549497,0.03328140077535812,3.044649057487567,6.81462105513049,7.366754135676329
9,rising,julho_levels,level_ge_7m,115,92,23,0.8,26,0.2826086956521739,1.3715415227272953,0.11067676667822719,2.7960491713736566,5.969960781328097,6.286673602768847
9,falling,reference,all,836,649,187,0.7763157894736842,338,0.5208012326656395,0.5671803868968772,-0.13789137230847828,1.1813156967909788,1.927762465881248,5.194239871862412
9,falling,julho_levels,all,836,649,187,0.7763157894736842,379,0.5839753466872111,0.5034146407473366,0.026321614910606132,0.8963081440253903,1.70854782307162,4.609121552424511
9,falling,reference,level_ge_7m,85,63,22,0.7411764705882353,19,0.30158730158730157,1.0900118781918626,0.6193923544063725,2.047355232438829,4.844251875414902,5.194239871862412
9,falling,julho_levels,level_ge_7m,85,63,22,0.7411764705882353,17,0.2698412698412698,1.0814427316499786,0.6733170019521213,1.8975912813073006,4.313000656311168,4.609121552424511
9,stable,reference,all,622,532,90,0.8553054662379421,373,0.7011278195488722,0.4351154064302818,0.10760274600995169,0.9011991917128527,1.654488151309842,4.209504100862993
9,stable,julho_levels,all,622,532,90,0.8553054662379421,358,0.6729323308270677,0.45584881701653707,0.18733748991052673,0.9879492793811006,1.8239405574133414,3.6917755331820246
9,stable,reference,level_ge_7m,35,21,14,0.6,4,0.19047619047619047,1.4985499115454377,0.2278760781761877,3.100673665546754,3.927501406226131,4.209504100862993
9,stable,julho_levels,level_ge_7m,35,21,14,0.6,4,0.19047619047619047,1.3795510074663062,0.24555043394064724,2.7083921159791933,3.4336636129695237,3.6917755331820246
9,unknown,reference,all,24,6,18,0.25,2,0.3333333333333333,0.8171144896503618,-0.4095135775587775,1.2609973365982572,1.2915530168570606,1.2991919369217615
9,unknown,julho_levels,all,24,6,18,0.25,2,0.3333333333333333,0.699494933697563,-0.21648293263482454,1.0868636272142054,1.3766015279934136,1.4490360031882155
9,unknown,reference,level_ge_7m,2,1,1,0.5,0,0.0,1.2228027362747529,1.2228027362747529,1.2228027362747529,1.2228027362747529,1.2228027362747529
9,unknown,julho_levels,level_ge_7m,2,1,1,0.5,0,0.0,1.4490360031882155,1.4490360031882155,1.4490360031882155,1.4490360031882155,1.4490360031882155
10,rising,reference,all,453,388,65,0.8565121412803532,263,0.6778350515463918,0.6115048552865687,0.014011590237665749,1.2688076304202967,3.4220574023871158,8.405707625670848
10,rising,julho_levels,all,453,388,65,0.8565121412803532,277,0.7139175257731959,0.5711725922436005,-0.01823705981851718,1.171737471543897,3.170888577643435,7.189303791286582
10,rising,reference,level_ge_7m,117,93,24,0.7948717948717948,25,0.26881720430107525,1.5565043878643232,0.016946314451871034,3.193618579533002,7.607563388274845,8.405707625670848
10,rising,julho_levels,level_ge_7m,117,93,24,0.7948717948717948,27,0.2903225806451613,1.4851639933308236,0.10890245683806526,2.9236431478799942,7.133921907450096,7.189303791286582
10,falling,reference,all,835,648,187,0.7760479041916167,298,0.45987654320987653,0.6300411968835463,-0.16287600982724526,1.2527129362770988,1.979793318862723,5.7443205338491365
10,falling,julho_levels,all,835,648,187,0.7760479041916167,362,0.558641975308642,0.5343664099138493,0.022436806420949387,0.9380171327377682,1.7922607715913756,5.106731355608688
10,falling,reference,level_ge_7m,83,62,21,0.7469879518072289,16,0.25806451612903225,1.1652895172479685,0.6192639784911224,2.1845392123409546,5.135707043335222,5.7443205338491365
10,falling,julho_levels,level_ge_7m,83,62,21,0.7469879518072289,15,0.24193548387096775,1.1441230193922551,0.6714576402790281,1.995780434029404,4.556980223468245,5.106731355608688
10,stable,reference,all,622,532,90,0.8553054662379421,346,0.650375939849624,0.4908380880520539,0.09250351171950033,0.9926752540236735,1.7891550324448364,5.0351078741646615
10,stable,julho_levels,all,622,532,90,0.8553054662379421,356,0.6691729323308271,0.4829754117964933,0.18725777602037316,1.0410951222944933,1.8105289621020548,4.473982040224118
10,stable,reference,level_ge_7m,35,23,12,0.6571428571428571,3,0.13043478260869565,1.7310383274179832,-0.05004542559008643,3.3972535316413013,4.710857968190645,5.0351078741646615
10,stable,julho_levels,level_ge_7m,35,23,12,0.6571428571428571,3,0.13043478260869565,1.5980833150342222,-0.028621029458664647,2.930331097289829,4.210331007719342,4.473982040224118
10,unknown,reference,all,25,6,19,0.24,2,0.3333333333333333,0.8493575165141296,-0.3834240713456192,1.3566208588704,1.389564440178505,1.397800335505531
10,unknown,julho_levels,all,25,6,19,0.24,2,0.3333333333333333,0.7216678507933527,-0.1715500808118405,1.1837906442316777,1.5570407768019652,1.6503533099445367
10,unknown,reference,level_ge_7m,2,1,1,0.5,0,0.0,1.397800335505531,1.397800335505531,1.397800335505531,1.397800335505531,1.397800335505531
10,unknown,julho_levels,level_ge_7m,2,1,1,0.5,0,0.0,1.6503533099445367,1.6503533099445367,1.6503533099445367,1.6503533099445367,1.6503533099445367
11,rising,reference,all,452,387,65,0.8561946902654868,242,0.6253229974160207,0.6820988845593675,0.05122417716470445,1.4713301022263054,3.63606738412765,9.391440266156348
11,rising,julho_levels,all,452,387,65,0.8561946902654868,265,0.6847545219638242,0.6294784429846232,0.023059770021516966,1.353096808049601,3.469303520199273,8.086268435347241
11,rising,reference,level_ge_7m,118,94,24,0.7966101694915254,22,0.23404255319148937,1.680674824187773,0.008655454922609752,3.382645030765643,8.231660376136354,9.391440266156348
11,rising,julho_levels,level_ge_7m,118,94,24,0.7966101694915254,29,0.30851063829787234,1.6020673616528294,0.11358760424528792,3.0957363497443495,7.83577134177754,8.086268435347241
11,falling,reference,all,834,647,187,0.7757793764988009,274,0.4234930448222566,0.6840639128899492,-0.18504009095928925,1.3412418399119517,2.0639528650700947,6.132562306480447
11,falling,julho_levels,all,834,647,187,0.7757793764988009,365,0.5641421947449768,0.5575174437091694,0.02101700689906587,1.0184677388274284,1.9519831220851656,5.451894885317248
11,falling,reference,level_ge_7m,82,62,20,0.7560975609756098,14,0.22580645161290322,1.2739177743535723,0.5715545355120824,2.2845359512109296,5.377806559479333,6.132562306480447
