observed_cluster_id,nominal_lead_h,first_exceedance_at,complete_observed_cluster,independence_certified,family,subset,observed_targets,paired_n,forecast_failures_with_truth,coverage,within_0_50_n,within_0_50_fraction,mae_m,bias_m,p90_abs_m,p98_abs_m,max_abs_m
f803fdacd0779dfe9e87b834,8,2026-08-13T08:30:00+00:00,False,False,reference,level_ge_7m,49,40,9,0.8163265306122449,13,0.325,0.6605496467141451,0.5529852624358673,1.094571701352689,1.1222098493575445,1.1571793957334382
f803fdacd0779dfe9e87b834,8,2026-08-13T08:30:00+00:00,False,False,julho_levels,level_ge_7m,49,40,9,0.8163265306122449,14,0.35,0.6374175473550047,0.49114588631469724,1.0131640922717444,1.1015880321297202,1.125597690206492
f803fdacd0779dfe9e87b834,9,2026-08-13T08:30:00+00:00,False,False,reference,level_ge_7m,49,41,8,0.8367346938775511,14,0.34146341463414637,0.6691747071088101,0.5427562960528353,1.1387723489594421,1.2008184031587348,1.2076031276435373
f803fdacd0779dfe9e87b834,9,2026-08-13T08:30:00+00:00,False,False,julho_levels,level_ge_7m,49,41,8,0.8367346938775511,16,0.3902439024390244,0.6376092146066777,0.47541648568793854,1.0244707132755142,1.1637739006134131,1.1864113121110567
f803fdacd0779dfe9e87b834,10,2026-08-13T08:30:00+00:00,False,False,reference,level_ge_7m,49,42,7,0.8571428571428571,14,0.3333333333333333,0.6997189594481903,0.526402629588542,1.1789652921820262,1.233123081029988,1.2356625262625478
f803fdacd0779dfe9e87b834,10,2026-08-13T08:30:00+00:00,False,False,julho_levels,level_ge_7m,49,42,7,0.8571428571428571,17,0.40476190476190477,0.6600852500815488,0.45476197044454253,1.0759663008838882,1.215997924489258,1.249529864987574
f803fdacd0779dfe9e87b834,11,2026-08-13T08:30:00+00:00,False,False,reference,level_ge_7m,49,43,6,0.8775510204081632,14,0.32558139534883723,0.7472069282159662,0.5049740465521285,1.2249454158750375,1.2766328105219038,1.3266723060158885
f803fdacd0779dfe9e87b834,11,2026-08-13T08:30:00+00:00,False,False,julho_levels,level_ge_7m,49,43,6,0.8775510204081632,16,0.37209302325581395,0.6950577613208881,0.43168166441782335,1.0641175367527869,1.2392806581770837,1.274134929974153
f803fdacd0779dfe9e87b834,12,2026-08-13T08:30:00+00:00,False,False,reference,level_ge_7m,49,44,5,0.8979591836734694,8,0.18181818181818182,0.8023591966206031,0.4813846340373123,1.267364294890696,1.3668257765998109,1.4028212579805697
f803fdacd0779dfe9e87b834,12,2026-08-13T08:30:00+00:00,False,False,julho_levels,level_ge_7m,49,44,5,0.8979591836734694,12,0.2727272727272727,0.7390993769109669,0.4036075683294227,1.1200066343109882,1.2282931917147148,1.243202839580574
dcbe85f6ad3172a997c77a58,1,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,18,1.0,0.11137915102550193,-0.0691195218512483,0.2359468449443834,0.32723623742793545,0.3641287673038027
dcbe85f6ad3172a997c77a58,1,2026-08-31T08:15:00+00:00,True,False,julho_levels,level_ge_7m,18,18,0,1.0,18,1.0,0.11421083431874246,-0.06902986767242231,0.23985084361025005,0.33183191857792815,0.37056986709367745
dcbe85f6ad3172a997c77a58,2,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,18,1.0,0.1727962419647955,-0.11818200545164093,0.4059275405548135,0.49438993621089916,0.4955980620850813
dcbe85f6ad3172a997c77a58,2,2026-08-31T08:15:00+00:00,True,False,julho_levels,level_ge_7m,18,18,0,1.0,16,0.8888888888888888,0.1792915710293156,-0.11759689768263984,0.41061802161906646,0.5066623127302133,0.5069708505103057
dcbe85f6ad3172a997c77a58,3,2026-08-31T08:15:00+00:00,True,False,reference,level_ge_7m,18,18,0,1.0,17,0.9444444444444444,0.23381618403976093,-0.13742180941470364,0.41700098163329197,0.5429752044254395,0.5785445139741281
