phase,profile,horizon_h,population,subset,reference,relation,observed_targets,pairs,failures,reference_hits,hybrid_hits,hits_delta,reference_mae_m,hybrid_mae_m,mae_m_delta,reference_bias_m,hybrid_bias_m,bias_m_delta,reference_p98_abs_m,hybrid_p98_abs_m,p98_abs_m_delta,reference_max_abs_m,hybrid_max_abs_m,max_abs_m_delta
test,A,10,full_schedule,all,profile_B_control,cross_profile,1935,1919,16,1406,1355,-51,0.4418996974271682,0.4355963232278381,-0.006303374199330136,-0.07249731027102432,-0.07097449583978346,0.0015228144312408598,1.9277594038616077,1.5351917995481867,-0.39256760431342097,6.1922946079013705,7.469394109179905,1.2770995012785349
test,A,10,full_schedule,level_ge_7m,mixed_profile_candidate,primary_tree_only,237,236,1,90,103,13,1.05730422497696,0.904255447688861,-0.15304877728809896,-0.21318551242548123,-0.20113495305758405,0.012050559367897173,5.65075591024608,4.8555111751201405,-0.7952447351259391,6.339306509605971,7.469394109179905,1.1300875995739341
test,A,10,full_schedule,level_ge_7m,profile_A_control,matching_profile,237,236,1,88,103,15,1.0271418171782014,0.904255447688861,-0.1228863694893404,-0.21260616529891163,-0.20113495305758405,0.011471212241327577,5.481756312565704,4.8555111751201405,-0.6262451374455633,6.511789742894907,7.469394109179905,0.9576043662849987
test,A,10,full_schedule,level_ge_7m,profile_B_control,cross_profile,237,236,1,94,103,9,1.0917462929393307,0.904255447688861,-0.18749084525046966,-0.24152362616635786,-0.20113495305758405,0.04038867310877381,5.699810652295418,4.8555111751201405,-0.8442994771752774,6.1922946079013705,7.469394109179905,1.2770995012785349
test,A,10,complete24,all,mixed_profile_candidate,primary_tree_only,1339,1339,0,1017,970,-47,0.37944981009756984,0.40138832569253946,0.02193851559496962,-0.049580644201119926,-0.06609816175928244,-0.01651751755816252,1.5287446285458417,1.3483587601026505,-0.18038586844319116,3.198941444263845,3.2516705987527317,0.05272915448888682
test,A,10,complete24,all,profile_A_control,matching_profile,1339,1339,0,1032,970,-62,0.375033579683959,0.40138832569253946,0.026354746008580454,-0.0334575656857328,-0.06609816175928244,-0.032640596073549646,1.4520769943696634,1.3483587601026505,-0.10371823426701288,3.252112412471128,3.2516705987527317,-0.0004418137183961335
test,A,10,complete24,all,profile_B_control,cross_profile,1339,1339,0,1005,970,-35,0.3961164785571026,0.40138832569253946,0.00527184713543688,-0.07518132886069341,-0.06609816175928244,0.009083167101410966,1.5408658555738148,1.3483587601026505,-0.1925070954711643,3.8076546957293225,3.2516705987527317,-0.5559840969765908
test,A,10,complete24,level_ge_7m,mixed_profile_candidate,primary_tree_only,140,140,0,64,73,9,0.7878340134884663,0.6684663082085947,-0.11936770527987162,-0.09550725196842538,-0.09378955921048257,0.0017176927579428125,2.8840352820367836,2.6839478489618114,-0.20008743307497223,3.198941444263845,3.2516705987527317,0.05272915448888682
test,A,10,complete24,level_ge_7m,profile_A_control,matching_profile,140,140,0,64,73,9,0.7665349756563126,0.6684663082085947,-0.09806866744771792,-0.08209177174047658,-0.09378955921048257,-0.011697787470005994,2.7430789524562296,2.6839478489618114,-0.05913110349441819,3.252112412471128,3.2516705987527317,-0.0004418137183961335
test,A,10,complete24,level_ge_7m,profile_B_control,cross_profile,140,140,0,65,73,8,0.8276946826075073,0.6684663082085947,-0.1592283743989127,-0.15066739090897546,-0.09378955921048257,0.05687783169849289,2.9883636202769286,2.6839478489618114,-0.3044157713151172,3.8076546957293225,3.2516705987527317,-0.5559840969765908
test,A,10,missing24,all,mixed_profile_candidate,primary_tree_only,596,580,16,401,385,-16,0.5302488397424989,0.5145696140895016,-0.015679225652997286,-0.06966935136468004,-0.08223210158769872,-0.012562750223018684,2.790446909453312,2.147143625237489,-0.6433032842158228,6.339306509605971,7.469394109179905,1.1300875995739341
test,A,10,missing24,all,profile_A_control,matching_profile,596,580,16,396,385,-11,0.5269476056426254,0.5145696140895016,-0.012377991553123802,-0.0699102701460543,-0.08223210158769872,-0.01232183144164442,2.827665157367319,2.147143625237489,-0.6805215321298297,6.511789742894907,7.469394109179905,0.9576043662849987
test,A,10,missing24,all,profile_B_control,cross_profile,596,580,16,401,385,-16,0.5475957837496129,0.5145696140895016,-0.03302616966011129,-0.06630092942349514,-0.08223210158769872,-0.01593117216420359,2.900530687197488,2.147143625237489,-0.7533870619599989,6.1922946079013705,7.469394109179905,1.2770995012785349
test,A,10,missing24,level_ge_7m,mixed_profile_candidate,primary_tree_only,97,96,1,26,30,4,1.4502816167310133,1.2481146094309163,-0.20216700730009696,-0.3847996422586876,-0.357680319084607,0.027119323174080612,6.067441064523961,6.180848239250965,0.11340717472700401,6.339306509605971,7.469394109179905,1.1300875995739341
test,A,10,missing24,level_ge_7m,profile_A_control,matching_profile,97,96,1,24,30,6,1.4071934610642893,1.2481146094309163,-0.159078851633373,-0.4029396559049627,-0.357680319084607,0.04525933682035571,6.021443905628565,6.180848239250965,0.15940433362240025,6.511789742894907,7.469394109179905,0.9576043662849987
test,A,10,missing24,level_ge_7m,profile_B_control,cross_profile,97,96,1,29,30,1,1.4768215580065729,1.2481146094309163,-0.22870694857565654,-0.3740223025833737,-0.357680319084607,0.0163419834987667,6.1157194022334815,6.180848239250965,0.0651288370174834,6.1922946079013705,7.469394109179905,1.2770995012785349
test,A,11,full_schedule,all,mixed_profile_candidate,primary_tree_only,1934,1917,17,1348,1249,-99,0.4688840541893353,0.4773792910097351,0.008495236820399765,-0.08340821570774713,-0.08262194720084043,0.0007862685069067038,2.2585217949615344,1.7560956247453159,-0.5024261702162185,7.15943769248484,8.18067765348578,1.0212399610009406
test,A,11,full_schedule,all,profile_A_control,matching_profile,1934,1917,17,1336,1249,-87,0.46483961851243744,0.4773792910097351,0.01253967249729765,-0.07174115399877685,-0.08262194720084043,-0.010880793202063574,2.2188750520964926,1.7560956247453159,-0.4627794273511767,7.1933341782238,8.18067765348578,0.9873434752619801
test,A,11,full_schedule,all,profile_B_control,cross_profile,1934,1917,17,1328,1249,-79,0.47543626984854775,0.4773792910097351,0.0019430211611873305,-0.09007788904074153,-0.08262194720084043,0.007455941839901101,2.2050219252487846,1.7560956247453159,-0.4489263005034687,6.669592937105812,8.18067765348578,1.511084716379968
test,A,11,full_schedule,level_ge_7m,mixed_profile_candidate,primary_tree_only,237,236,1,82,92,10,1.2117416688285163,1.0231391716791303,-0.18860249714938604,-0.3281422245469177,-0.21283108705091014,0.11531113749600758,6.257999730274706,5.417266837297721,-0.8407328929769857,7.15943769248484,8.18067765348578,1.0212399610009406
test,A,11,full_schedule,level_ge_7m,profile_A_control,matching_profile,237,236,1,88,92,4,1.167452400439356,1.0231391716791303,-0.1443132287602258,-0.2910094263112121,-0.21283108705091014,0.07817833926030199,6.060967702353861,5.417266837297721,-0.6437008650561404,7.1933341782238,8.18067765348578,0.9873434752619801
test,A,11,full_schedule,level_ge_7m,profile_B_control,cross_profile,237,236,1,86,92,6,1.2150173040131118,1.0231391716791303,-0.19187813233398154,-0.3224780336097409,-0.21283108705091014,0.10964694655883078,5.970163907798036,5.417266837297721,-0.5528970705003156,6.669592937105812,8.18067765348578,1.511084716379968
test,A,11,complete24,all,mixed_profile_candidate,primary_tree_only,1338,1338,0,976,888,-88,0.4140524674218558,0.4406887877041732,0.026636320282317383,-0.07959767756539964,-0.07961702312033926,-1.9345554939625975e-05,1.5978382604460433,1.43714477348372,-0.16069348696232333,4.059983313554843,3.2055113230184915,-0.8544719905363518
test,A,11,complete24,all,profile_A_control,matching_profile,1338,1338,0,967,888,-79,0.4134046449716045,0.4406887877041732,0.027284142732568684,-0.06932606669894702,-0.07961702312033926,-0.010290956421392244,1.5336035098458884,1.43714477348372,-0.0964587363621685,3.849960848752257,3.2055113230184915,-0.6444495257337657
test,A,11,complete24,all,profile_B_control,cross_profile,1338,1338,0,965,888,-77,0.4186317212113308,0.4406887877041732,0.022057066492842392,-0.09652880732133183,-0.07961702312033926,0.01691178420099257,1.613856872195007,1.43714477348372,-0.17671209871128712,4.150683164893289,3.2055113230184915,-0.9451718418747976
test,A,11,complete24,level_ge_7m,mixed_profile_candidate,primary_tree_only,140,140,0,59,65,6,0.9016870321437316,0.760992305276285,-0.14069472686744655,-0.17962641276955807,-0.11459531785919722,0.06503109491036085,3.279642449493056,2.930017073081027,-0.3496253764120292,4.059983313554843,3.2055113230184915,-0.8544719905363518
test,A,11,complete24,level_ge_7m,profile_A_control,matching_profile,140,140,0,64,65,1,0.8501573559558026,0.760992305276285,-0.08916505067951752,-0.1552379735370739,-0.11459531785919722,0.04064265567787667,3.141095608493031,2.930017073081027,-0.21107853541200416,3.849960848752257,3.2055113230184915,-0.6444495257337657
test,A,11,complete24,level_ge_7m,profile_B_control,cross_profile,140,140,0,64,65,1,0.8929767318431742,0.760992305276285,-0.13198442656688913,-0.23449708167862465,-0.11459531785919722,0.11990176381942744,3.6456127445676545,2.930017073081027,-0.7155956714866276,4.150683164893289,3.2055113230184915,-0.9451718418747976
test,A,11,missing24,all,mixed_profile_candidate,primary_tree_only,596,579,17,372,361,-11,0.5955933168748061,0.5621666717054894,-0.033426645169316704,-0.09221391524913045,-0.08956596865111771,0.002647946598012735,3.350122149502336,2.5101980628181644,-0.8399240866841717,7.15943769248484,8.18067765348578,1.0212399610009406
test,A,11,missing24,all,profile_A_control,matching_profile,596,579,17,369,361,-8,0.5836997128088701,0.5621666717054894,-0.021533041103380723,-0.07732213294035255,-0.08956596865111771,-0.012243835710765164,3.1428715849775974,2.5101980628181644,-0.6326735221594331,7.1933341782238,8.18067765348578,0.9873434752619801
test,A,11,missing24,all,profile_B_control,cross_profile,596,579,17,363,361,-2,0.6067048122951735,0.5621666717054894,-0.04453814058968408,-0.07517058565657948,-0.08956596865111771,-0.014395382994538228,3.3550465713717457,2.5101980628181644,-0.8448485085535813,6.669592937105812,8.18067765348578,1.511084716379968
test,A,11,missing24,level_ge_7m,mixed_profile_candidate,primary_tree_only,97,96,1,23,27,4,1.6639046806604938,1.4054366851832791,-0.25846799547721466,-0.5447277833889006,-0.35609158378882483,0.18863619960007577,6.774312708632087,7.012460177611683,0.23814746897959527,7.15943769248484,8.18067765348578,1.0212399610009406
test,A,11,missing24,level_ge_7m,profile_A_control,matching_profile,97,96,1,24,27,3,1.630174340311205,1.4054366851832791,-0.22473765512792587,-0.48900946160683034,-0.35609158378882483,0.13291787781800551,6.323824280762551,7.012460177611683,0.6886358968491315,7.1933341782238,8.18067765348578,0.9873434752619801
test,A,11,missing24,level_ge_7m,profile_B_control,cross_profile,97,96,1,22,27,5,1.6846598050942714,1.4054366851832791,-0.27922311991099225,-0.4507835885092856,-0.35609158378882483,0.0946920047204608,6.254745938844889,7.012460177611683,0.7577142387667939,6.669592937105812,8.18067765348578,1.511084716379968
test,A,12,full_schedule,all,mixed_profile_candidate,primary_tree_only,1933,1915,18,1304,1208,-96,0.49747435731090545,0.5057556908493873,0.008281333538481872,-0.08377757758054155,-0.09671821037585795,-0.012940632795316404,2.539260988214759,1.9681018931740246,-0.5711590950407344,7.792800339521805,8.991902752727224,1.199102413205419
test,A,12,full_schedule,all,profile_A_control,matching_profile,1933,1915,18,1314,1208,-106,0.48703728990212314,0.5057556908493873,0.01871840094726418,-0.07812136407325138,-0.09671821037585795,-0.01859684630260658,2.3949826911657883,1.9681018931740246,-0.4268807979917637,7.575214133637115,8.991902752727224,1.4166886190901096
test,A,12,full_schedule,all,profile_B_control,cross_profile,1933,1915,18,1302,1208,-94,0.495427883075339,0.5057556908493873,0.010327807774048292,-0.08584292622876104,-0.09671821037585795,-0.010875284147096917,2.5069217956076364,1.9681018931740246,-0.5388199024336118,7.103354101008396,8.991902752727224,1.8885486517188284
test,A,12,full_schedule,level_ge_7m,mixed_profile_candidate,primary_tree_only,237,236,1,75,91,16,1.3286731218781722,1.110717022896165,-0.2179560989820073,-0.4001053870865401,-0.28187294851416067,0.11823243857237942,6.5612089405589185,6.463651735392137,-0.09755720516678146,7.792800339521805,8.991902752727224,1.199102413205419
test,A,12,full_schedule,level_ge_7m,profile_A_control,matching_profile,237,236,1,91,91,0,1.2469468675886748,1.110717022896165,-0.13622984469250987,-0.34118907892999634,-0.28187294851416067,0.059316130415835666,6.3661798390046735,6.463651735392137,0.09747189638746345,7.575214133637115,8.991902752727224,1.4166886190901096
test,A,12,full_schedule,level_ge_7m,profile_B_control,cross_profile,237,236,1,75,91,16,1.2999399575985824,1.110717022896165,-0.18922293470241747,-0.3867507181520701,-0.28187294851416067,0.10487776963790946,6.229580735909771,6.463651735392137,0.2340709994823662,7.103354101008396,8.991902752727224,1.8885486517188284
test,A,12,complete24,all,mixed_profile_candidate,primary_tree_only,1337,1337,0,946,861,-85,0.4403460422136695,0.46344125213097387,0.02309520991730435,-0.0840577140975093,-0.09115786556429584,-0.007100151466786539,1.706370616509934,1.6224421513511231,-0.0839284651588108,4.4999663601491395,4.129172664350989,-0.3707936957981506
test,A,12,complete24,all,profile_A_control,matching_profile,1337,1337,0,942,861,-81,0.4351065231054525,0.46344125213097387,0.028334729025521366,-0.07534639437919882,-0.09115786556429584,-0.015811471185097015,1.6307786942648272,1.6224421513511231,-0.008336542913704115,4.254528362117192,4.129172664350989,-0.12535569776620292
test,A,12,complete24,all,profile_B_control,cross_profile,1337,1337,0,937,861,-76,0.44331245817054155,0.46344125213097387,0.020128793960432323,-0.08992406514676851,-0.09115786556429584,-0.0012338004175273254,1.8169935927210399,1.6224421513511231,-0.19455144136991676,4.342529399645422,4.129172664350989,-0.21335673529443344
test,A,12,complete24,level_ge_7m,mixed_profile_candidate,primary_tree_only,140,140,0,58,66,8,0.9872099973780499,0.8287857610563021,-0.15842423632174785,-0.25996032534961655,-0.1545320458686667,0.10542827948094985,3.5767917490583976,3.540159013931918,-0.03663273512647969,4.4999663601491395,4.129172664350989,-0.3707936957981506
test,A,12,complete24,level_ge_7m,profile_A_control,matching_profile,140,140,0,63,66,3,0.9429685554604508,0.8287857610563021,-0.11418279440414869,-0.22487388815030493,-0.1545320458686667,0.07034184228163823,3.5272691340366933,3.540159013931918,0.01288987989522461,4.254528362117192,4.129172664350989,-0.12535569776620292
test,A,12,complete24,level_ge_7m,profile_B_control,cross_profile,140,140,0,55,66,11,0.9902661232156409,0.8287857610563021,-0.1614803621593388,-0.2531550146281007,-0.1545320458686667,0.098622968759434,3.6163693268360593,3.540159013931918,-0.07621031290414138,4.342529399645422,4.129172664350989,-0.21335673529443344
test,A,12,missing24,all,mixed_profile_candidate,primary_tree_only,596,578,18,358,347,-11,0.6296206501915361,0.603635283525025,-0.02598536666651108,-0.08312958013558329,-0.10958011524274122,-0.026450535107157933,3.9458231510492694,2.9678486139789353,-0.9779745370703341,7.792800339521805,8.991902752727224,1.199102413205419
test,A,12,missing24,all,profile_A_control,matching_profile,596,578,18,372,347,-25,0.6071608802259097,0.603635283525025,-0.0035255967008847033,-0.08454028186035906,-0.10958011524274122,-0.025039833382382165,3.9525312296162642,2.9678486139789353,-0.984682615637329,7.575214133637115,8.991902752727224,1.4166886190901096
test,A,12,missing24,all,profile_B_control,cross_profile,596,578,18,365,347,-18,0.6159786150783049,0.603635283525025,-0.012343331553279824,-0.07640264468312781,-0.10958011524274122,-0.03317747055961341,3.8505569557330372,2.9678486139789353,-0.882708341754102,7.103354101008396,8.991902752727224,1.8885486517188284
test,A,12,missing24,level_ge_7m,mixed_profile_candidate,primary_tree_only,97,96,1,17,25,8,1.8266401784408508,1.5218667797459648,-0.30477339869488596,-0.6044836021195535,-0.46757843153883955,0.136905170580714,6.8094934624401695,7.597809882618388,0.7883164201782185,7.792800339521805,8.991902752727224,1.199102413205419
test,A,12,missing24,level_ge_7m,profile_A_control,matching_profile,97,96,1,28,25,-3,1.6902485727756673,1.5218667797459648,-0.16838179302970246,-0.5108153988170464,-0.46757843153883955,0.04323696727820686,6.605215592350956,7.597809882618388,0.9925942902674318,7.575214133637115,8.991902752727224,1.4166886190901096
test,A,12,missing24,level_ge_7m,profile_B_control,cross_profile,97,96,1,20,25,5,1.7515476327403723,1.5218667797459648,-0.22968085299440744,-0.5815777857911923,-0.46757843153883955,0.1139993542523528,6.782253750923857,7.597809882618388,0.8155561316945308,7.103354101008396,8.991902752727224,1.8885486517188284
test,B,1,full_schedule,all,mixed_profile_candidate,primary_tree_only,1944,1940,4,1931,1935,4,0.04625830552081716,0.03849374970534464,-0.007764555815472522,0.0003422854988490662,-0.0023315359488435567,-0.002673821447692623,0.27337731966194434,0.21506874473785406,-0.05830857492409028,1.5158225447286915,1.0790211541664672,-0.43680139056222433
test,B,1,full_schedule,all,profile_A_control,cross_profile,1944,1940,4,1926,1935,9,0.0612392983949039,0.03849374970534464,-0.02274554868955926,0.0006371541241201297,-0.0023315359488435567,-0.0029686900729636863,0.3202647935661106,0.21506874473785406,-0.10519604882825653,1.6777759874458438,1.0790211541664672,-0.5987548332793766
test,B,1,full_schedule,all,profile_B_control,matching_profile,1944,1940,4,1933,1935,2,0.04267803063082794,0.03849374970534464,-0.0041842809254833,0.0021777027386564248,-0.0023315359488435567,-0.004509238687499981,0.24964141785794444,0.21506874473785406,-0.03457267312009038,1.5100564871323074,1.0790211541664672,-0.4310353329658403
test,B,1,full_schedule,level_ge_7m,mixed_profile_candidate,primary_tree_only,237,236,1,230,233,3,0.10507021941064681,0.07119308471295323,-0.03387713469769359,0.010036394179556188,0.00976525327590307,-0.0002711409036531189,0.5233773333642308,0.28003458393841657,-0.2433427494258142,1.5158225447286915,1.0790211541664672,-0.43680139056222433
test,B,1,full_schedule,level_ge_7m,profile_A_control,cross_profile,237,236,1,229,233,4,0.129801848879548,0.07119308471295323,-0.05860876416659476,0.008980389578706111,0.00976525327590307,0.0007848636971969584,0.5548121991466474,0.28003458393841657,-0.2747776152082308,1.6777759874458438,1.0790211541664672,-0.5987548332793766
test,B,1,full_schedule,level_ge_7m,profile_B_control,matching_profile,237,236,1,230,233,3,0.09411275751023761,0.07119308471295323,-0.02291967279728438,0.004014372093227672,0.00976525327590307,0.005750881182675398,0.5229502746297681,0.28003458393841657,-0.2429156906913515,1.5100564871323074,1.0790211541664672,-0.4310353329658403
test,B,1,complete24,all,mixed_profile_candidate,primary_tree_only,1358,1358,0,1358,1358,0,0.0361726279230176,0.032317699487323395,-0.0038549284356942035,0.00033820941128089596,-0.002587175215371371,-0.002925384626652267,0.18972107815109385,0.1780501643040729,-0.011670913847020958,0.4472290883706531,0.40896526448868364,-0.03826382388196947
test,B,1,complete24,all,profile_A_control,cross_profile,1358,1358,0,1356,1358,2,0.05121316878309634,0.032317699487323395,-0.018895469295772946,0.0018326350712341783,-0.002587175215371371,-0.00441981028660555,0.2599113315712652,0.1780501643040729,-0.08186116726719234,0.6299336474801578,0.40896526448868364,-0.22096838299147414
test,B,1,complete24,all,profile_B_control,matching_profile,1358,1358,0,1358,1358,0,0.03359493311083279,0.032317699487323395,-0.0012772336235093926,0.002480862126151545,-0.002587175215371371,-0.005068037341522916,0.1716862151870479,0.1780501643040729,0.006363949117024981,0.43102047192342297,0.40896526448868364,-0.02205520743473932
test,B,1,complete24,level_ge_7m,mixed_profile_candidate,primary_tree_only,144,144,0,144,144,0,0.06936102386076833,0.05938386535657041,-0.009977158504197912,0.01639433561424658,0.008135741390665351,-0.00825859422358123,0.29696858714750674,0.24861732822489943,-0.048351258922607304,0.38534968972735584,0.40896526448868364,0.023615574761327807
test,B,1,complete24,level_ge_7m,profile_A_control,cross_profile,144,144,0,143,144,1,0.09300621142668804,0.05938386535657041,-0.033622346070117624,0.016958990131064357,0.008135741390665351,-0.008823248740399007,0.36485412991015725,0.24861732822489943,-0.11623680168525782,0.5171646392557445,0.40896526448868364,-0.10819937476706087
test,B,1,complete24,level_ge_7m,profile_B_control,matching_profile,144,144,0,144,144,0,0.06165237903144732,0.05938386535657041,-0.002268513674876904,0.011600196301439972,0.008135741390665351,-0.003464454910774621,0.2700641834110781,0.24861732822489943,-0.021446855186178643,0.3721873250538206,0.40896526448868364,0.03677793943486307
test,B,1,missing24,all,mixed_profile_candidate,primary_tree_only,586,582,4,573,577,4,0.06979155324901613,0.05290453354739421,-0.016887019701621923,0.0003517963698414649,-0.0017350443269453255,-0.00208684069678679,0.41384743094002646,0.31361057769734124,-0.10023685324268522,1.5158225447286915,1.0790211541664672,-0.43680139056222433
test,B,1,missing24,all,profile_A_control,cross_profile,586,582,4,570,577,7,0.08463360082245487,0.05290453354739421,-0.03172906727506066,-0.002152301419145981,-0.0017350443269453255,0.0004172570922006556,0.49928508660555543,0.31361057769734124,-0.1856745089082142,1.6777759874458438,1.0790211541664672,-0.5987548332793766
test,B,1,missing24,all,profile_B_control,matching_profile,586,582,4,575,577,2,0.06387192484414993,0.05290453354739421,-0.010967391296755717,0.0014703308345011437,-0.0017350443269453255,-0.003205375161446469,0.3704684494826659,0.31361057769734124,-0.05685787178532464,1.5100564871323074,1.0790211541664672,-0.4310353329658403
test,B,1,missing24,level_ge_7m,mixed_profile_candidate,primary_tree_only,93,92,1,86,89,3,0.16096287331480444,0.08967708022729154,-0.0712857930875129,8.483367308426861e-05,0.01231579361801428,0.012230959944930012,1.2830914721435875,0.5610583795743733,-0.7220330925692142,1.5158225447286915,1.0790211541664672,-0.43680139056222433
test,B,1,missing24,level_ge_7m,profile_A_control,cross_profile,93,92,1,86,89,3,0.187395020544894,0.08967708022729154,-0.09771794031760245,-0.0035078547641154917,0.01231579361801428,0.01582364838212977,1.442790048812501,0.5610583795743733,-0.8817316692381276,1.6777759874458438,1.0790211541664672,-0.5987548332793766
test,B,1,missing24,level_ge_7m,profile_B_control,matching_profile,93,92,1,86,89,3,0.14492030643356155,0.08967708022729154,-0.05524322620627001,-0.007859091884843756,0.01231579361801428,0.020174885502858037,1.2716713084859137,0.5610583795743733,-0.7106129289115404,1.5100564871323074,1.0790211541664672,-0.4310353329658403
test,B,2,full_schedule,all,mixed_profile_candidate,primary_tree_only,1943,1937,6,1915,1924,9,0.06880451771616918,0.06124128525917342,-0.007563232456995757,-0.00020736402629014639,0.002537946056030012,0.0027453100823201584,0.36827658054622836,0.3315789600187381,-0.03669762052749026,2.7234645501539516,1.8810200913600212,-0.8424444587939304
test,B,2,full_schedule,all,profile_A_control,cross_profile,1943,1937,6,1904,1924,20,0.09531958679654569,0.06124128525917342,-0.03407830153737227,-0.005048707494347637,0.002537946056030012,0.0075866535503776485,0.4541189253952075,0.3315789600187381,-0.12253996537646938,2.810986906354252,1.8810200913600212,-0.9299668149942306
test,B,2,full_schedule,all,profile_B_control,matching_profile,1943,1937,6,1910,1924,14,0.07247205676196612,0.06124128525917342,-0.011230771502792704,0.005139266455735674,0.002537946056030012,-0.002601320399705662,0.41993884107977697,0.3315789600187381,-0.08835988106103887,2.721435573404227,1.8810200913600212,-0.8404154820442056
test,B,2,full_schedule,level_ge_7m,mixed_profile_candidate,primary_tree_only,237,236,1,222,227,5,0.1790052843921942,0.1338390933975735,-0.045166190994620714,-0.019706656978491513,-0.004600935798895592,0.01510572117959592,0.8426301403368414,0.5896029733975922,-0.2530271669392492,2.7234645501539516,1.8810200913600212,-0.8424444587939304
test,B,2,full_schedule,level_ge_7m,profile_A_control,cross_profile,237,236,1,217,227,10,0.21480059948147956,0.1338390933975735,-0.08096150608390607,-0.008983421027702169,-0.004600935798895592,0.004382485228806577,0.919527780626167,0.5896029733975922,-0.32992480722857487,2.810986906354252,1.8810200913600212,-0.9299668149942306
test,B,2,full_schedule,level_ge_7m,profile_B_control,matching_profile,237,236,1,218,227,9,0.17055488609880845,0.1338390933975735,-0.036715792701234956,-0.0191893327275018,-0.004600935798895592,0.014588396928606206,0.8077743970649769,0.5896029733975922,-0.21817142366738473,2.721435573404227,1.8810200913600212,-0.8404154820442056
test,B,2,complete24,all,mixed_profile_candidate,primary_tree_only,1356,1356,0,1351,1350,-1,0.0518572176956991,0.05185161557545144,-5.602120247659437e-06,0.0022589093743951034,0.0030171202414928434,0.00075821086709774,0.2882326208030121,0.276178034889278,-0.012054585913734095,0.6878876480613103,0.6617850385793957,-0.026102609481914563
test,B,2,complete24,all,profile_A_control,cross_profile,1356,1356,0,1346,1350,4,0.07610883950759444,0.05185161557545144,-0.024257223932142996,-0.003314784140437197,0.0030171202414928434,0.006331904381930041,0.36527141245614275,0.276178034889278,-0.08909337756686475,1.0384293209123614,0.6617850385793957,-0.37664428233296565
test,B,2,complete24,all,profile_B_control,matching_profile,1356,1356,0,1347,1350,3,0.05751768781935252,0.05185161557545144,-0.005666072243901081,0.007204889355570323,0.0030171202414928434,-0.004187769114077479,0.3157662569449016,0.276178034889278,-0.03958822205562362,0.6073664048306107,0.6617850385793957,0.054418633748785084
test,B,2,complete24,level_ge_7m,mixed_profile_candidate,primary_tree_only,143,143,0,141,138,-3,0.11733475541507546,0.11765362303033053,0.00031886761525506957,0.00046254786035705096,0.003355204241461248,0.0028926563811041968,0.4899634818780202,0.5403725172692441,0.05040903539122388,0.6030540628258692,0.6617850385793957,0.05873097575352659
test,B,2,complete24,level_ge_7m,profile_A_control,cross_profile,143,143,0,136,138,2,0.1586260170275619,0.11765362303033053,-0.04097239399723138,0.007988299208438061,0.003355204241461248,-0.004633094966976814,0.6048561027781357,0.5403725172692441,-0.06448358550889166,0.7910301703938014,0.6617850385793957,-0.12924513181440567
test,B,2,complete24,level_ge_7m,profile_B_control,matching_profile,143,143,0,137,138,1,0.10997840272878678,0.11765362303033053,0.007675220301543745,0.005970308427408924,0.003355204241461248,-0.002615104185947676,0.5272863480268776,0.5403725172692441,0.013086169242366497,0.5986192974859961,0.6617850385793957,0.06316574109339967
test,B,2,missing24,all,mixed_profile_candidate,primary_tree_only,587,581,6,564,574,10,0.1083579408276277,0.08315590159502025,-0.025202039232607457,-0.005963416920144189,0.0014195980431425798,0.007383014963286769,0.5951505962467264,0.4030437866155679,-0.1921068096311585,2.7234645501539516,1.8810200913600212,-0.8424444587939304
test,B,2,missing24,all,profile_A_control,cross_profile,587,581,6,558,574,16,0.14015568546060406,0.08315590159502025,-0.05699978386558381,-0.00909552344598715,0.0014195980431425798,0.010515121489129729,0.6888943037186903,0.4030437866155679,-0.2858505171031224,2.810986906354252,1.8810200913600212,-0.9299668149942306
test,B,2,missing24,all,profile_B_control,matching_profile,587,581,6,563,574,11,0.10737416396710218,0.08315590159502025,-0.02421826237208194,0.00031829459312675414,0.0014195980431425798,0.0011013034500158257,0.5990255578231832,0.4030437866155679,-0.19598177120761534,2.721435573404227,1.8810200913600212,-0.8404154820442056
test,B,2,missing24,level_ge_7m,mixed_profile_candidate,primary_tree_only,94,93,1,81,89,8,0.273832011744108,0.1587264295536567,-0.11510558219045128,-0.05071952033285006,-0.01683457048460557,0.033884949848244486,1.9360185870198217,0.8444754367730617,-1.09154315024676,2.7234645501539516,1.8810200913600212,-0.8424444587939304
test,B,2,missing24,level_ge_7m,profile_A_control,cross_profile,94,93,1,81,89,8,0.30117657035148204,0.1587264295536567,-0.14245014079782534,-0.0350797220359608,-0.01683457048460557,0.018245151551355226,2.1987896896524095,0.8444754367730617,-1.3543142528793477,2.810986906354252,1.8810200913600212,-0.9299668149942306
test,B,2,missing24,level_ge_7m,profile_B_control,matching_profile,94,93,1,81,89,8,0.26369937128066967,0.1587264295536567,-0.10497294172701296,-0.05787566267537527,-0.01683457048460557,0.0410410921907697,1.90979446484979,0.8444754367730617,-1.0653190280767282,2.721435573404227,1.8810200913600212,-0.8404154820442056
test,B,3,full_schedule,all,mixed_profile_candidate,primary_tree_only,1942,1934,8,1881,1905,24,0.0984848429997664,0.08171173329323513,-0.016773109706531272,-0.003772031601252758,-0.0009191366419535187,0.0028528949592992394,0.6101716806159269,0.43283373381232043,-0.17733794680360643,3.9207443853420045,2.8760752397914278,-1.0446691455505768
