pet_mm_day,weather,correction_tau_h,lead_h,time,forecast_m,flow_m3_s,incremental_flow_m3_s,routed_upstream_flow_m3_s,rain_mm,soil_fraction,flow_correction_m3_s
1.0,ecmwf,12.0,1,2026-09-21T16:00:00-03:00,10.650187333864412,3653.297607270043,1967.3152172229645,2301.0546175767035,0.4,0.986131410047888,-615.0722275296247
1.0,ecmwf,12.0,2,2026-09-21T17:00:00-03:00,11.776165437336848,4310.643702297802,2045.089581043798,2831.447888786251,0.4,0.9841888790377733,-565.8937675322475
1.0,ecmwf,12.0,3,2026-09-21T18:00:00-03:00,12.902810061014337,5008.35241093154,2074.993835653311,3454.005975369818,0.4,0.9822951920878643,-520.6474000915889
1.0,ecmwf,12.0,4,2026-09-21T19:00:00-03:00,13.92064139704469,5671.8218144973625,2069.9011494164424,4080.9393975264643,3.4,0.9882030944669211,-479.01873244554497
1.0,ecmwf,12.0,5,2026-09-21T20:00:00-03:00,14.769363053283481,6248.386359430136,2040.5098901522251,4648.594978567252,3.4,0.9881321433243054,-440.71850928934185
1.0,ecmwf,12.0,6,2026-09-21T21:00:00-03:00,15.487669981739531,6752.525845640848,1994.9514277328558,5163.055020803413,3.4,0.9881329954143228,-405.4806028954204
1.0,ecmwf,12.0,7,2026-09-21T22:00:00-03:00,16.067645084684745,7170.186261566944,1932.8356424194883,5610.410783081918,0.5,0.9881329851811204,-373.06016393446225
1.0,ecmwf,12.0,8,2026-09-21T23:00:00-03:00,16.584176211081054,7550.013349240274,1855.8534106862512,6037.391858702624,0.5,0.9881329853040163,-343.2319201486016
1.0,ecmwf,12.0,9,2026-09-22T00:00:00-03:00,17.030363618004312,7883.994691215259,1766.7616922096774,6433.0216100608,0.5,0.9881329853025403,-315.7886110552188
1.0,ecmwf,12.0,10,2026-09-22T01:00:00-03:00,17.365878813913486,8138.6884666881315,1668.6145075406112,6760.613506952426,0.0,0.9762659706050985,-290.53954780490585
1.0,ecmwf,12.0,11,2026-09-22T02:00:00-03:00,17.577065838050988,8300.555008508245,1564.47118235574,7003.393114339337,0.0,0.9645414732002924,-267.3092881868329
1.0,ecmwf,12.0,12,2026-09-22T03:00:00-03:00,17.8117672753882,8481.842475669324,1457.2186085662354,7270.560284677924,0.0,0.9529577815221367,-245.93641757483576
1.0,icon,2.0,1,2026-09-21T16:00:00-03:00,11.097596534440248,3909.6104443904183,1973.9243039356384,2301.0546175767035,3.4,0.9881329853025579,-365.36847712192366
1.0,icon,2.0,2,2026-09-21T17:00:00-03:00,12.371651150982839,4674.532597266434,2064.6918919471436,2831.447888786251,2.0,0.9881329853025579,-221.60718346696058
1.0,icon,2.0,3,2026-09-21T18:00:00-03:00,13.559355514272179,5432.784000744723,2113.189576560179,3454.005975369818,2.0,0.9881329853025579,-134.4115511852742
1.0,icon,2.0,4,2026-09-21T19:00:00-03:00,14.588641638451499,6123.867621319076,2124.452950606014,4080.9393975264643,1.7,0.9881329853025579,-81.52472681340274
1.0,icon,2.0,5,2026-09-21T20:00:00-03:00,15.419576203792348,6704.10727871037,2104.959546480144,4648.594978567252,1.9,0.9881329853025579,-49.447246337025376
1.0,icon,2.0,6,2026-09-21T21:00:00-03:00,16.096096408357187,7190.916124611342,2057.852374749699,5163.055020803413,0.0,0.9762659706051158,-29.991270941769102
1.0,icon,2.0,7,2026-09-21T22:00:00-03:00,16.624284715356332,7579.813502345072,1987.5933446130857,5610.410783081918,0.0,0.9645414732003093,-18.190625349931544
1.0,icon,2.0,8,2026-09-21T23:00:00-03:00,17.08534399001643,7925.522863389188,1899.1641766806447,6037.391858702624,0.0,0.9529577815221535,-11.033171994079332
1.0,icon,2.0,9,2026-09-22T00:00:00-03:00,17.47711515235557,8223.797826790427,1797.4681738179172,6433.0216100608,0.0,0.9415132045597697,-6.691957088291889
1.0,icon,2.0,10,2026-09-22T01:00:00-03:00,17.762365164443395,8443.561507704471,1687.0068778995753,6760.613506952426,0.0,0.9302060716105284,-4.058877147530313
1.0,icon,2.0,11,2026-09-22T02:00:00-03:00,17.92861527112037,8572.644295025611,1571.713014120258,7003.393114339337,0.0,0.919034732036157,-2.4618334339840926
1.0,icon,2.0,12,2026-09-22T03:00:00-03:00,18.122302007837003,8723.953727635146,1454.8866204140388,7270.560284677924,0.0,0.9079975550217763,-1.4931774568169893
1.0,icon,6.0,1,2026-09-21T16:00:00-03:00,10.769044597570247,3720.7526490648556,1973.9243039356384,2301.0546175767035,3.4,0.9881329853025579,-554.2262724474862
1.0,icon,6.0,2,2026-09-21T17:00:00-03:00,11.968552310541424,4426.99736965235,2064.6918919471436,2831.447888786251,2.0,0.9881329853025579,-469.1424110810436
1.0,icon,6.0,3,2026-09-21T18:00:00-03:00,13.155346379605136,5170.075074578774,2113.189576560179,3454.005975369818,2.0,0.9881329853025579,-397.1204773512233
1.0,icon,6.0,4,2026-09-21T19:00:00-03:00,14.21473358124051,5869.237121474831,2124.452950606014,4080.9393975264643,1.7,0.9881329853025579,-336.1552266576475
1.0,icon,6.0,5,2026-09-21T20:00:00-03:00,15.086280637101584,6469.005268955235,2104.959546480144,4648.594978567252,1.9,0.9881329853025579,-284.5492560921608
1.0,icon,6.0,6,2026-09-21T21:00:00-03:00,15.805220410654815,6980.041650439878,2057.852374749699,5163.055020803413,0.0,0.9762659706051158,-240.86574511323334
1.0,icon,6.0,7,2026-09-21T22:00:00-03:00,16.37337563911341,7394.115676304491,1987.5933446130857,5610.410783081918,0.0,0.9645414732003093,-203.88845139051278
1.0,icon,6.0,8,2026-09-21T23:00:00-03:00,16.870843327578463,7763.968187364951,1899.1641766806447,6037.391858702624,0.0,0.9529577815221535,-172.58784801831737
1.0,icon,6.0,9,2026-09-22T00:00:00-03:00,17.29469348485437,8084.397324593014,1797.4681738179172,6433.0216100608,0.0,0.9415132045597697,-146.09245928570442
1.0,icon,6.0,10,2026-09-22T01:00:00-03:00,17.607468574726195,8323.955787922327,1687.0068778995753,6760.613506952426,0.0,0.9302060716105284,-123.6645969296749
1.0,icon,6.0,11,2026-09-22T02:00:00-03:00,17.797043315503245,8470.426307142663,1571.713014120258,7003.393114339337,0.0,0.919034732036157,-104.67982131693375
1.0,icon,6.0,12,2026-09-22T03:00:00-03:00,18.010942124824147,8636.837349382364,1454.8866204140388,7270.560284677924,0.0,0.9079975550217763,-88.60955570959936
1.0,icon,12.0,1,2026-09-21T16:00:00-03:00,10.661868828197147,3659.906693982717,1973.9243039356384,2301.0546175767035,3.4,0.9881329853025579,-615.0722275296247
1.0,icon,12.0,2,2026-09-21T17:00:00-03:00,11.80871226918687,4330.2460132011465,2064.6918919471436,2831.447888786251,2.0,0.9881329853025579,-565.8937675322475
1.0,icon,12.0,3,2026-09-21T18:00:00-03:00,12.962726587886163,5046.548151838409,2113.189576560179,3454.005975369818,2.0,0.9881329853025579,-520.6474000915889
1.0,icon,12.0,4,2026-09-21T19:00:00-03:00,14.002286338249734,5726.373615686934,2124.452950606014,4080.9393975264643,1.7,0.9881329853025579,-479.01873244554497
1.0,icon,12.0,5,2026-09-21T20:00:00-03:00,14.86237211799716,6312.836015758055,2104.959546480144,4648.594978567252,1.9,0.9881329853025579,-440.71850928934185
1.0,icon,12.0,6,2026-09-21T21:00:00-03:00,15.575858479928915,6815.42679265769,2057.852374749699,5163.055020803413,0.0,0.9762659706051158,-405.4806028954204
