time,rain_observed_partial_mm,rain_coverage,rain_completed_mm,soil_fraction_pet3,incremental_flow_m3_s
2026-09-19T00:00:00-03:00,0.0,1.0,0.0,0.10978648870736346,31.16347758112385
2026-09-19T01:00:00-03:00,0.0,1.0,0.0,0.1082282799322069,30.795964839301444
2026-09-19T02:00:00-03:00,0.01408450704224071,1.0,0.01408450704224071,0.10706073302302042,30.431878545837172
2026-09-19T03:00:00-03:00,0.15868544600940263,0.935054773082942,0.16085028690663788,0.1097501013993454,30.073024571862653
2026-09-19T04:00:00-03:00,0.058067292644753896,1.0,0.058067292644753896,0.10971179996994333,29.73311897184186
2026-09-19T05:00:00-03:00,0.008442879499224615,0.9945226917057902,0.01099895670318918,0.10844245288470288,29.401594335770316
2026-09-19T06:00:00-03:00,0.0,1.0,0.0,0.10690332012188311,29.07360649209433
2026-09-19T07:00:00-03:00,0.11737089201874697,0.935054773082942,0.16283255086068754,0.10964679909726964,28.74849141087881
2026-09-19T08:00:00-03:00,0.33787167449140537,0.9640062597809077,0.3474700052164966,0.11718203534658508,28.44247114315891
2026-09-19T09:00:00-03:00,0.15211267605621925,0.9640062597809077,0.20490349504422128,0.12087969718762524,28.17230851301735
2026-09-19T10:00:00-03:00,0.35571205007818546,0.9616588419405322,0.4055555555554936,0.12977357187188476,27.923863010731466
2026-09-19T11:00:00-03:00,0.2924882629107995,0.9256651017214398,0.3668231611893597,0.1375268529812064,27.715515690837396
2026-09-19T12:00:00-03:00,0.45007824726129786,0.9640062597809077,0.4740740740740261,0.14797393069259024,27.542602829281947
2026-09-19T13:00:00-03:00,0.37793427230048426,0.9640062597809077,0.45712050078248734,0.15782761270607348,27.41408815741534
2026-09-19T14:00:00-03:00,0.0,0.9640062597809077,0.09958268127282204,0.15819148968532967,27.324951389968774
2026-09-19T15:00:00-03:00,0.24735524256646096,0.9640062597809077,0.346937923839283,0.16501770542466562,27.240026348882157
2026-09-19T16:00:00-03:00,0.4764319248826169,1.0,0.4764319248826169,0.1751314159989939,27.183269311626297
2026-09-19T17:00:00-03:00,0.15884194053204578,1.0,0.15884194053204578,0.17679816248015456,27.164511465692676
2026-09-19T18:00:00-03:00,0.2959389671361171,1.0,0.2959389671361171,0.1820248155513366,27.15222401202015
2026-09-19T19:00:00-03:00,0.7048513302033831,1.0,0.7048513302033831,0.1978635629545954,27.16147088622698
