time,rain_observed_partial_mm,rain_coverage,rain_completed_mm,soil_fraction_pet3,incremental_flow_m3_s
2026-09-19T20:00:00-03:00,1.1206572769953325,0.935054773082942,1.2613719353156247,0.2280115090843181,27.2353017900872
2026-09-19T21:00:00-03:00,2.935602503912431,1.0,2.935602503912431,0.3014117165008192,27.442347840822368
2026-09-19T22:00:00-03:00,5.795547730829355,1.0,5.795547730829355,0.44813322327323163,27.993208962397006
2026-09-19T23:00:00-03:00,7.068317683881042,1.0,7.068317683881042,0.6252592636608216,29.24341928297786
2026-09-20T00:00:00-03:00,6.365007824726057,1.0,6.365007824726057,0.7807107033284683,31.387427731216153
2026-09-20T01:00:00-03:00,0.8030516431924682,1.0,0.8030516431924682,0.7902826270375573,34.177395221638086
2026-09-20T02:00:00-03:00,0.15109546165878118,1.0,0.15109546165878118,0.7829516569193564,36.94689871084274
2026-09-20T03:00:00-03:00,0.07934272300467392,1.0,0.07934272300467392,0.7738804881285951,39.55982362968071
2026-09-20T04:00:00-03:00,0.0,1.0,0.0,0.7628967379265219,41.97098334146511
2026-09-20T05:00:00-03:00,0.0,1.0,0.0,0.7520688810055847,44.16109042426546
2026-09-20T06:00:00-03:00,0.046870109546123265,1.0,0.046870109546123265,0.7426025267245618,46.13663705098953
2026-09-20T07:00:00-03:00,0.014162754303586492,1.0,0.014162754303586492,0.7324278458473419,47.91573257821565
2026-09-20T08:00:00-03:00,0.0,0.9640062597809077,0.0011997913406364099,0.7220633835505923,49.51331094104464
2026-09-20T09:00:00-03:00,0.0,0.9640062597809077,0.0035993740219092294,0.7119079611122117,50.948420951703206
2026-09-20T10:00:00-03:00,0.03411580594679962,0.8990610328638499,0.03748043818467129,0.7027713864872919,52.242706696936885
2026-09-20T11:00:00-03:00,0.062128325508601936,0.9640062597809077,0.0705268648930568,0.6946182620665227,53.419941632831765
2026-09-20T12:00:00-03:00,0.03505477308292765,0.9640062597809077,0.04945226917056457,0.6860370277718202,54.50012791282187
2026-09-20T13:00:00-03:00,0.008607198748045775,1.0,0.008607198748045775,0.6765224819921999,55.49443843207035
2026-09-20T14:00:00-03:00,0.0,1.0,0.0,0.6669205420773455,56.41045004485944
2026-09-20T15:00:00-03:00,0.0,1.0,0.0,0.6574548832951698,57.25738837013473
2026-09-20T16:00:00-03:00,0.0,1.0,0.0,0.6481235713962097,58.04378651532418
2026-09-20T17:00:00-03:00,0.0,1.0,0.0,0.6389246995839659,58.77673355733286
2026-09-20T18:00:00-03:00,0.0,1.0,0.0,0.6298563881252606,59.46201393028874
2026-09-20T19:00:00-03:00,0.0,1.0,0.0,0.6209167839661254,60.10427185192201
2026-09-20T20:00:00-03:00,0.0,1.0,0.0,0.6121040603531411,60.70718144566608
2026-09-20T21:00:00-03:00,0.0,1.0,0.0,0.6034164164601522,61.27361051278182
2026-09-20T22:00:00-03:00,0.0,1.0,0.0,0.5948520770202783,61.80577098169713
2026-09-20T23:00:00-03:00,0.0,1.0,0.0,0.5864092919631501,62.30535251837449
2026-09-21T00:00:00-03:00,0.0,1.0,0.0,0.5780863360572923,62.77363807457181
2026-09-21T01:00:00-03:00,0.0,1.0,0.0,0.5698815085575842,63.2116016155828
2026-09-21T02:00:00-03:00,0.0,1.0,0.0,0.5617931328577215,63.619989152154844
2026-09-21T03:00:00-03:00,0.0,0.9945226917057902,0.0003651538862806521,0.5538290304248714,63.999392767720394
2026-09-21T04:00:00-03:00,0.010172143974951624,1.0,0.010172143974951624,0.5462324709930566,64.35053726839297
2026-09-21T05:00:00-03:00,0.09014084507044304,1.0,0.09014084507044304,0.5408194430152746,64.67654034777128
2026-09-21T06:00:00-03:00,3.0178403755868652,1.0,3.0178403755868652,0.6114035134983615,65.05443485249305
2026-09-21T07:00:00-03:00,19.573082942096974,0.9640062597809077,19.69546165884189,0.9913222990268491,76.71662770006853
2026-09-21T08:00:00-03:00,25.215962441314524,0.9640062597809077,25.332342201356255,0.9859300800714249,151.14394678125035
2026-09-21T09:00:00-03:00,27.71189358372461,0.9640062597809077,27.80787689097552,0.986006612284021,313.2277044737539
2026-09-21T10:00:00-03:00,20.77230829420964,0.9640062597809077,20.949877412623827,0.9860055260559554,552.7438138336472
2026-09-21T11:00:00-03:00,10.681760563380292,0.9640062597809077,10.810138236828388,0.9860055414728806,832.7034248849301
2026-09-21T12:00:00-03:00,3.1827073552426137,1.0,3.1827073552426137,0.986005541254067,1110.4402818128206
2026-09-21T13:00:00-03:00,9.450485133020319,1.0,9.450485133020319,0.9860055412571727,1375.5091577816654
2026-09-21T14:00:00-03:00,1.9864475743348666,1.0,1.9864475743348666,0.9860055412571286,1604.8549148474744
2026-09-21T15:00:00-03:00,0.9189358372456833,0.35289514866979654,1.6091810119979004,0.9860055412571291,1786.9462536428946
