phase,horizon_h,subset,axis,stratum,scheduled_rows,observed,unknown_truth,pairs,failures,both_hit,hit_to_miss,miss_to_hit,both_miss,control_hits,augmented_hits,control_mae,augmented_mae,sum_absolute_error_change,control_under_halfmeter,augmented_under_halfmeter,control_over_halfmeter,augmented_over_halfmeter
test,6,level_ge_7m,transition,miss_to_hit,13,13,0,13,0,0,0,13,0,0,13,0.6545538182234516,0.3768803833838939,-3.6097546529142504,7,0,6,0
test,6,level_ge_7m,transition,both_miss,74,74,0,74,0,0,0,0,74,0,0,1.4048048547734076,1.3199790457563039,-6.2771098672656755,35,35,39,39
test,6,level_ge_7m,transition,missing_forecast,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0
test,6,level_ge_7m,transition,hit_to_miss,5,5,0,5,0,0,5,0,0,5,0,0.369525743755012,0.6327607347446447,1.3161749549481634,0,3,0,2
test,7,all,total,all,1961,1938,23,1925,13,1649,40,66,170,1689,1715,0.266131415523293,0.251620286729218,-27.9339229285944,114,108,122,102
test,7,all,target_level,below7,1701,1701,0,1689,12,1528,29,50,82,1557,1578,0.2006132791563817,0.19435641495140824,-10.567843642200174,60,56,72,55
test,7,all,target_level,7to9,120,120,0,120,0,78,8,11,23,86,89,0.37421057002478497,0.35841204643701424,-1.8958228305324871,23,21,11,10
test,7,all,target_level,unknown,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,7,all,target_level,atleast9,117,117,0,116,1,43,3,5,65,46,48,1.1082920515882422,0.9749277717963306,-15.470256455861742,31,31,39,37
test,7,all,known_trend,stable,1129,1122,7,1122,0,1013,14,39,56,1027,1052,0.20602009312322428,0.19382522823168388,-13.68263840830831,41,36,54,34
test,7,all,known_trend,falling,467,462,5,462,0,385,14,11,52,399,396,0.2999849385817356,0.2775792167524725,-10.351443485119564,28,27,35,39
test,7,all,known_trend,rising,337,336,1,336,0,248,12,16,60,260,264,0.4174756896006971,0.40608401818794493,-3.8276015946847313,44,44,32,28
test,7,all,known_trend,unknown,28,18,10,5,13,3,0,0,2,3,3,0.4567114134970617,0.4422635254007023,-0.07223944048179698,1,1,1,1
test,7,all,upstream,missing,604,586,18,575,11,464,13,35,63,477,499,0.36969717068396213,0.30832516630935414,-35.288902515399606,34,36,64,40
test,7,all,upstream,complete,1357,1352,5,1350,2,1185,27,31,107,1212,1216,0.22202007536226726,0.22746820838953033,7.3549795868052,80,72,58,62
test,7,all,transition,miss_to_hit,66,66,0,66,0,0,0,66,0,0,66,0.6436023967039469,0.3146251534982674,-21.71249805157485,26,0,40,0
test,7,all,transition,both_hit,1649,1649,0,1649,0,1649,0,0,0,1649,1649,0.15722529645466055,0.15521834337438697,-3.3094656293711457,0,0,0,0
test,7,all,transition,both_miss,170,170,0,170,0,0,0,0,170,0,0,1.1681739667573219,1.0729391576323517,-16.189917551244942,88,88,82,82
test,7,all,transition,hit_to_miss,40,40,0,40,0,0,40,0,0,40,0,0.299278212434963,0.6312271700248763,13.277958303596535,0,20,0,20
test,7,all,transition,unknown_truth,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,7,all,transition,missing_forecast,13,13,0,0,13,0,0,0,0,0,0,,,0,0,0,0,0
test,7,level_ge_7m,total,all,237,237,0,236,1,121,11,16,88,132,137,0.7350302813017384,0.6614451995797291,-17.36607928639423,54,52,50,47
test,7,level_ge_7m,target_level,7to9,120,120,0,120,0,78,8,11,23,86,89,0.37421057002478497,0.35841204643701424,-1.8958228305324871,23,21,11,10
test,7,level_ge_7m,target_level,atleast9,117,117,0,116,1,43,3,5,65,46,48,1.1082920515882422,0.9749277717963306,-15.470256455861742,31,31,39,37
test,7,level_ge_7m,known_trend,stable,73,73,0,73,0,50,1,6,16,51,56,0.4821043954268708,0.457623659345235,-1.7870937339594164,13,10,9,7
test,7,level_ge_7m,known_trend,rising,84,84,0,84,0,18,9,9,48,27,27,1.0662879478921214,1.0461136332677288,-1.6946424284490043,36,37,21,20
test,7,level_ge_7m,known_trend,falling,78,78,0,78,0,53,1,1,23,54,54,0.6136315850934992,0.43958305421685184,-13.575785408378504,5,5,19,19
test,7,level_ge_7m,known_trend,unknown,2,2,0,1,1,0,0,0,1,0,0,0.842074260817558,0.5335165452102508,-0.30855771560730716,0,0,1,1
test,7,level_ge_7m,upstream,missing,97,97,0,96,1,39,5,6,46,44,45,1.1118063023982077,0.9268335307359541,-17.757386079576353,25,24,27,27
test,7,level_ge_7m,upstream,complete,140,140,0,140,0,82,6,10,42,88,92,0.4766695811213026,0.47946462964403197,0.3913067931821219,29,28,23,20
test,7,level_ge_7m,transition,both_hit,121,121,0,121,0,121,0,0,0,121,121,0.19448619096360173,0.1815606380564295,-1.5639919017678396,0,0,0,0
test,7,level_ge_7m,transition,both_miss,88,88,0,88,0,0,0,0,88,0,0,1.548646762728086,1.3740831285061186,-15.361599811533116,44,44,44,44
test,7,level_ge_7m,transition,miss_to_hit,16,16,0,16,0,0,0,16,0,0,16,0.6608086315418109,0.400814257310506,-4.159909987700879,10,0,6,0
test,7,level_ge_7m,transition,hit_to_miss,11,11,0,11,0,0,11,0,0,11,0,0.2800421868976306,0.6181714973165038,3.719422414607605,0,8,0,3
test,7,level_ge_7m,transition,missing_forecast,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0
test,8,all,total,all,1960,1937,23,1923,14,1557,66,76,224,1623,1633,0.32353407971972176,0.3042228486359481,-37.13549737409679,125,131,175,159
test,8,all,target_level,below7,1700,1700,0,1687,13,1438,57,61,131,1495,1499,0.2507572783958948,0.24415000606940443,-11.146468414789211,66,77,126,111
test,8,all,target_level,7to9,120,120,0,120,0,78,6,11,25,84,89,0.39087808526488,0.360694671964496,-3.622009596046084,26,20,10,11
test,8,all,target_level,unknown,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,8,all,target_level,atleast9,117,117,0,116,1,41,3,4,68,44,45,1.3122684173738355,1.119449284931926,-22.36701936326149,33,34,39,37
test,8,all,known_trend,stable,1129,1121,8,1121,0,959,32,38,92,991,997,0.2561986029184745,0.2516375599505071,-5.112929167091496,42,45,88,79
test,8,all,known_trend,falling,466,461,5,461,0,357,23,20,61,380,377,0.3521991055622482,0.3126962176950326,-18.210831306786343,30,35,51,49
test,8,all,known_trend,rising,337,336,1,336,0,238,11,18,69,249,256,0.5050596227817691,0.466039858542508,-13.11064078439173,52,50,35,30
test,8,all,known_trend,unknown,28,19,9,5,14,3,0,0,2,3,3,0.5787161021088434,0.43849687894339934,-0.70109611582722,1,1,1,1
test,8,all,upstream,missing,604,586,18,574,12,441,22,39,72,463,480,0.4388430165929131,0.3692882713339967,-39.92442377861802,35,37,76,57
test,8,all,upstream,complete,1356,1351,5,1349,2,1116,44,37,152,1160,1153,0.27447008434150694,0.2765374871617599,2.7889264045212356,90,94,99,102
test,8,all,transition,miss_to_hit,76,76,0,76,0,0,0,76,0,0,76,0.6488686472479493,0.3114034828106599,-25.64735249723401,23,0,53,0
test,8,all,transition,both_hit,1557,1557,0,1557,0,1557,0,0,0,1557,1557,0.18103997875428893,0.17886181566997572,-3.391399922275685,0,0,0,0
test,8,all,transition,both_miss,224,224,0,224,0,0,0,0,224,0,0,1.1951174595454768,1.0786167291469342,-26.096163609273486,102,102,122,122
test,8,all,transition,hit_to_miss,66,66,0,66,0,0,66,0,0,66,0,0.3523706098722155,0.6250890743371608,17.999418654686387,0,29,0,37
test,8,all,transition,unknown_truth,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,8,all,transition,missing_forecast,14,14,0,0,14,0,0,0,0,0,0,,,0,0,0,0,0
test,8,level_ge_7m,total,all,237,237,0,236,1,119,9,15,93,128,134,0.8437648586743666,0.733641854609504,-25.989028959307575,59,54,49,48
test,8,level_ge_7m,target_level,7to9,120,120,0,120,0,78,6,11,25,84,89,0.39087808526488,0.360694671964496,-3.622009596046084,26,20,10,11
test,8,level_ge_7m,target_level,atleast9,117,117,0,116,1,41,3,4,68,44,45,1.3122684173738355,1.119449284931926,-22.36701936326149,33,34,39,37
test,8,level_ge_7m,known_trend,rising,88,88,0,88,0,21,5,6,56,26,27,1.1879139165284984,1.125299733352805,-5.510048119461025,41,40,21,21
test,8,level_ge_7m,known_trend,stable,71,71,0,71,0,48,4,4,15,52,52,0.5412657091225067,0.49555111021216214,-3.2457365226344583,12,10,7,9
test,8,level_ge_7m,known_trend,falling,76,76,0,76,0,50,0,5,21,50,55,0.7238765267095368,0.5021022900626629,-16.854841985162405,6,4,20,17
test,8,level_ge_7m,known_trend,unknown,2,2,0,1,1,0,0,0,1,0,0,1.147600615019872,0.7691982829701871,-0.378402332049685,0,0,1,1
test,8,level_ge_7m,upstream,missing,97,97,0,96,1,38,3,9,46,41,47,1.3134349919249704,1.0666736305925504,-23.6890906879123,26,20,29,29
test,8,level_ge_7m,upstream,complete,140,140,0,140,0,81,6,6,47,87,87,0.5217053387310955,0.5052772082211292,-2.299938271395275,33,34,20,19
test,8,level_ge_7m,transition,both_miss,93,93,0,93,0,0,0,0,93,0,0,1.7513737180464488,1.510223169525635,-22.427001012435674,51,51,42,42
test,8,level_ge_7m,transition,both_hit,119,119,0,119,0,119,0,0,0,119,119,0.1916317141109439,0.17479795087871128,-2.003217824635687,0,0,0,0
test,8,level_ge_7m,transition,miss_to_hit,15,15,0,15,0,0,0,15,0,0,15,0.6947244350686788,0.3911144344600641,-4.554150009129221,8,0,7,0
test,8,level_ge_7m,transition,hit_to_miss,9,9,0,9,0,0,9,0,0,9,0,0.33619004039980666,0.6690055833879186,2.9953398868930075,0,3,0,6
test,8,level_ge_7m,transition,missing_forecast,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0
test,9,all,total,all,1959,1936,23,1921,15,1467,69,94,291,1536,1561,0.3755822991318277,0.35648025740949296,-36.695022148605155,180,158,205,202
test,9,all,target_level,below7,1699,1699,0,1685,14,1365,58,69,193,1423,1434,0.29242893074170667,0.2820810808947996,-17.436126992038407,110,101,152,150
test,9,all,target_level,7to9,120,120,0,120,0,66,10,17,27,76,83,0.498838356499954,0.44835346968396445,-6.058186417918748,33,24,11,13
test,9,all,target_level,unknown,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,9,all,target_level,atleast9,117,117,0,116,1,36,1,8,71,37,44,1.4559503926937145,1.3421511794295076,-13.200708738648002,37,33,42,39
test,9,all,known_trend,stable,1129,1119,10,1119,0,904,40,37,138,944,941,0.3132227591107511,0.3093439206358182,-4.34042025344994,66,63,109,115
test,9,all,known_trend,falling,465,461,4,461,0,330,17,35,79,347,365,0.3906655164735151,0.3423045896376724,-22.294387271323465,52,44,62,52
test,9,all,known_trend,rising,337,336,1,336,0,230,12,22,72,242,252,0.5584745569914753,0.5312768994862365,-9.138412921760226,61,50,33,34
test,9,all,known_trend,unknown,28,20,8,5,15,3,0,0,2,3,3,0.650614988776885,0.4662546483625796,-0.9218017020715263,1,1,1,1
test,9,all,upstream,missing,604,586,18,573,13,413,19,45,96,432,458,0.5119197429251513,0.4404173521578395,-40.970869909669574,62,53,79,62
test,9,all,upstream,complete,1355,1350,5,1348,2,1054,50,49,195,1104,1103,0.31762877146597146,0.32080076535400137,4.27584776106442,118,105,126,140
test,9,all,transition,both_miss,291,291,0,291,0,0,0,0,291,0,0,1.167807415591096,1.1161036797691797,-15.04578712417757,128,128,163,163
test,9,all,transition,miss_to_hit,94,94,0,94,0,0,0,94,0,0,94,0.6558370177980234,0.33317722995776927,-30.330020056983894,52,0,42,0
test,9,all,transition,both_hit,1467,1467,0,1467,0,1467,0,0,0,1467,1467,0.20245805639259573,0.19574858110276755,-9.842800250177937,0,0,0,0
test,9,all,transition,hit_to_miss,69,69,0,69,0,0,69,0,0,69,0,0.3334346419460878,0.6018923996668739,18.523585282734242,0,30,0,39
test,9,all,transition,unknown_truth,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,9,all,transition,missing_forecast,15,15,0,0,15,0,0,0,0,0,0,,,0,0,0,0,0
test,9,level_ge_7m,total,all,237,237,0,236,1,102,11,25,98,113,127,0.9692832556460395,0.8876777676944855,-19.25889515656675,70,57,53,52
test,9,level_ge_7m,target_level,7to9,120,120,0,120,0,66,10,17,27,76,83,0.498838356499954,0.44835346968396445,-6.058186417918748,33,24,11,13
test,9,level_ge_7m,target_level,atleast9,117,117,0,116,1,36,1,8,71,37,44,1.4559503926937145,1.3421511794295076,-13.200708738648002,37,33,42,39
test,9,level_ge_7m,known_trend,rising,91,91,0,91,0,17,6,10,58,23,27,1.3075644980223868,1.3108233903940736,0.29655920582348294,49,40,19,24
test,9,level_ge_7m,known_trend,stable,72,72,0,72,0,43,4,8,17,47,51,0.6703654960379194,0.656590561072409,-0.9917953175167464,15,11,10,10
test,9,level_ge_7m,known_trend,falling,72,72,0,72,0,42,1,7,22,43,49,0.8311301033791633,0.5794091376439157,-18.123909532937827,6,6,23,17
test,9,level_ge_7m,known_trend,unknown,2,2,0,1,1,0,0,0,1,0,0,1.6547958543981913,1.2150463424625286,-0.4397495119356627,0,0,1,1
test,9,level_ge_7m,upstream,missing,97,97,0,96,1,31,1,15,49,32,46,1.4831892143247263,1.2391914848643775,-23.423782028193493,33,22,31,28
test,9,level_ge_7m,upstream,complete,140,140,0,140,0,71,10,10,49,81,81,0.6168905982663688,0.6466397902065598,4.1648868716267415,37,35,22,24
test,9,level_ge_7m,transition,both_miss,98,98,0,98,0,0,0,0,98,0,0,1.8957309346717137,1.7808792138050715,-11.25546864493097,54,54,44,44
test,9,level_ge_7m,transition,miss_to_hit,25,25,0,25,0,0,0,25,0,0,25,0.6907816694748107,0.338011279835655,-8.819259740978893,16,0,9,0
test,9,level_ge_7m,transition,both_hit,102,102,0,102,0,102,0,0,0,102,102,0.2199660456944543,0.1856132273690128,-3.5039874691950352,0,0,0,0
test,9,level_ge_7m,transition,missing_forecast,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0
test,9,level_ge_7m,transition,hit_to_miss,11,11,0,11,0,0,11,0,0,11,0,0.2966489397211616,0.6893599123155386,4.319820698538147,0,3,0,8
test,10,all,total,all,1958,1935,23,1919,16,1355,92,88,384,1447,1443,0.42009415328289834,0.41616208906246116,-7.545631239018997,240,239,232,237
test,10,all,target_level,below7,1698,1698,0,1683,15,1276,78,61,268,1354,1337,0.32926708800328386,0.33918034411939424,16.6840100434138,154,168,175,178
test,10,all,target_level,7to9,120,120,0,120,0,56,5,18,41,61,74,0.5741530873215069,0.5027779772116887,-8.565013213178187,51,33,8,13
test,10,all,target_level,unknown,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,10,all,target_level,atleast9,117,117,0,116,1,23,9,9,75,32,32,1.5784982807049526,1.4434583835562056,-15.664628069254608,35,38,49,46
test,10,all,known_trend,stable,1129,1119,10,1119,0,819,43,49,208,862,868,0.3716870225476409,0.3698287564997796,-2.0793997075568456,117,112,140,139
test,10,all,known_trend,falling,464,459,5,459,0,310,32,25,92,342,335,0.42509134088781103,0.4116706916914825,-6.160077981114793,62,69,55,55
test,10,all,known_trend,rising,337,336,1,336,0,223,17,14,82,240,237,0.570100613463216,0.5737291034333423,1.2191726299623973,60,57,36,42
test,10,all,known_trend,unknown,28,21,7,5,16,3,0,0,2,3,3,0.7144340655851851,0.6093688295232335,-0.525326180309758,1,1,1,1
test,10,all,upstream,missing,604,586,18,572,14,381,29,33,129,410,414,0.5470675383349227,0.5033653771751742,-24.99763618337614,78,73,84,85
test,10,all,upstream,complete,1354,1349,5,1347,2,974,63,55,255,1037,1029,0.3661752399571687,0.37913144258846576,17.452004944357142,162,166,148,152
test,10,all,transition,miss_to_hit,88,88,0,88,0,0,0,88,0,0,88,0.6304749350416341,0.3857131253288113,-21.53903925472841,52,0,36,0
test,10,all,transition,both_hit,1355,1355,0,1355,0,1355,0,0,0,1355,1355,0.21431627393423588,0.21745383059971884,4.251389281729361,0,0,0,0
test,10,all,transition,both_miss,384,384,0,384,0,0,0,0,384,0,0,1.1078741513899655,1.0694441631970788,-14.757115466068454,188,188,196,196
test,10,all,transition,hit_to_miss,92,92,0,92,0,0,92,0,0,92,0,0.37887674512588987,0.6451716820829387,24.499134200048506,0,51,0,41
test,10,all,transition,unknown_truth,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,10,all,transition,missing_forecast,16,16,0,0,16,0,0,0,0,0,0,,,0,0,0,0,0
test,10,level_ge_7m,total,all,237,237,0,236,1,79,14,27,116,93,106,1.0678142840693023,0.9651463125335699,-24.229641282432794,86,71,57,59
test,10,level_ge_7m,target_level,7to9,120,120,0,120,0,56,5,18,41,61,74,0.5741530873215069,0.5027779772116887,-8.565013213178187,51,33,8,13
test,10,level_ge_7m,target_level,atleast9,117,117,0,116,1,23,9,9,75,32,32,1.5784982807049526,1.4434583835562056,-15.664628069254608,35,38,49,46
test,10,level_ge_7m,known_trend,rising,93,93,0,93,0,18,9,5,61,27,23,1.274081759100603,1.2998027437935284,2.3920515764420616,46,47,20,23
test,10,level_ge_7m,known_trend,stable,73,73,0,73,0,28,4,11,30,32,39,0.929883713941568,0.7927628916141457,-10.009820029901821,28,17,13,17
test,10,level_ge_7m,known_trend,falling,69,69,0,69,0,33,1,11,24,34,44,0.9183994377696981,0.6848340604882037,-16.11601103242311,12,7,23,18
test,10,level_ge_7m,known_trend,unknown,2,2,0,1,1,0,0,0,1,0,0,2.263495120155598,1.7676333236056703,-0.4958617965499279,0,0,1,1
test,10,level_ge_7m,upstream,missing,97,97,0,96,1,27,3,12,54,30,39,1.5507795834238898,1.3370465302131969,-20.5183731082265,38,28,28,29
test,10,level_ge_7m,upstream,complete,140,140,0,140,0,52,11,15,62,63,67,0.7366380787975849,0.7101290204103972,-3.711268174206295,48,43,29,30
test,10,level_ge_7m,transition,both_miss,116,116,0,116,0,0,0,0,116,0,0,1.8356034292807268,1.6517506148235228,-21.326926477035617,66,66,50,50
test,10,level_ge_7m,transition,both_hit,79,79,0,79,0,79,0,0,0,79,79,0.2140521506995221,0.1874142533315331,-2.104393892071129,0,0,0,0
test,10,level_ge_7m,transition,miss_to_hit,27,27,0,27,0,0,0,27,0,0,27,0.6974084256121124,0.32054517904386254,-10.17530765734275,20,0,7,0
test,10,level_ge_7m,transition,hit_to_miss,14,14,0,14,0,0,14,0,0,14,0,0.2381447033572652,0.907929470787029,9.376986744016692,0,5,0,9
test,10,level_ge_7m,transition,missing_forecast,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0
test,11,all,total,all,1957,1934,23,1917,17,1289,106,86,436,1395,1375,0.44744592955284307,0.4457557732861065,-3.240029563334062,276,289,246,253
test,11,all,target_level,below7,1697,1697,0,1681,16,1223,87,58,313,1310,1281,0.34484048358283065,0.35866880471663426,23.245407825923746,182,215,189,185
test,11,all,target_level,7to9,120,120,0,120,0,47,10,20,43,57,67,0.6648981090090902,0.5753015816814941,-10.751583279311513,55,35,8,18
test,11,all,target_level,unknown,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,11,all,target_level,atleast9,117,117,0,116,1,19,9,8,80,28,27,1.7093898359394053,1.5737531625777992,-15.7338541099463,39,39,49,50
test,11,all,known_trend,stable,1128,1118,10,1118,0,783,42,51,242,825,834,0.4000549536949099,0.40154404176241026,1.664800459465397,142,139,151,145
test,11,all,known_trend,falling,464,459,5,459,0,302,41,17,99,343,319,0.4265809010761543,0.4396301004759657,5.989582524513418,64,81,52,59
test,11,all,known_trend,rising,337,335,2,335,0,201,23,18,93,224,219,0.6298137811247924,0.5989604308076287,-10.33587235624983,69,68,42,48
test,11,all,known_trend,unknown,28,22,6,5,17,3,0,0,2,3,3,0.74083169022613,0.6291236520135212,-0.5585401910630441,1,1,1,1
test,11,all,upstream,missing,604,586,18,571,15,362,35,31,143,397,393,0.5665248211434895,0.5523891116109015,-8.071490143107642,94,90,80,88
test,11,all,upstream,complete,1353,1348,5,1346,2,927,71,55,293,998,982,0.39693029277850506,0.4005197880086488,4.831460579773579,182,199,166,165
test,11,all,transition,both_hit,1289,1289,0,1289,0,1289,0,0,0,1289,1289,0.21786669101785788,0.21724087632220668,-0.8066751426944625,0,0,0,0
test,11,all,transition,both_miss,436,436,0,436,0,0,0,0,436,0,0,1.105669534793147,1.0867606362890394,-8.244279747790754,229,226,207,210
test,11,all,transition,miss_to_hit,86,86,0,86,0,0,0,86,0,0,86,0.6654262063141669,0.3378345041990016,-28.17288638190421,47,0,39,0
test,11,all,transition,hit_to_miss,106,106,0,106,0,0,106,0,0,106,0,0.3549538803580284,0.6755558776132677,33.98381170905536,0,63,0,43
test,11,all,transition,unknown_truth,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,11,all,transition,missing_forecast,17,17,0,0,17,0,0,0,0,0,0,,,0,0,0,0,0
test,11,level_ge_7m,total,all,237,237,0,236,1,66,19,28,123,85,94,1.1782923476697535,1.0660659180542542,-26.48543738925781,94,74,57,68
test,11,level_ge_7m,target_level,7to9,120,120,0,120,0,47,10,20,43,57,67,0.6648981090090902,0.5753015816814941,-10.751583279311513,55,35,8,18
test,11,level_ge_7m,target_level,atleast9,117,117,0,116,1,19,9,8,80,28,27,1.7093898359394053,1.5737531625777992,-15.7338541099463,39,39,49,50
test,11,level_ge_7m,known_trend,rising,95,95,0,95,0,13,12,8,62,25,21,1.4038652343461506,1.3344060178069066,-6.598625571228219,50,46,20,28
test,11,level_ge_7m,known_trend,stable,73,73,0,73,0,23,4,15,31,27,38,1.111834216149764,0.9546174387635321,-11.476824749194932,33,20,13,15
test,11,level_ge_7m,known_trend,falling,67,67,0,67,0,30,3,5,29,33,35,0.9087297186352143,0.792473542253405,-7.7891638175812155,11,8,23,24
test,11,level_ge_7m,known_trend,unknown,2,2,0,1,1,0,0,0,1,0,0,2.6610078596853697,2.040184608431929,-0.6208232512534408,0,0,1,1
test,11,level_ge_7m,upstream,missing,97,97,0,96,1,20,5,17,54,25,37,1.6760988036434066,1.4721284492284645,-19.581154023834436,44,27,27,32
test,11,level_ge_7m,upstream,complete,140,140,0,140,0,46,14,11,69,60,57,0.83693934928782,0.7876230395347961,-6.9042833654233755,50,47,30,36
test,11,level_ge_7m,transition,both_miss,123,123,0,123,0,0,0,0,123,0,0,1.9241982402248299,1.7402371338170004,-22.62721608816298,70,69,53,54
test,11,level_ge_7m,transition,miss_to_hit,28,28,0,28,0,0,0,28,0,0,28,0.78652380258976,0.2487276261993789,-15.058292938930666,24,0,4,0
test,11,level_ge_7m,transition,both_hit,66,66,0,66,0,66,0,0,0,66,66,0.21842337978176327,0.21117037057389998,-0.478698607718977,0,0,0,0
test,11,level_ge_7m,transition,hit_to_miss,19,19,0,19,0,0,19,0,0,19,0,0.2611579454893748,0.8758300636764706,11.678770245554821,0,5,0,14
test,11,level_ge_7m,transition,missing_forecast,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0
test,12,all,total,all,1956,1933,23,1915,18,1266,93,83,473,1359,1349,0.48871710136222485,0.47625547213762487,-23.864019965108977,310,310,246,256
test,12,all,target_level,below7,1696,1696,0,1679,17,1204,72,56,347,1276,1260,0.36599484278560485,0.370930658320712,8.287234283444942,214,229,189,190
test,12,all,target_level,7to9,120,120,0,120,0,44,8,19,49,52,63,0.7513516242326543,0.6584353218364866,-11.149956287540142,57,38,11,19
test,12,all,target_level,unknown,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,12,all,target_level,atleast9,117,117,0,116,1,18,13,8,77,31,26,1.9933251134802723,1.8122794414025678,-21.00129796101377,39,43,46,47
test,12,all,known_trend,stable,1127,1117,10,1117,0,759,51,40,267,810,799,0.43863938348265796,0.4309972473906513,-8.536266014771378,153,160,154,158
test,12,all,known_trend,falling,464,459,5,459,0,314,24,21,100,338,335,0.45762163483519236,0.4394773138073729,-8.328243351769107,74,75,47,49
test,12,all,known_trend,rising,337,334,3,334,0,190,18,22,104,208,212,0.6944607474953625,0.6752338821866538,-6.421773013108658,82,74,44,48
test,12,all,known_trend,unknown,28,23,5,5,18,3,0,0,2,3,3,0.7869675411454795,0.6714200240535129,-0.5777375854598328,1,1,1,1
test,12,all,upstream,missing,604,586,18,570,16,347,41,30,152,388,377,0.6335128733863028,0.6013010398337661,-18.360745124945886,91,100,91,93
test,12,all,upstream,complete,1352,1347,5,1345,2,919,52,53,321,971,972,0.4273538373817606,0.42326218322550563,-5.503274840163087,219,210,155,163
test,12,all,transition,both_miss,473,473,0,473,0,0,0,0,473,0,0,1.201656133677433,1.1441481195240009,-27.201290694573483,258,258,215,215
test,12,all,transition,both_hit,1266,1266,0,1266,0,1266,0,0,0,1266,1266,0.2194301412665728,0.21845163543126536,-1.2387883874991836,0,0,0,0
test,12,all,transition,hit_to_miss,93,93,0,93,0,0,93,0,0,93,0,0.38821570967984637,0.6885314165064036,27.929360734869828,0,52,0,41
test,12,all,transition,miss_to_hit,83,83,0,83,0,0,0,83,0,0,83,0.645870819705157,0.36450573997134816,-23.35330161790614,52,0,31,0
test,12,all,transition,unknown_truth,23,0,23,0,0,0,0,0,0,0,0,,,0,0,0,0,0
test,12,all,transition,missing_forecast,18,18,0,0,18,0,0,0,0,0,0,,,0,0,0,0,0
test,12,level_ge_7m,total,all,237,237,0,236,1,62,21,27,126,83,89,1.3618131697950429,1.2255790416232042,-32.15125424855392,96,81,57,66
test,12,level_ge_7m,target_level,7to9,120,120,0,120,0,44,8,19,49,52,63,0.7513516242326543,0.6584353218364866,-11.149956287540142,57,38,11,19
test,12,level_ge_7m,target_level,atleast9,117,117,0,116,1,18,13,8,77,31,26,1.9933251134802723,1.8122794414025678,-21.00129796101377,39,43,46,47
test,12,level_ge_7m,known_trend,stable,73,73,0,73,0,20,5,12,36,25,32,1.3471394275452762,1.1593357664349437,-13.709667261054268,33,25,15,16
test,12,level_ge_7m,known_trend,rising,96,96,0,96,0,15,11,6,64,26,21,1.5474966323552648,1.513984332833662,-3.2171807540738824,50,48,20,27
test,12,level_ge_7m,known_trend,falling,66,66,0,66,0,27,5,9,25,32,36,1.0845779605488755,0.8625065334015249,-14.656714191725126,13,8,21,22
test,12,level_ge_7m,known_trend,unknown,2,2,0,1,1,0,0,0,1,0,0,2.9049077584937706,2.337215716793132,-0.5676920417006386,0,0,1,1
test,12,level_ge_7m,upstream,missing,97,97,0,96,1,20,6,13,57,26,33,1.9932936456542467,1.6656917489383252,-31.449782084728465,43,31,27,32
test,12,level_ge_7m,upstream,complete,140,140,0,140,0,42,15,14,69,57,56,0.9287979863487319,0.9237874708928357,-0.7014721638254517,53,50,30,34
test,12,level_ge_7m,transition,both_miss,126,126,0,126,0,0,0,0,126,0,0,2.218956073673418,1.9877717038771252,-29.12923059433286,75,75,51,51
test,12,level_ge_7m,transition,miss_to_hit,27,27,0,27,0,0,0,27,0,0,27,0.7207198838930119,0.2866353360930711,-11.720282790598398,21,0,6,0
test,12,level_ge_7m,transition,both_hit,62,62,0,62,0,62,0,0,0,62,62,0.24220748059078862,0.20910526011823705,-2.0523376692981996,0,0,0,0
test,12,level_ge_7m,transition,hit_to_miss,21,21,0,21,0,0,21,0,0,21,0,0.3487210536685362,0.8606542348911811,10.750596805675542,0,6,0,15
test,12,level_ge_7m,transition,missing_forecast,1,1,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0
validation,1,all,total,all,6551,6517,34,6479,38,6478,0,1,0,6478,6479,0.022013911700025222,0.020426965791801102,-10.281822539384093,0,0,1,0
validation,1,all,target_level,below7,6489,6489,0,6451,38,6450,0,1,0,6450,6451,0.02182003940807581,0.020228195570712284,-10.268984594832103,0,0,1,0
validation,1,all,target_level,unknown,34,0,34,0,0,0,0,0,0,0,0,,,0,0,0,0,0
