nominal_lead_h,column,name,current,training_rows,finite_training_rows,missing_training_rows,minimum,maximum,status
1,0,86510000:H,18.67,10875,10875,0,0.81,15.3,above_training_max
1,1,86510000:dH0.5,0.240000000000002,10875,10875,0,-0.4399999999999995,1.1000000000000014,within_univariate_range
1,2,86510000:dH1,0.28000000000000114,10875,10875,0,-0.3899999999999997,1.0299999999999994,within_univariate_range
1,3,86510000:dH2,0.33500000000000085,10875,10875,0,-0.38500000000000023,1.005,within_univariate_range
1,4,86510000:dH4,0.4400000000000004,10875,10875,0,-0.32499999999999973,0.9175000000000002,within_univariate_range
1,5,86510000:dH8,0.5287500000000003,10875,10875,0,-0.30625000000000013,0.8225,within_univariate_range
1,6,86472000:H,19.82,10875,10875,0,2.49,15.94,above_training_max
1,7,86472000:dH0.5,-0.20000000000000284,10875,10875,0,-0.8399999999999999,1.379999999999999,within_univariate_range
1,8,86472000:dH1,-0.28999999999999915,10875,10875,0,-0.7599999999999998,1.2400000000000002,within_univariate_range
1,9,86472000:dH2,-0.1850000000000005,10875,10875,0,-0.5800000000000001,1.1099999999999999,within_univariate_range
1,10,86472000:dH4,0.11000000000000032,10875,10875,0,-0.39250000000000007,0.875,within_univariate_range
1,11,86472000:dH8,0.52875,10875,10875,0,-0.2975000000000001,0.7512499999999999,within_univariate_range
1,12,86472600:H,17.02,10875,10875,0,1.1,13.36,above_training_max
1,13,86472600:dH0.5,-0.11999999999999744,10875,10875,0,-0.4599999999999991,1.1799999999999997,within_univariate_range
1,14,86472600:dH1,-0.14000000000000057,10875,10875,0,-0.4499999999999993,1.1199999999999997,within_univariate_range
1,15,86472600:dH2,0.02999999999999936,10875,10875,0,-0.4099999999999997,0.9349999999999998,within_univariate_range
1,16,86472600:dH4,0.2799999999999998,10875,10875,0,-0.3025,0.7350000000000001,within_univariate_range
1,17,86472600:dH8,0.5262499999999999,10875,10875,0,-0.24124999999999996,0.6699999999999999,within_univariate_range
1,18,86500000:H,3.915,10875,10875,0,0.6,7.917999999999999,within_univariate_range
1,19,86500000:dH0.5,-0.12600000000000033,10875,10875,0,-1.42,2.3599999999999994,within_univariate_range
1,20,86500000:dH1,-0.1299999999999999,10875,10875,0,-0.8700000000000001,1.3860000000000001,within_univariate_range
1,21,86500000:dH2,-0.13900000000000023,10875,10875,0,-0.605,1.0565000000000002,within_univariate_range
1,22,86500000:dH4,-0.14474999999999993,10875,10875,0,-0.345,0.6527499999999999,within_univariate_range
1,23,86500000:dH8,-0.16275000000000006,10875,10875,0,-0.190125,0.45875000000000005,within_univariate_range
1,24,julho:Q06,4.048913871558234,10875,10875,0,0.09273681166560854,2.9733108475315086,above_training_max
1,25,julho:Q,10.28563,10875,10875,0,0.019,6.148,above_training_max
1,26,julho:I,9.81841,10875,10875,0,0.0,6.195,above_training_max
1,27,julho:dQ1,-0.11718697183437587,10875,10875,0,-0.4140417273808631,0.41879285426389345,within_univariate_range
1,28,julho:dQ2,-0.11093245189343781,10875,10875,0,-0.21325133678655214,0.3337655907298394,within_univariate_range
1,29,julho:dQ4,-0.09216837774057396,10875,10875,0,-0.10938639078412082,0.23257240411926003,within_univariate_range
1,30,julho:dQ8,0.06353898573583944,10875,10875,0,-0.06771036061987953,0.1719696243110594,within_univariate_range
1,31,monte:Q06,3.808910193738052,10875,10875,0,0.046439843790034595,2.9190073129260052,above_training_max
1,32,monte:Q,9.28969,10875,10875,0,0.006,5.962,above_training_max
1,33,monte:I,9.16469,10875,10875,0,0.0,5.97,above_training_max
1,34,monte:dQ1,-0.10915049228115015,10875,10875,0,-0.48474221983946675,0.3523021957686533,within_univariate_range
1,35,monte:dQ2,-0.12436111374218739,10875,10875,0,-0.24989492264228616,0.22600906566502732,within_univariate_range
1,36,monte:dQ4,-0.12166244146434713,10875,10875,0,-0.1046341700799688,0.17117075236796586,below_training_min
1,37,monte:dQ8,-0.03709699038817943,10875,10875,0,-0.058709426001571946,0.14966588913001427,within_univariate_range
1,38,castro:Q06,2.888360516985285,10875,10875,0,0.08365116420730187,2.3183542274418922,above_training_max
1,39,castro:Q,5.85804,10875,10875,0,0.016,4.061,above_training_max
1,40,castro:I,5.517510000000001,10875,10875,0,0.001,4.105,above_training_max
1,41,castro:dQ1,-0.11692324475297022,10875,10875,0,-0.25747399961996087,0.2191084924735245,within_univariate_range
1,42,castro:dQ2,-0.1301995052869498,10875,10875,0,-0.1305422384563114,0.14313986561357062,within_univariate_range
1,43,castro:dQ4,-0.1320109328646064,10875,10875,0,-0.06571096584058289,0.12053050738453186,below_training_min
1,44,castro:dQ8,-0.11581464950243547,10875,10875,0,-0.05991768005597145,0.12050576459435042,below_training_min
1,45,Baixo Antas:P1,0.3213872832370673,10875,10875,0,0.0,11.54682080924851,within_univariate_range
1,46,Baixo Antas:C1,0.9999999999999999,10875,10875,0,0.5115606936416185,0.9999999999999999,within_univariate_range
1,47,Baixo Antas:P3,2.280346820809259,10875,10875,0,0.0,23.092196531791814,within_univariate_range
1,48,Baixo Antas:C3,0.9999999999999999,10875,10875,0,0.5958574181117534,0.9999999999999999,within_univariate_range
1,49,Baixo Antas:P6,3.824277456647389,10875,10875,0,0.0,44.225433526011486,within_univariate_range
1,50,Baixo Antas:C6,0.9999999999999999,10875,10875,0,0.6750963391136802,0.9999999999999999,within_univariate_range
1,51,Baixo Antas:P12,20.550867052023047,10875,10875,0,0.0,65.01445086705189,within_univariate_range
1,52,Baixo Antas:C12,0.9999999999999999,10875,10875,0,0.710019267822736,0.9999999999999999,within_univariate_range
1,53,Baixo Antas:P24,137.2930635838147,10875,10875,0,0.0,108.37919075144467,above_training_max
1,54,Baixo Antas:C24,0.9999999999999999,10875,10875,0,0.5782454238921001,0.9999999999999999,within_univariate_range
1,55,Baixo Antas:P48,142.24277456647334,10875,10864,11,0.0,161.72716763005786,within_univariate_range
1,56,Baixo Antas:C48,0.9999999999999999,10875,10875,0,0.28912271194605005,0.9999999999999999,within_univariate_range
1,57,Baixo Antas:P3lag3,1.54393063583813,10875,10875,0,0.0,23.092196531791814,within_univariate_range
1,58,Baixo Antas:P3lag6,3.2375722543353276,10875,10875,0,0.0,23.092196531791814,within_univariate_range
1,59,Baixo Antas:P3lag12,18.062427745664515,10875,10875,0,0.0,23.092196531791814,within_univariate_range
1,60,Carreiro:P1,0.0,10875,10243,632,0.0,18.33510140405621,within_univariate_range
1,61,Carreiro:C1,1.0,10875,10875,0,0.08034321372854913,1.0,within_univariate_range
1,62,Carreiro:P3,0.019656786271432983,10875,10282,593,0.0,33.00951638065508,within_univariate_range
1,63,Carreiro:C3,1.0,10875,10875,0,0.10530421216848673,1.0,within_univariate_range
1,64,Carreiro:P6,0.08174726989075676,10875,10310,565,0.0,53.24430577223099,within_univariate_range
1,65,Carreiro:C6,0.9901196047841914,10875,10875,0,0.10647425897035881,1.0,within_univariate_range
1,66,Carreiro:P12,1.3737909516378781,10875,10348,527,0.0,64.74212168486731,within_univariate_range
1,67,Carreiro:C12,0.9901196047841914,10875,10875,0,0.10705928237129486,1.0,within_univariate_range
1,68,Carreiro:P24,60.58346333853305,10875,10434,441,0.0,97.11463338533542,within_univariate_range
1,69,Carreiro:C24,0.9703588143525741,10875,10875,0,0.26433307332293293,0.999707488299532,within_univariate_range
1,70,Carreiro:P48,60.648049921996346,10875,10531,344,0.0,128.66801872074888,within_univariate_range
1,71,Carreiro:C48,0.9724063962558502,10875,10875,0,0.3066335153406136,0.9998537441497661,within_univariate_range
1,72,Carreiro:P3lag3,0.062090483619323775,10875,10284,591,0.0,33.00951638065508,within_univariate_range
1,73,Carreiro:P3lag6,0.7638065522619968,10875,10285,590,0.0,33.00951638065508,within_univariate_range
1,74,Carreiro:P3lag12,19.624024960998277,10875,10287,588,0.0,33.00951638065508,within_univariate_range
1,75,Prata-Turvo:P1,5.042466240227422,10875,10874,1,0.0,15.32133972992182,within_univariate_range
1,76,Prata-Turvo:C1,0.9967128642501777,10875,10875,0,0.4924484719260838,1.0,within_univariate_range
1,77,Prata-Turvo:P3,5.127931769722815,10875,10875,0,0.0,33.69573560767589,within_univariate_range
1,78,Prata-Turvo:C3,0.9989042880833927,10875,10875,0,0.5614487088367687,1.0,within_univariate_range
1,79,Prata-Turvo:P6,5.242430703624629,10875,10875,0,0.0,48.64925373134326,within_univariate_range
1,80,Prata-Turvo:C6,0.9994521440416964,10875,10875,0,0.7114279791518597,1.0,within_univariate_range
1,81,Prata-Turvo:P12,8.346268656716013,10875,10875,0,0.0,71.42494669509595,within_univariate_range
1,82,Prata-Turvo:C12,0.9997260720208483,10875,10875,0,0.7283226723525232,1.0,within_univariate_range
1,83,Prata-Turvo:P24,67.40021321961585,10875,10875,0,0.0,102.98038379530928,within_univariate_range
1,84,Prata-Turvo:C24,0.9967535832741057,10875,10875,0,0.5011105188343994,1.0,within_univariate_range
1,85,Prata-Turvo:P48,70.73006396588433,10875,10863,12,0.0,138.8388059701492,within_univariate_range
1,86,Prata-Turvo:C48,0.9968220652688937,10875,10875,0,0.2505552594171997,1.0,within_univariate_range
1,87,Prata-Turvo:P3lag3,0.11449893390181484,10875,10875,0,0.0,33.69573560767589,within_univariate_range
1,88,Prata-Turvo:P3lag6,1.812793176972111,10875,10875,0,0.0,33.69573560767589,within_univariate_range
1,89,Prata-Turvo:P3lag12,41.61918976545844,10875,10875,0,0.0,33.69573560767589,above_training_max
1,90,Alto Antas:P1,10.6944024791788,10875,10875,0,0.0,20.9462599263994,within_univariate_range
1,91,Alto Antas:C1,0.9989734650397055,10875,10875,0,0.5465427077280651,0.9989734650397055,within_univariate_range
1,92,Alto Antas:P3,27.151656013945345,10875,10875,0,0.0,53.40461359674613,within_univariate_range
1,93,Alto Antas:C3,0.9996578216799018,10875,10875,0,0.553457292271935,0.9996578216799018,within_univariate_range
1,94,Alto Antas:P6,28.555955839628055,10875,10875,0,0.0,101.62289366647312,within_univariate_range
1,95,Alto Antas:C6,0.9998289108399508,10875,10875,0,0.5556362579895411,0.9998289108399508,within_univariate_range
1,96,Alto Antas:P12,42.84020918070885,10875,10875,0,0.0,198.16560139453836,within_univariate_range
1,97,Alto Antas:C12,0.9880511976241204,10875,10875,0,0.5172138291690878,0.9999144554199755,within_univariate_range
1,98,Alto Antas:P24,110.272051133062,10875,10869,6,0.0,395.55665310865817,within_univariate_range
1,99,Alto Antas:C24,0.9940255988120602,10875,10875,0,0.3050975692426884,0.9999572277099877,within_univariate_range
1,100,Alto Antas:P48,122.58861127251555,10875,10856,19,0.0,764.9127251597916,within_univariate_range
1,101,Alto Antas:C48,0.9910811705081025,10875,10875,0,0.1525487846213442,0.9999786138549939,within_univariate_range
1,102,Alto Antas:P3lag3,1.4042998256827093,10875,10875,0,0.0,53.40461359674613,within_univariate_range
1,103,Alto Antas:P3lag6,4.634049970947134,10875,10875,0,0.0,53.40461359674613,within_univariate_range
1,104,Alto Antas:P3lag12,13.087391051714016,10875,10869,6,0.0,53.40461359674613,within_univariate_range
1,105,Tainhas:P1,7.257377049180376,10875,10801,74,0.0,28.33442622950825,within_univariate_range
1,106,Tainhas:C1,1.0,10875,10875,0,0.3797814207650273,1.0,within_univariate_range
1,107,Tainhas:P3,26.929508196721144,10875,10872,3,0.0,28.974316939890905,within_univariate_range
1,108,Tainhas:C3,1.0,10875,10875,0,0.3907103825136612,1.0,within_univariate_range
1,109,Tainhas:P6,29.946994535518765,10875,10875,0,0.0,36.19726775956193,within_univariate_range
1,110,Tainhas:C6,1.0,10875,10875,0,0.56841985428051,1.0,within_univariate_range
1,111,Tainhas:P12,35.94426229508144,10875,10875,0,0.0,47.25191256830604,within_univariate_range
1,112,Tainhas:C12,1.0,10875,10875,0,0.6202185792349727,1.0,within_univariate_range
1,113,Tainhas:P24,151.52950819671997,10875,10871,4,0.0,69.46666666666563,above_training_max
