phase,profile,horizon_h,subset,family,carreiro_availability,classified_rows,unknown_truth,observed_targets,pairs,failures,hits,sum_abs_error_m,mae_m,bias_m,max_abs_m
test,B,4,level_ge_7m,profile_A_control,complete,146,5,141,141,0,121,36.54085912367568,0.2591550292459268,-0.007168483780252063,1.2336789871029197
test,B,4,level_ge_7m,profile_A_control,partial,16,0,16,16,0,14,3.3793250235826546,0.21120781397391591,0.14938965855393044,0.5270837297069058
test,B,4,level_ge_7m,profile_A_control,fully_missing,98,18,80,79,1,49,56.652114250557034,0.7171153702602157,-0.25521809399715967,4.954681229406976
test,B,4,level_ge_7m,profile_B_control,complete,146,5,141,141,0,126,34.580110022093095,0.2452490072488872,-0.024088350680041917,1.1924259727574427
test,B,4,level_ge_7m,profile_B_control,partial,16,0,16,16,0,16,2.901421353567594,0.18133883459797462,0.0885997577323403,0.39559363291283667
test,B,4,level_ge_7m,profile_B_control,fully_missing,98,18,80,79,1,50,57.13254345603296,0.7231967526080122,-0.2906845249553736,5.1179488471626104
test,B,4,level_ge_7m,mixed_profile_candidate,complete,146,5,141,141,0,122,36.04621486751014,0.2556469139539726,0.0010547193055100222,1.3189684073645118
test,B,4,level_ge_7m,mixed_profile_candidate,partial,16,0,16,16,0,16,2.966006321655337,0.18537539510345857,0.09278181818603326,0.45643239376221345
test,B,4,level_ge_7m,mixed_profile_candidate,fully_missing,98,18,80,79,1,48,58.48350778955076,0.7402975669563386,-0.30719880812355754,5.078591233547437
test,B,4,level_ge_7m,carreiro_missing_exposure,complete,146,5,141,141,0,120,38.30762948772816,0.27168531551580255,-0.009139738799474455,1.4880881222267988
test,B,4,level_ge_7m,carreiro_missing_exposure,partial,16,0,16,16,0,16,3.0321926162915087,0.1895120385182193,0.11377040754044054,0.4838883709145012
test,B,4,level_ge_7m,carreiro_missing_exposure,fully_missing,98,18,80,79,1,49,56.57826925582608,0.7161806234914694,-0.26147683729328197,4.890351633969555
test,B,5,all,profile_A_control,complete,1403,5,1398,1394,4,1337,210.50515093212576,0.1510079992339496,0.00018426959298153,1.553964895064568
test,B,5,all,profile_A_control,partial,16,0,16,16,0,16,3.417898339380926,0.21361864621130788,0.11083227656270311,0.4975784799452381
test,B,5,all,profile_A_control,fully_missing,544,18,526,520,6,459,139.32146898214256,0.2679259018887357,-0.053093442662991756,5.772845062324905
test,B,5,all,profile_B_control,complete,1403,5,1398,1394,4,1346,182.5924808273501,0.13098456300383796,0.0018783866073868035,1.337083424157477
test,B,5,all,profile_B_control,partial,16,0,16,16,0,16,3.50452049834466,0.21903253114654125,0.08623144859429116,0.4335981738238033
test,B,5,all,profile_B_control,fully_missing,544,18,526,520,6,474,125.63559161810333,0.24160690695789103,-0.05255966871643581,5.909113440846849
test,B,5,all,mixed_profile_candidate,complete,1403,5,1398,1394,4,1346,184.47308327228347,0.13233363218958644,0.005239286819781759,1.3070674358819865
test,B,5,all,mixed_profile_candidate,partial,16,0,16,16,0,16,3.5231016370463752,0.22019385231539845,0.11283278897177673,0.4405542564053526
test,B,5,all,mixed_profile_candidate,fully_missing,544,18,526,520,6,466,125.7084031843819,0.2417469292007344,-0.04126004112885607,5.651905624290726
test,B,5,all,carreiro_missing_exposure,complete,1403,5,1398,1394,4,1346,185.45371189461355,0.13303709605065533,0.009443674958368798,1.4114755080314048
test,B,5,all,carreiro_missing_exposure,partial,16,0,16,16,0,16,3.590633191766403,0.2244145744854002,0.061191769497568826,0.4185825602229869
test,B,5,all,carreiro_missing_exposure,fully_missing,544,18,526,520,6,470,122.10611082123836,0.23481944388699685,-0.02964704959674546,5.767221450172864
test,B,5,level_ge_7m,profile_A_control,complete,145,5,140,140,0,112,47.666803984631414,0.3404771713187958,0.003655615617099236,1.553964895064568
test,B,5,level_ge_7m,profile_A_control,partial,16,0,16,16,0,16,3.417898339380926,0.21361864621130788,0.11083227656270311,0.4975784799452381
test,B,5,level_ge_7m,profile_A_control,fully_missing,99,18,81,80,1,41,75.59918478938523,0.9449898098673154,-0.3868520147588977,5.772845062324905
test,B,5,level_ge_7m,profile_B_control,complete,145,5,140,140,0,111,45.35418656024318,0.3239584754303084,-0.014589840732491886,1.337083424157477
test,B,5,level_ge_7m,profile_B_control,partial,16,0,16,16,0,16,3.50452049834466,0.21903253114654125,0.08623144859429116,0.4335981738238033
test,B,5,level_ge_7m,profile_B_control,fully_missing,99,18,81,80,1,44,74.92257996913624,0.936532249614203,-0.4148536621986425,5.909113440846849
test,B,5,level_ge_7m,mixed_profile_candidate,complete,145,5,140,140,0,111,46.484564687611844,0.33203260491151315,0.0063907918804491605,1.3070674358819865
test,B,5,level_ge_7m,mixed_profile_candidate,partial,16,0,16,16,0,16,3.5231016370463752,0.22019385231539845,0.11283278897177673,0.4405542564053526
test,B,5,level_ge_7m,mixed_profile_candidate,fully_missing,99,18,81,80,1,42,73.47236921730607,0.9184046152163259,-0.37949108001915094,5.651905624290726
test,B,5,level_ge_7m,carreiro_missing_exposure,complete,145,5,140,140,0,113,46.72755645248923,0.3337682603749231,0.03240866963428452,1.4114755080314048
test,B,5,level_ge_7m,carreiro_missing_exposure,partial,16,0,16,16,0,16,3.590633191766403,0.2244145744854002,0.061191769497568826,0.4185825602229869
test,B,5,level_ge_7m,carreiro_missing_exposure,fully_missing,99,18,81,80,1,45,70.20338525776333,0.8775423157220417,-0.3453983979338431,5.767221450172864
test,B,6,all,profile_A_control,complete,1402,5,1397,1393,4,1285,259.0516667473042,0.1859667385120633,0.006842985132076102,1.747812040890243
test,B,6,all,profile_A_control,partial,16,0,16,16,0,16,3.5363840931301187,0.22102400582063242,0.1240034518846651,0.427909526864922
test,B,6,all,profile_A_control,fully_missing,544,18,526,519,7,456,161.26086216581643,0.31071457064704516,-0.06791187403318585,6.54779361723935
test,B,6,all,profile_B_control,complete,1402,5,1397,1393,4,1282,249.83721389121786,0.17935191234114706,-0.00996407009002643,1.9212699940739677
test,B,6,all,profile_B_control,partial,16,0,16,16,0,16,3.196751426590022,0.19979696416187637,0.12773640231476419,0.43503764665360745
test,B,6,all,profile_B_control,fully_missing,544,18,526,519,7,452,157.96824765254507,0.30437041936906567,-0.058951036646978476,6.670378362089796
test,B,6,all,mixed_profile_candidate,complete,1402,5,1397,1393,4,1299,251.29763075152172,0.18040030922578731,0.008842158029667764,2.090342037694845
test,B,6,all,mixed_profile_candidate,partial,16,0,16,16,0,16,3.4583171175681215,0.2161448198480076,0.13300371118146093,0.4304118768087015
test,B,6,all,mixed_profile_candidate,fully_missing,544,18,526,519,7,458,156.68749042443673,0.3019026790451575,-0.05869213027457063,6.505761062809958
test,B,6,all,carreiro_missing_exposure,complete,1402,5,1397,1393,4,1288,259.5428945542846,0.1863193787180794,0.007906677428989027,2.0645160053087768
test,B,6,all,carreiro_missing_exposure,partial,16,0,16,16,0,15,3.5542825968740495,0.2221426623046281,0.14409748086789254,0.5186787466932747
test,B,6,all,carreiro_missing_exposure,fully_missing,544,18,526,519,7,458,151.0705103803017,0.29107998146493586,-0.03278570196898466,6.3321520925645025
test,B,6,level_ge_7m,profile_A_control,complete,145,5,140,140,0,102,54.89049900415138,0.3920749928867956,0.03705389501576972,1.747812040890243
test,B,6,level_ge_7m,profile_A_control,partial,15,0,15,15,0,15,3.1958875290543265,0.21305916860362176,0.15497011961536225,0.427909526864922
test,B,6,level_ge_7m,profile_A_control,fully_missing,100,18,82,81,1,38,94.97862940976574,1.172575671725503,-0.5110594229348417,6.54779361723935
test,B,6,level_ge_7m,profile_B_control,complete,145,5,140,140,0,103,52.91931941585004,0.37799513868464313,-0.0012851284852311018,1.9212699940739677
test,B,6,level_ge_7m,profile_B_control,partial,15,0,15,15,0,15,2.8216216369516367,0.1881081091301091,0.1612608151116408,0.43503764665360745
test,B,6,level_ge_7m,profile_B_control,fully_missing,100,18,82,81,1,36,95.84022167619037,1.1832126132863008,-0.5048654360162004,6.670378362089796
test,B,6,level_ge_7m,mixed_profile_candidate,complete,145,5,140,140,0,109,52.55162101482094,0.3753687215344353,-0.0022642398971010405,2.090342037694845
test,B,6,level_ge_7m,mixed_profile_candidate,partial,15,0,15,15,0,15,3.0834506224440936,0.20556337482960624,0.1668617249351602,0.4304118768087015
test,B,6,level_ge_7m,mixed_profile_candidate,fully_missing,100,18,82,81,1,42,94.35122984970245,1.1648299981444747,-0.5179930605859464,6.505761062809958
test,B,6,level_ge_7m,carreiro_missing_exposure,complete,145,5,140,140,0,99,56.944637015239124,0.40674740725170805,-0.0068732040155561275,2.0645160053087768
test,B,6,level_ge_7m,carreiro_missing_exposure,partial,15,0,15,15,0,14,3.1723365449618948,0.21148910299745965,0.1791670497198957,0.5186787466932747
test,B,6,level_ge_7m,carreiro_missing_exposure,fully_missing,100,18,82,81,1,40,88.28635593702798,1.0899550115682466,-0.398178713364645,6.3321520925645025
test,B,7,all,profile_A_control,complete,1401,5,1396,1392,4,1242,309.9662929873968,0.22267693461738275,0.003323969123595734,2.1489918673585313
test,B,7,all,profile_A_control,partial,16,0,16,16,0,12,5.535246177920663,0.34595288612004144,0.3241973715702426,0.7166763898342783
test,B,7,all,profile_A_control,fully_missing,544,18,526,518,8,423,187.63758737072936,0.3622347246539177,-0.004345512670162607,5.30831226551574
test,B,7,all,profile_B_control,complete,1401,5,1396,1392,4,1257,305.66484992359824,0.2195868174738493,-0.03126413881465618,2.393487935019854
test,B,7,all,profile_B_control,partial,16,0,16,16,0,11,5.467864191071593,0.34174151194197455,0.29326538822906567,0.7378542635649463
test,B,7,all,profile_B_control,fully_missing,544,18,526,518,8,432,185.13015709369208,0.3573941256634982,-0.013046126599559388,5.1786634640814455
test,B,7,all,mixed_profile_candidate,complete,1401,5,1396,1392,4,1254,306.2933726040243,0.22003834238794848,-0.022096521748500197,2.22099134984908
test,B,7,all,mixed_profile_candidate,partial,16,0,16,16,0,12,5.133455582100292,0.32084097388126825,0.2791588642245019,0.7566844881606247
test,B,7,all,mixed_profile_candidate,fully_missing,544,18,526,518,8,430,186.09633456811702,0.35925933314308306,-0.01801842894093852,5.3313065707358245
test,B,7,all,carreiro_missing_exposure,complete,1401,5,1396,1392,4,1254,307.9928065187306,0.22125920008529498,-0.02146767109492019,2.261704779721235
test,B,7,all,carreiro_missing_exposure,partial,16,0,16,16,0,11,5.1652820078174395,0.32283012548858997,0.28912975521396195,0.727055366324878
test,B,7,all,carreiro_missing_exposure,fully_missing,544,18,526,518,8,431,179.63220772271407,0.3467803237890233,-0.004180075702305726,5.050026996111649
test,B,7,level_ge_7m,profile_A_control,complete,145,5,140,140,0,100,62.19135329273862,0.44422395209099014,0.056141730333795506,2.1489918673585313
test,B,7,level_ge_7m,profile_A_control,partial,14,0,14,14,0,10,5.348280682127071,0.3820200487233622,0.3820200487233622,0.7166763898342783
test,B,7,level_ge_7m,profile_A_control,fully_missing,101,18,83,82,1,35,94.33935134929524,1.1504798945036006,-0.21709614527186447,5.30831226551574
test,B,7,level_ge_7m,profile_B_control,complete,145,5,140,140,0,92,65.13164512887673,0.46522603663483375,-0.02058011677497199,2.393487935019854
test,B,7,level_ge_7m,profile_B_control,partial,14,0,14,14,0,9,5.168888916727001,0.3692063511947858,0.35651582042926017,0.7378542635649463
test,B,7,level_ge_7m,profile_B_control,fully_missing,101,18,83,82,1,36,93.61811021070366,1.14168427086224,-0.20725658498840785,5.1786634640814455
test,B,7,level_ge_7m,mixed_profile_candidate,complete,145,5,140,140,0,94,65.82282196327392,0.4701630140233852,-0.028232915702791888,2.22099134984908
test,B,7,level_ge_7m,mixed_profile_candidate,partial,14,0,14,14,0,10,4.799998704846161,0.3428570503461544,0.3428570503461544,0.7566844881606247
test,B,7,level_ge_7m,mixed_profile_candidate,fully_missing,101,18,83,82,1,35,95.2037755800734,1.1610216534155293,-0.26107360560511605,5.3313065707358245
test,B,7,level_ge_7m,carreiro_missing_exposure,complete,145,5,140,140,0,91,68.3820143735729,0.488442959811235,-0.00563876630260086,2.261704779721235
test,B,7,level_ge_7m,carreiro_missing_exposure,partial,14,0,14,14,0,9,4.895679045620415,0.34969136040145826,0.34969136040145826,0.727055366324878
test,B,7,level_ge_7m,carreiro_missing_exposure,fully_missing,101,18,83,82,1,33,89.59010337419338,1.0925622362706509,-0.2032076616495698,5.050026996111649
test,B,8,all,profile_A_control,complete,1400,5,1395,1391,4,1195,368.3368543579194,0.2648000390783029,-0.005236855505986285,2.985724214697452
test,B,8,all,profile_A_control,partial,16,0,16,16,0,9,6.336213632724377,0.39601335204527355,0.37715852100537073,0.8426673415151438
test,B,8,all,profile_A_control,fully_missing,544,18,526,517,9,402,229.79479759950658,0.44447736479595085,-0.020823001092878823,6.108498209808042
test,B,8,all,profile_B_control,complete,1400,5,1395,1391,4,1210,379.0044562218191,0.27246905551532646,-0.04365463159839035,3.434157899390738
test,B,8,all,profile_B_control,partial,16,0,16,16,0,10,6.658542996288812,0.41615893726805075,0.39810500897394796,0.9503337565079342
test,B,8,all,profile_B_control,fully_missing,544,18,526,517,9,394,235.24096699850048,0.4550115415831731,-0.024725706160347905,5.691275122778958
test,B,8,all,mixed_profile_candidate,complete,1400,5,1395,1391,4,1202,378.2816388198223,0.27194941683668034,-0.033086347979611075,3.269709786630571
test,B,8,all,mixed_profile_candidate,partial,16,0,16,16,0,8,6.807906670841611,0.42549416692760067,0.4161505616423016,0.8794722443391567
test,B,8,all,mixed_profile_candidate,fully_missing,544,18,526,517,9,403,229.5735030555765,0.4440493289276141,-0.031681342360235586,5.612418970754012
test,B,8,all,carreiro_missing_exposure,complete,1400,5,1395,1391,4,1202,382.3585638352301,0.27488034783266,-0.03291577801751962,3.3226131380407242
test,B,8,all,carreiro_missing_exposure,partial,16,0,16,16,0,8,7.289027006071156,0.45556418787944725,0.45351824987529604,0.9340763745342286
test,B,8,all,carreiro_missing_exposure,fully_missing,544,18,526,517,9,407,226.89899861606358,0.4388762062206259,-0.00873485582643595,5.476989858207553
test,B,8,level_ge_7m,profile_A_control,complete,145,5,140,140,0,93,72.62704661616607,0.5187646186869005,-0.025819410646494494,2.985724214697452
test,B,8,level_ge_7m,profile_A_control,partial,13,0,13,13,0,6,6.071070235565282,0.4670054027357909,0.4670054027357909,0.8426673415151438
test,B,8,level_ge_7m,profile_A_control,fully_missing,102,18,84,83,1,33,110.89925800986053,1.3361356386730185,-0.3505435431720498,6.108498209808042
test,B,8,level_ge_7m,profile_B_control,complete,145,5,140,140,0,89,74.32301552147646,0.5308786822962605,-0.09078909436088378,3.434157899390738
test,B,8,level_ge_7m,profile_B_control,partial,13,0,13,13,0,7,6.295435244484005,0.4842642495756927,0.47279965453094636,0.9503337565079342
test,B,8,level_ge_7m,profile_B_control,fully_missing,102,18,84,83,1,28,112.86654747644738,1.3598379214029805,-0.32051738713514755,5.691275122778958
test,B,8,level_ge_7m,mixed_profile_candidate,complete,145,5,140,140,0,88,75.29819294363608,0.5378442353116863,-0.07432775548543744,3.269709786630571
test,B,8,level_ge_7m,mixed_profile_candidate,partial,13,0,13,13,0,5,6.386050846586186,0.4912346805066297,0.4912346805066297,0.8794722443391567
test,B,8,level_ge_7m,mixed_profile_candidate,fully_missing,102,18,84,83,1,31,110.22928028641095,1.3280636179085656,-0.29523781491331286,5.612418970754012
test,B,8,level_ge_7m,carreiro_missing_exposure,complete,145,5,140,140,0,87,78.71729954381104,0.562266425312936,-0.049844293434990444,3.3226131380407242
test,B,8,level_ge_7m,carreiro_missing_exposure,partial,13,0,13,13,0,5,6.811625279446151,0.5239711753420117,0.5239711753420117,0.9340763745342286
test,B,8,level_ge_7m,carreiro_missing_exposure,fully_missing,102,18,84,83,1,32,105.4931844435708,1.2710022222116963,-0.21310819064264136,5.476989858207553
test,B,9,all,profile_A_control,complete,1399,5,1394,1390,4,1129,447.0029377381646,0.32158484729364356,-0.014964455420553921,3.475932737491842
test,B,9,all,profile_A_control,partial,16,0,16,16,0,8,8.275160684169645,0.5171975427606028,0.5171975427606028,1.2999861266036667
test,B,9,all,profile_A_control,fully_missing,544,18,526,516,10,367,279.6863418130195,0.5420277942112781,-0.01609796339479346,6.691812989980156
test,B,9,all,profile_B_control,complete,1399,5,1394,1390,4,1131,458.2898187821081,0.3297049055986389,-0.040429682135964456,3.2159595578660927
test,B,9,all,profile_B_control,partial,16,0,16,16,0,9,8.80386462357355,0.5502415389733468,0.5403728695009111,1.2554702799407291
test,B,9,all,profile_B_control,fully_missing,544,18,526,516,10,357,282.6450116229171,0.5477616504320099,-0.03525348614769287,6.1664049021704095
test,B,9,all,mixed_profile_candidate,complete,1399,5,1394,1390,4,1154,456.0741529625721,0.3281109014119224,-0.023440230863419575,3.5229019780877087
test,B,9,all,mixed_profile_candidate,partial,16,0,16,16,0,9,8.570739578253622,0.5356712236408514,0.5356712236408514,1.275993284907484
test,B,9,all,mixed_profile_candidate,fully_missing,544,18,526,516,10,366,279.16654217846826,0.5410204305784269,-0.026981638327360394,6.137372342022433
test,B,9,all,carreiro_missing_exposure,complete,1399,5,1394,1390,4,1151,457.86258009962086,0.329397539640015,-0.02480341860937103,3.6905596802914626
test,B,9,all,carreiro_missing_exposure,partial,16,0,16,16,0,8,8.894846473151588,0.5559279045719743,0.5552117389900275,1.2771043548581833
test,B,9,all,carreiro_missing_exposure,fully_missing,544,18,526,516,10,369,273.4446855904048,0.5299315612217147,-0.0147028269492489,6.034683610987383
test,B,9,level_ge_7m,profile_A_control,complete,145,5,140,140,0,75,89.9734308690507,0.6426673633503621,-0.0894729343577975,3.475932737491842
test,B,9,level_ge_7m,profile_A_control,partial,12,0,12,12,0,4,7.364747237330399,0.6137289364441999,0.6137289364441999,1.2999861266036667
test,B,9,level_ge_7m,profile_A_control,fully_missing,103,18,85,84,1,27,130.78631259565276,1.556979911853009,-0.39305910780370695,6.691812989980156
test,B,9,level_ge_7m,profile_B_control,complete,145,5,140,140,0,80,90.6772662888635,0.6476947592061679,-0.11548753394983033,3.2159595578660927
test,B,9,level_ge_7m,profile_B_control,partial,12,0,12,12,0,5,7.934647847462672,0.6612206539552227,0.6542247032497756,1.2554702799407291
test,B,9,level_ge_7m,profile_B_control,fully_missing,103,18,85,84,1,28,129.60405349010054,1.5429053986916732,-0.36520927505326384,6.1664049021704095
test,B,9,level_ge_7m,mixed_profile_candidate,complete,145,5,140,140,0,83,93.07687796309466,0.6648348425935333,-0.08943368973883689,3.5229019780877087
test,B,9,level_ge_7m,mixed_profile_candidate,partial,12,0,12,12,0,5,7.654786211002066,0.6378988509168388,0.6378988509168388,1.275993284907484
test,B,9,level_ge_7m,mixed_profile_candidate,fully_missing,103,18,85,84,1,27,131.01761678909804,1.559733533203548,-0.3944110234193644,6.137372342022433
test,B,9,level_ge_7m,carreiro_missing_exposure,complete,145,5,140,140,0,79,95.3985242602016,0.6814180304300114,-0.08334744087411025,3.6905596802914626
test,B,9,level_ge_7m,carreiro_missing_exposure,partial,12,0,12,12,0,4,7.963763595847989,0.6636469663206658,0.6636469663206658,1.2771043548581833
test,B,9,level_ge_7m,carreiro_missing_exposure,fully_missing,103,18,85,84,1,32,123.55048127006259,1.4708390627388404,-0.2963140518199326,6.034683610987383
test,B,10,all,profile_A_control,complete,1398,5,1393,1389,4,1072,518.93498003325,0.3736032973601512,-0.02425699469040688,3.8543352552095484
test,B,10,all,profile_A_control,partial,16,0,16,16,0,11,6.141576584289913,0.38384853651811957,0.3602222630782884,1.2776858485673959
test,B,10,all,profile_A_control,fully_missing,544,18,526,515,11,348,295.17554906130385,0.5731564059442793,-0.07342991383503818,6.718194118132436
test,B,10,all,profile_B_control,complete,1398,5,1393,1389,4,1058,539.0635892357639,0.3880947366708163,-0.07035299563271753,4.257445769540544
test,B,10,all,profile_B_control,partial,16,0,16,16,0,10,6.955097906300363,0.4346936191437727,0.3942173342428762,1.265985691215164
test,B,10,all,profile_B_control,fully_missing,544,18,526,515,11,351,301.4306855983154,0.5853023021326512,-0.07036695900748494,6.4336778764475095
test,B,10,all,mixed_profile_candidate,complete,1398,5,1393,1389,4,1067,521.7485434229558,0.37562890095245194,-0.04747892260149945,3.9402424459816245
test,B,10,all,mixed_profile_candidate,partial,16,0,16,16,0,11,7.477620899227473,0.46735130620171705,0.4473383072429692,1.4206717009436662
test,B,10,all,mixed_profile_candidate,fully_missing,544,18,526,515,11,349,292.3310747354077,0.5676331548260344,-0.07786942480229389,6.73028988534079
test,B,10,all,carreiro_missing_exposure,complete,1398,5,1393,1389,4,1070,518.480539402834,0.37327612627993806,-0.039912680131414066,3.867318457578297
test,B,10,all,carreiro_missing_exposure,partial,16,0,16,16,0,11,7.007321912147919,0.43795761950924494,0.4253415727723854,1.4200964773790243
test,B,10,all,carreiro_missing_exposure,fully_missing,544,18,526,515,11,349,288.3300026990835,0.5598640829108417,-0.08486943131477256,6.422221680078135
test,B,10,level_ge_7m,profile_A_control,complete,145,5,140,140,0,65,113.30424730062381,0.809316052147313,-0.08788131034469683,3.8543352552095484
test,B,10,level_ge_7m,profile_A_control,partial,11,0,11,11,0,6,5.466403289168351,0.4969457535607592,0.49508002968653725,1.2776858485673959
test,B,10,level_ge_7m,profile_A_control,fully_missing,104,18,86,85,1,23,136.6948200768122,1.6081743538448494,-0.5406039626265146,6.718194118132436
test,B,10,level_ge_7m,profile_B_control,complete,145,5,140,140,0,61,121.53358395546391,0.8680970282533137,-0.16809331407836248,4.257445769540544
test,B,10,level_ge_7m,profile_B_control,partial,11,0,11,11,0,6,5.863384901801821,0.5330349910728928,0.49440471620855125,1.265985691215164
test,B,10,level_ge_7m,profile_B_control,fully_missing,104,18,86,85,1,23,142.70390736632862,1.6788694984273955,-0.5062818901661327,6.4336778764475095
test,B,10,level_ge_7m,mixed_profile_candidate,complete,145,5,140,140,0,61,116.64238373855093,0.8331598838467924,-0.12525960607233044,3.9402424459816245
test,B,10,level_ge_7m,mixed_profile_candidate,partial,11,0,11,11,0,6,6.484879315830967,0.5895344832573607,0.5786592784275607,1.4206717009436662
test,B,10,level_ge_7m,mixed_profile_candidate,fully_missing,104,18,86,85,1,22,139.64487496698243,1.642880881964499,-0.5316647860729115,6.73028988534079
test,B,10,level_ge_7m,carreiro_missing_exposure,complete,145,5,140,140,0,59,115.71227059046512,0.8265162185033224,-0.08457072613393993,3.867318457578297
test,B,10,level_ge_7m,carreiro_missing_exposure,partial,11,0,11,11,0,6,6.0842170891674625,0.5531106444697693,0.5428871872728921,1.4200964773790243
test,B,10,level_ge_7m,carreiro_missing_exposure,fully_missing,104,18,86,85,1,23,134.8333462658456,1.5862746619511245,-0.5041291262113384,6.422221680078135
test,B,11,all,profile_A_control,complete,1397,5,1392,1388,4,1013,572.759364361905,0.4126508388774532,-0.06425868548495822,4.297377019309359
test,B,11,all,profile_A_control,partial,16,0,16,16,0,10,7.591819547650853,0.4744887217281783,0.4429791654615021,1.2141807451255282
test,B,11,all,profile_A_control,fully_missing,544,18,526,514,12,325,320.8658522028435,0.6242526307448317,-0.07757882031915848,7.187127007564964
test,B,11,all,profile_B_control,complete,1397,5,1392,1388,4,1024,573.328498725892,0.4130608780445908,-0.09602870749526267,4.4527283808328
test,B,11,all,profile_B_control,partial,16,0,16,16,0,9,8.70023491441251,0.5437646821507819,0.5102215321569684,1.5910420540172225
test,B,11,all,profile_B_control,fully_missing,544,18,526,514,12,317,330.87251741984073,0.6437208510113633,-0.08297500785716214,6.640039800767847
test,B,11,all,mixed_profile_candidate,complete,1397,5,1392,1388,4,1025,572.5523184659213,0.41250167036449664,-0.07512244054800231,4.469961383530583
test,B,11,all,mixed_profile_candidate,partial,16,0,16,16,0,8,8.11591347369449,0.5072445921059057,0.4698402910346386,1.3470524298921713
test,B,11,all,mixed_profile_candidate,fully_missing,544,18,526,514,12,325,325.4102935537976,0.6330939563303455,-0.09798151185746751,7.161586727890171
test,B,11,all,carreiro_missing_exposure,complete,1397,5,1392,1388,4,1034,566.9632225777244,0.40847494422026254,-0.07128497849280736,4.398539961081152
test,B,11,all,carreiro_missing_exposure,partial,16,0,16,16,0,10,8.23083529269463,0.5144272057934144,0.48068234767504636,1.4555886373314753
test,B,11,all,carreiro_missing_exposure,fully_missing,544,18,526,514,12,326,317.1313007762194,0.6169869664906993,-0.09206848712877055,7.046806788767743
test,B,11,level_ge_7m,profile_A_control,complete,145,5,140,140,0,60,126.50784778127252,0.9036274841519466,-0.17534268880146558,4.297377019309359
test,B,11,level_ge_7m,profile_A_control,partial,10,0,10,10,0,4,6.471192535149008,0.6471192535149008,0.6111459005041654,1.2141807451255282
test,B,11,level_ge_7m,profile_A_control,fully_missing,105,18,87,86,1,24,155.5117681377278,1.8082763736945096,-0.6066161151624975,7.187127007564964
test,B,11,level_ge_7m,profile_B_control,complete,145,5,140,140,0,59,129.09752790847637,0.9221251993462598,-0.274109175637621,4.4527283808328
test,B,11,level_ge_7m,profile_B_control,partial,10,0,10,10,0,4,7.273894102414844,0.7273894102414844,0.6859048337198117,1.5910420540172225
test,B,11,level_ge_7m,profile_B_control,fully_missing,105,18,87,86,1,19,160.5138410573918,1.8664400122952536,-0.5711865077093521,6.640039800767847
test,B,11,level_ge_7m,mixed_profile_candidate,complete,145,5,140,140,0,56,133.57261558412242,0.9540901113151601,-0.20268884137995688,4.469961383530583
test,B,11,level_ge_7m,mixed_profile_candidate,partial,10,0,10,10,0,3,6.623036208162769,0.6623036208162769,0.6024567391022495,1.3470524298921713
test,B,11,level_ge_7m,mixed_profile_candidate,fully_missing,105,18,87,86,1,20,159.70565816103854,1.8570425367562622,-0.6712561109183182,7.161586727890171
test,B,11,level_ge_7m,carreiro_missing_exposure,complete,145,5,140,140,0,55,132.0700230760912,0.9433573076863656,-0.1775130665939253,4.398539961081152
test,B,11,level_ge_7m,carreiro_missing_exposure,partial,10,0,10,10,0,4,6.807142101162559,0.6807142101162559,0.626722437126867,1.4555886373314753
test,B,11,level_ge_7m,carreiro_missing_exposure,fully_missing,105,18,87,86,1,20,153.05429356197533,1.7797010879299457,-0.5600549845054494,7.046806788767743
test,B,12,all,profile_A_control,complete,1396,5,1391,1387,4,994,600.8162229303591,0.433176800959163,-0.06743925308533621,4.554976171096066
test,B,12,all,profile_A_control,partial,16,0,16,16,0,8,8.268253573109757,0.5167658483193598,0.5027671170054988,1.2296708850565299
test,B,12,all,profile_A_control,fully_missing,544,18,526,513,13,323,334.06227631854216,0.6511935210887762,-0.09615987470652859,7.73061113139558
test,B,12,all,profile_B_control,complete,1396,5,1391,1387,4,998,605.2546154683047,0.43637679557916703,-0.08821217176890789,4.536629628283128
test,B,12,all,profile_B_control,partial,16,0,16,16,0,9,8.17570484820984,0.510981553013115,0.4646430246078707,1.1913378661761236
test,B,12,all,profile_B_control,fully_missing,544,18,526,513,13,319,338.5337132751938,0.6599097724662647,-0.08468376185225458,6.959959168263467
test,B,12,all,mixed_profile_candidate,complete,1396,5,1391,1387,4,999,604.0462126562379,0.4355055606750093,-0.07910783129899487,4.795146459300931
test,B,12,all,mixed_profile_candidate,partial,16,0,16,16,0,8,8.973121584896665,0.5608200990560416,0.5113242591645516,1.1535822175424322
test,B,12,all,mixed_profile_candidate,fully_missing,544,18,526,513,13,310,344.2428196379204,0.6710386347717746,-0.09406997837887279,7.606918439530505
test,B,12,all,carreiro_missing_exposure,complete,1396,5,1391,1387,4,1003,603.0162154539073,0.4347629527425431,-0.06924272054588022,4.925683127806794
test,B,12,all,carreiro_missing_exposure,partial,16,0,16,16,0,8,9.457235884781461,0.5910772427988413,0.5572548334329324,1.2668470048266869
test,B,12,all,carreiro_missing_exposure,fully_missing,544,18,526,513,13,312,339.3641347465487,0.6615285277710501,-0.06463647841833234,7.434999272650511
test,B,12,level_ge_7m,profile_A_control,complete,145,5,140,140,0,58,140.42313830568946,1.0030224164692105,-0.2566894187331471,4.554976171096066
