phase,profile,horizon_h,subset,family,carreiro_availability,classified_rows,unknown_truth,observed_targets,pairs,failures,hits,sum_abs_error_m,mae_m,bias_m,max_abs_m
test,A,8,all,carreiro_missing_exposure,fully_missing,544,18,526,517,9,405,220.92380464957006,0.42731877108234056,-0.013677806306909464,5.287202519296349
test,A,8,level_ge_7m,profile_A_control,complete,145,5,140,140,0,92,69.56001308081338,0.4968572362915241,-0.03170413599367702,2.7901413305463363
test,A,8,level_ge_7m,profile_A_control,partial,13,0,13,13,0,8,4.967915517345865,0.3821473474881435,0.3750777399652003,0.7929290744196287
test,A,8,level_ge_7m,profile_A_control,fully_missing,102,18,84,83,1,33,103.72741320261713,1.2497278699110497,-0.33616117377036897,5.604734107449106
test,A,8,level_ge_7m,profile_B_control,complete,145,5,140,140,0,89,72.48527223037567,0.5177519445026834,-0.07577453596613389,3.043398496036536
test,A,8,level_ge_7m,profile_B_control,partial,13,0,13,13,0,7,5.884258945388248,0.4526353034914037,0.3771199838712493,0.8603337565079343
test,A,8,level_ge_7m,profile_B_control,fully_missing,102,18,84,83,1,27,107.27943174421372,1.2925232740266714,-0.302955689161415,5.57685876723016
test,A,8,level_ge_7m,mixed_profile_candidate,complete,145,5,140,140,0,86,72.27553652099505,0.5162538322928217,-0.06615910038458025,2.7751458592153977
test,A,8,level_ge_7m,mixed_profile_candidate,partial,13,0,13,13,0,6,5.5942535299551945,0.430327194611938,0.3951042694087497,0.786892041356964
test,A,8,level_ge_7m,mixed_profile_candidate,fully_missing,102,18,84,83,1,29,105.07223045194392,1.2659304873728183,-0.27960727007477465,5.45787612304345
test,A,8,level_ge_7m,carreiro_missing_exposure,complete,145,5,140,140,0,84,75.03603401612094,0.5359716715437209,-0.04306868593346006,2.819853470945456
test,A,8,level_ge_7m,carreiro_missing_exposure,partial,13,0,13,13,0,6,5.980232291967969,0.4600178686129207,0.4241200743469389,0.8482323549891273
test,A,8,level_ge_7m,carreiro_missing_exposure,fully_missing,102,18,84,83,1,33,100.49761644215707,1.2108146559296031,-0.20106153993740217,5.287202519296349
test,A,9,all,profile_A_control,complete,1399,5,1394,1389,5,1137,445.90764500246337,0.32102782217599957,-0.033175819955243435,3.425025934885225
test,A,9,all,profile_A_control,partial,16,0,16,16,0,9,7.816572684935513,0.48853579280846954,0.4504130173037622,1.199992210219568
test,A,9,all,profile_A_control,fully_missing,544,18,526,516,10,362,271.9692583894471,0.527072206181099,-0.037181840178091084,6.290140102551524
test,A,9,all,profile_B_control,complete,1399,5,1394,1389,5,1121,465.1418139774541,0.33487531603848386,-0.05087827101030732,3.2005656276282917
test,A,9,all,profile_B_control,partial,16,0,16,16,0,10,7.753715098904739,0.4846071936815462,0.45371470386306306,1.1654702799407293
test,A,9,all,profile_B_control,fully_missing,544,18,526,516,10,355,280.7802737420447,0.544147817329544,-0.050672510544669445,6.015938421308954
test,A,9,all,mixed_profile_candidate,complete,1399,5,1394,1389,5,1125,459.12158969425974,0.3305411012917637,-0.036331957666167154,3.239686551136744
test,A,9,all,mixed_profile_candidate,partial,16,0,16,16,0,10,7.797825205486505,0.48736407534290654,0.44960458262215314,1.1859932849074841
test,A,9,all,mixed_profile_candidate,fully_missing,544,18,526,516,10,370,273.7452675283567,0.5305140843572804,-0.03635214579362837,6.118445629477499
test,A,9,all,carreiro_missing_exposure,complete,1399,5,1394,1389,5,1138,460.9497976819879,0.3318573057465716,-0.03755665151484623,3.486216714683268
test,A,9,all,carreiro_missing_exposure,partial,16,0,16,16,0,9,8.089358255269492,0.5055848909543432,0.47159166052760665,1.1871043548581834
test,A,9,all,carreiro_missing_exposure,fully_missing,544,18,526,516,10,371,267.2527219678842,0.5179316317207059,-0.02347763860453972,5.979571794885827
test,A,9,level_ge_7m,profile_A_control,complete,145,5,140,140,0,81,85.05532956232847,0.6075380683023462,-0.09302092043516941,3.425025934885225
test,A,9,level_ge_7m,profile_A_control,partial,12,0,12,12,0,5,6.997995925011448,0.5831663270842874,0.5323359597446776,1.199992210219568
test,A,9,level_ge_7m,profile_A_control,fully_missing,103,18,85,84,1,24,125.52406752700037,1.494334137226195,-0.38271362010521476,6.290140102551524
test,A,9,level_ge_7m,profile_B_control,complete,145,5,140,140,0,82,87.07266668847419,0.621947619203387,-0.10672630572575047,3.2005656276282917
test,A,9,level_ge_7m,profile_B_control,partial,12,0,12,12,0,6,7.0100871217956495,0.5841739268163041,0.5496900450215065,1.1654702799407293
test,A,9,level_ge_7m,profile_B_control,fully_missing,103,18,85,84,1,30,126.1013673419357,1.501206754070663,-0.36003793800224854,6.015938421308954
test,A,9,level_ge_7m,mixed_profile_candidate,complete,145,5,140,140,0,81,87.8418995659378,0.6274421397566985,-0.08440436656595493,3.239686551136744
test,A,9,level_ge_7m,mixed_profile_candidate,partial,12,0,12,12,0,6,7.008269417606616,0.584022451467218,0.5383842221114471,1.1859932849074841
test,A,9,level_ge_7m,mixed_profile_candidate,fully_missing,103,18,85,84,1,26,125.97485351811716,1.4997006371204424,-0.37588186192575845,6.118445629477499
test,A,9,level_ge_7m,carreiro_missing_exposure,complete,145,5,140,140,0,84,90.1290007947955,0.6437785771056822,-0.08423225040465641,3.486216714683268
test,A,9,level_ge_7m,carreiro_missing_exposure,partial,12,0,12,12,0,5,7.279875999806391,0.6066563333171993,0.5613320260815505,1.1871043548581834
test,A,9,level_ge_7m,carreiro_missing_exposure,fully_missing,103,18,85,84,1,32,118.24335770609505,1.4076590203106554,-0.2820374795726912,5.979571794885827
test,A,10,all,profile_A_control,complete,1398,5,1393,1388,5,1075,514.241391942673,0.3704909163852111,-0.03465947684537148,3.252112412471128
test,A,10,all,profile_A_control,partial,16,0,16,16,0,11,5.979073921595603,0.3736921200997252,0.3175656470666939,1.1742775703843176
test,A,10,all,profile_A_control,fully_missing,544,18,526,515,11,342,287.5791086052752,0.558406036126748,-0.08217734685359067,6.511789742894907
test,A,10,all,profile_B_control,complete,1398,5,1393,1388,5,1049,543.6242826247221,0.3916601459832292,-0.0762104106852769,3.8076546957293225
test,A,10,all,profile_B_control,partial,16,0,16,16,0,11,6.760751369484268,0.42254696059276675,0.33315172874415033,1.175985691215164
test,A,10,all,profile_B_control,fully_missing,544,18,526,515,11,346,297.62048536852944,0.5779038550845232,-0.07509265250259752,6.1922946079013705
test,A,10,all,mixed_profile_candidate,complete,1398,5,1393,1388,5,1061,520.3367055121184,0.3748823526744369,-0.0513066900335668,3.198941444263845
test,A,10,all,mixed_profile_candidate,partial,16,0,16,16,0,10,7.249786413105059,0.4531116508190662,0.39307711110308147,1.3306717009436664
test,A,10,all,mixed_profile_candidate,fully_missing,544,18,526,515,11,347,288.041130846072,0.559303166691402,-0.08130534832596621,6.339306509605971
test,A,10,all,carreiro_missing_exposure,complete,1398,5,1393,1388,5,1067,517.6444605490531,0.37294269492006704,-0.04443501083272371,3.294618903135323
test,A,10,all,carreiro_missing_exposure,partial,16,0,16,16,0,10,6.814360435278761,0.4258975272049226,0.3731195172735827,1.3300964773790245
test,A,10,all,carreiro_missing_exposure,fully_missing,544,18,526,515,11,346,283.98014105695336,0.5514177496251521,-0.08999492046822391,6.23662723995756
test,A,10,level_ge_7m,profile_A_control,complete,145,5,140,140,0,64,107.31489659188377,0.7665349756563126,-0.08209177174047658,3.252112412471128
test,A,10,level_ge_7m,profile_A_control,partial,11,0,11,11,0,6,5.341959706630918,0.4856327006028108,0.4418621445506048,1.1742775703843176
test,A,10,level_ge_7m,profile_A_control,fully_missing,104,18,86,85,1,18,129.7486125555409,1.5264542653593045,-0.5122669477286244,6.511789742894907
test,A,10,level_ge_7m,profile_B_control,complete,145,5,140,140,0,65,115.87725556505103,0.8276946826075073,-0.15066739090897546,3.8076546957293225
test,A,10,level_ge_7m,profile_B_control,partial,11,0,11,11,0,6,5.782885536832992,0.5257168669848175,0.4242752847966777,1.175985691215164
test,A,10,level_ge_7m,profile_B_control,fully_missing,104,18,86,85,1,23,135.991984031798,1.5999056944917414,-0.47733140212667446,6.1922946079013705
test,A,10,level_ge_7m,mixed_profile_candidate,complete,145,5,140,140,0,64,110.29676188838528,0.7878340134884663,-0.09550725196842538,3.198941444263845
test,A,10,level_ge_7m,mixed_profile_candidate,partial,11,0,11,11,0,5,6.375914879507565,0.5796286254097787,0.5140652143963366,1.3306717009436664
test,A,10,level_ge_7m,mixed_profile_candidate,fully_missing,104,18,86,85,1,21,132.85112032666967,1.5629543567843491,-0.5011233295905143,6.339306509605971
test,A,10,level_ge_7m,carreiro_missing_exposure,complete,145,5,140,140,0,65,110.38990685322011,0.788499334665858,-0.0605310391833782,3.294618903135323
test,A,10,level_ge_7m,carreiro_missing_exposure,partial,11,0,11,11,0,5,6.011219791350729,0.5464745264864299,0.4848445890278033,1.3300964773790245
test,A,10,level_ge_7m,carreiro_missing_exposure,fully_missing,104,18,86,85,1,25,127.9603367929908,1.5054157269763624,-0.4779981496102715,6.23662723995756
test,A,11,all,profile_A_control,complete,1397,5,1392,1387,5,1005,566.9013357689298,0.40872482751905537,-0.07074921987603054,3.849960848752257
test,A,11,all,profile_A_control,partial,16,0,16,16,0,10,6.81947777777048,0.426217361110655,0.40424778980325493,1.0991114887208457
test,A,11,all,profile_A_control,fully_missing,544,18,526,514,12,321,317.37673514164237,0.6174644652561135,-0.08923460872461661,7.1933341782238
test,A,11,all,profile_B_control,complete,1397,5,1392,1387,5,1005,574.6023717132172,0.41427712452286747,-0.09714353717524743,4.150683164893289
test,A,11,all,profile_B_control,partial,16,0,16,16,0,10,8.073208336183807,0.504575521011488,0.45711413476331525,1.5010420540172227
test,A,11,all,profile_B_control,fully_missing,544,18,526,514,12,313,328.73574925026503,0.6395637144946791,-0.0880448509440591,6.669592937105812
test,A,11,all,mixed_profile_candidate,complete,1397,5,1392,1387,5,1015,568.3755345056372,0.40978769611076943,-0.08026776320001051,4.059983313554843
test,A,11,all,mixed_profile_candidate,partial,16,0,16,16,0,9,7.464690644088352,0.466543165255522,0.43726960842298046,1.2570524298921715
test,A,11,all,mixed_profile_candidate,fully_missing,544,18,526,514,12,324,323.0105067312302,0.6284251103720432,-0.10809041962666216,7.15943769248484
test,A,11,all,carreiro_missing_exposure,complete,1397,5,1392,1387,5,1022,561.8760474343185,0.4051016924544473,-0.0746105233120454,4.051976720381461
test,A,11,all,carreiro_missing_exposure,partial,16,0,16,16,0,10,7.573506440381283,0.47334415252383016,0.44173706482581526,1.3655886373314754
test,A,11,all,carreiro_missing_exposure,fully_missing,544,18,526,514,12,313,315.0591107624211,0.6129554684093795,-0.10125566535586268,7.190010229915571
test,A,11,level_ge_7m,profile_A_control,complete,145,5,140,140,0,64,119.02202983381235,0.8501573559558026,-0.1552379735370739,3.849960848752257
test,A,11,level_ge_7m,profile_A_control,partial,10,0,10,10,0,4,5.885108486278599,0.58851084862786,0.5533595345360198,1.0991114887208457
test,A,11,level_ge_7m,profile_A_control,fully_missing,105,18,87,86,1,20,150.6116281835971,1.75129800213485,-0.6102151588327431,7.1933341782238
test,A,11,level_ge_7m,profile_B_control,complete,145,5,140,140,0,64,125.01674245804438,0.8929767318431742,-0.23449708167862465,4.150683164893289
test,A,11,level_ge_7m,profile_B_control,partial,10,0,10,10,0,5,6.607668653263062,0.6607668653263061,0.5989939863368914,1.5010420540172227
test,A,11,level_ge_7m,profile_B_control,fully_missing,105,18,87,86,1,17,155.119672635787,1.8037171236719418,-0.5728507483751201,6.669592937105812
test,A,11,level_ge_7m,mixed_profile_candidate,complete,145,5,140,140,0,59,126.23618450012242,0.9016870321437316,-0.17962641276955807,4.059983313554843
test,A,11,level_ge_7m,mixed_profile_candidate,partial,10,0,10,10,0,4,5.84497126957667,0.584497126957667,0.5383579042978438,1.2570524298921715
test,A,11,level_ge_7m,mixed_profile_candidate,fully_missing,105,18,87,86,1,19,153.8898780738308,1.7894171869050093,-0.6706679796315453,7.15943769248484
test,A,11,level_ge_7m,carreiro_missing_exposure,complete,145,5,140,140,0,60,124.85552298592532,0.8918251641851809,-0.1495974810603449,4.051976720381461
test,A,11,level_ge_7m,carreiro_missing_exposure,partial,10,0,10,10,0,4,6.136823197587107,0.6136823197587107,0.5631109794418869,1.3655886373314754
test,A,11,level_ge_7m,carreiro_missing_exposure,fully_missing,105,18,87,86,1,15,147.63849528420062,1.71672668935117,-0.5546377542556036,7.190010229915571
test,A,12,all,profile_A_control,complete,1396,5,1391,1386,5,982,597.027059223611,0.4307554539852893,-0.07551971876955421,4.254528362117192
test,A,12,all,profile_A_control,partial,16,0,16,16,0,10,7.6387772447540465,0.4774235777971279,0.4742199677497953,1.1202676213088498
test,A,12,all,profile_A_control,fully_missing,544,18,526,513,13,322,328.01057369420084,0.639396829813257,-0.10237739077908567,7.575214133637115
test,A,12,all,profile_B_control,complete,1396,5,1391,1386,5,976,606.7077389732835,0.4377400714092955,-0.08960947216520818,4.342529399645422
test,A,12,all,profile_B_control,partial,16,0,16,16,0,10,7.370698465982136,0.4606686541238835,0.4386641916656086,1.1013378661761237
test,A,12,all,profile_B_control,fully_missing,544,18,526,513,13,316,334.66595865000863,0.6523702897660987,-0.09202554068956838,7.103354101008396
test,A,12,all,mixed_profile_candidate,complete,1396,5,1391,1386,5,986,603.1262732228097,0.4351560412862985,-0.08364086801448929,4.4999663601491395
test,A,12,all,mixed_profile_candidate,partial,16,0,16,16,0,9,7.93822032210685,0.4961387701316781,0.4891876475709646,1.0675904432659138
test,A,12,all,mixed_profile_candidate,fully_missing,544,18,526,513,13,309,341.5989007054675,0.6658847966968177,-0.10201719368380184,7.792800339521805
test,A,12,all,carreiro_missing_exposure,complete,1396,5,1391,1386,5,1002,602.1093885385478,0.4344223582529205,-0.0730309854571673,4.450923922569789
test,A,12,all,carreiro_missing_exposure,partial,16,0,16,16,0,9,8.577781141840365,0.5361113213650228,0.5250598183212025,1.1705902631501743
test,A,12,all,carreiro_missing_exposure,fully_missing,544,18,526,513,13,315,335.45391703294035,0.6539062710193769,-0.07198066178443524,7.568111173850733
test,A,12,level_ge_7m,profile_A_control,complete,145,5,140,140,0,63,132.0155977644631,0.9429685554604508,-0.22487388815030493,4.254528362117192
test,A,12,level_ge_7m,profile_A_control,partial,9,0,9,9,0,4,5.564968843466897,0.6183298714963219,0.6126345647455084,1.1202676213088498
test,A,12,level_ge_7m,profile_A_control,fully_missing,106,18,88,87,1,24,156.6988941429972,1.8011367142873242,-0.6270343605648969,7.575214133637115
test,A,12,level_ge_7m,profile_B_control,complete,145,5,140,140,0,55,138.63725725018972,0.9902661232156409,-0.2531550146281007,4.342529399645422
test,A,12,level_ge_7m,profile_B_control,partial,9,0,9,9,0,4,5.057598867573041,0.5619554297303379,0.5228363853600713,1.1013378661761237
test,A,12,level_ge_7m,profile_B_control,fully_missing,106,18,88,87,1,16,163.0909738755027,1.8746088951207207,-0.6958275276344263,7.103354101008396
test,A,12,level_ge_7m,mixed_profile_candidate,complete,145,5,140,140,0,58,138.209399632927,0.9872099973780499,-0.25996032534961655,4.4999663601491395
test,A,12,level_ge_7m,mixed_profile_candidate,partial,9,0,9,9,0,3,5.651534297616658,0.6279482552907398,0.6155907040716936,1.0675904432659138
test,A,12,level_ge_7m,mixed_profile_candidate,fully_missing,106,18,88,87,1,14,169.70592283270503,1.9506427911805175,-0.7306981855186483,7.792800339521805
test,A,12,level_ge_7m,carreiro_missing_exposure,complete,145,5,140,140,0,59,139.05904565169192,0.9932788975120851,-0.2543872056971546,4.450923922569789
test,A,12,level_ge_7m,carreiro_missing_exposure,partial,9,0,9,9,0,3,6.1757688593889615,0.6861965399321068,0.6665494234097599,1.1705902631501743
test,A,12,level_ge_7m,carreiro_missing_exposure,fully_missing,106,18,88,87,1,16,162.2228032219563,1.8646299220914517,-0.6165524806229139,7.568111173850733
test,B,1,all,profile_A_control,complete,1407,5,1402,1400,2,1397,74.37504649138006,0.053125033208128614,0.0013652783209586279,0.6846616529475544
test,B,1,all,profile_A_control,partial,16,0,16,16,0,16,1.4171270308947097,0.08857043943091936,0.07960773122646658,0.2467413392541502
test,B,1,all,profile_A_control,fully_missing,544,18,526,524,2,513,43.0120653638388,0.08208409420579924,-0.003719531198802467,1.6777759874458438
test,B,1,all,profile_B_control,complete,1407,5,1402,1400,2,1399,49.62039984306372,0.035443142745045515,0.002629258793654422,0.5312803520074385
test,B,1,all,profile_B_control,partial,16,0,16,16,0,16,0.8173163521159692,0.051082272007248075,0.03488637559674962,0.1613618440541913
test,B,1,all,profile_B_control,fully_missing,544,18,526,524,2,518,32.3576632286265,0.061751265703485686,-2.7482839066262402e-05,1.5100564871323074
test,B,1,all,mixed_profile_candidate,complete,1407,5,1402,1400,2,1399,53.16113006466391,0.03797223576047422,0.0002271172512241986,0.5783334230443047
test,B,1,all,mixed_profile_candidate,partial,16,0,16,16,0,16,1.0286883141388259,0.06429301963367662,0.052941816592514734,0.19205356935650997
test,B,1,all,mixed_profile_candidate,fully_missing,544,18,526,524,2,516,35.551294331582554,0.06784598154882167,-0.0009561056286773384,1.5158225447286915
test,B,1,all,carreiro_missing_exposure,complete,1407,5,1402,1400,2,1399,52.60825496363208,0.03757732497402291,0.0003402536769868896,0.5471678099772093
test,B,1,all,carreiro_missing_exposure,partial,16,0,16,16,0,16,1.0057398202865793,0.0628587387679112,0.05050230395616323,0.18847153657526405
test,B,1,all,carreiro_missing_exposure,fully_missing,544,18,526,524,2,518,34.57481232619561,0.06598246627136567,0.001319815109256513,1.459360361861748
test,B,1,level_ge_7m,profile_A_control,complete,149,5,144,144,0,143,13.392894445443078,0.09300621142668804,0.016958990131064357,0.5171646392557445
test,B,1,level_ge_7m,profile_A_control,partial,16,0,16,16,0,16,1.4171270308947097,0.08857043943091936,0.07960773122646658,0.2467413392541502
test,B,1,level_ge_7m,profile_A_control,fully_missing,95,18,77,76,1,70,15.823214859235536,0.20820019551625704,-0.021005872867395928,1.6777759874458438
test,B,1,level_ge_7m,profile_B_control,complete,149,5,144,144,0,144,8.877942580528414,0.06165237903144732,0.011600196301439972,0.3721873250538206
test,B,1,level_ge_7m,profile_B_control,partial,16,0,16,16,0,16,0.8173163521159692,0.051082272007248075,0.03488637559674962,0.1613618440541913
test,B,1,level_ge_7m,profile_B_control,fully_missing,95,18,77,76,1,70,12.515351839771691,0.1646756821022591,-0.01685813767044236,1.5100564871323074
test,B,1,level_ge_7m,mixed_profile_candidate,complete,149,5,144,144,0,144,9.98798743595064,0.06936102386076833,0.01639433561424658,0.38534968972735584
test,B,1,level_ge_7m,mixed_profile_candidate,partial,16,0,16,16,0,16,1.0286883141388259,0.06429301963367662,0.052941816592514734,0.19205356935650997
test,B,1,level_ge_7m,mixed_profile_candidate,fully_missing,95,18,77,76,1,70,13.779896030823185,0.1813144214581998,-0.011042952204690567,1.5158225447286915
test,B,1,level_ge_7m,carreiro_missing_exposure,complete,149,5,144,144,0,144,9.789825991079935,0.06798490271583288,0.017220282185865615,0.37566402350235606
test,B,1,level_ge_7m,carreiro_missing_exposure,partial,16,0,16,16,0,16,1.0057398202865793,0.0628587387679112,0.05050230395616323,0.18847153657526405
test,B,1,level_ge_7m,carreiro_missing_exposure,fully_missing,95,18,77,76,1,70,13.49423777607026,0.1775557602114508,-0.0004447428493308843,1.459360361861748
test,B,2,all,profile_A_control,complete,1406,5,1401,1398,3,1385,112.017399183865,0.08012689498130543,-0.004512400586982423,1.2412597570687116
test,B,2,all,profile_A_control,partial,16,0,16,16,0,16,2.176713343825571,0.1360445839890982,0.0963872948055215,0.3043958802207367
test,B,2,all,profile_A_control,fully_missing,544,18,526,523,3,503,70.43992709721846,0.13468437303483452,-0.009585482051316038,2.810986906354252
test,B,2,all,profile_B_control,complete,1406,5,1401,1398,3,1388,84.37607587531136,0.06035484683498667,0.007255712993334234,0.6073664048306107
test,B,2,all,profile_B_control,partial,16,0,16,16,0,16,1.7367523691061058,0.10854702306913161,0.07131972846413853,0.2838021856753521
test,B,2,all,profile_B_control,fully_missing,544,18,526,523,3,506,54.26554570351091,0.10375821358223883,-0.00254272140601812,2.721435573404227
test,B,2,all,mixed_profile_candidate,complete,1406,5,1401,1398,3,1392,76.90369527506499,0.055009796334095126,0.0014432190153791213,0.9516704295118958
test,B,2,all,mixed_profile_candidate,partial,16,0,16,16,0,16,1.6999146196212411,0.10624466372632757,0.061568936425256404,0.27086540279674054
test,B,2,all,mixed_profile_candidate,fully_missing,544,18,526,523,3,507,54.670740921533444,0.10453296543314233,-0.006509344713629308,2.7234645501539516
test,B,2,all,carreiro_missing_exposure,complete,1406,5,1401,1398,3,1391,77.18083897730713,0.055208039325684646,0.003787610629615216,0.9708627327510735
test,B,2,all,carreiro_missing_exposure,partial,16,0,16,16,0,16,1.7617725840103162,0.11011078650064476,0.06164937071159571,0.2819806314405984
test,B,2,all,carreiro_missing_exposure,fully_missing,544,18,526,523,3,507,53.4300164835837,0.10216064337205297,0.005300918117332,2.5304689423766575
test,B,2,level_ge_7m,profile_A_control,complete,148,5,143,143,0,136,22.683520434941354,0.1586260170275619,0.007988299208438061,0.7910301703938014
test,B,2,level_ge_7m,profile_A_control,partial,16,0,16,16,0,16,2.176713343825571,0.1360445839890982,0.0963872948055215,0.3043958802207367
test,B,2,level_ge_7m,profile_A_control,fully_missing,96,18,78,77,1,65,25.832707698862254,0.3354897103748345,-0.06239754371730777,2.810986906354252
test,B,2,level_ge_7m,profile_B_control,complete,148,5,143,143,0,137,15.72691159021651,0.10997840272878678,0.005970308427408924,0.5986192974859961
test,B,2,level_ge_7m,profile_B_control,partial,16,0,16,16,0,16,1.7367523691061058,0.10854702306913161,0.07131972846413853,0.2838021856753521
test,B,2,level_ge_7m,profile_B_control,fully_missing,96,18,78,77,1,65,22.787289159996178,0.2959388202596906,-0.08472145823683269,2.721435573404227
test,B,2,level_ge_7m,mixed_profile_candidate,complete,148,5,143,143,0,141,16.77887002435579,0.11733475541507546,0.00046254786035705096,0.6030540628258692
test,B,2,level_ge_7m,mixed_profile_candidate,partial,16,0,16,16,0,16,1.6999146196212411,0.10624466372632757,0.061568936425256404,0.27086540279674054
test,B,2,level_ge_7m,mixed_profile_candidate,fully_missing,96,18,78,77,1,65,23.766462472580812,0.3086553567867638,-0.07405218667219685,2.7234645501539516
test,B,2,level_ge_7m,carreiro_missing_exposure,complete,148,5,143,143,0,140,17.50968695081346,0.12244536329240183,0.009159897693571277,0.6843643413410252
test,B,2,level_ge_7m,carreiro_missing_exposure,partial,16,0,16,16,0,16,1.7617725840103162,0.11011078650064476,0.06164937071159571,0.2819806314405984
test,B,2,level_ge_7m,carreiro_missing_exposure,fully_missing,96,18,78,77,1,66,22.213216007060495,0.28848332476701943,-0.028820575190095846,2.5304689423766575
test,B,3,all,profile_A_control,complete,1405,5,1400,1396,4,1364,150.1432721120661,0.10755248718629376,-0.007420794846660945,1.4455090991822397
test,B,3,all,profile_A_control,partial,16,0,16,16,0,16,2.733508023198554,0.1708442514499096,0.12748371286290155,0.43299031192365156
test,B,3,all,profile_A_control,fully_missing,544,18,526,522,4,481,98.8010355172492,0.18927401440086056,-0.03432726749643708,4.2302978392165045
test,B,3,all,profile_B_control,complete,1405,5,1400,1396,4,1382,107.22251750435649,0.07680696096300609,0.0027071419832288075,1.061524811586363
test,B,3,all,profile_B_control,partial,16,0,16,16,0,16,2.209982336258875,0.1381238960161797,0.07700710503824038,0.36041376927983215
test,B,3,all,profile_B_control,fully_missing,544,18,526,522,4,495,78.01996062753705,0.1494635261063928,-0.022234284665611913,3.971469992707828
test,B,3,all,mixed_profile_candidate,complete,1405,5,1400,1396,4,1377,107.65756069893035,0.07711859648920512,-0.0020286953541104285,1.0621080344028382
test,B,3,all,mixed_profile_candidate,partial,16,0,16,16,0,16,2.477565607250294,0.15484785045314337,0.10083768073283733,0.3951831023378407
test,B,3,all,mixed_profile_candidate,fully_missing,544,18,526,522,4,488,80.33456005536758,0.15389762462714096,-0.011640715123007806,3.9207443853420045
test,B,3,all,carreiro_missing_exposure,complete,1405,5,1400,1396,4,1377,106.96413790440073,0.07662187528968534,-0.0009198305159805642,1.0238726845032544
test,B,3,all,carreiro_missing_exposure,partial,16,0,16,16,0,16,2.5105395591434583,0.15690872244646614,0.08950612808261738,0.37869550907096183
test,B,3,all,carreiro_missing_exposure,fully_missing,544,18,526,522,4,491,79.75276512231903,0.15278307494697133,-0.01664686579446284,3.951513947148417
test,B,3,level_ge_7m,profile_A_control,complete,147,5,142,142,0,129,30.865142344232236,0.21736015735374814,-0.0019908174942183743,1.1641344170961272
test,B,3,level_ge_7m,profile_A_control,partial,16,0,16,16,0,16,2.733508023198554,0.1708442514499096,0.12748371286290155,0.43299031192365156
test,B,3,level_ge_7m,profile_A_control,fully_missing,97,18,79,78,1,54,43.7719068763201,0.5611782932861552,-0.183595485628708,4.2302978392165045
test,B,3,level_ge_7m,profile_B_control,complete,147,5,142,142,0,133,24.67623331910005,0.1737762909795778,-0.0014989473415668913,1.061524811586363
test,B,3,level_ge_7m,profile_B_control,partial,16,0,16,16,0,16,2.209982336258875,0.1381238960161797,0.07700710503824038,0.36041376927983215
test,B,3,level_ge_7m,profile_B_control,fully_missing,97,18,79,78,1,58,37.53119574303847,0.48116917619280086,-0.1620107183249098,3.971469992707828
test,B,3,level_ge_7m,mixed_profile_candidate,complete,147,5,142,142,0,131,26.909084333288455,0.18950059389639756,-0.007693816899410723,1.0621080344028382
test,B,3,level_ge_7m,mixed_profile_candidate,partial,16,0,16,16,0,16,2.477565607250294,0.15484785045314337,0.10083768073283733,0.3951831023378407
test,B,3,level_ge_7m,mixed_profile_candidate,fully_missing,97,18,79,78,1,56,38.92281315017651,0.49901042500226295,-0.14810398722421528,3.9207443853420045
test,B,3,level_ge_7m,carreiro_missing_exposure,complete,147,5,142,142,0,131,26.96770094124757,0.18991338691019416,-0.0003007030295619538,1.019210593560059
test,B,3,level_ge_7m,carreiro_missing_exposure,partial,16,0,16,16,0,16,2.5105395591434583,0.15690872244646614,0.08950612808261738,0.37869550907096183
test,B,3,level_ge_7m,carreiro_missing_exposure,fully_missing,97,18,79,78,1,56,39.19646102650554,0.5025187311090453,-0.16096317250283448,3.951513947148417
test,B,4,all,profile_A_control,complete,1404,5,1399,1395,4,1365,168.38822731578387,0.12070840667798126,-0.0019636035535892755,1.4184298991298472
test,B,4,all,profile_A_control,partial,16,0,16,16,0,14,3.3793250235826546,0.21120781397391591,0.14938965855393044,0.5270837297069058
test,B,4,all,profile_A_control,fully_missing,544,18,526,521,5,478,117.53914994632781,0.225602974944967,-0.04036514381211406,4.954681229406976
test,B,4,all,profile_B_control,complete,1404,5,1399,1395,4,1373,132.31710189420323,0.09485096909978727,0.0005072276204707344,1.1924259727574427
test,B,4,all,profile_B_control,partial,16,0,16,16,0,16,2.901421353567594,0.18133883459797462,0.0885997577323403,0.39559363291283667
test,B,4,all,profile_B_control,fully_missing,544,18,526,521,5,477,102.50025904702098,0.19673754135704602,-0.03176377793283352,5.1179488471626104
test,B,4,all,mixed_profile_candidate,complete,1404,5,1399,1395,4,1369,140.07153632495863,0.1004097034587517,2.5949091918478785e-05,1.3189684073645118
test,B,4,all,mixed_profile_candidate,partial,16,0,16,16,0,16,2.966006321655337,0.18537539510345857,0.09278181818603326,0.45643239376221345
test,B,4,all,mixed_profile_candidate,fully_missing,544,18,526,521,5,480,106.41341493437443,0.2042483971868991,-0.03961490973597685,5.078591233547437
test,B,4,all,carreiro_missing_exposure,complete,1404,5,1399,1395,4,1367,138.56153781731905,0.09932726725255846,0.0003241692141854045,1.4880881222267988
test,B,4,all,carreiro_missing_exposure,partial,16,0,16,16,0,16,3.0321926162915087,0.1895120385182193,0.11377040754044054,0.4838883709145012
test,B,4,all,carreiro_missing_exposure,fully_missing,544,18,526,521,5,480,103.2751002533484,0.19822476056304875,-0.02941802187921341,4.890351633969555
