phase,profile,horizon_h,family,subset,partition,scheduled_parent,classified_rows,observed_targets,unknown_truth
test,B,5,age_mixed_candidate,all,future_response,1963,1963,1940,23
test,B,5,age_mixed_candidate,all,training_response_support,1963,1963,1940,23
test,B,5,profile_A_control,level_ge_7m,known_trend,1963,260,237,23
test,B,5,profile_A_control,level_ge_7m,future_response,1963,260,237,23
test,B,5,profile_A_control,level_ge_7m,training_response_support,1963,260,237,23
test,B,5,profile_B_control,level_ge_7m,known_trend,1963,260,237,23
test,B,5,profile_B_control,level_ge_7m,future_response,1963,260,237,23
test,B,5,profile_B_control,level_ge_7m,training_response_support,1963,260,237,23
test,B,5,mixed_profile_candidate,level_ge_7m,known_trend,1963,260,237,23
test,B,5,mixed_profile_candidate,level_ge_7m,future_response,1963,260,237,23
test,B,5,mixed_profile_candidate,level_ge_7m,training_response_support,1963,260,237,23
test,B,5,age_mixed_candidate,level_ge_7m,known_trend,1963,260,237,23
test,B,5,age_mixed_candidate,level_ge_7m,future_response,1963,260,237,23
test,B,5,age_mixed_candidate,level_ge_7m,training_response_support,1963,260,237,23
test,B,6,profile_A_control,all,known_trend,1962,1962,1939,23
test,B,6,profile_A_control,all,future_response,1962,1962,1939,23
test,B,6,profile_A_control,all,training_response_support,1962,1962,1939,23
test,B,6,profile_B_control,all,known_trend,1962,1962,1939,23
test,B,6,profile_B_control,all,future_response,1962,1962,1939,23
test,B,6,profile_B_control,all,training_response_support,1962,1962,1939,23
test,B,6,mixed_profile_candidate,all,known_trend,1962,1962,1939,23
test,B,6,mixed_profile_candidate,all,future_response,1962,1962,1939,23
test,B,6,mixed_profile_candidate,all,training_response_support,1962,1962,1939,23
test,B,6,age_mixed_candidate,all,known_trend,1962,1962,1939,23
test,B,6,age_mixed_candidate,all,future_response,1962,1962,1939,23
test,B,6,age_mixed_candidate,all,training_response_support,1962,1962,1939,23
test,B,6,profile_A_control,level_ge_7m,known_trend,1962,260,237,23
test,B,6,profile_A_control,level_ge_7m,future_response,1962,260,237,23
test,B,6,profile_A_control,level_ge_7m,training_response_support,1962,260,237,23
test,B,6,profile_B_control,level_ge_7m,known_trend,1962,260,237,23
test,B,6,profile_B_control,level_ge_7m,future_response,1962,260,237,23
test,B,6,profile_B_control,level_ge_7m,training_response_support,1962,260,237,23
test,B,6,mixed_profile_candidate,level_ge_7m,known_trend,1962,260,237,23
test,B,6,mixed_profile_candidate,level_ge_7m,future_response,1962,260,237,23
test,B,6,mixed_profile_candidate,level_ge_7m,training_response_support,1962,260,237,23
test,B,6,age_mixed_candidate,level_ge_7m,known_trend,1962,260,237,23
test,B,6,age_mixed_candidate,level_ge_7m,future_response,1962,260,237,23
test,B,6,age_mixed_candidate,level_ge_7m,training_response_support,1962,260,237,23
test,B,7,profile_A_control,all,known_trend,1961,1961,1938,23
test,B,7,profile_A_control,all,future_response,1961,1961,1938,23
test,B,7,profile_A_control,all,training_response_support,1961,1961,1938,23
test,B,7,profile_B_control,all,known_trend,1961,1961,1938,23
test,B,7,profile_B_control,all,future_response,1961,1961,1938,23
test,B,7,profile_B_control,all,training_response_support,1961,1961,1938,23
test,B,7,mixed_profile_candidate,all,known_trend,1961,1961,1938,23
test,B,7,mixed_profile_candidate,all,future_response,1961,1961,1938,23
test,B,7,mixed_profile_candidate,all,training_response_support,1961,1961,1938,23
test,B,7,age_mixed_candidate,all,known_trend,1961,1961,1938,23
test,B,7,age_mixed_candidate,all,future_response,1961,1961,1938,23
test,B,7,age_mixed_candidate,all,training_response_support,1961,1961,1938,23
test,B,7,profile_A_control,level_ge_7m,known_trend,1961,260,237,23
test,B,7,profile_A_control,level_ge_7m,future_response,1961,260,237,23
test,B,7,profile_A_control,level_ge_7m,training_response_support,1961,260,237,23
test,B,7,profile_B_control,level_ge_7m,known_trend,1961,260,237,23
test,B,7,profile_B_control,level_ge_7m,future_response,1961,260,237,23
test,B,7,profile_B_control,level_ge_7m,training_response_support,1961,260,237,23
test,B,7,mixed_profile_candidate,level_ge_7m,known_trend,1961,260,237,23
test,B,7,mixed_profile_candidate,level_ge_7m,future_response,1961,260,237,23
test,B,7,mixed_profile_candidate,level_ge_7m,training_response_support,1961,260,237,23
test,B,7,age_mixed_candidate,level_ge_7m,known_trend,1961,260,237,23
test,B,7,age_mixed_candidate,level_ge_7m,future_response,1961,260,237,23
test,B,7,age_mixed_candidate,level_ge_7m,training_response_support,1961,260,237,23
test,B,8,profile_A_control,all,known_trend,1960,1960,1937,23
test,B,8,profile_A_control,all,future_response,1960,1960,1937,23
test,B,8,profile_A_control,all,training_response_support,1960,1960,1937,23
test,B,8,profile_B_control,all,known_trend,1960,1960,1937,23
test,B,8,profile_B_control,all,future_response,1960,1960,1937,23
test,B,8,profile_B_control,all,training_response_support,1960,1960,1937,23
test,B,8,mixed_profile_candidate,all,known_trend,1960,1960,1937,23
test,B,8,mixed_profile_candidate,all,future_response,1960,1960,1937,23
test,B,8,mixed_profile_candidate,all,training_response_support,1960,1960,1937,23
test,B,8,age_mixed_candidate,all,known_trend,1960,1960,1937,23
test,B,8,age_mixed_candidate,all,future_response,1960,1960,1937,23
test,B,8,age_mixed_candidate,all,training_response_support,1960,1960,1937,23
test,B,8,profile_A_control,level_ge_7m,known_trend,1960,260,237,23
test,B,8,profile_A_control,level_ge_7m,future_response,1960,260,237,23
test,B,8,profile_A_control,level_ge_7m,training_response_support,1960,260,237,23
test,B,8,profile_B_control,level_ge_7m,known_trend,1960,260,237,23
test,B,8,profile_B_control,level_ge_7m,future_response,1960,260,237,23
test,B,8,profile_B_control,level_ge_7m,training_response_support,1960,260,237,23
test,B,8,mixed_profile_candidate,level_ge_7m,known_trend,1960,260,237,23
test,B,8,mixed_profile_candidate,level_ge_7m,future_response,1960,260,237,23
test,B,8,mixed_profile_candidate,level_ge_7m,training_response_support,1960,260,237,23
test,B,8,age_mixed_candidate,level_ge_7m,known_trend,1960,260,237,23
test,B,8,age_mixed_candidate,level_ge_7m,future_response,1960,260,237,23
test,B,8,age_mixed_candidate,level_ge_7m,training_response_support,1960,260,237,23
test,B,9,profile_A_control,all,known_trend,1959,1959,1936,23
test,B,9,profile_A_control,all,future_response,1959,1959,1936,23
test,B,9,profile_A_control,all,training_response_support,1959,1959,1936,23
test,B,9,profile_B_control,all,known_trend,1959,1959,1936,23
test,B,9,profile_B_control,all,future_response,1959,1959,1936,23
test,B,9,profile_B_control,all,training_response_support,1959,1959,1936,23
test,B,9,mixed_profile_candidate,all,known_trend,1959,1959,1936,23
test,B,9,mixed_profile_candidate,all,future_response,1959,1959,1936,23
test,B,9,mixed_profile_candidate,all,training_response_support,1959,1959,1936,23
test,B,9,age_mixed_candidate,all,known_trend,1959,1959,1936,23
test,B,9,age_mixed_candidate,all,future_response,1959,1959,1936,23
test,B,9,age_mixed_candidate,all,training_response_support,1959,1959,1936,23
test,B,9,profile_A_control,level_ge_7m,known_trend,1959,260,237,23
test,B,9,profile_A_control,level_ge_7m,future_response,1959,260,237,23
test,B,9,profile_A_control,level_ge_7m,training_response_support,1959,260,237,23
test,B,9,profile_B_control,level_ge_7m,known_trend,1959,260,237,23
test,B,9,profile_B_control,level_ge_7m,future_response,1959,260,237,23
test,B,9,profile_B_control,level_ge_7m,training_response_support,1959,260,237,23
test,B,9,mixed_profile_candidate,level_ge_7m,known_trend,1959,260,237,23
test,B,9,mixed_profile_candidate,level_ge_7m,future_response,1959,260,237,23
test,B,9,mixed_profile_candidate,level_ge_7m,training_response_support,1959,260,237,23
test,B,9,age_mixed_candidate,level_ge_7m,known_trend,1959,260,237,23
test,B,9,age_mixed_candidate,level_ge_7m,future_response,1959,260,237,23
test,B,9,age_mixed_candidate,level_ge_7m,training_response_support,1959,260,237,23
test,B,10,profile_A_control,all,known_trend,1958,1958,1935,23
test,B,10,profile_A_control,all,future_response,1958,1958,1935,23
test,B,10,profile_A_control,all,training_response_support,1958,1958,1935,23
test,B,10,profile_B_control,all,known_trend,1958,1958,1935,23
test,B,10,profile_B_control,all,future_response,1958,1958,1935,23
test,B,10,profile_B_control,all,training_response_support,1958,1958,1935,23
test,B,10,mixed_profile_candidate,all,known_trend,1958,1958,1935,23
test,B,10,mixed_profile_candidate,all,future_response,1958,1958,1935,23
test,B,10,mixed_profile_candidate,all,training_response_support,1958,1958,1935,23
test,B,10,age_mixed_candidate,all,known_trend,1958,1958,1935,23
test,B,10,age_mixed_candidate,all,future_response,1958,1958,1935,23
test,B,10,age_mixed_candidate,all,training_response_support,1958,1958,1935,23
test,B,10,profile_A_control,level_ge_7m,known_trend,1958,260,237,23
test,B,10,profile_A_control,level_ge_7m,future_response,1958,260,237,23
test,B,10,profile_A_control,level_ge_7m,training_response_support,1958,260,237,23
test,B,10,profile_B_control,level_ge_7m,known_trend,1958,260,237,23
test,B,10,profile_B_control,level_ge_7m,future_response,1958,260,237,23
test,B,10,profile_B_control,level_ge_7m,training_response_support,1958,260,237,23
test,B,10,mixed_profile_candidate,level_ge_7m,known_trend,1958,260,237,23
test,B,10,mixed_profile_candidate,level_ge_7m,future_response,1958,260,237,23
test,B,10,mixed_profile_candidate,level_ge_7m,training_response_support,1958,260,237,23
test,B,10,age_mixed_candidate,level_ge_7m,known_trend,1958,260,237,23
test,B,10,age_mixed_candidate,level_ge_7m,future_response,1958,260,237,23
test,B,10,age_mixed_candidate,level_ge_7m,training_response_support,1958,260,237,23
test,B,11,profile_A_control,all,known_trend,1957,1957,1934,23
test,B,11,profile_A_control,all,future_response,1957,1957,1934,23
test,B,11,profile_A_control,all,training_response_support,1957,1957,1934,23
test,B,11,profile_B_control,all,known_trend,1957,1957,1934,23
test,B,11,profile_B_control,all,future_response,1957,1957,1934,23
test,B,11,profile_B_control,all,training_response_support,1957,1957,1934,23
test,B,11,mixed_profile_candidate,all,known_trend,1957,1957,1934,23
test,B,11,mixed_profile_candidate,all,future_response,1957,1957,1934,23
test,B,11,mixed_profile_candidate,all,training_response_support,1957,1957,1934,23
test,B,11,age_mixed_candidate,all,known_trend,1957,1957,1934,23
test,B,11,age_mixed_candidate,all,future_response,1957,1957,1934,23
test,B,11,age_mixed_candidate,all,training_response_support,1957,1957,1934,23
test,B,11,profile_A_control,level_ge_7m,known_trend,1957,260,237,23
test,B,11,profile_A_control,level_ge_7m,future_response,1957,260,237,23
test,B,11,profile_A_control,level_ge_7m,training_response_support,1957,260,237,23
test,B,11,profile_B_control,level_ge_7m,known_trend,1957,260,237,23
test,B,11,profile_B_control,level_ge_7m,future_response,1957,260,237,23
test,B,11,profile_B_control,level_ge_7m,training_response_support,1957,260,237,23
test,B,11,mixed_profile_candidate,level_ge_7m,known_trend,1957,260,237,23
test,B,11,mixed_profile_candidate,level_ge_7m,future_response,1957,260,237,23
test,B,11,mixed_profile_candidate,level_ge_7m,training_response_support,1957,260,237,23
test,B,11,age_mixed_candidate,level_ge_7m,known_trend,1957,260,237,23
test,B,11,age_mixed_candidate,level_ge_7m,future_response,1957,260,237,23
test,B,11,age_mixed_candidate,level_ge_7m,training_response_support,1957,260,237,23
test,B,12,profile_A_control,all,known_trend,1956,1956,1933,23
test,B,12,profile_A_control,all,future_response,1956,1956,1933,23
test,B,12,profile_A_control,all,training_response_support,1956,1956,1933,23
test,B,12,profile_B_control,all,known_trend,1956,1956,1933,23
test,B,12,profile_B_control,all,future_response,1956,1956,1933,23
test,B,12,profile_B_control,all,training_response_support,1956,1956,1933,23
test,B,12,mixed_profile_candidate,all,known_trend,1956,1956,1933,23
test,B,12,mixed_profile_candidate,all,future_response,1956,1956,1933,23
test,B,12,mixed_profile_candidate,all,training_response_support,1956,1956,1933,23
test,B,12,age_mixed_candidate,all,known_trend,1956,1956,1933,23
test,B,12,age_mixed_candidate,all,future_response,1956,1956,1933,23
test,B,12,age_mixed_candidate,all,training_response_support,1956,1956,1933,23
test,B,12,profile_A_control,level_ge_7m,known_trend,1956,260,237,23
test,B,12,profile_A_control,level_ge_7m,future_response,1956,260,237,23
test,B,12,profile_A_control,level_ge_7m,training_response_support,1956,260,237,23
test,B,12,profile_B_control,level_ge_7m,known_trend,1956,260,237,23
test,B,12,profile_B_control,level_ge_7m,future_response,1956,260,237,23
test,B,12,profile_B_control,level_ge_7m,training_response_support,1956,260,237,23
test,B,12,mixed_profile_candidate,level_ge_7m,known_trend,1956,260,237,23
test,B,12,mixed_profile_candidate,level_ge_7m,future_response,1956,260,237,23
test,B,12,mixed_profile_candidate,level_ge_7m,training_response_support,1956,260,237,23
test,B,12,age_mixed_candidate,level_ge_7m,known_trend,1956,260,237,23
test,B,12,age_mixed_candidate,level_ge_7m,future_response,1956,260,237,23
test,B,12,age_mixed_candidate,level_ge_7m,training_response_support,1956,260,237,23
validation,A,1,profile_A_control,all,known_trend,6551,6551,6517,34
validation,A,1,profile_A_control,all,future_response,6551,6551,6517,34
validation,A,1,profile_A_control,all,training_response_support,6551,6551,6517,34
validation,A,1,profile_B_control,all,known_trend,6551,6551,6517,34
validation,A,1,profile_B_control,all,future_response,6551,6551,6517,34
validation,A,1,profile_B_control,all,training_response_support,6551,6551,6517,34
validation,A,1,mixed_profile_candidate,all,known_trend,6551,6551,6517,34
validation,A,1,mixed_profile_candidate,all,future_response,6551,6551,6517,34
validation,A,1,mixed_profile_candidate,all,training_response_support,6551,6551,6517,34
validation,A,1,age_mixed_candidate,all,known_trend,6551,6551,6517,34
validation,A,1,age_mixed_candidate,all,future_response,6551,6551,6517,34
validation,A,1,age_mixed_candidate,all,training_response_support,6551,6551,6517,34
validation,A,1,profile_A_control,level_ge_7m,known_trend,6551,62,28,34
validation,A,1,profile_A_control,level_ge_7m,future_response,6551,62,28,34
validation,A,1,profile_A_control,level_ge_7m,training_response_support,6551,62,28,34
validation,A,1,profile_B_control,level_ge_7m,known_trend,6551,62,28,34
validation,A,1,profile_B_control,level_ge_7m,future_response,6551,62,28,34
validation,A,1,profile_B_control,level_ge_7m,training_response_support,6551,62,28,34
validation,A,1,mixed_profile_candidate,level_ge_7m,known_trend,6551,62,28,34
validation,A,1,mixed_profile_candidate,level_ge_7m,future_response,6551,62,28,34
validation,A,1,mixed_profile_candidate,level_ge_7m,training_response_support,6551,62,28,34
validation,A,1,age_mixed_candidate,level_ge_7m,known_trend,6551,62,28,34
validation,A,1,age_mixed_candidate,level_ge_7m,future_response,6551,62,28,34
validation,A,1,age_mixed_candidate,level_ge_7m,training_response_support,6551,62,28,34
validation,A,2,profile_A_control,all,known_trend,6550,6550,6516,34
validation,A,2,profile_A_control,all,future_response,6550,6550,6516,34
validation,A,2,profile_A_control,all,training_response_support,6550,6550,6516,34
validation,A,2,profile_B_control,all,known_trend,6550,6550,6516,34
validation,A,2,profile_B_control,all,future_response,6550,6550,6516,34
validation,A,2,profile_B_control,all,training_response_support,6550,6550,6516,34
validation,A,2,mixed_profile_candidate,all,known_trend,6550,6550,6516,34
validation,A,2,mixed_profile_candidate,all,future_response,6550,6550,6516,34
validation,A,2,mixed_profile_candidate,all,training_response_support,6550,6550,6516,34
validation,A,2,age_mixed_candidate,all,known_trend,6550,6550,6516,34
validation,A,2,age_mixed_candidate,all,future_response,6550,6550,6516,34
validation,A,2,age_mixed_candidate,all,training_response_support,6550,6550,6516,34
validation,A,2,profile_A_control,level_ge_7m,known_trend,6550,62,28,34
validation,A,2,profile_A_control,level_ge_7m,future_response,6550,62,28,34
validation,A,2,profile_A_control,level_ge_7m,training_response_support,6550,62,28,34
validation,A,2,profile_B_control,level_ge_7m,known_trend,6550,62,28,34
validation,A,2,profile_B_control,level_ge_7m,future_response,6550,62,28,34
validation,A,2,profile_B_control,level_ge_7m,training_response_support,6550,62,28,34
validation,A,2,mixed_profile_candidate,level_ge_7m,known_trend,6550,62,28,34
validation,A,2,mixed_profile_candidate,level_ge_7m,future_response,6550,62,28,34
validation,A,2,mixed_profile_candidate,level_ge_7m,training_response_support,6550,62,28,34
validation,A,2,age_mixed_candidate,level_ge_7m,known_trend,6550,62,28,34
validation,A,2,age_mixed_candidate,level_ge_7m,future_response,6550,62,28,34
validation,A,2,age_mixed_candidate,level_ge_7m,training_response_support,6550,62,28,34
validation,A,3,profile_A_control,all,known_trend,6549,6549,6515,34
validation,A,3,profile_A_control,all,future_response,6549,6549,6515,34
validation,A,3,profile_A_control,all,training_response_support,6549,6549,6515,34
validation,A,3,profile_B_control,all,known_trend,6549,6549,6515,34
validation,A,3,profile_B_control,all,future_response,6549,6549,6515,34
validation,A,3,profile_B_control,all,training_response_support,6549,6549,6515,34
validation,A,3,mixed_profile_candidate,all,known_trend,6549,6549,6515,34
validation,A,3,mixed_profile_candidate,all,future_response,6549,6549,6515,34
validation,A,3,mixed_profile_candidate,all,training_response_support,6549,6549,6515,34
validation,A,3,age_mixed_candidate,all,known_trend,6549,6549,6515,34
validation,A,3,age_mixed_candidate,all,future_response,6549,6549,6515,34
validation,A,3,age_mixed_candidate,all,training_response_support,6549,6549,6515,34
validation,A,3,profile_A_control,level_ge_7m,known_trend,6549,62,28,34
validation,A,3,profile_A_control,level_ge_7m,future_response,6549,62,28,34
validation,A,3,profile_A_control,level_ge_7m,training_response_support,6549,62,28,34
validation,A,3,profile_B_control,level_ge_7m,known_trend,6549,62,28,34
validation,A,3,profile_B_control,level_ge_7m,future_response,6549,62,28,34
validation,A,3,profile_B_control,level_ge_7m,training_response_support,6549,62,28,34
validation,A,3,mixed_profile_candidate,level_ge_7m,known_trend,6549,62,28,34
validation,A,3,mixed_profile_candidate,level_ge_7m,future_response,6549,62,28,34
validation,A,3,mixed_profile_candidate,level_ge_7m,training_response_support,6549,62,28,34
validation,A,3,age_mixed_candidate,level_ge_7m,known_trend,6549,62,28,34
validation,A,3,age_mixed_candidate,level_ge_7m,future_response,6549,62,28,34
validation,A,3,age_mixed_candidate,level_ge_7m,training_response_support,6549,62,28,34
validation,A,4,profile_A_control,all,known_trend,6548,6548,6514,34
validation,A,4,profile_A_control,all,future_response,6548,6548,6514,34
validation,A,4,profile_A_control,all,training_response_support,6548,6548,6514,34
validation,A,4,profile_B_control,all,known_trend,6548,6548,6514,34
validation,A,4,profile_B_control,all,future_response,6548,6548,6514,34
validation,A,4,profile_B_control,all,training_response_support,6548,6548,6514,34
validation,A,4,mixed_profile_candidate,all,known_trend,6548,6548,6514,34
validation,A,4,mixed_profile_candidate,all,future_response,6548,6548,6514,34
validation,A,4,mixed_profile_candidate,all,training_response_support,6548,6548,6514,34
validation,A,4,age_mixed_candidate,all,known_trend,6548,6548,6514,34
validation,A,4,age_mixed_candidate,all,future_response,6548,6548,6514,34
validation,A,4,age_mixed_candidate,all,training_response_support,6548,6548,6514,34
validation,A,4,profile_A_control,level_ge_7m,known_trend,6548,62,28,34
validation,A,4,profile_A_control,level_ge_7m,future_response,6548,62,28,34
validation,A,4,profile_A_control,level_ge_7m,training_response_support,6548,62,28,34
validation,A,4,profile_B_control,level_ge_7m,known_trend,6548,62,28,34
validation,A,4,profile_B_control,level_ge_7m,future_response,6548,62,28,34
validation,A,4,profile_B_control,level_ge_7m,training_response_support,6548,62,28,34
validation,A,4,mixed_profile_candidate,level_ge_7m,known_trend,6548,62,28,34
validation,A,4,mixed_profile_candidate,level_ge_7m,future_response,6548,62,28,34
validation,A,4,mixed_profile_candidate,level_ge_7m,training_response_support,6548,62,28,34
validation,A,4,age_mixed_candidate,level_ge_7m,known_trend,6548,62,28,34
validation,A,4,age_mixed_candidate,level_ge_7m,future_response,6548,62,28,34
validation,A,4,age_mixed_candidate,level_ge_7m,training_response_support,6548,62,28,34
validation,A,5,profile_A_control,all,known_trend,6547,6547,6513,34
validation,A,5,profile_A_control,all,future_response,6547,6547,6513,34
validation,A,5,profile_A_control,all,training_response_support,6547,6547,6513,34
validation,A,5,profile_B_control,all,known_trend,6547,6547,6513,34
validation,A,5,profile_B_control,all,future_response,6547,6547,6513,34
validation,A,5,profile_B_control,all,training_response_support,6547,6547,6513,34
validation,A,5,mixed_profile_candidate,all,known_trend,6547,6547,6513,34
validation,A,5,mixed_profile_candidate,all,future_response,6547,6547,6513,34
validation,A,5,mixed_profile_candidate,all,training_response_support,6547,6547,6513,34
validation,A,5,age_mixed_candidate,all,known_trend,6547,6547,6513,34
validation,A,5,age_mixed_candidate,all,future_response,6547,6547,6513,34
validation,A,5,age_mixed_candidate,all,training_response_support,6547,6547,6513,34
validation,A,5,profile_A_control,level_ge_7m,known_trend,6547,62,28,34
validation,A,5,profile_A_control,level_ge_7m,future_response,6547,62,28,34
validation,A,5,profile_A_control,level_ge_7m,training_response_support,6547,62,28,34
validation,A,5,profile_B_control,level_ge_7m,known_trend,6547,62,28,34
validation,A,5,profile_B_control,level_ge_7m,future_response,6547,62,28,34
validation,A,5,profile_B_control,level_ge_7m,training_response_support,6547,62,28,34
validation,A,5,mixed_profile_candidate,level_ge_7m,known_trend,6547,62,28,34
validation,A,5,mixed_profile_candidate,level_ge_7m,future_response,6547,62,28,34
validation,A,5,mixed_profile_candidate,level_ge_7m,training_response_support,6547,62,28,34
validation,A,5,age_mixed_candidate,level_ge_7m,known_trend,6547,62,28,34
validation,A,5,age_mixed_candidate,level_ge_7m,future_response,6547,62,28,34
validation,A,5,age_mixed_candidate,level_ge_7m,training_response_support,6547,62,28,34
validation,A,6,profile_A_control,all,known_trend,6546,6546,6512,34
validation,A,6,profile_A_control,all,future_response,6546,6546,6512,34
validation,A,6,profile_A_control,all,training_response_support,6546,6546,6512,34
validation,A,6,profile_B_control,all,known_trend,6546,6546,6512,34
validation,A,6,profile_B_control,all,future_response,6546,6546,6512,34
validation,A,6,profile_B_control,all,training_response_support,6546,6546,6512,34
validation,A,6,mixed_profile_candidate,all,known_trend,6546,6546,6512,34
validation,A,6,mixed_profile_candidate,all,future_response,6546,6546,6512,34
validation,A,6,mixed_profile_candidate,all,training_response_support,6546,6546,6512,34
validation,A,6,age_mixed_candidate,all,known_trend,6546,6546,6512,34
validation,A,6,age_mixed_candidate,all,future_response,6546,6546,6512,34
validation,A,6,age_mixed_candidate,all,training_response_support,6546,6546,6512,34
validation,A,6,profile_A_control,level_ge_7m,known_trend,6546,62,28,34
validation,A,6,profile_A_control,level_ge_7m,future_response,6546,62,28,34
validation,A,6,profile_A_control,level_ge_7m,training_response_support,6546,62,28,34
validation,A,6,profile_B_control,level_ge_7m,known_trend,6546,62,28,34
validation,A,6,profile_B_control,level_ge_7m,future_response,6546,62,28,34
validation,A,6,profile_B_control,level_ge_7m,training_response_support,6546,62,28,34
validation,A,6,mixed_profile_candidate,level_ge_7m,known_trend,6546,62,28,34
validation,A,6,mixed_profile_candidate,level_ge_7m,future_response,6546,62,28,34
validation,A,6,mixed_profile_candidate,level_ge_7m,training_response_support,6546,62,28,34
validation,A,6,age_mixed_candidate,level_ge_7m,known_trend,6546,62,28,34
validation,A,6,age_mixed_candidate,level_ge_7m,future_response,6546,62,28,34
validation,A,6,age_mixed_candidate,level_ge_7m,training_response_support,6546,62,28,34
validation,A,7,profile_A_control,all,known_trend,6545,6545,6511,34
validation,A,7,profile_A_control,all,future_response,6545,6545,6511,34
validation,A,7,profile_A_control,all,training_response_support,6545,6545,6511,34
validation,A,7,profile_B_control,all,known_trend,6545,6545,6511,34
validation,A,7,profile_B_control,all,future_response,6545,6545,6511,34
validation,A,7,profile_B_control,all,training_response_support,6545,6545,6511,34
validation,A,7,mixed_profile_candidate,all,known_trend,6545,6545,6511,34
validation,A,7,mixed_profile_candidate,all,future_response,6545,6545,6511,34
validation,A,7,mixed_profile_candidate,all,training_response_support,6545,6545,6511,34
validation,A,7,age_mixed_candidate,all,known_trend,6545,6545,6511,34
validation,A,7,age_mixed_candidate,all,future_response,6545,6545,6511,34
validation,A,7,age_mixed_candidate,all,training_response_support,6545,6545,6511,34
validation,A,7,profile_A_control,level_ge_7m,known_trend,6545,62,28,34
validation,A,7,profile_A_control,level_ge_7m,future_response,6545,62,28,34
validation,A,7,profile_A_control,level_ge_7m,training_response_support,6545,62,28,34
validation,A,7,profile_B_control,level_ge_7m,known_trend,6545,62,28,34
validation,A,7,profile_B_control,level_ge_7m,future_response,6545,62,28,34
validation,A,7,profile_B_control,level_ge_7m,training_response_support,6545,62,28,34
validation,A,7,mixed_profile_candidate,level_ge_7m,known_trend,6545,62,28,34
validation,A,7,mixed_profile_candidate,level_ge_7m,future_response,6545,62,28,34
validation,A,7,mixed_profile_candidate,level_ge_7m,training_response_support,6545,62,28,34
validation,A,7,age_mixed_candidate,level_ge_7m,known_trend,6545,62,28,34
validation,A,7,age_mixed_candidate,level_ge_7m,future_response,6545,62,28,34
validation,A,7,age_mixed_candidate,level_ge_7m,training_response_support,6545,62,28,34
validation,A,8,profile_A_control,all,known_trend,6544,6544,6510,34
validation,A,8,profile_A_control,all,future_response,6544,6544,6510,34
validation,A,8,profile_A_control,all,training_response_support,6544,6544,6510,34
validation,A,8,profile_B_control,all,known_trend,6544,6544,6510,34
validation,A,8,profile_B_control,all,future_response,6544,6544,6510,34
validation,A,8,profile_B_control,all,training_response_support,6544,6544,6510,34
validation,A,8,mixed_profile_candidate,all,known_trend,6544,6544,6510,34
validation,A,8,mixed_profile_candidate,all,future_response,6544,6544,6510,34
validation,A,8,mixed_profile_candidate,all,training_response_support,6544,6544,6510,34
validation,A,8,age_mixed_candidate,all,known_trend,6544,6544,6510,34
validation,A,8,age_mixed_candidate,all,future_response,6544,6544,6510,34
validation,A,8,age_mixed_candidate,all,training_response_support,6544,6544,6510,34
validation,A,8,profile_A_control,level_ge_7m,known_trend,6544,62,28,34
validation,A,8,profile_A_control,level_ge_7m,future_response,6544,62,28,34
validation,A,8,profile_A_control,level_ge_7m,training_response_support,6544,62,28,34
validation,A,8,profile_B_control,level_ge_7m,known_trend,6544,62,28,34
validation,A,8,profile_B_control,level_ge_7m,future_response,6544,62,28,34
validation,A,8,profile_B_control,level_ge_7m,training_response_support,6544,62,28,34
validation,A,8,mixed_profile_candidate,level_ge_7m,known_trend,6544,62,28,34
validation,A,8,mixed_profile_candidate,level_ge_7m,future_response,6544,62,28,34
validation,A,8,mixed_profile_candidate,level_ge_7m,training_response_support,6544,62,28,34
validation,A,8,age_mixed_candidate,level_ge_7m,known_trend,6544,62,28,34
validation,A,8,age_mixed_candidate,level_ge_7m,future_response,6544,62,28,34
validation,A,8,age_mixed_candidate,level_ge_7m,training_response_support,6544,62,28,34
validation,A,9,profile_A_control,all,known_trend,6543,6543,6509,34
validation,A,9,profile_A_control,all,future_response,6543,6543,6509,34
validation,A,9,profile_A_control,all,training_response_support,6543,6543,6509,34
validation,A,9,profile_B_control,all,known_trend,6543,6543,6509,34
validation,A,9,profile_B_control,all,future_response,6543,6543,6509,34
validation,A,9,profile_B_control,all,training_response_support,6543,6543,6509,34
validation,A,9,mixed_profile_candidate,all,known_trend,6543,6543,6509,34
validation,A,9,mixed_profile_candidate,all,future_response,6543,6543,6509,34
validation,A,9,mixed_profile_candidate,all,training_response_support,6543,6543,6509,34
validation,A,9,age_mixed_candidate,all,known_trend,6543,6543,6509,34
validation,A,9,age_mixed_candidate,all,future_response,6543,6543,6509,34
validation,A,9,age_mixed_candidate,all,training_response_support,6543,6543,6509,34
validation,A,9,profile_A_control,level_ge_7m,known_trend,6543,62,28,34
validation,A,9,profile_A_control,level_ge_7m,future_response,6543,62,28,34
validation,A,9,profile_A_control,level_ge_7m,training_response_support,6543,62,28,34
validation,A,9,profile_B_control,level_ge_7m,known_trend,6543,62,28,34
validation,A,9,profile_B_control,level_ge_7m,future_response,6543,62,28,34
validation,A,9,profile_B_control,level_ge_7m,training_response_support,6543,62,28,34
validation,A,9,mixed_profile_candidate,level_ge_7m,known_trend,6543,62,28,34
validation,A,9,mixed_profile_candidate,level_ge_7m,future_response,6543,62,28,34
validation,A,9,mixed_profile_candidate,level_ge_7m,training_response_support,6543,62,28,34
