phase,profile,horizon_h,subset,partition,category,pairs,gained,lost,both_hit,both_miss,net_hits
validation,A,4,level_ge_7m,known_trend,falling,5,0,0,5,0,0
validation,A,4,level_ge_7m,known_trend,stable,16,0,0,14,2,0
validation,A,4,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,A,4,level_ge_7m,future_response,rising,7,1,0,3,3,1
validation,A,4,level_ge_7m,future_response,falling,7,0,0,7,0,0
validation,A,4,level_ge_7m,future_response,stable,14,0,0,14,0,0
validation,A,4,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,A,5,all,known_trend,rising,644,0,0,620,24,0
validation,A,5,all,known_trend,falling,503,0,1,485,17,-1
validation,A,5,all,known_trend,stable,5287,2,4,5251,30,-2
validation,A,5,all,known_trend,unknown,39,0,0,39,0,0
validation,A,5,all,future_response,rising,667,0,3,615,49,-3
validation,A,5,all,future_response,falling,473,0,1,461,11,-1
validation,A,5,all,future_response,stable,5333,2,1,5319,11,1
validation,A,5,all,future_response,unknown,0,0,0,0,0,0
validation,A,5,level_ge_7m,known_trend,rising,8,0,0,7,1,0
validation,A,5,level_ge_7m,known_trend,falling,4,0,0,4,0,0
validation,A,5,level_ge_7m,known_trend,stable,16,0,0,14,2,0
validation,A,5,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,A,5,level_ge_7m,future_response,rising,10,0,0,7,3,0
validation,A,5,level_ge_7m,future_response,falling,7,0,0,7,0,0
validation,A,5,level_ge_7m,future_response,stable,11,0,0,11,0,0
validation,A,5,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,A,6,all,known_trend,rising,645,0,1,615,29,-1
validation,A,6,all,known_trend,falling,502,1,1,466,34,0
validation,A,6,all,known_trend,stable,5286,1,2,5208,75,-1
validation,A,6,all,known_trend,unknown,39,0,0,38,1,0
validation,A,6,all,future_response,rising,793,1,1,703,88,0
validation,A,6,all,future_response,falling,627,0,1,603,23,-1
validation,A,6,all,future_response,stable,5052,1,2,5021,28,-1
validation,A,6,all,future_response,unknown,0,0,0,0,0,0
validation,A,6,level_ge_7m,known_trend,rising,9,0,0,7,2,0
validation,A,6,level_ge_7m,known_trend,falling,3,0,0,3,0,0
validation,A,6,level_ge_7m,known_trend,stable,16,0,0,14,2,0
validation,A,6,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,A,6,level_ge_7m,future_response,rising,12,0,0,8,4,0
validation,A,6,level_ge_7m,future_response,falling,6,0,0,6,0,0
validation,A,6,level_ge_7m,future_response,stable,10,0,0,10,0,0
validation,A,6,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,A,7,all,known_trend,rising,646,1,0,609,36,1
validation,A,7,all,known_trend,falling,500,1,2,451,46,-1
validation,A,7,all,known_trend,stable,5286,5,3,5147,131,2
validation,A,7,all,known_trend,unknown,39,0,0,38,1,0
validation,A,7,all,future_response,rising,888,3,3,785,97,0
validation,A,7,all,future_response,falling,757,1,0,710,46,1
validation,A,7,all,future_response,stable,4826,3,2,4750,71,1
validation,A,7,all,future_response,unknown,0,0,0,0,0,0
validation,A,7,level_ge_7m,known_trend,rising,10,0,0,5,5,0
validation,A,7,level_ge_7m,known_trend,falling,2,0,0,2,0,0
validation,A,7,level_ge_7m,known_trend,stable,16,1,0,12,3,1
validation,A,7,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,A,7,level_ge_7m,future_response,rising,12,0,0,8,4,0
validation,A,7,level_ge_7m,future_response,falling,6,0,0,5,1,0
validation,A,7,level_ge_7m,future_response,stable,10,1,0,6,3,1
validation,A,7,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,A,8,all,known_trend,rising,648,0,4,601,43,-4
validation,A,8,all,known_trend,falling,499,4,4,421,70,0
validation,A,8,all,known_trend,stable,5285,14,5,5017,249,9
validation,A,8,all,known_trend,unknown,38,0,0,36,2,0
validation,A,8,all,future_response,rising,962,8,2,813,139,6
validation,A,8,all,future_response,falling,897,5,1,795,96,4
validation,A,8,all,future_response,stable,4611,5,10,4467,129,-5
validation,A,8,all,future_response,unknown,0,0,0,0,0,0
validation,A,8,level_ge_7m,known_trend,rising,11,0,1,2,8,-1
validation,A,8,level_ge_7m,known_trend,falling,1,0,0,1,0,0
validation,A,8,level_ge_7m,known_trend,stable,16,1,0,9,6,1
validation,A,8,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,A,8,level_ge_7m,future_response,rising,14,0,1,6,7,-1
validation,A,8,level_ge_7m,future_response,falling,6,0,0,2,4,0
validation,A,8,level_ge_7m,future_response,stable,8,1,0,4,3,1
validation,A,8,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,A,9,all,known_trend,rising,648,0,0,598,50,0
validation,A,9,all,known_trend,falling,499,0,0,395,104,0
validation,A,9,all,known_trend,stable,5284,0,0,4909,375,0
validation,A,9,all,known_trend,unknown,39,0,0,37,2,0
validation,A,9,all,future_response,rising,1017,0,0,844,173,0
validation,A,9,all,future_response,falling,1014,0,0,852,162,0
validation,A,9,all,future_response,stable,4439,0,0,4243,196,0
validation,A,9,all,future_response,unknown,0,0,0,0,0,0
validation,A,9,level_ge_7m,known_trend,rising,12,0,0,4,8,0
validation,A,9,level_ge_7m,known_trend,falling,0,0,0,0,0,0
validation,A,9,level_ge_7m,known_trend,stable,16,0,0,8,8,0
validation,A,9,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,A,9,level_ge_7m,future_response,rising,15,0,0,7,8,0
validation,A,9,level_ge_7m,future_response,falling,5,0,0,3,2,0
validation,A,9,level_ge_7m,future_response,stable,8,0,0,2,6,0
validation,A,9,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,A,10,all,known_trend,rising,648,0,0,561,87,0
validation,A,10,all,known_trend,falling,500,0,0,377,123,0
validation,A,10,all,known_trend,stable,5282,0,0,4726,556,0
validation,A,10,all,known_trend,unknown,38,0,0,36,2,0
validation,A,10,all,future_response,rising,1073,0,0,867,206,0
validation,A,10,all,future_response,falling,1084,0,0,867,217,0
validation,A,10,all,future_response,stable,4311,0,0,3966,345,0
validation,A,10,all,future_response,unknown,0,0,0,0,0,0
validation,A,10,level_ge_7m,known_trend,rising,13,0,0,3,10,0
validation,A,10,level_ge_7m,known_trend,falling,0,0,0,0,0,0
validation,A,10,level_ge_7m,known_trend,stable,15,0,0,5,10,0
validation,A,10,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,A,10,level_ge_7m,future_response,rising,15,0,0,3,12,0
validation,A,10,level_ge_7m,future_response,falling,5,0,0,2,3,0
validation,A,10,level_ge_7m,future_response,stable,8,0,0,3,5,0
validation,A,10,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,A,11,all,known_trend,rising,648,0,0,551,97,0
validation,A,11,all,known_trend,falling,500,0,0,375,125,0
validation,A,11,all,known_trend,stable,5281,0,0,4513,768,0
validation,A,11,all,known_trend,unknown,39,0,0,34,5,0
validation,A,11,all,future_response,rising,1093,0,0,858,235,0
validation,A,11,all,future_response,falling,1134,0,0,851,283,0
validation,A,11,all,future_response,stable,4241,0,0,3764,477,0
validation,A,11,all,future_response,unknown,0,0,0,0,0,0
validation,A,11,level_ge_7m,known_trend,rising,14,0,0,5,9,0
validation,A,11,level_ge_7m,known_trend,falling,0,0,0,0,0,0
validation,A,11,level_ge_7m,known_trend,stable,14,0,0,5,9,0
validation,A,11,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,A,11,level_ge_7m,future_response,rising,14,0,0,5,9,0
validation,A,11,level_ge_7m,future_response,falling,4,0,0,1,3,0
validation,A,11,level_ge_7m,future_response,stable,10,0,0,4,6,0
validation,A,11,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,A,12,all,known_trend,rising,648,0,0,529,119,0
validation,A,12,all,known_trend,falling,501,0,0,348,153,0
validation,A,12,all,known_trend,stable,5278,0,0,4362,916,0
validation,A,12,all,known_trend,unknown,39,0,0,33,6,0
validation,A,12,all,future_response,rising,1106,0,0,838,268,0
validation,A,12,all,future_response,falling,1158,0,0,823,335,0
validation,A,12,all,future_response,stable,4202,0,0,3611,591,0
validation,A,12,all,future_response,unknown,0,0,0,0,0,0
validation,A,12,level_ge_7m,known_trend,rising,15,0,0,6,9,0
validation,A,12,level_ge_7m,known_trend,falling,0,0,0,0,0,0
validation,A,12,level_ge_7m,known_trend,stable,13,0,0,2,11,0
validation,A,12,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,A,12,level_ge_7m,future_response,rising,15,0,0,5,10,0
validation,A,12,level_ge_7m,future_response,falling,4,0,0,1,3,0
validation,A,12,level_ge_7m,future_response,stable,9,0,0,2,7,0
validation,A,12,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,B,1,all,known_trend,rising,650,0,0,649,1,0
validation,B,1,all,known_trend,falling,513,0,0,513,0,0
validation,B,1,all,known_trend,stable,5297,0,0,5297,0,0
validation,B,1,all,known_trend,unknown,28,0,0,27,1,0
validation,B,1,all,future_response,rising,104,0,0,102,2,0
validation,B,1,all,future_response,falling,2,0,0,2,0,0
validation,B,1,all,future_response,stable,6382,0,0,6382,0,0
validation,B,1,all,future_response,unknown,0,0,0,0,0,0
validation,B,1,level_ge_7m,known_trend,rising,8,0,0,8,0,0
validation,B,1,level_ge_7m,known_trend,falling,7,0,0,7,0,0
validation,B,1,level_ge_7m,known_trend,stable,13,0,0,13,0,0
validation,B,1,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,B,1,level_ge_7m,future_response,rising,3,0,0,3,0,0
validation,B,1,level_ge_7m,future_response,falling,2,0,0,2,0,0
validation,B,1,level_ge_7m,future_response,stable,23,0,0,23,0,0
validation,B,1,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,B,2,all,known_trend,rising,651,1,0,641,9,1
validation,B,2,all,known_trend,falling,513,0,0,513,0,0
validation,B,2,all,known_trend,stable,5295,1,0,5292,2,1
validation,B,2,all,known_trend,unknown,28,0,0,27,1,0
validation,B,2,all,future_response,rising,270,2,0,259,9,2
validation,B,2,all,future_response,falling,89,0,0,89,0,0
validation,B,2,all,future_response,stable,6128,0,0,6125,3,0
validation,B,2,all,future_response,unknown,0,0,0,0,0,0
validation,B,2,level_ge_7m,known_trend,rising,8,0,0,6,2,0
validation,B,2,level_ge_7m,known_trend,falling,6,0,0,6,0,0
validation,B,2,level_ge_7m,known_trend,stable,14,0,0,13,1,0
validation,B,2,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,B,2,level_ge_7m,future_response,rising,4,0,0,2,2,0
validation,B,2,level_ge_7m,future_response,falling,3,0,0,3,0,0
validation,B,2,level_ge_7m,future_response,stable,21,0,0,20,1,0
validation,B,2,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,B,3,all,known_trend,rising,651,0,0,633,18,0
validation,B,3,all,known_trend,falling,509,0,1,496,12,-1
validation,B,3,all,known_trend,stable,5298,1,4,5273,20,-3
validation,B,3,all,known_trend,unknown,29,0,0,26,3,0
validation,B,3,all,future_response,rising,418,1,5,369,43,-4
validation,B,3,all,future_response,falling,218,0,0,218,0,0
validation,B,3,all,future_response,stable,5851,0,0,5841,10,0
validation,B,3,all,future_response,unknown,0,0,0,0,0,0
validation,B,3,level_ge_7m,known_trend,rising,8,0,0,5,3,0
validation,B,3,level_ge_7m,known_trend,falling,6,0,0,5,1,0
validation,B,3,level_ge_7m,known_trend,stable,14,0,0,13,1,0
validation,B,3,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,B,3,level_ge_7m,future_response,rising,5,0,0,2,3,0
validation,B,3,level_ge_7m,future_response,falling,6,0,0,6,0,0
validation,B,3,level_ge_7m,future_response,stable,17,0,0,15,2,0
validation,B,3,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,B,4,all,known_trend,rising,649,1,0,629,19,1
validation,B,4,all,known_trend,falling,507,0,2,488,17,-2
validation,B,4,all,known_trend,stable,5299,2,2,5275,20,0
validation,B,4,all,known_trend,unknown,29,0,1,27,1,-1
validation,B,4,all,future_response,rising,566,1,5,519,41,-4
validation,B,4,all,future_response,falling,343,0,0,338,5,0
validation,B,4,all,future_response,stable,5575,2,0,5562,11,2
validation,B,4,all,future_response,unknown,0,0,0,0,0,0
validation,B,4,level_ge_7m,known_trend,rising,8,1,0,5,2,1
validation,B,4,level_ge_7m,known_trend,falling,5,0,0,4,1,0
validation,B,4,level_ge_7m,known_trend,stable,15,0,0,14,1,0
validation,B,4,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,B,4,level_ge_7m,future_response,rising,7,0,0,4,3,0
validation,B,4,level_ge_7m,future_response,falling,7,0,0,7,0,0
validation,B,4,level_ge_7m,future_response,stable,14,1,0,12,1,1
validation,B,4,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,B,5,all,known_trend,rising,649,2,3,618,26,-1
validation,B,5,all,known_trend,falling,506,3,0,480,23,3
validation,B,5,all,known_trend,stable,5299,2,3,5267,27,-1
validation,B,5,all,known_trend,unknown,29,0,0,29,0,0
validation,B,5,all,future_response,rising,697,1,3,646,47,-2
validation,B,5,all,future_response,falling,514,0,2,499,13,-2
validation,B,5,all,future_response,stable,5272,6,1,5249,16,5
validation,B,5,all,future_response,unknown,0,0,0,0,0,0
validation,B,5,level_ge_7m,known_trend,rising,9,0,1,6,2,-1
validation,B,5,level_ge_7m,known_trend,falling,4,0,0,3,1,0
validation,B,5,level_ge_7m,known_trend,stable,15,0,0,13,2,0
validation,B,5,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,B,5,level_ge_7m,future_response,rising,10,0,1,6,3,-1
validation,B,5,level_ge_7m,future_response,falling,7,0,0,7,0,0
validation,B,5,level_ge_7m,future_response,stable,11,0,0,9,2,0
validation,B,5,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,B,6,all,known_trend,rising,650,0,0,617,33,0
validation,B,6,all,known_trend,falling,504,1,1,460,42,0
validation,B,6,all,known_trend,stable,5299,2,2,5225,70,0
validation,B,6,all,known_trend,unknown,29,0,0,28,1,0
validation,B,6,all,future_response,rising,814,2,2,722,88,0
validation,B,6,all,future_response,falling,658,0,1,628,29,-1
validation,B,6,all,future_response,stable,5010,1,0,4980,29,1
validation,B,6,all,future_response,unknown,0,0,0,0,0,0
validation,B,6,level_ge_7m,known_trend,rising,10,0,0,9,1,0
validation,B,6,level_ge_7m,known_trend,falling,3,0,0,2,1,0
validation,B,6,level_ge_7m,known_trend,stable,15,0,0,12,3,0
validation,B,6,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,B,6,level_ge_7m,future_response,rising,11,0,0,7,4,0
validation,B,6,level_ge_7m,future_response,falling,6,0,0,6,0,0
validation,B,6,level_ge_7m,future_response,stable,11,0,0,10,1,0
validation,B,6,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,B,7,all,known_trend,rising,652,2,0,616,34,2
validation,B,7,all,known_trend,falling,503,0,1,453,49,-1
validation,B,7,all,known_trend,stable,5297,7,2,5146,142,5
validation,B,7,all,known_trend,unknown,29,0,0,26,3,0
validation,B,7,all,future_response,rising,900,4,1,787,108,3
validation,B,7,all,future_response,falling,795,0,2,742,51,-2
validation,B,7,all,future_response,stable,4786,5,0,4712,69,5
validation,B,7,all,future_response,unknown,0,0,0,0,0,0
validation,B,7,level_ge_7m,known_trend,rising,11,0,0,6,5,0
validation,B,7,level_ge_7m,known_trend,falling,2,0,0,2,0,0
validation,B,7,level_ge_7m,known_trend,stable,15,0,0,10,5,0
validation,B,7,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,B,7,level_ge_7m,future_response,rising,12,0,0,8,4,0
validation,B,7,level_ge_7m,future_response,falling,6,0,0,4,2,0
validation,B,7,level_ge_7m,future_response,stable,10,0,0,6,4,0
validation,B,7,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,B,8,all,known_trend,rising,653,2,2,602,47,0
validation,B,8,all,known_trend,falling,502,5,1,417,79,4
validation,B,8,all,known_trend,stable,5296,11,6,5007,272,5
validation,B,8,all,known_trend,unknown,29,0,0,24,5,0
validation,B,8,all,future_response,rising,991,4,2,836,149,2
validation,B,8,all,future_response,falling,925,5,1,809,110,4
validation,B,8,all,future_response,stable,4564,9,6,4405,144,3
validation,B,8,all,future_response,unknown,0,0,0,0,0,0
validation,B,8,level_ge_7m,known_trend,rising,12,0,0,4,8,0
validation,B,8,level_ge_7m,known_trend,falling,1,0,0,1,0,0
validation,B,8,level_ge_7m,known_trend,stable,15,1,0,7,7,1
validation,B,8,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,B,8,level_ge_7m,future_response,rising,14,0,0,6,8,0
validation,B,8,level_ge_7m,future_response,falling,6,0,0,2,4,0
validation,B,8,level_ge_7m,future_response,stable,8,1,0,4,3,1
validation,B,8,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,B,9,all,known_trend,rising,653,0,0,594,59,0
validation,B,9,all,known_trend,falling,505,0,0,386,119,0
validation,B,9,all,known_trend,stable,5292,0,0,4877,415,0
validation,B,9,all,known_trend,unknown,29,0,0,23,6,0
validation,B,9,all,future_response,rising,1043,0,0,856,187,0
validation,B,9,all,future_response,falling,1031,0,0,845,186,0
validation,B,9,all,future_response,stable,4405,0,0,4179,226,0
validation,B,9,all,future_response,unknown,0,0,0,0,0,0
validation,B,9,level_ge_7m,known_trend,rising,13,0,0,6,7,0
validation,B,9,level_ge_7m,known_trend,falling,1,0,0,1,0,0
validation,B,9,level_ge_7m,known_trend,stable,14,0,0,6,8,0
validation,B,9,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,B,9,level_ge_7m,future_response,rising,15,0,0,9,6,0
validation,B,9,level_ge_7m,future_response,falling,5,0,0,2,3,0
validation,B,9,level_ge_7m,future_response,stable,8,0,0,2,6,0
validation,B,9,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,B,10,all,known_trend,rising,652,0,0,568,84,0
validation,B,10,all,known_trend,falling,503,0,0,378,125,0
validation,B,10,all,known_trend,stable,5294,0,0,4709,585,0
validation,B,10,all,known_trend,unknown,29,0,0,23,6,0
validation,B,10,all,future_response,rising,1089,0,0,868,221,0
validation,B,10,all,future_response,falling,1098,0,0,873,225,0
validation,B,10,all,future_response,stable,4291,0,0,3937,354,0
validation,B,10,all,future_response,unknown,0,0,0,0,0,0
validation,B,10,level_ge_7m,known_trend,rising,14,0,0,6,8,0
validation,B,10,level_ge_7m,known_trend,falling,1,0,0,0,1,0
validation,B,10,level_ge_7m,known_trend,stable,13,0,0,6,7,0
validation,B,10,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,B,10,level_ge_7m,future_response,rising,15,0,0,5,10,0
validation,B,10,level_ge_7m,future_response,falling,5,0,0,3,2,0
validation,B,10,level_ge_7m,future_response,stable,8,0,0,4,4,0
validation,B,10,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,B,11,all,known_trend,rising,653,0,0,560,93,0
validation,B,11,all,known_trend,falling,505,0,0,369,136,0
validation,B,11,all,known_trend,stable,5290,0,0,4488,802,0
validation,B,11,all,known_trend,unknown,29,0,0,24,5,0
validation,B,11,all,future_response,rising,1099,0,0,846,253,0
validation,B,11,all,future_response,falling,1138,0,0,853,285,0
validation,B,11,all,future_response,stable,4240,0,0,3742,498,0
validation,B,11,all,future_response,unknown,0,0,0,0,0,0
validation,B,11,level_ge_7m,known_trend,rising,15,0,0,8,7,0
validation,B,11,level_ge_7m,known_trend,falling,1,0,0,0,1,0
validation,B,11,level_ge_7m,known_trend,stable,12,0,0,4,8,0
validation,B,11,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,B,11,level_ge_7m,future_response,rising,15,0,0,8,7,0
validation,B,11,level_ge_7m,future_response,falling,4,0,0,1,3,0
validation,B,11,level_ge_7m,future_response,stable,9,0,0,3,6,0
validation,B,11,level_ge_7m,future_response,unknown,0,0,0,0,0,0
validation,B,12,all,known_trend,rising,652,0,0,530,122,0
validation,B,12,all,known_trend,falling,505,0,0,348,157,0
validation,B,12,all,known_trend,stable,5290,0,0,4338,952,0
validation,B,12,all,known_trend,unknown,29,0,0,26,3,0
validation,B,12,all,future_response,rising,1109,0,0,828,281,0
validation,B,12,all,future_response,falling,1157,0,0,820,337,0
validation,B,12,all,future_response,stable,4210,0,0,3594,616,0
validation,B,12,all,future_response,unknown,0,0,0,0,0,0
validation,B,12,level_ge_7m,known_trend,rising,16,0,0,7,9,0
validation,B,12,level_ge_7m,known_trend,falling,1,0,0,0,1,0
validation,B,12,level_ge_7m,known_trend,stable,11,0,0,1,10,0
validation,B,12,level_ge_7m,known_trend,unknown,0,0,0,0,0,0
validation,B,12,level_ge_7m,future_response,rising,15,0,0,6,9,0
validation,B,12,level_ge_7m,future_response,falling,4,0,0,1,3,0
validation,B,12,level_ge_7m,future_response,stable,9,0,0,1,8,0
validation,B,12,level_ge_7m,future_response,unknown,0,0,0,0,0,0
