forecast_record,evidence_kind,station_id,datum_id,model_id,model_version,registered_at,valid_at,nominal_lead_h,actual_lead_h,minimum_verified_lead_h,shorter_than_nominal_lead,forecast_m,observed_m,abs_error_m,observation_record,goal_eligible,hit_within_050m,flood_event_id,status,exclusion_reasons
57539e7b7d614160f6bae35ba455e8f39b11528aff2b64a3c9cce257dda40e90,archival_forecast_import,86510000,ANA:86510000:reference-unverified,hge_arno_reference,source-snapshot:d8332f95bbfd60c4dbbb13b6d9ca331df3f026f8732a65a32fb72f09af67ef15,2026-09-21T19:48:15.176272+00:00,2026-09-21T19:00:00-03:00,4,2.195784368888889,2,True,14.116531704707686,,,,False,,,missing_exact_observation,archival_import
57539e7b7d614160f6bae35ba455e8f39b11528aff2b64a3c9cce257dda40e90,archival_forecast_import,86510000,ANA:86510000:reference-unverified,hge_arno_reference,source-snapshot:d8332f95bbfd60c4dbbb13b6d9ca331df3f026f8732a65a32fb72f09af67ef15,2026-09-21T19:48:15.176272+00:00,2026-09-21T20:00:00-03:00,5,3.1957843688888885,3,True,14.970160924216634,,,,False,,,not_due,archival_import
57539e7b7d614160f6bae35ba455e8f39b11528aff2b64a3c9cce257dda40e90,archival_forecast_import,86510000,ANA:86510000:reference-unverified,hge_arno_reference,source-snapshot:d8332f95bbfd60c4dbbb13b6d9ca331df3f026f8732a65a32fb72f09af67ef15,2026-09-21T19:48:15.176272+00:00,2026-09-21T21:00:00-03:00,6,4.195784368888889,4,True,15.677725162983972,,,,False,,,not_due,archival_import
57539e7b7d614160f6bae35ba455e8f39b11528aff2b64a3c9cce257dda40e90,archival_forecast_import,86510000,ANA:86510000:reference-unverified,hge_arno_reference,source-snapshot:d8332f95bbfd60c4dbbb13b6d9ca331df3f026f8732a65a32fb72f09af67ef15,2026-09-21T19:48:15.176272+00:00,2026-09-21T22:00:00-03:00,7,5.195784368888889,5,True,16.23958726717525,,,,False,,,not_due,archival_import
57539e7b7d614160f6bae35ba455e8f39b11528aff2b64a3c9cce257dda40e90,archival_forecast_import,86510000,ANA:86510000:reference-unverified,hge_arno_reference,source-snapshot:d8332f95bbfd60c4dbbb13b6d9ca331df3f026f8732a65a32fb72f09af67ef15,2026-09-21T19:48:15.176272+00:00,2026-09-21T23:00:00-03:00,8,6.195784368888889,6,True,16.734976911157624,,,,False,,,not_due,archival_import
57539e7b7d614160f6bae35ba455e8f39b11528aff2b64a3c9cce257dda40e90,archival_forecast_import,86510000,ANA:86510000:reference-unverified,hge_arno_reference,source-snapshot:d8332f95bbfd60c4dbbb13b6d9ca331df3f026f8732a65a32fb72f09af67ef15,2026-09-21T19:48:15.176272+00:00,2026-09-22T00:00:00-03:00,9,7.195784368888889,7,True,17.15994288772963,,,,False,,,not_due,archival_import
57539e7b7d614160f6bae35ba455e8f39b11528aff2b64a3c9cce257dda40e90,archival_forecast_import,86510000,ANA:86510000:reference-unverified,hge_arno_reference,source-snapshot:d8332f95bbfd60c4dbbb13b6d9ca331df3f026f8732a65a32fb72f09af67ef15,2026-09-21T19:48:15.176272+00:00,2026-09-22T01:00:00-03:00,10,8.195784368888889,8,True,17.476016613858775,,,,False,,,not_due,archival_import
57539e7b7d614160f6bae35ba455e8f39b11528aff2b64a3c9cce257dda40e90,archival_forecast_import,86510000,ANA:86510000:reference-unverified,hge_arno_reference,source-snapshot:d8332f95bbfd60c4dbbb13b6d9ca331df3f026f8732a65a32fb72f09af67ef15,2026-09-21T19:48:15.176272+00:00,2026-09-22T02:00:00-03:00,11,9.195784368888889,9,True,17.670357331286173,,,,False,,,not_due,archival_import
57539e7b7d614160f6bae35ba455e8f39b11528aff2b64a3c9cce257dda40e90,archival_forecast_import,86510000,ANA:86510000:reference-unverified,hge_arno_reference,source-snapshot:d8332f95bbfd60c4dbbb13b6d9ca331df3f026f8732a65a32fb72f09af67ef15,2026-09-21T19:48:15.176272+00:00,2026-09-22T03:00:00-03:00,12,10.195784368888889,10,True,17.890598412534295,,,,False,,,not_due,archival_import
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-21T18:00:00-03:00,2,0.9805357616666667,0,True,13.431351832537016,13.87,0.43864816746298274,a5c584006f101a2c93807911223857f0bf6f2733cf8f87fd31a68060b26a4bc1,False,True,9f2806d96e56e502689c8137,matched,"outside_1_to_12h_actual_lead_buckets,timezone_unverified,datum_unverified"
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-21T19:00:00-03:00,3,1.9805357616666668,1,True,13.805797219057444,,,,False,,,missing_exact_observation,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-21T20:00:00-03:00,4,2.980535761666667,2,True,13.858118929632376,,,,False,,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-21T21:00:00-03:00,5,3.980535761666667,3,True,14.092156104250122,,,,False,,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-21T22:00:00-03:00,6,4.980535761666666,4,True,14.507678811472015,,,,False,,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-21T23:00:00-03:00,7,5.980535761666666,5,True,16.063879112380313,,,,False,,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-22T00:00:00-03:00,8,6.980535761666666,6,True,16.216642949985655,,,,False,,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-22T01:00:00-03:00,9,7.980535761666666,7,True,16.35588868109237,,,,False,,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-22T02:00:00-03:00,10,8.980535761666667,8,True,16.082439428663644,,,,False,,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-22T03:00:00-03:00,11,9.980535761666665,9,True,16.304644718818714,,,,False,,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-22T04:00:00-03:00,12,10.980535761666665,10,True,16.39647998282067,,,,False,,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-22T05:00:00-03:00,13,11.980535761666665,11,True,16.395978655269165,,,,False,,,not_due,
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-22T06:00:00-03:00,14,12.980535761666665,12,True,16.637989283263586,,,,False,,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-21T18:00:00-03:00,2,0.9805275516666667,0,True,13.928939978286245,13.87,0.05893997828624542,a5c584006f101a2c93807911223857f0bf6f2733cf8f87fd31a68060b26a4bc1,False,True,9f2806d96e56e502689c8137,matched,"outside_1_to_12h_actual_lead_buckets,timezone_unverified,datum_unverified"
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-21T19:00:00-03:00,3,1.9805275516666665,1,True,15.119076696659985,,,,False,,,missing_exact_observation,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-21T20:00:00-03:00,4,2.980527551666667,2,True,16.330477105790038,,,,False,,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-21T21:00:00-03:00,5,3.980527551666667,3,True,17.482039451015062,,,,False,,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-21T22:00:00-03:00,6,4.9805275516666665,4,True,18.65017577484987,,,,False,,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-21T23:00:00-03:00,7,5.9805275516666665,5,True,19.793838914935165,,,,False,,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-22T00:00:00-03:00,8,6.9805275516666665,6,True,20.93133924780222,,,,False,,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-22T01:00:00-03:00,9,7.9805275516666665,7,True,21.980052133515912,,,,False,,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-22T02:00:00-03:00,10,8.980527551666666,8,True,22.816355729130613,,,,False,,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-22T03:00:00-03:00,11,9.980527551666666,9,True,23.59483092515336,,,,False,,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-22T04:00:00-03:00,12,10.980527551666666,10,True,24.233127123377315,,,,False,,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-22T05:00:00-03:00,13,11.980527551666666,11,True,24.78646821841415,,,,False,,,not_due,
2d3b85231f6d718af0bb78929161b487272572edcc2acefeaf3a927f4338bfb1,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.100814+00:00,2026-09-22T06:00:00-03:00,14,12.980527551666666,12,True,25.22380406959897,,,,False,,,not_due,
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.277372+00:00,2026-09-21T18:00:00-03:00,1,0.48075628555555555,0,True,13.858761417465697,13.87,0.01123858253430221,a5c584006f101a2c93807911223857f0bf6f2733cf8f87fd31a68060b26a4bc1,False,True,9f2806d96e56e502689c8137,matched,"outside_1_to_12h_actual_lead_buckets,timezone_unverified,datum_unverified"
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.277372+00:00,2026-09-21T19:00:00-03:00,2,1.4807562855555556,1,True,14.716829744307622,,,,False,,,missing_exact_observation,
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.277372+00:00,2026-09-21T20:00:00-03:00,3,2.4807562855555556,2,True,15.02809347940137,,,,False,,,not_due,
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.277372+00:00,2026-09-21T21:00:00-03:00,4,3.4807562855555556,3,True,15.150391365390632,,,,False,,,not_due,
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.277372+00:00,2026-09-21T22:00:00-03:00,5,4.480756285555556,4,True,15.348342778009691,,,,False,,,not_due,
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.277372+00:00,2026-09-21T23:00:00-03:00,6,5.480756285555556,5,True,15.345135286074397,,,,False,,,not_due,
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.277372+00:00,2026-09-22T00:00:00-03:00,7,6.480756285555556,6,True,17.06931714776762,,,,False,,,not_due,
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.277372+00:00,2026-09-22T01:00:00-03:00,8,7.480756285555556,7,True,17.523693451125084,,,,False,,,not_due,
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.277372+00:00,2026-09-22T02:00:00-03:00,9,8.480756285555556,8,True,17.328019715212335,,,,False,,,not_due,
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.277372+00:00,2026-09-22T03:00:00-03:00,10,9.480756285555556,9,True,17.03127374723592,,,,False,,,not_due,
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.277372+00:00,2026-09-22T04:00:00-03:00,11,10.480756285555556,10,True,16.95690878877776,,,,False,,,not_due,
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.277372+00:00,2026-09-22T05:00:00-03:00,12,11.480756285555556,11,True,17.23717234666836,,,,False,,,not_due,
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.277372+00:00,2026-09-22T06:00:00-03:00,13,12.480756285555556,12,True,17.366385650021318,,,,False,,,not_due,
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.277372+00:00,2026-09-22T07:00:00-03:00,14,13.480756285555556,13,True,17.140323594091196,,,,False,,,not_due,outside_1_to_12h_actual_lead_buckets
8444bde31a69ea6b4595d45249244f7155a2ac9a26a6bf173731a560c98f58df,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.338342+00:00,2026-09-21T18:00:00-03:00,1,0.48073934944444446,0,True,14.015822788240838,13.87,0.14582278824083872,a5c584006f101a2c93807911223857f0bf6f2733cf8f87fd31a68060b26a4bc1,False,True,9f2806d96e56e502689c8137,matched,"outside_1_to_12h_actual_lead_buckets,timezone_unverified,datum_unverified"
8444bde31a69ea6b4595d45249244f7155a2ac9a26a6bf173731a560c98f58df,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.338342+00:00,2026-09-21T19:00:00-03:00,2,1.4807393494444445,1,True,15.120029104960576,,,,False,,,missing_exact_observation,
8444bde31a69ea6b4595d45249244f7155a2ac9a26a6bf173731a560c98f58df,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.338342+00:00,2026-09-21T20:00:00-03:00,3,2.4807393494444447,2,True,16.276946818132824,,,,False,,,not_due,
8444bde31a69ea6b4595d45249244f7155a2ac9a26a6bf173731a560c98f58df,forecast_issue,86510000,ANA:86510000:reference-unverified,hge_arno_live_candidate,hourly-live-weather-v1:5e5d62467a8ec22d,2026-09-21T20:31:09.338342+00:00,2026-09-21T21:00:00-03:00,4,3.4807393494444447,3,True,17.34069119554037,,,,False,,,not_due,
