phase,horizon_h,subset,population,family,scheduled_rows,observed_targets,n,failures,hits,hit_fraction,observed_target_hit_fraction,mae_m,bias_m,p98_abs_m,max_abs_m
validation,1,level_ge_7m,full_schedule,observed_control,6551,28,28,0,28,1.0,1.0,0.0666807029630848,0.020062143129802985,0.21438872115969643,0.25365721478517145
validation,1,level_ge_7m,full_schedule,augmented,6551,28,28,0,28,1.0,1.0,0.07586753928089005,0.04817294736848624,0.23597821968722388,0.2844677981726562
validation,1,level_ge_7m,full_schedule,core_original,6551,28,28,0,28,1.0,1.0,0.07053470926401026,0.014362662357881004,0.17481136237806227,0.18425926240222523
validation,1,level_ge_7m,full_schedule,core_augmented,6551,28,28,0,28,1.0,1.0,0.06020004405401199,0.01468755194077739,0.1542124004730363,0.16246581788822922
validation,1,level_ge_7m,full_schedule,levels45_original,6551,28,28,0,28,1.0,1.0,0.06429655051933339,0.008710509790566328,0.1867162914159286,0.21492638410326492
validation,1,level_ge_7m,full_schedule,levels45_augmented,6551,28,28,0,28,1.0,1.0,0.05773788476333779,0.01097059549204693,0.16412156525112903,0.20617006590437725
validation,1,level_ge_7m,full_schedule,rain108_original,6551,28,28,0,28,1.0,1.0,0.07112314911874093,0.02860738260230763,0.18201223256392657,0.1869852972107484
validation,1,level_ge_7m,full_schedule,rain108_augmented,6551,28,28,0,28,1.0,1.0,0.07132897216963542,0.0362044701017088,0.21785948890171417,0.2332988507103222
validation,2,level_ge_7m,full_schedule,observed_control,6550,28,28,0,28,1.0,1.0,0.11897886238198042,0.02382246183854456,0.3544459802504053,0.36191043129735867
validation,2,level_ge_7m,full_schedule,augmented,6550,28,28,0,28,1.0,1.0,0.12951907349574096,0.011678629413639983,0.3835144772981856,0.44768831489714067
validation,2,level_ge_7m,full_schedule,core_original,6550,28,28,0,27,0.9642857142857143,0.9642857142857143,0.16316878136293617,0.012259775734056693,0.5455550975367626,0.6144893711934012
validation,2,level_ge_7m,full_schedule,core_augmented,6550,28,28,0,28,1.0,1.0,0.12438253781048954,0.0269201152959549,0.35380923567686295,0.3905449828425498
validation,2,level_ge_7m,full_schedule,levels45_original,6550,28,28,0,28,1.0,1.0,0.12234732698524661,0.049522276592879076,0.348978425942503,0.3730528497303691
validation,2,level_ge_7m,full_schedule,levels45_augmented,6550,28,28,0,28,1.0,1.0,0.11056382663499568,0.028326444818807132,0.24850510946861235,0.2495112788530296
validation,2,level_ge_7m,full_schedule,rain108_original,6550,28,28,0,28,1.0,1.0,0.14439986725613368,0.039521696197819055,0.34931354674523113,0.3788205288450879
validation,2,level_ge_7m,full_schedule,rain108_augmented,6550,28,28,0,28,1.0,1.0,0.13272357456987888,-0.009178007530976862,0.2951791856562927,0.3525808463182276
validation,3,level_ge_7m,full_schedule,observed_control,6549,28,28,0,26,0.9285714285714286,0.9285714285714286,0.16960676474370254,0.0480847892416398,0.5556545652840782,0.6140799441250824
validation,3,level_ge_7m,full_schedule,augmented,6549,28,28,0,25,0.8928571428571429,0.8928571428571429,0.20403266818776372,0.11297069730980801,0.5821260406297245,0.5932292719987533
validation,3,level_ge_7m,full_schedule,core_original,6549,28,28,0,24,0.8571428571428571,0.8571428571428571,0.21344794759956157,0.08358062133262248,0.5789384330759704,0.6036826012244667
validation,3,level_ge_7m,full_schedule,core_augmented,6549,28,28,0,27,0.9642857142857143,0.9642857142857143,0.19104831910612788,0.08570414595577251,0.4386813461486111,0.5030409911690628
validation,3,level_ge_7m,full_schedule,levels45_original,6549,28,28,0,28,1.0,1.0,0.12987920650615734,0.05262594939147421,0.3742765701026477,0.4355718196940259
validation,3,level_ge_7m,full_schedule,levels45_augmented,6549,28,28,0,28,1.0,1.0,0.17334437183866683,0.1244908652881305,0.45094175292138783,0.4668114195746167
validation,3,level_ge_7m,full_schedule,rain108_original,6549,28,28,0,24,0.8571428571428571,0.8571428571428571,0.24068052060702896,0.0730689222027864,0.6134986564444408,0.6369586233543423
validation,3,level_ge_7m,full_schedule,rain108_augmented,6549,28,28,0,28,1.0,1.0,0.18790577601736613,0.08905608050044776,0.405472391863708,0.42028925796775773
validation,4,level_ge_7m,full_schedule,observed_control,6548,28,28,0,26,0.9285714285714286,0.9285714285714286,0.16646123882897323,0.001845246880732779,0.532564298850716,0.560207741268413
validation,4,level_ge_7m,full_schedule,augmented,6548,28,28,0,26,0.9285714285714286,0.9285714285714286,0.24035275354071603,0.17677014017609885,0.8219883985171228,0.8487322721377595
validation,4,level_ge_7m,full_schedule,core_original,6548,28,28,0,22,0.7857142857142857,0.7857142857142857,0.3125724089794089,0.19272079773185494,0.7199875722394385,0.7701679425670251
validation,4,level_ge_7m,full_schedule,core_augmented,6548,28,28,0,25,0.8928571428571429,0.8928571428571429,0.28383949736198594,0.181172486549043,0.6306014673784797,0.7191871101207665
