phase,horizon_h,contrast,reference,candidate,reference_hits,candidate_hits,change_hits,reference_mae_m,candidate_mae_m,change_mae_m,reference_bias_m,candidate_bias_m,change_bias_m,reference_p98_abs_m,candidate_p98_abs_m,change_p98_abs_m,reference_max_abs_m,candidate_max_abs_m,change_max_abs_m
validation,8,aux_with_rain_augmented,rain108_augmented,augmented,13,11,-2,0.7585210737109672,0.8295587643236738,0.0710376906127066,0.7243235038408964,0.7911654533875306,0.06684194954663425,2.6437027003090487,2.8113464732443676,0.16764377293531885,3.2132108690294476,3.2509934262678986,0.03778255723845092
validation,8,aux_without_rain_original,core_original,levels45_original,10,12,2,0.6772317004885983,0.665381000442917,-0.011850700045681228,0.2740531056642435,0.46098480101915124,0.18693169535490772,1.6728858407829161,2.383746603284902,0.7108607625019858,1.6900957870747808,3.106415065505412,1.416319278430631
validation,8,aux_without_rain_augmented,core_augmented,levels45_augmented,11,15,4,0.6417595458558502,0.5273813538589766,-0.1143781919968736,0.17184203453427527,0.15413284713114433,-0.017709187403130933,1.8143675466836513,1.691886135960962,-0.12248141072268925,1.8434187918462035,2.063489743985193,0.22007095213898964
validation,9,year120,observed_control,augmented,17,8,-9,0.6095633629892163,1.043688735421457,0.4341253724322407,0.45822141749499146,0.9589967065276837,0.5007752890326922,2.059747594337603,2.941446689611916,0.8816990952743131,2.1405087524778477,3.0095583032725717,0.869049550794724
validation,9,year33,core_original,core_augmented,7,7,0,0.7719261056303142,0.7692491968029239,-0.0026769088273902453,0.32931436676462805,0.1975471603645708,-0.13176720640005726,1.6923148120235054,1.7749378360518855,0.08262302402838007,1.998039092243415,1.7938462789377683,-0.20419281330564676
validation,9,year45,levels45_original,levels45_augmented,9,14,5,0.6874959199889664,0.541020684706826,-0.14647523528214046,0.48584863526112937,0.24834451263817475,-0.23750412262295462,1.9856261181484445,1.419982238848818,-0.5656438792996266,2.5628224248998013,1.76346570548076,-0.7993567194190412
validation,9,year108,rain108_original,rain108_augmented,16,9,-7,0.5724266693469359,1.0190296244974044,0.44660295515046855,0.29769188434506716,0.9319739319139637,0.6342820475688966,1.4853084592957566,2.8546756073396105,1.3693671480438538,1.5037627993222227,2.913428505428014,1.4096657061057911
validation,9,rain_with_aux_original,levels45_original,observed_control,9,17,8,0.6874959199889664,0.6095633629892163,-0.0779325569997501,0.48584863526112937,0.45822141749499146,-0.027627217766137913,1.9856261181484445,2.059747594337603,0.07412147618915843,2.5628224248998013,2.1405087524778477,-0.4223136724219536
validation,9,rain_with_aux_augmented,levels45_augmented,augmented,14,8,-6,0.541020684706826,1.043688735421457,0.502668050714631,0.24834451263817475,0.9589967065276837,0.710652193889509,1.419982238848818,2.941446689611916,1.521464450763098,1.76346570548076,3.0095583032725717,1.2460925977918116
validation,9,rain_without_aux_original,core_original,rain108_original,7,16,9,0.7719261056303142,0.5724266693469359,-0.1994994362833783,0.32931436676462805,0.29769188434506716,-0.03162248241956089,1.6923148120235054,1.4853084592957566,-0.2070063527277488,1.998039092243415,1.5037627993222227,-0.49427629292119235
validation,9,rain_without_aux_augmented,core_augmented,rain108_augmented,7,9,2,0.7692491968029239,1.0190296244974044,0.2497804276944805,0.1975471603645708,0.9319739319139637,0.734426771549393,1.7749378360518855,2.8546756073396105,1.079737771287725,1.7938462789377683,2.913428505428014,1.1195822264902455
validation,9,aux_with_rain_original,rain108_original,observed_control,16,17,1,0.5724266693469359,0.6095633629892163,0.03713669364228045,0.29769188434506716,0.45822141749499146,0.1605295331499243,1.4853084592957566,2.059747594337603,0.5744391350418463,1.5037627993222227,2.1405087524778477,0.636745953155625
validation,9,aux_with_rain_augmented,rain108_augmented,augmented,9,8,-1,1.0190296244974044,1.043688735421457,0.024659110924052596,0.9319739319139637,0.9589967065276837,0.027022774613719935,2.8546756073396105,2.941446689611916,0.08677108227230557,2.913428505428014,3.0095583032725717,0.09612979784455788
validation,9,aux_without_rain_original,core_original,levels45_original,7,9,2,0.7719261056303142,0.6874959199889664,-0.08443018564134774,0.32931436676462805,0.48584863526112937,0.15653426849650132,1.6923148120235054,1.9856261181484445,0.29331130612493905,1.998039092243415,2.5628224248998013,0.5647833326563862
validation,9,aux_without_rain_augmented,core_augmented,levels45_augmented,7,14,7,0.7692491968029239,0.541020684706826,-0.22822851209609796,0.1975471603645708,0.24834451263817475,0.05079735227360396,1.7749378360518855,1.419982238848818,-0.3549555972030676,1.7938462789377683,1.76346570548076,-0.030380573457008175
validation,10,year120,observed_control,augmented,11,6,-5,0.7637956998438623,1.1849955141491897,0.4211998143053274,0.659964362486402,1.0314401306849017,0.3714757681984997,1.639679570538911,3.207733481774102,1.5680539112351912,1.6643311821088886,3.2633612073333236,1.599030025224435
validation,10,year33,core_original,core_augmented,8,8,0,0.828350452785693,0.9092658700248638,0.08091541723917084,0.3075778818071068,0.2774788570142713,-0.03009902479283555,1.9359987822290907,2.916501084321532,0.9805023020924415,1.936104449519,4.0987029094927765,2.1625984599737764
validation,10,year45,levels45_original,levels45_augmented,6,9,3,0.8220165413580973,0.6861896435469318,-0.13582689781116553,0.5000592282131552,0.335876365837512,-0.16418286237564317,1.8747558118577565,1.2666632301813698,-0.6080925816763867,2.0595094083303724,1.331306120302484,-0.7282032880278884
validation,10,year108,rain108_original,rain108_augmented,15,10,-5,0.5825091051312105,1.0858265613507005,0.5033174562194901,0.4592685703736601,0.9541816335017097,0.4949130631280496,1.3540250812489074,2.978382578821547,1.6243574975726396,1.3576323325216624,3.070380320894829,1.7127479883731667
validation,10,rain_with_aux_original,levels45_original,observed_control,6,11,5,0.8220165413580973,0.7637956998438623,-0.05822084151423501,0.5000592282131552,0.659964362486402,0.15990513427324682,1.8747558118577565,1.639679570538911,-0.23507624131884564,2.0595094083303724,1.6643311821088886,-0.3951782262214838
validation,10,rain_with_aux_augmented,levels45_augmented,augmented,9,6,-3,0.6861896435469318,1.1849955141491897,0.4988058706022579,0.335876365837512,1.0314401306849017,0.6955637648473897,1.2666632301813698,3.207733481774102,1.9410702515927323,1.331306120302484,3.2633612073333236,1.9320550870308395
validation,10,rain_without_aux_original,core_original,rain108_original,8,15,7,0.828350452785693,0.5825091051312105,-0.2458413476544825,0.3075778818071068,0.4592685703736601,0.15169068856655327,1.9359987822290907,1.3540250812489074,-0.5819737009801833,1.936104449519,1.3576323325216624,-0.5784721169973377
validation,10,rain_without_aux_augmented,core_augmented,rain108_augmented,8,10,2,0.9092658700248638,1.0858265613507005,0.17656069132583674,0.2774788570142713,0.9541816335017097,0.6767027764874385,2.916501084321532,2.978382578821547,0.06188149450001479,4.0987029094927765,3.070380320894829,-1.0283225885979475
validation,10,aux_with_rain_original,rain108_original,observed_control,15,11,-4,0.5825091051312105,0.7637956998438623,0.18128659471265185,0.4592685703736601,0.659964362486402,0.2006957921127419,1.3540250812489074,1.639679570538911,0.2856544892900035,1.3576323325216624,1.6643311821088886,0.30669884958722626
validation,10,aux_with_rain_augmented,rain108_augmented,augmented,10,6,-4,1.0858265613507005,1.1849955141491897,0.09916895279848914,0.9541816335017097,1.0314401306849017,0.077258497183192,2.978382578821547,3.207733481774102,0.2293509029525551,3.070380320894829,3.2633612073333236,0.19298088643849454
validation,10,aux_without_rain_original,core_original,levels45_original,8,6,-2,0.828350452785693,0.8220165413580973,-0.006333911427595651,0.3075778818071068,0.5000592282131552,0.19248134640604836,1.9359987822290907,1.8747558118577565,-0.06124297037133419,1.936104449519,2.0595094083303724,0.12340495881137237
validation,10,aux_without_rain_augmented,core_augmented,levels45_augmented,8,9,1,0.9092658700248638,0.6861896435469318,-0.22307622647793202,0.2774788570142713,0.335876365837512,0.05839750882324074,2.916501084321532,1.2666632301813698,-1.6498378541401624,4.0987029094927765,1.331306120302484,-2.7673967891902924
validation,11,year120,observed_control,augmented,9,5,-4,0.913230549267538,1.2371151109817446,0.32388456171420665,0.6934932305653457,1.1518277583824013,0.4583345278170555,2.2734377675153006,3.2261691529371244,0.9527313854218238,2.3488613754696814,3.3284713606072653,0.9796099851375839
validation,11,year33,core_original,core_augmented,5,9,4,0.9653971117812861,0.9858720421350989,0.02047493035381287,0.32355871121215335,0.4482685593734286,0.12470984816127523,2.1134018813545383,1.992697607521154,-0.12070427383338433,2.503345960541168,2.1716755561305163,-0.33167040441065154
validation,11,year45,levels45_original,levels45_augmented,5,5,0,1.0623519570418476,0.94295244356527,-0.11939951347657762,0.4588498634527877,0.4840187940347191,0.02516893058193137,2.1188685712836195,2.0387768006524736,-0.08009177063114592,2.2218494298791853,2.1646709324175584,-0.057178497461626954
validation,11,year108,rain108_original,rain108_augmented,12,5,-7,0.6977127960267825,1.1911971341288186,0.49348433810203607,0.4598622082811808,1.0969508125620262,0.6370886042808455,1.8721079998135,3.104226396280015,1.2321183964665152,2.015127799067759,3.233956293536343,1.2188284944685837
validation,11,rain_with_aux_original,levels45_original,observed_control,5,9,4,1.0623519570418476,0.913230549267538,-0.1491214077743096,0.4588498634527877,0.6934932305653457,0.234643367112558,2.1188685712836195,2.2734377675153006,0.15456919623168108,2.2218494298791853,2.3488613754696814,0.1270119455904961
validation,11,rain_with_aux_augmented,levels45_augmented,augmented,5,5,0,0.94295244356527,1.2371151109817446,0.2941626674164747,0.4840187940347191,1.1518277583824013,0.6678089643476821,2.0387768006524736,3.2261691529371244,1.1873923522846508,2.1646709324175584,3.3284713606072653,1.163800428189707
validation,11,rain_without_aux_original,core_original,rain108_original,5,12,7,0.9653971117812861,0.6977127960267825,-0.2676843157545036,0.32355871121215335,0.4598622082811808,0.13630349706902745,2.1134018813545383,1.8721079998135,-0.24129388154103837,2.503345960541168,2.015127799067759,-0.4882181614734087
validation,11,rain_without_aux_augmented,core_augmented,rain108_augmented,9,5,-4,0.9858720421350989,1.1911971341288186,0.20532509199371962,0.4482685593734286,1.0969508125620262,0.6486822531885976,1.992697607521154,3.104226396280015,1.1115287887588612,2.1716755561305163,3.233956293536343,1.0622807374058265
validation,11,aux_with_rain_original,rain108_original,observed_control,12,9,-3,0.6977127960267825,0.913230549267538,0.2155177532407555,0.4598622082811808,0.6934932305653457,0.23363102228416494,1.8721079998135,2.2734377675153006,0.4013297677018006,2.015127799067759,2.3488613754696814,0.33373357640192225
validation,11,aux_with_rain_augmented,rain108_augmented,augmented,5,5,0,1.1911971341288186,1.2371151109817446,0.04591797685292609,1.0969508125620262,1.1518277583824013,0.054876945820375056,3.104226396280015,3.2261691529371244,0.12194275665710919,3.233956293536343,3.3284713606072653,0.0945150670709225
validation,11,aux_without_rain_original,core_original,levels45_original,5,5,0,0.9653971117812861,1.0623519570418476,0.09695484526056153,0.32355871121215335,0.4588498634527877,0.13529115224063437,2.1134018813545383,2.1188685712836195,0.00546668992908117,2.503345960541168,2.2218494298791853,-0.28149653066198255
validation,11,aux_without_rain_augmented,core_augmented,levels45_augmented,9,5,-4,0.9858720421350989,0.94295244356527,-0.042919598569828965,0.4482685593734286,0.4840187940347191,0.035750234661290514,1.992697607521154,2.0387768006524736,0.046079193131319585,2.1716755561305163,2.1646709324175584,-0.007004623712957958
validation,12,year120,observed_control,augmented,7,3,-4,0.9084925009708122,1.2107436311199176,0.3022511301491053,0.637657899731453,1.1022024054680128,0.4645445057365598,2.572327723114171,2.833650510940498,0.2613227878263271,2.619470094800553,2.906818966046039,0.28734887124548614
validation,12,year33,core_original,core_augmented,8,9,1,1.0978773044928185,1.0935777212219422,-0.004299583270876317,0.25983269658956487,0.4214401562102144,0.16160745962064954,2.804766450438425,2.4489433530298905,-0.35582309740853457,3.0612481826024496,2.6819160038968057,-0.37933217870564384
validation,12,year45,levels45_original,levels45_augmented,3,2,-1,1.1742923559356409,1.2433061804565206,0.06901382452087979,0.4690876136853966,0.5193178177069212,0.050230204021524616,2.207670546626445,1.9989049625771587,-0.20876558404928613,2.2576659357481876,2.0138481826637546,-0.243817753084433
validation,12,year108,rain108_original,rain108_augmented,8,4,-4,0.8103152068512388,1.1070896712370946,0.29677446438585575,0.5208515915641977,1.0152141453916224,0.49436255382742467,2.215667816871847,2.6867077389776894,0.47103992210584256,2.3722218076743005,2.7360007849598222,0.3637789772855218
validation,12,rain_with_aux_original,levels45_original,observed_control,3,7,4,1.1742923559356409,0.9084925009708122,-0.2657998549648286,0.4690876136853966,0.637657899731453,0.16857028604605645,2.207670546626445,2.572327723114171,0.364657176487726,2.2576659357481876,2.619470094800553,0.3618041590523653
validation,12,rain_with_aux_augmented,levels45_augmented,augmented,2,3,1,1.2433061804565206,1.2107436311199176,-0.032562549336603075,0.5193178177069212,1.1022024054680128,0.5828845877610916,1.9989049625771587,2.833650510940498,0.8347455483633393,2.0138481826637546,2.906818966046039,0.8929707833822844
validation,12,rain_without_aux_original,core_original,rain108_original,8,8,0,1.0978773044928185,0.8103152068512388,-0.2875620976415797,0.25983269658956487,0.5208515915641977,0.2610188949746328,2.804766450438425,2.215667816871847,-0.5890986335665782,3.0612481826024496,2.3722218076743005,-0.6890263749281491
validation,12,rain_without_aux_augmented,core_augmented,rain108_augmented,9,4,-5,1.0935777212219422,1.1070896712370946,0.013511950015152374,0.4214401562102144,1.0152141453916224,0.593773989181408,2.4489433530298905,2.6867077389776894,0.23776438594779892,2.6819160038968057,2.7360007849598222,0.05408478106301651
validation,12,aux_with_rain_original,rain108_original,observed_control,8,7,-1,0.8103152068512388,0.9084925009708122,0.09817729411957343,0.5208515915641977,0.637657899731453,0.11680630816725535,2.215667816871847,2.572327723114171,0.3566599062423239,2.3722218076743005,2.619470094800553,0.24724828712625246
validation,12,aux_with_rain_augmented,rain108_augmented,augmented,4,3,-1,1.1070896712370946,1.2107436311199176,0.103653959882823,1.0152141453916224,1.1022024054680128,0.08698826007639049,2.6867077389776894,2.833650510940498,0.14694277196280847,2.7360007849598222,2.906818966046039,0.17081818108621682
validation,12,aux_without_rain_original,core_original,levels45_original,8,3,-5,1.0978773044928185,1.1742923559356409,0.07641505144282235,0.25983269658956487,0.4690876136853966,0.20925491709583172,2.804766450438425,2.207670546626445,-0.5970959038119803,3.0612481826024496,2.2576659357481876,-0.8035822468542619
validation,12,aux_without_rain_augmented,core_augmented,levels45_augmented,9,2,-7,1.0935777212219422,1.2433061804565206,0.14972845923457845,0.4214401562102144,0.5193178177069212,0.09787766149670679,2.4489433530298905,1.9989049625771587,-0.45003839045273186,2.6819160038968057,2.0138481826637546,-0.6680678212330511
test,1,year120,observed_control,augmented,230,229,-1,0.07747194053705365,0.1005669746563972,0.02309503411934355,-0.006832008882132252,0.049039876911184985,0.055871885793317234,0.5787276663094516,0.5543740098056733,-0.024353656503778298,1.284834339803509,0.7767047671414353,-0.5081295726620736
test,1,year33,core_original,core_augmented,230,232,2,0.08634497600620451,0.08138293290566444,-0.004962043100540076,0.0059564958126829565,0.033998099948501476,0.02804160413581852,0.5500919417069597,0.46467855835392335,-0.08541338335303639,1.312938390987675,0.7724799244231093,-0.5404584665645658
test,1,year45,levels45_original,levels45_augmented,230,233,3,0.0781441733018285,0.07685427240586723,-0.001289900895961274,-0.01042329640239689,0.024882356207666587,0.03530565261006348,0.5839609981027644,0.4785829932383917,-0.10537800486437265,1.352099975773764,0.6959202943972649,-0.6561796813764991
test,1,year108,rain108_original,rain108_augmented,230,231,1,0.08449318774156186,0.09251580505263444,0.00802261731107258,0.010987109088800153,0.04703692109243336,0.036049812003633205,0.5481803875576035,0.48864739619856545,-0.059532991359038,1.2709909434793731,0.8388051223548061,-0.43218582112456705
test,1,rain_with_aux_original,levels45_original,observed_control,230,230,0,0.0781441733018285,0.07747194053705365,-0.0006722327647748494,-0.01042329640239689,-0.006832008882132252,0.003591287520264638,0.5839609981027644,0.5787276663094516,-0.0052333317933127566,1.352099975773764,1.284834339803509,-0.06726563597025503
test,1,rain_with_aux_augmented,levels45_augmented,augmented,233,229,-4,0.07685427240586723,0.1005669746563972,0.023712702250529974,0.024882356207666587,0.049039876911184985,0.024157520703518398,0.4785829932383917,0.5543740098056733,0.0757910165672816,0.6959202943972649,0.7767047671414353,0.08078447274417044
test,1,rain_without_aux_original,core_original,rain108_original,230,230,0,0.08634497600620451,0.08449318774156186,-0.0018517882646426481,0.0059564958126829565,0.010987109088800153,0.005030613276117197,0.5500919417069597,0.5481803875576035,-0.001911554149356287,1.312938390987675,1.2709909434793731,-0.04194744750830193
test,1,rain_without_aux_augmented,core_augmented,rain108_augmented,232,231,-1,0.08138293290566444,0.09251580505263444,0.011132872146970008,0.033998099948501476,0.04703692109243336,0.013038821143931886,0.46467855835392335,0.48864739619856545,0.0239688378446421,0.7724799244231093,0.8388051223548061,0.06632519793169678
test,1,aux_with_rain_original,rain108_original,observed_control,230,230,0,0.08449318774156186,0.07747194053705365,-0.00702124720450821,0.010987109088800153,-0.006832008882132252,-0.017819117970932406,0.5481803875576035,0.5787276663094516,0.03054727875184815,1.2709909434793731,1.284834339803509,0.013843396324135782
test,1,aux_with_rain_augmented,rain108_augmented,augmented,231,229,-2,0.09251580505263444,0.1005669746563972,0.008051169603762759,0.04703692109243336,0.049039876911184985,0.0020029558187516228,0.48864739619856545,0.5543740098056733,0.06572661360710785,0.8388051223548061,0.7767047671414353,-0.06210035521337076
test,1,aux_without_rain_original,core_original,levels45_original,230,230,0,0.08634497600620451,0.0781441733018285,-0.008200802704376009,0.0059564958126829565,-0.01042329640239689,-0.016379792215079847,0.5500919417069597,0.5839609981027644,0.03386905639580462,1.312938390987675,1.352099975773764,0.03916158478608889
test,1,aux_without_rain_augmented,core_augmented,levels45_augmented,232,233,1,0.08138293290566444,0.07685427240586723,-0.004528660499797207,0.033998099948501476,0.024882356207666587,-0.009115743740834889,0.46467855835392335,0.4785829932383917,0.013904434884468353,0.7724799244231093,0.6959202943972649,-0.07655963002584443
test,2,year120,observed_control,augmented,225,209,-16,0.14574519761403643,0.1942674664317734,0.04852226881773697,-0.014030602356920153,0.09251579049949654,0.10654639285641669,0.7202350736513357,0.9001070977310524,0.1798720240797167,2.4854087637465963,1.095393969852375,-1.3900147938942213
test,2,year33,core_original,core_augmented,227,227,0,0.15946627086515208,0.14295203867997072,-0.01651423218518136,0.012030043707465124,0.04850510102140096,0.036475057313935834,0.7580670655323346,0.6507982263068453,-0.10726883922548935,2.2702568420760647,1.6214523590358114,-0.6488044830402533
test,2,year45,levels45_original,levels45_augmented,227,221,-6,0.1473523757899413,0.1449282852393168,-0.0024240905506244803,-0.02413951271737941,0.02131658240570893,0.04545609512308834,0.688361055715407,0.7265171051931522,0.0381560494777452,2.473475703152424,1.5650519450934661,-0.9084237580589578
test,2,year108,rain108_original,rain108_augmented,215,208,-7,0.1715357613700764,0.20553136901736968,0.033995607647293286,0.02908159142147512,0.11481290752823593,0.08573131610676081,0.909333232772911,0.8577006903027594,-0.05163254247015159,2.21401980202349,1.188962415788029,-1.0250573862354608
test,2,rain_with_aux_original,levels45_original,observed_control,227,225,-2,0.1473523757899413,0.14574519761403643,-0.001607178175904861,-0.02413951271737941,-0.014030602356920153,0.010108910360459258,0.688361055715407,0.7202350736513357,0.0318740179359287,2.473475703152424,2.4854087637465963,0.011933060594172318
test,2,rain_with_aux_augmented,levels45_augmented,augmented,221,209,-12,0.1449282852393168,0.1942674664317734,0.04933918119245659,0.02131658240570893,0.09251579049949654,0.07119920809378762,0.7265171051931522,0.9001070977310524,0.1735899925379002,1.5650519450934661,1.095393969852375,-0.4696579752410912
test,2,rain_without_aux_original,core_original,rain108_original,227,215,-12,0.15946627086515208,0.1715357613700764,0.012069490504924313,0.012030043707465124,0.02908159142147512,0.017051547714009997,0.7580670655323346,0.909333232772911,0.1512661672405764,2.2702568420760647,2.21401980202349,-0.056237040052574905
test,2,rain_without_aux_augmented,core_augmented,rain108_augmented,227,208,-19,0.14295203867997072,0.20553136901736968,0.06257933033739896,0.04850510102140096,0.11481290752823593,0.06630780650683497,0.6507982263068453,0.8577006903027594,0.20690246399591417,1.6214523590358114,1.188962415788029,-0.43248994324778245
test,2,aux_with_rain_original,rain108_original,observed_control,215,225,10,0.1715357613700764,0.14574519761403643,-0.02579056375603997,0.02908159142147512,-0.014030602356920153,-0.04311219377839527,0.909333232772911,0.7202350736513357,-0.18909815912157535,2.21401980202349,2.4854087637465963,0.27138896172310645
test,2,aux_with_rain_augmented,rain108_augmented,augmented,208,209,1,0.20553136901736968,0.1942674664317734,-0.011263902585596286,0.11481290752823593,0.09251579049949654,-0.02229711702873939,0.8577006903027594,0.9001070977310524,0.042406407428292936,1.188962415788029,1.095393969852375,-0.09356844593565405
test,2,aux_without_rain_original,core_original,levels45_original,227,227,0,0.15946627086515208,0.1473523757899413,-0.012113895075210795,0.012030043707465124,-0.02413951271737941,-0.03616955642484453,0.7580670655323346,0.688361055715407,-0.06970600981692765,2.2702568420760647,2.473475703152424,0.20321886107635923
test,2,aux_without_rain_augmented,core_augmented,levels45_augmented,227,221,-6,0.14295203867997072,0.1449282852393168,0.0019762465593460843,0.04850510102140096,0.02131658240570893,-0.02718851861569203,0.6507982263068453,0.7265171051931522,0.0757188788863069,1.6214523590358114,1.5650519450934661,-0.056400413942345295
test,3,year120,observed_control,augmented,206,211,5,0.2397801871519601,0.23714314480917298,-0.0026370423427871104,-0.04664766333988164,-0.009218212567832158,0.03742945077204948,1.5175037737316026,1.1540626722525555,-0.36344110147904707,3.5268719363183774,3.087788358226053,-0.43908357809232434
test,3,year33,core_original,core_augmented,203,213,10,0.2710736948604397,0.2383146203650854,-0.032759074495354285,-0.0387039773796917,-0.017660942416880022,0.02104303496281168,1.6652994466444735,1.1902364592623833,-0.4750629873820902,3.5808507587310334,3.1081397067465844,-0.47271105198444907
test,3,year45,levels45_original,levels45_augmented,214,211,-3,0.23659969138301973,0.22406379511768656,-0.012535896265333163,-0.05011023128500332,-0.020788773683430434,0.029321457601572884,1.6101225735229747,1.2285002543864594,-0.38162231913651534,3.627105313000751,3.2746153744062383,-0.3524899385945126
test,3,year108,rain108_original,rain108_augmented,197,201,4,0.28384345237338887,0.2702327166463696,-0.013610735727019263,-0.0010566020443738518,0.014655262090369627,0.01571186413474348,1.3987080116122441,1.11942597954656,-0.27928203206568414,3.394013808655968,3.069470958905427,-0.32454284975054115
test,3,rain_with_aux_original,levels45_original,observed_control,214,206,-8,0.23659969138301973,0.2397801871519601,0.0031804957689403612,-0.05011023128500332,-0.04664766333988164,0.003462567945121675,1.6101225735229747,1.5175037737316026,-0.09261879979137211,3.627105313000751,3.5268719363183774,-0.10023337668237353
test,3,rain_with_aux_augmented,levels45_augmented,augmented,211,211,0,0.22406379511768656,0.23714314480917298,0.013079349691486414,-0.020788773683430434,-0.009218212567832158,0.011570561115598276,1.2285002543864594,1.1540626722525555,-0.07443758213390383,3.2746153744062383,3.087788358226053,-0.18682701618018527
test,3,rain_without_aux_original,core_original,rain108_original,203,197,-6,0.2710736948604397,0.28384345237338887,0.012769757512949176,-0.0387039773796917,-0.0010566020443738518,0.037647375335317854,1.6652994466444735,1.3987080116122441,-0.2665914350322294,3.5808507587310334,3.394013808655968,-0.1868369500750653
test,3,rain_without_aux_augmented,core_augmented,rain108_augmented,213,201,-12,0.2383146203650854,0.2702327166463696,0.0319180962812842,-0.017660942416880022,0.014655262090369627,0.032316204507249646,1.1902364592623833,1.11942597954656,-0.07081047971582333,3.1081397067465844,3.069470958905427,-0.03866874784115737
test,3,aux_with_rain_original,rain108_original,observed_control,197,206,9,0.28384345237338887,0.2397801871519601,-0.04406326522142878,-0.0010566020443738518,-0.04664766333988164,-0.045591061295507794,1.3987080116122441,1.5175037737316026,0.1187957621193585,3.394013808655968,3.5268719363183774,0.13285812766240923
test,3,aux_with_rain_augmented,rain108_augmented,augmented,201,211,10,0.2702327166463696,0.23714314480917298,-0.03308957183719663,0.014655262090369627,-0.009218212567832158,-0.023873474658201783,1.11942597954656,1.1540626722525555,0.034636692705995564,3.069470958905427,3.087788358226053,0.018317399320626038
test,3,aux_without_rain_original,core_original,levels45_original,203,214,11,0.2710736948604397,0.23659969138301973,-0.03447400347741997,-0.0387039773796917,-0.05011023128500332,-0.011406253905311615,1.6652994466444735,1.6101225735229747,-0.05517687312149877,3.5808507587310334,3.627105313000751,0.046254554269717474
test,3,aux_without_rain_augmented,core_augmented,levels45_augmented,213,211,-2,0.2383146203650854,0.22406379511768656,-0.014250825247398846,-0.017660942416880022,-0.020788773683430434,-0.0031278312665504113,1.1902364592623833,1.2285002543864594,0.03826379512407607,3.1081397067465844,3.2746153744062383,0.16647566765965394
test,4,year120,observed_control,augmented,189,194,5,0.3477376475215351,0.3130922076784388,-0.03464543984309626,-0.07556707368542755,-0.04402211015683821,0.031544963528589334,1.9960798231165728,1.5470735892915328,-0.44900623382504,4.159274231826119,3.527513551851067,-0.6317606799750521
test,4,year33,core_original,core_augmented,181,186,5,0.3896790872975031,0.35306315191639587,-0.036615935381107245,-0.0687191893820868,-0.05129966843171526,0.017419520950371546,2.469119653901913,2.15014960155941,-0.318970052342503,4.507909739582436,3.8867768806660488,-0.6211328589163871
test,4,year45,levels45_original,levels45_augmented,195,194,-1,0.3539303704086123,0.3428454057911087,-0.011084964617503579,-0.11034420017259312,-0.06438711575082762,0.04595708442176551,2.555726059665496,1.956538079446708,-0.599187980218788,4.43338141622188,4.085075822904711,-0.3483055933171686
test,4,year108,rain108_original,rain108_augmented,181,187,6,0.3999435441196609,0.36779606913868274,-0.03214747498097814,-0.024309819988634077,0.012015824700800893,0.03632564468943497,2.053055601437604,1.5092368174438768,-0.543818783993727,4.223030658488301,3.518864916600876,-0.704165741887425
test,4,rain_with_aux_original,levels45_original,observed_control,195,189,-6,0.3539303704086123,0.3477376475215351,-0.006192722887077229,-0.11034420017259312,-0.07556707368542755,0.03477712648716558,2.555726059665496,1.9960798231165728,-0.5596462365489232,4.43338141622188,4.159274231826119,-0.27410718439576076
test,4,rain_with_aux_augmented,levels45_augmented,augmented,194,194,0,0.3428454057911087,0.3130922076784388,-0.02975319811266991,-0.06438711575082762,-0.04402211015683821,0.020365005593989405,1.956538079446708,1.5470735892915328,-0.40946449015517516,4.085075822904711,3.527513551851067,-0.5575622710536443
test,4,rain_without_aux_original,core_original,rain108_original,181,181,0,0.3896790872975031,0.3999435441196609,0.010264456822157764,-0.0687191893820868,-0.024309819988634077,0.04440936939345273,2.469119653901913,2.053055601437604,-0.41606405246430933,4.507909739582436,4.223030658488301,-0.28487908109413507
test,4,rain_without_aux_augmented,core_augmented,rain108_augmented,186,187,1,0.35306315191639587,0.36779606913868274,0.014732917222286868,-0.05129966843171526,0.012015824700800893,0.06331549313251615,2.15014960155941,1.5092368174438768,-0.6409127841155333,3.8867768806660488,3.518864916600876,-0.3679119640651729
test,4,aux_with_rain_original,rain108_original,observed_control,181,189,8,0.3999435441196609,0.3477376475215351,-0.0522058965981258,-0.024309819988634077,-0.07556707368542755,-0.05125725369679347,2.053055601437604,1.9960798231165728,-0.056975778321030957,4.223030658488301,4.159274231826119,-0.06375642666218173
test,4,aux_with_rain_augmented,rain108_augmented,augmented,187,194,7,0.36779606913868274,0.3130922076784388,-0.05470386146024392,0.012015824700800893,-0.04402211015683821,-0.0560379348576391,1.5092368174438768,1.5470735892915328,0.03783677184765599,3.518864916600876,3.527513551851067,0.008648635250191106
test,4,aux_without_rain_original,core_original,levels45_original,181,195,14,0.3896790872975031,0.3539303704086123,-0.03574871688889081,-0.0687191893820868,-0.11034420017259312,-0.04162501079050632,2.469119653901913,2.555726059665496,0.08660640576358292,4.507909739582436,4.43338141622188,-0.07452832336055604
test,4,aux_without_rain_augmented,core_augmented,levels45_augmented,186,194,8,0.35306315191639587,0.3428454057911087,-0.010217746125287142,-0.05129966843171526,-0.06438711575082762,-0.013087447319112357,2.15014960155941,1.956538079446708,-0.19361152211270216,3.8867768806660488,4.085075822904711,0.1982989422386625
