phase,family,epoch,reported_q_m3_s,observed_h_m,stage_m
validation,original_membership,1759287600.0,549.0,3.56,3.540404936754567
validation,original_membership,1759291200.0,639.7,3.85,3.85701215843205
validation,original_membership,1759294800.0,715.3,4.08,4.108627578654962
validation,original_membership,1759298400.0,776.7,4.26,4.3059514493408715
validation,original_membership,1759302000.0,818.7,4.38,4.437680802118524
validation,original_membership,1759305600.0,858.0,4.49,4.5587408638740605
validation,original_membership,1759309200.0,886.9,4.57,4.646486121758905
validation,original_membership,1759312800.0,908.9,4.63,4.712588987070957
validation,original_membership,1759316400.0,916.3,4.65,4.734692925963144
validation,original_membership,1759320000.0,916.3,4.65,4.734692925963144
validation,original_membership,1759323600.0,905.2,4.62,4.701512578540124
validation,original_membership,1759327200.0,886.9,4.57,4.646486121758905
validation,original_membership,1759330800.0,832.9,4.42,4.481660548168847
validation,original_membership,1759334400.0,759.5,4.21,4.2512636433829885
validation,original_membership,1759338000.0,682.0,3.98,3.999047330119705
validation,original_membership,1759341600.0,620.5,3.79,3.7914240699851987
validation,original_membership,1759345200.0,579.6,3.66,3.6492015759635295
validation,original_membership,1759348800.0,555.0,3.58,3.5619073562616856
validation,original_membership,1759352400.0,552.0,3.57,3.551166730255785
validation,original_membership,1759356000.0,595.2,3.71,3.7038637122832085
validation,original_membership,1759359600.0,742.4,4.16,4.196447185891102
validation,original_membership,1759363200.0,927.4,4.68,4.767727977365257
validation,original_membership,1759366800.0,1076.2,5.07,5.197626274529761
validation,original_membership,1759370400.0,1176.0,5.32,5.473915837653858
validation,original_membership,1759374000.0,1220.9,5.43,5.595429715489318
validation,original_membership,1759377600.0,1225.0,5.44,5.606444273728939
validation,original_membership,1759381200.0,1204.5,5.39,5.551236784368686
validation,original_membership,1759384800.0,1171.9,5.31,5.462736898026558
validation,original_membership,1759388400.0,1143.7,5.24,5.385459860698797
validation,original_membership,1759392000.0,1111.7,5.16,5.296928418892284
validation,original_membership,1759395600.0,1064.4,5.04,5.16435705818308
validation,original_membership,1759399200.0,991.2,4.85,4.954902102729983
validation,original_membership,1759402800.0,916.3,4.65,4.734692925963144
validation,original_membership,1759406400.0,883.3,4.56,4.635613010091447
validation,original_membership,1759410000.0,938.5,4.71,4.800620096766452
validation,original_membership,1759413600.0,1025.6,4.94,5.054008367846117
validation,original_membership,1759417200.0,1072.3,5.06,5.186645205120562
validation,original_membership,1759420800.0,1080.1,5.08,5.208592937391533
validation,original_membership,1759424400.0,1091.9,5.11,5.241687104936811
validation,original_membership,1759428000.0,1095.9,5.12,5.252876024984103
validation,original_membership,1759431600.0,1088.0,5.1,5.2307636022982456
validation,original_membership,1759435200.0,1056.6,5.02,5.142292168346392
validation,original_membership,1759438800.0,1029.5,4.95,5.065167675485827
validation,original_membership,1759442400.0,1006.5,4.89,4.999132708462726
validation,original_membership,1759446000.0,1006.5,4.89,4.999132708462726
validation,original_membership,1759449600.0,1045.0,4.99,5.1093682574944
validation,original_membership,1759453200.0,1123.7,5.19,5.3302345361885966
validation,original_membership,1759456800.0,1184.1,5.34,5.495959649380458
validation,original_membership,1759460400.0,1208.6,5.4,5.562305346025685
validation,original_membership,1759464000.0,1200.4,5.38,5.5401545654194235
validation,original_membership,1759467600.0,1171.9,5.31,5.462736898026558
validation,original_membership,1759471200.0,1139.7,5.23,5.374442963553172
validation,original_membership,1759474800.0,1099.8,5.13,5.263770986339878
validation,original_membership,1759478400.0,1060.5,5.03,5.153331962199189
validation,original_membership,1759482000.0,991.2,4.85,4.954902102729983
validation,original_membership,1759485600.0,897.9,4.6,4.679610898433497
validation,original_membership,1759489200.0,808.1,4.35,4.4046705030338655
validation,original_membership,1759492800.0,756.0,4.2,4.240080594688797
validation,original_membership,1759496400.0,739.0,4.15,4.185493719534587
validation,original_membership,1759500000.0,749.2,4.18,4.218299758072073
validation,original_membership,1759503600.0,752.6,4.19,4.229199088038047
validation,original_membership,1759507200.0,749.2,4.18,4.218299758072073
validation,original_membership,1759510800.0,735.6,4.14,4.174521981542803
validation,original_membership,1759514400.0,718.7,4.09,4.119710849401319
validation,original_membership,1759518000.0,708.6,4.06,4.08673099039005
validation,original_membership,1759521600.0,698.6,4.03,4.0539094627002745
validation,original_membership,1759525200.0,705.3,4.05,4.075918547784343
validation,original_membership,1759528800.0,752.6,4.19,4.229199088038047
validation,original_membership,1759532400.0,847.2,4.46,4.525676351030523
validation,original_membership,1759536000.0,901.6,4.61,4.690719778910954
validation,original_membership,1759539600.0,905.2,4.62,4.701512578540124
validation,original_membership,1759543200.0,883.3,4.56,4.635613010091447
validation,original_membership,1759546800.0,858.0,4.49,4.5587408638740605
validation,original_membership,1759550400.0,843.6,4.45,4.514620966342189
validation,original_membership,1759554000.0,832.9,4.42,4.481660548168847
validation,original_membership,1759557600.0,829.4,4.41,4.470845861308689
validation,original_membership,1759561200.0,822.3,4.39,4.44885657087402
validation,original_membership,1759564800.0,811.7,4.36,4.415899040569311
validation,original_membership,1759568400.0,797.6,4.32,4.371816608106652
validation,original_membership,1759572000.0,783.7,4.28,4.328082254097311
validation,original_membership,1759575600.0,766.3,4.23,4.272937487040715
validation,original_membership,1759579200.0,752.6,4.19,4.229199088038047
validation,original_membership,1759582800.0,739.0,4.15,4.185493719534587
validation,original_membership,1759586400.0,715.3,4.08,4.108627578654962
validation,original_membership,1759590000.0,659.1,3.91,3.9225630272327625
validation,original_membership,1759593600.0,585.9,3.68,3.671340051698056
validation,original_membership,1759597200.0,516.0,3.45,3.420581526799537
validation,original_membership,1759600800.0,469.3,3.29,3.2461486394931947
validation,original_membership,1759604400.0,466.5,3.28,3.2354949750172417
validation,original_membership,1759608000.0,489.5,3.36,3.3223368550156556
validation,original_membership,1759611600.0,530.9,3.5,3.4750172236736914
validation,original_membership,1759615200.0,561.2,3.6,3.5840382392067096
validation,original_membership,1759618800.0,601.5,3.73,3.7257913263805995
validation,original_membership,1759622400.0,698.6,4.03,4.0539094627002745
validation,original_membership,1759626000.0,804.6,4.34,4.393736483014291
validation,original_membership,1759629600.0,868.8,4.52,4.591654941376902
validation,original_membership,1759633200.0,890.6,4.58,4.65764461643073
validation,original_membership,1759636800.0,897.9,4.6,4.679610898433497
validation,original_membership,1759640400.0,897.9,4.6,4.679610898433497
validation,original_membership,1759644000.0,894.2,4.59,4.668485422191194
validation,original_membership,1759647600.0,890.6,4.58,4.65764461643073
validation,original_membership,1759651200.0,879.7,4.55,4.624723832793866
validation,original_membership,1759654800.0,868.8,4.52,4.591654941376902
validation,original_membership,1759658400.0,854.4,4.48,4.547736202336344
validation,original_membership,1759662000.0,825.8,4.4,4.459704921134863
validation,original_membership,1759665600.0,780.2,4.27,4.317025843143846
validation,original_membership,1759669200.0,722.0,4.1,4.13044999125122
validation,original_membership,1759672800.0,659.1,3.91,3.9225630272327625
validation,original_membership,1759676400.0,598.4,3.72,3.715011999802097
validation,original_membership,1759680000.0,552.0,3.57,3.551166730255785
validation,original_membership,1759683600.0,521.9,3.47,3.4422038240114174
validation,original_membership,1759687200.0,504.09999999999997,3.41,3.3766959199105835
validation,original_membership,1759690800.0,504.09999999999997,3.41,3.3766959199105835
validation,original_membership,1759694400.0,513.0,3.44,3.4095528058154283
validation,original_membership,1759698000.0,527.9,3.49,3.4641019769486254
validation,original_membership,1759701600.0,549.0,3.56,3.540404936754567
validation,original_membership,1759705200.0,570.4,3.63,3.6167150995335935
validation,original_membership,1759708800.0,601.5,3.73,3.7257913263805995
validation,original_membership,1759712400.0,685.3,3.99,4.009991846285093
validation,original_membership,1759716000.0,801.1,4.33,4.382785218943172
validation,original_membership,1759719600.0,886.9,4.57,4.646486121758905
validation,original_membership,1759723200.0,927.4,4.68,4.767727977365257
validation,original_membership,1759726800.0,938.5,4.71,4.800620096766452
validation,original_membership,1759730400.0,938.5,4.71,4.800620096766452
validation,original_membership,1759734000.0,923.7,4.67,4.756732290257948
validation,original_membership,1759737600.0,901.6,4.61,4.690719778910954
validation,original_membership,1759741200.0,883.3,4.56,4.635613010091447
validation,original_membership,1759744800.0,861.6,4.5,4.569728811005252
validation,original_membership,1759748400.0,847.2,4.46,4.525676351030523
validation,original_membership,1759752000.0,829.4,4.41,4.470845861308689
validation,original_membership,1759755600.0,818.7,4.38,4.437680802118524
validation,original_membership,1759759200.0,794.1,4.31,4.360830546725285
validation,original_membership,1759762800.0,742.4,4.16,4.196447185891102
validation,original_membership,1759766400.0,675.4,3.96,3.9771005658258023
validation,original_membership,1759770000.0,611.0,3.76,3.758700123310702
validation,original_membership,1759773600.0,555.0,3.58,3.5619073562616856
validation,original_membership,1759777200.0,521.9,3.47,3.4422038240114174
validation,original_membership,1759780800.0,510.0,3.43,3.398500695400551
validation,original_membership,1759784400.0,516.0,3.45,3.420581526799537
validation,original_membership,1759788000.0,589.0,3.69,3.682201913042289
validation,original_membership,1759791600.0,732.2,4.13,4.163531856771232
validation,original_membership,1759795200.0,858.0,4.49,4.5587408638740605
validation,original_membership,1759798800.0,938.5,4.71,4.800620096766452
validation,original_membership,1759802400.0,991.2,4.85,4.954902102729983
validation,original_membership,1759806000.0,1025.6,4.94,5.054008367846117
validation,original_membership,1759809600.0,1048.9,5.0,5.120452207724868
validation,original_membership,1759813200.0,1056.6,5.02,5.142292168346392
validation,original_membership,1759816800.0,1056.6,5.02,5.142292168346392
validation,original_membership,1759820400.0,1052.7,5.01,5.131237602670522
validation,original_membership,1759824000.0,1045.0,4.99,5.1093682574944
validation,original_membership,1759827600.0,1041.1,4.98,5.098269311614936
validation,original_membership,1759831200.0,1045.0,4.99,5.1093682574944
validation,original_membership,1759834800.0,1052.7,5.01,5.131237602670522
validation,original_membership,1759838400.0,1064.4,5.04,5.16435705818308
validation,original_membership,1759842000.0,1084.0,5.09,5.219545264523336
validation,original_membership,1759845600.0,1099.8,5.13,5.263770986339878
validation,original_membership,1759849200.0,1115.7,5.17,5.308044863231393
validation,original_membership,1759852800.0,1107.7,5.15,5.285797475152829
validation,original_membership,1759856400.0,1064.4,5.04,5.16435705818308
validation,original_membership,1759860000.0,1025.6,4.94,5.054008367846117
validation,original_membership,1759863600.0,1002.5999999999999,4.88,4.987881508577059
validation,original_membership,1759867200.0,991.2,4.85,4.954902102729983
validation,original_membership,1759870800.0,998.8,4.87,4.97690354059153
validation,original_membership,1759874400.0,1033.4,4.96,5.076311679076824
validation,original_membership,1759878000.0,1131.6,5.21,5.352090747101022
validation,original_membership,1759881600.0,1266.5,5.54,5.717192037696643
validation,original_membership,1759885200.0,1359.6,5.76,5.96096955119074
validation,original_membership,1759888800.0,1402.8,5.86,6.0720226353712095
validation,original_membership,1759892400.0,1415.8,5.89,6.105197835759614
validation,original_membership,1759896000.0,1402.8,5.86,6.0720226353712095
validation,original_membership,1759899600.0,1381.1,5.81,6.016396322836722
validation,original_membership,1759903200.0,1355.3,5.75,5.949846202871523
validation,original_membership,1759906800.0,1325.5,5.68,5.872404249088199
validation,original_membership,1759910400.0,1295.9,5.61,5.79485508111524
validation,original_membership,1759914000.0,1266.5,5.54,5.717192037696643
validation,original_membership,1759917600.0,1237.4,5.47,5.639675619942313
validation,original_membership,1759921200.0,1216.8,5.42,5.5844017492625495
validation,original_membership,1759924800.0,1192.2,5.36,5.517948900788923
validation,original_membership,1759928400.0,1171.9,5.31,5.462736898026558
validation,original_membership,1759932000.0,1151.7,5.26,5.407451872481028
validation,original_membership,1759935600.0,1131.6,5.21,5.352090747101022
validation,original_membership,1759939200.0,1088.0,5.1,5.2307636022982456
validation,original_membership,1759942800.0,1010.3,4.9,5.010080234762907
validation,original_membership,1759946400.0,934.8,4.7,4.789671795113717
validation,original_membership,1759950000.0,883.3,4.56,4.635613010091447
validation,original_membership,1759953600.0,872.4,4.53,4.602593311960494
validation,original_membership,1759957200.0,876.0,4.54,4.613515342849587
validation,original_membership,1759960800.0,883.3,4.56,4.635613010091447
validation,original_membership,1759964400.0,905.2,4.62,4.701512578540124
validation,original_membership,1759968000.0,972.3,4.8,4.89992127935441
validation,original_membership,1759971600.0,1041.1,4.98,5.098269311614936
validation,original_membership,1759975200.0,1064.4,5.04,5.16435705818308
validation,original_membership,1759978800.0,1045.0,4.99,5.1093682574944
validation,original_membership,1759982400.0,1018.0,4.92,5.032217753883907
validation,original_membership,1759986000.0,987.4,4.84,4.9438784744837
validation,original_membership,1759989600.0,972.3,4.8,4.89992127935441
validation,original_membership,1759993200.0,953.5,4.75,4.844845892227428
validation,original_membership,1759996800.0,934.8,4.7,4.789671795113717
validation,original_membership,1760000400.0,920.0,4.66,4.745720635638941
validation,original_membership,1760004000.0,901.6,4.61,4.690719778910954
validation,original_membership,1760007600.0,883.3,4.56,4.635613010091447
validation,original_membership,1760011200.0,865.2,4.51,4.5807001387955575
validation,original_membership,1760014800.0,847.2,4.46,4.525676351030523
validation,original_membership,1760018400.0,832.9,4.42,4.481660548168847
validation,original_membership,1760022000.0,818.7,4.38,4.437680802118524
validation,original_membership,1760025600.0,790.6,4.3,4.3498269299382315
validation,original_membership,1760029200.0,732.2,4.13,4.163531856771232
validation,original_membership,1760032800.0,652.6,3.89,3.9006789593332454
validation,original_membership,1760036400.0,573.5,3.64,3.627682689528091
validation,original_membership,1760040000.0,513.0,3.44,3.4095528058154283
validation,original_membership,1760043600.0,472.2,3.3,3.257158545278593
validation,original_membership,1760047200.0,446.7,3.21,3.1594852996174168
validation,original_membership,1760050800.0,435.5,3.17,3.115949728546606
validation,original_membership,1760054400.0,480.8,3.33,3.289665519806892
validation,original_membership,1760058000.0,633.2,3.83,3.8348887447311713
validation,original_membership,1760061600.0,780.2,4.27,4.317025843143846
validation,original_membership,1760065200.0,850.8,4.47,4.536714730379508
validation,original_membership,1760068800.0,865.2,4.51,4.5807001387955575
validation,original_membership,1760072400.0,850.8,4.47,4.536714730379508
validation,original_membership,1760076000.0,829.4,4.41,4.470845861308689
validation,original_membership,1760079600.0,804.6,4.34,4.393736483014291
validation,original_membership,1760083200.0,783.7,4.28,4.328082254097311
validation,original_membership,1760086800.0,762.9,4.22,4.262109313365988
validation,original_membership,1760090400.0,745.8,4.17,4.2073824945121885
validation,original_membership,1760094000.0,728.8,4.12,4.152523228811228
validation,original_membership,1760097600.0,708.6,4.06,4.08673099039005
validation,original_membership,1760101200.0,691.9,4.01,4.03182377593027
validation,original_membership,1760104800.0,662.3,3.92,3.933307988013718
validation,original_membership,1760108400.0,601.5,3.73,3.7257913263805995
validation,original_membership,1760112000.0,527.9,3.49,3.4641019769486254
validation,original_membership,1760115600.0,458.0,3.25,3.2030106407954775
validation,original_membership,1760119200.0,424.4,3.13,3.072400800432584
validation,original_membership,1760122800.0,402.6,3.05,2.9856511907255565
validation,original_membership,1760126400.0,405.3,3.06,2.996486133234878
validation,original_membership,1760130000.0,405.3,3.06,2.996486133234878
validation,original_membership,1760133600.0,396.6,3.03,2.961478826206575
validation,original_membership,1760137200.0,384.9,2.98,2.9139580727986205
validation,original_membership,1760140800.0,387.2,2.99,2.9233406352813387
validation,original_membership,1760144400.0,449.5,3.22,3.1703071546425314
validation,original_membership,1760148000.0,579.6,3.66,3.6492015759635295
validation,original_membership,1760151600.0,672.2,3.95,3.966431757980982
validation,original_membership,1760155200.0,708.6,4.06,4.08673099039005
validation,original_membership,1760158800.0,711.9,4.07,4.097525206644406
validation,original_membership,1760162400.0,701.9,4.04,4.06475926936388
validation,original_membership,1760166000.0,685.3,3.99,4.009991846285093
validation,original_membership,1760169600.0,668.9,3.94,3.95541026140314
validation,original_membership,1760173200.0,649.3,3.88,3.8895383780865327
validation,original_membership,1760176800.0,636.5,3.84,3.846130860437944
validation,original_membership,1760180400.0,620.5,3.79,3.7914240699851987
validation,original_membership,1760184000.0,604.6,3.74,3.7365505461952773
validation,original_membership,1760187600.0,589.0,3.69,3.682201913042289
validation,original_membership,1760191200.0,573.5,3.64,3.627682689528091
validation,original_membership,1760194800.0,530.9,3.5,3.4750172236736914
validation,original_membership,1760198400.0,469.3,3.29,3.2461486394931947
validation,original_membership,1760202000.0,399.9,3.04,2.974789892446952
validation,original_membership,1760205600.0,348.2,2.82,2.7613759311259227
validation,original_membership,1760209200.0,317.3,2.68,2.628329186636998
validation,original_membership,1760212800.0,310.9,2.65,2.600195464385203
validation,original_membership,1760216400.0,328.3,2.73,2.676208517303502
validation,original_membership,1760220000.0,350.5,2.83,2.7711042467445535
validation,original_membership,1760223600.0,357.3,2.86,2.7997319014900897
validation,original_membership,1760227200.0,348.2,2.82,2.7613759311259227
validation,original_membership,1760230800.0,343.8,2.8,2.7427001186013658
validation,original_membership,1760234400.0,375.6,2.94,2.8758108205940065
validation,original_membership,1760238000.0,441.1,3.19,3.137767572349398
validation,original_membership,1760241600.0,495.4,3.38,3.3443736462250024
validation,original_membership,1760245200.0,521.9,3.47,3.4422038240114174
validation,original_membership,1760248800.0,530.9,3.5,3.4750172236736914
validation,original_membership,1760252400.0,536.9,3.52,3.496780922611447
validation,original_membership,1760256000.0,539.9,3.53,3.5076297139578543
validation,original_membership,1760259600.0,539.9,3.53,3.5076297139578543
validation,original_membership,1760263200.0,539.9,3.53,3.5076297139578543
validation,original_membership,1760266800.0,536.9,3.52,3.496780922611447
validation,original_membership,1760270400.0,530.9,3.5,3.4750172236736914
validation,original_membership,1760274000.0,524.9,3.48,3.453164235502566
validation,original_membership,1760277600.0,510.0,3.43,3.398500695400551
validation,original_membership,1760281200.0,480.8,3.33,3.289665519806892
validation,original_membership,1760284800.0,424.4,3.13,3.072400800432584
validation,original_membership,1760288400.0,366.4,2.9,2.8377355641215267
validation,original_membership,1760292000.0,313.0,2.66,2.609449769911973
validation,original_membership,1760295600.0,271.0,2.46,2.4197982493316057
validation,original_membership,1760299200.0,239.0,2.3,2.2680479874776367
validation,original_membership,1760302800.0,219.8,2.2,2.173457509839514
validation,original_membership,1760306400.0,212.3,2.16,2.135701271785037
validation,original_membership,1760310000.0,221.7,2.21,2.1829479215664502
validation,original_membership,1760313600.0,239.0,2.3,2.2680479874776367
validation,original_membership,1760317200.0,260.9,2.41,2.3726399660200572
validation,original_membership,1760320800.0,313.0,2.66,2.609449769911973
validation,original_membership,1760324400.0,427.2,3.14,3.0834246411098807
validation,original_membership,1760328000.0,527.9,3.49,3.4641019769486254
validation,original_membership,1760331600.0,570.4,3.63,3.6167150995335935
validation,original_membership,1760335200.0,579.6,3.66,3.6492015759635295
validation,original_membership,1760338800.0,573.5,3.64,3.627682689528091
validation,original_membership,1760342400.0,561.2,3.6,3.5840382392067096
validation,original_membership,1760346000.0,549.0,3.56,3.540404936754567
validation,original_membership,1760349600.0,533.9,3.51,3.4859101486638786
validation,original_membership,1760353200.0,524.9,3.48,3.453164235502566
validation,original_membership,1760356800.0,513.0,3.44,3.4095528058154283
validation,original_membership,1760360400.0,504.09999999999997,3.41,3.3766959199105835
validation,original_membership,1760364000.0,492.4,3.37,3.333180451070931
validation,original_membership,1760367600.0,483.7,3.34,3.3005795800812
validation,original_membership,1760371200.0,475.1,3.31,3.2681439827871746
validation,original_membership,1760374800.0,469.3,3.29,3.2461486394931947
validation,original_membership,1760378400.0,460.8,3.26,3.213735297728821
validation,original_membership,1760382000.0,458.0,3.25,3.2030106407954775
validation,original_membership,1760385600.0,458.0,3.25,3.2030106407954775
validation,original_membership,1760389200.0,460.8,3.26,3.213735297728821
validation,original_membership,1760392800.0,466.5,3.28,3.2354949750172417
validation,original_membership,1760396400.0,478.0,3.32,3.279105155256322
validation,original_membership,1760400000.0,478.0,3.32,3.279105155256322
validation,original_membership,1760403600.0,466.5,3.28,3.2354949750172417
validation,original_membership,1760407200.0,435.5,3.17,3.115949728546606
validation,original_membership,1760410800.0,394.2,3.02,2.9517728367937504
validation,original_membership,1760414400.0,359.5,2.87,2.8089514290324105
validation,original_membership,1760418000.0,332.7,2.75,2.695197006716542
validation,original_membership,1760421600.0,317.3,2.68,2.628329186636998
validation,original_membership,1760425200.0,323.9,2.71,2.657127607051565
validation,original_membership,1760428800.0,352.7,2.84,2.780387974980799
validation,original_membership,1760432400.0,387.2,2.99,2.9233406352813387
validation,original_membership,1760436000.0,418.9,3.11,3.050669804184265
validation,original_membership,1760439600.0,441.1,3.19,3.137767572349398
validation,original_membership,1760443200.0,455.1,3.24,3.19187789020243
validation,original_membership,1760446800.0,466.5,3.28,3.2354949750172417
validation,original_membership,1760450400.0,472.2,3.3,3.257158545278593
validation,original_membership,1760454000.0,475.1,3.31,3.2681439827871746
validation,original_membership,1760457600.0,475.1,3.31,3.2681439827871746
validation,original_membership,1760461200.0,460.8,3.26,3.213735297728821
validation,original_membership,1760464800.0,418.9,3.11,3.050669804184265
validation,original_membership,1760468400.0,366.4,2.9,2.8377355641215267
validation,original_membership,1760472000.0,313.0,2.66,2.609449769911973
validation,original_membership,1760475600.0,269.0,2.45,2.41051122919427
validation,original_membership,1760479200.0,229.4,2.25,2.2211113685004125
validation,original_membership,1760482800.0,199.4,2.09,2.0696090578592385
validation,original_membership,1760486400.0,172.8,1.94,1.928205999728669
validation,original_membership,1760490000.0,154.2,1.83,1.824598127973279
validation,original_membership,1760493600.0,139.6,1.74,1.7400606759708581
validation,original_membership,1760497200.0,146.0,1.78,1.777494093034441
validation,original_membership,1760500800.0,241.0,2.31,2.2777398520526266
validation,original_membership,1760504400.0,352.7,2.84,2.780387974980799
validation,original_membership,1760508000.0,413.5,3.09,3.0292331252035076
validation,original_membership,1760511600.0,438.3,3.18,3.1268712736423394
validation,original_membership,1760515200.0,452.3,3.23,3.181104616342076
validation,original_membership,1760518800.0,460.8,3.26,3.213735297728821
validation,original_membership,1760522400.0,466.5,3.28,3.2354949750172417
validation,original_membership,1760526000.0,469.3,3.29,3.2461486394931947
validation,original_membership,1760529600.0,472.2,3.3,3.257158545278593
validation,original_membership,1760533200.0,472.2,3.3,3.257158545278593
validation,original_membership,1760536800.0,472.2,3.3,3.257158545278593
validation,original_membership,1760540400.0,472.2,3.3,3.257158545278593
validation,original_membership,1760544000.0,458.0,3.25,3.2030106407954775
validation,original_membership,1760547600.0,421.7,3.12,3.061745687930955
validation,original_membership,1760551200.0,366.4,2.9,2.8377355641215267
validation,original_membership,1760554800.0,313.0,2.66,2.609449769911973
validation,original_membership,1760558400.0,266.9,2.44,2.400732895670233
validation,original_membership,1760562000.0,225.5,2.23,2.2018408270547796
validation,original_membership,1760565600.0,192.2,2.05,2.032047371223541
validation,original_membership,1760569200.0,165.9,1.9,1.8902660155825688
validation,original_membership,1760572800.0,146.0,1.78,1.777494093034441
validation,original_membership,1760576400.0,131.7,1.69,1.6929845707145217
validation,original_membership,1760580000.0,120.9,1.62,1.6269352375633162
validation,original_membership,1760583600.0,133.3,1.7,1.7025998289914335
validation,original_membership,1760587200.0,225.5,2.23,2.2018408270547796
validation,original_membership,1760590800.0,332.7,2.75,2.695197006716542
validation,original_membership,1760594400.0,389.5,3.0,2.9327030290899585
validation,original_membership,1760598000.0,418.9,3.11,3.050669804184265
validation,original_membership,1760601600.0,430.0,3.15,3.0944223375806144
validation,original_membership,1760605200.0,435.5,3.17,3.115949728546606
validation,original_membership,1760608800.0,441.1,3.19,3.137767572349398
validation,original_membership,1760612400.0,441.1,3.19,3.137767572349398
validation,original_membership,1760616000.0,432.7,3.16,3.105002715679897
validation,original_membership,1760619600.0,418.9,3.11,3.050669804184265
validation,original_membership,1760623200.0,402.6,3.05,2.9856511907255565
validation,original_membership,1760626800.0,389.5,3.0,2.9327030290899585
validation,original_membership,1760630400.0,380.2,2.96,2.894721601574108
validation,original_membership,1760634000.0,375.6,2.94,2.8758108205940065
validation,original_membership,1760637600.0,373.3,2.93,2.8663239842446706
validation,original_membership,1760641200.0,371.0,2.92,2.856815949311643
validation,original_membership,1760644800.0,364.1,2.89,2.8281628474115075
validation,original_membership,1760648400.0,346.0,2.81,2.7520487795298654
validation,original_membership,1760652000.0,319.5,2.69,2.6379525613354593
validation,original_membership,1760655600.0,291.7,2.56,2.514506137247895
validation,original_membership,1760659200.0,266.9,2.44,2.400732895670233
validation,original_membership,1760662800.0,248.9,2.35,2.3157413904849884
validation,original_membership,1760666400.0,237.1,2.29,2.2588134654878056
validation,original_membership,1760670000.0,231.3,2.26,2.230456547100495
validation,original_membership,1760673600.0,227.5,2.24,2.2117381075827245
validation,original_membership,1760677200.0,229.4,2.25,2.2211113685004125
validation,original_membership,1760680800.0,233.2,2.27,2.2397739571711632
validation,original_membership,1760684400.0,239.0,2.3,2.2680479874776367
validation,original_membership,1760688000.0,246.9,2.34,2.3061625724407704
validation,original_membership,1760691600.0,254.80000000000004,2.38,2.3438378209615993
validation,original_membership,1760695200.0,264.9,2.43,2.3913942517829367
validation,original_membership,1760698800.0,277.2,2.49,2.4484315247754305
validation,original_membership,1760702400.0,291.7,2.56,2.514506137247895
validation,original_membership,1760706000.0,300.2,2.6,2.5526859887633204
validation,original_membership,1760709600.0,308.7,2.64,2.590476156073776
validation,original_membership,1760713200.0,308.7,2.64,2.590476156073776
validation,original_membership,1760716800.0,302.3,2.61,2.562058048907082
validation,original_membership,1760720400.0,281.3,2.51,2.4672390625511356
validation,original_membership,1760724000.0,254.80000000000004,2.38,2.3438378209615993
validation,original_membership,1760727600.0,227.5,2.24,2.2117381075827245
validation,original_membership,1760731200.0,199.4,2.09,2.0696090578592385
validation,original_membership,1760734800.0,178.0,1.97,1.9564367159843645
validation,original_membership,1760738400.0,160.9,1.87,1.862415148170188
validation,original_membership,1760742000.0,146.0,1.78,1.777494093034441
validation,original_membership,1760745600.0,138.0,1.73,1.7306058697149957
validation,original_membership,1760749200.0,139.6,1.74,1.7400606759708581
validation,original_membership,1760752800.0,183.3,2.0,1.9849045366448832
validation,original_membership,1760756400.0,293.8,2.57,2.52397587852717
validation,original_membership,1760760000.0,387.2,2.99,2.9233406352813387
validation,original_membership,1760763600.0,443.9,3.2,3.148638842734176
validation,original_membership,1760767200.0,472.2,3.3,3.257158545278593
validation,original_membership,1760770800.0,483.7,3.34,3.3005795800812
validation,original_membership,1760774400.0,478.0,3.32,3.279105155256322
validation,original_membership,1760778000.0,458.0,3.25,3.2030106407954775
validation,original_membership,1760781600.0,421.7,3.12,3.061745687930955
validation,original_membership,1760785200.0,377.9,2.95,2.8852766350020023
validation,original_membership,1760788800.0,337.1,2.77,2.714094736472562
validation,original_membership,1760792400.0,306.6,2.63,2.5811751996461263
validation,original_membership,1760796000.0,289.6,2.55,2.5050116662349815
validation,original_membership,1760799600.0,279.2,2.5,2.45761843147294
validation,original_membership,1760803200.0,269.0,2.45,2.41051122919427
validation,original_membership,1760806800.0,254.80000000000004,2.38,2.3438378209615993
validation,original_membership,1760810400.0,233.2,2.27,2.2397739571711632
validation,original_membership,1760814000.0,210.5,2.15,2.1265682814570517
validation,original_membership,1760817600.0,188.6,2.03,2.0130756735545323
validation,original_membership,1760821200.0,171.1,1.93,1.9189102180566369
validation,original_membership,1760824800.0,154.2,1.83,1.824598127973279
validation,original_membership,1760828400.0,141.2,1.75,1.7494763058120246
validation,original_membership,1760832000.0,130.1,1.68,1.6833269001768632
validation,original_membership,1760835600.0,119.4,1.61,1.6175956915800478
validation,original_membership,1760839200.0,112.0,1.56,1.5708825508170334
validation,original_membership,1760842800.0,106.2,1.52,1.5334831241514073
validation,original_membership,1760846400.0,104.8,1.51,1.524345772068049
validation,original_membership,1760850000.0,127.0,1.66,1.6644917924804188
validation,original_membership,1760853600.0,201.3,2.1,2.0794387680005113
validation,original_membership,1760857200.0,300.2,2.6,2.5526859887633204
validation,original_membership,1760860800.0,355.0,2.85,2.7900712887379795
validation,original_membership,1760864400.0,368.7,2.91,2.8472865365627342
validation,original_membership,1760868000.0,359.5,2.87,2.8089514290324105
validation,original_membership,1760871600.0,348.2,2.82,2.7613759311259227
validation,original_membership,1760875200.0,343.8,2.8,2.7427001186013658
