phase,family,epoch,reported_q_m3_s,observed_h_m,stage_m
validation,all_paired_hq,1761706800.0,96.3,1.45,1.4675819234122907
validation,all_paired_hq,1761710400.0,97.7,1.46,1.4768994123218104
validation,all_paired_hq,1761714000.0,110.5,1.55,1.559965374435426
validation,all_paired_hq,1761717600.0,152.6,1.82,1.8114649786078416
validation,all_paired_hq,1761721200.0,208.6,2.14,2.1097511711410197
validation,all_paired_hq,1761724800.0,248.9,2.35,2.3065657241960826
validation,all_paired_hq,1761728400.0,271.0,2.46,2.40957054967999
validation,all_paired_hq,1761732000.0,281.3,2.51,2.456533894811399
validation,all_paired_hq,1761735600.0,283.4,2.52,2.46603213755999
validation,all_paired_hq,1761739200.0,283.4,2.52,2.46603213755999
validation,all_paired_hq,1761742800.0,281.3,2.51,2.456533894811399
validation,all_paired_hq,1761746400.0,277.2,2.49,2.4379154867733552
validation,all_paired_hq,1761750000.0,271.0,2.46,2.40957054967999
validation,all_paired_hq,1761753600.0,269.0,2.45,2.4003771550424724
validation,all_paired_hq,1761757200.0,269.0,2.45,2.4003771550424724
validation,all_paired_hq,1761760800.0,273.0,2.47,2.418739449175789
validation,all_paired_hq,1761764400.0,273.0,2.47,2.418739449175789
validation,all_paired_hq,1761768000.0,273.0,2.47,2.418739449175789
validation,all_paired_hq,1761771600.0,266.9,2.44,2.3906974560346126
validation,all_paired_hq,1761775200.0,252.8,2.37,2.324976082288244
validation,all_paired_hq,1761778800.0,233.2,2.27,2.2313706255299888
validation,all_paired_hq,1761782400.0,216.1,2.18,2.147354581568305
validation,all_paired_hq,1761786000.0,199.4,2.09,2.0629497508654304
validation,all_paired_hq,1761789600.0,192.2,2.05,2.025775794019059
validation,all_paired_hq,1761793200.0,199.4,2.09,2.0629497508654304
validation,all_paired_hq,1761796800.0,241.0,2.31,2.268950070095986
validation,all_paired_hq,1761800400.0,308.7,2.64,2.578536726738975
validation,all_paired_hq,1761804000.0,382.5,2.97,2.889101589109767
validation,all_paired_hq,1761807600.0,458.0,3.25,3.1850520972694922
validation,all_paired_hq,1761811200.0,507.1,3.42,3.3680535947509
validation,all_paired_hq,1761814800.0,533.9,3.51,3.4652283501820103
validation,all_paired_hq,1761818400.0,542.9,3.54,3.497463637420342
validation,all_paired_hq,1761822000.0,545.9,3.55,3.5081657153663106
validation,all_paired_hq,1761825600.0,549.0,3.56,3.5192022167317876
validation,all_paired_hq,1761829200.0,558.1,3.59,3.5514703262335243
validation,all_paired_hq,1761832800.0,555.0,3.58,3.540499404583083
validation,all_paired_hq,1761836400.0,530.9,3.5,3.45443968923858
validation,all_paired_hq,1761840000.0,478.0,3.32,3.2604108839213217
validation,all_paired_hq,1761843600.0,416.2,3.1,3.0235903734546348
validation,all_paired_hq,1761847200.0,373.3,2.93,2.8516514347873536
validation,all_paired_hq,1761850800.0,317.3,2.68,2.616012344766634
validation,all_paired_hq,1761854400.0,287.5,2.54,2.484503324698144
validation,all_paired_hq,1761858000.0,277.2,2.49,2.4379154867733552
validation,all_paired_hq,1761861600.0,306.6,2.63,2.5693286252052814
validation,all_paired_hq,1761865200.0,387.2,2.99,2.9081079294061234
validation,all_paired_hq,1761868800.0,469.3,3.29,3.2277727121627677
validation,all_paired_hq,1761872400.0,516.0,3.45,3.400525730835903
validation,all_paired_hq,1761876000.0,533.9,3.51,3.4652283501820103
validation,all_paired_hq,1761879600.0,539.9,3.53,3.486740158975295
validation,all_paired_hq,1761883200.0,542.9,3.54,3.497463637420342
validation,all_paired_hq,1761886800.0,542.9,3.54,3.497463637420342
validation,all_paired_hq,1761890400.0,545.9,3.55,3.5081657153663106
validation,all_paired_hq,1761894000.0,549.0,3.56,3.5192022167317876
validation,all_paired_hq,1761897600.0,549.0,3.56,3.5192022167317876
validation,all_paired_hq,1761901200.0,558.1,3.59,3.5514703262335243
validation,all_paired_hq,1761904800.0,567.3,3.62,3.583900253321414
validation,all_paired_hq,1761908400.0,576.5,3.65,3.6161406019862965
validation,all_paired_hq,1761912000.0,585.9,3.68,3.648890295005258
validation,all_paired_hq,1761915600.0,585.9,3.68,3.648890295005258
validation,all_paired_hq,1761919200.0,573.5,3.64,3.6056480201530605
validation,all_paired_hq,1761922800.0,545.9,3.55,3.5081657153663106
validation,all_paired_hq,1761926400.0,492.4,3.37,3.313964814946775
validation,all_paired_hq,1761930000.0,424.4,3.13,3.055710881474311
validation,all_paired_hq,1761933600.0,361.8,2.88,2.8043660399251817
validation,all_paired_hq,1761937200.0,313.0,2.66,2.597321067148488
validation,all_paired_hq,1761940800.0,275.1,2.48,2.4283406976807944
validation,all_paired_hq,1761944400.0,246.9,2.34,2.2970840871404192
validation,all_paired_hq,1761948000.0,227.5,2.24,2.2036207563260413
validation,all_paired_hq,1761951600.0,214.2,2.17,2.1378736173904374
validation,all_paired_hq,1761955200.0,210.5,2.15,2.1193229607060866
validation,all_paired_hq,1761958800.0,231.3,2.26,2.222148200235662
validation,all_paired_hq,1761962400.0,339.3,2.78,2.710247621218386
validation,all_paired_hq,1761966000.0,504.09999999999997,3.41,3.357061598927758
validation,all_paired_hq,1761969600.0,607.8,3.75,3.724462397109581
validation,all_paired_hq,1761973200.0,659.1,3.91,3.8977379367875136
validation,all_paired_hq,1761976800.0,672.2,3.95,3.9411941245306252
validation,all_paired_hq,1761980400.0,672.2,3.95,3.9411941245306252
validation,all_paired_hq,1761984000.0,652.6,3.89,3.8760599107691354
validation,all_paired_hq,1761987600.0,623.7,3.8,3.7787141682850316
validation,all_paired_hq,1761991200.0,567.3,3.62,3.583900253321414
validation,all_paired_hq,1761994800.0,492.4,3.37,3.313964814946775
validation,all_paired_hq,1761998400.0,416.2,3.1,3.0235903734546348
validation,all_paired_hq,1762002000.0,355.0,2.85,2.776150359852539
validation,all_paired_hq,1762005600.0,310.9,2.65,2.588159054387189
validation,all_paired_hq,1762009200.0,279.2,2.5,2.4470099834929995
validation,all_paired_hq,1762012800.0,256.8,2.39,2.343752153143107
validation,all_paired_hq,1762016400.0,241.0,2.31,2.268950070095986
validation,all_paired_hq,1762020000.0,229.4,2.25,2.2128983470893657
validation,all_paired_hq,1762023600.0,221.7,2.21,2.1751247914345995
validation,all_paired_hq,1762027200.0,221.7,2.21,2.1751247914345995
validation,all_paired_hq,1762030800.0,239.0,2.3,2.2593567689238307
validation,all_paired_hq,1762034400.0,266.9,2.44,2.3906974560346126
validation,all_paired_hq,1762038000.0,302.3,2.61,2.550402478223895
validation,all_paired_hq,1762041600.0,350.5,2.83,2.7573707257842357
validation,all_paired_hq,1762045200.0,458.0,3.25,3.1850520972694922
validation,all_paired_hq,1762048800.0,576.5,3.65,3.6161406019862965
validation,all_paired_hq,1762056000.0,642.9,3.86,3.8435638791558784
validation,all_paired_hq,1762059600.0,665.6,3.93,3.9193388131399858
validation,all_paired_hq,1762063200.0,652.6,3.89,3.8760599107691354
validation,all_paired_hq,1762066800.0,633.2,3.83,3.8108901092508627
validation,all_paired_hq,1762070400.0,607.8,3.75,3.724462397109581
validation,all_paired_hq,1762074000.0,585.9,3.68,3.648890295005258
validation,all_paired_hq,1762077600.0,564.2,3.61,3.572994164460895
validation,all_paired_hq,1762081200.0,545.9,3.55,3.5081657153663106
validation,all_paired_hq,1762084800.0,530.9,3.5,3.45443968923858
validation,all_paired_hq,1762088400.0,516.0,3.45,3.400525730835903
validation,all_paired_hq,1762092000.0,492.4,3.37,3.313964814946775
validation,all_paired_hq,1762095600.0,446.7,3.21,3.1419486938765746
validation,all_paired_hq,1762099200.0,384.9,2.98,2.8988174380424647
validation,all_paired_hq,1762102800.0,330.5,2.74,2.672826683377331
validation,all_paired_hq,1762106400.0,281.3,2.51,2.456533894811399
validation,all_paired_hq,1762110000.0,239.0,2.3,2.2593567689238307
validation,all_paired_hq,1762113600.0,206.8,2.13,2.1006540451140996
validation,all_paired_hq,1762117200.0,181.5,1.99,1.969586582829994
validation,all_paired_hq,1762120800.0,162.6,1.88,1.8673125883699122
validation,all_paired_hq,1762124400.0,149.3,1.8,1.7927471500946746
validation,all_paired_hq,1762128000.0,139.6,1.74,1.7368409966755467
validation,all_paired_hq,1762131600.0,133.3,1.7,1.699776987483238
validation,all_paired_hq,1762135200.0,142.8,1.76,1.755435088928206
validation,all_paired_hq,1762138800.0,233.2,2.27,2.2313706255299888
validation,all_paired_hq,1762142400.0,350.5,2.83,2.7573707257842357
validation,all_paired_hq,1762146000.0,410.8,3.08,3.0023128381635624
validation,all_paired_hq,1762149600.0,438.3,3.18,3.1096513691308014
validation,all_paired_hq,1762153200.0,446.7,3.21,3.1419486938765746
validation,all_paired_hq,1762156800.0,452.3,3.23,3.1633583293673277
validation,all_paired_hq,1762160400.0,452.3,3.23,3.1633583293673277
validation,all_paired_hq,1762164000.0,449.5,3.22,3.152665564719187
validation,all_paired_hq,1762167600.0,452.3,3.23,3.1633583293673277
validation,all_paired_hq,1762171200.0,449.5,3.22,3.152665564719187
validation,all_paired_hq,1762174800.0,449.5,3.22,3.152665564719187
validation,all_paired_hq,1762178400.0,446.7,3.21,3.1419486938765746
validation,all_paired_hq,1762182000.0,446.7,3.21,3.1419486938765746
validation,all_paired_hq,1762185600.0,443.9,3.2,3.131207510876706
validation,all_paired_hq,1762189200.0,441.1,3.19,3.1204418066852684
validation,all_paired_hq,1762192800.0,430.0,3.15,3.077517995203999
validation,all_paired_hq,1762196400.0,371.0,2.92,2.8422369639231673
validation,all_paired_hq,1762200000.0,341.5,2.79,2.7195478031572593
validation,all_paired_hq,1762203600.0,317.3,2.68,2.616012344766634
validation,all_paired_hq,1762207200.0,298.1,2.59,2.5318222894824323
validation,all_paired_hq,1762210800.0,285.5,2.53,2.4755049703621164
validation,all_paired_hq,1762214400.0,279.2,2.5,2.4470099834929995
validation,all_paired_hq,1762218000.0,273.0,2.47,2.418739449175789
validation,all_paired_hq,1762221600.0,271.0,2.46,2.40957054967999
validation,all_paired_hq,1762225200.0,269.0,2.45,2.4003771550424724
validation,all_paired_hq,1762228800.0,264.9,2.43,2.381453065307366
validation,all_paired_hq,1762232400.0,258.8,2.4,2.3531005112122703
validation,all_paired_hq,1762236000.0,252.8,2.37,2.324976082288244
validation,all_paired_hq,1762239600.0,248.9,2.35,2.3065657241960826
validation,all_paired_hq,1762243200.0,260.9,2.41,2.362888222839101
validation,all_paired_hq,1762246800.0,298.1,2.59,2.5318222894824323
validation,all_paired_hq,1762250400.0,341.5,2.79,2.7195478031572593
validation,all_paired_hq,1762254000.0,373.3,2.93,2.8516514347873536
validation,all_paired_hq,1762257600.0,387.2,2.99,2.9081079294061234
validation,all_paired_hq,1762261200.0,389.5,3.0,2.917378491752761
validation,all_paired_hq,1762264800.0,384.9,2.98,2.8988174380424647
validation,all_paired_hq,1762268400.0,375.6,2.94,2.8610449595434457
validation,all_paired_hq,1762272000.0,357.3,2.86,2.785715588461111
validation,all_paired_hq,1762275600.0,323.9,2.71,2.6445241503754784
validation,all_paired_hq,1762279200.0,285.5,2.53,2.4755049703621164
validation,all_paired_hq,1762282800.0,246.9,2.34,2.2970840871404192
validation,all_paired_hq,1762286400.0,214.2,2.17,2.1378736173904374
validation,all_paired_hq,1762290000.0,185.1,2.01,1.9886217839633475
validation,all_paired_hq,1762293600.0,162.6,1.88,1.8673125883699122
validation,all_paired_hq,1762297200.0,146.0,1.78,1.7738791437954151
validation,all_paired_hq,1762300800.0,134.8,1.71,1.7086581797306628
validation,all_paired_hq,1762304400.0,128.6,1.67,1.6717122084959204
validation,all_paired_hq,1762308000.0,138.0,1.73,1.7274862268762972
validation,all_paired_hq,1762311600.0,164.3,1.89,1.8766816565074427
validation,all_paired_hq,1762315200.0,197.6,2.08,2.0537024007508364
validation,all_paired_hq,1762318800.0,235.2,2.28,2.241049144325636
validation,all_paired_hq,1762322400.0,293.8,2.57,2.5127014037942303
validation,all_paired_hq,1762326000.0,352.7,2.84,2.766562701462991
validation,all_paired_hq,1762329600.0,384.9,2.98,2.8988174380424647
validation,all_paired_hq,1762333200.0,382.5,2.97,2.889101589109767
validation,all_paired_hq,1762336800.0,355.0,2.85,2.776150359852539
validation,all_paired_hq,1762340400.0,319.5,2.69,2.6255398937872783
validation,all_paired_hq,1762344000.0,285.5,2.53,2.4755049703621164
validation,all_paired_hq,1762347600.0,258.8,2.4,2.3531005112122703
validation,all_paired_hq,1762351200.0,243.0,2.32,2.2785146334676
validation,all_paired_hq,1762354800.0,235.2,2.28,2.241049144325636
validation,all_paired_hq,1762358400.0,227.5,2.24,2.2036207563260413
validation,all_paired_hq,1762362000.0,214.2,2.17,2.1378736173904374
validation,all_paired_hq,1762365600.0,195.8,2.07,2.04442454759366
validation,all_paired_hq,1762369200.0,176.3,1.96,1.9418484591608405
validation,all_paired_hq,1762372800.0,159.2,1.86,1.8484675033203766
validation,all_paired_hq,1762376400.0,144.4,1.77,1.764675586792673
validation,all_paired_hq,1762380000.0,131.7,1.69,1.690263798297787
validation,all_paired_hq,1762383600.0,120.9,1.62,1.6249179995547485
validation,all_paired_hq,1762387200.0,113.5,1.57,1.578920287901571
validation,all_paired_hq,1762390800.0,106.2,1.52,1.5324688106854498
validation,all_paired_hq,1762394400.0,100.5,1.48,1.4953908814550283
validation,all_paired_hq,1762398000.0,101.9,1.49,1.5045666787971557
validation,all_paired_hq,1762401600.0,122.5,1.63,1.6347281386582693
validation,all_paired_hq,1762405200.0,162.6,1.88,1.8673125883699122
validation,all_paired_hq,1762408800.0,197.6,2.08,2.0537024007508364
validation,all_paired_hq,1762412400.0,218.0,2.19,2.1568054582647362
validation,all_paired_hq,1762416000.0,225.5,2.23,2.1938245581282945
validation,all_paired_hq,1762419600.0,229.4,2.25,2.2128983470893657
validation,all_paired_hq,1762423200.0,231.3,2.26,2.222148200235662
validation,all_paired_hq,1762426800.0,229.4,2.25,2.2128983470893657
validation,all_paired_hq,1762430400.0,229.4,2.25,2.2128983470893657
validation,all_paired_hq,1762434000.0,233.2,2.27,2.2313706255299888
validation,all_paired_hq,1762437600.0,237.1,2.29,2.250216215819467
validation,all_paired_hq,1762441200.0,243.0,2.32,2.2785146334676
validation,all_paired_hq,1762444800.0,246.9,2.34,2.2970840871404192
validation,all_paired_hq,1762448400.0,244.9,2.33,2.2875746432341737
validation,all_paired_hq,1762452000.0,235.2,2.28,2.241049144325636
validation,all_paired_hq,1762455600.0,216.1,2.18,2.147354581568305
validation,all_paired_hq,1762459200.0,192.2,2.05,2.025775794019059
validation,all_paired_hq,1762462800.0,167.7,1.91,1.8953153389058943
validation,all_paired_hq,1762466400.0,146.0,1.78,1.7738791437954151
validation,all_paired_hq,1762470000.0,128.6,1.67,1.6717122084959204
validation,all_paired_hq,1762473600.0,115.0,1.58,1.588329736663836
validation,all_paired_hq,1762477200.0,104.8,1.51,1.5234300159588114
validation,all_paired_hq,1762480800.0,100.5,1.48,1.4953908814550283
validation,all_paired_hq,1762484400.0,119.4,1.61,1.6156782811737758
validation,all_paired_hq,1762488000.0,176.3,1.96,1.9418484591608405
validation,all_paired_hq,1762491600.0,235.2,2.28,2.241049144325636
validation,all_paired_hq,1762495200.0,273.0,2.47,2.418739449175789
validation,all_paired_hq,1762498800.0,291.7,2.56,2.5033265552358763
validation,all_paired_hq,1762502400.0,300.2,2.6,2.5411241306808408
validation,all_paired_hq,1762506000.0,300.2,2.6,2.5411241306808408
validation,all_paired_hq,1762509600.0,291.7,2.56,2.5033265552358763
validation,all_paired_hq,1762513200.0,275.1,2.48,2.4283406976807944
validation,all_paired_hq,1762516800.0,254.80000000000004,2.38,2.334377437530299
validation,all_paired_hq,1762520400.0,239.0,2.3,2.2593567689238307
validation,all_paired_hq,1762524000.0,225.5,2.23,2.1938245581282945
validation,all_paired_hq,1762527600.0,219.8,2.2,2.1657314897168645
validation,all_paired_hq,1762531200.0,218.0,2.19,2.1568054582647362
validation,all_paired_hq,1762534800.0,221.7,2.21,2.1751247914345995
validation,all_paired_hq,1762538400.0,225.5,2.23,2.1938245581282945
validation,all_paired_hq,1762542000.0,231.3,2.26,2.222148200235662
validation,all_paired_hq,1762545600.0,248.9,2.35,2.3065657241960826
validation,all_paired_hq,1762549200.0,289.6,2.55,2.4939272760437596
validation,all_paired_hq,1762552800.0,326.1,2.72,2.653981294975385
validation,all_paired_hq,1762556400.0,377.9,2.95,2.8704177126332664
validation,all_paired_hq,1762560000.0,432.7,3.16,3.087995429154649
validation,all_paired_hq,1762563600.0,518.9,3.46,3.4110627074026185
validation,all_paired_hq,1762567200.0,801.1,4.33,4.353663188501583
validation,all_paired_hq,1762570800.0,1176.0,5.32,5.434848273892844
validation,all_paired_hq,1762574400.0,1512.8,6.11,6.302507127719339
validation,all_paired_hq,1762578000.0,1723.6,6.57,6.809887939266561
validation,all_paired_hq,1762581600.0,1785.0,6.7,6.953374972219704
validation,all_paired_hq,1762585200.0,1761.3,6.65,6.898204674251468
validation,all_paired_hq,1762588800.0,1695.5,6.51,6.743605426842786
validation,all_paired_hq,1762592400.0,1686.2,6.49,6.721581219953738
validation,all_paired_hq,1762596000.0,1808.8,6.75,7.008512204543423
validation,all_paired_hq,1762599600.0,2060.1,7.29,7.575572268596192
validation,all_paired_hq,1762603200.0,2342.7,7.99,8.184140960109405
validation,all_paired_hq,1762606800.0,2554.7,8.49,8.623357021319258
validation,all_paired_hq,1762610400.0,2641.8,8.69,8.799959405114258
validation,all_paired_hq,1762614000.0,2633.0,8.67,8.78221329591551
validation,all_paired_hq,1762617600.0,2611.2,8.62,8.738158729799125
validation,all_paired_hq,1762621200.0,2576.3,8.54,8.667353133080226
validation,all_paired_hq,1762624800.0,2563.3,8.51,8.640890042249287
validation,all_paired_hq,1762628400.0,2546.0,8.47,8.605598403810019
validation,all_paired_hq,1762632000.0,2546.0,8.47,8.605598403810019
validation,all_paired_hq,1762635600.0,2559.0,8.5,8.632126194428048
validation,all_paired_hq,1762639200.0,2580.7,8.55,8.676298930603352
validation,all_paired_hq,1762642800.0,2633.0,8.67,8.78221329591551
validation,all_paired_hq,1762646400.0,2703.6,8.83,8.923989247501812
validation,all_paired_hq,1762650000.0,2766.1,8.97,9.048385867936705
validation,all_paired_hq,1762653600.0,2811.1,9.07,9.137322979952428
validation,all_paired_hq,1762657200.0,2815.6,9.08,9.146188279699222
validation,all_paired_hq,1762660800.0,2815.6,9.08,9.146188279699222
validation,all_paired_hq,1762664400.0,2775.1,8.99,9.066214888903898
validation,all_paired_hq,1762668000.0,2721.4,8.87,8.959522309018885
validation,all_paired_hq,1762671600.0,2650.6,8.71,8.81768415716388
validation,all_paired_hq,1762675200.0,2589.4,8.57,8.69397099972355
validation,all_paired_hq,1762678800.0,2515.9,8.4,8.543987668443691
validation,all_paired_hq,1762682400.0,2447.6,8.24,8.403189133396365
validation,all_paired_hq,1762686000.0,2376.0,8.07,8.254053882371146
validation,all_paired_hq,1762689600.0,2256.2,7.78,8.000834560838669
validation,all_paired_hq,1762693200.0,2099.5,7.39,7.662150946039195
validation,all_paired_hq,1762696800.0,1939.7,7.02,7.307210435921111
validation,all_paired_hq,1762700400.0,1818.4,6.77,7.030678112804468
validation,all_paired_hq,1762704000.0,1751.8,6.63,6.876014740592495
validation,all_paired_hq,1762707600.0,1714.2,6.55,6.787758927798951
validation,all_paired_hq,1762711200.0,1700.2,6.52,6.754719323525125
validation,all_paired_hq,1762714800.0,1676.9,6.47,6.699513056101166
validation,all_paired_hq,1762718400.0,1667.6,6.45,6.677400603036176
validation,all_paired_hq,1762722000.0,1649.1,6.41,6.633280450338701
validation,all_paired_hq,1762725600.0,1635.3,6.38,6.600252596985856
validation,all_paired_hq,1762729200.0,1649.1,6.41,6.633280450338701
validation,all_paired_hq,1762732800.0,1644.5,6.4,6.622282307147608
validation,all_paired_hq,1762740000.0,1603.2,6.31,6.523034560656022
validation,all_paired_hq,1762743600.0,1571.3,6.24,6.445741899779196
validation,all_paired_hq,1762747200.0,1526.3,6.14,6.335736483295498
validation,all_paired_hq,1762750800.0,1477.3,6.03,6.214610379614411
validation,all_paired_hq,1762754400.0,1442.0,5.95,6.126448354781607
validation,all_paired_hq,1762758000.0,1407.1,5.87,6.038514942201113
validation,all_paired_hq,1762761600.0,1376.8,5.8,5.961530205692313
validation,all_paired_hq,1762765200.0,1351.1,5.74,5.895751633968725
validation,all_paired_hq,1762768800.0,1321.2,5.67,5.818651194600756
validation,all_paired_hq,1762772400.0,1274.9,5.56,5.698004496521538
validation,all_paired_hq,1762776000.0,1192.2,5.36,5.478486296853862
validation,all_paired_hq,1762779600.0,1088.0,5.1,5.193885760995853
validation,all_paired_hq,1762783200.0,995.0,4.86,4.931434346358064
validation,all_paired_hq,1762786800.0,927.4,4.68,4.735060972165025
validation,all_paired_hq,1762790400.0,876.0,4.54,4.5822634325761555
validation,all_paired_hq,1762794000.0,847.2,4.46,4.495233464929308
validation,all_paired_hq,1762797600.0,832.9,4.42,4.451623896515589
validation,all_paired_hq,1762801200.0,832.9,4.42,4.451623896515589
validation,all_paired_hq,1762804800.0,840.0,4.44,4.47330974542147
validation,all_paired_hq,1762808400.0,850.8,4.47,4.506170055931121
validation,all_paired_hq,1762812000.0,872.4,4.53,4.571441877220145
validation,all_paired_hq,1762815600.0,894.2,4.59,4.63672833354772
validation,all_paired_hq,1762819200.0,920.0,4.66,4.713255173270849
validation,all_paired_hq,1762822800.0,968.5,4.79,4.855046727890756
validation,all_paired_hq,1762826400.0,1033.4,4.96,5.040832283546518
validation,all_paired_hq,1762830000.0,1088.0,5.1,5.193885760995853
validation,all_paired_hq,1762833600.0,1115.7,5.17,5.270469516227209
validation,all_paired_hq,1762837200.0,1115.7,5.17,5.270469516227209
validation,all_paired_hq,1762840800.0,1088.0,5.1,5.193885760995853
validation,all_paired_hq,1762844400.0,1052.7,5.01,5.095260208846777
validation,all_paired_hq,1762848000.0,1010.3,4.9,4.975202363731183
validation,all_paired_hq,1762851600.0,968.5,4.79,4.855046727890756
validation,all_paired_hq,1762855200.0,931.1,4.69,4.74594027504532
validation,all_paired_hq,1762858800.0,897.9,4.6,4.647751668968518
validation,all_paired_hq,1762862400.0,865.2,4.51,4.549750208855759
validation,all_paired_hq,1762866000.0,840.0,4.44,4.47330974542147
validation,all_paired_hq,1762869600.0,801.1,4.33,4.353663188501583
validation,all_paired_hq,1762873200.0,732.2,4.13,4.136448525119393
validation,all_paired_hq,1762876800.0,642.9,3.86,3.8435638791558784
validation,all_paired_hq,1762880400.0,564.2,3.61,3.572994164460895
validation,all_paired_hq,1762884000.0,504.09999999999997,3.41,3.357061598927758
validation,all_paired_hq,1762887600.0,463.6,3.27,3.2062704247103095
validation,all_paired_hq,1762891200.0,435.5,3.17,3.0988359828372567
validation,all_paired_hq,1762894800.0,421.7,3.12,3.0451595956630433
validation,all_paired_hq,1762898400.0,416.2,3.1,3.0235903734546348
validation,all_paired_hq,1762902000.0,427.2,3.14,3.066627356073919
validation,all_paired_hq,1762909200.0,592.1,3.7,3.6703872381322324
validation,all_paired_hq,1762912800.0,708.6,4.06,4.060365341140958
validation,all_paired_hq,1762916400.0,780.2,4.27,4.288513719262334
validation,all_paired_hq,1762920000.0,808.1,4.35,4.375345778647024
validation,all_paired_hq,1762923600.0,808.1,4.35,4.375345778647024
validation,all_paired_hq,1762927200.0,794.1,4.31,4.33191199694781
validation,all_paired_hq,1762930800.0,776.7,4.26,4.27754216742138
validation,all_paired_hq,1762934400.0,756.0,4.2,4.212283797553295
validation,all_paired_hq,1762938000.0,732.2,4.13,4.136448525119393
validation,all_paired_hq,1762941600.0,711.9,4.07,4.071058574091489
validation,all_paired_hq,1762945200.0,695.3,4.02,4.017084543517662
validation,all_paired_hq,1762948800.0,678.7,3.97,3.9626426021440064
validation,all_paired_hq,1762952400.0,659.1,3.91,3.8977379367875136
validation,all_paired_hq,1762956000.0,642.9,3.86,3.8435638791558784
validation,all_paired_hq,1762959600.0,626.8,3.81,3.789233036225486
validation,all_paired_hq,1762963200.0,611.0,3.76,3.735421842580704
validation,all_paired_hq,1762966800.0,567.3,3.62,3.583900253321414
validation,all_paired_hq,1762970400.0,504.09999999999997,3.41,3.357061598927758
validation,all_paired_hq,1762974000.0,430.0,3.15,3.077517995203999
validation,all_paired_hq,1762977600.0,371.0,2.92,2.8422369639231673
validation,all_paired_hq,1762981200.0,332.7,2.75,2.6822153437454483
validation,all_paired_hq,1762984800.0,315.2,2.67,2.6068955638254665
validation,all_paired_hq,1762988400.0,350.5,2.83,2.7573707257842357
validation,all_paired_hq,1762992000.0,427.2,3.14,3.066627356073919
validation,all_paired_hq,1762995600.0,489.5,3.36,3.3032256705907668
validation,all_paired_hq,1763002800.0,536.9,3.52,3.4759951179648545
validation,all_paired_hq,1763010000.0,549.0,3.56,3.5192022167317876
validation,all_paired_hq,1763013600.0,545.9,3.55,3.5081657153663106
validation,all_paired_hq,1763017200.0,542.9,3.54,3.497463637420342
validation,all_paired_hq,1763020800.0,539.9,3.53,3.486740158975295
validation,all_paired_hq,1763024400.0,533.9,3.51,3.4652283501820103
validation,all_paired_hq,1763028000.0,527.9,3.49,3.4436289665237303
validation,all_paired_hq,1763031600.0,521.9,3.47,3.421940649967135
validation,all_paired_hq,1763035200.0,498.3,3.39,3.335743108044093
validation,all_paired_hq,1763038800.0,455.1,3.24,3.174027190776104
validation,all_paired_hq,1763042400.0,391.9,3.01,2.9270310475466155
validation,all_paired_hq,1763046000.0,337.1,2.77,2.700925613947204
validation,all_paired_hq,1763049600.0,289.6,2.55,2.4939272760437596
validation,all_paired_hq,1763053200.0,252.8,2.37,2.324976082288244
validation,all_paired_hq,1763056800.0,227.5,2.24,2.2036207563260413
validation,all_paired_hq,1763060400.0,208.6,2.14,2.1097511711410197
validation,all_paired_hq,1763064000.0,194.0,2.06,2.0351158089592487
validation,all_paired_hq,1763067600.0,186.8,2.02,1.9975640515339084
validation,all_paired_hq,1763071200.0,181.5,1.99,1.969586582829994
validation,all_paired_hq,1763074800.0,192.2,2.05,2.025775794019059
validation,all_paired_hq,1763078400.0,275.1,2.48,2.4283406976807944
validation,all_paired_hq,1763082000.0,402.6,3.05,2.9698080861956813
validation,all_paired_hq,1763085600.0,492.4,3.37,3.313964814946775
validation,all_paired_hq,1763089200.0,533.9,3.51,3.4652283501820103
validation,all_paired_hq,1763092800.0,549.0,3.56,3.5192022167317876
validation,all_paired_hq,1763096400.0,552.0,3.57,3.5298612714536586
validation,all_paired_hq,1763100000.0,545.9,3.55,3.5081657153663106
validation,all_paired_hq,1763103600.0,536.9,3.52,3.4759951179648545
validation,all_paired_hq,1763107200.0,527.9,3.49,3.4436289665237303
validation,all_paired_hq,1763110800.0,516.0,3.45,3.400525730835903
validation,all_paired_hq,1763114400.0,504.09999999999997,3.41,3.357061598927758
validation,all_paired_hq,1763118000.0,492.4,3.37,3.313964814946775
validation,all_paired_hq,1763121600.0,486.6,3.35,3.2924635011600913
validation,all_paired_hq,1763125200.0,483.7,3.34,3.281678119620905
validation,all_paired_hq,1763128800.0,480.8,3.33,3.270869336288369
validation,all_paired_hq,1763132400.0,466.5,3.28,3.217222054441663
validation,all_paired_hq,1763136000.0,424.4,3.13,3.055710881474311
validation,all_paired_hq,1763139600.0,368.7,2.91,2.8328013699523122
validation,all_paired_hq,1763143200.0,317.3,2.68,2.616012344766634
validation,all_paired_hq,1763146800.0,271.0,2.46,2.40957054967999
validation,all_paired_hq,1763150400.0,235.2,2.28,2.241049144325636
validation,all_paired_hq,1763154000.0,206.8,2.13,2.1006540451140996
validation,all_paired_hq,1763157600.0,186.8,2.02,1.9975640515339084
validation,all_paired_hq,1763161200.0,172.8,1.94,1.9230118583906861
validation,all_paired_hq,1763164800.0,172.8,1.94,1.9230118583906861
validation,all_paired_hq,1763172000.0,246.9,2.34,2.2970840871404192
