source,last_time,delay_minutes,value
86060010,2026-09-21T08:00:00-03:00,600.0,13.8
86099000,2026-09-21T17:00:00-03:00,60.0,7.47
86102000,2026-09-21T10:00:00-03:00,480.0,7.51
86117000,2026-09-21T17:00:00-03:00,60.0,3.22
86125000,2026-09-21T11:59:00-03:00,361.0,0.8412999999999999
86125050,2026-09-21T17:00:00-03:00,60.0,1.22
86160000,2026-09-21T16:45:00-03:00,75.0,5.57
86163000,2026-09-21T17:00:00-03:00,60.0,1.25
86200900,2026-09-21T12:00:00-03:00,360.0,667.03
86280500,2026-09-21T17:00:00-03:00,60.0,5.2375
86298000,2026-09-21T17:00:00-03:00,60.0,12.34
86403000,2026-09-21T17:00:00-03:00,60.0,8.27
86410800,2026-09-21T17:00:00-03:00,60.0,0.11
86447000,2026-09-21T17:00:00-03:00,60.0,5.05
86448000,2026-09-21T17:00:00-03:00,60.0,152.18
86450000,2026-09-21T16:30:00-03:00,90.0,15.43
86471000,2026-09-21T17:30:00-03:00,30.0,2.05
86472000,2026-09-21T17:30:00-03:00,30.0,14.96
86472600,2026-09-21T16:45:00-03:00,75.0,11.68
86479000,2026-09-21T17:00:00-03:00,60.0,1.02
86488000,2026-09-21T17:00:00-03:00,60.0,1.81
86493000,2026-09-21T17:00:00-03:00,60.0,372.12
86495500,2026-09-21T17:00:00-03:00,60.0,330.74
86500000,2026-09-21T17:30:00-03:00,30.0,5.507000000000001
86504900,2026-09-21T17:00:00-03:00,60.0,6.87
86505500,2026-09-21T17:00:00-03:00,60.0,1.15
86510000,2026-09-21T17:30:00-03:00,30.0,13.45
julho,2026-09-21T17:00:00-03:00,60.0,5687.31
monte,2026-09-21T17:00:00-03:00,60.0,8487.32
castro,2026-09-21T17:00:00-03:00,60.0,7586.35
