plant,time,field,earlier_m,later_m,delta_m,earlier_collected_at,later_collected_at
JIUHMC,2026-09-20T06:00:00-03:00,val_niveljusante,106.36,106.36,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-20T05:00:00-03:00,val_nivelmontante,148.56,148.56,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-20T05:00:00-03:00,val_niveljusante,106.33,106.33,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-20T04:00:00-03:00,val_nivelmontante,148.48,148.48,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-20T04:00:00-03:00,val_niveljusante,106.32,106.32,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-20T03:00:00-03:00,val_nivelmontante,148.46,148.46,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-20T03:00:00-03:00,val_niveljusante,106.32,106.32,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-20T02:00:00-03:00,val_nivelmontante,148.43,148.43,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-20T02:00:00-03:00,val_niveljusante,106.32,106.32,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-20T01:00:00-03:00,val_nivelmontante,148.41,148.41,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-20T01:00:00-03:00,val_niveljusante,106.33,106.33,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-20T00:00:00-03:00,val_nivelmontante,148.42,148.42,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-20T00:00:00-03:00,val_niveljusante,106.33,106.33,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-19T23:00:00-03:00,val_nivelmontante,148.44,148.44,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-19T23:00:00-03:00,val_niveljusante,106.38,106.38,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-19T22:00:00-03:00,val_nivelmontante,148.49,148.49,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-19T22:00:00-03:00,val_niveljusante,106.48,106.48,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-19T21:00:00-03:00,val_nivelmontante,148.52,148.52,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHMC,2026-09-19T21:00:00-03:00,val_niveljusante,106.57,106.57,0.0,2026-09-21T18:00:26.244047-03:00,2026-09-21T21:00:28.332699-03:00
JIUHCA,2026-09-21T17:00:00-03:00,val_nivelmontante,246.22,246.17,-0.05000000000001137,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T17:00:00-03:00,val_niveljusante,156.18,156.18,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T16:00:00-03:00,val_nivelmontante,245.47,245.47,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T16:00:00-03:00,val_niveljusante,155.09,155.09,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T15:00:00-03:00,val_nivelmontante,244.44,244.44,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T15:00:00-03:00,val_niveljusante,154.24,154.24,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T14:00:00-03:00,val_nivelmontante,243.88,243.88,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T14:00:00-03:00,val_niveljusante,153.58,153.58,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T13:00:00-03:00,val_nivelmontante,243.65,243.65,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T13:00:00-03:00,val_niveljusante,152.51,152.51,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T12:00:00-03:00,val_nivelmontante,243.17,243.17,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T12:00:00-03:00,val_niveljusante,151.08,151.08,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T11:00:00-03:00,val_nivelmontante,242.21,242.21,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T11:00:00-03:00,val_niveljusante,150.78,150.78,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T10:00:00-03:00,val_nivelmontante,241.11,241.11,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T10:00:00-03:00,val_niveljusante,151.07,151.07,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T09:00:00-03:00,val_nivelmontante,240.53,240.53,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T09:00:00-03:00,val_niveljusante,149.69,149.69,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T08:00:00-03:00,val_nivelmontante,240.31,240.31,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T08:00:00-03:00,val_niveljusante,148.56,148.56,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T07:00:00-03:00,val_nivelmontante,240.29,240.29,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T07:00:00-03:00,val_niveljusante,148.5,148.5,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T06:00:00-03:00,val_nivelmontante,240.28,240.28,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T06:00:00-03:00,val_niveljusante,148.5,148.5,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T05:00:00-03:00,val_nivelmontante,240.28,240.28,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T05:00:00-03:00,val_niveljusante,148.45,148.45,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T04:00:00-03:00,val_nivelmontante,240.29,240.29,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T04:00:00-03:00,val_niveljusante,148.4,148.4,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T03:00:00-03:00,val_nivelmontante,240.29,240.29,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T03:00:00-03:00,val_niveljusante,148.33,148.33,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T02:00:00-03:00,val_nivelmontante,240.3,240.3,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T02:00:00-03:00,val_niveljusante,148.48,148.48,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T01:00:00-03:00,val_nivelmontante,240.3,240.3,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T01:00:00-03:00,val_niveljusante,148.45,148.45,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T00:00:00-03:00,val_nivelmontante,240.3,240.3,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-21T00:00:00-03:00,val_niveljusante,148.45,148.45,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T23:00:00-03:00,val_nivelmontante,240.3,240.3,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T23:00:00-03:00,val_niveljusante,148.43,148.43,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T22:00:00-03:00,val_nivelmontante,240.29,240.29,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T22:00:00-03:00,val_niveljusante,148.43,148.43,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T21:00:00-03:00,val_nivelmontante,240.29,240.29,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T21:00:00-03:00,val_niveljusante,148.4,148.4,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T20:00:00-03:00,val_nivelmontante,240.28,240.28,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T20:00:00-03:00,val_niveljusante,148.39,148.39,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T19:00:00-03:00,val_nivelmontante,240.25,240.25,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T19:00:00-03:00,val_niveljusante,148.4,148.4,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T18:00:00-03:00,val_nivelmontante,240.23,240.23,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T18:00:00-03:00,val_niveljusante,148.42,148.42,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T17:00:00-03:00,val_nivelmontante,240.2,240.2,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T17:00:00-03:00,val_niveljusante,148.67,148.67,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T16:00:00-03:00,val_nivelmontante,240.17,240.17,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T16:00:00-03:00,val_niveljusante,148.67,148.67,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T15:00:00-03:00,val_nivelmontante,240.11,240.11,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T15:00:00-03:00,val_niveljusante,148.73,148.73,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T14:00:00-03:00,val_nivelmontante,240.06,240.06,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T14:00:00-03:00,val_niveljusante,148.76,148.76,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T13:00:00-03:00,val_nivelmontante,240.02,240.02,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T13:00:00-03:00,val_niveljusante,148.75,148.75,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T12:00:00-03:00,val_nivelmontante,239.97,239.97,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T12:00:00-03:00,val_niveljusante,148.75,148.75,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T11:00:00-03:00,val_nivelmontante,239.92,239.92,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T11:00:00-03:00,val_niveljusante,148.68,148.68,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T10:00:00-03:00,val_nivelmontante,239.9,239.9,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T10:00:00-03:00,val_niveljusante,148.63,148.63,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T09:00:00-03:00,val_nivelmontante,239.89,239.89,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T09:00:00-03:00,val_niveljusante,148.48,148.48,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T08:00:00-03:00,val_nivelmontante,239.91,239.91,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T08:00:00-03:00,val_niveljusante,148.36,148.36,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T07:00:00-03:00,val_nivelmontante,239.89,239.89,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T07:00:00-03:00,val_niveljusante,148.32,148.32,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T06:00:00-03:00,val_nivelmontante,239.84,239.84,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T06:00:00-03:00,val_niveljusante,148.37,148.37,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T05:00:00-03:00,val_nivelmontante,239.8,239.8,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T05:00:00-03:00,val_niveljusante,148.31,148.31,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T04:00:00-03:00,val_nivelmontante,239.75,239.75,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T04:00:00-03:00,val_niveljusante,148.2,148.2,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T03:00:00-03:00,val_nivelmontante,239.72,239.72,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T03:00:00-03:00,val_niveljusante,148.14,148.14,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T02:00:00-03:00,val_nivelmontante,239.68,239.68,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T02:00:00-03:00,val_niveljusante,148.14,148.14,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T01:00:00-03:00,val_nivelmontante,239.65,239.65,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T01:00:00-03:00,val_niveljusante,148.13,148.13,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T00:00:00-03:00,val_nivelmontante,239.63,239.63,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-20T00:00:00-03:00,val_niveljusante,148.12,148.12,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-19T23:00:00-03:00,val_nivelmontante,239.63,239.63,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-19T23:00:00-03:00,val_niveljusante,148.14,148.14,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-19T22:00:00-03:00,val_nivelmontante,239.64,239.64,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-19T22:00:00-03:00,val_niveljusante,148.19,148.19,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-19T21:00:00-03:00,val_nivelmontante,239.65,239.65,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
JIUHCA,2026-09-19T21:00:00-03:00,val_niveljusante,148.24,148.24,0.0,2026-09-21T18:00:26.394573-03:00,2026-09-21T21:00:28.493512-03:00
