phase,horizon_h,column,name,current_value,training_min,training_max,outside
test,1,191,monte:val_nivelmontante:slope6,0.4066666666666663,-0.2266666666666642,0.3399999999999987,True
test,1,192,monte:val_niveljusante:level,119.55,103.0,116.21,True
test,1,193,monte:val_niveljusante:change1,1.1299999999999955,-3.5900000000000034,2.719999999999999,False
test,1,194,monte:val_niveljusante:slope3,1.2233333333333338,-1.1600000000000013,0.9866666666666646,True
test,1,195,monte:val_niveljusante:slope6,1.0650000000000002,-0.5499999999999995,0.7550000000000002,True
test,1,196,castro:val_nivelmontante:level,246.96,236.97,243.94,True
test,1,197,castro:val_nivelmontante:change1,-0.19999999999998863,-0.1599999999999966,0.25,True
test,1,198,castro:val_nivelmontante:slope3,0.26333333333334014,-0.12000000000000455,0.23999999999999963,True
test,1,199,castro:val_nivelmontante:slope6,0.5133333333333354,-0.1066666666666644,0.21999999999999886,True
test,1,200,castro:val_niveljusante:level,159.36,145.36,155.15,True
test,1,201,castro:val_niveljusante:change1,0.7200000000000273,-2.0600000000000023,2.700000000000017,False
test,1,202,castro:val_niveljusante:slope3,1.0600000000000023,-0.6400000000000053,0.8900000000000053,True
test,1,203,castro:val_niveljusante:slope6,0.9633333333333335,-0.30666666666666725,0.47499999999999903,True
validation,2,180,julho:val_nivelmontante:level,107.95,97.42,107.66,True
validation,2,181,julho:val_nivelmontante:change1,0.1599999999999966,-0.21999999999999886,0.29999999999999716,False
validation,2,182,julho:val_nivelmontante:slope3,0.18000000000000208,-0.173333333333332,0.28333333333333144,False
validation,2,183,julho:val_nivelmontante:slope6,0.29333333333333417,-0.15500000000000114,0.21999999999999886,True
validation,2,184,julho:val_niveljusante:level,82.1,68.11,80.11,True
validation,2,185,julho:val_niveljusante:change1,0.9499999999999886,-1.7199999999999989,2.0600000000000023,False
validation,2,186,julho:val_niveljusante:slope3,1.0799999999999983,-0.7600000000000003,0.8333333333333334,True
validation,2,187,julho:val_niveljusante:slope6,0.8316666666666658,-16.67,0.6883333333333349,True
validation,2,188,monte:val_nivelmontante:level,153.94,147.0,152.44,True
validation,2,189,monte:val_nivelmontante:change1,0.38999999999998636,-0.9799999999999898,1.0600000000000023,False
validation,2,190,monte:val_nivelmontante:slope3,0.5866666666666637,-0.3299999999999936,0.37333333333333485,True
validation,2,191,monte:val_nivelmontante:slope6,0.4066666666666663,-0.19833333333333295,0.30666666666666725,True
validation,2,192,monte:val_niveljusante:level,119.55,105.0,116.21,True
validation,2,193,monte:val_niveljusante:change1,1.1299999999999955,-3.1000000000000085,2.4000000000000057,False
validation,2,194,monte:val_niveljusante:slope3,1.2233333333333338,-1.0266666666666662,0.8633333333333345,True
validation,2,195,monte:val_niveljusante:slope6,1.0650000000000002,-0.5133333333333331,0.7550000000000002,True
validation,2,196,castro:val_nivelmontante:level,246.96,239.0,243.94,True
validation,2,197,castro:val_nivelmontante:change1,-0.19999999999998863,-0.1599999999999966,0.25,True
validation,2,198,castro:val_nivelmontante:slope3,0.26333333333334014,-0.12000000000000455,0.23999999999999963,True
validation,2,199,castro:val_nivelmontante:slope6,0.5133333333333354,-0.1066666666666644,0.21999999999999886,True
validation,2,200,castro:val_niveljusante:level,159.36,145.7,155.15,True
validation,2,201,castro:val_niveljusante:change1,0.7200000000000273,-1.5900000000000034,2.700000000000017,False
validation,2,202,castro:val_niveljusante:slope3,1.0600000000000023,-0.6133333333333345,0.8900000000000053,True
validation,2,203,castro:val_niveljusante:slope6,0.9633333333333335,-0.30666666666666725,0.47499999999999903,True
test,2,180,julho:val_nivelmontante:level,107.95,97.42,107.66,True
test,2,181,julho:val_nivelmontante:change1,0.1599999999999966,-0.23000000000000398,0.46999999999999886,False
test,2,182,julho:val_nivelmontante:slope3,0.18000000000000208,-0.173333333333332,0.37666666666666515,False
test,2,183,julho:val_nivelmontante:slope6,0.29333333333333417,-0.15500000000000114,0.30666666666666725,False
test,2,184,julho:val_niveljusante:level,82.1,66.75,80.11,True
test,2,185,julho:val_niveljusante:change1,0.9499999999999886,-2.3000000000000114,3.0,False
test,2,186,julho:val_niveljusante:slope3,1.0799999999999983,-1.0899999999999987,0.8333333333333334,True
test,2,187,julho:val_niveljusante:slope6,0.8316666666666658,-16.67,0.6883333333333349,True
test,2,188,monte:val_nivelmontante:level,153.94,146.8,152.44,True
test,2,189,monte:val_nivelmontante:change1,0.38999999999998636,-0.9799999999999898,1.0600000000000023,False
test,2,190,monte:val_nivelmontante:slope3,0.5866666666666637,-0.36333333333333445,0.483333333333339,True
test,2,191,monte:val_nivelmontante:slope6,0.4066666666666663,-0.2266666666666642,0.3399999999999987,True
test,2,192,monte:val_niveljusante:level,119.55,103.0,116.21,True
test,2,193,monte:val_niveljusante:change1,1.1299999999999955,-3.5900000000000034,2.719999999999999,False
test,2,194,monte:val_niveljusante:slope3,1.2233333333333338,-1.1600000000000013,0.9866666666666646,True
test,2,195,monte:val_niveljusante:slope6,1.0650000000000002,-0.5499999999999995,0.7550000000000002,True
test,2,196,castro:val_nivelmontante:level,246.96,236.97,243.94,True
test,2,197,castro:val_nivelmontante:change1,-0.19999999999998863,-0.1599999999999966,0.25,True
test,2,198,castro:val_nivelmontante:slope3,0.26333333333334014,-0.12000000000000455,0.23999999999999963,True
test,2,199,castro:val_nivelmontante:slope6,0.5133333333333354,-0.1066666666666644,0.21999999999999886,True
test,2,200,castro:val_niveljusante:level,159.36,145.36,155.15,True
test,2,201,castro:val_niveljusante:change1,0.7200000000000273,-2.0600000000000023,2.700000000000017,False
test,2,202,castro:val_niveljusante:slope3,1.0600000000000023,-0.6400000000000053,0.8900000000000053,True
test,2,203,castro:val_niveljusante:slope6,0.9633333333333335,-0.30666666666666725,0.47499999999999903,True
validation,3,180,julho:val_nivelmontante:level,107.95,97.42,107.66,True
validation,3,181,julho:val_nivelmontante:change1,0.1599999999999966,-0.21999999999999886,0.29999999999999716,False
validation,3,182,julho:val_nivelmontante:slope3,0.18000000000000208,-0.173333333333332,0.28333333333333144,False
validation,3,183,julho:val_nivelmontante:slope6,0.29333333333333417,-0.15500000000000114,0.21999999999999886,True
validation,3,184,julho:val_niveljusante:level,82.1,68.11,80.11,True
validation,3,185,julho:val_niveljusante:change1,0.9499999999999886,-1.7199999999999989,2.0600000000000023,False
validation,3,186,julho:val_niveljusante:slope3,1.0799999999999983,-0.7600000000000003,0.8333333333333334,True
validation,3,187,julho:val_niveljusante:slope6,0.8316666666666658,-16.67,0.6883333333333349,True
validation,3,188,monte:val_nivelmontante:level,153.94,147.0,152.44,True
validation,3,189,monte:val_nivelmontante:change1,0.38999999999998636,-0.9799999999999898,1.0600000000000023,False
validation,3,190,monte:val_nivelmontante:slope3,0.5866666666666637,-0.3299999999999936,0.37333333333333485,True
validation,3,191,monte:val_nivelmontante:slope6,0.4066666666666663,-0.19833333333333295,0.30666666666666725,True
validation,3,192,monte:val_niveljusante:level,119.55,105.0,116.21,True
validation,3,193,monte:val_niveljusante:change1,1.1299999999999955,-3.1000000000000085,2.4000000000000057,False
validation,3,194,monte:val_niveljusante:slope3,1.2233333333333338,-1.0266666666666662,0.8633333333333345,True
validation,3,195,monte:val_niveljusante:slope6,1.0650000000000002,-0.5133333333333331,0.7550000000000002,True
validation,3,196,castro:val_nivelmontante:level,246.96,239.0,243.94,True
validation,3,197,castro:val_nivelmontante:change1,-0.19999999999998863,-0.1599999999999966,0.25,True
validation,3,198,castro:val_nivelmontante:slope3,0.26333333333334014,-0.12000000000000455,0.23999999999999963,True
validation,3,199,castro:val_nivelmontante:slope6,0.5133333333333354,-0.1066666666666644,0.21999999999999886,True
validation,3,200,castro:val_niveljusante:level,159.36,145.7,155.15,True
validation,3,201,castro:val_niveljusante:change1,0.7200000000000273,-1.5900000000000034,2.700000000000017,False
validation,3,202,castro:val_niveljusante:slope3,1.0600000000000023,-0.6133333333333345,0.8900000000000053,True
validation,3,203,castro:val_niveljusante:slope6,0.9633333333333335,-0.30666666666666725,0.47499999999999903,True
test,3,180,julho:val_nivelmontante:level,107.95,97.42,107.66,True
test,3,181,julho:val_nivelmontante:change1,0.1599999999999966,-0.23000000000000398,0.46999999999999886,False
test,3,182,julho:val_nivelmontante:slope3,0.18000000000000208,-0.173333333333332,0.37666666666666515,False
test,3,183,julho:val_nivelmontante:slope6,0.29333333333333417,-0.15500000000000114,0.30666666666666725,False
test,3,184,julho:val_niveljusante:level,82.1,66.75,80.11,True
test,3,185,julho:val_niveljusante:change1,0.9499999999999886,-2.3000000000000114,3.0,False
test,3,186,julho:val_niveljusante:slope3,1.0799999999999983,-1.0899999999999987,0.8333333333333334,True
test,3,187,julho:val_niveljusante:slope6,0.8316666666666658,-16.67,0.6883333333333349,True
test,3,188,monte:val_nivelmontante:level,153.94,146.8,152.44,True
test,3,189,monte:val_nivelmontante:change1,0.38999999999998636,-0.9799999999999898,1.0600000000000023,False
test,3,190,monte:val_nivelmontante:slope3,0.5866666666666637,-0.36333333333333445,0.483333333333339,True
test,3,191,monte:val_nivelmontante:slope6,0.4066666666666663,-0.2266666666666642,0.3399999999999987,True
test,3,192,monte:val_niveljusante:level,119.55,103.0,116.21,True
test,3,193,monte:val_niveljusante:change1,1.1299999999999955,-3.5900000000000034,2.719999999999999,False
test,3,194,monte:val_niveljusante:slope3,1.2233333333333338,-1.1600000000000013,0.9866666666666646,True
test,3,195,monte:val_niveljusante:slope6,1.0650000000000002,-0.5499999999999995,0.7550000000000002,True
test,3,196,castro:val_nivelmontante:level,246.96,236.97,243.94,True
test,3,197,castro:val_nivelmontante:change1,-0.19999999999998863,-0.1599999999999966,0.25,True
test,3,198,castro:val_nivelmontante:slope3,0.26333333333334014,-0.12000000000000455,0.23999999999999963,True
test,3,199,castro:val_nivelmontante:slope6,0.5133333333333354,-0.1066666666666644,0.21999999999999886,True
test,3,200,castro:val_niveljusante:level,159.36,145.36,155.15,True
test,3,201,castro:val_niveljusante:change1,0.7200000000000273,-2.0600000000000023,2.700000000000017,False
test,3,202,castro:val_niveljusante:slope3,1.0600000000000023,-0.6400000000000053,0.8900000000000053,True
test,3,203,castro:val_niveljusante:slope6,0.9633333333333335,-0.30666666666666725,0.47499999999999903,True
validation,4,180,julho:val_nivelmontante:level,107.95,97.42,107.66,True
validation,4,181,julho:val_nivelmontante:change1,0.1599999999999966,-0.21999999999999886,0.29999999999999716,False
validation,4,182,julho:val_nivelmontante:slope3,0.18000000000000208,-0.173333333333332,0.28333333333333144,False
validation,4,183,julho:val_nivelmontante:slope6,0.29333333333333417,-0.15500000000000114,0.21999999999999886,True
validation,4,184,julho:val_niveljusante:level,82.1,68.11,80.11,True
validation,4,185,julho:val_niveljusante:change1,0.9499999999999886,-1.7199999999999989,2.0600000000000023,False
validation,4,186,julho:val_niveljusante:slope3,1.0799999999999983,-0.7600000000000003,0.8333333333333334,True
validation,4,187,julho:val_niveljusante:slope6,0.8316666666666658,-16.67,0.6883333333333349,True
validation,4,188,monte:val_nivelmontante:level,153.94,147.0,152.44,True
validation,4,189,monte:val_nivelmontante:change1,0.38999999999998636,-0.9799999999999898,1.0600000000000023,False
validation,4,190,monte:val_nivelmontante:slope3,0.5866666666666637,-0.3299999999999936,0.37333333333333485,True
validation,4,191,monte:val_nivelmontante:slope6,0.4066666666666663,-0.19833333333333295,0.30666666666666725,True
validation,4,192,monte:val_niveljusante:level,119.55,105.0,116.21,True
validation,4,193,monte:val_niveljusante:change1,1.1299999999999955,-3.1000000000000085,2.4000000000000057,False
validation,4,194,monte:val_niveljusante:slope3,1.2233333333333338,-1.0266666666666662,0.8633333333333345,True
validation,4,195,monte:val_niveljusante:slope6,1.0650000000000002,-0.5133333333333331,0.7550000000000002,True
validation,4,196,castro:val_nivelmontante:level,246.96,239.0,243.94,True
validation,4,197,castro:val_nivelmontante:change1,-0.19999999999998863,-0.1599999999999966,0.25,True
validation,4,198,castro:val_nivelmontante:slope3,0.26333333333334014,-0.12000000000000455,0.23999999999999963,True
validation,4,199,castro:val_nivelmontante:slope6,0.5133333333333354,-0.1066666666666644,0.21999999999999886,True
validation,4,200,castro:val_niveljusante:level,159.36,145.7,155.15,True
validation,4,201,castro:val_niveljusante:change1,0.7200000000000273,-1.5900000000000034,2.700000000000017,False
validation,4,202,castro:val_niveljusante:slope3,1.0600000000000023,-0.6133333333333345,0.8900000000000053,True
validation,4,203,castro:val_niveljusante:slope6,0.9633333333333335,-0.30666666666666725,0.47499999999999903,True
test,4,180,julho:val_nivelmontante:level,107.95,97.42,107.66,True
test,4,181,julho:val_nivelmontante:change1,0.1599999999999966,-0.23000000000000398,0.46999999999999886,False
test,4,182,julho:val_nivelmontante:slope3,0.18000000000000208,-0.173333333333332,0.37666666666666515,False
test,4,183,julho:val_nivelmontante:slope6,0.29333333333333417,-0.15500000000000114,0.30666666666666725,False
test,4,184,julho:val_niveljusante:level,82.1,66.75,80.11,True
test,4,185,julho:val_niveljusante:change1,0.9499999999999886,-2.3000000000000114,3.0,False
test,4,186,julho:val_niveljusante:slope3,1.0799999999999983,-1.0899999999999987,0.8333333333333334,True
test,4,187,julho:val_niveljusante:slope6,0.8316666666666658,-16.67,0.6883333333333349,True
test,4,188,monte:val_nivelmontante:level,153.94,146.8,152.44,True
test,4,189,monte:val_nivelmontante:change1,0.38999999999998636,-0.9799999999999898,1.0600000000000023,False
test,4,190,monte:val_nivelmontante:slope3,0.5866666666666637,-0.36333333333333445,0.483333333333339,True
test,4,191,monte:val_nivelmontante:slope6,0.4066666666666663,-0.2266666666666642,0.3399999999999987,True
test,4,192,monte:val_niveljusante:level,119.55,103.0,116.21,True
test,4,193,monte:val_niveljusante:change1,1.1299999999999955,-3.5900000000000034,2.719999999999999,False
test,4,194,monte:val_niveljusante:slope3,1.2233333333333338,-1.1600000000000013,0.9866666666666646,True
test,4,195,monte:val_niveljusante:slope6,1.0650000000000002,-0.5499999999999995,0.7550000000000002,True
test,4,196,castro:val_nivelmontante:level,246.96,236.97,243.94,True
test,4,197,castro:val_nivelmontante:change1,-0.19999999999998863,-0.1599999999999966,0.25,True
test,4,198,castro:val_nivelmontante:slope3,0.26333333333334014,-0.12000000000000455,0.23999999999999963,True
test,4,199,castro:val_nivelmontante:slope6,0.5133333333333354,-0.1066666666666644,0.21999999999999886,True
test,4,200,castro:val_niveljusante:level,159.36,145.36,155.15,True
test,4,201,castro:val_niveljusante:change1,0.7200000000000273,-2.0600000000000023,2.700000000000017,False
test,4,202,castro:val_niveljusante:slope3,1.0600000000000023,-0.6400000000000053,0.8900000000000053,True
test,4,203,castro:val_niveljusante:slope6,0.9633333333333335,-0.30666666666666725,0.47499999999999903,True
validation,5,180,julho:val_nivelmontante:level,107.95,97.42,107.66,True
validation,5,181,julho:val_nivelmontante:change1,0.1599999999999966,-0.21999999999999886,0.29999999999999716,False
validation,5,182,julho:val_nivelmontante:slope3,0.18000000000000208,-0.173333333333332,0.28333333333333144,False
validation,5,183,julho:val_nivelmontante:slope6,0.29333333333333417,-0.15500000000000114,0.21999999999999886,True
validation,5,184,julho:val_niveljusante:level,82.1,68.11,80.11,True
validation,5,185,julho:val_niveljusante:change1,0.9499999999999886,-1.7199999999999989,2.0600000000000023,False
validation,5,186,julho:val_niveljusante:slope3,1.0799999999999983,-0.7600000000000003,0.8333333333333334,True
validation,5,187,julho:val_niveljusante:slope6,0.8316666666666658,-16.67,0.6883333333333349,True
validation,5,188,monte:val_nivelmontante:level,153.94,147.0,152.44,True
validation,5,189,monte:val_nivelmontante:change1,0.38999999999998636,-0.9799999999999898,1.0600000000000023,False
validation,5,190,monte:val_nivelmontante:slope3,0.5866666666666637,-0.3299999999999936,0.37333333333333485,True
validation,5,191,monte:val_nivelmontante:slope6,0.4066666666666663,-0.19833333333333295,0.30666666666666725,True
validation,5,192,monte:val_niveljusante:level,119.55,105.0,116.21,True
validation,5,193,monte:val_niveljusante:change1,1.1299999999999955,-3.1000000000000085,2.4000000000000057,False
validation,5,194,monte:val_niveljusante:slope3,1.2233333333333338,-1.0266666666666662,0.8633333333333345,True
validation,5,195,monte:val_niveljusante:slope6,1.0650000000000002,-0.5133333333333331,0.7550000000000002,True
validation,5,196,castro:val_nivelmontante:level,246.96,239.0,243.94,True
validation,5,197,castro:val_nivelmontante:change1,-0.19999999999998863,-0.1599999999999966,0.25,True
validation,5,198,castro:val_nivelmontante:slope3,0.26333333333334014,-0.12000000000000455,0.23999999999999963,True
validation,5,199,castro:val_nivelmontante:slope6,0.5133333333333354,-0.1066666666666644,0.21999999999999886,True
validation,5,200,castro:val_niveljusante:level,159.36,145.7,155.15,True
validation,5,201,castro:val_niveljusante:change1,0.7200000000000273,-1.5900000000000034,2.700000000000017,False
validation,5,202,castro:val_niveljusante:slope3,1.0600000000000023,-0.6133333333333345,0.8900000000000053,True
validation,5,203,castro:val_niveljusante:slope6,0.9633333333333335,-0.30666666666666725,0.47499999999999903,True
test,5,180,julho:val_nivelmontante:level,107.95,97.42,107.66,True
test,5,181,julho:val_nivelmontante:change1,0.1599999999999966,-0.23000000000000398,0.46999999999999886,False
test,5,182,julho:val_nivelmontante:slope3,0.18000000000000208,-0.173333333333332,0.37666666666666515,False
test,5,183,julho:val_nivelmontante:slope6,0.29333333333333417,-0.15500000000000114,0.30666666666666725,False
test,5,184,julho:val_niveljusante:level,82.1,66.75,80.11,True
test,5,185,julho:val_niveljusante:change1,0.9499999999999886,-2.3000000000000114,3.0,False
test,5,186,julho:val_niveljusante:slope3,1.0799999999999983,-1.0899999999999987,0.8333333333333334,True
test,5,187,julho:val_niveljusante:slope6,0.8316666666666658,-16.67,0.6883333333333349,True
test,5,188,monte:val_nivelmontante:level,153.94,146.8,152.44,True
test,5,189,monte:val_nivelmontante:change1,0.38999999999998636,-0.9799999999999898,1.0600000000000023,False
test,5,190,monte:val_nivelmontante:slope3,0.5866666666666637,-0.36333333333333445,0.483333333333339,True
test,5,191,monte:val_nivelmontante:slope6,0.4066666666666663,-0.2266666666666642,0.3399999999999987,True
test,5,192,monte:val_niveljusante:level,119.55,103.0,116.21,True
test,5,193,monte:val_niveljusante:change1,1.1299999999999955,-3.5900000000000034,2.719999999999999,False
test,5,194,monte:val_niveljusante:slope3,1.2233333333333338,-1.1600000000000013,0.9866666666666646,True
test,5,195,monte:val_niveljusante:slope6,1.0650000000000002,-0.5499999999999995,0.7550000000000002,True
test,5,196,castro:val_nivelmontante:level,246.96,236.97,243.94,True
test,5,197,castro:val_nivelmontante:change1,-0.19999999999998863,-0.1599999999999966,0.25,True
test,5,198,castro:val_nivelmontante:slope3,0.26333333333334014,-0.12000000000000455,0.23999999999999963,True
test,5,199,castro:val_nivelmontante:slope6,0.5133333333333354,-0.1066666666666644,0.21999999999999886,True
test,5,200,castro:val_niveljusante:level,159.36,145.36,155.15,True
test,5,201,castro:val_niveljusante:change1,0.7200000000000273,-2.0600000000000023,2.700000000000017,False
test,5,202,castro:val_niveljusante:slope3,1.0600000000000023,-0.6400000000000053,0.8900000000000053,True
test,5,203,castro:val_niveljusante:slope6,0.9633333333333335,-0.30666666666666725,0.47499999999999903,True
validation,6,180,julho:val_nivelmontante:level,107.95,97.42,107.66,True
validation,6,181,julho:val_nivelmontante:change1,0.1599999999999966,-0.21999999999999886,0.29999999999999716,False
validation,6,182,julho:val_nivelmontante:slope3,0.18000000000000208,-0.173333333333332,0.28333333333333144,False
validation,6,183,julho:val_nivelmontante:slope6,0.29333333333333417,-0.15500000000000114,0.21999999999999886,True
validation,6,184,julho:val_niveljusante:level,82.1,68.11,80.11,True
validation,6,185,julho:val_niveljusante:change1,0.9499999999999886,-1.7199999999999989,2.0600000000000023,False
validation,6,186,julho:val_niveljusante:slope3,1.0799999999999983,-0.7600000000000003,0.8333333333333334,True
validation,6,187,julho:val_niveljusante:slope6,0.8316666666666658,-16.67,0.6883333333333349,True
validation,6,188,monte:val_nivelmontante:level,153.94,147.0,152.44,True
validation,6,189,monte:val_nivelmontante:change1,0.38999999999998636,-0.9799999999999898,1.0600000000000023,False
validation,6,190,monte:val_nivelmontante:slope3,0.5866666666666637,-0.3299999999999936,0.37333333333333485,True
validation,6,191,monte:val_nivelmontante:slope6,0.4066666666666663,-0.19833333333333295,0.30666666666666725,True
validation,6,192,monte:val_niveljusante:level,119.55,105.0,116.21,True
validation,6,193,monte:val_niveljusante:change1,1.1299999999999955,-3.1000000000000085,1.5400000000000063,False
validation,6,194,monte:val_niveljusante:slope3,1.2233333333333338,-1.0266666666666662,0.8633333333333345,True
validation,6,195,monte:val_niveljusante:slope6,1.0650000000000002,-0.5133333333333331,0.7550000000000002,True
validation,6,196,castro:val_nivelmontante:level,246.96,239.0,243.94,True
validation,6,197,castro:val_nivelmontante:change1,-0.19999999999998863,-0.1599999999999966,0.25,True
validation,6,198,castro:val_nivelmontante:slope3,0.26333333333334014,-0.12000000000000455,0.23999999999999963,True
validation,6,199,castro:val_nivelmontante:slope6,0.5133333333333354,-0.1066666666666644,0.21999999999999886,True
validation,6,200,castro:val_niveljusante:level,159.36,145.7,155.15,True
validation,6,201,castro:val_niveljusante:change1,0.7200000000000273,-1.5900000000000034,2.700000000000017,False
validation,6,202,castro:val_niveljusante:slope3,1.0600000000000023,-0.6133333333333345,0.8900000000000053,True
validation,6,203,castro:val_niveljusante:slope6,0.9633333333333335,-0.30666666666666725,0.47499999999999903,True
test,6,180,julho:val_nivelmontante:level,107.95,97.42,107.66,True
test,6,181,julho:val_nivelmontante:change1,0.1599999999999966,-0.23000000000000398,0.46999999999999886,False
test,6,182,julho:val_nivelmontante:slope3,0.18000000000000208,-0.173333333333332,0.37666666666666515,False
test,6,183,julho:val_nivelmontante:slope6,0.29333333333333417,-0.15500000000000114,0.30666666666666725,False
test,6,184,julho:val_niveljusante:level,82.1,66.75,80.11,True
test,6,185,julho:val_niveljusante:change1,0.9499999999999886,-2.3000000000000114,3.0,False
test,6,186,julho:val_niveljusante:slope3,1.0799999999999983,-1.0899999999999987,0.8333333333333334,True
test,6,187,julho:val_niveljusante:slope6,0.8316666666666658,-16.67,0.6883333333333349,True
test,6,188,monte:val_nivelmontante:level,153.94,146.8,152.44,True
test,6,189,monte:val_nivelmontante:change1,0.38999999999998636,-0.9799999999999898,1.0600000000000023,False
test,6,190,monte:val_nivelmontante:slope3,0.5866666666666637,-0.36333333333333445,0.483333333333339,True
test,6,191,monte:val_nivelmontante:slope6,0.4066666666666663,-0.2266666666666642,0.3399999999999987,True
test,6,192,monte:val_niveljusante:level,119.55,103.0,116.21,True
test,6,193,monte:val_niveljusante:change1,1.1299999999999955,-3.5900000000000034,2.719999999999999,False
test,6,194,monte:val_niveljusante:slope3,1.2233333333333338,-1.1600000000000013,0.9866666666666646,True
test,6,195,monte:val_niveljusante:slope6,1.0650000000000002,-0.5499999999999995,0.7550000000000002,True
test,6,196,castro:val_nivelmontante:level,246.96,236.97,243.94,True
test,6,197,castro:val_nivelmontante:change1,-0.19999999999998863,-0.1599999999999966,0.25,True
test,6,198,castro:val_nivelmontante:slope3,0.26333333333334014,-0.12000000000000455,0.23999999999999963,True
test,6,199,castro:val_nivelmontante:slope6,0.5133333333333354,-0.1066666666666644,0.21999999999999886,True
test,6,200,castro:val_niveljusante:level,159.36,145.36,155.15,True
test,6,201,castro:val_niveljusante:change1,0.7200000000000273,-2.0600000000000023,2.700000000000017,False
test,6,202,castro:val_niveljusante:slope3,1.0600000000000023,-0.6400000000000053,0.8900000000000053,True
test,6,203,castro:val_niveljusante:slope6,0.9633333333333335,-0.30666666666666725,0.47499999999999903,True
validation,7,180,julho:val_nivelmontante:level,107.95,97.42,107.66,True
validation,7,181,julho:val_nivelmontante:change1,0.1599999999999966,-0.21999999999999886,0.29999999999999716,False
validation,7,182,julho:val_nivelmontante:slope3,0.18000000000000208,-0.173333333333332,0.28333333333333144,False
validation,7,183,julho:val_nivelmontante:slope6,0.29333333333333417,-0.15500000000000114,0.21999999999999886,True
validation,7,184,julho:val_niveljusante:level,82.1,68.11,80.11,True
validation,7,185,julho:val_niveljusante:change1,0.9499999999999886,-1.7199999999999989,2.0600000000000023,False
validation,7,186,julho:val_niveljusante:slope3,1.0799999999999983,-0.7600000000000003,0.8333333333333334,True
validation,7,187,julho:val_niveljusante:slope6,0.8316666666666658,-16.67,0.6883333333333349,True
validation,7,188,monte:val_nivelmontante:level,153.94,147.0,152.44,True
validation,7,189,monte:val_nivelmontante:change1,0.38999999999998636,-0.9799999999999898,1.0600000000000023,False
