phase,profile,horizon_h,family,rank,origin,target_time,base_m,actual_m,predicted_m,error_m,dH1_m_per_nominal_hour,known_trend,future_response,target_response_m,training_response_min_m,training_response_max_m
test,A,11,age_mixed_candidate,5,2026-07-21T21:00:00-03:00,2026-07-22T08:00:00-03:00,5.02,17.16,10.781383867823255,-6.378616132176745,1.1299999999999994,rising,rising,12.14,-3.0600000000000005,7.87
test,A,12,profile_A_control,1,2026-07-21T16:00:00-03:00,2026-07-22T04:00:00-03:00,3.27,14.49,6.914785866362886,-7.575214133637115,-0.14000000000000012,falling,rising,11.22,-3.26,8.09
test,A,12,profile_A_control,2,2026-07-21T13:00:00-03:00,2026-07-22T01:00:00-03:00,3.59,11.99,4.706755279598099,-7.2832447204019015,0.029999999999999805,stable,rising,8.4,-3.26,8.09
test,A,12,profile_A_control,3,2026-07-21T20:00:00-03:00,2026-07-22T08:00:00-03:00,3.89,17.16,10.630120977432478,-6.529879022567522,0.4700000000000002,rising,rising,13.27,-3.26,8.09
test,A,12,profile_A_control,4,2026-07-21T19:00:00-03:00,2026-07-22T07:00:00-03:00,3.42,16.5,10.030804128047656,-6.469195871952344,0.16999999999999993,rising,rising,13.08,-3.26,8.09
test,A,12,profile_A_control,5,2026-07-21T14:00:00-03:00,2026-07-22T02:00:00-03:00,3.54,12.97,6.556854704657672,-6.4131452953423285,-0.04999999999999982,stable,rising,9.43,-3.26,8.09
test,A,12,profile_B_control,1,2026-07-21T16:00:00-03:00,2026-07-22T04:00:00-03:00,3.27,14.49,7.386645898991604,-7.103354101008396,-0.14000000000000012,falling,rising,11.22,-3.3100000000000005,8.18
test,A,12,profile_B_control,2,2026-07-21T13:00:00-03:00,2026-07-22T01:00:00-03:00,3.59,11.99,5.059517791526831,-6.930482208473169,0.029999999999999805,stable,rising,8.4,-3.3100000000000005,8.18
test,A,12,profile_B_control,3,2026-07-21T20:00:00-03:00,2026-07-22T08:00:00-03:00,3.89,17.16,10.394216077692732,-6.765783922307268,0.4700000000000002,rising,rising,13.27,-3.3100000000000005,8.18
test,A,12,profile_B_control,4,2026-07-21T19:00:00-03:00,2026-07-22T07:00:00-03:00,3.42,16.5,9.860141141950974,-6.639858858049026,0.16999999999999993,rising,rising,13.08,-3.3100000000000005,8.18
test,A,12,profile_B_control,5,2026-07-21T18:00:00-03:00,2026-07-22T06:00:00-03:00,3.25,15.81,9.475606773780884,-6.334393226219117,0.040000000000000036,stable,rising,12.56,-3.3100000000000005,8.18
test,A,12,mixed_profile_candidate,1,2026-07-21T16:00:00-03:00,2026-07-22T04:00:00-03:00,3.27,14.49,6.697199660478195,-7.792800339521805,-0.14000000000000012,falling,rising,11.22,-3.290000000000001,8.18
test,A,12,mixed_profile_candidate,2,2026-07-21T20:00:00-03:00,2026-07-22T08:00:00-03:00,3.89,17.16,10.339178564795022,-6.820821435204978,0.4700000000000002,rising,rising,13.27,-3.290000000000001,8.18
test,A,12,mixed_profile_candidate,3,2026-07-21T19:00:00-03:00,2026-07-22T07:00:00-03:00,3.42,16.5,9.691765201200365,-6.808234798799635,0.16999999999999993,rising,rising,13.08,-3.290000000000001,8.18
test,A,12,mixed_profile_candidate,4,2026-07-21T13:00:00-03:00,2026-07-22T01:00:00-03:00,3.59,11.99,5.232695808377468,-6.7573041916225325,0.029999999999999805,stable,rising,8.4,-3.290000000000001,8.18
test,A,12,mixed_profile_candidate,5,2026-07-21T18:00:00-03:00,2026-07-22T06:00:00-03:00,3.25,15.81,9.20229723613001,-6.607702763869991,0.040000000000000036,stable,rising,12.56,-3.290000000000001,8.18
test,A,12,age_mixed_candidate,1,2026-07-21T16:00:00-03:00,2026-07-22T04:00:00-03:00,3.27,14.49,6.697199660478195,-7.792800339521805,-0.14000000000000012,falling,rising,11.22,-3.290000000000001,8.18
test,A,12,age_mixed_candidate,2,2026-07-21T20:00:00-03:00,2026-07-22T08:00:00-03:00,3.89,17.16,10.339178564795022,-6.820821435204978,0.4700000000000002,rising,rising,13.27,-3.290000000000001,8.18
test,A,12,age_mixed_candidate,3,2026-07-21T19:00:00-03:00,2026-07-22T07:00:00-03:00,3.42,16.5,9.691765201200365,-6.808234798799635,0.16999999999999993,rising,rising,13.08,-3.290000000000001,8.18
test,A,12,age_mixed_candidate,4,2026-07-21T13:00:00-03:00,2026-07-22T01:00:00-03:00,3.59,11.99,5.232695808377468,-6.7573041916225325,0.029999999999999805,stable,rising,8.4,-3.290000000000001,8.18
test,A,12,age_mixed_candidate,5,2026-07-21T18:00:00-03:00,2026-07-22T06:00:00-03:00,3.25,15.81,9.20229723613001,-6.607702763869991,0.040000000000000036,stable,rising,12.56,-3.290000000000001,8.18
test,B,1,profile_A_control,1,2026-07-21T21:00:00-03:00,2026-07-21T22:00:00-03:00,4.64,7.38,5.702224012554156,-1.6777759874458438,0.9099999999999997,rising,rising,2.74,-0.4800000000000004,1.2400000000000002
test,B,1,profile_A_control,2,2026-07-21T22:00:00-03:00,2026-07-21T23:00:00-03:00,6.52,9.21,7.581707973764279,-1.6282920262357221,1.88,rising,rising,2.6900000000000013,-0.4800000000000004,1.2400000000000002
test,B,1,profile_A_control,3,2026-07-21T23:00:00-03:00,2026-07-22T00:00:00-03:00,8.3,10.77,9.36792989745113,-1.402070102548869,1.7800000000000011,rising,rising,2.469999999999999,-0.4800000000000004,1.2400000000000002
test,B,1,profile_A_control,4,2026-07-22T00:00:00-03:00,2026-07-22T01:00:00-03:00,10.05,11.99,11.11792989745113,-0.8720701025488697,1.75,rising,rising,1.9399999999999995,-0.4800000000000004,1.2400000000000002
test,B,1,profile_A_control,5,2026-07-21T20:00:00-03:00,2026-07-21T21:00:00-03:00,3.73,5.4,4.531376496275228,-0.8686235037247725,0.3700000000000001,rising,rising,1.6700000000000004,-0.4800000000000004,1.2400000000000002
test,B,1,profile_B_control,1,2026-07-21T21:00:00-03:00,2026-07-21T22:00:00-03:00,4.64,7.38,5.8699435128676924,-1.5100564871323074,0.9099999999999997,rising,rising,2.74,-0.5800000000000001,1.4800000000000004
test,B,1,profile_B_control,2,2026-07-21T22:00:00-03:00,2026-07-21T23:00:00-03:00,6.52,9.21,7.744987371510431,-1.4650126284895695,1.88,rising,rising,2.6900000000000013,-0.5800000000000001,1.4800000000000004
test,B,1,profile_B_control,3,2026-07-21T23:00:00-03:00,2026-07-22T00:00:00-03:00,8.3,10.77,9.540769469075862,-1.2292305309241378,1.7800000000000011,rising,rising,2.469999999999999,-0.5800000000000001,1.4800000000000004
test,B,1,profile_B_control,4,2026-07-22T00:00:00-03:00,2026-07-22T01:00:00-03:00,10.05,11.99,11.283615743762914,-0.7063842562370866,1.75,rising,rising,1.9399999999999995,-0.5800000000000001,1.4800000000000004
test,B,1,profile_B_control,5,2026-07-22T14:00:00-03:00,2026-07-22T15:00:00-03:00,19.29,19.86,19.297255526628962,-0.562744473371037,0.14999999999999858,rising,rising,0.5700000000000003,-0.5800000000000001,1.4800000000000004
test,B,1,mixed_profile_candidate,1,2026-07-21T21:00:00-03:00,2026-07-21T22:00:00-03:00,4.64,7.38,5.864177455271308,-1.5158225447286915,0.9099999999999997,rising,rising,2.74,-0.5500000000000007,1.3800000000000008
test,B,1,mixed_profile_candidate,2,2026-07-21T22:00:00-03:00,2026-07-21T23:00:00-03:00,6.52,9.21,7.74650852785641,-1.4634914721435912,1.88,rising,rising,2.6900000000000013,-0.5500000000000007,1.3800000000000008
test,B,1,mixed_profile_candidate,3,2026-07-21T23:00:00-03:00,2026-07-22T00:00:00-03:00,8.3,10.77,9.52650852785641,-1.2434914721435888,1.7800000000000011,rising,rising,2.469999999999999,-0.5500000000000007,1.3800000000000008
test,B,1,mixed_profile_candidate,4,2026-07-22T00:00:00-03:00,2026-07-22T01:00:00-03:00,10.05,11.99,11.278456224341433,-0.7115437756585674,1.75,rising,rising,1.9399999999999995,-0.5500000000000007,1.3800000000000008
test,B,1,mixed_profile_candidate,5,2026-08-24T22:00:00-03:00,2026-08-24T23:00:00-03:00,1.98,2.77,2.1916665769556953,-0.5783334230443047,0.020000000000000018,stable,rising,0.79,-0.5500000000000007,1.3800000000000008
test,B,1,age_mixed_candidate,1,2026-07-21T21:00:00-03:00,2026-07-21T22:00:00-03:00,4.64,7.38,5.870560832230421,-1.509439167769579,0.9099999999999997,rising,rising,2.74,-0.5500000000000007,1.3800000000000008
test,B,1,age_mixed_candidate,2,2026-07-21T22:00:00-03:00,2026-07-21T23:00:00-03:00,6.52,9.21,7.745501621197857,-1.4644983788021442,1.88,rising,rising,2.6900000000000013,-0.5500000000000007,1.3800000000000008
test,B,1,age_mixed_candidate,3,2026-07-21T23:00:00-03:00,2026-07-22T00:00:00-03:00,8.3,10.77,9.529533844370611,-1.2404661556293881,1.7800000000000011,rising,rising,2.469999999999999,-0.5500000000000007,1.3800000000000008
test,B,1,age_mixed_candidate,4,2026-07-22T00:00:00-03:00,2026-07-22T01:00:00-03:00,10.05,11.99,11.28511028364333,-0.7048897163566696,1.75,rising,rising,1.9399999999999995,-0.5500000000000007,1.3800000000000008
test,B,1,age_mixed_candidate,5,2026-08-24T22:00:00-03:00,2026-08-24T23:00:00-03:00,1.98,2.77,2.192362742362549,-0.5776372576374511,0.020000000000000018,stable,rising,0.79,-0.5500000000000007,1.3800000000000008
test,B,2,profile_A_control,1,2026-07-21T21:00:00-03:00,2026-07-21T23:00:00-03:00,4.64,9.21,6.399013093645749,-2.810986906354252,0.9099999999999997,rising,rising,4.570000000000001,-0.8500000000000005,2.09
test,B,2,profile_A_control,2,2026-07-21T22:00:00-03:00,2026-07-22T00:00:00-03:00,6.52,10.77,8.279709077542545,-2.4902909224574543,1.88,rising,rising,4.25,-0.8500000000000005,2.09
test,B,2,profile_A_control,3,2026-07-21T20:00:00-03:00,2026-07-21T22:00:00-03:00,3.73,7.38,5.236734354691407,-2.1432656453085928,0.3700000000000001,rising,rising,3.65,-0.8500000000000005,2.09
test,B,2,profile_A_control,4,2026-07-21T23:00:00-03:00,2026-07-22T01:00:00-03:00,8.3,11.99,10.061568107614502,-1.9284318923854986,1.7800000000000011,rising,rising,3.6899999999999995,-0.8500000000000005,2.09
test,B,2,profile_A_control,5,2026-07-21T19:00:00-03:00,2026-07-21T21:00:00-03:00,3.36,5.4,4.061004321959918,-1.3389956780400825,0.1299999999999999,rising,rising,2.0400000000000005,-0.8500000000000005,2.09
test,B,2,profile_B_control,1,2026-07-21T21:00:00-03:00,2026-07-21T23:00:00-03:00,4.64,9.21,6.488564426595774,-2.721435573404227,0.9099999999999997,rising,rising,4.570000000000001,-0.9200000000000008,2.3000000000000007
test,B,2,profile_B_control,2,2026-07-21T22:00:00-03:00,2026-07-22T00:00:00-03:00,6.52,10.77,8.36413375503685,-2.40586624496315,1.88,rising,rising,4.25,-0.9200000000000008,2.3000000000000007
test,B,2,profile_B_control,3,2026-07-21T23:00:00-03:00,2026-07-22T01:00:00-03:00,8.3,11.99,10.174695398028943,-1.8153046019710573,1.7800000000000011,rising,rising,3.6899999999999995,-0.9200000000000008,2.3000000000000007
test,B,2,profile_B_control,4,2026-07-21T20:00:00-03:00,2026-07-21T22:00:00-03:00,3.73,7.38,5.652236468311011,-1.7277635316889892,0.3700000000000001,rising,rising,3.65,-0.9200000000000008,2.3000000000000007
test,B,2,profile_B_control,5,2026-07-22T00:00:00-03:00,2026-07-22T02:00:00-03:00,10.05,12.97,11.873945620791606,-1.096054379208395,1.75,rising,rising,2.92,-0.9200000000000008,2.3000000000000007
test,B,2,mixed_profile_candidate,1,2026-07-21T21:00:00-03:00,2026-07-21T23:00:00-03:00,4.64,9.21,6.486535449846049,-2.7234645501539516,0.9099999999999997,rising,rising,4.570000000000001,-0.9200000000000008,2.3000000000000007
test,B,2,mixed_profile_candidate,2,2026-07-21T22:00:00-03:00,2026-07-22T00:00:00-03:00,6.52,10.77,8.354652247446968,-2.415347752553032,1.88,rising,rising,4.25,-0.9200000000000008,2.3000000000000007
test,B,2,mixed_profile_candidate,3,2026-07-21T23:00:00-03:00,2026-07-22T01:00:00-03:00,8.3,11.99,10.145282206415073,-1.8447177935849268,1.7800000000000011,rising,rising,3.6899999999999995,-0.9200000000000008,2.3000000000000007
test,B,2,mixed_profile_candidate,4,2026-07-21T20:00:00-03:00,2026-07-21T22:00:00-03:00,3.73,7.38,5.569582735620243,-1.8104172643797565,0.3700000000000001,rising,rising,3.65,-0.9200000000000008,2.3000000000000007
test,B,2,mixed_profile_candidate,5,2026-07-22T00:00:00-03:00,2026-07-22T02:00:00-03:00,10.05,12.97,11.844510155460384,-1.1254898445396169,1.75,rising,rising,2.92,-0.9200000000000008,2.3000000000000007
test,B,2,age_mixed_candidate,1,2026-07-21T21:00:00-03:00,2026-07-21T23:00:00-03:00,4.64,9.21,6.50164068403673,-2.7083593159632713,0.9099999999999997,rising,rising,4.570000000000001,-0.9200000000000008,2.3000000000000007
test,B,2,age_mixed_candidate,2,2026-07-21T22:00:00-03:00,2026-07-22T00:00:00-03:00,6.52,10.77,8.372621177019198,-2.3973788229808015,1.88,rising,rising,4.25,-0.9200000000000008,2.3000000000000007
test,B,2,age_mixed_candidate,3,2026-07-21T23:00:00-03:00,2026-07-22T01:00:00-03:00,8.3,11.99,10.156473994069135,-1.8335260059308656,1.7800000000000011,rising,rising,3.6899999999999995,-0.9200000000000008,2.3000000000000007
test,B,2,age_mixed_candidate,4,2026-07-21T20:00:00-03:00,2026-07-21T22:00:00-03:00,3.73,7.38,5.57843101459395,-1.8015689854060497,0.3700000000000001,rising,rising,3.65,-0.9200000000000008,2.3000000000000007
test,B,2,age_mixed_candidate,5,2026-07-22T00:00:00-03:00,2026-07-22T02:00:00-03:00,10.05,12.97,11.863180290418867,-1.1068197095811332,1.75,rising,rising,2.92,-0.9200000000000008,2.3000000000000007
test,B,3,profile_A_control,1,2026-07-21T21:00:00-03:00,2026-07-22T00:00:00-03:00,4.64,10.77,6.539702160783495,-4.2302978392165045,0.9099999999999997,rising,rising,6.13,-1.1000000000000005,3.0200000000000005
test,B,3,profile_A_control,2,2026-07-21T20:00:00-03:00,2026-07-21T23:00:00-03:00,3.73,9.21,5.629412054645998,-3.5805879453540026,0.3700000000000001,rising,rising,5.48,-1.1000000000000005,3.0200000000000005
test,B,3,profile_A_control,3,2026-07-21T22:00:00-03:00,2026-07-22T01:00:00-03:00,6.52,11.99,8.41536267927495,-3.574637320725051,1.88,rising,rising,5.470000000000001,-1.1000000000000005,3.0200000000000005
test,B,3,profile_A_control,4,2026-07-21T23:00:00-03:00,2026-07-22T02:00:00-03:00,8.3,12.97,10.203271549851118,-2.7667284501488822,1.7800000000000011,rising,rising,4.67,-1.1000000000000005,3.0200000000000005
test,B,3,profile_A_control,5,2026-07-21T19:00:00-03:00,2026-07-21T22:00:00-03:00,3.36,7.38,4.673088558322711,-2.7069114416772893,0.1299999999999999,rising,rising,4.02,-1.1000000000000005,3.0200000000000005
test,B,3,profile_B_control,1,2026-07-21T21:00:00-03:00,2026-07-22T00:00:00-03:00,4.64,10.77,6.798530007292172,-3.971469992707828,0.9099999999999997,rising,rising,6.13,-1.1700000000000008,3.25
test,B,3,profile_B_control,2,2026-07-21T20:00:00-03:00,2026-07-21T23:00:00-03:00,3.73,9.21,5.884998140219638,-3.325001859780363,0.3700000000000001,rising,rising,5.48,-1.1700000000000008,3.25
test,B,3,profile_B_control,3,2026-07-21T22:00:00-03:00,2026-07-22T01:00:00-03:00,6.52,11.99,8.673821563758914,-3.3161784362410867,1.88,rising,rising,5.470000000000001,-1.1700000000000008,3.25
test,B,3,profile_B_control,4,2026-07-21T23:00:00-03:00,2026-07-22T02:00:00-03:00,8.3,12.97,10.434408170613136,-2.535591829386865,1.7800000000000011,rising,rising,4.67,-1.1700000000000008,3.25
test,B,3,profile_B_control,5,2026-07-21T19:00:00-03:00,2026-07-21T22:00:00-03:00,3.36,7.38,5.259971234311632,-2.1200287656883683,0.1299999999999999,rising,rising,4.02,-1.1700000000000008,3.25
test,B,3,mixed_profile_candidate,1,2026-07-21T21:00:00-03:00,2026-07-22T00:00:00-03:00,4.64,10.77,6.849255614657995,-3.9207443853420045,0.9099999999999997,rising,rising,6.13,-1.1700000000000008,3.1400000000000006
test,B,3,mixed_profile_candidate,2,2026-07-21T20:00:00-03:00,2026-07-21T23:00:00-03:00,3.73,9.21,5.916855485830942,-3.293144514169059,0.3700000000000001,rising,rising,5.48,-1.1700000000000008,3.1400000000000006
test,B,3,mixed_profile_candidate,3,2026-07-21T22:00:00-03:00,2026-07-22T01:00:00-03:00,6.52,11.99,8.739248028945187,-3.2507519710548127,1.88,rising,rising,5.470000000000001,-1.1700000000000008,3.1400000000000006
test,B,3,mixed_profile_candidate,4,2026-07-21T23:00:00-03:00,2026-07-22T02:00:00-03:00,8.3,12.97,10.455760752016621,-2.5142392479833795,1.7800000000000011,rising,rising,4.67,-1.1700000000000008,3.1400000000000006
test,B,3,mixed_profile_candidate,5,2026-07-21T19:00:00-03:00,2026-07-21T22:00:00-03:00,3.36,7.38,5.183862277503624,-2.196137722496376,0.1299999999999999,rising,rising,4.02,-1.1700000000000008,3.1400000000000006
test,B,3,age_mixed_candidate,1,2026-07-21T21:00:00-03:00,2026-07-22T00:00:00-03:00,4.64,10.77,6.706278636829815,-4.063721363170185,0.9099999999999997,rising,rising,6.13,-1.1700000000000008,3.1400000000000006
test,B,3,age_mixed_candidate,2,2026-07-21T22:00:00-03:00,2026-07-22T01:00:00-03:00,6.52,11.99,8.582631723957773,-3.4073682760422273,1.88,rising,rising,5.470000000000001,-1.1700000000000008,3.1400000000000006
test,B,3,age_mixed_candidate,3,2026-07-21T20:00:00-03:00,2026-07-21T23:00:00-03:00,3.73,9.21,5.838496267231132,-3.3715037327688693,0.3700000000000001,rising,rising,5.48,-1.1700000000000008,3.1400000000000006
test,B,3,age_mixed_candidate,4,2026-07-21T23:00:00-03:00,2026-07-22T02:00:00-03:00,8.3,12.97,10.371471022191841,-2.5985289778081597,1.7800000000000011,rising,rising,4.67,-1.1700000000000008,3.1400000000000006
test,B,3,age_mixed_candidate,5,2026-07-21T19:00:00-03:00,2026-07-21T22:00:00-03:00,3.36,7.38,5.194812828172798,-2.1851871718272022,0.1299999999999999,rising,rising,4.02,-1.1700000000000008,3.1400000000000006
test,B,4,profile_A_control,1,2026-07-21T21:00:00-03:00,2026-07-22T01:00:00-03:00,4.64,11.99,7.035318770593024,-4.954681229406976,0.9099999999999997,rising,rising,7.3500000000000005,-1.3499999999999996,3.8600000000000003
test,B,4,profile_A_control,2,2026-07-21T20:00:00-03:00,2026-07-22T00:00:00-03:00,3.73,10.77,6.105648707405219,-4.66435129259478,0.3700000000000001,rising,rising,7.039999999999999,-1.3499999999999996,3.8600000000000003
test,B,4,profile_A_control,3,2026-07-21T22:00:00-03:00,2026-07-22T02:00:00-03:00,6.52,12.97,8.913530561117764,-4.056469438882237,1.88,rising,rising,6.450000000000001,-1.3499999999999996,3.8600000000000003
test,B,4,profile_A_control,4,2026-07-21T19:00:00-03:00,2026-07-21T23:00:00-03:00,3.36,9.21,5.515061162966575,-3.694938837033426,0.1299999999999999,rising,rising,5.850000000000001,-1.3499999999999996,3.8600000000000003
test,B,4,profile_A_control,5,2026-07-21T23:00:00-03:00,2026-07-22T03:00:00-03:00,8.3,13.77,10.710616242659395,-3.059383757340605,1.7800000000000011,rising,rising,5.469999999999999,-1.3499999999999996,3.8600000000000003
test,B,4,profile_B_control,1,2026-07-21T21:00:00-03:00,2026-07-22T01:00:00-03:00,4.64,11.99,6.87205115283739,-5.1179488471626104,0.9099999999999997,rising,rising,7.3500000000000005,-1.3900000000000006,4.09
test,B,4,profile_B_control,2,2026-07-21T20:00:00-03:00,2026-07-22T00:00:00-03:00,3.73,10.77,5.981698112182002,-4.7883018878179975,0.3700000000000001,rising,rising,7.039999999999999,-1.3900000000000006,4.09
test,B,4,profile_B_control,3,2026-07-21T22:00:00-03:00,2026-07-22T02:00:00-03:00,6.52,12.97,8.729280830227491,-4.240719169772509,1.88,rising,rising,6.450000000000001,-1.3900000000000006,4.09
test,B,4,profile_B_control,4,2026-07-21T19:00:00-03:00,2026-07-21T23:00:00-03:00,3.36,9.21,5.545942670273533,-3.664057329726468,0.1299999999999999,rising,rising,5.850000000000001,-1.3900000000000006,4.09
test,B,4,profile_B_control,5,2026-07-21T23:00:00-03:00,2026-07-22T03:00:00-03:00,8.3,13.77,10.544264330589069,-3.2257356694109305,1.7800000000000011,rising,rising,5.469999999999999,-1.3900000000000006,4.09
test,B,4,mixed_profile_candidate,1,2026-07-21T21:00:00-03:00,2026-07-22T01:00:00-03:00,4.64,11.99,6.911408766452563,-5.078591233547437,0.9099999999999997,rising,rising,7.3500000000000005,-1.3499999999999996,4.0200000000000005
test,B,4,mixed_profile_candidate,2,2026-07-21T20:00:00-03:00,2026-07-22T00:00:00-03:00,3.73,10.77,6.006915904392049,-4.763084095607951,0.3700000000000001,rising,rising,7.039999999999999,-1.3499999999999996,4.0200000000000005
test,B,4,mixed_profile_candidate,3,2026-07-21T22:00:00-03:00,2026-07-22T02:00:00-03:00,6.52,12.97,8.758020786733628,-4.211979213266373,1.88,rising,rising,6.450000000000001,-1.3499999999999996,4.0200000000000005
test,B,4,mixed_profile_candidate,4,2026-07-21T19:00:00-03:00,2026-07-21T23:00:00-03:00,3.36,9.21,5.503625949368189,-3.706374050631812,0.1299999999999999,rising,rising,5.850000000000001,-1.3499999999999996,4.0200000000000005
test,B,4,mixed_profile_candidate,5,2026-07-21T23:00:00-03:00,2026-07-22T03:00:00-03:00,8.3,13.77,10.55360277511512,-3.2163972248848793,1.7800000000000011,rising,rising,5.469999999999999,-1.3499999999999996,4.0200000000000005
test,B,4,age_mixed_candidate,1,2026-07-21T21:00:00-03:00,2026-07-22T01:00:00-03:00,4.64,11.99,6.7948572756862635,-5.195142724313737,0.9099999999999997,rising,rising,7.3500000000000005,-1.3499999999999996,4.0200000000000005
test,B,4,age_mixed_candidate,2,2026-07-21T20:00:00-03:00,2026-07-22T00:00:00-03:00,3.73,10.77,5.916313080310484,-4.853686919689515,0.3700000000000001,rising,rising,7.039999999999999,-1.3499999999999996,4.0200000000000005
test,B,4,age_mixed_candidate,3,2026-07-21T22:00:00-03:00,2026-07-22T02:00:00-03:00,6.52,12.97,8.642369539929755,-4.327630460070246,1.88,rising,rising,6.450000000000001,-1.3499999999999996,4.0200000000000005
test,B,4,age_mixed_candidate,4,2026-07-21T19:00:00-03:00,2026-07-21T23:00:00-03:00,3.36,9.21,5.506748373835002,-3.703251626164999,0.1299999999999999,rising,rising,5.850000000000001,-1.3499999999999996,4.0200000000000005
test,B,4,age_mixed_candidate,5,2026-07-21T23:00:00-03:00,2026-07-22T03:00:00-03:00,8.3,13.77,10.429468425329324,-3.340531574670676,1.7800000000000011,rising,rising,5.469999999999999,-1.3499999999999996,4.0200000000000005
test,B,5,profile_A_control,1,2026-07-21T21:00:00-03:00,2026-07-22T02:00:00-03:00,4.64,12.97,7.197154937675096,-5.772845062324905,0.9099999999999997,rising,rising,8.330000000000002,-1.5199999999999996,4.6899999999999995
test,B,5,profile_A_control,2,2026-07-21T20:00:00-03:00,2026-07-22T01:00:00-03:00,3.73,11.99,6.26536994438862,-5.72463005561138,0.3700000000000001,rising,rising,8.26,-1.5199999999999996,4.6899999999999995
test,B,5,profile_A_control,3,2026-07-21T19:00:00-03:00,2026-07-22T00:00:00-03:00,3.36,10.77,5.9610075750246025,-4.808992424975397,0.1299999999999999,rising,rising,7.41,-1.5199999999999996,4.6899999999999995
test,B,5,profile_A_control,4,2026-07-21T22:00:00-03:00,2026-07-22T03:00:00-03:00,6.52,13.77,9.07836660179574,-4.69163339820426,1.88,rising,rising,7.25,-1.5199999999999996,4.6899999999999995
test,B,5,profile_A_control,5,2026-07-21T18:00:00-03:00,2026-07-21T23:00:00-03:00,3.23,9.21,5.418868551752333,-3.7911314482476675,0.009999999999999787,stable,rising,5.98,-1.5199999999999996,4.6899999999999995
test,B,5,profile_B_control,1,2026-07-21T20:00:00-03:00,2026-07-22T01:00:00-03:00,3.73,11.99,6.080886559153151,-5.909113440846849,0.3700000000000001,rising,rising,8.26,-1.5500000000000007,4.86
test,B,5,profile_B_control,2,2026-07-21T21:00:00-03:00,2026-07-22T02:00:00-03:00,4.64,12.97,7.154658846625832,-5.815341153374169,0.9099999999999997,rising,rising,8.330000000000002,-1.5500000000000007,4.86
test,B,5,profile_B_control,3,2026-07-21T19:00:00-03:00,2026-07-22T00:00:00-03:00,3.36,10.77,5.796172265690171,-4.973827734309829,0.1299999999999999,rising,rising,7.41,-1.5500000000000007,4.86
test,B,5,profile_B_control,4,2026-07-21T22:00:00-03:00,2026-07-22T03:00:00-03:00,6.52,13.77,9.060493577424445,-4.709506422575554,1.88,rising,rising,7.25,-1.5500000000000007,4.86
test,B,5,profile_B_control,5,2026-07-21T23:00:00-03:00,2026-07-22T04:00:00-03:00,8.3,14.49,10.831745293314492,-3.658254706685508,1.7800000000000011,rising,rising,6.1899999999999995,-1.5500000000000007,4.86
test,B,5,mixed_profile_candidate,1,2026-07-21T20:00:00-03:00,2026-07-22T01:00:00-03:00,3.73,11.99,6.338094375709274,-5.651905624290726,0.3700000000000001,rising,rising,8.26,-1.5500000000000007,4.86
test,B,5,mixed_profile_candidate,2,2026-07-21T21:00:00-03:00,2026-07-22T02:00:00-03:00,4.64,12.97,7.352756002200041,-5.617243997799959,0.9099999999999997,rising,rising,8.330000000000002,-1.5500000000000007,4.86
test,B,5,mixed_profile_candidate,3,2026-07-21T19:00:00-03:00,2026-07-22T00:00:00-03:00,3.36,10.77,5.998891254570529,-4.771108745429471,0.1299999999999999,rising,rising,7.41,-1.5500000000000007,4.86
test,B,5,mixed_profile_candidate,4,2026-07-21T22:00:00-03:00,2026-07-22T03:00:00-03:00,6.52,13.77,9.157208480340644,-4.612791519659355,1.88,rising,rising,7.25,-1.5500000000000007,4.86
test,B,5,mixed_profile_candidate,5,2026-07-21T23:00:00-03:00,2026-07-22T04:00:00-03:00,8.3,14.49,10.888511478992339,-3.6014885210076617,1.7800000000000011,rising,rising,6.1899999999999995,-1.5500000000000007,4.86
test,B,5,age_mixed_candidate,1,2026-07-21T20:00:00-03:00,2026-07-22T01:00:00-03:00,3.73,11.99,6.068323124441823,-5.921676875558177,0.3700000000000001,rising,rising,8.26,-1.5500000000000007,4.86
test,B,5,age_mixed_candidate,2,2026-07-21T21:00:00-03:00,2026-07-22T02:00:00-03:00,4.64,12.97,7.090060476893733,-5.879939523106268,0.9099999999999997,rising,rising,8.330000000000002,-1.5500000000000007,4.86
test,B,5,age_mixed_candidate,3,2026-07-21T19:00:00-03:00,2026-07-22T00:00:00-03:00,3.36,10.77,5.744880544058635,-5.025119455941365,0.1299999999999999,rising,rising,7.41,-1.5500000000000007,4.86
test,B,5,age_mixed_candidate,4,2026-07-21T22:00:00-03:00,2026-07-22T03:00:00-03:00,6.52,13.77,8.953752887265964,-4.816247112734036,1.88,rising,rising,7.25,-1.5500000000000007,4.86
test,B,5,age_mixed_candidate,5,2026-07-21T23:00:00-03:00,2026-07-22T04:00:00-03:00,8.3,14.49,10.690194964485736,-3.7998050355142645,1.7800000000000011,rising,rising,6.1899999999999995,-1.5500000000000007,4.86
test,B,6,profile_A_control,1,2026-07-21T20:00:00-03:00,2026-07-22T02:00:00-03:00,3.73,12.97,6.422206382760651,-6.54779361723935,0.3700000000000001,rising,rising,9.24,-1.7400000000000002,5.41
test,B,6,profile_A_control,2,2026-07-21T21:00:00-03:00,2026-07-22T03:00:00-03:00,4.64,13.77,7.360287214865704,-6.409712785134295,0.9099999999999997,rising,rising,9.129999999999999,-1.7400000000000002,5.41
