phase,profile,horizon_h,family,rank,origin,target_time,base_m,actual_m,predicted_m,error_m,dH1_m_per_nominal_hour,known_trend,future_response,target_response_m,training_response_min_m,training_response_max_m
validation,A,2,profile_A_control,4,2025-12-31T22:00:00-03:00,2026-01-01T00:00:00-03:00,4.04,4.88,4.126137360441235,-0.7538626395587649,0.20999999999999996,rising,rising,0.8399999999999999,-0.7199999999999989,2.09
validation,A,2,profile_A_control,5,2026-01-06T22:00:00-03:00,2026-01-07T00:00:00-03:00,1.96,2.84,2.103143791996003,-0.7368562080039966,0.06000000000000005,stable,rising,0.8799999999999999,-0.7199999999999989,2.09
validation,A,2,profile_B_control,1,2026-03-23T20:00:00-03:00,2026-03-23T22:00:00-03:00,1.04,1.01,2.0666895965399616,1.0566895965399616,-0.040000000000000036,stable,stable,-0.030000000000000027,-0.7799999999999994,2.3000000000000007
validation,A,2,profile_B_control,2,2025-11-16T23:00:00-03:00,2025-11-17T01:00:00-03:00,1.62,1.84,2.7780056007848986,0.9380056007848985,,unknown,stable,0.21999999999999997,-0.7799999999999994,2.3000000000000007
validation,A,2,profile_B_control,3,2025-10-25T23:00:00-03:00,2025-10-26T01:00:00-03:00,1.39,1.42,2.222475984128736,0.8024759841287361,-0.040000000000000036,stable,stable,0.030000000000000027,-0.7799999999999994,2.3000000000000007
validation,A,2,profile_B_control,4,2026-01-11T21:00:00-03:00,2026-01-11T23:00:00-03:00,1.84,1.72,2.479994056068644,0.759994056068644,-0.1499999999999999,falling,stable,-0.1200000000000001,-0.7799999999999994,2.3000000000000007
validation,A,2,profile_B_control,5,2025-10-22T21:00:00-03:00,2025-10-22T23:00:00-03:00,1.54,1.96,2.6757789137868495,0.7157789137868495,-0.010000000000000009,stable,stable,0.41999999999999993,-0.7799999999999994,2.3000000000000007
validation,A,2,mixed_profile_candidate,1,2026-03-23T20:00:00-03:00,2026-03-23T22:00:00-03:00,1.04,1.01,1.795102284292053,0.785102284292053,-0.040000000000000036,stable,stable,-0.030000000000000027,-0.7799999999999994,2.3000000000000007
validation,A,2,mixed_profile_candidate,2,2025-11-07T23:00:00-03:00,2025-11-08T01:00:00-03:00,4.08,6.11,5.344878100526337,-0.7651218994736633,0.73,rising,rising,2.0300000000000002,-0.7799999999999994,2.3000000000000007
validation,A,2,mixed_profile_candidate,3,2026-01-06T22:00:00-03:00,2026-01-07T00:00:00-03:00,1.96,2.84,2.1621414079581203,-0.6778585920418796,0.06000000000000005,stable,rising,0.8799999999999999,-0.7799999999999994,2.3000000000000007
validation,A,2,mixed_profile_candidate,4,2025-10-16T00:00:00-03:00,2025-10-16T02:00:00-03:00,1.65,2.75,2.0818783261367124,-0.6681216738632876,0.020000000000000018,stable,rising,1.1,-0.7799999999999994,2.3000000000000007
validation,A,2,mixed_profile_candidate,5,2025-12-31T22:00:00-03:00,2026-01-01T00:00:00-03:00,4.04,4.88,4.21555135412346,-0.66444864587654,0.20999999999999996,rising,rising,0.8399999999999999,-0.7799999999999994,2.3000000000000007
validation,A,2,age_mixed_candidate,1,2026-03-23T20:00:00-03:00,2026-03-23T22:00:00-03:00,1.04,1.01,1.7663673096544654,0.7563673096544654,-0.040000000000000036,stable,stable,-0.030000000000000027,-0.7799999999999994,2.3000000000000007
validation,A,2,age_mixed_candidate,2,2025-11-07T23:00:00-03:00,2025-11-08T01:00:00-03:00,4.08,6.11,5.35988534721062,-0.7501146527893807,0.73,rising,rising,2.0300000000000002,-0.7799999999999994,2.3000000000000007
validation,A,2,age_mixed_candidate,3,2025-10-16T00:00:00-03:00,2025-10-16T02:00:00-03:00,1.65,2.75,2.048425694441811,-0.7015743055581889,0.020000000000000018,stable,rising,1.1,-0.7799999999999994,2.3000000000000007
validation,A,2,age_mixed_candidate,4,2026-01-06T22:00:00-03:00,2026-01-07T00:00:00-03:00,1.96,2.84,2.145635248661405,-0.6943647513385947,0.06000000000000005,stable,rising,0.8799999999999999,-0.7799999999999994,2.3000000000000007
validation,A,2,age_mixed_candidate,5,2025-12-31T22:00:00-03:00,2026-01-01T00:00:00-03:00,4.04,4.88,4.2250118646637596,-0.6549881353362403,0.20999999999999996,rising,rising,0.8399999999999999,-0.7799999999999994,2.3000000000000007
validation,A,3,profile_A_control,1,2025-11-07T22:00:00-03:00,2025-11-08T01:00:00-03:00,3.35,6.11,5.044318646423989,-1.0656813535760117,0.2400000000000002,rising,rising,2.7600000000000002,-0.9500000000000011,3.0200000000000005
validation,A,3,profile_A_control,2,2026-01-06T22:00:00-03:00,2026-01-07T01:00:00-03:00,1.96,3.02,1.9727981573696916,-1.0472018426303085,0.06000000000000005,stable,rising,1.06,-0.9500000000000011,3.0200000000000005
validation,A,3,profile_A_control,3,2026-01-06T21:00:00-03:00,2026-01-07T00:00:00-03:00,1.9,2.84,1.842103149188734,-0.9978968508112658,-0.10999999999999988,falling,rising,0.94,-0.9500000000000011,3.0200000000000005
validation,A,3,profile_A_control,4,2025-10-16T00:00:00-03:00,2025-10-16T03:00:00-03:00,1.65,3.0,2.0256052918633682,-0.9743947081366318,0.020000000000000018,stable,rising,1.35,-0.9500000000000011,3.0200000000000005
validation,A,3,profile_A_control,5,2025-11-08T02:00:00-03:00,2025-11-08T05:00:00-03:00,6.51,6.51,7.476729556976156,0.9667295569761558,0.5800000000000001,rising,stable,0.0,-0.9500000000000011,3.0200000000000005
validation,A,3,profile_B_control,1,2025-11-07T22:00:00-03:00,2025-11-08T01:00:00-03:00,3.35,6.11,5.058016216266844,-1.0519837837331565,0.2400000000000002,rising,rising,2.7600000000000002,-1.0200000000000014,3.25
validation,A,3,profile_B_control,2,2026-03-23T23:00:00-03:00,2026-03-24T02:00:00-03:00,1.22,2.64,1.715229621444883,-0.9247703785551171,0.21999999999999997,rising,rising,1.4200000000000002,-1.0200000000000014,3.25
validation,A,3,profile_B_control,3,2025-11-07T23:00:00-03:00,2025-11-08T02:00:00-03:00,4.08,6.57,5.652374563445313,-0.9176254365546876,0.73,rising,rising,2.49,-1.0200000000000014,3.25
validation,A,3,profile_B_control,4,2026-03-23T19:00:00-03:00,2026-03-23T22:00:00-03:00,1.08,1.01,1.9262411916989386,0.9162411916989386,-0.030000000000000027,stable,stable,-0.07000000000000006,-1.0200000000000014,3.25
validation,A,3,profile_B_control,5,2026-03-23T20:00:00-03:00,2026-03-23T23:00:00-03:00,1.04,1.4,2.3106738043354174,0.9106738043354174,-0.040000000000000036,stable,stable,0.3599999999999999,-1.0200000000000014,3.25
validation,A,3,mixed_profile_candidate,1,2025-11-07T22:00:00-03:00,2025-11-08T01:00:00-03:00,3.35,6.11,4.795983798074135,-1.314016201925865,0.2400000000000002,rising,rising,2.7600000000000002,-1.0200000000000014,3.1400000000000006
validation,A,3,mixed_profile_candidate,2,2025-11-07T23:00:00-03:00,2025-11-08T02:00:00-03:00,4.08,6.57,5.575017752505072,-0.9949822474949279,0.73,rising,rising,2.49,-1.0200000000000014,3.1400000000000006
validation,A,3,mixed_profile_candidate,3,2026-01-06T21:00:00-03:00,2026-01-07T00:00:00-03:00,1.9,2.84,1.949195057173619,-0.8908049428263809,-0.10999999999999988,falling,rising,0.94,-1.0200000000000014,3.1400000000000006
validation,A,3,mixed_profile_candidate,4,2026-03-23T20:00:00-03:00,2026-03-23T23:00:00-03:00,1.04,1.4,2.272624199657348,0.872624199657348,-0.040000000000000036,stable,stable,0.3599999999999999,-1.0200000000000014,3.1400000000000006
validation,A,3,mixed_profile_candidate,5,2026-01-06T22:00:00-03:00,2026-01-07T01:00:00-03:00,1.96,3.02,2.194115058623494,-0.8258849413765059,0.06000000000000005,stable,rising,1.06,-1.0200000000000014,3.1400000000000006
validation,A,3,age_mixed_candidate,1,2025-11-07T22:00:00-03:00,2025-11-08T01:00:00-03:00,3.35,6.11,4.859402668870073,-1.250597331129927,0.2400000000000002,rising,rising,2.7600000000000002,-1.0200000000000014,3.1400000000000006
validation,A,3,age_mixed_candidate,2,2025-11-07T23:00:00-03:00,2025-11-08T02:00:00-03:00,4.08,6.57,5.5806965331646365,-0.9893034668353637,0.73,rising,rising,2.49,-1.0200000000000014,3.1400000000000006
validation,A,3,age_mixed_candidate,3,2026-03-23T20:00:00-03:00,2026-03-23T23:00:00-03:00,1.04,1.4,2.291901236741223,0.8919012367412229,-0.040000000000000036,stable,stable,0.3599999999999999,-1.0200000000000014,3.1400000000000006
validation,A,3,age_mixed_candidate,4,2026-01-06T21:00:00-03:00,2026-01-07T00:00:00-03:00,1.9,2.84,1.9906591496390575,-0.8493408503609423,-0.10999999999999988,falling,rising,0.94,-1.0200000000000014,3.1400000000000006
validation,A,3,age_mixed_candidate,5,2026-01-06T22:00:00-03:00,2026-01-07T01:00:00-03:00,1.96,3.02,2.215106945240691,-0.804893054759309,0.06000000000000005,stable,rising,1.06,-1.0200000000000014,3.1400000000000006
validation,A,4,profile_A_control,1,2025-11-07T22:00:00-03:00,2025-11-08T02:00:00-03:00,3.35,6.57,5.324074065200394,-1.2459259347996063,0.2400000000000002,rising,rising,3.22,-1.2100000000000009,3.8600000000000003
validation,A,4,profile_A_control,2,2025-12-31T22:00:00-03:00,2026-01-01T02:00:00-03:00,4.04,5.24,4.052095661698378,-1.187904338301622,0.20999999999999996,rising,rising,1.2000000000000002,-1.2100000000000009,3.8600000000000003
validation,A,4,profile_A_control,3,2025-11-08T02:00:00-03:00,2025-11-08T06:00:00-03:00,6.51,6.49,7.575391635180482,1.085391635180482,0.5800000000000001,rising,stable,-0.019999999999999574,-1.2100000000000009,3.8600000000000003
validation,A,4,profile_A_control,4,2026-01-06T21:00:00-03:00,2026-01-07T01:00:00-03:00,1.9,3.02,1.9835587263774195,-1.0364412736225805,-0.10999999999999988,falling,rising,1.12,-1.2100000000000009,3.8600000000000003
validation,A,4,profile_A_control,5,2025-11-08T01:00:00-03:00,2025-11-08T05:00:00-03:00,5.93,6.51,7.541392759566676,1.0313927595666765,0.8499999999999996,rising,rising,0.5800000000000001,-1.2100000000000009,3.8600000000000003
validation,A,4,profile_B_control,1,2026-01-04T23:00:00-03:00,2026-01-05T03:00:00-03:00,2.11,3.76,2.4284699496683944,-1.3315300503316054,0.30999999999999983,rising,rising,1.65,-1.2800000000000011,4.09
validation,A,4,profile_B_control,2,2025-11-07T22:00:00-03:00,2025-11-08T02:00:00-03:00,3.35,6.57,5.33481200712064,-1.2351879928793599,0.2400000000000002,rising,rising,3.22,-1.2800000000000011,4.09
validation,A,4,profile_B_control,3,2026-01-04T22:00:00-03:00,2026-01-05T02:00:00-03:00,1.8,3.65,2.6294113872530644,-1.0205886127469355,-0.09999999999999987,stable,rising,1.8499999999999999,-1.2800000000000011,4.09
validation,A,4,profile_B_control,4,2025-11-07T21:00:00-03:00,2025-11-08T01:00:00-03:00,3.11,6.11,5.1081877294781055,-1.0018122705218948,0.22999999999999998,rising,rising,3.0000000000000004,-1.2800000000000011,4.09
validation,A,4,profile_B_control,5,2025-12-31T22:00:00-03:00,2026-01-01T02:00:00-03:00,4.04,5.24,4.259459272381593,-0.9805407276184068,0.20999999999999996,rising,rising,1.2000000000000002,-1.2800000000000011,4.09
validation,A,4,mixed_profile_candidate,1,2025-11-07T22:00:00-03:00,2025-11-08T02:00:00-03:00,3.35,6.57,5.1828435103975785,-1.3871564896024218,0.2400000000000002,rising,rising,3.22,-1.2800000000000011,4.0200000000000005
validation,A,4,mixed_profile_candidate,2,2025-11-07T21:00:00-03:00,2025-11-08T01:00:00-03:00,3.11,6.11,5.030574380404531,-1.0794256195954697,0.22999999999999998,rising,rising,3.0000000000000004,-1.2800000000000011,4.0200000000000005
validation,A,4,mixed_profile_candidate,3,2025-12-31T22:00:00-03:00,2026-01-01T02:00:00-03:00,4.04,5.24,4.1620463831440695,-1.0779536168559307,0.20999999999999996,rising,rising,1.2000000000000002,-1.2800000000000011,4.0200000000000005
validation,A,4,mixed_profile_candidate,4,2026-01-04T23:00:00-03:00,2026-01-05T03:00:00-03:00,2.11,3.76,2.6961954272340827,-1.0638045727659171,0.30999999999999983,rising,rising,1.65,-1.2800000000000011,4.0200000000000005
validation,A,4,mixed_profile_candidate,5,2026-01-04T22:00:00-03:00,2026-01-05T02:00:00-03:00,1.8,3.65,2.6464623904815956,-1.0035376095184043,-0.09999999999999987,stable,rising,1.8499999999999999,-1.2800000000000011,4.0200000000000005
validation,A,4,age_mixed_candidate,1,2025-11-07T22:00:00-03:00,2025-11-08T02:00:00-03:00,3.35,6.57,5.161183733008035,-1.4088162669919653,0.2400000000000002,rising,rising,3.22,-1.2800000000000011,4.0200000000000005
validation,A,4,age_mixed_candidate,2,2025-11-07T21:00:00-03:00,2025-11-08T01:00:00-03:00,3.11,6.11,4.9743834707936765,-1.1356165292063238,0.22999999999999998,rising,rising,3.0000000000000004,-1.2800000000000011,4.0200000000000005
validation,A,4,age_mixed_candidate,3,2025-12-31T22:00:00-03:00,2026-01-01T02:00:00-03:00,4.04,5.24,4.208060249380013,-1.031939750619987,0.20999999999999996,rising,rising,1.2000000000000002,-1.2800000000000011,4.0200000000000005
validation,A,4,age_mixed_candidate,4,2025-11-07T23:00:00-03:00,2025-11-08T03:00:00-03:00,4.08,6.7,5.668481168168158,-1.0315188318318418,0.73,rising,rising,2.62,-1.2800000000000011,4.0200000000000005
validation,A,4,age_mixed_candidate,5,2026-01-04T23:00:00-03:00,2026-01-05T03:00:00-03:00,2.11,3.76,2.7404012595506186,-1.0195987404493811,0.30999999999999983,rising,rising,1.65,-1.2800000000000011,4.0200000000000005
validation,A,5,profile_A_control,1,2025-11-07T21:00:00-03:00,2025-11-08T02:00:00-03:00,3.11,6.57,5.286701697912033,-1.2832983020879674,0.22999999999999998,rising,rising,3.4600000000000004,-1.4800000000000004,4.6899999999999995
validation,A,5,profile_A_control,2,2025-11-07T20:00:00-03:00,2025-11-08T01:00:00-03:00,2.88,6.11,4.877060369775625,-1.232939630224375,0.19999999999999973,rising,rising,3.2300000000000004,-1.4800000000000004,4.6899999999999995
validation,A,5,profile_A_control,3,2025-11-07T22:00:00-03:00,2025-11-08T03:00:00-03:00,3.35,6.7,5.470923167088155,-1.2290768329118453,0.2400000000000002,rising,rising,3.35,-1.4800000000000004,4.6899999999999995
validation,A,5,profile_A_control,4,2025-10-15T22:00:00-03:00,2025-10-16T03:00:00-03:00,1.71,3.0,1.9288215140408194,-1.0711784859591806,-0.10000000000000009,falling,rising,1.29,-1.4800000000000004,4.6899999999999995
validation,A,5,profile_A_control,5,2026-01-04T19:00:00-03:00,2026-01-05T00:00:00-03:00,2.24,3.13,2.0672627098259997,-1.0627372901740002,-0.21999999999999975,falling,rising,0.8899999999999997,-1.4800000000000004,4.6899999999999995
validation,A,5,profile_B_control,1,2026-01-04T23:00:00-03:00,2026-01-05T04:00:00-03:00,2.11,3.75,2.4559911214124543,-1.2940088785875457,0.30999999999999983,rising,rising,1.6400000000000001,-1.540000000000001,4.86
validation,A,5,profile_B_control,2,2025-11-07T22:00:00-03:00,2025-11-08T03:00:00-03:00,3.35,6.7,5.530789318711211,-1.1692106812887895,0.2400000000000002,rising,rising,3.35,-1.540000000000001,4.86
validation,A,5,profile_B_control,3,2026-01-04T22:00:00-03:00,2026-01-05T03:00:00-03:00,1.8,3.76,2.6085404955386506,-1.1514595044613491,-0.09999999999999987,stable,rising,1.9599999999999997,-1.540000000000001,4.86
validation,A,5,profile_B_control,4,2025-11-07T21:00:00-03:00,2025-11-08T02:00:00-03:00,3.11,6.57,5.423857542995538,-1.146142457004462,0.22999999999999998,rising,rising,3.4600000000000004,-1.540000000000001,4.86
validation,A,5,profile_B_control,5,2025-12-31T19:00:00-03:00,2026-01-01T00:00:00-03:00,3.58,4.88,3.772922447223452,-1.107077552776548,-0.06999999999999984,stable,rising,1.2999999999999998,-1.540000000000001,4.86
validation,A,5,mixed_profile_candidate,1,2025-11-07T22:00:00-03:00,2025-11-08T03:00:00-03:00,3.35,6.7,5.492132465910197,-1.2078675340898029,0.2400000000000002,rising,rising,3.35,-1.540000000000001,4.86
validation,A,5,mixed_profile_candidate,2,2026-01-04T23:00:00-03:00,2026-01-05T04:00:00-03:00,2.11,3.75,2.56807328336056,-1.18192671663944,0.30999999999999983,rising,rising,1.6400000000000001,-1.540000000000001,4.86
validation,A,5,mixed_profile_candidate,3,2025-11-07T21:00:00-03:00,2025-11-08T02:00:00-03:00,3.11,6.57,5.3924859707382415,-1.1775140292617587,0.22999999999999998,rising,rising,3.4600000000000004,-1.540000000000001,4.86
validation,A,5,mixed_profile_candidate,4,2026-01-04T22:00:00-03:00,2026-01-05T03:00:00-03:00,1.8,3.76,2.590867334929957,-1.1691326650700429,-0.09999999999999987,stable,rising,1.9599999999999997,-1.540000000000001,4.86
validation,A,5,mixed_profile_candidate,5,2025-11-07T15:00:00-03:00,2025-11-07T20:00:00-03:00,2.23,2.95,1.9125485191179172,-1.037451480882083,0.020000000000000018,stable,rising,0.7200000000000002,-1.540000000000001,4.86
validation,A,5,age_mixed_candidate,1,2025-11-07T21:00:00-03:00,2025-11-08T02:00:00-03:00,3.11,6.57,5.355629244193738,-1.2143707558062626,0.22999999999999998,rising,rising,3.4600000000000004,-1.540000000000001,4.86
validation,A,5,age_mixed_candidate,2,2026-01-04T23:00:00-03:00,2026-01-05T04:00:00-03:00,2.11,3.75,2.5608785311571123,-1.1891214688428877,0.30999999999999983,rising,rising,1.6400000000000001,-1.540000000000001,4.86
validation,A,5,age_mixed_candidate,3,2026-01-04T22:00:00-03:00,2026-01-05T03:00:00-03:00,1.8,3.76,2.576934208812427,-1.1830657911875728,-0.09999999999999987,stable,rising,1.9599999999999997,-1.540000000000001,4.86
validation,A,5,age_mixed_candidate,4,2025-11-07T22:00:00-03:00,2025-11-08T03:00:00-03:00,3.35,6.7,5.545218717903806,-1.1547812820961942,0.2400000000000002,rising,rising,3.35,-1.540000000000001,4.86
validation,A,5,age_mixed_candidate,5,2025-11-07T15:00:00-03:00,2025-11-07T20:00:00-03:00,2.23,2.95,1.8761475759620787,-1.0738524240379215,0.020000000000000018,stable,rising,0.7200000000000002,-1.540000000000001,4.86
validation,A,6,profile_A_control,1,2026-01-04T19:00:00-03:00,2026-01-05T01:00:00-03:00,2.24,3.46,2.1755004722028257,-1.2844995277971742,-0.21999999999999975,falling,rising,1.2199999999999998,-1.7400000000000002,5.41
validation,A,6,profile_A_control,2,2025-11-07T15:00:00-03:00,2025-11-07T21:00:00-03:00,2.23,3.16,1.9019134412121332,-1.258086558787867,0.020000000000000018,stable,rising,0.9300000000000002,-1.7400000000000002,5.41
validation,A,6,profile_A_control,3,2025-11-07T20:00:00-03:00,2025-11-08T02:00:00-03:00,2.88,6.57,5.3494340274298855,-1.2205659725701148,0.19999999999999973,rising,rising,3.6900000000000004,-1.7400000000000002,5.41
validation,A,6,profile_A_control,4,2025-11-07T17:00:00-03:00,2025-11-07T23:00:00-03:00,2.31,4.33,3.1188182149539827,-1.2111817850460174,0.06000000000000005,stable,rising,2.02,-1.7400000000000002,5.41
validation,A,6,profile_A_control,5,2025-11-07T14:00:00-03:00,2025-11-07T20:00:00-03:00,2.21,2.95,1.7955938166224596,-1.1544061833775405,0.020000000000000018,stable,rising,0.7400000000000002,-1.7400000000000002,5.41
validation,A,6,profile_B_control,1,2026-01-04T22:00:00-03:00,2026-01-05T04:00:00-03:00,1.8,3.75,2.453808299980155,-1.296191700019845,-0.09999999999999987,stable,rising,1.95,-1.8100000000000005,5.56
validation,A,6,profile_B_control,2,2026-01-04T23:00:00-03:00,2026-01-05T05:00:00-03:00,2.11,3.67,2.3760736532875324,-1.2939263467124675,0.30999999999999983,rising,rising,1.56,-1.8100000000000005,5.56
validation,A,6,profile_B_control,3,2025-11-07T20:00:00-03:00,2025-11-08T02:00:00-03:00,2.88,6.57,5.329179769181129,-1.240820230818871,0.19999999999999973,rising,rising,3.6900000000000004,-1.8100000000000005,5.56
validation,A,6,profile_B_control,4,2025-11-07T17:00:00-03:00,2025-11-07T23:00:00-03:00,2.31,4.33,3.1315375283970437,-1.1984624716029564,0.06000000000000005,stable,rising,2.02,-1.8100000000000005,5.56
validation,A,6,profile_B_control,5,2026-03-23T23:00:00-03:00,2026-03-24T05:00:00-03:00,1.22,2.73,1.6030988963396777,-1.1269011036603223,0.21999999999999997,rising,rising,1.51,-1.8100000000000005,5.56
validation,A,6,mixed_profile_candidate,1,2026-01-04T22:00:00-03:00,2026-01-05T04:00:00-03:00,1.8,3.75,2.468744254756525,-1.2812557452434752,-0.09999999999999987,stable,rising,1.95,-1.8100000000000005,5.500000000000001
validation,A,6,mixed_profile_candidate,2,2025-11-07T15:00:00-03:00,2025-11-07T21:00:00-03:00,2.23,3.16,1.8943133739515268,-1.2656866260484734,0.020000000000000018,stable,rising,0.9300000000000002,-1.8100000000000005,5.500000000000001
validation,A,6,mixed_profile_candidate,3,2025-11-07T17:00:00-03:00,2025-11-07T23:00:00-03:00,2.31,4.33,3.075070602066938,-1.2549293979330622,0.06000000000000005,stable,rising,2.02,-1.8100000000000005,5.500000000000001
validation,A,6,mixed_profile_candidate,4,2026-01-04T23:00:00-03:00,2026-01-05T05:00:00-03:00,2.11,3.67,2.4593673496601594,-1.2106326503398406,0.30999999999999983,rising,rising,1.56,-1.8100000000000005,5.500000000000001
validation,A,6,mixed_profile_candidate,5,2026-03-23T23:00:00-03:00,2026-03-24T05:00:00-03:00,1.22,2.73,1.529522123529291,-1.200477876470709,0.21999999999999997,rising,rising,1.51,-1.8100000000000005,5.500000000000001
validation,A,6,age_mixed_candidate,1,2025-11-07T15:00:00-03:00,2025-11-07T21:00:00-03:00,2.23,3.16,1.8800244185284194,-1.2799755814715807,0.020000000000000018,stable,rising,0.9300000000000002,-1.8100000000000005,5.500000000000001
validation,A,6,age_mixed_candidate,2,2026-01-04T22:00:00-03:00,2026-01-05T04:00:00-03:00,1.8,3.75,2.475847744469858,-1.2741522555301419,-0.09999999999999987,stable,rising,1.95,-1.8100000000000005,5.500000000000001
validation,A,6,age_mixed_candidate,3,2025-11-07T17:00:00-03:00,2025-11-07T23:00:00-03:00,2.31,4.33,3.0592508450240286,-1.2707491549759715,0.06000000000000005,stable,rising,2.02,-1.8100000000000005,5.500000000000001
validation,A,6,age_mixed_candidate,4,2026-01-04T23:00:00-03:00,2026-01-05T05:00:00-03:00,2.11,3.67,2.4666406154891694,-1.2033593845108306,0.30999999999999983,rising,rising,1.56,-1.8100000000000005,5.500000000000001
validation,A,6,age_mixed_candidate,5,2026-03-23T23:00:00-03:00,2026-03-24T05:00:00-03:00,1.22,2.73,1.5381779409292755,-1.1918220590707245,0.21999999999999997,rising,rising,1.51,-1.8100000000000005,5.500000000000001
validation,A,7,profile_A_control,1,2026-05-02T06:00:00-03:00,2026-05-02T13:00:00-03:00,1.15,1.58,3.2314050101793974,1.6514050101793973,0.029999999999999805,stable,stable,0.43000000000000016,-2.0,6.09
validation,A,7,profile_A_control,2,2025-11-08T00:00:00-03:00,2025-11-08T07:00:00-03:00,5.08,6.75,8.352236838998671,1.602236838998671,1.0,rising,rising,1.67,-2.0,6.09
validation,A,7,profile_A_control,3,2026-01-04T19:00:00-03:00,2026-01-05T02:00:00-03:00,2.24,3.65,2.191334007918866,-1.458665992081134,-0.21999999999999975,falling,rising,1.4099999999999997,-2.0,6.09
validation,A,7,profile_A_control,4,2025-11-08T03:00:00-03:00,2025-11-08T10:00:00-03:00,6.68,8.49,7.082290402236395,-1.4077095977636054,0.16999999999999993,rising,rising,1.8100000000000005,-2.0,6.09
validation,A,7,profile_A_control,5,2026-01-04T22:00:00-03:00,2026-01-05T05:00:00-03:00,1.8,3.67,2.38771905861767,-1.28228094138233,-0.09999999999999987,stable,rising,1.8699999999999999,-2.0,6.09
validation,A,7,profile_B_control,1,2026-05-02T08:00:00-03:00,2026-05-02T15:00:00-03:00,1.27,1.89,3.8893395007694522,1.9993395007694523,0.06000000000000005,stable,rising,0.6199999999999999,-2.0700000000000003,6.22
validation,A,7,profile_B_control,2,2025-11-08T01:00:00-03:00,2025-11-08T08:00:00-03:00,5.93,7.29,8.985716509637431,1.695716509637431,0.8499999999999996,rising,rising,1.3600000000000003,-2.0700000000000003,6.22
validation,A,7,profile_B_control,3,2025-11-08T00:00:00-03:00,2025-11-08T07:00:00-03:00,5.08,6.75,8.331498389079645,1.5814983890796448,1.0,rising,rising,1.67,-2.0700000000000003,6.22
validation,A,7,profile_B_control,4,2026-05-02T09:00:00-03:00,2026-05-02T16:00:00-03:00,1.32,2.1,3.5484633996740325,1.4484633996740324,0.050000000000000044,stable,rising,0.78,-2.0700000000000003,6.22
validation,A,7,profile_B_control,5,2026-06-28T15:00:00-03:00,2026-06-28T22:00:00-03:00,2.65,1.78,3.2104776940925728,1.4304776940925727,-0.20999999999999996,falling,falling,-0.8699999999999999,-2.0700000000000003,6.22
validation,A,7,mixed_profile_candidate,1,2026-05-02T08:00:00-03:00,2026-05-02T15:00:00-03:00,1.27,1.89,3.6944747709711234,1.8044747709711235,0.06000000000000005,stable,rising,0.6199999999999999,-2.0700000000000003,6.22
validation,A,7,mixed_profile_candidate,2,2025-11-08T03:00:00-03:00,2025-11-08T10:00:00-03:00,6.68,8.49,6.905037980585527,-1.5849620194144736,0.16999999999999993,rising,rising,1.8100000000000005,-2.0700000000000003,6.22
validation,A,7,mixed_profile_candidate,3,2026-01-04T19:00:00-03:00,2026-01-05T02:00:00-03:00,2.24,3.65,2.2030515392926833,-1.4469484607073166,-0.21999999999999975,falling,rising,1.4099999999999997,-2.0700000000000003,6.22
validation,A,7,mixed_profile_candidate,4,2025-11-08T00:00:00-03:00,2025-11-08T07:00:00-03:00,5.08,6.75,8.161285642808906,1.411285642808906,1.0,rising,rising,1.67,-2.0700000000000003,6.22
validation,A,7,mixed_profile_candidate,5,2025-11-08T01:00:00-03:00,2025-11-08T08:00:00-03:00,5.93,7.29,8.691643797470043,1.4016437974700429,0.8499999999999996,rising,rising,1.3600000000000003,-2.0700000000000003,6.22
validation,A,7,age_mixed_candidate,1,2026-05-02T08:00:00-03:00,2026-05-02T15:00:00-03:00,1.27,1.89,3.6886362130191546,1.7986362130191547,0.06000000000000005,stable,rising,0.6199999999999999,-2.0700000000000003,6.22
validation,A,7,age_mixed_candidate,2,2025-11-08T03:00:00-03:00,2025-11-08T10:00:00-03:00,6.68,8.49,6.912362388168891,-1.5776376118311095,0.16999999999999993,rising,rising,1.8100000000000005,-2.0700000000000003,6.22
validation,A,7,age_mixed_candidate,3,2026-01-04T19:00:00-03:00,2026-01-05T02:00:00-03:00,2.24,3.65,2.205192199908145,-1.444807800091855,-0.21999999999999975,falling,rising,1.4099999999999997,-2.0700000000000003,6.22
validation,A,7,age_mixed_candidate,4,2025-11-08T00:00:00-03:00,2025-11-08T07:00:00-03:00,5.08,6.75,8.154081274136892,1.4040812741368924,1.0,rising,rising,1.67,-2.0700000000000003,6.22
validation,A,7,age_mixed_candidate,5,2025-11-08T01:00:00-03:00,2025-11-08T08:00:00-03:00,5.93,7.29,8.660615601021059,1.3706156010210586,0.8499999999999996,rising,rising,1.3600000000000003,-2.0700000000000003,6.22
validation,A,8,profile_A_control,1,2026-05-02T08:00:00-03:00,2026-05-02T16:00:00-03:00,1.27,2.1,4.247887426724058,2.147887426724058,0.06000000000000005,stable,rising,0.8300000000000001,-2.26,6.73
validation,A,8,profile_A_control,2,2025-11-07T15:00:00-03:00,2025-11-07T23:00:00-03:00,2.23,4.33,2.759698337460048,-1.570301662539952,0.020000000000000018,stable,rising,2.1,-2.26,6.73
validation,A,8,profile_A_control,3,2026-06-28T15:00:00-03:00,2026-06-28T23:00:00-03:00,2.65,1.76,3.3201842048998658,1.5601842048998658,-0.20999999999999996,falling,falling,-0.8899999999999999,-2.26,6.73
