phase,profile,horizon_h,family,subset,partition,category,classified_rows,unknown_truth,observed_targets,pairs,failures,hits,observed_hit_fraction,sum_abs_error_m,sum_error_m,mae_m,bias_m,max_abs_m,under_by_more_than_0_5m,over_by_more_than_0_5m
test,B,1,profile_A_control,all,known_trend,stable,1130,2,1128,1128,0,1123,0.9955673758865248,48.36152596303513,0.8990731076242344,0.04287369322964107,0.0007970506273264489,0.6846616529475544,5,0
test,B,1,profile_A_control,all,known_trend,unknown,26,18,8,4,4,4,0.5,0.5801966109076906,0.15945170855892865,0.14504915272692265,0.03986292713973216,0.24294129676892862,0,0
test,B,1,profile_A_control,all,future_response,rising,126,0,126,126,0,113,0.8968253968253969,30.4118694132647,-28.230223906893183,0.24136404296241826,-0.22404939608645383,1.6777759874458438,13,0
test,B,1,profile_A_control,all,future_response,falling,21,0,21,21,0,20,0.9523809523809523,5.861231926907191,5.861231926907191,0.2791062822336758,0.2791062822336758,0.6249072673674441,0,1
test,B,1,profile_A_control,all,future_response,stable,1793,0,1793,1793,0,1793,1.0,82.53113754594168,23.605070980779047,0.04602963611039692,0.013165126035013412,0.41931780637215166,0,0
test,B,1,profile_A_control,all,future_response,unknown,27,23,4,0,4,0,0.0,0.0,0.0,,,,0,0
test,B,1,profile_A_control,all,training_response_support,below,22,0,22,22,0,21,0.9545454545454546,6.029021952466522,6.029021952466522,0.2740464523848419,0.2740464523848419,0.6249072673674441,0,1
test,B,1,profile_A_control,all,training_response_support,within,1907,0,1907,1907,0,1901,0.9968536969061353,103.82619719229208,4.156076789681483,0.05444478090838599,0.0021793795436190265,0.6846616529475544,6,0
test,B,1,profile_A_control,all,training_response_support,above,11,0,11,11,0,4,0.36363636363636365,8.949019741354954,-8.949019741354954,0.8135472492140867,-0.8135472492140867,1.6777759874458438,7,0
test,B,1,profile_A_control,all,training_response_support,unknown,27,23,4,0,4,0,0.0,0.0,0.0,,,,0,0
test,B,1,profile_B_control,all,known_trend,rising,342,0,342,342,0,336,0.9824561403508771,29.55353106040812,-9.906596041448676,0.08641383350996526,-0.028966655091955194,1.5100564871323074,5,1
test,B,1,profile_B_control,all,known_trend,falling,469,3,466,466,0,466,1.0,19.75568096157889,12.226523214855618,0.04239416515360277,0.026237174280806047,0.41274628260758206,0,0
test,B,1,profile_B_control,all,known_trend,stable,1130,2,1128,1128,0,1127,0.999113475177305,33.04632211416913,1.8113440935458547,0.02929638485298682,0.0016058015013704385,0.5312803520074385,1,0
test,B,1,profile_B_control,all,known_trend,unknown,26,18,8,4,4,4,0.5,0.4398452876500545,0.09347204604066617,0.10996132191251362,0.023368011510166542,0.23627782773632555,0,0
test,B,1,profile_B_control,all,future_response,rising,126,0,126,126,0,120,0.9523809523809523,20.42738421792696,-13.742284078910277,0.1621220969676743,-0.10906574665801808,1.5100564871323074,6,0
test,B,1,profile_B_control,all,future_response,falling,21,0,21,21,0,20,0.9523809523809523,4.1623612533370995,4.1623612533370995,0.19820767873033807,0.19820767873033807,0.5058956180263685,0,1
test,B,1,profile_B_control,all,future_response,stable,1793,0,1793,1793,0,1793,1.0,58.20563395254213,13.804666138566642,0.03246270716817743,0.007699200300371803,0.43102047192342297,0,0
test,B,1,profile_B_control,all,future_response,unknown,27,23,4,0,4,0,0.0,0.0,0.0,,,,0,0
test,B,1,profile_B_control,all,training_response_support,below,7,0,7,7,0,6,0.8571428571428571,2.3798709911744993,2.3798709911744993,0.33998157016778563,0.33998157016778563,0.5058956180263685,0,1
test,B,1,profile_B_control,all,training_response_support,within,1926,0,1926,1926,0,1924,0.9989615784008308,74.42132091508988,7.839059839360775,0.038640353538468265,0.00407012452718628,0.562744473371037,2,0
test,B,1,profile_B_control,all,training_response_support,above,7,0,7,7,0,3,0.42857142857142855,5.994187517541811,-5.994187517541811,0.856312502505973,-0.856312502505973,1.5100564871323074,4,0
test,B,1,profile_B_control,all,training_response_support,unknown,27,23,4,0,4,0,0.0,0.0,0.0,,,,0,0
test,B,1,mixed_profile_candidate,all,known_trend,rising,342,0,342,342,0,335,0.97953216374269,32.715275064029555,-11.28591810705895,0.09565869901763027,-0.032999760546956,1.5158225447286915,6,1
test,B,1,mixed_profile_candidate,all,known_trend,falling,469,3,466,466,0,466,1.0,21.350454431037633,12.495235966165001,0.04581642581767732,0.026813811086190992,0.47264500675942145,0,0
test,B,1,mixed_profile_candidate,all,known_trend,stable,1130,2,1128,1128,0,1126,0.99822695035461,35.230050429577574,-0.60584766401929,0.031232314210618416,-0.0005370989929249025,0.5783334230443047,2,0
test,B,1,mixed_profile_candidate,all,known_trend,unknown,26,18,8,4,4,4,0.5,0.44533278574051804,0.06056367268042662,0.11133319643512951,0.015140918170106654,0.2188897043756235,0,0
test,B,1,mixed_profile_candidate,all,future_response,rising,126,0,126,126,0,118,0.9365079365079365,22.87511987566231,-19.57456403821077,0.18154857044176437,-0.15535368284294263,1.5158225447286915,8,0
test,B,1,mixed_profile_candidate,all,future_response,falling,21,0,21,21,0,20,0.9523809523809523,5.137799942544248,5.137799942544248,0.24465714012115466,0.24465714012115466,0.5392877824798425,0,1
test,B,1,mixed_profile_candidate,all,future_response,stable,1793,0,1793,1793,0,1793,1.0,61.728192892178726,15.10079796343371,0.03442732453551518,0.008422084753727669,0.3915722343462109,0,0
test,B,1,mixed_profile_candidate,all,future_response,unknown,27,23,4,0,4,0,0.0,0.0,0.0,,,,0,0
test,B,1,mixed_profile_candidate,all,training_response_support,below,13,0,13,13,0,12,0.9230769230769231,4.009333880533278,4.009333880533278,0.30841029850255985,0.30841029850255985,0.5392877824798425,0,1
test,B,1,mixed_profile_candidate,all,training_response_support,within,1918,0,1918,1918,0,1915,0.9984358706986444,78.89346038249234,3.4930184345935773,0.041133191023197256,0.0018211774945743363,0.5783334230443047,3,0
test,B,1,mixed_profile_candidate,all,training_response_support,above,9,0,9,9,0,4,0.4444444444444444,6.838318447359667,-6.838318447359667,0.7598131608177408,-0.7598131608177408,1.5158225447286915,5,0
test,B,1,mixed_profile_candidate,all,training_response_support,unknown,27,23,4,0,4,0,0.0,0.0,0.0,,,,0,0
test,B,1,age_mixed_candidate,all,known_trend,rising,342,0,342,342,0,335,0.97953216374269,32.42992293043179,-10.593828117730702,0.09482433605389413,-0.030976105607399714,1.509439167769579,6,1
test,B,1,age_mixed_candidate,all,known_trend,falling,469,3,466,466,0,466,1.0,20.818006274236993,12.335938016827171,0.044673833206517154,0.026471969993191354,0.4377913705797152,0,0
test,B,1,age_mixed_candidate,all,known_trend,stable,1130,2,1128,1128,0,1126,0.99822695035461,34.90390404908626,-0.38931405594117585,0.030943177348480726,-0.00034513657441593605,0.5776372576374511,2,0
test,B,1,age_mixed_candidate,all,known_trend,unknown,26,18,8,4,4,4,0.5,0.44862676859815664,0.05006123917382688,0.11215669214953916,0.01251530979345672,0.21693397529927116,0,0
test,B,1,age_mixed_candidate,all,future_response,rising,126,0,126,126,0,118,0.9365079365079365,22.64022228417251,-18.937512085851672,0.17968430384263895,-0.15029771496707675,1.509439167769579,8,0
test,B,1,age_mixed_candidate,all,future_response,falling,21,0,21,21,0,20,0.9523809523809523,4.788738998719905,4.788738998719905,0.2280351904152336,0.2280351904152336,0.540125026638524,0,1
test,B,1,age_mixed_candidate,all,future_response,stable,1793,0,1793,1793,0,1793,1.0,61.171498739460795,15.551630169460886,0.03411684257638639,0.008673524913252028,0.4060596089322317,0,0
test,B,1,age_mixed_candidate,all,future_response,unknown,27,23,4,0,4,0,0.0,0.0,0.0,,,,0,0
test,B,1,age_mixed_candidate,all,training_response_support,below,13,0,13,13,0,12,0.9230769230769231,3.664422799329783,3.664422799329783,0.28187867687152174,0.28187867687152174,0.540125026638524,0,1
test,B,1,age_mixed_candidate,all,training_response_support,within,1918,0,1918,1918,0,1915,0.9984358706986444,78.14920402458213,4.525267481440621,0.040745153297488075,0.0023593678213976125,0.5776372576374511,3,0
test,B,1,age_mixed_candidate,all,training_response_support,above,9,0,9,9,0,4,0.4444444444444444,6.786833198441284,-6.786833198441284,0.7540925776045871,-0.7540925776045871,1.509439167769579,5,0
test,B,1,age_mixed_candidate,all,training_response_support,unknown,27,23,4,0,4,0,0.0,0.0,0.0,,,,0,0
test,B,1,profile_A_control,level_ge_7m,known_trend,rising,68,0,68,68,0,61,0.8970588235294118,16.45838474014924,-6.999976019481934,0.24203506970807703,-0.10294082381591078,1.6777759874458438,6,1
test,B,1,profile_A_control,level_ge_7m,known_trend,falling,91,3,88,88,0,88,1.0,10.225848722687438,7.913568073268006,0.11620282639417544,0.08992690992350007,0.4949040273776877,0,0
test,B,1,profile_A_control,level_ge_7m,known_trend,stable,81,2,79,79,0,79,1.0,3.838073549190738,1.0948505632426562,0.048583209483427064,0.013858867889147546,0.20024698500729343,0,0
test,B,1,profile_A_control,level_ge_7m,known_trend,unknown,20,18,2,1,1,1,0.5,0.11092932354591412,0.11092932354591412,0.11092932354591412,0.11092932354591412,0.11092932354591412,0,0
test,B,1,profile_A_control,level_ge_7m,future_response,rising,28,0,28,28,0,22,0.7857142857142857,10.999654256602561,-9.95612574039831,0.3928447948786629,-0.35557591929993965,1.6777759874458438,6,0
test,B,1,profile_A_control,level_ge_7m,future_response,falling,21,0,21,21,0,20,0.9523809523809523,5.861231926907191,5.861231926907191,0.2791062822336758,0.2791062822336758,0.6249072673674441,0,1
test,B,1,profile_A_control,level_ge_7m,future_response,stable,187,0,187,187,0,187,1.0,13.772350152063574,6.21426575406576,0.07364893129445761,0.03323136766880086,0.3419863781060961,0,0
test,B,1,profile_A_control,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,1,profile_A_control,level_ge_7m,training_response_support,below,22,0,22,22,0,21,0.9545454545454546,6.029021952466522,6.029021952466522,0.2740464523848419,0.2740464523848419,0.6249072673674441,0,1
test,B,1,profile_A_control,level_ge_7m,training_response_support,within,205,0,205,205,0,204,0.9951219512195122,17.153751792956783,3.5408125782581434,0.08367683801442333,0.017272256479308017,0.5247714556234513,1,0
test,B,1,profile_A_control,level_ge_7m,training_response_support,above,9,0,9,9,0,4,0.4444444444444444,7.450462590150023,-7.450462590150023,0.8278291766833359,-0.8278291766833359,1.6777759874458438,5,0
test,B,1,profile_A_control,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,1,profile_B_control,level_ge_7m,known_trend,rising,68,0,68,68,0,62,0.9117647058823529,13.055581525354324,-2.88666460885376,0.191993845961093,-0.04245095013020235,1.5100564871323074,5,1
test,B,1,profile_B_control,level_ge_7m,known_trend,falling,91,3,88,88,0,88,1.0,6.312686577000261,3.5030974844927583,0.07173507473863933,0.03980792596014498,0.41274628260758206,0,0
test,B,1,profile_B_control,level_ge_7m,known_trend,stable,81,2,79,79,0,79,1.0,2.8249096889227516,0.3135259572239928,0.03575835049269306,0.0039686830028353515,0.17086653105919503,0,0
test,B,1,profile_B_control,level_ge_7m,known_trend,unknown,20,18,2,1,1,1,0.5,0.01743298113873948,0.01743298113873948,0.01743298113873948,0.01743298113873948,0.01743298113873948,0,0
test,B,1,profile_B_control,level_ge_7m,future_response,rising,28,0,28,28,0,23,0.8214285714285714,8.484493252670585,-5.818082603625358,0.3030176161668066,-0.20778866441519137,1.5100564871323074,5,0
test,B,1,profile_B_control,level_ge_7m,future_response,falling,21,0,21,21,0,20,0.9523809523809523,4.1623612533370995,4.1623612533370995,0.19820767873033807,0.19820767873033807,0.5058956180263685,0,1
test,B,1,profile_B_control,level_ge_7m,future_response,stable,187,0,187,187,0,187,1.0,9.56375626640839,2.603113164289989,0.05114308163854754,0.013920391252887642,0.3721873250538206,0,0
test,B,1,profile_B_control,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,1,profile_B_control,level_ge_7m,training_response_support,below,7,0,7,7,0,6,0.8571428571428571,2.3798709911744993,2.3798709911744993,0.33998157016778563,0.33998157016778563,0.5058956180263685,0,1
test,B,1,profile_B_control,level_ge_7m,training_response_support,within,223,0,223,223,0,222,0.9955156950672646,14.309330568691724,4.088930035377082,0.06416740165332611,0.01833600912725149,0.562744473371037,1,0
test,B,1,profile_B_control,level_ge_7m,training_response_support,above,6,0,6,6,0,2,0.3333333333333333,5.521409212549851,-5.521409212549851,0.9202348687583085,-0.9202348687583085,1.5100564871323074,4,0
test,B,1,profile_B_control,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,1,mixed_profile_candidate,level_ge_7m,known_trend,rising,68,0,68,68,0,62,0.9117647058823529,13.759362644915296,-4.039374134844102,0.20234356830757788,-0.059402560806530905,1.5158225447286915,5,1
test,B,1,mixed_profile_candidate,level_ge_7m,known_trend,falling,91,3,88,88,0,88,1.0,7.767606197982223,5.425209733348863,0.088268252249798,0.06165011060623708,0.47264500675942145,0,0
test,B,1,mixed_profile_candidate,level_ge_7m,known_trend,stable,81,2,79,79,0,79,1.0,3.248844045572463,0.9619945354278343,0.04112460817180333,0.012177146018073851,0.22053238215503157,0,0
test,B,1,mixed_profile_candidate,level_ge_7m,known_trend,unknown,20,18,2,1,1,1,0.5,0.02075889244266449,0.02075889244266449,0.02075889244266449,0.02075889244266449,0.02075889244266449,0,0
test,B,1,mixed_profile_candidate,level_ge_7m,future_response,rising,28,0,28,28,0,23,0.8214285714285714,8.748849857661984,-7.020488432975369,0.312458923487928,-0.25073172974912034,1.5158225447286915,5,0
test,B,1,mixed_profile_candidate,level_ge_7m,future_response,falling,21,0,21,21,0,20,0.9523809523809523,5.137799942544248,5.137799942544248,0.24465714012115466,0.24465714012115466,0.5392877824798425,0,1
test,B,1,mixed_profile_candidate,level_ge_7m,future_response,stable,187,0,187,187,0,187,1.0,10.909921980706415,4.251277516806381,0.058341828773831095,0.022734104367948562,0.35729239947689173,0,0
test,B,1,mixed_profile_candidate,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,1,mixed_profile_candidate,level_ge_7m,training_response_support,below,13,0,13,13,0,12,0.9230769230769231,4.009333880533278,4.009333880533278,0.30841029850255985,0.30841029850255985,0.5392877824798425,0,1
test,B,1,mixed_profile_candidate,level_ge_7m,training_response_support,within,216,0,216,216,0,215,0.9953703703703703,14.926384886246968,4.220108159974384,0.06910363373262485,0.019537537777659184,0.5165585694575405,1,0
test,B,1,mixed_profile_candidate,level_ge_7m,training_response_support,above,7,0,7,7,0,3,0.42857142857142855,5.860853014132402,-5.860853014132402,0.8372647163046288,-0.8372647163046288,1.5158225447286915,4,0
test,B,1,mixed_profile_candidate,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,1,age_mixed_candidate,level_ge_7m,known_trend,rising,68,0,68,68,0,62,0.9117647058823529,13.838065142439376,-3.592345727167131,0.20350095797704965,-0.05282861363481075,1.509439167769579,5,1
test,B,1,age_mixed_candidate,level_ge_7m,known_trend,falling,91,3,88,88,0,88,1.0,7.274284897887613,4.834600617909789,0.08266232838508651,0.05493864338533851,0.4377913705797152,0,0
test,B,1,age_mixed_candidate,level_ge_7m,known_trend,stable,81,2,79,79,0,79,1.0,3.155527512153655,0.9270314478803732,0.0399433862297931,0.011734575289624977,0.19743889655103253,0,0
test,B,1,age_mixed_candidate,level_ge_7m,known_trend,unknown,20,18,2,1,1,1,0.5,0.021059823933903488,0.021059823933903488,0.021059823933903488,0.021059823933903488,0.021059823933903488,0,0
test,B,1,age_mixed_candidate,level_ge_7m,future_response,rising,28,0,28,28,0,23,0.8214285714285714,8.722474708859243,-6.777161369612761,0.31151695388783013,-0.24204147748617005,1.509439167769579,5,0
test,B,1,age_mixed_candidate,level_ge_7m,future_response,falling,21,0,21,21,0,20,0.9523809523809523,4.788738998719905,4.788738998719905,0.2280351904152336,0.2280351904152336,0.540125026638524,0,1
test,B,1,age_mixed_candidate,level_ge_7m,future_response,stable,187,0,187,187,0,187,1.0,10.777723668835396,4.178768533449791,0.057634885929601046,0.022346355793849148,0.37200557594571926,0,0
test,B,1,age_mixed_candidate,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,1,age_mixed_candidate,level_ge_7m,training_response_support,below,13,0,13,13,0,12,0.9230769230769231,3.664422799329783,3.664422799329783,0.28187867687152174,0.28187867687152174,0.540125026638524,0,1
test,B,1,age_mixed_candidate,level_ge_7m,training_response_support,within,216,0,216,216,0,215,0.9953703703703703,14.78323377800828,4.3672041623036355,0.0684408971204087,0.020218537788442757,0.5191456363637528,1,0
test,B,1,age_mixed_candidate,level_ge_7m,training_response_support,above,7,0,7,7,0,3,0.42857142857142855,5.8412807990764835,-5.8412807990764835,0.8344686855823548,-0.8344686855823548,1.509439167769579,4,0
test,B,1,age_mixed_candidate,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,2,profile_A_control,all,known_trend,rising,341,1,340,340,0,319,0.9382352941176471,63.22416017597913,-16.451828230781896,0.18595341228229156,-0.048387730090534986,2.810986906354252,17,4
