horizon_h,subset,family,model,population,observed_targets,n,failures,hits,hit_fraction,mae_m,bias_m,p98_abs_m,max_abs_m
2,level_ge_7m,reference,candidate,common,237,235,2,200,0.851063829787234,0.28568483637657854,0.07201969662471168,1.131115726071938,2.3124932467426893
2,level_ge_7m,julho_levels,baseline,individual,237,235,2,174,0.7404255319148936,0.3389290233565138,0.14920058877153652,1.0328663101400746,2.1256756873033744
2,level_ge_7m,julho_levels,candidate,individual,237,235,2,201,0.8553191489361702,0.2792623233462154,0.07952255668179267,1.082558952953514,2.234977046074781
2,level_ge_7m,julho_levels,baseline,common,237,235,2,174,0.7404255319148936,0.3389290233565138,0.14920058877153652,1.0328663101400746,2.1256756873033744
2,level_ge_7m,julho_levels,candidate,common,237,235,2,201,0.8553191489361702,0.2792623233462154,0.07952255668179267,1.082558952953514,2.234977046074781
3,all,reference,baseline,individual,1942,1932,10,1649,0.8535196687370601,0.25284834160911157,-0.0015993326400558473,1.0101685911026854,2.8988829116145745
3,all,reference,candidate,individual,1942,1932,10,1669,0.8638716356107661,0.23778373799478764,0.01011444448922716,0.9198703741897294,3.119324499494909
3,all,reference,baseline,common,1942,1932,10,1649,0.8535196687370601,0.25284834160911157,-0.0015993326400558473,1.0101685911026854,2.8988829116145745
3,all,reference,candidate,common,1942,1932,10,1669,0.8638716356107661,0.23778373799478764,0.01011444448922716,0.9198703741897294,3.119324499494909
3,all,julho_levels,baseline,individual,1942,1932,10,1636,0.8467908902691511,0.26250735407284537,0.014924771631008655,1.026676685192298,2.769956886268055
3,all,julho_levels,candidate,individual,1942,1932,10,1635,0.8462732919254659,0.2472080473693809,0.026469791246300705,0.9391686707268931,2.9881373560325466
3,all,julho_levels,baseline,common,1942,1932,10,1636,0.8467908902691511,0.26250735407284537,0.014924771631008655,1.026676685192298,2.769956886268055
3,all,julho_levels,candidate,common,1942,1932,10,1635,0.8462732919254659,0.2472080473693809,0.026469791246300705,0.9391686707268931,2.9881373560325466
3,level_ge_7m,reference,baseline,individual,237,235,2,151,0.6425531914893617,0.4688174627247561,0.18284855507167594,1.6724162733344299,2.8988829116145745
3,level_ge_7m,reference,candidate,individual,237,235,2,166,0.7063829787234043,0.393687910280924,0.09420471212081599,1.6872526650556416,3.119324499494909
3,level_ge_7m,reference,baseline,common,237,235,2,151,0.6425531914893617,0.4688174627247561,0.18284855507167594,1.6724162733344299,2.8988829116145745
3,level_ge_7m,reference,candidate,common,237,235,2,166,0.7063829787234043,0.393687910280924,0.09420471212081599,1.6872526650556416,3.119324499494909
3,level_ge_7m,julho_levels,baseline,individual,237,235,2,155,0.6595744680851063,0.4569948122650997,0.19674164872568917,1.2921763492409757,2.769956886268055
3,level_ge_7m,julho_levels,candidate,individual,237,235,2,166,0.7063829787234043,0.3812417394271238,0.10807881782857448,1.3888190683045576,2.9881373560325466
3,level_ge_7m,julho_levels,baseline,common,237,235,2,155,0.6595744680851063,0.4569948122650997,0.19674164872568917,1.2921763492409757,2.769956886268055
3,level_ge_7m,julho_levels,candidate,common,237,235,2,166,0.7063829787234043,0.3812417394271238,0.10807881782857448,1.3888190683045576,2.9881373560325466
4,all,reference,baseline,individual,1941,1930,11,1609,0.833678756476684,0.2853203518752747,-0.006060377114599486,1.2417054571385628,3.329018638853949
4,all,reference,candidate,individual,1941,1930,11,1616,0.8373056994818653,0.27421433689976066,0.009695142726251216,1.0549924274101088,3.5419839531897424
4,all,reference,baseline,common,1941,1930,11,1609,0.833678756476684,0.2853203518752747,-0.006060377114599486,1.2417054571385628,3.329018638853949
4,all,reference,candidate,common,1941,1930,11,1616,0.8373056994818653,0.27421433689976066,0.009695142726251216,1.0549924274101088,3.5419839531897424
4,all,julho_levels,baseline,individual,1941,1930,11,1569,0.8129533678756476,0.2995723727564162,0.019625429642427333,1.2339447653547935,3.146640556692857
4,all,julho_levels,candidate,individual,1941,1930,11,1553,0.8046632124352332,0.2882955432047384,0.03497913401127156,1.0698723971368496,3.3568252798291507
4,all,julho_levels,baseline,common,1941,1930,11,1569,0.8129533678756476,0.2995723727564162,0.019625429642427333,1.2339447653547935,3.146640556692857
4,all,julho_levels,candidate,common,1941,1930,11,1553,0.8046632124352332,0.2882955432047384,0.03497913401127156,1.0698723971368496,3.3568252798291507
4,level_ge_7m,reference,baseline,individual,237,235,2,134,0.5702127659574469,0.5799805335533165,0.21239769641752104,2.3065520961483585,3.329018638853949
4,level_ge_7m,reference,candidate,individual,237,235,2,156,0.6638297872340425,0.4960690953718787,0.11016017916810869,2.175481127718564,3.5419839531897424
4,level_ge_7m,reference,baseline,common,237,235,2,134,0.5702127659574469,0.5799805335533165,0.21239769641752104,2.3065520961483585,3.329018638853949
4,level_ge_7m,reference,candidate,common,237,235,2,156,0.6638297872340425,0.4960690953718787,0.11016017916810869,2.175481127718564,3.5419839531897424
4,level_ge_7m,julho_levels,baseline,individual,237,235,2,138,0.5872340425531914,0.5635638456977866,0.2319226763354485,1.8804521784626678,3.146640556692857
4,level_ge_7m,julho_levels,candidate,individual,237,235,2,157,0.6680851063829787,0.4771710589328923,0.12964573530888432,1.89817710708464,3.3568252798291507
4,level_ge_7m,julho_levels,baseline,common,237,235,2,138,0.5872340425531914,0.5635638456977866,0.2319226763354485,1.8804521784626678,3.146640556692857
4,level_ge_7m,julho_levels,candidate,common,237,235,2,157,0.6680851063829787,0.4771710589328923,0.12964573530888432,1.89817710708464,3.3568252798291507
5,all,reference,baseline,individual,1940,1928,12,1583,0.821058091286307,0.31512053419675123,-0.012628917343673444,1.4164009885108875,4.023604409822896
5,all,reference,candidate,individual,1940,1928,12,1583,0.821058091286307,0.306577220823083,0.006354471248135389,1.18619277268139,3.856125175837569
5,all,reference,baseline,common,1940,1928,12,1583,0.821058091286307,0.31512053419675123,-0.012628917343673444,1.4164009885108875,4.023604409822896
5,all,reference,candidate,common,1940,1928,12,1583,0.821058091286307,0.306577220823083,0.006354471248135389,1.18619277268139,3.856125175837569
5,all,julho_levels,baseline,individual,1940,1928,12,1519,0.7878630705394191,0.33217603391990747,0.02417924037647078,1.4041430489720987,3.210054029360098
5,all,julho_levels,candidate,individual,1940,1928,12,1482,0.7686721991701245,0.32423190598969986,0.042427546558724875,1.2236814924228259,3.4114616152066173
5,all,julho_levels,baseline,common,1940,1928,12,1519,0.7878630705394191,0.33217603391990747,0.02417924037647078,1.4041430489720987,3.210054029360098
5,all,julho_levels,candidate,common,1940,1928,12,1482,0.7686721991701245,0.32423190598969986,0.042427546558724875,1.2236814924228259,3.4114616152066173
5,level_ge_7m,reference,baseline,individual,237,235,2,127,0.5404255319148936,0.6845449010148217,0.22306409147112788,2.882253938572299,4.023604409822896
5,level_ge_7m,reference,candidate,individual,237,235,2,143,0.6085106382978723,0.5939056010183751,0.10998176477876583,2.925843131546743,3.856125175837569
5,level_ge_7m,reference,baseline,common,237,235,2,127,0.5404255319148936,0.6845449010148217,0.22306409147112788,2.882253938572299,4.023604409822896
5,level_ge_7m,reference,candidate,common,237,235,2,143,0.6085106382978723,0.5939056010183751,0.10998176477876583,2.925843131546743,3.856125175837569
5,level_ge_7m,julho_levels,baseline,individual,237,235,2,131,0.5574468085106383,0.6633782520447192,0.25341805394247013,2.673171457257972,3.210054029360098
5,level_ge_7m,julho_levels,candidate,individual,237,235,2,142,0.6042553191489362,0.5714559571201805,0.14028511094328433,2.6738328581980046,3.4114616152066173
5,level_ge_7m,julho_levels,baseline,common,237,235,2,131,0.5574468085106383,0.6633782520447192,0.25341805394247013,2.673171457257972,3.210054029360098
5,level_ge_7m,julho_levels,candidate,common,237,235,2,142,0.6042553191489362,0.5714559571201805,0.14028511094328433,2.6738328581980046,3.4114616152066173
6,all,reference,baseline,individual,1939,1926,13,1514,0.7860851505711319,0.3496823823799257,-0.015171731624747135,1.586166356496661,4.815243764623784
6,all,reference,candidate,individual,1939,1926,13,1499,0.7782969885773624,0.3406303041516126,0.006311800444722534,1.3207768854248525,4.614375214142878
6,all,reference,baseline,common,1939,1926,13,1514,0.7860851505711319,0.3496823823799257,-0.015171731624747135,1.586166356496661,4.815243764623784
6,all,reference,candidate,common,1939,1926,13,1499,0.7782969885773624,0.3406303041516126,0.006311800444722534,1.3207768854248525,4.614375214142878
6,all,julho_levels,baseline,individual,1939,1926,13,1458,0.7570093457943925,0.3640820566980719,0.032982611847010394,1.5270493283282969,4.190778631942209
6,all,julho_levels,candidate,individual,1939,1926,13,1425,0.7398753894080997,0.3572510515919042,0.05332387915927601,1.3813756348123891,3.9950074823802773
6,all,julho_levels,baseline,common,1939,1926,13,1458,0.7570093457943925,0.3640820566980719,0.032982611847010394,1.5270493283282969,4.190778631942209
6,all,julho_levels,candidate,common,1939,1926,13,1425,0.7398753894080997,0.3572510515919042,0.05332387915927601,1.3813756348123891,3.9950074823802773
6,level_ge_7m,reference,baseline,individual,237,235,2,117,0.4978723404255319,0.7848179087146162,0.261979884540913,3.2816327316812903,4.815243764623784
6,level_ge_7m,reference,candidate,individual,237,235,2,128,0.5446808510638298,0.6870892606842258,0.1391545391351668,3.491244494196596,4.614375214142878
6,level_ge_7m,reference,baseline,common,237,235,2,117,0.4978723404255319,0.7848179087146162,0.261979884540913,3.2816327316812903,4.815243764623784
6,level_ge_7m,reference,candidate,common,237,235,2,128,0.5446808510638298,0.6870892606842258,0.1391545391351668,3.491244494196596,4.614375214142878
6,level_ge_7m,julho_levels,baseline,individual,237,235,2,115,0.48936170212765956,0.7578530200612832,0.2947112234905556,2.993015996634633,4.190778631942209
6,level_ge_7m,julho_levels,candidate,individual,237,235,2,129,0.548936170212766,0.6597379653030807,0.1718466398614036,3.1985404877448738,3.9950074823802773
6,level_ge_7m,julho_levels,baseline,common,237,235,2,115,0.48936170212765956,0.7578530200612832,0.2947112234905556,2.993015996634633,4.190778631942209
6,level_ge_7m,julho_levels,candidate,common,237,235,2,129,0.548936170212766,0.6597379653030807,0.1718466398614036,3.1985404877448738,3.9950074823802773
7,all,reference,baseline,individual,1938,1924,14,1427,0.7416839916839917,0.39208095485298133,-0.021214602096099943,1.719587202715005,5.691324727293669
7,all,reference,candidate,individual,1938,1924,14,1415,0.7354469854469855,0.38058122415164936,0.002171292440889735,1.3909959248188053,5.47469343116145
7,all,reference,baseline,common,1938,1924,14,1427,0.7416839916839917,0.39208095485298133,-0.021214602096099943,1.719587202715005,5.691324727293669
7,all,reference,candidate,common,1938,1924,14,1415,0.7354469854469855,0.38058122415164936,0.002171292440889735,1.3909959248188053,5.47469343116145
7,all,julho_levels,baseline,individual,1938,1924,14,1403,0.7292099792099792,0.3982879939194406,0.04104059324641741,1.6540309275445646,4.913469515100857
7,all,julho_levels,candidate,individual,1938,1924,14,1378,0.7162162162162162,0.3904706784176571,0.0628077755284948,1.455750761903663,4.704034309402674
7,all,julho_levels,baseline,common,1938,1924,14,1403,0.7292099792099792,0.3982879939194406,0.04104059324641741,1.6540309275445646,4.913469515100857
7,all,julho_levels,candidate,common,1938,1924,14,1378,0.7162162162162162,0.3904706784176571,0.0628077755284948,1.455750761903663,4.704034309402674
7,level_ge_7m,reference,baseline,individual,237,235,2,100,0.425531914893617,0.8787661242032603,0.26658239508619874,3.462646246084388,5.691324727293669
7,level_ge_7m,reference,candidate,individual,237,235,2,120,0.5106382978723404,0.7751702984342408,0.13378021011129157,3.65122810993531,5.47469343116145
7,level_ge_7m,reference,baseline,common,237,235,2,100,0.425531914893617,0.8787661242032603,0.26658239508619874,3.462646246084388,5.691324727293669
7,level_ge_7m,reference,candidate,common,237,235,2,120,0.5106382978723404,0.7751702984342408,0.13378021011129157,3.65122810993531,5.47469343116145
7,level_ge_7m,julho_levels,baseline,individual,237,235,2,108,0.4595744680851064,0.8392207978107249,0.31202355904855916,3.196858436638674,4.913469515100857
7,level_ge_7m,julho_levels,candidate,individual,237,235,2,122,0.5191489361702127,0.7341334079665688,0.1790890435227486,3.338781275723418,4.704034309402674
7,level_ge_7m,julho_levels,baseline,common,237,235,2,108,0.4595744680851064,0.8392207978107249,0.31202355904855916,3.196858436638674,4.913469515100857
7,level_ge_7m,julho_levels,candidate,common,237,235,2,122,0.5191489361702127,0.7341334079665688,0.1790890435227486,3.338781275723418,4.704034309402674
8,all,reference,baseline,individual,1937,1922,15,1331,0.6925078043704475,0.43996520803380024,-0.027998295737261033,1.882734014825637,6.120423180923719
8,all,reference,candidate,individual,1937,1922,15,1310,0.6815816857440167,0.42471991632840445,-0.0030233017334434574,1.5724387056104272,5.962005013610497
8,all,reference,baseline,common,1937,1922,15,1331,0.6925078043704475,0.43996520803380024,-0.027998295737261033,1.882734014825637,6.120423180923719
8,all,reference,candidate,common,1937,1922,15,1310,0.6815816857440167,0.42471991632840445,-0.0030233017334434574,1.5724387056104272,5.962005013610497
8,all,julho_levels,baseline,individual,1937,1922,15,1324,0.6888657648283039,0.4321794697726589,0.04898294666960936,1.7878753686603068,5.290344913970436
8,all,julho_levels,candidate,individual,1937,1922,15,1333,0.6935483870967742,0.4230584168903915,0.07182249310514031,1.556692037023409,5.40564856539088
8,all,julho_levels,baseline,common,1937,1922,15,1324,0.6888657648283039,0.4321794697726589,0.04898294666960936,1.7878753686603068,5.290344913970436
8,all,julho_levels,candidate,common,1937,1922,15,1333,0.6935483870967742,0.4230584168903915,0.07182249310514031,1.556692037023409,5.40564856539088
8,level_ge_7m,reference,baseline,individual,237,235,2,94,0.4,0.9681403229373936,0.25927051270555135,4.050072565460604,6.120423180923719
8,level_ge_7m,reference,candidate,individual,237,235,2,110,0.46808510638297873,0.8583110361600582,0.11624423275737014,4.145711580004587,5.962005013610497
8,level_ge_7m,reference,baseline,common,237,235,2,94,0.4,0.9681403229373936,0.25927051270555135,4.050072565460604,6.120423180923719
8,level_ge_7m,reference,candidate,common,237,235,2,110,0.46808510638297873,0.8583110361600582,0.11624423275737014,4.145711580004587,5.962005013610497
8,level_ge_7m,julho_levels,baseline,individual,237,235,2,95,0.40425531914893614,0.921814234803545,0.31487374781112565,3.9474171217206284,5.290344913970436
8,level_ge_7m,julho_levels,candidate,individual,237,235,2,117,0.4978723404255319,0.810941402501273,0.17157600806186973,3.9505990667802706,5.40564856539088
8,level_ge_7m,julho_levels,baseline,common,237,235,2,95,0.40425531914893614,0.921814234803545,0.31487374781112565,3.9474171217206284,5.290344913970436
8,level_ge_7m,julho_levels,candidate,common,237,235,2,117,0.4978723404255319,0.810941402501273,0.17157600806186973,3.9505990667802706,5.40564856539088
9,all,reference,baseline,individual,1936,1920,16,1207,0.6286458333333333,0.4974562904654809,-0.04007866369796163,2.023929081325301,7.366754135676329
9,all,reference,candidate,individual,1936,1920,16,1225,0.6380208333333334,0.47715359810289437,-0.01378292478452586,1.6759252004005945,7.047652710843378
9,all,reference,baseline,common,1936,1920,16,1207,0.6286458333333333,0.4974562904654809,-0.04007866369796163,2.023929081325301,7.366754135676329
9,all,reference,candidate,common,1936,1920,16,1225,0.6380208333333334,0.47715359810289437,-0.01378292478452586,1.6759252004005945,7.047652710843378
9,all,julho_levels,baseline,individual,1936,1920,16,1281,0.6671875,0.4687230438096331,0.052348523595755876,1.9023064949758315,6.286673602768847
9,all,julho_levels,candidate,individual,1936,1920,16,1280,0.6666666666666666,0.4563883293152336,0.07596565641907208,1.710379960377025,6.412955096167973
9,all,julho_levels,baseline,common,1936,1920,16,1281,0.6671875,0.4687230438096331,0.052348523595755876,1.9023064949758315,6.286673602768847
9,all,julho_levels,candidate,common,1936,1920,16,1280,0.6666666666666666,0.4563883293152336,0.07596565641907208,1.710379960377025,6.412955096167973
9,level_ge_7m,reference,baseline,individual,237,235,2,84,0.3574468085106383,1.0872637475357372,0.20271782137887012,5.136540902598268,7.366754135676329
9,level_ge_7m,reference,candidate,individual,237,235,2,107,0.4553191489361702,0.973104880541007,0.04943188203341689,5.285810332363194,7.047652710843378
9,level_ge_7m,reference,baseline,common,237,235,2,84,0.3574468085106383,1.0872637475357372,0.20271782137887012,5.136540902598268,7.366754135676329
9,level_ge_7m,reference,candidate,common,237,235,2,107,0.4553191489361702,0.973104880541007,0.04943188203341689,5.285810332363194,7.047652710843378
9,level_ge_7m,julho_levels,baseline,individual,237,235,2,92,0.39148936170212767,1.032789204510671,0.27204567129823093,4.722998485744052,6.286673602768847
9,level_ge_7m,julho_levels,candidate,individual,237,235,2,113,0.4808510638297872,0.9109636586487618,0.11824685119476265,4.709019004478067,6.412955096167973
9,level_ge_7m,julho_levels,baseline,common,237,235,2,92,0.39148936170212767,1.032789204510671,0.27204567129823093,4.722998485744052,6.286673602768847
9,level_ge_7m,julho_levels,candidate,common,237,235,2,113,0.4808510638297872,0.9109636586487618,0.11824685119476265,4.709019004478067,6.412955096167973
10,all,reference,baseline,individual,1935,1918,17,1116,0.5818561001042752,0.554751409527987,-0.050287812885142565,2.138978038999241,8.405707625670848
10,all,reference,candidate,individual,1935,1918,17,1151,0.600104275286757,0.5274200497453683,-0.022984903646472977,1.8050221850519719,8.025502931525962
10,all,reference,baseline,common,1935,1918,17,1116,0.5818561001042752,0.554751409527987,-0.050287812885142565,2.138978038999241,8.405707625670848
10,all,reference,candidate,common,1935,1918,17,1151,0.600104275286757,0.5274200497453683,-0.022984903646472977,1.8050221850519719,8.025502931525962
10,all,julho_levels,baseline,individual,1935,1918,17,1241,0.6470281543274244,0.5007753468087669,0.057222413795949466,2.0298554040399996,7.189303791286582
10,all,julho_levels,candidate,individual,1935,1918,17,1253,0.6532846715328468,0.4826422155647705,0.08128096180621487,1.7879877118800667,7.263189097308576
10,all,julho_levels,baseline,common,1935,1918,17,1241,0.6470281543274244,0.5007753468087669,0.057222413795949466,2.0298554040399996,7.189303791286582
10,all,julho_levels,candidate,common,1935,1918,17,1253,0.6532846715328468,0.4826422155647705,0.08128096180621487,1.7879877118800667,7.263189097308576
10,level_ge_7m,reference,baseline,individual,237,235,2,78,0.33191489361702126,1.1944346921523514,0.1578268893340157,5.5143365791456285,8.405707625670848
10,level_ge_7m,reference,candidate,individual,237,235,2,101,0.4297872340425532,1.0727081790875213,-0.00597771140163843,5.661467179119213,8.025502931525962
10,level_ge_7m,reference,baseline,common,237,235,2,78,0.33191489361702126,1.1944346921523514,0.1578268893340157,5.5143365791456285,8.405707625670848
10,level_ge_7m,reference,candidate,common,237,235,2,101,0.4297872340425532,1.0727081790875213,-0.00597771140163843,5.661467179119213,8.025502931525962
10,level_ge_7m,julho_levels,baseline,individual,237,235,2,88,0.37446808510638296,1.1327552675526111,0.23895508211254737,5.226611203636839,7.189303791286582
10,level_ge_7m,julho_levels,candidate,individual,237,235,2,108,0.4595744680851064,1.0051429829690812,0.07439665869395204,5.191792037130173,7.263189097308576
10,level_ge_7m,julho_levels,baseline,common,237,235,2,88,0.37446808510638296,1.1327552675526111,0.23895508211254737,5.226611203636839,7.189303791286582
10,level_ge_7m,julho_levels,candidate,common,237,235,2,108,0.4595744680851064,1.0051429829690812,0.07439665869395204,5.191792037130173,7.263189097308576
11,all,reference,baseline,individual,1934,1916,18,1026,0.535490605427975,0.613478205343081,-0.061554386155237006,2.2515104307944247,9.391440266156348
11,all,reference,candidate,individual,1934,1915,19,1082,0.5650130548302872,0.5775253993886342,-0.032826874947038245,1.9616438977832127,8.930511718339547
11,all,reference,baseline,common,1934,1915,19,1026,0.5357702349869452,0.6133397442749596,-0.06112771421547713,2.251655548977608,9.391440266156348
11,all,reference,candidate,common,1934,1915,19,1082,0.5650130548302872,0.5775253993886342,-0.032826874947038245,1.9616438977832127,8.930511718339547
11,all,julho_levels,baseline,individual,1934,1916,18,1214,0.6336116910229646,0.5307551886540341,0.06094497638568482,2.16195107855498,8.086268435347241
11,all,julho_levels,candidate,individual,1934,1915,19,1239,0.6469973890339425,0.5064081977949918,0.08590411334154543,2.0171743804858324,7.956580197969014
11,all,julho_levels,baseline,common,1934,1915,19,1214,0.6339425587467363,0.5305730255357631,0.06143612131337605,2.1622153794696337,8.086268435347241
11,all,julho_levels,candidate,common,1934,1915,19,1239,0.6469973890339425,0.5064081977949918,0.08590411334154543,2.0171743804858324,7.956580197969014
11,level_ge_7m,reference,baseline,individual,237,235,2,72,0.30638297872340425,1.3234423708495862,0.10107573228752134,5.817330324196934,9.391440266156348
11,level_ge_7m,reference,candidate,individual,237,235,2,91,0.3872340425531915,1.192859911649493,-0.07260193236742793,5.93556747522862,8.930511718339547
11,level_ge_7m,reference,baseline,common,237,235,2,72,0.30638297872340425,1.3234423708495862,0.10107573228752134,5.817330324196934,9.391440266156348
11,level_ge_7m,reference,candidate,common,237,235,2,91,0.3872340425531915,1.192859911649493,-0.07260193236742793,5.93556747522862,8.930511718339547
11,level_ge_7m,julho_levels,baseline,individual,237,235,2,85,0.3617021276595745,1.245188051447072,0.1931190343620184,5.6486112982088335,8.086268435347241
11,level_ge_7m,julho_levels,candidate,individual,237,235,2,98,0.41702127659574467,1.1142688920272614,0.018367983973492583,5.613884106167567,7.956580197969014
11,level_ge_7m,julho_levels,baseline,common,237,235,2,85,0.3617021276595745,1.245188051447072,0.1931190343620184,5.6486112982088335,8.086268435347241
11,level_ge_7m,julho_levels,candidate,common,237,235,2,98,0.41702127659574467,1.1142688920272614,0.018367983973492583,5.613884106167567,7.956580197969014
12,all,reference,baseline,individual,1933,1914,19,955,0.49895506792058514,0.6696969220316744,-0.07360707758007444,2.422966156197497,10.418506922843463
12,all,reference,candidate,individual,1933,1912,21,1021,0.5339958158995816,0.6252735096377618,-0.04341755106551037,2.16300333587364,9.849661207123884
12,all,reference,baseline,common,1933,1912,21,955,0.49947698744769875,0.669622205384941,-0.07290883599144601,2.4232713892826525,10.418506922843463
12,all,reference,candidate,common,1933,1912,21,1021,0.5339958158995816,0.6252735096377618,-0.04341755106551037,2.16300333587364,9.849661207123884
12,all,julho_levels,baseline,individual,1933,1914,19,1159,0.6055381400208987,0.5578625585913922,0.06390580880595645,2.3835822839248406,9.038315647130192
12,all,julho_levels,candidate,individual,1933,1912,21,1227,0.6417364016736402,0.5271086215856026,0.08981862493327705,2.2085379082847543,8.628681131816066
12,all,julho_levels,baseline,common,1933,1912,21,1159,0.6061715481171548,0.5576709610501753,0.06474779166871864,2.384361981902463,9.038315647130192
12,all,julho_levels,candidate,common,1933,1912,21,1227,0.6417364016736402,0.5271086215856026,0.08981862493327705,2.2085379082847543,8.628681131816066
12,level_ge_7m,reference,baseline,individual,237,235,2,57,0.2425531914893617,1.4692372052194416,0.030326487267868598,6.157184867582915,10.418506922843463
12,level_ge_7m,reference,candidate,individual,237,235,2,77,0.3276595744680851,1.3296617546631075,-0.152295122029566,6.199867050596841,9.849661207123884
12,level_ge_7m,reference,baseline,common,237,235,2,57,0.2425531914893617,1.4692372052194416,0.030326487267868598,6.157184867582915,10.418506922843463
12,level_ge_7m,reference,candidate,common,237,235,2,77,0.3276595744680851,1.3296617546631075,-0.152295122029566,6.199867050596841,9.849661207123884
12,level_ge_7m,julho_levels,baseline,individual,237,235,2,71,0.3021276595744681,1.375190451817248,0.13448365065163226,6.060715564903982,9.038315647130192
12,level_ge_7m,julho_levels,candidate,individual,237,235,2,89,0.37872340425531914,1.2435674395762168,-0.0496652339555663,6.024648862892092,8.628681131816066
12,level_ge_7m,julho_levels,baseline,common,237,235,2,71,0.3021276595744681,1.375190451817248,0.13448365065163226,6.060715564903982,9.038315647130192
12,level_ge_7m,julho_levels,candidate,common,237,235,2,89,0.37872340425531914,1.2435674395762168,-0.0496652339555663,6.024648862892092,8.628681131816066
