h,time,forecast_m,lower_reference_m,upper_reference_m,historical_similar_p90_abs_m,today_p90_abs_m,today_mae_m,validation_score
1,2026-09-21T14:00:00-03:00,7.920800661165741,7.469221098257768,8.372380224073712,0.1259624009398681,0.45157956290797224,0.16240765724091571,0.03664549781932819
2,2026-09-21T15:00:00-03:00,8.843788922873932,7.403652183849992,10.283925661897872,0.258380409184904,1.4401367390239401,0.4936548120160753,0.235797581440205
3,2026-09-21T16:00:00-03:00,9.3671475371332,7.737044546521845,10.997250527744555,0.31443034925403784,1.6301029906113547,0.73695233527013,0.2318600994849601
4,2026-09-21T17:00:00-03:00,10.383716751177378,8.283116093268855,12.4843174090859,0.4196939591030979,2.100600657908522,0.9199092433411344,0.24088081876315026
5,2026-09-21T18:00:00-03:00,11.461016530005558,8.791086039517083,14.130947020494034,0.5779256056080999,2.6699304904884764,1.154707893776959,0.25771970104053515
6,2026-09-21T19:00:00-03:00,11.272966091518192,8.208843013979259,14.337089169057126,0.6274446645635868,3.0641230775389343,1.6349410331714147,0.28516123847181063
