mae_m,rmse_m,bias_m,p90_abs_m,max_abs_m,n,h,memory_h,prior_n,power,bias_gain,validation_score,rising_mae_m,rising_n,high_water_mae_m,high_water_n
0.027238295755168066,0.04751513869815957,-0.003589982132986272,0.062269638884345745,0.43554056801683005,1364,1,24.0,1.0,1.0,0.0,0.03664549781932819,0.1483932635625811,2,0.04277761595081289,73
0.06528424945721878,0.09582072113239486,-0.015218291518827396,0.13963554446219667,0.5890315280769407,1362,2,24.0,1.0,1.0,0.0,0.235797581440205,0.23807736524435918,25,0.12340957151970366,72
0.08648895914962439,0.12997260311719333,-0.01546362099354202,0.1890637814416187,0.8551531952359266,1360,3,24.0,1.0,2.0,0.0,0.2318600994849601,0.21278718764105312,67,0.20603858200395786,71
0.11280834648366261,0.17416714401774205,-0.02154794766990286,0.22592038746941942,1.3392701778654832,1359,4,24.0,1.0,2.0,0.0,0.24088081876315026,0.24291396128423434,108,0.3010535261550626,70
0.14180270460865665,0.23195409575381265,-0.0006973409549291314,0.29557141996981534,1.9505728135154996,1358,5,24.0,1.0,2.0,0.25,0.25771970104053515,0.32662941507985677,147,0.4152281356777072,70
0.1801486774143679,0.2915246072845042,0.021574993075102855,0.4009415764997768,2.5402605601739623,1357,6,24.0,1.0,2.0,0.25,0.28516123847181063,0.377570125521712,172,0.55437069950268,70
