id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;id_reservatorio;nom_reservatorio;cod_usina;din_instante;val_nivelmontante;val_niveljusante;val_volumeutil;val_vazaoafluente;val_vazaodefluente;val_vazaoturbinada;val_vazaovertida;val_vazaooutrasestruturas;val_vazaotransferida;val_vazaovertidanaoturbinavel
S ;Sul;Fio dagua                               ;JACUI          ;JIUHQJ;14 DE JULHO         ;99;2026-03-01 01:00:00;103.04;69.4;4.0;108.0;92.0;65.0;0.0;28.0;0.0;0.0
S ;Sul;Fio dagua                               ;JACUI          ;JIUHQJ;14 DE JULHO         ;99;2026-03-01 02:00:00;103.05;69.37;5.0;110.0;94.0;66.0;0.0;28.0;0.0;0.0
S ;Sul;Fio dagua                               ;JACUI          ;JIUHQJ;14 DE JULHO         ;99;2026-03-01 03:00:00;103.0;69.34;0.0;13.0;94.0;66.0;0.0;27.0;0.0;0.0
S ;Sul;Fio dagua                               ;JACUI          ;JIUHQJ;14 DE JULHO         ;99;2026-03-01 04:00:00;103.0;69.35;0.0;94.0;94.0;66.0;0.0;27.0;0.0;0.0
S ;Sul;Fio dagua                               ;JACUI          ;JIUHQJ;14 DE JULHO         ;99;2026-03-01 05:00:00;103.0;68.93;0.0;32.0;32.0;4.0;0.0;27.0;0.0;0.0
S ;Sul;Fio dagua                               ;JACUI          ;JIUHQJ;14 DE JULHO         ;99;2026-03-01 06:00:00;103.0;68.75;0.0;27.0;27.0;0.0;0.0;27.0;0.0;0.0
S ;Sul;Fio dagua                               ;JACUI          ;JIUHQJ;14 DE JULHO         ;99;2026-03-01 07:00:00;103.0;68.67;0.0;27.0;27.0;0.0;0.0;27.0;0.0;0.0
S ;Sul;Fio dagua                               ;JACUI          ;JIUHQJ;14 DE JULHO         ;99;2026-03-01 08:00:00;103.0;68.65;0.0;27.0;27.0;0.0;0.0;27.0;0.0;0.0
S ;Sul;Fio dagua                               ;JACUI          ;JIUHQJ;14 DE JULHO         ;99;2026-03-01 09:00:00;103.0;68.59;0.0;27.0;27.0;0.0;0.0;27.0;0.0;0.0
S ;Sul;Fio dagua                               ;JACUI          ;JIUHQJ;14 DE JULHO         ;99;2026-03-01 10:00:00;103.0;68.61;0.0;27.0;27.0;0.0;0.0;27.0;0.0;0.0
