phase,horizon_h,subset,population,family,scheduled_rows,observed_targets,n,failures,hits,hit_fraction,observed_target_hit_fraction,mae_m,bias_m,p98_abs_m,max_abs_m
test,2,level_ge_7m,missing24,native_control,614,94,93,1,84,0.9032258064516129,0.8936170212765957,0.2177740006899847,-0.049938883352159694,1.8580768137146602,2.4854087637465963
test,2,level_ge_7m,missing24,augmented,614,94,93,1,86,0.9247311827956989,0.9148936170212766,0.18579267965369897,-0.020968953444131293,1.7171735059601245,2.085350770233495
test,3,all,full_schedule,native_control,1965,1942,1933,9,1892,0.9787894464562855,0.9742533470648815,0.08569916437714672,-0.0036249483546946485,0.5128291638015096,3.5268719363183774
test,3,all,full_schedule,augmented,1965,1942,1933,9,1901,0.983445421624418,0.9788877445932029,0.08354316984835683,-0.002096382915441938,0.46142840827761045,3.1268602650367585
test,3,all,complete24,native_control,1351,1346,1346,0,1332,0.9895988112927192,0.9895988112927192,0.06737020692482651,0.0009264525702016789,0.36924670610294175,0.7989318288299483
test,3,all,complete24,augmented,1351,1346,1346,0,1339,0.9947994056463596,0.9947994056463596,0.06625719893331304,0.004627969974614809,0.3656447507480179,0.8242525431061889
test,3,all,missing24,native_control,614,596,587,9,560,0.9540034071550255,0.9395973154362416,0.12772774483851473,-0.014061380458460336,0.7771375948044326,3.5268719363183774
test,3,all,missing24,augmented,614,596,587,9,562,0.9574105621805792,0.9429530201342282,0.12318016618847427,-0.017515427191449398,0.7597331046009848,3.1268602650367585
test,3,level_ge_7m,full_schedule,native_control,1965,237,236,1,206,0.8728813559322034,0.869198312236287,0.2397801871519601,-0.04664766333988164,1.5175037737316026,3.5268719363183774
test,3,level_ge_7m,full_schedule,augmented,1965,237,236,1,215,0.9110169491525424,0.9071729957805907,0.21271518758413818,-0.036305195806672894,1.2502563101317732,3.1268602650367585
test,3,level_ge_7m,complete24,native_control,1351,142,142,0,131,0.9225352112676056,0.9225352112676056,0.1557716333648826,-0.0043574334419621006,0.7152282823723896,0.7989318288299483
test,3,level_ge_7m,complete24,augmented,1351,142,142,0,137,0.9647887323943662,0.9647887323943662,0.13490909654547573,0.0034878643292872496,0.6013725979291578,0.8242525431061889
