phase,horizon_h,subset,reference,candidate,delta_hits,delta_mae_m,delta_max_abs_m
test,2,all,core_augmented,rain108_augmented,-20,0.009219966741833382,-0.43248994324778245
test,2,all,levels45_original,observed_control,-2,-0.0015499796899182822,0.011933060594172318
test,2,all,levels45_augmented,augmented,-14,0.005155450787796306,-0.3847800841747171
test,2,level_ge_7m,observed_control,augmented,-16,0.04852226881773697,-1.3900147938942213
test,2,level_ge_7m,core_original,core_augmented,0,-0.01651423218518136,-0.6488044830402533
test,2,level_ge_7m,levels45_original,levels45_augmented,-6,-0.0024240905506244803,-0.9084237580589578
test,2,level_ge_7m,rain108_original,rain108_augmented,-7,0.033995607647293286,-1.0250573862354608
test,2,level_ge_7m,core_original,levels45_original,0,-0.012113895075210795,0.20321886107635923
test,2,level_ge_7m,core_augmented,levels45_augmented,-6,0.0019762465593460843,-0.056400413942345295
test,2,level_ge_7m,rain108_original,observed_control,10,-0.02579056375603997,0.27138896172310645
test,2,level_ge_7m,rain108_augmented,augmented,1,-0.011263902585596286,-0.09356844593565405
test,2,level_ge_7m,core_original,rain108_original,-12,0.012069490504924313,-0.056237040052574905
test,2,level_ge_7m,core_augmented,rain108_augmented,-19,0.06257933033739896,-0.43248994324778245
test,2,level_ge_7m,levels45_original,observed_control,-2,-0.001607178175904861,0.011933060594172318
test,2,level_ge_7m,levels45_augmented,augmented,-12,0.04933918119245659,-0.4696579752410912
test,3,all,observed_control,augmented,8,-0.0010182278878587692,-0.43908357809232434
test,3,all,core_original,core_augmented,18,-0.005453920613902527,-0.47271105198444907
test,3,all,levels45_original,levels45_augmented,-2,-0.00036690548762949304,-0.3524899385945126
test,3,all,rain108_original,rain108_augmented,6,-0.002541672674479384,-0.32454284975054115
test,3,all,core_original,levels45_original,31,-0.02188585662491177,0.046254554269717474
test,3,all,core_augmented,levels45_augmented,11,-0.016798841498638736,0.16647566765965394
test,3,all,rain108_original,observed_control,25,-0.0253931172756912,0.13285812766240923
test,3,all,rain108_augmented,augmented,27,-0.023869672489070584,0.018317399320626038
test,3,all,core_original,rain108_original,0,0.002531012677998823,-0.1868369500750653
test,3,all,core_augmented,rain108_augmented,-12,0.005443260617421966,-0.03866874784115737
test,3,all,levels45_original,observed_control,-6,-0.0009762479727806056,-0.10023337668237353
test,3,all,levels45_augmented,augmented,4,-0.0016275703730098817,-0.18682701618018527
test,3,level_ge_7m,observed_control,augmented,5,-0.0026370423427871104,-0.43908357809232434
test,3,level_ge_7m,core_original,core_augmented,10,-0.032759074495354285,-0.47271105198444907
test,3,level_ge_7m,levels45_original,levels45_augmented,-3,-0.012535896265333163,-0.3524899385945126
test,3,level_ge_7m,rain108_original,rain108_augmented,4,-0.013610735727019263,-0.32454284975054115
test,3,level_ge_7m,core_original,levels45_original,11,-0.03447400347741997,0.046254554269717474
test,3,level_ge_7m,core_augmented,levels45_augmented,-2,-0.014250825247398846,0.16647566765965394
test,3,level_ge_7m,rain108_original,observed_control,9,-0.04406326522142878,0.13285812766240923
test,3,level_ge_7m,rain108_augmented,augmented,10,-0.03308957183719663,0.018317399320626038
test,3,level_ge_7m,core_original,rain108_original,-6,0.012769757512949176,-0.1868369500750653
test,3,level_ge_7m,core_augmented,rain108_augmented,-12,0.0319180962812842,-0.03866874784115737
test,3,level_ge_7m,levels45_original,observed_control,-8,0.0031804957689403612,-0.10023337668237353
test,3,level_ge_7m,levels45_augmented,augmented,0,0.013079349691486414,-0.18682701618018527
test,4,all,observed_control,augmented,9,-0.003912008511813614,-0.6317606799750521
test,4,all,core_original,core_augmented,4,-0.002813720809103165,-0.6211328589163871
test,4,all,levels45_original,levels45_augmented,-5,0.002744426316318785,-0.3483055933171686
test,4,all,rain108_original,rain108_augmented,5,-0.0021355903889447303,-0.704165741887425
test,4,all,core_original,levels45_original,33,-0.018190935978689274,-0.07452832336055604
test,4,all,core_augmented,levels45_augmented,24,-0.012632788853267324,0.1982989422386625
test,4,all,rain108_original,observed_control,22,-0.021390846484952958,-0.06375642666218173
test,4,all,rain108_augmented,augmented,26,-0.02316726460782184,0.008648635250191106
test,4,all,core_original,rain108_original,6,0.000526824318359792,-0.28487908109413507
test,4,all,core_augmented,rain108_augmented,7,0.0012049547385182269,-0.3679119640651729
test,4,all,levels45_original,observed_control,-5,-0.002673086187903892,-0.27410718439576076
test,4,all,levels45_augmented,augmented,9,-0.00932952101603629,-0.5575622710536443
test,4,level_ge_7m,observed_control,augmented,5,-0.03464543984309626,-0.6317606799750521
test,4,level_ge_7m,core_original,core_augmented,5,-0.036615935381107245,-0.6211328589163871
test,4,level_ge_7m,levels45_original,levels45_augmented,-1,-0.011084964617503579,-0.3483055933171686
test,4,level_ge_7m,rain108_original,rain108_augmented,6,-0.03214747498097814,-0.704165741887425
test,4,level_ge_7m,core_original,levels45_original,14,-0.03574871688889081,-0.07452832336055604
test,4,level_ge_7m,core_augmented,levels45_augmented,8,-0.010217746125287142,0.1982989422386625
test,4,level_ge_7m,rain108_original,observed_control,8,-0.0522058965981258,-0.06375642666218173
test,4,level_ge_7m,rain108_augmented,augmented,7,-0.05470386146024392,0.008648635250191106
test,4,level_ge_7m,core_original,rain108_original,0,0.010264456822157764,-0.28487908109413507
test,4,level_ge_7m,core_augmented,rain108_augmented,1,0.014732917222286868,-0.3679119640651729
test,4,level_ge_7m,levels45_original,observed_control,-6,-0.006192722887077229,-0.27410718439576076
test,4,level_ge_7m,levels45_augmented,augmented,0,-0.02975319811266991,-0.5575622710536443
test,5,all,observed_control,augmented,0,0.0017191837158301304,-0.3977700580210106
test,5,all,core_original,core_augmented,3,-0.0003906228374351284,-0.5293427092574481
test,5,all,levels45_original,levels45_augmented,-1,-0.0014638053799874429,-0.7876956354047371
test,5,all,rain108_original,rain108_augmented,5,-0.010192936787124574,-0.8871431798330889
test,5,all,core_original,levels45_original,30,-0.01244406664493336,0.4669945569777241
test,5,all,core_augmented,levels45_augmented,26,-0.013517249187485675,0.20864163083043508
test,5,all,rain108_original,observed_control,44,-0.02591505734613958,-0.11872354695210063
test,5,all,rain108_augmented,augmented,39,-0.014002936843184877,0.3706495748599776
test,5,all,core_original,rain108_original,-5,0.0043260186906641795,-0.4056658334327725
test,5,all,core_augmented,rain108_augmented,-3,-0.005476295259025266,-0.7634663040084133
test,5,all,levels45_original,observed_control,9,-0.00914497201054204,-0.9913839373625972
test,5,all,levels45_augmented,augmented,10,-0.005961982914724467,-0.6014583599788708
test,5,level_ge_7m,observed_control,augmented,-5,0.012983724280395015,-0.3977700580210106
test,5,level_ge_7m,core_original,core_augmented,2,-0.01746434908406136,-0.5293427092574481
test,5,level_ge_7m,levels45_original,levels45_augmented,-4,-0.02394481977326901,-0.7876956354047371
test,5,level_ge_7m,rain108_original,rain108_augmented,0,-0.03335721981502798,-0.8871431798330889
test,5,level_ge_7m,core_original,levels45_original,13,-0.02071165983161999,0.4669945569777241
test,5,level_ge_7m,core_augmented,levels45_augmented,7,-0.02719213052082764,0.20864163083043508
test,5,level_ge_7m,rain108_original,observed_control,16,-0.06426069541715107,-0.11872354695210063
test,5,level_ge_7m,rain108_augmented,augmented,11,-0.017919751321728072,0.3706495748599776
test,5,level_ge_7m,core_original,rain108_original,-2,-0.005046126252876593,-0.4056658334327725
test,5,level_ge_7m,core_augmented,rain108_augmented,-4,-0.020938996983843217,-0.7634663040084133
test,5,level_ge_7m,levels45_original,observed_control,1,-0.048595161838407674,-0.9913839373625972
test,5,level_ge_7m,levels45_augmented,augmented,0,-0.01166661778474365,-0.6014583599788708
test,6,all,observed_control,augmented,11,-0.009808385075933623,-1.203833023166414
test,6,all,core_original,core_augmented,-3,0.0010800055884988002,-0.0669373962199753
test,6,all,levels45_original,levels45_augmented,7,-0.00013642641572891856,-0.6674086854457473
test,6,all,rain108_original,rain108_augmented,18,-0.012163261884101273,-0.5598040540757827
test,6,all,core_original,levels45_original,19,-0.002772114326658026,0.493307774179514
test,6,all,core_augmented,levels45_augmented,29,-0.003988546330885745,-0.10716351504625798
test,6,all,rain108_original,observed_control,34,-0.017788448999502576,0.17255687261464558
test,6,all,rain108_augmented,augmented,27,-0.015433572191334927,-0.47147209647598576
test,6,all,core_original,rain108_original,-15,0.006807551927056343,-0.1309118340445039
test,6,all,core_augmented,rain108_augmented,6,-0.00643571554554373,-0.6237784919003113
test,6,all,levels45_original,observed_control,0,-0.008208782745788207,-0.4516627356093723
test,6,all,levels45_augmented,augmented,4,-0.01788074140599291,-0.9880870733300391
test,6,level_ge_7m,observed_control,augmented,5,-0.05355210243139952,-1.203833023166414
test,6,level_ge_7m,core_original,core_augmented,-1,-0.018155210138078526,-0.0669373962199753
test,6,level_ge_7m,levels45_original,levels45_augmented,0,-0.03223983024096988,-0.6674086854457473
test,6,level_ge_7m,rain108_original,rain108_augmented,8,-0.042007223617270384,-0.5598040540757827
test,6,level_ge_7m,core_original,levels45_original,7,0.002480264348135086,0.493307774179514
test,6,level_ge_7m,core_augmented,levels45_augmented,8,-0.011604355754756268,-0.10716351504625798
test,6,level_ge_7m,rain108_original,observed_control,15,-0.0455639863233982,0.17255687261464558
test,6,level_ge_7m,rain108_augmented,augmented,12,-0.05710886513752733,-0.47147209647598576
test,6,level_ge_7m,core_original,rain108_original,-10,0.009913455553298256,-0.1309118340445039
test,6,level_ge_7m,core_augmented,rain108_augmented,-1,-0.013938557925893602,-0.6237784919003113
test,6,level_ge_7m,levels45_original,observed_control,-2,-0.03813079511823503,-0.4516627356093723
test,6,level_ge_7m,levels45_augmented,augmented,3,-0.059443067308664665,-0.9880870733300391
test,7,all,observed_control,augmented,12,-0.012419773848118765,-1.9238452152274554
test,7,all,core_original,core_augmented,-9,0.0013696190516748752,-0.06104756439612302
test,7,all,levels45_original,levels45_augmented,-3,-0.0003889528544903653,-0.8604779630642359
test,7,all,rain108_original,rain108_augmented,19,-0.00971505929616423,-1.2479218876077471
test,7,all,core_original,levels45_original,-21,0.012022478255908742,0.05693050245186715
test,7,all,core_augmented,levels45_augmented,-15,0.010263906349743501,-0.7424998962162457
test,7,all,rain108_original,observed_control,6,-0.0013241060936812765,0.42629358675654494
test,7,all,rain108_augmented,augmented,-1,-0.004028820645635811,-0.24962974086316336
test,7,all,core_original,rain108_original,-20,0.014789366554131989,-1.2433401846192922
test,7,all,core_augmented,rain108_augmented,8,0.003704688206292883,-2.4302145078309163
test,7,all,levels45_original,observed_control,7,0.0014427822045419703,-0.8739771003146144
test,7,all,levels45_augmented,augmented,22,-0.01058803878908643,-1.937344352477834
test,7,level_ge_7m,observed_control,augmented,-6,-0.015885654874672972,-1.9238452152274554
test,7,level_ge_7m,core_original,core_augmented,-3,0.006604368529320337,-0.06104756439612302
test,7,level_ge_7m,levels45_original,levels45_augmented,4,-0.014815109739157895,-0.8604779630642359
test,7,level_ge_7m,rain108_original,rain108_augmented,-9,-0.015269687646601748,-1.2479218876077471
test,7,level_ge_7m,core_original,levels45_original,-6,0.04166790282928823,0.05693050245186715
test,7,level_ge_7m,core_augmented,levels45_augmented,1,0.020248424560809997,-0.7424998962162457
test,7,level_ge_7m,rain108_original,observed_control,-3,-0.014210468372519935,0.42629358675654494
test,7,level_ge_7m,rain108_augmented,augmented,0,-0.014826435600591159,-0.24962974086316336
test,7,level_ge_7m,core_original,rain108_original,-3,0.07715709096336443,-1.2433401846192922
test,7,level_ge_7m,core_augmented,rain108_augmented,-9,0.05528303478744234,-2.4302145078309163
test,7,level_ge_7m,levels45_original,observed_control,0,0.021278719761556264,-0.8739771003146144
test,7,level_ge_7m,levels45_augmented,augmented,-10,0.020208174626041187,-1.937344352477834
test,8,all,observed_control,augmented,38,-0.026072889933918764,-2.272625632910632
test,8,all,core_original,core_augmented,-26,-0.002747740645433483,0.17239523625567532
test,8,all,levels45_original,levels45_augmented,14,-0.012803353893516056,-0.5008211110792038
test,8,all,rain108_original,rain108_augmented,33,-0.022671373574682074,-1.707191826329927
test,8,all,core_original,levels45_original,-24,0.018375629257644577,0.33468836196175555
test,8,all,core_augmented,levels45_augmented,16,0.008320016009562003,-0.33852798537312356
test,8,all,rain108_original,observed_control,11,0.007416304598985013,0.5572019318515746
test,8,all,rain108_augmented,augmented,16,0.004014788239748324,-0.00823187472913034
test,8,all,core_original,rain108_original,-39,0.01149899651482894,-1.4968758228729033
test,8,all,core_augmented,rain108_augmented,20,-0.00842463641441965,-3.3764628854585057
test,8,all,levels45_original,observed_control,-4,0.000539671856169377,-1.2743622529830843
test,8,all,levels45_augmented,augmented,20,-0.01272986418423333,-3.0461667748145125
test,8,level_ge_7m,observed_control,augmented,7,-0.11117611074495681,-2.272625632910632
test,8,level_ge_7m,core_original,core_augmented,-8,0.02013075015007937,0.17239523625567532
test,8,level_ge_7m,levels45_original,levels45_augmented,-2,-0.023951993624552026,-0.5008211110792038
test,8,level_ge_7m,rain108_original,rain108_augmented,6,-0.06838779516286275,-1.707191826329927
test,8,level_ge_7m,core_original,levels45_original,-7,0.06212322208998067,0.33468836196175555
test,8,level_ge_7m,core_augmented,levels45_augmented,-1,0.018040478315349273,-0.33852798537312356
test,8,level_ge_7m,rain108_original,observed_control,4,0.02116274066966073,0.5572019318515746
test,8,level_ge_7m,rain108_augmented,augmented,5,-0.021625574912433332,-0.00823187472913034
test,8,level_ge_7m,core_original,rain108_original,-8,0.06791319605647672,-1.4968758228729033
test,8,level_ge_7m,core_augmented,rain108_augmented,6,-0.0206053492564654,-3.3764628854585057
test,8,level_ge_7m,levels45_original,observed_control,3,0.026952714636156783,-1.2743622529830843
test,8,level_ge_7m,levels45_augmented,augmented,12,-0.060271402484248005,-3.0461667748145125
test,9,all,observed_control,augmented,21,-0.023020587595322273,-1.4692268367826617
test,9,all,core_original,core_augmented,-6,-0.004962467441422869,0.3569478859127768
test,9,all,levels45_original,levels45_augmented,25,-0.017730900071485256,-0.3048543996455866
test,9,all,rain108_original,rain108_augmented,23,-0.027279571039090234,-1.377410889558007
test,9,all,core_original,levels45_original,-24,0.018154277977868727,0.9891301058893482
test,9,all,core_augmented,levels45_augmented,7,0.0053858453478063395,0.32732782033098484
test,9,all,rain108_original,observed_control,-1,-0.003050374991424798,0.01334952029231573
test,9,all,rain108_augmented,augmented,-3,0.0012086084523431628,-0.07846642693233896
test,9,all,core_original,rain108_original,-34,0.016862757678597406,-1.3557667218758116
test,9,all,core_augmented,rain108_augmented,-5,-0.005454345919069958,-3.0901254973465955
test,9,all,levels45_original,observed_control,-11,-0.004341895290696118,-2.331547307472844
test,9,all,levels45_augmented,augmented,-15,-0.009631582814533135,-3.4959197446099193
test,9,level_ge_7m,observed_control,augmented,8,-0.11170821309498069,-1.4692268367826617
test,9,level_ge_7m,core_original,core_augmented,-5,-0.03196241969245894,0.3569478859127768
test,9,level_ge_7m,levels45_original,levels45_augmented,-9,-0.050979166339877424,-0.3048543996455866
test,9,level_ge_7m,rain108_original,rain108_augmented,10,-0.09352756894125946,-1.377410889558007
test,9,level_ge_7m,core_original,levels45_original,-4,0.05978765057858215,0.9891301058893482
test,9,level_ge_7m,core_augmented,levels45_augmented,-8,0.04077090393116367,0.32732782033098484
test,9,level_ge_7m,rain108_original,observed_control,6,-0.016861059879898832,0.01334952029231573
test,9,level_ge_7m,rain108_augmented,augmented,4,-0.03504170403362006,-0.07846642693233896
test,9,level_ge_7m,core_original,rain108_original,-16,0.09010709138774509,-1.3557667218758116
test,9,level_ge_7m,core_augmented,rain108_augmented,-1,0.028541942138944565,-3.0901254973465955
test,9,level_ge_7m,levels45_original,observed_control,-6,0.013458380929264102,-2.331547307472844
test,9,level_ge_7m,levels45_augmented,augmented,11,-0.047270665825839164,-3.4959197446099193
test,10,all,observed_control,augmented,-8,-0.019043192501886963,-1.6943850605542004
test,10,all,core_original,core_augmented,-16,-3.8766847608118216e-05,0.04019214759632561
test,10,all,levels45_original,levels45_augmented,-24,-0.020149081961886917,-0.33634389819887645
test,10,all,rain108_original,rain108_augmented,-14,-0.019560763567026296,-1.4201705528734871
test,10,all,core_original,levels45_original,-22,0.028602846512804814,0.3552257388208453
test,10,all,core_augmented,levels45_augmented,-30,0.008492531398526015,-0.021310306974356763
test,10,all,rain108_original,observed_control,-7,0.0017305267712424133,0.02045504728460923
test,10,all,rain108_augmented,augmented,-1,0.002248097836381746,-0.253759460396104
test,10,all,core_original,rain108_original,-3,0.0006749591485026296,-2.1816311120330907
test,10,all,core_augmented,rain108_augmented,-1,-0.018847037570915548,-3.6419938125029034
test,10,all,levels45_original,observed_control,12,-0.02619736059305977,-2.5164018035693267
test,10,all,levels45_augmented,augmented,28,-0.025091471133059817,-3.8744429659246507
test,10,level_ge_7m,observed_control,augmented,4,-0.13208694106340702,-1.6943850605542004
test,10,level_ge_7m,core_original,core_augmented,6,-0.05227739045210211,0.04019214759632561
test,10,level_ge_7m,levels45_original,levels45_augmented,-12,-0.13480771475074005,-0.33634389819887645
test,10,level_ge_7m,rain108_original,rain108_augmented,6,-0.11743430701734647,-1.4201705528734871
test,10,level_ge_7m,core_original,levels45_original,2,0.1018263884556665,0.3552257388208453
test,10,level_ge_7m,core_augmented,levels45_augmented,-16,0.01929606415702856,-0.021310306974356763
test,10,level_ge_7m,rain108_original,observed_control,-2,-0.01858252804863625,0.02045504728460923
test,10,level_ge_7m,rain108_augmented,augmented,-4,-0.03323516209469679,-0.253759460396104
test,10,level_ge_7m,core_original,rain108_original,-5,0.027444081300994405,-2.1816311120330907
test,10,level_ge_7m,core_augmented,rain108_augmented,-5,-0.037712835264249955,-3.6419938125029034
test,10,level_ge_7m,levels45_original,observed_control,-9,-0.09296483520330834,-2.5164018035693267
test,10,level_ge_7m,levels45_augmented,augmented,7,-0.0902440615159753,-3.8744429659246507
test,11,all,observed_control,augmented,3,-0.007357019868481363,-0.7455397423651995
test,11,all,core_original,core_augmented,-8,-0.00671506778219616,-0.7157596107300357
test,11,all,levels45_original,levels45_augmented,-19,-0.004089915388036658,-0.5782714961013546
test,11,all,rain108_original,rain108_augmented,5,-0.013565465802442445,-0.6914406697171387
test,11,all,core_original,levels45_original,-33,0.015864133364761612,0.443516476568929
test,11,all,core_augmented,levels45_augmented,-44,0.018489285758921115,0.58100459119761
test,11,all,rain108_original,observed_control,1,0.001767150078203994,-0.06149527332616955
test,11,all,rain108_augmented,augmented,-1,0.007975596012165076,-0.11559434597423035
test,11,all,core_original,rain108_original,5,-0.02026688647720659,-2.695749831923253
test,11,all,core_augmented,rain108_augmented,18,-0.027117284497452876,-2.671430890910356
test,11,all,levels45_original,observed_control,39,-0.03436386976376421,-3.2007615818183517
test,11,all,levels45_augmented,augmented,61,-0.037630974244208915,-3.3680298280821965
test,11,level_ge_7m,observed_control,augmented,4,-0.0490647711519594,-0.7455397423651995
test,11,level_ge_7m,core_original,core_augmented,-4,-0.0811854459879442,-0.7157596107300357
test,11,level_ge_7m,levels45_original,levels45_augmented,-6,-0.04712078349562532,-0.5782714961013546
test,11,level_ge_7m,rain108_original,rain108_augmented,6,-0.0916997426125985,-0.6914406697171387
test,11,level_ge_7m,core_original,levels45_original,-8,0.05455924668143508,0.443516476568929
test,11,level_ge_7m,core_augmented,levels45_augmented,-10,0.08862390917375396,0.58100459119761
test,11,level_ge_7m,rain108_original,observed_control,5,-0.006873202197652972,-0.06149527332616955
test,11,level_ge_7m,rain108_augmented,augmented,3,0.03576176926298613,-0.11559434597423035
test,11,level_ge_7m,core_original,rain108_original,-19,-0.02421879273890659,-2.695749831923253
test,11,level_ge_7m,core_augmented,rain108_augmented,-9,-0.0347330893635609,-2.671430890910356
test,11,level_ge_7m,levels45_original,observed_control,-6,-0.08565124161799464,-3.2007615818183517
test,11,level_ge_7m,levels45_augmented,augmented,4,-0.08759522927432872,-3.3680298280821965
test,12,all,observed_control,augmented,0,-0.019539183131279725,-0.22716541092200515
test,12,all,core_original,core_augmented,-30,-0.0005396254267990841,-0.6075548470837955
test,12,all,levels45_original,levels45_augmented,5,-0.00333437274361148,-0.8639863160685426
test,12,all,rain108_original,rain108_augmented,13,-0.022977736055671827,-0.05138488153578358
test,12,all,core_original,levels45_original,-40,0.01748532794636848,0.1825339487763351
test,12,all,core_augmented,levels45_augmented,-5,0.014690580629556083,-0.073897520208412
test,12,all,rain108_original,observed_control,1,0.003659520434307173,0.07659841152270097
test,12,all,rain108_augmented,augmented,-12,0.007098073358699275,-0.0991821178635206
test,12,all,core_original,rain108_original,20,-0.017040495260264354,-2.5152921001833146
test,12,all,core_augmented,rain108_augmented,63,-0.0394786058891371,-1.9591221346353027
test,12,all,levels45_original,observed_control,61,-0.03086630277232566,-2.6212276374369488
test,12,all,levels45_augmented,augmented,56,-0.047071113159993905,-1.9844067322904113
test,12,level_ge_7m,observed_control,augmented,6,-0.10510702136866601,-0.22716541092200515
test,12,level_ge_7m,core_original,core_augmented,-4,-0.07727517219350899,-0.6075548470837955
test,12,level_ge_7m,levels45_original,levels45_augmented,3,-0.05755798571532078,-0.8639863160685426
test,12,level_ge_7m,rain108_original,rain108_augmented,3,-0.11947203287759045,-0.05138488153578358
test,12,level_ge_7m,core_original,levels45_original,-8,0.05730189176064826,0.1825339487763351
test,12,level_ge_7m,core_augmented,levels45_augmented,-1,0.07701907823883647,-0.073897520208412
test,12,level_ge_7m,rain108_original,observed_control,5,0.004039570640117951,0.07659841152270097
test,12,level_ge_7m,rain108_augmented,augmented,8,0.018404582149042392,-0.0991821178635206
test,12,level_ge_7m,core_original,rain108_original,-5,-0.012504249689523794,-2.5152921001833146
test,12,level_ge_7m,core_augmented,rain108_augmented,2,-0.054701110373605255,-1.9591221346353027
test,12,level_ge_7m,levels45_original,observed_control,8,-0.0657665708100541,-2.6212276374369488
test,12,level_ge_7m,levels45_augmented,augmented,11,-0.11331560646339933,-1.9844067322904113
