delay_minutes,horizon_h,subset,population,family,n,hits,hit_fraction,mae_m,bias_m,p90_abs_m,p98_abs_m,max_abs_m
30,8,level_ge_7m,individual,reference,235,95,0.40425531914893614,0.9770813070266215,0.2685600556318833,2.033812804769742,4.044786790558974,6.1302725927913855
30,8,level_ge_7m,individual,julho_levels,235,95,0.40425531914893614,0.9324006657120075,0.3241695244668784,2.0136215038421104,3.926433270225851,5.339676299039137
30,8,level_ge_7m,common_three,reference,235,95,0.40425531914893614,0.9770813070266215,0.2685600556318833,2.033812804769742,4.044786790558974,6.1302725927913855
30,8,level_ge_7m,common_three,julho_levels,235,95,0.40425531914893614,0.9324006657120075,0.3241695244668784,2.0136215038421104,3.926433270225851,5.339676299039137
45,8,level_ge_7m,individual,reference,235,95,0.40425531914893614,0.9828637680698992,0.27324839285109276,2.047357749999596,4.031887425133495,6.1462091424357155
45,8,level_ge_7m,individual,julho_levels,235,94,0.4,0.9385602852701276,0.32884458716803333,2.039667260211566,3.906938088374611,5.3624334098119455
45,8,level_ge_7m,common_three,reference,235,95,0.40425531914893614,0.9828637680698992,0.27324839285109276,2.047357749999596,4.031887425133495,6.1462091424357155
45,8,level_ge_7m,common_three,julho_levels,235,94,0.4,0.9385602852701276,0.32884458716803333,2.039667260211566,3.906938088374611,5.3624334098119455
15,9,all,individual,reference,1920,1207,0.6286458333333333,0.4974562904654809,-0.04007866369796163,1.0353879899289957,2.023929081325301,7.366754135676329
15,9,all,individual,julho_levels,1920,1281,0.6671875,0.4687230438096331,0.052348523595755876,0.9158260273911826,1.9023064949758315,6.286673602768847
15,9,all,common_three,reference,1918,1205,0.6282586027111574,0.49778972742399646,-0.0400307469328421,1.0361171244594571,2.0239492203582508,7.366754135676329
15,9,all,common_three,julho_levels,1918,1279,0.6668404588112617,0.46915546537910113,0.05239586073700278,0.9165587957195426,1.902374337535913,6.286673602768847
30,9,all,individual,reference,1921,1210,0.6298802706923478,0.49793678315201406,-0.040962302781868756,1.032492381240314,2.047597104120826,7.376304636233071
30,9,all,individual,julho_levels,1921,1286,0.6694429984383133,0.46908565563152804,0.05163864678399139,0.9168785123155772,1.917567195033204,6.327503143824664
30,9,all,common_three,reference,1918,1209,0.6303441084462982,0.4978503368787531,-0.04016108933388914,1.0331855212994037,2.0478071753386806,7.376304636233071
30,9,all,common_three,julho_levels,1918,1284,0.6694473409801877,0.4692528082286783,0.05228597432617713,0.9186058967416292,1.9176244943914815,6.327503143824664
45,9,all,individual,reference,1921,1213,0.631441957313899,0.497389244906414,-0.041379465362195555,1.0353319043451013,2.0587634324285937,7.391528948263517
45,9,all,individual,julho_levels,1921,1289,0.6710046850598647,0.46864946433374355,0.051109246110040814,0.916391834522847,1.940459963049211,6.345692327679487
45,9,all,common_three,reference,1918,1212,0.6319082377476538,0.4973933866087937,-0.040775292797930955,1.0355946114838623,2.05945102779865,7.391528948263517
45,9,all,common_three,julho_levels,1918,1287,0.6710114702815433,0.46880998326510487,0.051688721455892005,0.9169498636414919,1.9404765904017478,6.345692327679487
15,9,level_ge_7m,individual,reference,235,84,0.3574468085106383,1.0872637475357372,0.20271782137887012,2.1569507069739524,5.136540902598268,7.366754135676329
15,9,level_ge_7m,individual,julho_levels,235,92,0.39148936170212767,1.032789204510671,0.27204567129823093,2.136672778659753,4.722998485744052,6.286673602768847
15,9,level_ge_7m,common_three,reference,235,84,0.3574468085106383,1.0872637475357372,0.20271782137887012,2.1569507069739524,5.136540902598268,7.366754135676329
15,9,level_ge_7m,common_three,julho_levels,235,92,0.39148936170212767,1.032789204510671,0.27204567129823093,2.136672778659753,4.722998485744052,6.286673602768847
30,9,level_ge_7m,individual,reference,235,85,0.3617021276595745,1.0960211067705412,0.21126697668568112,2.177354739018817,5.118683483922683,7.376304636233071
30,9,level_ge_7m,individual,julho_levels,235,93,0.39574468085106385,1.0424339185621874,0.28060867973125736,2.1578164411899783,4.7144951090772915,6.327503143824664
30,9,level_ge_7m,common_three,reference,235,85,0.3617021276595745,1.0960211067705412,0.21126697668568112,2.177354739018817,5.118683483922683,7.376304636233071
30,9,level_ge_7m,common_three,julho_levels,235,93,0.39574468085106385,1.0424339185621874,0.28060867973125736,2.1578164411899783,4.7144951090772915,6.327503143824664
45,9,level_ge_7m,individual,reference,235,86,0.3659574468085106,1.1004683797751151,0.21504059179687113,2.1795204268932893,5.102053503744823,7.391528948263517
45,9,level_ge_7m,individual,julho_levels,235,92,0.39148936170212767,1.0473704657419083,0.28437316100547805,2.1926222151694157,4.7015758283531985,6.345692327679487
45,9,level_ge_7m,common_three,reference,235,86,0.3659574468085106,1.1004683797751151,0.21504059179687113,2.1795204268932893,5.102053503744823,7.391528948263517
45,9,level_ge_7m,common_three,julho_levels,235,92,0.39148936170212767,1.0473704657419083,0.28437316100547805,2.1926222151694157,4.7015758283531985,6.345692327679487
15,10,all,individual,reference,1918,1116,0.5818561001042752,0.554751409527987,-0.050287812885142565,1.1548391624807424,2.138978038999241,8.405707625670848
15,10,all,individual,julho_levels,1918,1241,0.6470281543274244,0.5007753468087669,0.057222413795949466,0.9745580050832435,2.0298554040399996,7.189303791286582
15,10,all,common_three,reference,1916,1114,0.581419624217119,0.555146482757527,-0.05033024342320859,1.155319074116875,2.1396706760911215,8.405707625670848
15,10,all,common_three,julho_levels,1916,1239,0.6466597077244259,0.5011866748149606,0.05717074291590842,0.975121241625605,2.0318315614156823,7.189303791286582
30,10,all,individual,reference,1919,1113,0.5799895779051589,0.5554619791804236,-0.05119149447003701,1.1553940747579559,2.16942132666474,8.41497657356611
30,10,all,individual,julho_levels,1919,1248,0.6503387180823346,0.5012212288201254,0.056517726259878644,0.9751942965828214,2.0463501489897866,7.1983478397205936
30,10,all,common_three,reference,1916,1112,0.5803757828810021,0.5554623336780271,-0.050402281402853834,1.156750407396983,2.1698058917701797,8.41497657356611
30,10,all,common_three,julho_levels,1916,1246,0.6503131524008351,0.5014160049307734,0.057124568672386945,0.9755904271113458,2.0491517995661606,7.1983478397205936
45,10,all,individual,reference,1919,1117,0.5820739968733716,0.5552087266853938,-0.05156721058072656,1.1528328227902995,2.1749697065715714,8.429529986327287
45,10,all,individual,julho_levels,1919,1248,0.6503387180823346,0.5009619239230121,0.056003053049884365,0.9776843377786927,2.0650700893693963,7.212364818226227
45,10,all,common_three,reference,1916,1116,0.5824634655532359,0.5552200319972502,-0.050972442325113845,1.1541312709830853,2.1754041723282547,8.429529986327287
45,10,all,common_three,julho_levels,1916,1247,0.6508350730688935,0.5011173001413486,0.056575416223839534,0.9780346481585442,2.06733132063849,7.212364818226227
15,10,level_ge_7m,individual,reference,235,78,0.33191489361702126,1.1944346921523514,0.1578268893340157,2.3577719371923824,5.5143365791456285,8.405707625670848
15,10,level_ge_7m,individual,julho_levels,235,88,0.37446808510638296,1.1327552675526111,0.23895508211254737,2.2789270847601975,5.226611203636839,7.189303791286582
15,10,level_ge_7m,common_three,reference,235,78,0.33191489361702126,1.1944346921523514,0.1578268893340157,2.3577719371923824,5.5143365791456285,8.405707625670848
15,10,level_ge_7m,common_three,julho_levels,235,88,0.37446808510638296,1.1327552675526111,0.23895508211254737,2.2789270847601975,5.226611203636839,7.189303791286582
30,10,level_ge_7m,individual,reference,235,78,0.33191489361702126,1.2023524617831456,0.16559385266304194,2.372594448263966,5.500077428027096,8.41497657356611
30,10,level_ge_7m,individual,julho_levels,235,89,0.37872340425531914,1.1414717948995032,0.24674505559919313,2.2915771004732055,5.225359307210408,7.1983478397205936
30,10,level_ge_7m,common_three,reference,235,78,0.33191489361702126,1.2023524617831456,0.16559385266304194,2.372594448263966,5.500077428027096,8.41497657356611
30,10,level_ge_7m,common_three,julho_levels,235,89,0.37872340425531914,1.1414717948995032,0.24674505559919313,2.2915771004732055,5.225359307210408,7.1983478397205936
45,10,level_ge_7m,individual,reference,235,78,0.33191489361702126,1.2057892981573257,0.168599008887029,2.3579121520907163,5.486813852510555,8.429529986327287
45,10,level_ge_7m,individual,julho_levels,235,89,0.37872340425531914,1.1452091472026993,0.2497452395220113,2.30130719955871,5.216802765037538,7.212364818226227
45,10,level_ge_7m,common_three,reference,235,78,0.33191489361702126,1.2057892981573257,0.168599008887029,2.3579121520907163,5.486813852510555,8.429529986327287
45,10,level_ge_7m,common_three,julho_levels,235,89,0.37872340425531914,1.1452091472026993,0.2497452395220113,2.30130719955871,5.216802765037538,7.212364818226227
15,11,all,individual,reference,1916,1026,0.535490605427975,0.613478205343081,-0.061554386155237006,1.2212463557374384,2.2515104307944247,9.391440266156348
15,11,all,individual,julho_levels,1916,1214,0.6336116910229646,0.5307551886540341,0.06094497638568482,1.036460122050061,2.16195107855498,8.086268435347241
15,11,all,common_three,reference,1914,1024,0.5350052246603971,0.6139349733140489,-0.061666290240718666,1.2216197379675913,2.2518006671607904,9.391440266156348
15,11,all,common_three,julho_levels,1914,1212,0.6332288401253918,0.531114772115719,0.06081364008533384,1.0365459276551063,2.1624796803842874,8.086268435347241
30,11,all,individual,reference,1917,1026,0.5352112676056338,0.6143119105665755,-0.0624216412939488,1.2198428504671115,2.2720448841740715,9.4004897379346
30,11,all,individual,julho_levels,1917,1214,0.6332811684924361,0.5311729171115613,0.060295569488598204,1.0335569429325182,2.1640158484989573,8.09164357149779
30,11,all,common_three,reference,1914,1025,0.5355276907001045,0.6144239821259794,-0.061668681083332774,1.2202847159280925,2.2722831225648887,9.4004897379346
30,11,all,common_three,julho_levels,1914,1212,0.6332288401253918,0.5313700627362478,0.06083971487344693,1.0340411134702752,2.1644729754582737,8.09164357149779
45,11,all,individual,reference,1917,1034,0.5393844548774126,0.6142724564205858,-0.06274367739798321,1.2234942306955177,2.2796804893157074,9.414520276049378
45,11,all,individual,julho_levels,1917,1215,0.6338028169014085,0.5308358531697027,0.05980802732313029,1.0320512895814418,2.1709916200990667,8.097332514986933
45,11,all,common_three,reference,1914,1033,0.5397074190177639,0.6143377660376402,-0.06218427850883816,1.2238144054671125,2.2800719932583817,9.414520276049378
45,11,all,common_three,julho_levels,1914,1213,0.6337513061650992,0.5310234899823852,0.060347132067596065,1.032460974509226,2.1726499157277033,8.097332514986933
15,11,level_ge_7m,individual,reference,235,72,0.30638297872340425,1.3234423708495862,0.10107573228752134,2.514870358709211,5.817330324196934,9.391440266156348
15,11,level_ge_7m,individual,julho_levels,235,85,0.3617021276595745,1.245188051447072,0.1931190343620184,2.4378268780134307,5.6486112982088335,8.086268435347241
15,11,level_ge_7m,common_three,reference,235,72,0.30638297872340425,1.3234423708495862,0.10107573228752134,2.514870358709211,5.817330324196934,9.391440266156348
15,11,level_ge_7m,common_three,julho_levels,235,85,0.3617021276595745,1.245188051447072,0.1931190343620184,2.4378268780134307,5.6486112982088335,8.086268435347241
30,11,level_ge_7m,individual,reference,235,72,0.30638297872340425,1.3306578950356416,0.10831965579985267,2.54737006044891,5.805935304262573,9.4004897379346
30,11,level_ge_7m,individual,julho_levels,235,84,0.3574468085106383,1.2527068610400816,0.2003887097998936,2.435807346004353,5.648717590840996,8.09164357149779
30,11,level_ge_7m,common_three,reference,235,72,0.30638297872340425,1.3306578950356416,0.10831965579985267,2.54737006044891,5.805935304262573,9.4004897379346
30,11,level_ge_7m,common_three,julho_levels,235,84,0.3574468085106383,1.2527068610400816,0.2003887097998936,2.435807346004353,5.648717590840996,8.09164357149779
45,11,level_ge_7m,individual,reference,235,72,0.30638297872340425,1.3333462196586086,0.11070869737140149,2.5368428293345224,5.795353410557941,9.414520276049378
45,11,level_ge_7m,individual,julho_levels,235,83,0.35319148936170214,1.2550850823257282,0.2027718498200586,2.4580912532924524,5.642165001917229,8.097332514986933
45,11,level_ge_7m,common_three,reference,235,72,0.30638297872340425,1.3333462196586086,0.11070869737140149,2.5368428293345224,5.795353410557941,9.414520276049378
45,11,level_ge_7m,common_three,julho_levels,235,83,0.35319148936170214,1.2550850823257282,0.2027718498200586,2.4580912532924524,5.642165001917229,8.097332514986933
15,12,all,individual,reference,1914,955,0.49895506792058514,0.6696969220316744,-0.07360707758007444,1.3017643052866903,2.422966156197497,10.418506922843463
15,12,all,individual,julho_levels,1914,1159,0.6055381400208987,0.5578625585913922,0.06390580880595645,1.1171171492666232,2.3835822839248406,9.038315647130192
15,12,all,common_three,reference,1912,953,0.49843096234309625,0.670250768561521,-0.07379252573549745,1.3027132202678913,2.4232713892826525,10.418506922843463
15,12,all,common_three,julho_levels,1912,1157,0.6051255230125523,0.5581705194076897,0.06369707846139057,1.1181763066568784,2.384361981902463,9.038315647130192
30,12,all,individual,reference,1915,952,0.4971279373368146,0.6705495800173046,-0.07441682424199363,1.300062469565613,2.4401704824687127,10.427409262536841
30,12,all,individual,julho_levels,1915,1158,0.6046997389033942,0.5583282222504495,0.06332931201719272,1.1150989199206305,2.4053972378972968,9.046917315715838
30,12,all,common_three,reference,1912,951,0.4973849372384937,0.6707945968576667,-0.07372648634003064,1.3001070969650863,2.440480352613245,10.427409262536841
30,12,all,common_three,julho_levels,1912,1156,0.604602510460251,0.5585151825224528,0.06379219035614722,1.115415582097038,2.4071348903554015,9.046917315715838
45,12,all,individual,reference,1915,951,0.4966057441253264,0.6705981019844791,-0.07472698214646752,1.3010595443909707,2.4309252352777695,10.441089492201122
45,12,all,individual,julho_levels,1915,1160,0.6057441253263708,0.5580486249451013,0.06283450361763067,1.1160859870849993,2.408977170928476,9.05988022734481
45,12,all,common_three,reference,1912,950,0.49686192468619245,0.6707350144753618,-0.07419141143139661,1.302303937406738,2.4313544995941627,10.441089492201122
45,12,all,common_three,julho_levels,1912,1158,0.6056485355648535,0.5582848606878659,0.06335053682619535,1.1162235721435823,2.4100688850856815,9.05988022734481
15,12,level_ge_7m,individual,reference,235,57,0.2425531914893617,1.4692372052194416,0.030326487267868598,2.7039696830704427,6.157184867582915,10.418506922843463
15,12,level_ge_7m,individual,julho_levels,235,71,0.3021276595744681,1.375190451817248,0.13448365065163226,2.855866873400791,6.060715564903982,9.038315647130192
15,12,level_ge_7m,common_three,reference,235,57,0.2425531914893617,1.4692372052194416,0.030326487267868598,2.7039696830704427,6.157184867582915,10.418506922843463
15,12,level_ge_7m,common_three,julho_levels,235,71,0.3021276595744681,1.375190451817248,0.13448365065163226,2.855866873400791,6.060715564903982,9.038315647130192
30,12,level_ge_7m,individual,reference,235,55,0.23404255319148937,1.4755776426336271,0.03708195435984034,2.705270772344518,6.15137762419326,10.427409262536841
30,12,level_ge_7m,individual,julho_levels,235,71,0.3021276595744681,1.381646838066467,0.14126576477667932,2.849421097508829,6.0556480985316465,9.046917315715838
30,12,level_ge_7m,common_three,reference,235,55,0.23404255319148937,1.4755776426336271,0.03708195435984034,2.705270772344518,6.15137762419326,10.427409262536841
30,12,level_ge_7m,common_three,julho_levels,235,71,0.3021276595744681,1.381646838066467,0.14126576477667932,2.849421097508829,6.0556480985316465,9.046917315715838
45,12,level_ge_7m,individual,reference,235,54,0.2297872340425532,1.4771007009969228,0.03894078215876899,2.7170181005103506,6.144665932967509,10.441089492201122
45,12,level_ge_7m,individual,julho_levels,235,72,0.30638297872340425,1.383195679413123,0.14311726920554074,2.843154359890659,6.048897250976198,9.05988022734481
45,12,level_ge_7m,common_three,reference,235,54,0.2297872340425532,1.4771007009969228,0.03894078215876899,2.7170181005103506,6.144665932967509,10.441089492201122
45,12,level_ge_7m,common_three,julho_levels,235,72,0.30638297872340425,1.383195679413123,0.14311726920554074,2.843154359890659,6.048897250976198,9.05988022734481
