id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,source_file,source_record_index
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 01:00:00,89.91,73.52,,448.0,448.0,0.0,448.0,0.0,0.0,447.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39466
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 02:00:00,89.91,73.62,,443.0,443.0,0.0,443.0,0.0,0.0,442.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39467
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 03:00:00,89.91,73.58,,443.0,443.0,0.0,443.0,0.0,0.0,442.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39468
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 04:00:00,89.91,73.58,,443.0,443.0,0.0,443.0,0.0,0.0,442.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39469
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 05:00:00,89.91,73.75,,438.0,438.0,0.0,438.0,0.0,0.0,437.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39470
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 06:00:00,89.91,73.88,,433.0,433.0,0.0,433.0,0.0,0.0,432.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39471
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 07:00:00,89.91,73.68,,428.0,428.0,0.0,428.0,0.0,0.0,427.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39472
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 08:00:00,89.91,73.68,,428.0,428.0,0.0,428.0,0.0,0.0,427.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39473
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 09:00:00,89.91,73.78,,418.0,418.0,0.0,418.0,0.0,0.0,418.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39474
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 10:00:00,89.91,73.78,,418.0,418.0,0.0,418.0,0.0,0.0,418.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39475
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 11:00:00,89.91,73.6,,414.0,414.0,0.0,414.0,0.0,0.0,413.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39476
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 12:00:00,89.91,73.25,,414.0,414.0,0.0,414.0,0.0,0.0,413.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39477
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 13:00:00,89.91,72.0,,409.0,409.0,0.0,409.0,0.0,0.0,408.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39478
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 14:00:00,89.91,71.9,,409.0,409.0,0.0,409.0,0.0,0.0,408.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39479
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 15:00:00,89.91,72.15,,409.0,409.0,0.0,409.0,0.0,0.0,408.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39480
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 16:00:00,89.91,72.64,,404.0,404.0,0.0,404.0,0.0,0.0,404.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39481
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 17:00:00,89.91,73.0,,400.0,400.0,0.0,400.0,0.0,0.0,399.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39482
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 18:00:00,89.91,72.96,,400.0,400.0,0.0,400.0,0.0,0.0,399.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39483
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 19:00:00,89.91,73.26,,395.0,395.0,0.0,395.0,0.0,0.0,394.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39484
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 20:00:00,89.91,73.3,,390.0,390.0,0.0,390.0,0.0,0.0,390.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39485
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 21:00:00,89.91,73.4,,395.0,395.0,0.0,395.0,0.0,0.0,394.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39486
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 22:00:00,89.91,73.3,,390.0,390.0,0.0,390.0,0.0,0.0,390.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39487
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2024-06-01 23:00:00,89.91,73.47,,386.0,386.0,0.0,386.0,0.0,0.0,385.0,outputs/auditoria-qi-radar-junho2024-20260922/raw/ons-2024-06.csv,39488
