origin,target_time,nominal_lead_h,reasons
2026-07-08T02:00:00-03:00,2026-07-08T07:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T02:00:00-03:00,2026-07-08T08:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T02:00:00-03:00,2026-07-08T09:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T02:00:00-03:00,2026-07-08T10:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T02:00:00-03:00,2026-07-08T11:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T02:00:00-03:00,2026-07-08T12:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T02:00:00-03:00,2026-07-08T13:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T02:00:00-03:00,2026-07-08T14:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T03:00:00-03:00,2026-07-08T04:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T03:00:00-03:00,2026-07-08T05:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T03:00:00-03:00,2026-07-08T06:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T03:00:00-03:00,2026-07-08T07:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T03:00:00-03:00,2026-07-08T08:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T03:00:00-03:00,2026-07-08T09:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T03:00:00-03:00,2026-07-08T10:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T03:00:00-03:00,2026-07-08T11:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T03:00:00-03:00,2026-07-08T12:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T03:00:00-03:00,2026-07-08T13:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T03:00:00-03:00,2026-07-08T14:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T03:00:00-03:00,2026-07-08T15:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T04:00:00-03:00,2026-07-08T05:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T04:00:00-03:00,2026-07-08T06:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T04:00:00-03:00,2026-07-08T07:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T04:00:00-03:00,2026-07-08T08:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T04:00:00-03:00,2026-07-08T09:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T04:00:00-03:00,2026-07-08T10:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T04:00:00-03:00,2026-07-08T11:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T04:00:00-03:00,2026-07-08T12:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T04:00:00-03:00,2026-07-08T13:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T04:00:00-03:00,2026-07-08T14:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T04:00:00-03:00,2026-07-08T15:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T04:00:00-03:00,2026-07-08T16:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T05:00:00-03:00,2026-07-08T06:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T05:00:00-03:00,2026-07-08T07:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T05:00:00-03:00,2026-07-08T08:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T05:00:00-03:00,2026-07-08T09:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T05:00:00-03:00,2026-07-08T10:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T05:00:00-03:00,2026-07-08T11:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T05:00:00-03:00,2026-07-08T12:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T05:00:00-03:00,2026-07-08T13:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T05:00:00-03:00,2026-07-08T14:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T05:00:00-03:00,2026-07-08T15:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T05:00:00-03:00,2026-07-08T16:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T05:00:00-03:00,2026-07-08T17:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T06:00:00-03:00,2026-07-08T07:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T06:00:00-03:00,2026-07-08T08:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T06:00:00-03:00,2026-07-08T09:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T06:00:00-03:00,2026-07-08T10:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T06:00:00-03:00,2026-07-08T11:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T06:00:00-03:00,2026-07-08T12:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T06:00:00-03:00,2026-07-08T13:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T06:00:00-03:00,2026-07-08T14:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T06:00:00-03:00,2026-07-08T15:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T06:00:00-03:00,2026-07-08T16:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T06:00:00-03:00,2026-07-08T17:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T06:00:00-03:00,2026-07-08T18:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T07:00:00-03:00,2026-07-08T08:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T07:00:00-03:00,2026-07-08T09:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T07:00:00-03:00,2026-07-08T10:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T07:00:00-03:00,2026-07-08T11:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T07:00:00-03:00,2026-07-08T12:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T07:00:00-03:00,2026-07-08T13:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T07:00:00-03:00,2026-07-08T14:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T07:00:00-03:00,2026-07-08T15:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T07:00:00-03:00,2026-07-08T16:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T07:00:00-03:00,2026-07-08T17:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T07:00:00-03:00,2026-07-08T18:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T07:00:00-03:00,2026-07-08T19:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T08:00:00-03:00,2026-07-08T09:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T08:00:00-03:00,2026-07-08T10:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T08:00:00-03:00,2026-07-08T11:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T08:00:00-03:00,2026-07-08T12:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T08:00:00-03:00,2026-07-08T13:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T08:00:00-03:00,2026-07-08T14:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T08:00:00-03:00,2026-07-08T15:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T08:00:00-03:00,2026-07-08T16:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T08:00:00-03:00,2026-07-08T17:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T08:00:00-03:00,2026-07-08T18:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T08:00:00-03:00,2026-07-08T19:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T08:00:00-03:00,2026-07-08T20:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T09:00:00-03:00,2026-07-08T10:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T09:00:00-03:00,2026-07-08T11:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T09:00:00-03:00,2026-07-08T12:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T09:00:00-03:00,2026-07-08T13:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T09:00:00-03:00,2026-07-08T14:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T09:00:00-03:00,2026-07-08T15:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T09:00:00-03:00,2026-07-08T16:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T09:00:00-03:00,2026-07-08T17:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T09:00:00-03:00,2026-07-08T18:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T09:00:00-03:00,2026-07-08T19:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T09:00:00-03:00,2026-07-08T20:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T09:00:00-03:00,2026-07-08T21:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T10:00:00-03:00,2026-07-08T11:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T10:00:00-03:00,2026-07-08T12:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T10:00:00-03:00,2026-07-08T13:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T10:00:00-03:00,2026-07-08T14:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T10:00:00-03:00,2026-07-08T15:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T10:00:00-03:00,2026-07-08T16:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T10:00:00-03:00,2026-07-08T17:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T10:00:00-03:00,2026-07-08T18:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T10:00:00-03:00,2026-07-08T19:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T10:00:00-03:00,2026-07-08T20:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T10:00:00-03:00,2026-07-08T21:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T10:00:00-03:00,2026-07-08T22:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T11:00:00-03:00,2026-07-08T12:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T11:00:00-03:00,2026-07-08T13:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T11:00:00-03:00,2026-07-08T14:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T11:00:00-03:00,2026-07-08T15:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T11:00:00-03:00,2026-07-08T16:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T11:00:00-03:00,2026-07-08T17:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T11:00:00-03:00,2026-07-08T18:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T11:00:00-03:00,2026-07-08T19:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T11:00:00-03:00,2026-07-08T20:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T11:00:00-03:00,2026-07-08T21:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T11:00:00-03:00,2026-07-08T22:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T11:00:00-03:00,2026-07-08T23:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T12:00:00-03:00,2026-07-08T13:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T12:00:00-03:00,2026-07-08T14:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T12:00:00-03:00,2026-07-08T15:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T12:00:00-03:00,2026-07-08T16:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T12:00:00-03:00,2026-07-08T17:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T12:00:00-03:00,2026-07-08T18:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T12:00:00-03:00,2026-07-08T19:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T12:00:00-03:00,2026-07-08T20:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T12:00:00-03:00,2026-07-08T21:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T12:00:00-03:00,2026-07-08T22:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T12:00:00-03:00,2026-07-08T23:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T12:00:00-03:00,2026-07-09T00:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T13:00:00-03:00,2026-07-08T14:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T13:00:00-03:00,2026-07-08T15:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T13:00:00-03:00,2026-07-08T16:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T13:00:00-03:00,2026-07-08T17:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T13:00:00-03:00,2026-07-08T18:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T13:00:00-03:00,2026-07-08T19:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T13:00:00-03:00,2026-07-08T20:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T13:00:00-03:00,2026-07-08T21:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T13:00:00-03:00,2026-07-08T22:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T13:00:00-03:00,2026-07-08T23:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T13:00:00-03:00,2026-07-09T00:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T13:00:00-03:00,2026-07-09T01:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T14:00:00-03:00,2026-07-08T15:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T14:00:00-03:00,2026-07-08T16:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T14:00:00-03:00,2026-07-08T17:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T14:00:00-03:00,2026-07-08T18:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T14:00:00-03:00,2026-07-08T19:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T14:00:00-03:00,2026-07-08T20:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T14:00:00-03:00,2026-07-08T21:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T14:00:00-03:00,2026-07-08T22:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T14:00:00-03:00,2026-07-08T23:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T14:00:00-03:00,2026-07-09T00:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T14:00:00-03:00,2026-07-09T01:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T14:00:00-03:00,2026-07-09T02:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T15:00:00-03:00,2026-07-08T16:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T15:00:00-03:00,2026-07-08T17:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T15:00:00-03:00,2026-07-08T18:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T15:00:00-03:00,2026-07-08T19:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T15:00:00-03:00,2026-07-08T20:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T15:00:00-03:00,2026-07-08T21:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T15:00:00-03:00,2026-07-08T22:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T15:00:00-03:00,2026-07-08T23:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T15:00:00-03:00,2026-07-09T00:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T15:00:00-03:00,2026-07-09T01:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T15:00:00-03:00,2026-07-09T02:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T15:00:00-03:00,2026-07-09T03:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T16:00:00-03:00,2026-07-08T17:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T16:00:00-03:00,2026-07-08T18:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T16:00:00-03:00,2026-07-08T19:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T16:00:00-03:00,2026-07-08T20:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T16:00:00-03:00,2026-07-08T21:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T16:00:00-03:00,2026-07-08T22:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T16:00:00-03:00,2026-07-08T23:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T16:00:00-03:00,2026-07-09T00:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T16:00:00-03:00,2026-07-09T01:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T16:00:00-03:00,2026-07-09T02:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T16:00:00-03:00,2026-07-09T03:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T16:00:00-03:00,2026-07-09T04:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T17:00:00-03:00,2026-07-08T18:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T17:00:00-03:00,2026-07-08T19:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T17:00:00-03:00,2026-07-08T20:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T17:00:00-03:00,2026-07-08T21:00:00-03:00,4,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T17:00:00-03:00,2026-07-08T22:00:00-03:00,5,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T17:00:00-03:00,2026-07-08T23:00:00-03:00,6,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T17:00:00-03:00,2026-07-09T00:00:00-03:00,7,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T17:00:00-03:00,2026-07-09T01:00:00-03:00,8,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T17:00:00-03:00,2026-07-09T02:00:00-03:00,9,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T17:00:00-03:00,2026-07-09T03:00:00-03:00,10,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T17:00:00-03:00,2026-07-09T04:00:00-03:00,11,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T17:00:00-03:00,2026-07-09T05:00:00-03:00,12,carreiro:anchor_history_missing|carreiro:forecast_history_missing|carreiro:known_base_missing
2026-07-08T18:00:00-03:00,2026-07-08T19:00:00-03:00,1,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T18:00:00-03:00,2026-07-08T20:00:00-03:00,2,carreiro:anchor_history_missing|carreiro:forecast_history_missing
2026-07-08T18:00:00-03:00,2026-07-08T21:00:00-03:00,3,carreiro:anchor_history_missing|carreiro:forecast_history_missing
