window,station,field,field_absent,empty,finite,finite_approved,finite_other_qc,nonempty_nonfinite,negative,zero_reported,qc_json
2018-08-27,86160000,VazaoFinal,0,0,0,0,0,0,0,0,{}
2018-08-27,86160000,NivelSensor,0,0,0,0,0,0,0,0,{}
2018-08-27,86160000,NivelDisplay,0,0,0,0,0,0,0,0,{}
2018-08-27,86160000,NivelManual,0,0,0,0,0,0,0,0,{}
2018-08-27,86160000,ChuvaAcumAdotada,0,0,0,0,0,0,0,0,{}
2018-08-27,86163000,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86163000,ChuvaFinal,0,0,240,240,0,0,0,177,"{""Dado aprovado"": 240}"
2018-08-27,86163000,VazaoFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86163000,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86163000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86163000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86163000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86200900,NivelFinal,0,0,48,48,0,0,0,0,"{""Dado aprovado"": 48}"
2018-08-27,86200900,ChuvaFinal,0,0,48,48,0,0,0,37,"{""Dado aprovado"": 48}"
2018-08-27,86200900,VazaoFinal,0,48,0,0,0,0,0,0,"{""null"": 48}"
2018-08-27,86200900,NivelSensor,0,0,48,48,0,0,0,0,"{""Dado aprovado"": 48}"
2018-08-27,86200900,NivelDisplay,0,48,0,0,0,0,0,0,"{""null"": 48}"
2018-08-27,86200900,NivelManual,0,48,0,0,0,0,0,0,"{""null"": 48}"
2018-08-27,86200900,ChuvaAcumAdotada,0,48,0,0,0,0,0,0,"{""null"": 48}"
2018-08-27,86280500,NivelFinal,0,0,0,0,0,0,0,0,{}
2018-08-27,86280500,ChuvaFinal,0,0,0,0,0,0,0,0,{}
2018-08-27,86280500,VazaoFinal,0,0,0,0,0,0,0,0,{}
2018-08-27,86280500,NivelSensor,0,0,0,0,0,0,0,0,{}
2018-08-27,86280500,NivelDisplay,0,0,0,0,0,0,0,0,{}
2018-08-27,86280500,NivelManual,0,0,0,0,0,0,0,0,{}
2018-08-27,86280500,ChuvaAcumAdotada,0,0,0,0,0,0,0,0,{}
2018-08-27,86298000,NivelFinal,0,0,151,151,0,0,0,0,"{""Dado aprovado"": 151}"
2018-08-27,86298000,ChuvaFinal,0,0,151,151,0,0,0,151,"{""Dado aprovado"": 151}"
2018-08-27,86298000,VazaoFinal,0,0,151,151,0,0,0,0,"{""Dado aprovado"": 151}"
2018-08-27,86298000,NivelSensor,0,0,151,151,0,0,0,0,"{""Dado aprovado"": 151}"
2018-08-27,86298000,NivelDisplay,0,151,0,0,0,0,0,0,"{""null"": 151}"
2018-08-27,86298000,NivelManual,0,151,0,0,0,0,0,0,"{""null"": 151}"
2018-08-27,86298000,ChuvaAcumAdotada,0,151,0,0,0,0,0,0,"{""null"": 151}"
2018-08-27,86403000,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86403000,ChuvaFinal,0,0,240,240,0,0,0,142,"{""Dado aprovado"": 240}"
2018-08-27,86403000,VazaoFinal,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86403000,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86403000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86403000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86403000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86410800,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86410800,ChuvaFinal,0,0,240,240,0,0,0,167,"{""Dado aprovado"": 240}"
2018-08-27,86410800,VazaoFinal,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86410800,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86410800,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86410800,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86410800,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86447000,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86447000,ChuvaFinal,0,0,240,240,0,0,0,169,"{""Dado aprovado"": 240}"
2018-08-27,86447000,VazaoFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86447000,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86447000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86447000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86447000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86448000,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86448000,ChuvaFinal,0,0,240,240,0,0,0,185,"{""Dado aprovado"": 240}"
2018-08-27,86448000,VazaoFinal,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86448000,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86448000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86448000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86448000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86450000,NivelFinal,0,0,131,131,0,0,0,0,"{""Dado aprovado"": 131}"
2018-08-27,86450000,ChuvaFinal,0,0,131,131,0,0,0,131,"{""Dado aprovado"": 131}"
2018-08-27,86450000,VazaoFinal,0,0,131,131,0,0,0,0,"{""Dado aprovado"": 131}"
2018-08-27,86450000,NivelSensor,0,0,131,131,0,0,0,0,"{""Dado aprovado"": 131}"
2018-08-27,86450000,NivelDisplay,0,131,0,0,0,0,0,0,"{""null"": 131}"
2018-08-27,86450000,NivelManual,0,131,0,0,0,0,0,0,"{""null"": 131}"
2018-08-27,86450000,ChuvaAcumAdotada,0,131,0,0,0,0,0,0,"{""null"": 131}"
2018-08-27,86471000,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86471000,ChuvaFinal,0,0,240,240,0,0,0,182,"{""Dado aprovado"": 240}"
2018-08-27,86471000,VazaoFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86471000,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86471000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86471000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86471000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86472000,NivelFinal,0,0,956,956,0,0,0,0,"{""Dado aprovado"": 956}"
2018-08-27,86472000,ChuvaFinal,0,0,956,956,0,0,0,808,"{""Dado aprovado"": 956}"
2018-08-27,86472000,VazaoFinal,0,0,956,956,0,0,0,0,"{""Dado aprovado"": 956}"
2018-08-27,86472000,NivelSensor,0,0,956,956,0,0,0,0,"{""Dado aprovado"": 956}"
2018-08-27,86472000,NivelDisplay,0,956,0,0,0,0,0,0,"{""null"": 956}"
2018-08-27,86472000,NivelManual,0,956,0,0,0,0,0,0,"{""null"": 956}"
2018-08-27,86472000,ChuvaAcumAdotada,0,0,956,956,0,0,0,0,"{""Dado aprovado"": 956}"
2018-08-27,86472600,NivelFinal,0,0,0,0,0,0,0,0,{}
2018-08-27,86472600,ChuvaFinal,0,0,0,0,0,0,0,0,{}
2018-08-27,86472600,VazaoFinal,0,0,0,0,0,0,0,0,{}
2018-08-27,86472600,NivelSensor,0,0,0,0,0,0,0,0,{}
2018-08-27,86472600,NivelDisplay,0,0,0,0,0,0,0,0,{}
2018-08-27,86472600,NivelManual,0,0,0,0,0,0,0,0,{}
2018-08-27,86472600,ChuvaAcumAdotada,0,0,0,0,0,0,0,0,{}
2018-08-27,86479000,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86479000,ChuvaFinal,0,0,240,240,0,0,0,212,"{""Dado aprovado"": 240}"
2018-08-27,86479000,VazaoFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86479000,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86479000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86479000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86479000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86488000,NivelFinal,0,54,186,186,0,0,0,0,"{""Dado aprovado"": 186, ""null"": 54}"
2018-08-27,86488000,ChuvaFinal,0,0,240,240,0,0,0,167,"{""Dado aprovado"": 240}"
2018-08-27,86488000,VazaoFinal,0,54,186,186,0,0,0,0,"{""Dado aprovado"": 186, ""null"": 54}"
2018-08-27,86488000,NivelSensor,0,54,186,186,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86488000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86488000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86488000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86493000,NivelFinal,0,0,239,239,0,0,0,0,"{""Dado aprovado"": 239}"
2018-08-27,86493000,ChuvaFinal,0,0,239,239,0,0,0,164,"{""Dado aprovado"": 239}"
2018-08-27,86493000,VazaoFinal,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-08-27,86493000,NivelSensor,0,0,239,239,0,0,0,0,"{""Dado aprovado"": 239}"
2018-08-27,86493000,NivelDisplay,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-08-27,86493000,NivelManual,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-08-27,86493000,ChuvaAcumAdotada,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-08-27,86495500,NivelFinal,0,0,236,236,0,0,0,0,"{""Dado aprovado"": 236}"
2018-08-27,86495500,ChuvaFinal,0,0,236,236,0,0,0,164,"{""Dado aprovado"": 236}"
2018-08-27,86495500,VazaoFinal,0,236,0,0,0,0,0,0,"{""null"": 236}"
2018-08-27,86495500,NivelSensor,0,0,236,236,0,0,0,0,"{""Dado aprovado"": 236}"
2018-08-27,86495500,NivelDisplay,0,236,0,0,0,0,0,0,"{""null"": 236}"
2018-08-27,86495500,NivelManual,0,236,0,0,0,0,0,0,"{""null"": 236}"
2018-08-27,86495500,ChuvaAcumAdotada,0,236,0,0,0,0,0,0,"{""null"": 236}"
2018-08-27,86500000,NivelFinal,0,0,0,0,0,0,0,0,{}
2018-08-27,86500000,ChuvaFinal,0,0,0,0,0,0,0,0,{}
2018-08-27,86500000,VazaoFinal,0,0,0,0,0,0,0,0,{}
2018-08-27,86500000,NivelSensor,0,0,0,0,0,0,0,0,{}
2018-08-27,86500000,NivelDisplay,0,0,0,0,0,0,0,0,{}
2018-08-27,86500000,NivelManual,0,0,0,0,0,0,0,0,{}
2018-08-27,86500000,ChuvaAcumAdotada,0,0,0,0,0,0,0,0,{}
2018-08-27,86504900,NivelFinal,0,0,0,0,0,0,0,0,{}
2018-08-27,86504900,ChuvaFinal,0,0,0,0,0,0,0,0,{}
2018-08-27,86504900,VazaoFinal,0,0,0,0,0,0,0,0,{}
2018-08-27,86504900,NivelSensor,0,0,0,0,0,0,0,0,{}
2018-08-27,86504900,NivelDisplay,0,0,0,0,0,0,0,0,{}
2018-08-27,86504900,NivelManual,0,0,0,0,0,0,0,0,{}
2018-08-27,86504900,ChuvaAcumAdotada,0,0,0,0,0,0,0,0,{}
2018-08-27,86505500,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86505500,ChuvaFinal,0,0,240,240,0,0,0,160,"{""Dado aprovado"": 240}"
2018-08-27,86505500,VazaoFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86505500,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-08-27,86505500,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86505500,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86505500,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86510000,NivelFinal,0,0,240,236,4,0,0,0,"{""Dado aprovado"": 236, ""Dado suspeito"": 4}"
2018-08-27,86510000,ChuvaFinal,0,0,240,234,6,0,0,169,"{""Dado aprovado"": 234, ""Dado suspeito"": 6}"
2018-08-27,86510000,VazaoFinal,0,0,240,236,4,0,0,0,"{""Dado aprovado"": 236, ""Dado suspeito"": 4}"
2018-08-27,86510000,NivelSensor,0,0,240,236,4,0,0,0,"{""Dado aprovado"": 236, ""Dado suspeito"": 4}"
2018-08-27,86510000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86510000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-08-27,86510000,ChuvaAcumAdotada,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86060010,NivelFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86060010,ChuvaFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86060010,VazaoFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86060010,NivelSensor,0,0,0,0,0,0,0,0,{}
2018-09-27,86060010,NivelDisplay,0,0,0,0,0,0,0,0,{}
2018-09-27,86060010,NivelManual,0,0,0,0,0,0,0,0,{}
2018-09-27,86060010,ChuvaAcumAdotada,0,0,0,0,0,0,0,0,{}
2018-09-27,86099000,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86099000,ChuvaFinal,0,0,240,240,0,0,0,204,"{""Dado aprovado"": 240}"
2018-09-27,86099000,VazaoFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86099000,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86099000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86099000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86099000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86102000,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86102000,ChuvaFinal,0,0,240,240,0,0,0,211,"{""Dado aprovado"": 240}"
2018-09-27,86102000,VazaoFinal,0,21,219,219,0,0,0,0,"{""Dado aprovado"": 219, ""null"": 21}"
2018-09-27,86102000,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86102000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86102000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86102000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86117000,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86117000,ChuvaFinal,0,0,240,240,0,0,0,216,"{""Dado aprovado"": 240}"
2018-09-27,86117000,VazaoFinal,0,155,85,85,0,0,0,0,"{""null"": 155, ""Dado aprovado"": 85}"
2018-09-27,86117000,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86117000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86117000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86117000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86125000,NivelFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86125000,ChuvaFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86125000,VazaoFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86125000,NivelSensor,0,0,0,0,0,0,0,0,{}
2018-09-27,86125000,NivelDisplay,0,0,0,0,0,0,0,0,{}
2018-09-27,86125000,NivelManual,0,0,0,0,0,0,0,0,{}
2018-09-27,86125000,ChuvaAcumAdotada,0,0,0,0,0,0,0,0,{}
2018-09-27,86125050,NivelFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86125050,ChuvaFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86125050,VazaoFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86125050,NivelSensor,0,0,0,0,0,0,0,0,{}
2018-09-27,86125050,NivelDisplay,0,0,0,0,0,0,0,0,{}
2018-09-27,86125050,NivelManual,0,0,0,0,0,0,0,0,{}
2018-09-27,86125050,ChuvaAcumAdotada,0,0,0,0,0,0,0,0,{}
2018-09-27,86160000,NivelFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86160000,ChuvaFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86160000,VazaoFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86160000,NivelSensor,0,0,0,0,0,0,0,0,{}
2018-09-27,86160000,NivelDisplay,0,0,0,0,0,0,0,0,{}
2018-09-27,86160000,NivelManual,0,0,0,0,0,0,0,0,{}
2018-09-27,86160000,ChuvaAcumAdotada,0,0,0,0,0,0,0,0,{}
2018-09-27,86163000,NivelFinal,0,92,148,148,0,0,0,0,"{""Dado aprovado"": 148, ""null"": 92}"
2018-09-27,86163000,ChuvaFinal,0,0,240,240,0,0,0,208,"{""Dado aprovado"": 240}"
2018-09-27,86163000,VazaoFinal,0,92,148,148,0,0,0,0,"{""Dado aprovado"": 148, ""null"": 92}"
2018-09-27,86163000,NivelSensor,0,92,148,148,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86163000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86163000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86163000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86200900,NivelFinal,0,0,59,59,0,0,0,0,"{""Dado aprovado"": 59}"
2018-09-27,86200900,ChuvaFinal,0,0,59,59,0,0,0,51,"{""Dado aprovado"": 59}"
2018-09-27,86200900,VazaoFinal,0,59,0,0,0,0,0,0,"{""null"": 59}"
2018-09-27,86200900,NivelSensor,0,0,59,59,0,0,0,0,"{""Dado aprovado"": 59}"
2018-09-27,86200900,NivelDisplay,0,59,0,0,0,0,0,0,"{""null"": 59}"
2018-09-27,86200900,NivelManual,0,59,0,0,0,0,0,0,"{""null"": 59}"
2018-09-27,86200900,ChuvaAcumAdotada,0,59,0,0,0,0,0,0,"{""null"": 59}"
2018-09-27,86280500,NivelFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86280500,ChuvaFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86280500,VazaoFinal,0,0,0,0,0,0,0,0,{}
2018-09-27,86280500,NivelSensor,0,0,0,0,0,0,0,0,{}
2018-09-27,86280500,NivelDisplay,0,0,0,0,0,0,0,0,{}
2018-09-27,86280500,NivelManual,0,0,0,0,0,0,0,0,{}
2018-09-27,86280500,ChuvaAcumAdotada,0,0,0,0,0,0,0,0,{}
2018-09-27,86298000,NivelFinal,0,0,120,120,0,0,0,0,"{""Dado aprovado"": 120}"
2018-09-27,86298000,ChuvaFinal,0,0,120,120,0,0,0,120,"{""Dado aprovado"": 120}"
2018-09-27,86298000,VazaoFinal,0,0,120,120,0,0,0,0,"{""Dado aprovado"": 120}"
2018-09-27,86298000,NivelSensor,0,0,120,120,0,0,0,0,"{""Dado aprovado"": 120}"
2018-09-27,86298000,NivelDisplay,0,120,0,0,0,0,0,0,"{""null"": 120}"
2018-09-27,86298000,NivelManual,0,120,0,0,0,0,0,0,"{""null"": 120}"
2018-09-27,86298000,ChuvaAcumAdotada,0,120,0,0,0,0,0,0,"{""null"": 120}"
2018-09-27,86403000,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86403000,ChuvaFinal,0,0,240,240,0,0,0,224,"{""Dado aprovado"": 240}"
2018-09-27,86403000,VazaoFinal,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86403000,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86403000,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86403000,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86403000,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86410800,NivelFinal,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86410800,ChuvaFinal,0,0,240,240,0,0,0,211,"{""Dado aprovado"": 240}"
2018-09-27,86410800,VazaoFinal,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86410800,NivelSensor,0,0,240,240,0,0,0,0,"{""Dado aprovado"": 240}"
2018-09-27,86410800,NivelDisplay,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86410800,NivelManual,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86410800,ChuvaAcumAdotada,0,240,0,0,0,0,0,0,"{""null"": 240}"
2018-09-27,86447000,NivelFinal,0,0,239,239,0,0,0,0,"{""Dado aprovado"": 239}"
2018-09-27,86447000,ChuvaFinal,0,0,239,239,0,0,0,208,"{""Dado aprovado"": 239}"
2018-09-27,86447000,VazaoFinal,0,0,239,239,0,0,0,0,"{""Dado aprovado"": 239}"
2018-09-27,86447000,NivelSensor,0,0,239,239,0,0,0,0,"{""Dado aprovado"": 239}"
2018-09-27,86447000,NivelDisplay,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-09-27,86447000,NivelManual,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-09-27,86447000,ChuvaAcumAdotada,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-09-27,86448000,NivelFinal,0,0,239,239,0,0,0,0,"{""Dado aprovado"": 239}"
2018-09-27,86448000,ChuvaFinal,0,0,239,239,0,0,0,216,"{""Dado aprovado"": 239}"
2018-09-27,86448000,VazaoFinal,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-09-27,86448000,NivelSensor,0,0,239,239,0,0,0,0,"{""Dado aprovado"": 239}"
2018-09-27,86448000,NivelDisplay,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-09-27,86448000,NivelManual,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-09-27,86448000,ChuvaAcumAdotada,0,239,0,0,0,0,0,0,"{""null"": 239}"
2018-09-27,86450000,NivelFinal,0,0,241,241,0,0,0,0,"{""Dado aprovado"": 241}"
2018-09-27,86450000,ChuvaFinal,0,0,241,241,0,0,0,184,"{""Dado aprovado"": 241}"
2018-09-27,86450000,VazaoFinal,0,0,241,241,0,0,0,0,"{""Dado aprovado"": 241}"
2018-09-27,86450000,NivelSensor,0,0,241,241,0,0,0,0,"{""Dado aprovado"": 241}"
2018-09-27,86450000,NivelDisplay,0,241,0,0,0,0,0,0,"{""null"": 241}"
