id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,source_path,source_line
S ,Sul,Fio dagua                               ,JACUI          ,JIUHMC,MONTE CLARO         ,98,2026-07-22 07:00:00,153.36,119.14,728.87,0.0,0.0,0.0,0.0,6.0,0.0,440.0,/Users/brunozilio/Documents/radar/outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_07-ceran.csv,2000
S ,Sul,Fio dagua                               ,JACUI          ,JIUHMC,MONTE CLARO         ,98,2026-07-22 08:00:00,153.39,119.32,732.25,0.0,0.0,0.0,0.0,6.0,0.0,442.0,/Users/brunozilio/Documents/radar/outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_07-ceran.csv,2001
S ,Sul,Fio dagua                               ,JACUI          ,JIUHMC,MONTE CLARO         ,98,2026-07-22 09:00:00,153.28,119.41,719.84,9969.0,0.0,0.0,0.0,6.0,0.0,445.0,/Users/brunozilio/Documents/radar/outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_07-ceran.csv,2002
