horizon_h,phase,subset,start_origin,end_origin,n,start_target,end_target,min_target_m,max_target_m,missing_features
1,validation,all,2026-01-28T20:00:00-03:00,2026-01-28T22:00:00-03:00,3,2026-01-28T21:00:00-03:00,2026-01-28T23:00:00-03:00,1.04,1.07,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,validation,all,2026-01-29T00:00:00-03:00,2026-01-29T00:00:00-03:00,1,2026-01-29T01:00:00-03:00,2026-01-29T01:00:00-03:00,1.01,1.01,86500000:dH4
1,validation,all,2026-01-29T04:00:00-03:00,2026-01-29T04:00:00-03:00,1,2026-01-29T05:00:00-03:00,2026-01-29T05:00:00-03:00,0.95,0.95,86500000:dH8
1,validation,all,2026-01-30T21:00:00-03:00,2026-01-30T23:00:00-03:00,3,2026-01-30T22:00:00-03:00,2026-01-31T00:00:00-03:00,1.27,1.42,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,validation,all,2026-01-31T01:00:00-03:00,2026-01-31T01:00:00-03:00,1,2026-01-31T02:00:00-03:00,2026-01-31T02:00:00-03:00,1.16,1.16,86472600:dH4
1,validation,all,2026-01-31T05:00:00-03:00,2026-01-31T05:00:00-03:00,1,2026-01-31T06:00:00-03:00,2026-01-31T06:00:00-03:00,1.08,1.08,86472600:dH8
1,validation,all,2026-01-31T23:00:00-03:00,2026-01-31T23:00:00-03:00,1,2026-02-01T00:00:00-03:00,2026-02-01T00:00:00-03:00,1.2,1.2,86510000:dH0.5
1,validation,all,2026-02-01T23:00:00-03:00,2026-02-02T00:00:00-03:00,2,2026-02-02T00:00:00-03:00,2026-02-02T01:00:00-03:00,1.18,1.24,86510000:dH1|86510000:dH2
1,validation,all,2026-02-02T02:00:00-03:00,2026-02-02T02:00:00-03:00,1,2026-02-02T03:00:00-03:00,2026-02-02T03:00:00-03:00,1.1,1.1,86510000:dH4
1,validation,all,2026-02-02T06:00:00-03:00,2026-02-02T06:00:00-03:00,1,2026-02-02T07:00:00-03:00,2026-02-02T07:00:00-03:00,1.16,1.16,86510000:dH8
1,validation,all,2026-02-02T15:00:00-03:00,2026-02-02T16:00:00-03:00,2,2026-02-02T16:00:00-03:00,2026-02-02T17:00:00-03:00,1.49,1.49,86510000:dH1|86510000:dH2
1,validation,all,2026-02-02T18:00:00-03:00,2026-02-02T18:00:00-03:00,1,2026-02-02T19:00:00-03:00,2026-02-02T19:00:00-03:00,1.46,1.46,86510000:dH4
1,validation,all,2026-02-03T08:00:00-03:00,2026-02-03T09:00:00-03:00,2,2026-02-03T09:00:00-03:00,2026-02-03T10:00:00-03:00,1.06,1.18,86510000:dH1|86510000:dH2
1,validation,all,2026-02-03T11:00:00-03:00,2026-02-03T11:00:00-03:00,1,2026-02-03T12:00:00-03:00,2026-02-03T12:00:00-03:00,1.41,1.41,86510000:dH4
1,validation,all,2026-02-03T15:00:00-03:00,2026-02-03T15:00:00-03:00,1,2026-02-03T16:00:00-03:00,2026-02-03T16:00:00-03:00,1.48,1.48,86510000:dH8
1,validation,all,2026-02-04T00:00:00-03:00,2026-02-04T00:00:00-03:00,1,2026-02-04T01:00:00-03:00,2026-02-04T01:00:00-03:00,1.18,1.18,86472000:dH1|86510000:dH0.5|86510000:dH1
1,validation,all,2026-02-04T03:00:00-03:00,2026-02-04T03:00:00-03:00,1,2026-02-04T04:00:00-03:00,2026-02-04T04:00:00-03:00,1.09,1.09,86472000:dH4|86510000:dH4
1,validation,all,2026-02-04T07:00:00-03:00,2026-02-04T07:00:00-03:00,1,2026-02-04T08:00:00-03:00,2026-02-04T08:00:00-03:00,1.37,1.37,86472000:dH8|86510000:dH8
1,validation,all,2026-02-04T10:00:00-03:00,2026-02-04T16:00:00-03:00,7,2026-02-04T11:00:00-03:00,2026-02-04T17:00:00-03:00,1.37,1.66,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,validation,all,2026-02-04T18:00:00-03:00,2026-02-04T20:00:00-03:00,3,2026-02-04T19:00:00-03:00,2026-02-04T21:00:00-03:00,1.12,1.23,86472600:dH8
1,validation,all,2026-02-05T06:00:00-03:00,2026-02-05T06:00:00-03:00,1,2026-02-05T07:00:00-03:00,2026-02-05T07:00:00-03:00,1.31,1.31,86510000:dH0.5
1,validation,all,2026-02-10T00:00:00-03:00,2026-02-10T01:00:00-03:00,2,2026-02-10T01:00:00-03:00,2026-02-10T02:00:00-03:00,1.0,1.03,86510000:dH1|86510000:dH2
1,validation,all,2026-02-10T03:00:00-03:00,2026-02-10T03:00:00-03:00,1,2026-02-10T04:00:00-03:00,2026-02-10T04:00:00-03:00,1.06,1.06,86510000:dH4
1,validation,all,2026-02-10T07:00:00-03:00,2026-02-10T07:00:00-03:00,1,2026-02-10T08:00:00-03:00,2026-02-10T08:00:00-03:00,1.08,1.08,86510000:dH8
1,validation,all,2026-02-10T15:00:00-03:00,2026-02-10T16:00:00-03:00,2,2026-02-10T16:00:00-03:00,2026-02-10T17:00:00-03:00,1.14,1.18,86510000:dH1|86510000:dH2
1,validation,all,2026-02-10T18:00:00-03:00,2026-02-10T18:00:00-03:00,1,2026-02-10T19:00:00-03:00,2026-02-10T19:00:00-03:00,1.06,1.06,86510000:dH4
1,validation,all,2026-02-10T22:00:00-03:00,2026-02-10T22:00:00-03:00,1,2026-02-10T23:00:00-03:00,2026-02-10T23:00:00-03:00,0.97,0.97,86510000:dH8
1,validation,all,2026-02-12T11:00:00-03:00,2026-02-12T12:00:00-03:00,2,2026-02-12T12:00:00-03:00,2026-02-12T13:00:00-03:00,1.3,1.35,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,validation,all,2026-02-12T14:00:00-03:00,2026-02-12T20:00:00-03:00,7,2026-02-12T15:00:00-03:00,2026-02-12T21:00:00-03:00,0.99,1.19,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,validation,all,2026-02-12T22:00:00-03:00,2026-02-13T00:00:00-03:00,3,2026-02-12T23:00:00-03:00,2026-02-13T01:00:00-03:00,0.93,0.95,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8|86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,validation,all,2026-02-13T02:00:00-03:00,2026-02-13T02:00:00-03:00,1,2026-02-13T03:00:00-03:00,2026-02-13T03:00:00-03:00,0.91,0.91,86472000:dH4|86472600:dH4|86500000:dH4
1,validation,all,2026-02-13T06:00:00-03:00,2026-02-13T06:00:00-03:00,1,2026-02-13T07:00:00-03:00,2026-02-13T07:00:00-03:00,1.16,1.16,86472000:dH8|86472600:dH8|86500000:dH8
1,validation,all,2026-02-13T15:00:00-03:00,2026-02-13T15:00:00-03:00,1,2026-02-13T16:00:00-03:00,2026-02-13T16:00:00-03:00,1.04,1.04,86510000:dH0.5
1,validation,all,2026-02-14T08:00:00-03:00,2026-02-14T08:00:00-03:00,1,2026-02-14T09:00:00-03:00,2026-02-14T09:00:00-03:00,0.95,0.95,86510000:dH0.5
1,validation,all,2026-02-27T01:00:00-03:00,2026-02-27T01:00:00-03:00,1,2026-02-27T02:00:00-03:00,2026-02-27T02:00:00-03:00,0.95,0.95,86510000:dH0.5
1,validation,all,2026-03-22T16:00:00-03:00,2026-03-22T17:00:00-03:00,2,2026-03-22T17:00:00-03:00,2026-03-22T18:00:00-03:00,0.96,0.97,86510000:dH1|86510000:dH2
1,validation,all,2026-03-22T19:00:00-03:00,2026-03-22T19:00:00-03:00,1,2026-03-22T20:00:00-03:00,2026-03-22T20:00:00-03:00,0.95,0.95,86510000:dH4
1,validation,all,2026-03-22T23:00:00-03:00,2026-03-22T23:00:00-03:00,1,2026-03-23T00:00:00-03:00,2026-03-23T00:00:00-03:00,0.93,0.93,86510000:dH8
1,validation,all,2026-03-23T17:00:00-03:00,2026-03-23T17:00:00-03:00,1,2026-03-23T18:00:00-03:00,2026-03-23T18:00:00-03:00,1.1,1.1,86500000:dH0.5
1,validation,all,2026-03-30T19:00:00-03:00,2026-03-30T21:00:00-03:00,3,2026-03-30T20:00:00-03:00,2026-03-30T22:00:00-03:00,0.94,0.99,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,validation,all,2026-03-30T23:00:00-03:00,2026-03-30T23:00:00-03:00,1,2026-03-31T00:00:00-03:00,2026-03-31T00:00:00-03:00,0.91,0.91,86500000:dH4
1,validation,all,2026-03-31T03:00:00-03:00,2026-03-31T03:00:00-03:00,1,2026-03-31T04:00:00-03:00,2026-03-31T04:00:00-03:00,0.89,0.89,86500000:dH8
1,validation,all,2026-04-07T20:00:00-03:00,2026-04-07T20:00:00-03:00,1,2026-04-07T21:00:00-03:00,2026-04-07T21:00:00-03:00,1.09,1.09,86510000:dH0.5
1,validation,all,2026-04-28T14:00:00-03:00,2026-04-28T19:00:00-03:00,6,2026-04-28T15:00:00-03:00,2026-04-28T20:00:00-03:00,1.11,1.18,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,validation,all,2026-04-28T22:00:00-03:00,2026-04-28T23:00:00-03:00,2,2026-04-28T23:00:00-03:00,2026-04-29T00:00:00-03:00,1.09,1.11,86472600:dH8
1,validation,all,2026-05-01T08:00:00-03:00,2026-05-01T08:00:00-03:00,1,2026-05-01T09:00:00-03:00,2026-05-01T09:00:00-03:00,1.11,1.11,86510000:dH0.5
1,validation,all,2026-05-05T10:00:00-03:00,2026-05-05T10:00:00-03:00,1,2026-05-05T11:00:00-03:00,2026-05-05T11:00:00-03:00,3.2,3.2,86500000:dH0.5
1,validation,all,2026-05-07T12:00:00-03:00,2026-05-07T15:00:00-03:00,4,2026-05-07T13:00:00-03:00,2026-05-07T16:00:00-03:00,2.74,2.9,86472600:dH1|86472600:dH2|86472600:dH4
1,validation,all,2026-05-07T18:00:00-03:00,2026-05-07T19:00:00-03:00,2,2026-05-07T19:00:00-03:00,2026-05-07T20:00:00-03:00,2.86,2.88,86472600:dH8
1,validation,all,2026-05-15T16:00:00-03:00,2026-05-15T17:00:00-03:00,2,2026-05-15T17:00:00-03:00,2026-05-15T18:00:00-03:00,1.46,1.48,86510000:dH1|86510000:dH2
1,validation,all,2026-05-15T19:00:00-03:00,2026-05-15T19:00:00-03:00,1,2026-05-15T20:00:00-03:00,2026-05-15T20:00:00-03:00,1.4,1.4,86510000:dH4
1,validation,all,2026-05-15T23:00:00-03:00,2026-05-15T23:00:00-03:00,1,2026-05-16T00:00:00-03:00,2026-05-16T00:00:00-03:00,1.28,1.28,86510000:dH8
1,validation,all,2026-05-17T19:00:00-03:00,2026-05-17T19:00:00-03:00,1,2026-05-17T20:00:00-03:00,2026-05-17T20:00:00-03:00,1.18,1.18,86510000:dH0.5
1,validation,all,2026-05-18T15:00:00-03:00,2026-05-18T20:00:00-03:00,6,2026-05-18T16:00:00-03:00,2026-05-18T21:00:00-03:00,1.21,1.45,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8
1,validation,all,2026-05-18T23:00:00-03:00,2026-05-19T00:00:00-03:00,2,2026-05-19T00:00:00-03:00,2026-05-19T01:00:00-03:00,1.1,1.12,86472000:dH8
1,validation,all,2026-05-22T13:00:00-03:00,2026-05-22T15:00:00-03:00,3,2026-05-22T14:00:00-03:00,2026-05-22T16:00:00-03:00,1.13,1.23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,validation,all,2026-05-22T17:00:00-03:00,2026-05-22T17:00:00-03:00,1,2026-05-22T18:00:00-03:00,2026-05-22T18:00:00-03:00,1.05,1.05,86500000:dH4
1,validation,all,2026-05-22T21:00:00-03:00,2026-05-22T21:00:00-03:00,1,2026-05-22T22:00:00-03:00,2026-05-22T22:00:00-03:00,1.02,1.02,86500000:dH8
1,validation,all,2026-06-26T18:00:00-03:00,2026-06-26T20:00:00-03:00,3,2026-06-26T19:00:00-03:00,2026-06-26T21:00:00-03:00,2.41,2.43,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,validation,all,2026-06-26T22:00:00-03:00,2026-06-26T22:00:00-03:00,1,2026-06-26T23:00:00-03:00,2026-06-26T23:00:00-03:00,2.39,2.39,86472600:dH4
1,validation,all,2026-06-27T02:00:00-03:00,2026-06-27T02:00:00-03:00,1,2026-06-27T03:00:00-03:00,2026-06-27T03:00:00-03:00,2.21,2.21,86472600:dH8
1,validation,all,2026-06-28T07:00:00-03:00,2026-06-30T22:00:00-03:00,64,2026-06-28T08:00:00-03:00,2026-06-30T23:00:00-03:00,1.76,5.51,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,all,2026-07-01T00:00:00-03:00,2026-07-15T16:00:00-03:00,353,2026-07-01T01:00:00-03:00,2026-07-15T17:00:00-03:00,1.53,8.82,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,all,2026-07-16T11:00:00-03:00,2026-07-22T14:00:00-03:00,148,2026-07-16T12:00:00-03:00,2026-07-22T15:00:00-03:00,1.2,19.86,86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8|86510000:dH0.5|86510000:dH1|86510000:dH2|86510000:dH4|86510000:dH8
1,test,all,2026-07-22T16:00:00-03:00,2026-07-22T16:00:00-03:00,1,2026-07-22T17:00:00-03:00,2026-07-22T17:00:00-03:00,18.95,18.95,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,all,2026-07-22T18:00:00-03:00,2026-07-23T19:00:00-03:00,26,2026-07-22T19:00:00-03:00,2026-07-23T20:00:00-03:00,9.45,18.43,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8|86510000:dH1|86510000:dH2|86510000:dH4|86510000:dH8
1,test,all,2026-07-25T13:00:00-03:00,2026-07-26T02:00:00-03:00,14,2026-07-25T14:00:00-03:00,2026-07-26T03:00:00-03:00,4.8,5.59,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,test,all,2026-08-06T12:00:00-03:00,2026-08-06T22:00:00-03:00,11,2026-08-06T13:00:00-03:00,2026-08-06T23:00:00-03:00,2.34,3.42,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,test,all,2026-08-07T01:00:00-03:00,2026-08-07T02:00:00-03:00,2,2026-08-07T02:00:00-03:00,2026-08-07T03:00:00-03:00,3.56,3.6,86472600:dH8
1,test,all,2026-08-14T14:00:00-03:00,2026-08-15T01:00:00-03:00,12,2026-08-14T15:00:00-03:00,2026-08-15T02:00:00-03:00,7.36,8.55,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,all,2026-08-24T17:00:00-03:00,2026-08-25T01:00:00-03:00,9,2026-08-24T18:00:00-03:00,2026-08-25T02:00:00-03:00,1.95,3.7,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86510000:dH1|86510000:dH2|86510000:dH4|86510000:dH8
1,test,all,2026-08-27T23:00:00-03:00,2026-08-28T00:00:00-03:00,2,2026-08-28T00:00:00-03:00,2026-08-28T01:00:00-03:00,2.53,2.76,86510000:dH1|86510000:dH2
1,test,all,2026-08-28T02:00:00-03:00,2026-08-28T02:00:00-03:00,1,2026-08-28T03:00:00-03:00,2026-08-28T03:00:00-03:00,2.91,2.91,86510000:dH4
1,test,all,2026-08-28T06:00:00-03:00,2026-08-28T06:00:00-03:00,1,2026-08-28T07:00:00-03:00,2026-08-28T07:00:00-03:00,3.0,3.0,86510000:dH8
1,test,all,2026-09-02T11:00:00-03:00,2026-09-02T13:00:00-03:00,3,2026-09-02T12:00:00-03:00,2026-09-02T14:00:00-03:00,5.21,5.55,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,test,all,2026-09-02T15:00:00-03:00,2026-09-02T15:00:00-03:00,1,2026-09-02T16:00:00-03:00,2026-09-02T16:00:00-03:00,5.21,5.21,86472600:dH4
1,test,all,2026-09-02T19:00:00-03:00,2026-09-02T19:00:00-03:00,1,2026-09-02T20:00:00-03:00,2026-09-02T20:00:00-03:00,5.47,5.47,86472600:dH8
1,test,all,2026-09-09T16:00:00-03:00,2026-09-09T17:00:00-03:00,2,2026-09-09T17:00:00-03:00,2026-09-09T18:00:00-03:00,2.53,2.63,86510000:dH1|86510000:dH2
1,test,all,2026-09-09T19:00:00-03:00,2026-09-09T19:00:00-03:00,1,2026-09-09T20:00:00-03:00,2026-09-09T20:00:00-03:00,2.38,2.38,86510000:dH4
1,test,all,2026-09-09T23:00:00-03:00,2026-09-09T23:00:00-03:00,1,2026-09-10T00:00:00-03:00,2026-09-10T00:00:00-03:00,3.46,3.46,86510000:dH8
1,test,high_target_ge_7m,2026-07-02T20:00:00-03:00,2026-07-04T06:00:00-03:00,35,2026-07-02T21:00:00-03:00,2026-07-04T07:00:00-03:00,7.06,8.82,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,high_target_ge_7m,2026-07-21T21:00:00-03:00,2026-07-22T14:00:00-03:00,18,2026-07-21T22:00:00-03:00,2026-07-22T15:00:00-03:00,7.38,19.86,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,high_target_ge_7m,2026-07-22T16:00:00-03:00,2026-07-22T16:00:00-03:00,1,2026-07-22T17:00:00-03:00,2026-07-22T17:00:00-03:00,18.95,18.95,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,high_target_ge_7m,2026-07-22T18:00:00-03:00,2026-07-23T19:00:00-03:00,26,2026-07-22T19:00:00-03:00,2026-07-23T20:00:00-03:00,9.45,18.43,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8|86510000:dH1|86510000:dH2|86510000:dH4|86510000:dH8
1,test,high_target_ge_7m,2026-08-14T14:00:00-03:00,2026-08-15T01:00:00-03:00,12,2026-08-14T15:00:00-03:00,2026-08-15T02:00:00-03:00,7.36,8.55,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,train,all,2025-04-01T08:00:00-03:00,2025-04-01T15:00:00-03:00,8,2025-04-01T14:00:00-03:00,2025-04-01T21:00:00-03:00,0.88,0.89,86472000:dH8|86472600:dH8|86500000:dH8|86510000:dH0.5|86510000:dH1|86510000:dH2|86510000:dH4|86510000:dH8
6,train,all,2025-04-04T08:00:00-03:00,2025-04-05T18:00:00-03:00,35,2025-04-04T14:00:00-03:00,2025-04-06T00:00:00-03:00,1.13,2.03,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-04-05T21:00:00-03:00,2025-04-05T22:00:00-03:00,2,2025-04-06T03:00:00-03:00,2025-04-06T04:00:00-03:00,1.1,1.11,86472600:dH8
6,train,all,2025-04-06T05:00:00-03:00,2025-04-06T07:00:00-03:00,3,2025-04-06T11:00:00-03:00,2025-04-06T13:00:00-03:00,1.13,1.15,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,train,all,2025-04-06T09:00:00-03:00,2025-04-06T09:00:00-03:00,1,2025-04-06T15:00:00-03:00,2025-04-06T15:00:00-03:00,1.14,1.14,86500000:dH4
6,train,all,2025-04-06T12:00:00-03:00,2025-04-06T14:00:00-03:00,3,2025-04-06T18:00:00-03:00,2025-04-06T20:00:00-03:00,1.09,1.12,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86500000:dH8
6,train,all,2025-04-06T16:00:00-03:00,2025-04-06T16:00:00-03:00,1,2025-04-06T22:00:00-03:00,2025-04-06T22:00:00-03:00,1.06,1.06,86472600:dH4
6,train,all,2025-04-06T20:00:00-03:00,2025-04-06T20:00:00-03:00,1,2025-04-07T02:00:00-03:00,2025-04-07T02:00:00-03:00,1.03,1.03,86472600:dH8
6,train,all,2025-04-07T03:00:00-03:00,2025-04-07T05:00:00-03:00,3,2025-04-07T09:00:00-03:00,2025-04-07T11:00:00-03:00,1.0,1.01,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-04-07T07:00:00-03:00,2025-04-07T07:00:00-03:00,1,2025-04-07T13:00:00-03:00,2025-04-07T13:00:00-03:00,1.0,1.0,86472600:dH4
6,train,all,2025-04-07T10:00:00-03:00,2025-04-07T12:00:00-03:00,3,2025-04-07T16:00:00-03:00,2025-04-07T18:00:00-03:00,1.01,1.03,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8|86472600:dH8
6,train,all,2025-04-07T14:00:00-03:00,2025-04-07T14:00:00-03:00,1,2025-04-07T20:00:00-03:00,2025-04-07T20:00:00-03:00,1.08,1.08,86472000:dH4
6,train,all,2025-04-07T18:00:00-03:00,2025-04-07T18:00:00-03:00,1,2025-04-08T00:00:00-03:00,2025-04-08T00:00:00-03:00,1.14,1.14,86472000:dH8
6,train,all,2025-04-14T07:00:00-03:00,2025-04-14T18:00:00-03:00,12,2025-04-14T13:00:00-03:00,2025-04-15T00:00:00-03:00,1.86,2.2,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-04-15T00:00:00-03:00,2025-04-15T02:00:00-03:00,3,2025-04-15T06:00:00-03:00,2025-04-15T08:00:00-03:00,2.41,2.43,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-04-15T04:00:00-03:00,2025-04-15T04:00:00-03:00,1,2025-04-15T10:00:00-03:00,2025-04-15T10:00:00-03:00,2.43,2.43,86472600:dH4
6,train,all,2025-04-15T08:00:00-03:00,2025-04-15T08:00:00-03:00,1,2025-04-15T14:00:00-03:00,2025-04-15T14:00:00-03:00,2.21,2.21,86472600:dH8
6,train,all,2025-04-15T13:00:00-03:00,2025-04-15T15:00:00-03:00,3,2025-04-15T19:00:00-03:00,2025-04-15T21:00:00-03:00,2.07,2.07,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-04-15T17:00:00-03:00,2025-04-15T17:00:00-03:00,1,2025-04-15T23:00:00-03:00,2025-04-15T23:00:00-03:00,2.09,2.09,86472600:dH4
6,train,all,2025-04-15T21:00:00-03:00,2025-04-15T21:00:00-03:00,1,2025-04-16T03:00:00-03:00,2025-04-16T03:00:00-03:00,2.11,2.11,86472600:dH8
6,train,all,2025-04-16T07:00:00-03:00,2025-04-16T19:00:00-03:00,13,2025-04-16T13:00:00-03:00,2025-04-17T01:00:00-03:00,2.18,2.39,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-04-18T20:00:00-03:00,2025-04-18T20:00:00-03:00,1,2025-04-19T02:00:00-03:00,2025-04-19T02:00:00-03:00,1.07,1.07,86510000:dH0.5
6,train,all,2025-04-20T02:00:00-03:00,2025-04-20T16:00:00-03:00,15,2025-04-20T08:00:00-03:00,2025-04-20T22:00:00-03:00,1.07,1.97,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-04-20T20:00:00-03:00,2025-04-20T20:00:00-03:00,1,2025-04-21T02:00:00-03:00,2025-04-21T02:00:00-03:00,1.04,1.04,86472600:dH8
6,train,all,2025-04-21T09:00:00-03:00,2025-04-21T14:00:00-03:00,6,2025-04-21T15:00:00-03:00,2025-04-21T20:00:00-03:00,1.11,1.26,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-04-21T17:00:00-03:00,2025-04-21T18:00:00-03:00,2,2025-04-21T23:00:00-03:00,2025-04-22T00:00:00-03:00,1.09,1.09,86472600:dH8
6,train,all,2025-04-22T08:00:00-03:00,2025-04-22T13:00:00-03:00,6,2025-04-22T14:00:00-03:00,2025-04-22T19:00:00-03:00,1.1,1.3,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-04-22T16:00:00-03:00,2025-04-22T17:00:00-03:00,2,2025-04-22T22:00:00-03:00,2025-04-22T23:00:00-03:00,1.07,1.09,86472600:dH8
6,train,all,2025-04-24T08:00:00-03:00,2025-04-24T13:00:00-03:00,6,2025-04-24T14:00:00-03:00,2025-04-24T19:00:00-03:00,1.01,1.16,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-04-24T16:00:00-03:00,2025-04-24T17:00:00-03:00,2,2025-04-24T22:00:00-03:00,2025-04-24T23:00:00-03:00,0.98,0.98,86472600:dH8
6,train,all,2025-04-26T11:00:00-03:00,2025-04-26T11:00:00-03:00,1,2025-04-26T17:00:00-03:00,2025-04-26T17:00:00-03:00,1.05,1.05,86500000:dH0.5
6,train,all,2025-04-28T05:00:00-03:00,2025-04-28T07:00:00-03:00,3,2025-04-28T11:00:00-03:00,2025-04-28T13:00:00-03:00,1.38,1.5,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-04-28T09:00:00-03:00,2025-04-28T09:00:00-03:00,1,2025-04-28T15:00:00-03:00,2025-04-28T15:00:00-03:00,1.26,1.26,86472600:dH4
6,train,all,2025-04-28T13:00:00-03:00,2025-04-29T06:00:00-03:00,18,2025-04-28T19:00:00-03:00,2025-04-29T12:00:00-03:00,0.97,1.71,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-04-29T10:00:00-03:00,2025-04-29T10:00:00-03:00,1,2025-04-29T16:00:00-03:00,2025-04-29T16:00:00-03:00,1.25,1.25,86472600:dH8
6,train,all,2025-04-29T14:00:00-03:00,2025-04-29T19:00:00-03:00,6,2025-04-29T20:00:00-03:00,2025-04-30T01:00:00-03:00,0.98,1.08,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-04-29T22:00:00-03:00,2025-04-30T23:00:00-03:00,26,2025-04-30T04:00:00-03:00,2025-05-01T05:00:00-03:00,0.97,1.52,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
6,train,all,2025-05-01T01:00:00-03:00,2025-05-01T01:00:00-03:00,1,2025-05-01T07:00:00-03:00,2025-05-01T07:00:00-03:00,1.5,1.5,86472600:dH4
6,train,all,2025-05-01T05:00:00-03:00,2025-05-01T09:00:00-03:00,5,2025-05-01T11:00:00-03:00,2025-05-01T15:00:00-03:00,1.28,1.54,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
