horizon_h,phase,origin,target_time,base_m,target_m,high_target_ge_7m,missing_feature_indices,missing_features
6,test,2026-07-01T21:00:00-03:00,2026-07-02T03:00:00-03:00,3.35,4.29,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-01T22:00:00-03:00,2026-07-02T04:00:00-03:00,3.73,4.26,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-01T23:00:00-03:00,2026-07-02T05:00:00-03:00,4.03,4.15,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T00:00:00-03:00,2026-07-02T06:00:00-03:00,4.22,3.95,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T01:00:00-03:00,2026-07-02T07:00:00-03:00,4.3,3.74,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T02:00:00-03:00,2026-07-02T08:00:00-03:00,4.31,3.58,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T03:00:00-03:00,2026-07-02T09:00:00-03:00,4.3,3.54,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T04:00:00-03:00,2026-07-02T10:00:00-03:00,4.27,3.78,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T05:00:00-03:00,2026-07-02T11:00:00-03:00,4.18,4.38,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T06:00:00-03:00,2026-07-02T12:00:00-03:00,4.01,4.83,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T07:00:00-03:00,2026-07-02T13:00:00-03:00,3.79,5.0,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T08:00:00-03:00,2026-07-02T14:00:00-03:00,3.62,5.07,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T09:00:00-03:00,2026-07-02T15:00:00-03:00,3.54,5.16,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T10:00:00-03:00,2026-07-02T16:00:00-03:00,3.68,5.34,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T11:00:00-03:00,2026-07-02T17:00:00-03:00,4.22,5.68,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T12:00:00-03:00,2026-07-02T18:00:00-03:00,4.75,6.23,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T13:00:00-03:00,2026-07-02T19:00:00-03:00,4.97,6.6,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T14:00:00-03:00,2026-07-02T20:00:00-03:00,5.05,6.9,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T15:00:00-03:00,2026-07-02T21:00:00-03:00,5.13,7.1,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T16:00:00-03:00,2026-07-02T22:00:00-03:00,5.28,7.3,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T17:00:00-03:00,2026-07-02T23:00:00-03:00,5.58,7.48,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T18:00:00-03:00,2026-07-03T00:00:00-03:00,6.01,7.69,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T19:00:00-03:00,2026-07-03T01:00:00-03:00,6.53,7.95,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T20:00:00-03:00,2026-07-03T02:00:00-03:00,6.83,8.19,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T21:00:00-03:00,2026-07-03T03:00:00-03:00,7.06,8.32,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T22:00:00-03:00,2026-07-03T04:00:00-03:00,7.24,8.35,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-02T23:00:00-03:00,2026-07-03T05:00:00-03:00,7.42,8.39,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T00:00:00-03:00,2026-07-03T06:00:00-03:00,7.63,8.53,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T01:00:00-03:00,2026-07-03T07:00:00-03:00,7.89,8.62,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T02:00:00-03:00,2026-07-03T08:00:00-03:00,8.14,8.73,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T03:00:00-03:00,2026-07-03T09:00:00-03:00,8.29,8.82,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T04:00:00-03:00,2026-07-03T10:00:00-03:00,8.35,8.82,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T05:00:00-03:00,2026-07-03T11:00:00-03:00,8.39,8.7,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T06:00:00-03:00,2026-07-03T12:00:00-03:00,8.48,8.58,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T07:00:00-03:00,2026-07-03T13:00:00-03:00,8.62,8.44,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T08:00:00-03:00,2026-07-03T14:00:00-03:00,8.7,8.4,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T09:00:00-03:00,2026-07-03T15:00:00-03:00,8.79,8.34,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T10:00:00-03:00,2026-07-03T16:00:00-03:00,8.84,8.32,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T11:00:00-03:00,2026-07-03T17:00:00-03:00,8.74,8.27,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T12:00:00-03:00,2026-07-03T18:00:00-03:00,8.6,8.22,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T13:00:00-03:00,2026-07-03T19:00:00-03:00,8.48,8.17,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T14:00:00-03:00,2026-07-03T20:00:00-03:00,8.4,8.13,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T15:00:00-03:00,2026-07-03T21:00:00-03:00,8.38,8.13,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T16:00:00-03:00,2026-07-03T22:00:00-03:00,8.33,8.11,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T17:00:00-03:00,2026-07-03T23:00:00-03:00,8.29,8.02,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T18:00:00-03:00,2026-07-04T00:00:00-03:00,8.24,7.91,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T19:00:00-03:00,2026-07-04T01:00:00-03:00,8.18,7.74,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T20:00:00-03:00,2026-07-04T02:00:00-03:00,8.14,7.52,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T21:00:00-03:00,2026-07-04T03:00:00-03:00,8.14,7.34,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T22:00:00-03:00,2026-07-04T04:00:00-03:00,8.11,7.22,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-03T23:00:00-03:00,2026-07-04T05:00:00-03:00,8.04,7.17,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T00:00:00-03:00,2026-07-04T06:00:00-03:00,7.94,7.11,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T01:00:00-03:00,2026-07-04T07:00:00-03:00,7.78,7.06,True,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T02:00:00-03:00,2026-07-04T08:00:00-03:00,7.58,6.99,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T03:00:00-03:00,2026-07-04T09:00:00-03:00,7.38,6.92,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T04:00:00-03:00,2026-07-04T10:00:00-03:00,7.23,6.84,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T05:00:00-03:00,2026-07-04T11:00:00-03:00,7.18,6.74,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T06:00:00-03:00,2026-07-04T12:00:00-03:00,7.12,6.64,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T07:00:00-03:00,2026-07-04T13:00:00-03:00,7.08,6.51,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T08:00:00-03:00,2026-07-04T14:00:00-03:00,7.03,6.34,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T09:00:00-03:00,2026-07-04T15:00:00-03:00,6.95,6.21,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T10:00:00-03:00,2026-07-04T16:00:00-03:00,6.86,6.12,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T11:00:00-03:00,2026-07-04T17:00:00-03:00,6.76,6.05,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T12:00:00-03:00,2026-07-04T18:00:00-03:00,6.69,6.02,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T13:00:00-03:00,2026-07-04T19:00:00-03:00,6.54,5.98,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T14:00:00-03:00,2026-07-04T20:00:00-03:00,6.38,5.93,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T15:00:00-03:00,2026-07-04T21:00:00-03:00,6.23,5.89,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T16:00:00-03:00,2026-07-04T22:00:00-03:00,6.13,5.87,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T17:00:00-03:00,2026-07-04T23:00:00-03:00,6.06,5.87,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T18:00:00-03:00,2026-07-05T00:00:00-03:00,6.02,5.86,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T19:00:00-03:00,2026-07-05T01:00:00-03:00,5.99,5.81,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T20:00:00-03:00,2026-07-05T02:00:00-03:00,5.94,5.72,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T21:00:00-03:00,2026-07-05T03:00:00-03:00,5.9,5.62,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T22:00:00-03:00,2026-07-05T04:00:00-03:00,5.87,5.53,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-04T23:00:00-03:00,2026-07-05T05:00:00-03:00,5.87,5.45,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T00:00:00-03:00,2026-07-05T06:00:00-03:00,5.87,5.38,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T01:00:00-03:00,2026-07-05T07:00:00-03:00,5.83,5.33,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T02:00:00-03:00,2026-07-05T08:00:00-03:00,5.74,5.28,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T03:00:00-03:00,2026-07-05T09:00:00-03:00,5.65,5.23,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T04:00:00-03:00,2026-07-05T10:00:00-03:00,5.55,5.17,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T05:00:00-03:00,2026-07-05T11:00:00-03:00,5.46,5.05,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T06:00:00-03:00,2026-07-05T12:00:00-03:00,5.4,4.86,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T07:00:00-03:00,2026-07-05T13:00:00-03:00,5.34,4.66,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T08:00:00-03:00,2026-07-05T14:00:00-03:00,5.29,4.49,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T09:00:00-03:00,2026-07-05T15:00:00-03:00,5.24,4.38,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T10:00:00-03:00,2026-07-05T16:00:00-03:00,5.18,4.3,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T11:00:00-03:00,2026-07-05T17:00:00-03:00,5.09,4.27,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T12:00:00-03:00,2026-07-05T18:00:00-03:00,4.92,4.28,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T13:00:00-03:00,2026-07-05T19:00:00-03:00,4.7,4.33,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T14:00:00-03:00,2026-07-05T20:00:00-03:00,4.53,4.38,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T15:00:00-03:00,2026-07-05T21:00:00-03:00,4.4,4.42,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T16:00:00-03:00,2026-07-05T22:00:00-03:00,4.32,4.45,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T17:00:00-03:00,2026-07-05T23:00:00-03:00,4.27,4.5,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T18:00:00-03:00,2026-07-06T00:00:00-03:00,4.27,4.59,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T19:00:00-03:00,2026-07-06T01:00:00-03:00,4.31,4.68,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T20:00:00-03:00,2026-07-06T02:00:00-03:00,4.36,4.72,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T21:00:00-03:00,2026-07-06T03:00:00-03:00,4.41,4.69,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T22:00:00-03:00,2026-07-06T04:00:00-03:00,4.44,4.63,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-05T23:00:00-03:00,2026-07-06T05:00:00-03:00,4.48,4.56,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T00:00:00-03:00,2026-07-06T06:00:00-03:00,4.56,4.49,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T01:00:00-03:00,2026-07-06T07:00:00-03:00,4.66,4.42,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T02:00:00-03:00,2026-07-06T08:00:00-03:00,4.71,4.37,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T03:00:00-03:00,2026-07-06T09:00:00-03:00,4.7,4.33,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T04:00:00-03:00,2026-07-06T10:00:00-03:00,4.65,4.28,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T05:00:00-03:00,2026-07-06T11:00:00-03:00,4.58,4.25,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T06:00:00-03:00,2026-07-06T12:00:00-03:00,4.51,4.19,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T07:00:00-03:00,2026-07-06T13:00:00-03:00,4.44,4.04,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T08:00:00-03:00,2026-07-06T14:00:00-03:00,4.39,3.81,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T09:00:00-03:00,2026-07-06T15:00:00-03:00,4.34,3.57,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T10:00:00-03:00,2026-07-06T16:00:00-03:00,4.29,3.38,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T11:00:00-03:00,2026-07-06T17:00:00-03:00,4.26,3.26,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T12:00:00-03:00,2026-07-06T18:00:00-03:00,4.21,3.2,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T13:00:00-03:00,2026-07-06T19:00:00-03:00,4.09,3.25,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T14:00:00-03:00,2026-07-06T20:00:00-03:00,3.87,3.5,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T15:00:00-03:00,2026-07-06T21:00:00-03:00,3.63,3.88,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T16:00:00-03:00,2026-07-06T22:00:00-03:00,3.42,4.16,False,12|13|14|15|16|17|18|19|20|21|22|23,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T17:00:00-03:00,2026-07-06T23:00:00-03:00,3.28,4.32,False,14|18|19|20|21|22|23,86472600:dH1|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T18:00:00-03:00,2026-07-07T00:00:00-03:00,3.21,4.39,False,15|18|19|20|21|22|23,86472600:dH2|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T19:00:00-03:00,2026-07-07T01:00:00-03:00,3.23,4.39,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T20:00:00-03:00,2026-07-07T02:00:00-03:00,3.42,4.34,False,16|18|19|20|21|22|23,86472600:dH4|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T21:00:00-03:00,2026-07-07T03:00:00-03:00,3.79,4.27,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T22:00:00-03:00,2026-07-07T04:00:00-03:00,4.1,4.19,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-06T23:00:00-03:00,2026-07-07T05:00:00-03:00,4.29,4.11,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-07T00:00:00-03:00,2026-07-07T06:00:00-03:00,4.38,4.04,False,17|18|19|20|21|22|23,86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-07T01:00:00-03:00,2026-07-07T07:00:00-03:00,4.39,3.98,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-07T02:00:00-03:00,2026-07-07T08:00:00-03:00,4.35,3.93,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-07T03:00:00-03:00,2026-07-07T09:00:00-03:00,4.29,3.89,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
6,test,2026-07-07T04:00:00-03:00,2026-07-07T10:00:00-03:00,4.21,3.85,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
