id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,plant_name,phase,components_complete,component_sum_m3_s,diagnostic_class,source_file,source_line,source_sha256
S ,Sul,Fio dagua                               ,JACUI          ,JIUHCA,CASTRO ALVES        ,97,2026-02-23 07:00:00,237.18,146.61,,57.0,72.0,53.0,0.0,,,,Castro Alves,before_2026_07_01,False,,NOT_ZERO_Q,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_02-ceran.csv,1208,4839ced9c1c934b7385566ee7be1e3056578250b334c85ad7dace89dfe3e02f1
