horizon_h,subset,population,family,observed_targets,n,excluded_n,hits,hit_fraction,mae_m,bias_m,p90_abs_m,p98_abs_m,max_abs_m
1,all,individual,reference,1944,1938,6,1891,0.9757481940144479,0.13826727113885037,0.00480677764018576,0.33808667884870325,0.5194563237253604,1.3363363795546643
1,all,individual,observed_julho,1944,1938,6,1892,0.9762641898864809,0.14586239021515274,0.0023817544781743597,0.3454329419981312,0.5171989636459786,1.330263350479366
1,all,individual,observed_carreiro,1944,1938,6,1891,0.9757481940144479,0.13826727113885037,0.00480677764018576,0.33808667884870325,0.5194563237253604,1.3363363795546643
1,all,individual,observed_both,1944,1938,6,1892,0.9762641898864809,0.14586239021515274,0.0023817544781743597,0.3454329419981312,0.5171989636459786,1.330263350479366
1,all,common_four,reference,1944,1938,6,1891,0.9757481940144479,0.13826727113885037,0.00480677764018576,0.33808667884870325,0.5194563237253604,1.3363363795546643
1,all,common_four,observed_julho,1944,1938,6,1892,0.9762641898864809,0.14586239021515274,0.0023817544781743597,0.3454329419981312,0.5171989636459786,1.330263350479366
1,all,common_four,observed_carreiro,1944,1938,6,1891,0.9757481940144479,0.13826727113885037,0.00480677764018576,0.33808667884870325,0.5194563237253604,1.3363363795546643
1,all,common_four,observed_both,1944,1938,6,1892,0.9762641898864809,0.14586239021515274,0.0023817544781743597,0.3454329419981312,0.5171989636459786,1.330263350479366
1,high,individual,reference,237,235,2,216,0.9191489361702128,0.20939758909623613,0.09118680180342129,0.46690376255440635,0.785805350933425,1.3363363795546643
1,high,individual,observed_julho,237,235,2,217,0.9234042553191489,0.2059039818435961,0.09282253698311067,0.4744029358902924,0.7732540421079898,1.330263350479366
1,high,individual,observed_carreiro,237,235,2,216,0.9191489361702128,0.20939758909623613,0.09118680180342129,0.46690376255440635,0.785805350933425,1.3363363795546643
1,high,individual,observed_both,237,235,2,217,0.9234042553191489,0.2059039818435961,0.09282253698311067,0.4744029358902924,0.7732540421079898,1.330263350479366
1,high,common_four,reference,237,235,2,216,0.9191489361702128,0.20939758909623613,0.09118680180342129,0.46690376255440635,0.785805350933425,1.3363363795546643
1,high,common_four,observed_julho,237,235,2,217,0.9234042553191489,0.2059039818435961,0.09282253698311067,0.4744029358902924,0.7732540421079898,1.330263350479366
1,high,common_four,observed_carreiro,237,235,2,216,0.9191489361702128,0.20939758909623613,0.09118680180342129,0.46690376255440635,0.785805350933425,1.3363363795546643
1,high,common_four,observed_both,237,235,2,217,0.9234042553191489,0.2059039818435961,0.09282253698311067,0.4744029358902924,0.7732540421079898,1.330263350479366
2,all,individual,reference,1943,1935,8,1720,0.8888888888888888,0.2116940232787009,0.009647598896085987,0.5225611023169295,0.8086405684490644,2.1256756873033744
2,all,individual,observed_julho,1943,1935,8,1700,0.8785529715762274,0.22982757997051198,0.0012743835207214144,0.5408044257359461,0.7814378034752941,1.9499902188050875
2,all,individual,observed_carreiro,1943,1935,8,1720,0.8888888888888888,0.2116940232787009,0.009647598896085987,0.5225611023169295,0.8086405684490644,2.1256756873033744
2,all,individual,observed_both,1943,1935,8,1700,0.8785529715762274,0.22982757997051198,0.0012743835207214144,0.5408044257359461,0.7814378034752941,1.9499902188050875
2,all,common_four,reference,1943,1935,8,1720,0.8888888888888888,0.2116940232787009,0.009647598896085987,0.5225611023169295,0.8086405684490644,2.1256756873033744
2,all,common_four,observed_julho,1943,1935,8,1700,0.8785529715762274,0.22982757997051198,0.0012743835207214144,0.5408044257359461,0.7814378034752941,1.9499902188050875
2,all,common_four,observed_carreiro,1943,1935,8,1720,0.8888888888888888,0.2116940232787009,0.009647598896085987,0.5225611023169295,0.8086405684490644,2.1256756873033744
2,all,common_four,observed_both,1943,1935,8,1700,0.8785529715762274,0.22982757997051198,0.0012743835207214144,0.5408044257359461,0.7814378034752941,1.9499902188050875
2,high,individual,reference,237,235,2,174,0.7404255319148936,0.3389290233565138,0.14920058877153652,0.777187118768051,1.0328663101400746,2.1256756873033744
2,high,individual,observed_julho,237,235,2,177,0.7531914893617021,0.3265005547433398,0.1537454651978071,0.7608335197807683,1.0176977115967054,1.9499902188050875
2,high,individual,observed_carreiro,237,235,2,174,0.7404255319148936,0.3389290233565138,0.14920058877153652,0.777187118768051,1.0328663101400746,2.1256756873033744
2,high,individual,observed_both,237,235,2,177,0.7531914893617021,0.3265005547433398,0.1537454651978071,0.7608335197807683,1.0176977115967054,1.9499902188050875
2,high,common_four,reference,237,235,2,174,0.7404255319148936,0.3389290233565138,0.14920058877153652,0.777187118768051,1.0328663101400746,2.1256756873033744
2,high,common_four,observed_julho,237,235,2,177,0.7531914893617021,0.3265005547433398,0.1537454651978071,0.7608335197807683,1.0176977115967054,1.9499902188050875
2,high,common_four,observed_carreiro,237,235,2,174,0.7404255319148936,0.3389290233565138,0.14920058877153652,0.777187118768051,1.0328663101400746,2.1256756873033744
2,high,common_four,observed_both,237,235,2,177,0.7531914893617021,0.3265005547433398,0.1537454651978071,0.7608335197807683,1.0176977115967054,1.9499902188050875
3,all,individual,reference,1942,1932,10,1636,0.8467908902691511,0.26250735407284537,0.014924771631008655,0.6129691346880035,1.026676685192298,2.769956886268055
3,all,individual,observed_julho,1942,1932,10,1575,0.8152173913043478,0.2882654248151229,-0.001984549429938062,0.646214238824869,0.9749486466756296,2.282867751906524
3,all,individual,observed_carreiro,1942,1932,10,1636,0.8467908902691511,0.26250735407284537,0.014924771631008655,0.6129691346880035,1.026676685192298,2.769956886268055
3,all,individual,observed_both,1942,1932,10,1575,0.8152173913043478,0.2882654248151229,-0.001984549429938062,0.646214238824869,0.9749486466756296,2.282867751906524
3,all,common_four,reference,1942,1932,10,1636,0.8467908902691511,0.26250735407284537,0.014924771631008655,0.6129691346880035,1.026676685192298,2.769956886268055
3,all,common_four,observed_julho,1942,1932,10,1575,0.8152173913043478,0.2882654248151229,-0.001984549429938062,0.646214238824869,0.9749486466756296,2.282867751906524
3,all,common_four,observed_carreiro,1942,1932,10,1636,0.8467908902691511,0.26250735407284537,0.014924771631008655,0.6129691346880035,1.026676685192298,2.769956886268055
3,all,common_four,observed_both,1942,1932,10,1575,0.8152173913043478,0.2882654248151229,-0.001984549429938062,0.646214238824869,0.9749486466756296,2.282867751906524
3,high,individual,reference,237,235,2,155,0.6595744680851063,0.4569948122650997,0.19674164872568917,1.0668734186132909,1.2921763492409757,2.769956886268055
3,high,individual,observed_julho,237,235,2,162,0.6893617021276596,0.4189635961339054,0.20505312929646555,0.980395797817119,1.2724947802178892,2.282867751906524
3,high,individual,observed_carreiro,237,235,2,155,0.6595744680851063,0.4569948122650997,0.19674164872568917,1.0668734186132909,1.2921763492409757,2.769956886268055
3,high,individual,observed_both,237,235,2,162,0.6893617021276596,0.4189635961339054,0.20505312929646555,0.980395797817119,1.2724947802178892,2.282867751906524
3,high,common_four,reference,237,235,2,155,0.6595744680851063,0.4569948122650997,0.19674164872568917,1.0668734186132909,1.2921763492409757,2.769956886268055
3,high,common_four,observed_julho,237,235,2,162,0.6893617021276596,0.4189635961339054,0.20505312929646555,0.980395797817119,1.2724947802178892,2.282867751906524
3,high,common_four,observed_carreiro,237,235,2,155,0.6595744680851063,0.4569948122650997,0.19674164872568917,1.0668734186132909,1.2921763492409757,2.769956886268055
3,high,common_four,observed_both,237,235,2,162,0.6893617021276596,0.4189635961339054,0.20505312929646555,0.980395797817119,1.2724947802178892,2.282867751906524
4,all,individual,reference,1941,1930,11,1569,0.8129533678756476,0.2995723727564162,0.019625429642427333,0.6660606934286432,1.2339447653547935,3.146640556692857
4,all,individual,observed_julho,1941,1930,11,1490,0.772020725388601,0.32669438216305474,-0.0070622992444749995,0.7119996054630495,1.1445356081835731,2.489376211202055
4,all,individual,observed_carreiro,1941,1702,239,1361,0.799647473560517,0.3107368376249067,0.02642401108192978,0.6900405898721247,1.2811870570773738,3.165432164333252
