window,horizon_h,origin,target_time,base_time,base_m,target_m,response_m,above_current_training_max,target_ge7_in_source_reference,all_6_QI_present,all_6_levels_present,zero_defluent_positive_components,plants_unavailable_by_time
2020,1,2020-06-01T12:00:00-03:00,2020-06-01T13:00:00-03:00,2020-06-01T11:45:00-03:00,0.96,0.96,0.0,False,False,False,False,0,3
2020,1,2020-06-01T13:00:00-03:00,2020-06-01T14:00:00-03:00,2020-06-01T12:45:00-03:00,0.96,0.94,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-01T14:00:00-03:00,2020-06-01T15:00:00-03:00,2020-06-01T13:45:00-03:00,0.95,0.93,-0.019999999999999907,False,False,False,False,0,3
2020,1,2020-06-01T15:00:00-03:00,2020-06-01T16:00:00-03:00,2020-06-01T14:45:00-03:00,0.93,0.91,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-01T16:00:00-03:00,2020-06-01T17:00:00-03:00,2020-06-01T15:45:00-03:00,0.91,0.9,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-01T17:00:00-03:00,2020-06-01T18:00:00-03:00,2020-06-01T16:45:00-03:00,0.9,0.88,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-01T18:00:00-03:00,2020-06-01T19:00:00-03:00,2020-06-01T17:45:00-03:00,0.88,0.87,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-01T19:00:00-03:00,2020-06-01T20:00:00-03:00,2020-06-01T18:45:00-03:00,0.87,0.86,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-01T20:00:00-03:00,2020-06-01T21:00:00-03:00,2020-06-01T19:45:00-03:00,0.86,0.85,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-01T21:00:00-03:00,2020-06-01T22:00:00-03:00,2020-06-01T20:45:00-03:00,0.85,0.85,0.0,False,False,False,False,0,3
2020,1,2020-06-01T22:00:00-03:00,2020-06-01T23:00:00-03:00,2020-06-01T21:45:00-03:00,0.85,0.84,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-01T23:00:00-03:00,2020-06-02T00:00:00-03:00,2020-06-01T22:45:00-03:00,0.84,0.84,0.0,False,False,False,False,0,3
2020,1,2020-06-02T00:00:00-03:00,2020-06-02T01:00:00-03:00,2020-06-01T23:45:00-03:00,0.84,0.84,0.0,False,False,False,False,0,3
2020,1,2020-06-02T01:00:00-03:00,2020-06-02T02:00:00-03:00,2020-06-02T00:45:00-03:00,0.84,0.83,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-02T02:00:00-03:00,2020-06-02T03:00:00-03:00,2020-06-02T01:45:00-03:00,0.83,0.83,0.0,False,False,False,False,0,3
2020,1,2020-06-02T03:00:00-03:00,2020-06-02T04:00:00-03:00,2020-06-02T02:45:00-03:00,0.83,0.83,0.0,False,False,False,False,0,3
2020,1,2020-06-02T04:00:00-03:00,2020-06-02T05:00:00-03:00,2020-06-02T03:45:00-03:00,0.83,0.83,0.0,False,False,False,False,0,3
2020,1,2020-06-02T05:00:00-03:00,2020-06-02T06:00:00-03:00,2020-06-02T04:45:00-03:00,0.83,0.83,0.0,False,False,False,False,0,3
2020,1,2020-06-02T06:00:00-03:00,2020-06-02T07:00:00-03:00,2020-06-02T05:45:00-03:00,0.83,0.83,0.0,False,False,False,False,0,3
2020,1,2020-06-02T07:00:00-03:00,2020-06-02T08:00:00-03:00,2020-06-02T06:45:00-03:00,0.83,0.83,0.0,False,False,False,False,0,3
2020,1,2020-06-02T08:00:00-03:00,2020-06-02T09:00:00-03:00,2020-06-02T07:45:00-03:00,0.83,0.83,0.0,False,False,False,False,0,3
2020,1,2020-06-02T09:00:00-03:00,2020-06-02T10:00:00-03:00,2020-06-02T08:45:00-03:00,0.83,0.83,0.0,False,False,False,False,0,3
2020,1,2020-06-02T10:00:00-03:00,2020-06-02T11:00:00-03:00,2020-06-02T09:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-02T11:00:00-03:00,2020-06-02T12:00:00-03:00,2020-06-02T10:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-02T12:00:00-03:00,2020-06-02T13:00:00-03:00,2020-06-02T11:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-02T13:00:00-03:00,2020-06-02T14:00:00-03:00,2020-06-02T12:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-02T14:00:00-03:00,2020-06-02T15:00:00-03:00,2020-06-02T13:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-02T15:00:00-03:00,2020-06-02T16:00:00-03:00,2020-06-02T14:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-02T16:00:00-03:00,2020-06-02T17:00:00-03:00,2020-06-02T15:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-02T17:00:00-03:00,2020-06-02T18:00:00-03:00,2020-06-02T16:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-02T18:00:00-03:00,2020-06-02T19:00:00-03:00,2020-06-02T17:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-02T19:00:00-03:00,2020-06-02T20:00:00-03:00,2020-06-02T18:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-02T20:00:00-03:00,2020-06-02T21:00:00-03:00,2020-06-02T19:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-02T21:00:00-03:00,2020-06-02T22:00:00-03:00,2020-06-02T20:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-02T22:00:00-03:00,2020-06-02T23:00:00-03:00,2020-06-02T21:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-02T23:00:00-03:00,2020-06-03T00:00:00-03:00,2020-06-02T22:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-03T00:00:00-03:00,2020-06-03T01:00:00-03:00,2020-06-02T23:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-03T01:00:00-03:00,2020-06-03T02:00:00-03:00,2020-06-03T00:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-03T02:00:00-03:00,2020-06-03T03:00:00-03:00,2020-06-03T01:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-03T03:00:00-03:00,2020-06-03T04:00:00-03:00,2020-06-03T02:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-03T04:00:00-03:00,2020-06-03T05:00:00-03:00,2020-06-03T03:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-03T05:00:00-03:00,2020-06-03T06:00:00-03:00,2020-06-03T04:45:00-03:00,0.82,0.84,0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-03T06:00:00-03:00,2020-06-03T07:00:00-03:00,2020-06-03T05:45:00-03:00,0.83,0.89,0.06000000000000005,False,False,False,False,0,3
2020,1,2020-06-03T07:00:00-03:00,2020-06-03T08:00:00-03:00,2020-06-03T06:45:00-03:00,0.87,1.01,0.14,False,False,False,False,0,3
2020,1,2020-06-03T08:00:00-03:00,2020-06-03T09:00:00-03:00,2020-06-03T07:45:00-03:00,0.98,1.14,0.15999999999999992,False,False,False,False,0,3
2020,1,2020-06-03T09:00:00-03:00,2020-06-03T10:00:00-03:00,2020-06-03T08:45:00-03:00,1.12,1.2,0.07999999999999985,False,False,False,False,0,3
2020,1,2020-06-03T10:00:00-03:00,2020-06-03T11:00:00-03:00,2020-06-03T09:45:00-03:00,1.19,1.21,0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-03T11:00:00-03:00,2020-06-03T12:00:00-03:00,2020-06-03T10:45:00-03:00,1.21,1.18,-0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-03T12:00:00-03:00,2020-06-03T13:00:00-03:00,2020-06-03T11:45:00-03:00,1.19,1.14,-0.050000000000000044,False,False,False,False,0,3
2020,1,2020-06-03T13:00:00-03:00,2020-06-03T14:00:00-03:00,2020-06-03T12:45:00-03:00,1.15,1.09,-0.05999999999999983,False,False,False,False,0,3
2020,1,2020-06-03T14:00:00-03:00,2020-06-03T15:00:00-03:00,2020-06-03T13:45:00-03:00,1.11,1.05,-0.06000000000000005,False,False,False,False,0,3
2020,1,2020-06-03T15:00:00-03:00,2020-06-03T16:00:00-03:00,2020-06-03T14:45:00-03:00,1.06,1.0,-0.06000000000000005,False,False,False,False,0,3
2020,1,2020-06-03T16:00:00-03:00,2020-06-03T17:00:00-03:00,2020-06-03T15:45:00-03:00,1.01,0.97,-0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-03T17:00:00-03:00,2020-06-03T18:00:00-03:00,2020-06-03T16:45:00-03:00,0.98,0.93,-0.04999999999999993,False,False,False,False,0,3
2020,1,2020-06-03T18:00:00-03:00,2020-06-03T19:00:00-03:00,2020-06-03T17:45:00-03:00,0.94,0.91,-0.029999999999999916,False,False,False,False,0,3
2020,1,2020-06-03T19:00:00-03:00,2020-06-03T20:00:00-03:00,2020-06-03T18:45:00-03:00,0.91,0.88,-0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-03T20:00:00-03:00,2020-06-03T21:00:00-03:00,2020-06-03T19:45:00-03:00,0.89,0.86,-0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-03T21:00:00-03:00,2020-06-03T22:00:00-03:00,2020-06-03T20:45:00-03:00,0.87,0.85,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-03T22:00:00-03:00,2020-06-03T23:00:00-03:00,2020-06-03T21:45:00-03:00,0.85,0.84,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-03T23:00:00-03:00,2020-06-04T00:00:00-03:00,2020-06-03T22:45:00-03:00,0.84,0.83,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-04T00:00:00-03:00,2020-06-04T01:00:00-03:00,2020-06-03T23:45:00-03:00,0.83,0.82,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-04T01:00:00-03:00,2020-06-04T02:00:00-03:00,2020-06-04T00:45:00-03:00,0.83,0.82,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-04T02:00:00-03:00,2020-06-04T03:00:00-03:00,2020-06-04T01:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-04T03:00:00-03:00,2020-06-04T04:00:00-03:00,2020-06-04T02:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-04T04:00:00-03:00,2020-06-04T05:00:00-03:00,2020-06-04T03:45:00-03:00,0.82,0.82,0.0,False,False,False,False,0,3
2020,1,2020-06-04T05:00:00-03:00,2020-06-04T06:00:00-03:00,2020-06-04T04:45:00-03:00,0.82,0.81,-0.009999999999999898,False,False,False,False,0,3
2020,1,2020-06-04T06:00:00-03:00,2020-06-04T07:00:00-03:00,2020-06-04T05:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T07:00:00-03:00,2020-06-04T08:00:00-03:00,2020-06-04T06:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T08:00:00-03:00,2020-06-04T09:00:00-03:00,2020-06-04T07:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T09:00:00-03:00,2020-06-04T10:00:00-03:00,2020-06-04T08:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T10:00:00-03:00,2020-06-04T11:00:00-03:00,2020-06-04T09:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T11:00:00-03:00,2020-06-04T12:00:00-03:00,2020-06-04T10:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T12:00:00-03:00,2020-06-04T13:00:00-03:00,2020-06-04T11:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T13:00:00-03:00,2020-06-04T14:00:00-03:00,2020-06-04T12:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T14:00:00-03:00,2020-06-04T15:00:00-03:00,2020-06-04T13:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T15:00:00-03:00,2020-06-04T16:00:00-03:00,2020-06-04T14:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T16:00:00-03:00,2020-06-04T17:00:00-03:00,2020-06-04T15:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T17:00:00-03:00,2020-06-04T18:00:00-03:00,2020-06-04T16:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T18:00:00-03:00,2020-06-04T19:00:00-03:00,2020-06-04T17:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T19:00:00-03:00,2020-06-04T20:00:00-03:00,2020-06-04T18:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T20:00:00-03:00,2020-06-04T21:00:00-03:00,2020-06-04T19:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T21:00:00-03:00,2020-06-04T22:00:00-03:00,2020-06-04T20:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T22:00:00-03:00,2020-06-04T23:00:00-03:00,2020-06-04T21:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-04T23:00:00-03:00,2020-06-05T00:00:00-03:00,2020-06-04T22:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-05T00:00:00-03:00,2020-06-05T01:00:00-03:00,2020-06-04T23:45:00-03:00,0.81,0.81,0.0,False,False,False,False,0,3
2020,1,2020-06-05T01:00:00-03:00,2020-06-05T02:00:00-03:00,2020-06-05T00:45:00-03:00,0.81,0.8,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T02:00:00-03:00,2020-06-05T03:00:00-03:00,2020-06-05T01:45:00-03:00,0.8,0.8,0.0,False,False,False,False,0,3
2020,1,2020-06-05T03:00:00-03:00,2020-06-05T04:00:00-03:00,2020-06-05T02:45:00-03:00,0.8,0.79,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T04:00:00-03:00,2020-06-05T05:00:00-03:00,2020-06-05T03:45:00-03:00,0.79,0.78,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T05:00:00-03:00,2020-06-05T06:00:00-03:00,2020-06-05T04:45:00-03:00,0.78,0.77,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T06:00:00-03:00,2020-06-05T07:00:00-03:00,2020-06-05T05:45:00-03:00,0.77,0.76,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T07:00:00-03:00,2020-06-05T08:00:00-03:00,2020-06-05T06:45:00-03:00,0.76,0.75,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T08:00:00-03:00,2020-06-05T09:00:00-03:00,2020-06-05T07:45:00-03:00,0.75,0.74,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T09:00:00-03:00,2020-06-05T10:00:00-03:00,2020-06-05T08:45:00-03:00,0.75,0.74,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T10:00:00-03:00,2020-06-05T11:00:00-03:00,2020-06-05T09:45:00-03:00,0.74,0.73,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T11:00:00-03:00,2020-06-05T12:00:00-03:00,2020-06-05T10:45:00-03:00,0.73,0.73,0.0,False,False,False,False,0,3
2020,1,2020-06-05T12:00:00-03:00,2020-06-05T13:00:00-03:00,2020-06-05T11:45:00-03:00,0.73,0.72,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T13:00:00-03:00,2020-06-05T14:00:00-03:00,2020-06-05T12:45:00-03:00,0.73,0.72,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T14:00:00-03:00,2020-06-05T15:00:00-03:00,2020-06-05T13:45:00-03:00,0.72,0.72,0.0,False,False,False,False,0,3
2020,1,2020-06-05T15:00:00-03:00,2020-06-05T16:00:00-03:00,2020-06-05T14:45:00-03:00,0.72,0.72,0.0,False,False,False,False,0,3
2020,1,2020-06-05T16:00:00-03:00,2020-06-05T17:00:00-03:00,2020-06-05T15:45:00-03:00,0.72,0.73,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T17:00:00-03:00,2020-06-05T18:00:00-03:00,2020-06-05T16:45:00-03:00,0.73,0.73,0.0,False,False,False,False,0,3
2020,1,2020-06-05T18:00:00-03:00,2020-06-05T19:00:00-03:00,2020-06-05T17:45:00-03:00,0.73,0.72,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T19:00:00-03:00,2020-06-05T20:00:00-03:00,2020-06-05T18:45:00-03:00,0.72,0.73,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T20:00:00-03:00,2020-06-05T21:00:00-03:00,2020-06-05T19:45:00-03:00,0.72,0.73,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T21:00:00-03:00,2020-06-05T22:00:00-03:00,2020-06-05T20:45:00-03:00,0.73,0.73,0.0,False,False,False,False,0,3
2020,1,2020-06-05T22:00:00-03:00,2020-06-05T23:00:00-03:00,2020-06-05T21:45:00-03:00,0.73,0.72,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-05T23:00:00-03:00,2020-06-06T00:00:00-03:00,2020-06-05T22:45:00-03:00,0.73,0.73,0.0,False,False,False,False,0,3
2020,1,2020-06-06T00:00:00-03:00,2020-06-06T01:00:00-03:00,2020-06-05T23:45:00-03:00,0.73,0.73,0.0,False,False,False,False,0,3
2020,1,2020-06-06T01:00:00-03:00,2020-06-06T02:00:00-03:00,2020-06-06T00:45:00-03:00,0.73,0.74,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-06T02:00:00-03:00,2020-06-06T03:00:00-03:00,2020-06-06T01:45:00-03:00,0.74,0.75,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-06T03:00:00-03:00,2020-06-06T04:00:00-03:00,2020-06-06T02:45:00-03:00,0.75,0.76,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-06T04:00:00-03:00,2020-06-06T05:00:00-03:00,2020-06-06T03:45:00-03:00,0.76,0.76,0.0,False,False,False,False,0,3
2020,1,2020-06-06T05:00:00-03:00,2020-06-06T06:00:00-03:00,2020-06-06T04:45:00-03:00,0.76,0.77,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-06T06:00:00-03:00,2020-06-06T07:00:00-03:00,2020-06-06T05:45:00-03:00,0.76,0.77,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-06T07:00:00-03:00,2020-06-06T08:00:00-03:00,2020-06-06T06:45:00-03:00,0.77,0.79,0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-06T08:00:00-03:00,2020-06-06T09:00:00-03:00,2020-06-06T07:45:00-03:00,0.78,0.81,0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-06T09:00:00-03:00,2020-06-06T10:00:00-03:00,2020-06-06T08:45:00-03:00,0.8,0.83,0.029999999999999916,False,False,False,False,0,3
2020,1,2020-06-06T10:00:00-03:00,2020-06-06T11:00:00-03:00,2020-06-06T09:45:00-03:00,0.83,0.87,0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-06T11:00:00-03:00,2020-06-06T12:00:00-03:00,2020-06-06T10:45:00-03:00,0.86,0.89,0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-06T12:00:00-03:00,2020-06-06T13:00:00-03:00,2020-06-06T11:45:00-03:00,0.88,0.92,0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-06T13:00:00-03:00,2020-06-06T14:00:00-03:00,2020-06-06T12:45:00-03:00,0.91,0.94,0.029999999999999916,False,False,False,False,0,3
2020,1,2020-06-06T14:00:00-03:00,2020-06-06T15:00:00-03:00,2020-06-06T13:45:00-03:00,0.94,0.97,0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-06T15:00:00-03:00,2020-06-06T16:00:00-03:00,2020-06-06T14:45:00-03:00,0.96,1.0,0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-06T16:00:00-03:00,2020-06-06T17:00:00-03:00,2020-06-06T15:45:00-03:00,0.99,1.04,0.050000000000000044,False,False,False,False,0,3
2020,1,2020-06-06T17:00:00-03:00,2020-06-06T18:00:00-03:00,2020-06-06T16:45:00-03:00,1.03,1.11,0.08000000000000007,False,False,False,False,0,3
2020,1,2020-06-06T18:00:00-03:00,2020-06-06T19:00:00-03:00,2020-06-06T17:45:00-03:00,1.09,1.23,0.1399999999999999,False,False,False,False,0,3
2020,1,2020-06-06T19:00:00-03:00,2020-06-06T20:00:00-03:00,2020-06-06T18:45:00-03:00,1.2,1.4,0.19999999999999996,False,False,False,False,0,3
2020,1,2020-06-06T20:00:00-03:00,2020-06-06T21:00:00-03:00,2020-06-06T19:45:00-03:00,1.36,1.55,0.18999999999999995,False,False,False,False,0,3
2020,1,2020-06-06T21:00:00-03:00,2020-06-06T22:00:00-03:00,2020-06-06T20:45:00-03:00,1.52,1.64,0.11999999999999988,False,False,False,False,0,3
2020,1,2020-06-06T22:00:00-03:00,2020-06-06T23:00:00-03:00,2020-06-06T21:45:00-03:00,1.62,1.68,0.05999999999999983,False,False,False,False,0,3
2020,1,2020-06-06T23:00:00-03:00,2020-06-07T00:00:00-03:00,2020-06-06T22:45:00-03:00,1.67,1.69,0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-07T00:00:00-03:00,2020-06-07T01:00:00-03:00,2020-06-06T23:45:00-03:00,1.69,1.69,0.0,False,False,False,False,0,3
2020,1,2020-06-07T01:00:00-03:00,2020-06-07T02:00:00-03:00,2020-06-07T00:45:00-03:00,1.69,1.69,0.0,False,False,False,False,0,3
2020,1,2020-06-07T02:00:00-03:00,2020-06-07T03:00:00-03:00,2020-06-07T01:45:00-03:00,1.69,1.69,0.0,False,False,False,False,0,3
2020,1,2020-06-07T03:00:00-03:00,2020-06-07T04:00:00-03:00,2020-06-07T02:45:00-03:00,,1.72,,False,False,False,False,0,3
2020,1,2020-06-07T04:00:00-03:00,2020-06-07T05:00:00-03:00,2020-06-07T03:45:00-03:00,1.71,1.74,0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-07T05:00:00-03:00,2020-06-07T06:00:00-03:00,2020-06-07T04:45:00-03:00,1.73,1.75,0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-07T06:00:00-03:00,2020-06-07T07:00:00-03:00,2020-06-07T05:45:00-03:00,1.75,1.77,0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-07T07:00:00-03:00,2020-06-07T08:00:00-03:00,2020-06-07T06:45:00-03:00,1.76,1.78,0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-07T08:00:00-03:00,2020-06-07T09:00:00-03:00,2020-06-07T07:45:00-03:00,1.78,1.78,0.0,False,False,False,False,0,3
2020,1,2020-06-07T09:00:00-03:00,2020-06-07T10:00:00-03:00,2020-06-07T08:45:00-03:00,1.78,1.76,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-07T10:00:00-03:00,2020-06-07T11:00:00-03:00,2020-06-07T09:45:00-03:00,1.76,1.71,-0.050000000000000044,False,False,False,False,0,3
2020,1,2020-06-07T11:00:00-03:00,2020-06-07T12:00:00-03:00,2020-06-07T10:45:00-03:00,1.72,1.65,-0.07000000000000006,False,False,False,False,0,3
2020,1,2020-06-07T12:00:00-03:00,2020-06-07T13:00:00-03:00,2020-06-07T11:45:00-03:00,1.67,1.6,-0.06999999999999984,False,False,False,False,0,3
2020,1,2020-06-07T13:00:00-03:00,2020-06-07T14:00:00-03:00,2020-06-07T12:45:00-03:00,1.62,1.55,-0.07000000000000006,False,False,False,False,0,3
2020,1,2020-06-07T14:00:00-03:00,2020-06-07T15:00:00-03:00,2020-06-07T13:45:00-03:00,1.57,1.52,-0.050000000000000044,False,False,False,False,0,3
2020,1,2020-06-07T15:00:00-03:00,2020-06-07T16:00:00-03:00,2020-06-07T14:45:00-03:00,1.52,1.49,-0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-07T16:00:00-03:00,2020-06-07T17:00:00-03:00,2020-06-07T15:45:00-03:00,1.49,1.46,-0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-07T17:00:00-03:00,2020-06-07T18:00:00-03:00,2020-06-07T16:45:00-03:00,1.47,1.45,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-07T18:00:00-03:00,2020-06-07T19:00:00-03:00,2020-06-07T17:45:00-03:00,1.45,1.47,0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-07T19:00:00-03:00,2020-06-07T20:00:00-03:00,2020-06-07T18:45:00-03:00,1.46,1.53,0.07000000000000006,False,False,False,False,0,3
2020,1,2020-06-07T20:00:00-03:00,2020-06-07T21:00:00-03:00,2020-06-07T19:45:00-03:00,1.5,1.63,0.1299999999999999,False,False,False,False,0,3
2020,1,2020-06-07T21:00:00-03:00,2020-06-07T22:00:00-03:00,2020-06-07T20:45:00-03:00,1.6,1.74,0.1399999999999999,False,False,False,False,0,3
