window,horizon_h,origin,target_time,base_time,base_m,target_m,response_m,above_current_training_max,target_ge7_in_source_reference,all_6_QI_present,all_6_levels_present,zero_defluent_positive_components,plants_unavailable_by_time
2020,1,2020-06-22T18:00:00-03:00,2020-06-22T19:00:00-03:00,2020-06-22T17:45:00-03:00,0.95,0.96,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-22T19:00:00-03:00,2020-06-22T20:00:00-03:00,2020-06-22T18:45:00-03:00,0.96,0.95,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-22T20:00:00-03:00,2020-06-22T21:00:00-03:00,2020-06-22T19:45:00-03:00,0.95,0.96,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-22T21:00:00-03:00,2020-06-22T22:00:00-03:00,2020-06-22T20:45:00-03:00,0.96,1.05,0.09000000000000008,False,False,False,False,0,3
2020,1,2020-06-22T22:00:00-03:00,2020-06-22T23:00:00-03:00,2020-06-22T21:45:00-03:00,1.01,1.31,0.30000000000000004,False,False,False,False,0,3
2020,1,2020-06-22T23:00:00-03:00,2020-06-23T00:00:00-03:00,2020-06-22T22:45:00-03:00,1.24,1.58,0.3400000000000001,False,False,False,False,0,3
2020,1,2020-06-23T00:00:00-03:00,2020-06-23T01:00:00-03:00,2020-06-22T23:45:00-03:00,1.52,1.74,0.21999999999999997,False,False,False,False,0,3
2020,1,2020-06-23T01:00:00-03:00,2020-06-23T02:00:00-03:00,2020-06-23T00:45:00-03:00,1.71,1.83,0.1200000000000001,False,False,False,False,0,3
2020,1,2020-06-23T02:00:00-03:00,2020-06-23T03:00:00-03:00,2020-06-23T01:45:00-03:00,1.81,1.9,0.08999999999999986,False,False,False,False,0,3
2020,1,2020-06-23T03:00:00-03:00,2020-06-23T04:00:00-03:00,2020-06-23T02:45:00-03:00,1.89,1.96,0.07000000000000006,False,False,False,False,0,3
2020,1,2020-06-23T04:00:00-03:00,2020-06-23T05:00:00-03:00,2020-06-23T03:45:00-03:00,1.94,1.98,0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-23T05:00:00-03:00,2020-06-23T06:00:00-03:00,2020-06-23T04:45:00-03:00,1.98,1.98,0.0,False,False,False,False,0,3
2020,1,2020-06-23T06:00:00-03:00,2020-06-23T07:00:00-03:00,2020-06-23T05:45:00-03:00,1.99,1.94,-0.050000000000000044,False,False,False,False,0,3
2020,1,2020-06-23T07:00:00-03:00,2020-06-23T08:00:00-03:00,2020-06-23T06:45:00-03:00,1.95,1.86,-0.08999999999999986,False,False,False,False,0,3
2020,1,2020-06-23T08:00:00-03:00,2020-06-23T09:00:00-03:00,2020-06-23T07:45:00-03:00,1.88,1.74,-0.1399999999999999,False,False,False,False,0,3
2020,1,2020-06-23T09:00:00-03:00,2020-06-23T10:00:00-03:00,2020-06-23T08:45:00-03:00,1.77,1.63,-0.14000000000000012,False,False,False,False,0,3
2020,1,2020-06-23T10:00:00-03:00,2020-06-23T11:00:00-03:00,2020-06-23T09:45:00-03:00,1.65,1.51,-0.1399999999999999,False,False,False,False,0,3
2020,1,2020-06-23T11:00:00-03:00,2020-06-23T12:00:00-03:00,2020-06-23T10:45:00-03:00,1.54,1.4,-0.14000000000000012,False,False,False,False,0,3
2020,1,2020-06-23T12:00:00-03:00,2020-06-23T13:00:00-03:00,2020-06-23T11:45:00-03:00,1.43,1.3,-0.1299999999999999,False,False,False,False,0,3
2020,1,2020-06-23T13:00:00-03:00,2020-06-23T14:00:00-03:00,2020-06-23T12:45:00-03:00,1.32,1.21,-0.1100000000000001,False,False,False,False,0,3
2020,1,2020-06-23T14:00:00-03:00,2020-06-23T15:00:00-03:00,2020-06-23T13:45:00-03:00,1.23,1.13,-0.10000000000000009,False,False,False,False,0,3
2020,1,2020-06-23T15:00:00-03:00,2020-06-23T16:00:00-03:00,2020-06-23T14:45:00-03:00,1.15,1.07,-0.07999999999999985,False,False,False,False,0,3
2020,1,2020-06-23T16:00:00-03:00,2020-06-23T17:00:00-03:00,2020-06-23T15:45:00-03:00,1.09,1.02,-0.07000000000000006,False,False,False,False,0,3
2020,1,2020-06-23T17:00:00-03:00,2020-06-23T18:00:00-03:00,2020-06-23T16:45:00-03:00,1.03,0.97,-0.06000000000000005,False,False,False,False,0,3
2020,1,2020-06-23T18:00:00-03:00,2020-06-23T19:00:00-03:00,2020-06-23T17:45:00-03:00,0.98,0.94,-0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-23T19:00:00-03:00,2020-06-23T20:00:00-03:00,2020-06-23T18:45:00-03:00,0.94,0.91,-0.029999999999999916,False,False,False,False,0,3
2020,1,2020-06-23T20:00:00-03:00,2020-06-23T21:00:00-03:00,2020-06-23T19:45:00-03:00,0.91,0.88,-0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-23T21:00:00-03:00,2020-06-23T22:00:00-03:00,2020-06-23T20:45:00-03:00,0.89,0.87,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-23T22:00:00-03:00,2020-06-23T23:00:00-03:00,2020-06-23T21:45:00-03:00,0.87,0.85,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-23T23:00:00-03:00,2020-06-24T00:00:00-03:00,2020-06-23T22:45:00-03:00,0.86,0.85,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-24T00:00:00-03:00,2020-06-24T01:00:00-03:00,2020-06-23T23:45:00-03:00,0.85,0.85,0.0,False,False,False,False,0,3
2020,1,2020-06-24T01:00:00-03:00,2020-06-24T02:00:00-03:00,2020-06-24T00:45:00-03:00,0.85,0.91,0.06000000000000005,False,False,False,False,0,3
2020,1,2020-06-24T02:00:00-03:00,2020-06-24T03:00:00-03:00,2020-06-24T01:45:00-03:00,0.89,1.05,0.16000000000000003,False,False,False,False,0,3
2020,1,2020-06-24T03:00:00-03:00,2020-06-24T04:00:00-03:00,2020-06-24T02:45:00-03:00,1.0,1.22,0.21999999999999997,False,False,False,False,0,3
2020,1,2020-06-24T04:00:00-03:00,2020-06-24T05:00:00-03:00,2020-06-24T03:45:00-03:00,1.18,1.36,0.18000000000000016,False,False,False,False,0,3
2020,1,2020-06-24T05:00:00-03:00,2020-06-24T06:00:00-03:00,2020-06-24T04:45:00-03:00,1.34,1.45,0.10999999999999988,False,False,False,False,0,3
2020,1,2020-06-24T06:00:00-03:00,2020-06-24T07:00:00-03:00,2020-06-24T05:45:00-03:00,1.43,1.48,0.050000000000000044,False,False,False,False,0,3
2020,1,2020-06-24T07:00:00-03:00,2020-06-24T08:00:00-03:00,2020-06-24T06:45:00-03:00,1.48,1.48,0.0,False,False,False,False,0,3
2020,1,2020-06-24T08:00:00-03:00,2020-06-24T09:00:00-03:00,2020-06-24T07:45:00-03:00,1.48,1.45,-0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-24T09:00:00-03:00,2020-06-24T10:00:00-03:00,2020-06-24T08:45:00-03:00,1.46,1.4,-0.06000000000000005,False,False,False,False,0,3
2020,1,2020-06-24T10:00:00-03:00,2020-06-24T11:00:00-03:00,2020-06-24T09:45:00-03:00,1.41,1.33,-0.07999999999999985,False,False,False,False,0,3
2020,1,2020-06-24T11:00:00-03:00,2020-06-24T12:00:00-03:00,2020-06-24T10:45:00-03:00,1.35,1.27,-0.08000000000000007,False,False,False,False,0,3
2020,1,2020-06-24T12:00:00-03:00,2020-06-24T13:00:00-03:00,2020-06-24T11:45:00-03:00,1.28,1.2,-0.08000000000000007,False,False,False,False,0,3
2020,1,2020-06-24T13:00:00-03:00,2020-06-24T14:00:00-03:00,2020-06-24T12:45:00-03:00,1.21,1.13,-0.08000000000000007,False,False,False,False,0,3
2020,1,2020-06-24T14:00:00-03:00,2020-06-24T15:00:00-03:00,2020-06-24T13:45:00-03:00,1.15,1.07,-0.07999999999999985,False,False,False,False,0,3
2020,1,2020-06-24T15:00:00-03:00,2020-06-24T16:00:00-03:00,2020-06-24T14:45:00-03:00,1.09,1.02,-0.07000000000000006,False,False,False,False,0,3
2020,1,2020-06-24T16:00:00-03:00,2020-06-24T17:00:00-03:00,2020-06-24T15:45:00-03:00,1.03,0.98,-0.050000000000000044,False,False,False,False,0,3
2020,1,2020-06-24T17:00:00-03:00,2020-06-24T18:00:00-03:00,2020-06-24T16:45:00-03:00,0.99,0.95,-0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-24T18:00:00-03:00,2020-06-24T19:00:00-03:00,2020-06-24T17:45:00-03:00,0.95,0.92,-0.029999999999999916,False,False,False,False,0,3
2020,1,2020-06-24T19:00:00-03:00,2020-06-24T20:00:00-03:00,2020-06-24T18:45:00-03:00,0.92,0.89,-0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-24T20:00:00-03:00,2020-06-24T21:00:00-03:00,2020-06-24T19:45:00-03:00,0.9,0.87,-0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-24T21:00:00-03:00,2020-06-24T22:00:00-03:00,2020-06-24T20:45:00-03:00,0.88,0.86,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-24T22:00:00-03:00,2020-06-24T23:00:00-03:00,2020-06-24T21:45:00-03:00,0.86,0.86,0.0,False,False,False,False,0,3
2020,1,2020-06-24T23:00:00-03:00,2020-06-25T00:00:00-03:00,2020-06-24T22:45:00-03:00,0.86,0.88,0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-25T00:00:00-03:00,2020-06-25T01:00:00-03:00,2020-06-24T23:45:00-03:00,0.87,0.92,0.050000000000000044,False,False,False,False,0,3
2020,1,2020-06-25T01:00:00-03:00,2020-06-25T02:00:00-03:00,2020-06-25T00:45:00-03:00,0.91,0.96,0.04999999999999993,False,False,False,False,0,3
2020,1,2020-06-25T02:00:00-03:00,2020-06-25T03:00:00-03:00,2020-06-25T01:45:00-03:00,0.95,0.98,0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-25T03:00:00-03:00,2020-06-25T04:00:00-03:00,2020-06-25T02:45:00-03:00,0.98,0.99,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-25T04:00:00-03:00,2020-06-25T05:00:00-03:00,2020-06-25T03:45:00-03:00,0.99,0.98,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-25T05:00:00-03:00,2020-06-25T06:00:00-03:00,2020-06-25T04:45:00-03:00,0.98,0.96,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-25T06:00:00-03:00,2020-06-25T07:00:00-03:00,2020-06-25T05:45:00-03:00,0.96,0.94,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-25T07:00:00-03:00,2020-06-25T08:00:00-03:00,2020-06-25T06:45:00-03:00,0.95,0.92,-0.029999999999999916,False,False,False,False,0,3
2020,1,2020-06-25T08:00:00-03:00,2020-06-25T09:00:00-03:00,2020-06-25T07:45:00-03:00,0.92,0.9,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-25T09:00:00-03:00,2020-06-25T10:00:00-03:00,2020-06-25T08:45:00-03:00,0.9,0.88,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-25T10:00:00-03:00,2020-06-25T11:00:00-03:00,2020-06-25T09:45:00-03:00,0.89,0.87,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-25T11:00:00-03:00,2020-06-25T12:00:00-03:00,2020-06-25T10:45:00-03:00,0.87,0.86,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-25T12:00:00-03:00,2020-06-25T13:00:00-03:00,2020-06-25T11:45:00-03:00,0.87,0.85,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-25T13:00:00-03:00,2020-06-25T14:00:00-03:00,2020-06-25T12:45:00-03:00,0.86,0.84,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-25T14:00:00-03:00,2020-06-25T15:00:00-03:00,2020-06-25T13:45:00-03:00,0.84,0.84,0.0,False,False,False,False,0,3
2020,1,2020-06-25T15:00:00-03:00,2020-06-25T16:00:00-03:00,2020-06-25T14:45:00-03:00,0.84,0.84,0.0,False,False,False,False,0,3
2020,1,2020-06-25T16:00:00-03:00,2020-06-25T17:00:00-03:00,2020-06-25T15:45:00-03:00,0.84,0.83,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-25T17:00:00-03:00,2020-06-25T18:00:00-03:00,2020-06-25T16:45:00-03:00,0.83,0.83,0.0,False,False,False,False,0,3
2020,1,2020-06-25T18:00:00-03:00,2020-06-25T19:00:00-03:00,2020-06-25T17:45:00-03:00,0.83,0.84,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-25T19:00:00-03:00,2020-06-25T20:00:00-03:00,2020-06-25T18:45:00-03:00,0.84,0.9,0.06000000000000005,False,False,False,False,0,3
2020,1,2020-06-25T20:00:00-03:00,2020-06-25T21:00:00-03:00,2020-06-25T19:45:00-03:00,0.88,1.04,0.16000000000000003,False,False,False,False,0,3
2020,1,2020-06-25T21:00:00-03:00,2020-06-25T22:00:00-03:00,2020-06-25T20:45:00-03:00,1.0,1.16,0.15999999999999992,False,False,False,False,0,3
2020,1,2020-06-25T22:00:00-03:00,2020-06-25T23:00:00-03:00,2020-06-25T21:45:00-03:00,1.14,1.22,0.08000000000000007,False,False,False,False,0,3
2020,1,2020-06-25T23:00:00-03:00,2020-06-26T00:00:00-03:00,2020-06-25T22:45:00-03:00,1.21,1.22,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-26T00:00:00-03:00,2020-06-26T01:00:00-03:00,2020-06-25T23:45:00-03:00,1.22,1.18,-0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-26T01:00:00-03:00,2020-06-26T02:00:00-03:00,2020-06-26T00:45:00-03:00,1.19,1.14,-0.050000000000000044,False,False,False,False,0,3
2020,1,2020-06-26T02:00:00-03:00,2020-06-26T03:00:00-03:00,2020-06-26T01:45:00-03:00,1.15,1.09,-0.05999999999999983,False,False,False,False,0,3
2020,1,2020-06-26T03:00:00-03:00,2020-06-26T04:00:00-03:00,2020-06-26T02:45:00-03:00,1.11,1.05,-0.06000000000000005,False,False,False,False,0,3
2020,1,2020-06-26T04:00:00-03:00,2020-06-26T05:00:00-03:00,2020-06-26T03:45:00-03:00,1.06,1.01,-0.050000000000000044,False,False,False,False,0,3
2020,1,2020-06-26T05:00:00-03:00,2020-06-26T06:00:00-03:00,2020-06-26T04:45:00-03:00,1.02,0.98,-0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-26T06:00:00-03:00,2020-06-26T07:00:00-03:00,2020-06-26T05:45:00-03:00,0.98,0.95,-0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-26T07:00:00-03:00,2020-06-26T08:00:00-03:00,2020-06-26T06:45:00-03:00,0.95,0.92,-0.029999999999999916,False,False,False,False,0,3
2020,1,2020-06-26T08:00:00-03:00,2020-06-26T09:00:00-03:00,2020-06-26T07:45:00-03:00,0.93,0.9,-0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-26T09:00:00-03:00,2020-06-26T10:00:00-03:00,2020-06-26T08:45:00-03:00,0.91,0.89,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-26T10:00:00-03:00,2020-06-26T11:00:00-03:00,2020-06-26T09:45:00-03:00,0.89,0.88,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-26T11:00:00-03:00,2020-06-26T12:00:00-03:00,2020-06-26T10:45:00-03:00,0.88,0.87,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-26T12:00:00-03:00,2020-06-26T13:00:00-03:00,2020-06-26T11:45:00-03:00,0.87,0.87,0.0,False,False,False,False,0,3
2020,1,2020-06-26T13:00:00-03:00,2020-06-26T14:00:00-03:00,2020-06-26T12:45:00-03:00,0.87,0.89,0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-26T14:00:00-03:00,2020-06-26T15:00:00-03:00,2020-06-26T13:45:00-03:00,0.89,0.92,0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-26T15:00:00-03:00,2020-06-26T16:00:00-03:00,2020-06-26T14:45:00-03:00,0.91,0.96,0.04999999999999993,False,False,False,False,0,3
2020,1,2020-06-26T16:00:00-03:00,2020-06-26T17:00:00-03:00,2020-06-26T15:45:00-03:00,0.95,0.99,0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-26T17:00:00-03:00,2020-06-26T18:00:00-03:00,2020-06-26T16:45:00-03:00,0.98,1.02,0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-26T18:00:00-03:00,2020-06-26T19:00:00-03:00,2020-06-26T17:45:00-03:00,1.01,1.03,0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-26T19:00:00-03:00,2020-06-26T20:00:00-03:00,2020-06-26T18:45:00-03:00,1.03,1.04,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-26T20:00:00-03:00,2020-06-26T21:00:00-03:00,2020-06-26T19:45:00-03:00,1.04,1.04,0.0,False,False,False,False,0,3
2020,1,2020-06-26T21:00:00-03:00,2020-06-26T22:00:00-03:00,2020-06-26T20:45:00-03:00,1.04,1.05,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-26T22:00:00-03:00,2020-06-26T23:00:00-03:00,2020-06-26T21:45:00-03:00,1.04,1.06,0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-26T23:00:00-03:00,2020-06-27T00:00:00-03:00,2020-06-26T22:45:00-03:00,1.06,1.14,0.07999999999999985,False,False,False,False,0,3
2020,1,2020-06-27T00:00:00-03:00,2020-06-27T01:00:00-03:00,2020-06-26T23:45:00-03:00,1.11,1.38,0.2699999999999998,False,False,False,False,0,3
2020,1,2020-06-27T01:00:00-03:00,2020-06-27T02:00:00-03:00,2020-06-27T00:45:00-03:00,1.3,1.72,0.41999999999999993,False,False,False,False,0,3
2020,1,2020-06-27T02:00:00-03:00,2020-06-27T03:00:00-03:00,2020-06-27T01:45:00-03:00,1.63,1.95,0.32000000000000006,False,False,False,False,0,3
2020,1,2020-06-27T03:00:00-03:00,2020-06-27T04:00:00-03:00,2020-06-27T02:45:00-03:00,1.9,,,False,False,False,False,0,3
2020,1,2020-06-27T04:00:00-03:00,2020-06-27T05:00:00-03:00,2020-06-27T03:45:00-03:00,2.04,2.1,0.06000000000000005,False,False,False,False,0,3
2020,1,2020-06-27T05:00:00-03:00,2020-06-27T06:00:00-03:00,2020-06-27T04:45:00-03:00,,2.09,,False,False,False,False,0,3
2020,1,2020-06-27T06:00:00-03:00,2020-06-27T07:00:00-03:00,2020-06-27T05:45:00-03:00,2.09,2.05,-0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-27T07:00:00-03:00,2020-06-27T08:00:00-03:00,2020-06-27T06:45:00-03:00,2.06,1.97,-0.09000000000000008,False,False,False,False,0,3
2020,1,2020-06-27T08:00:00-03:00,2020-06-27T09:00:00-03:00,2020-06-27T07:45:00-03:00,2.0,1.87,-0.1299999999999999,False,False,False,False,0,3
2020,1,2020-06-27T09:00:00-03:00,2020-06-27T10:00:00-03:00,2020-06-27T08:45:00-03:00,1.9,1.75,-0.1499999999999999,False,False,False,False,0,3
2020,1,2020-06-27T10:00:00-03:00,2020-06-27T11:00:00-03:00,2020-06-27T09:45:00-03:00,1.78,1.63,-0.15000000000000013,False,False,False,False,0,3
2020,1,2020-06-27T11:00:00-03:00,2020-06-27T12:00:00-03:00,2020-06-27T10:45:00-03:00,1.66,1.52,-0.1399999999999999,False,False,False,False,0,3
2020,1,2020-06-27T12:00:00-03:00,2020-06-27T13:00:00-03:00,2020-06-27T11:45:00-03:00,1.55,1.42,-0.13000000000000012,False,False,False,False,0,3
2020,1,2020-06-27T13:00:00-03:00,2020-06-27T14:00:00-03:00,2020-06-27T12:45:00-03:00,1.45,1.34,-0.10999999999999988,False,False,False,False,0,3
2020,1,2020-06-27T14:00:00-03:00,2020-06-27T15:00:00-03:00,2020-06-27T13:45:00-03:00,1.36,1.27,-0.09000000000000008,False,False,False,False,0,3
2020,1,2020-06-27T15:00:00-03:00,2020-06-27T16:00:00-03:00,2020-06-27T14:45:00-03:00,1.29,1.21,-0.08000000000000007,False,False,False,False,0,3
2020,1,2020-06-27T16:00:00-03:00,2020-06-27T17:00:00-03:00,2020-06-27T15:45:00-03:00,1.22,1.16,-0.06000000000000005,False,False,False,False,0,3
2020,1,2020-06-27T17:00:00-03:00,2020-06-27T18:00:00-03:00,2020-06-27T16:45:00-03:00,1.17,1.12,-0.04999999999999982,False,False,False,False,0,3
2020,1,2020-06-27T18:00:00-03:00,2020-06-27T19:00:00-03:00,2020-06-27T17:45:00-03:00,1.13,1.1,-0.029999999999999805,False,False,False,False,0,3
2020,1,2020-06-27T19:00:00-03:00,2020-06-27T20:00:00-03:00,2020-06-27T18:45:00-03:00,1.1,1.08,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-27T20:00:00-03:00,2020-06-27T21:00:00-03:00,2020-06-27T19:45:00-03:00,1.08,1.07,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-27T21:00:00-03:00,2020-06-27T22:00:00-03:00,2020-06-27T20:45:00-03:00,1.07,1.06,-0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-27T22:00:00-03:00,2020-06-27T23:00:00-03:00,2020-06-27T21:45:00-03:00,1.06,1.1,0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-27T23:00:00-03:00,2020-06-28T00:00:00-03:00,2020-06-27T22:45:00-03:00,1.08,1.22,0.1399999999999999,False,False,False,False,0,3
2020,1,2020-06-28T00:00:00-03:00,2020-06-28T01:00:00-03:00,2020-06-27T23:45:00-03:00,1.18,1.4,0.21999999999999997,False,False,False,False,0,3
2020,1,2020-06-28T01:00:00-03:00,2020-06-28T02:00:00-03:00,2020-06-28T00:45:00-03:00,1.36,1.55,0.18999999999999995,False,False,False,False,0,3
2020,1,2020-06-28T02:00:00-03:00,2020-06-28T03:00:00-03:00,2020-06-28T01:45:00-03:00,1.52,1.63,0.10999999999999988,False,False,False,False,0,3
2020,1,2020-06-28T03:00:00-03:00,2020-06-28T04:00:00-03:00,2020-06-28T02:45:00-03:00,1.62,1.67,0.04999999999999982,False,False,False,False,0,3
2020,1,2020-06-28T04:00:00-03:00,2020-06-28T05:00:00-03:00,2020-06-28T03:45:00-03:00,1.66,1.68,0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-28T05:00:00-03:00,2020-06-28T06:00:00-03:00,2020-06-28T04:45:00-03:00,1.68,1.68,0.0,False,False,False,False,0,3
2020,1,2020-06-28T06:00:00-03:00,2020-06-28T07:00:00-03:00,2020-06-28T05:45:00-03:00,1.69,1.67,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-28T07:00:00-03:00,2020-06-28T08:00:00-03:00,2020-06-28T06:45:00-03:00,1.68,1.65,-0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-28T08:00:00-03:00,2020-06-28T09:00:00-03:00,2020-06-28T07:45:00-03:00,1.66,1.62,-0.039999999999999813,False,False,False,False,0,3
2020,1,2020-06-28T09:00:00-03:00,2020-06-28T10:00:00-03:00,2020-06-28T08:45:00-03:00,1.63,1.56,-0.06999999999999984,False,False,False,False,0,3
2020,1,2020-06-28T10:00:00-03:00,2020-06-28T11:00:00-03:00,2020-06-28T09:45:00-03:00,1.58,1.49,-0.09000000000000008,False,False,False,False,0,3
2020,1,2020-06-28T11:00:00-03:00,2020-06-28T12:00:00-03:00,2020-06-28T10:45:00-03:00,1.51,1.42,-0.09000000000000008,False,False,False,False,0,3
2020,1,2020-06-28T12:00:00-03:00,2020-06-28T13:00:00-03:00,2020-06-28T11:45:00-03:00,1.44,1.35,-0.08999999999999986,False,False,False,False,0,3
2020,1,2020-06-28T13:00:00-03:00,2020-06-28T14:00:00-03:00,2020-06-28T12:45:00-03:00,1.37,1.29,-0.08000000000000007,False,False,False,False,0,3
2020,1,2020-06-28T14:00:00-03:00,2020-06-28T15:00:00-03:00,2020-06-28T13:45:00-03:00,1.3,1.23,-0.07000000000000006,False,False,False,False,0,3
2020,1,2020-06-28T15:00:00-03:00,2020-06-28T16:00:00-03:00,2020-06-28T14:45:00-03:00,1.24,1.18,-0.06000000000000005,False,False,False,False,0,3
2020,1,2020-06-28T16:00:00-03:00,2020-06-28T17:00:00-03:00,2020-06-28T15:45:00-03:00,1.19,1.14,-0.050000000000000044,False,False,False,False,0,3
2020,1,2020-06-28T17:00:00-03:00,2020-06-28T18:00:00-03:00,2020-06-28T16:45:00-03:00,1.15,1.11,-0.039999999999999813,False,False,False,False,0,3
2020,1,2020-06-28T18:00:00-03:00,2020-06-28T19:00:00-03:00,2020-06-28T17:45:00-03:00,1.12,1.08,-0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-28T19:00:00-03:00,2020-06-28T20:00:00-03:00,2020-06-28T18:45:00-03:00,1.09,1.06,-0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-28T20:00:00-03:00,2020-06-28T21:00:00-03:00,2020-06-28T19:45:00-03:00,1.07,1.04,-0.030000000000000027,False,False,False,False,0,3
2020,1,2020-06-28T21:00:00-03:00,2020-06-28T22:00:00-03:00,2020-06-28T20:45:00-03:00,1.04,1.02,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-28T22:00:00-03:00,2020-06-28T23:00:00-03:00,2020-06-28T21:45:00-03:00,1.02,1.0,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-28T23:00:00-03:00,2020-06-29T00:00:00-03:00,2020-06-28T22:45:00-03:00,1.01,0.99,-0.020000000000000018,False,False,False,False,0,3
2020,1,2020-06-29T00:00:00-03:00,2020-06-29T01:00:00-03:00,2020-06-28T23:45:00-03:00,0.99,1.0,0.010000000000000009,False,False,False,False,0,3
2020,1,2020-06-29T01:00:00-03:00,2020-06-29T02:00:00-03:00,2020-06-29T00:45:00-03:00,0.99,1.08,0.09000000000000008,False,False,False,False,0,3
2020,1,2020-06-29T02:00:00-03:00,2020-06-29T03:00:00-03:00,2020-06-29T01:45:00-03:00,1.05,1.24,0.18999999999999995,False,False,False,False,0,3
2020,1,2020-06-29T03:00:00-03:00,2020-06-29T04:00:00-03:00,2020-06-29T02:45:00-03:00,1.2,1.37,0.17000000000000015,False,False,False,False,0,3
2020,1,2020-06-29T04:00:00-03:00,2020-06-29T05:00:00-03:00,2020-06-29T03:45:00-03:00,1.35,1.43,0.07999999999999985,False,False,False,False,0,3
2020,1,2020-06-29T05:00:00-03:00,2020-06-29T06:00:00-03:00,2020-06-29T04:45:00-03:00,1.42,1.42,0.0,False,False,False,False,0,3
2020,1,2020-06-29T06:00:00-03:00,2020-06-29T07:00:00-03:00,2020-06-29T05:45:00-03:00,1.43,1.38,-0.050000000000000044,False,False,False,False,0,3
2020,1,2020-06-29T07:00:00-03:00,2020-06-29T08:00:00-03:00,2020-06-29T06:45:00-03:00,1.39,1.33,-0.05999999999999983,False,False,False,False,0,3
2020,1,2020-06-29T08:00:00-03:00,2020-06-29T09:00:00-03:00,2020-06-29T07:45:00-03:00,1.34,1.27,-0.07000000000000006,False,False,False,False,0,3
2020,1,2020-06-29T09:00:00-03:00,2020-06-29T10:00:00-03:00,2020-06-29T08:45:00-03:00,1.28,1.22,-0.06000000000000005,False,False,False,False,0,3
2020,1,2020-06-29T10:00:00-03:00,2020-06-29T11:00:00-03:00,2020-06-29T09:45:00-03:00,1.23,1.17,-0.06000000000000005,False,False,False,False,0,3
2020,1,2020-06-29T11:00:00-03:00,2020-06-29T12:00:00-03:00,2020-06-29T10:45:00-03:00,1.18,1.14,-0.040000000000000036,False,False,False,False,0,3
2020,1,2020-06-29T12:00:00-03:00,2020-06-29T13:00:00-03:00,2020-06-29T11:45:00-03:00,1.14,1.1,-0.039999999999999813,False,False,False,False,0,3
