source,lead_h,feature,contribution_m3_s,standardized_value
julho,0,missing:castro:Q:delta1h,-0.00013202885845712932,-0.008801439329046744
julho,0,missing:castro:Q:slope3h,-0.0001645646045231104,-0.015245721158282599
julho,0,missing:castro:Q:slope6h,-0.0004501130256221522,-0.02156321176620674
julho,0,missing:castro:I:1000m3s,0.0,0.0
julho,0,missing:castro:I:delta1h,-0.0001320288584571291,-0.008801439329046744
julho,0,missing:castro:I:slope3h,-0.00016456460452311038,-0.015245721158282599
julho,0,missing:castro:I:slope6h,-0.0004501130256221531,-0.02156321176620674
julho,0,missing:86500000:Q:1000m3s,-0.6225431956595874,-0.21154659640475695
julho,0,missing:86500000:Q:delta1h,0.2804646964384474,-0.2151186540844499
julho,0,missing:86500000:Q:slope3h,0.09361050190693333,-0.21766837840991404
julho,0,missing:86500000:Q:slope6h,0.1616877227336035,-0.22096620155783525
julho,0,missing:Baixo Antas:P3/100mm,-0.0001320288584571297,-0.008801439329046744
julho,0,missing:Baixo Antas:P6/100mm,0.00028063046550398305,-0.012447597005508551
julho,0,missing:Baixo Antas:P12/100mm,-0.0019763990669473637,-0.01968366647946551
julho,0,missing:Baixo Antas:P24/100mm,-0.0008105864765970381,-0.02920238492343705
julho,0,missing:Baixo Antas:P48/100mm,-1.5504698543802503e-05,-0.042246234340790154
julho,0,missing:Carreiro:P3/100mm,0.03453080473556189,-0.22365226014707865
julho,0,missing:Carreiro:P6/100mm,0.03234359224958841,-0.21688646908092024
julho,0,missing:Carreiro:P12/100mm,-0.0994601820375023,-0.21094639574315757
julho,0,missing:Carreiro:P24/100mm,0.007297937588211145,-0.19351425268346104
julho,0,missing:Carreiro:P48/100mm,0.00022304597678676343,-0.1720107159986482
julho,0,missing:Prata-Turvo:P3/100mm,0.004791611877635001,-0.01524572115828017
julho,0,missing:Prata-Turvo:P6/100mm,-0.00016456460452310997,-0.015245721158282599
julho,0,missing:Prata-Turvo:P12/100mm,-0.00045011302562215054,-0.02156321176620674
julho,0,missing:Prata-Turvo:P24/100mm,1.3482753450690463e-05,-0.030502078660392735
julho,0,missing:Prata-Turvo:P48/100mm,0.0015280012275404738,-0.04315653391282462
julho,0,missing:Alto Antas:P3/100mm,0.0002806304655039827,-0.012447597005508551
julho,0,missing:Alto Antas:P6/100mm,-0.0049127109777607385,-0.017604924433995427
julho,0,missing:Alto Antas:P12/100mm,-0.0016194028236362773,-0.024900982020717766
julho,0,missing:Alto Antas:P24/100mm,-3.05989115298162e-05,-0.03294856507416268
julho,0,missing:Alto Antas:P48/100mm,-0.00400538955355859,-0.045779745993315774
julho,0,missing:Tainhas:P3/100mm,-0.029254481221385284,-0.04036454259830064
julho,0,missing:Tainhas:P6/100mm,0.030461000634901775,-0.03631177421815798
julho,0,missing:Tainhas:P12/100mm,0.009137187431428459,-0.035226229352187104
julho,0,missing:Tainhas:P24/100mm,-4.679543634707452e-05,-0.03174880081853366
julho,0,missing:Tainhas:P48/100mm,0.001777690886011316,-0.044048162161817415
julho,1,julho:Q:1000m3s,-285.92866923679276,7.565452903345234
julho,1,julho:Q:delta1h,73.56771622312013,12.456982385854957
julho,1,julho:Q:slope3h,-58.698209289796615,6.932391421543735
julho,1,julho:Q:slope6h,-209.82869559022555,19.923474563446476
julho,1,julho:I:1000m3s,-76.57588483344901,8.922564050980728
julho,1,julho:I:delta1h,-67.61651704270919,13.010599291119785
julho,1,julho:I:slope3h,105.56491933887762,10.418459808048544
julho,1,julho:I:slope6h,176.4617235630784,20.810510677529486
julho,1,monte:Q:1000m3s,-6.369553166513231,9.901625002656642
julho,1,monte:Q:delta1h,-1.519274592717488,8.585817110778263
julho,1,monte:Q:slope3h,31.427247004496312,10.7091395406921
julho,1,monte:Q:slope6h,91.01620412176463,13.744241274863306
julho,1,monte:I:1000m3s,56.82272981371336,9.918460148337205
julho,1,monte:I:delta1h,3.421152365109493,7.470497453769262
julho,1,monte:I:slope3h,-35.236956617429954,11.280118477364185
julho,1,monte:I:slope6h,-24.385724969984743,14.142484105800529
julho,1,castro:Q:1000m3s,130.2678312234731,13.69477223895496
julho,1,castro:Q:delta1h,770.597069237384,52.45991629894345
julho,1,castro:Q:slope3h,647.7894961216683,32.84348733251916
julho,1,castro:Q:slope6h,358.37168770594616,34.31547108409314
julho,1,castro:I:1000m3s,496.91525555988926,17.962962751489712
julho,1,castro:I:delta1h,-213.7612902070572,66.90569715574891
julho,1,castro:I:slope3h,-116.83480703650386,45.500045349596114
julho,1,castro:I:slope6h,488.27450210386286,40.705152506952146
julho,1,86500000:Q:1000m3s,-1.06483124199614,6.29608389969022
julho,1,86500000:Q:delta1h,103.55563896066725,13.314512522561161
julho,1,86500000:Q:slope3h,-74.44166134967426,9.067819976900287
julho,1,86500000:Q:slope6h,-8.0948139841213,15.775794012337215
julho,1,Baixo Antas:P3/100mm,7.649702335545129,2.0434255755689543
julho,1,Baixo Antas:P6/100mm,33.35193326746521,5.622867560816097
julho,1,Baixo Antas:P12/100mm,16.1010950505726,19.29681608961864
julho,1,Baixo Antas:P24/100mm,-41.78546859666538,11.569866471795942
julho,1,Baixo Antas:P48/100mm,-20.53761099146126,8.62699907124561
julho,1,Carreiro:P3/100mm,6.367438459894829,2.4187513746596316
julho,1,Carreiro:P6/100mm,-0.5005372019396481,7.5832200663681215
julho,1,Carreiro:P12/100mm,33.068977751829046,8.708753638877287
julho,1,Carreiro:P24/100mm,4.043649606898103,5.169819047003532
julho,1,Carreiro:P48/100mm,7.674041746263018,4.282485318099862
julho,1,Prata-Turvo:P3/100mm,-26.362871005783447,8.127039336546055
julho,1,Prata-Turvo:P6/100mm,-46.74299166153974,12.882906996549595
julho,1,Prata-Turvo:P12/100mm,23.49621936767587,9.015984818255463
julho,1,Prata-Turvo:P24/100mm,38.30809845108373,5.433200308023582
julho,1,Prata-Turvo:P48/100mm,6.362881249345877,4.427896414950468
julho,1,Alto Antas:P3/100mm,-1.7621135891342738,3.3875663563354683
julho,1,Alto Antas:P6/100mm,0.5092288767944125,3.6635469673806886
julho,1,Alto Antas:P12/100mm,-3.6411403859603833,4.962920477783147
julho,1,Alto Antas:P24/100mm,4.4545367263168165,2.454443343510011
julho,1,Alto Antas:P48/100mm,-1.01522982460799,1.5012528708746478
julho,1,Tainhas:P3/100mm,-81.40485502892322,16.77274644881211
julho,1,Tainhas:P6/100mm,91.48596230028322,16.8387947945421
julho,1,Tainhas:P12/100mm,-35.08913412098002,22.933057665162753
julho,1,Tainhas:P24/100mm,38.67321501227167,13.793021817489588
julho,1,Tainhas:P48/100mm,-29.665673117972997,10.053231890434839
julho,1,missing:julho:Q:1000m3s,0.0,0.0
julho,1,missing:julho:Q:delta1h,-0.0001962166271350195,-0.008801780252075234
julho,1,missing:julho:Q:slope3h,5.096494606404599e-05,-0.015246311791543687
julho,1,missing:julho:Q:slope6h,-0.0022721169061557574,-0.02156404733908399
julho,1,missing:julho:I:1000m3s,0.0,0.0
julho,1,missing:julho:I:delta1h,-0.00019621662713502038,-0.008801780252075234
julho,1,missing:julho:I:slope3h,5.096494606405189e-05,-0.015246311791543687
julho,1,missing:julho:I:slope6h,-0.002272116906155766,-0.02156404733908399
julho,1,missing:monte:Q:1000m3s,-0.0005899070930239831,-0.00880178025207526
julho,1,missing:monte:Q:delta1h,-0.0004254979953818802,-0.015246311791543687
julho,1,missing:monte:Q:slope3h,-0.0008232823363569999,-0.019684429161009723
julho,1,missing:monte:Q:slope6h,0.004339545639024745,-0.02490194708153934
julho,1,missing:monte:I:1000m3s,-0.0005899070930239767,-0.00880178025207526
julho,1,missing:monte:I:delta1h,-0.0004254979953818744,-0.015246311791543687
julho,1,missing:monte:I:slope3h,-0.000823282336356985,-0.019684429161009723
julho,1,missing:monte:I:slope6h,0.004339545639024742,-0.02490194708153934
julho,1,missing:castro:Q:1000m3s,0.0,0.0
julho,1,missing:castro:Q:delta1h,-0.00019621662713501854,-0.008801780252075234
julho,1,missing:castro:Q:slope3h,5.096494606406478e-05,-0.015246311791543687
julho,1,missing:castro:Q:slope6h,-0.0022721169061557665,-0.02156404733908399
julho,1,missing:castro:I:1000m3s,0.0,0.0
julho,1,missing:castro:I:delta1h,-0.00019621662713501867,-0.008801780252075234
julho,1,missing:castro:I:slope3h,5.096494606406798e-05,-0.015246311791543687
julho,1,missing:castro:I:slope6h,-0.0022721169061557665,-0.02156404733908399
julho,1,missing:86500000:Q:1000m3s,-0.5627515124097056,-0.21155515671216046
julho,1,missing:86500000:Q:delta1h,-0.12202575846483703,-0.21512737163575824
julho,1,missing:86500000:Q:slope3h,0.021687678269480606,-0.21767720859098505
julho,1,missing:86500000:Q:slope6h,0.553814661785286,-0.22097517790302704
julho,1,missing:Baixo Antas:P3/100mm,-0.00019621662713501827,-0.008801780252075234
julho,1,missing:Baixo Antas:P6/100mm,0.00027023818426502247,-0.012448079199512024
julho,1,missing:Baixo Antas:P12/100mm,-0.00464474001267843,-0.019684429161009723
julho,1,missing:Baixo Antas:P24/100mm,-0.0009433414957921973,-0.029203516952371538
julho,1,missing:Baixo Antas:P48/100mm,0.0022761095280840926,-0.04224787353896152
julho,1,missing:Carreiro:P3/100mm,0.007104730865236717,-0.2236613559544378
julho,1,missing:Carreiro:P6/100mm,0.13324878045715824,-0.21689526468768433
julho,1,missing:Carreiro:P12/100mm,-0.18425036939310074,-0.21095492969121232
julho,1,missing:Carreiro:P24/100mm,-0.010803552443702267,-0.19352202855604353
julho,1,missing:Carreiro:P48/100mm,0.010017677841247076,-0.17201757543741356
julho,1,missing:Prata-Turvo:P3/100mm,0.006055512908235647,-0.015246311791543687
julho,1,missing:Prata-Turvo:P6/100mm,5.096494606407354e-05,-0.015246311791543687
julho,1,missing:Prata-Turvo:P12/100mm,-0.0022721169061557535,-0.02156404733908399
julho,1,missing:Prata-Turvo:P24/100mm,-0.00015626793636047448,-0.03050326116358242
julho,1,missing:Prata-Turvo:P48/100mm,0.004416456601367238,-0.04315820856153458
julho,1,missing:Alto Antas:P3/100mm,0.000270238184265024,-0.012448079199512024
julho,1,missing:Alto Antas:P6/100mm,-0.006521501961369644,-0.017605606517813115
julho,1,missing:Alto Antas:P12/100mm,-0.005145944832839669,-0.02490194708153934
julho,1,missing:Alto Antas:P24/100mm,-0.0013015580910689041,-0.032949842620735414
julho,1,missing:Alto Antas:P48/100mm,-0.008627835438426412,-0.04578152284697059
julho,1,missing:Tainhas:P3/100mm,-0.030213765845339052,-0.04036610854179932
julho,1,missing:Tainhas:P6/100mm,0.03552598684844815,-0.03631318249732238
julho,1,missing:Tainhas:P12/100mm,0.026114094918664163,-0.03522759542471411
julho,1,missing:Tainhas:P24/100mm,-0.0005996415913787622,-0.03175003175003629
julho,1,missing:Tainhas:P48/100mm,0.0015691961232886327,-0.04404987154196208
julho,2,julho:Q:1000m3s,-406.32315445823156,7.56519563919018
julho,2,julho:Q:delta1h,65.27641612653257,12.456516646468248
julho,2,julho:Q:slope3h,-111.5260165996849,6.932117320004621
julho,2,julho:Q:slope6h,-274.399223655371,19.923578110403724
julho,2,julho:I:1000m3s,-116.6743942533116,8.922236022988045
julho,2,julho:I:delta1h,-64.66655128283523,13.01009414903375
julho,2,julho:I:slope3h,147.66651606516308,10.418270920358182
julho,2,julho:I:slope6h,250.6350962025599,20.809749875113948
julho,2,monte:Q:1000m3s,-25.20824613467233,9.901245487230623
julho,2,monte:Q:delta1h,3.54765906924658,8.585480472132685
julho,2,monte:Q:slope3h,18.32330266262641,10.708721471245944
julho,2,monte:Q:slope6h,117.65540146752114,13.743716844710615
julho,2,monte:I:1000m3s,88.07706543707904,9.91808055978961
julho,2,monte:I:delta1h,-2.9640682159984166,7.47020500024987
julho,2,monte:I:slope3h,-21.475286743061087,11.279772046891756
julho,2,monte:I:slope6h,27.39163347982358,14.141963038488242
julho,2,castro:Q:1000m3s,132.2902384619666,13.694250690576455
julho,2,castro:Q:delta1h,1290.1232076411804,52.45790392722866
julho,2,castro:Q:slope3h,809.5142742743482,32.8422668387192
julho,2,castro:Q:slope6h,296.1869086051277,34.314240380716186
julho,2,castro:I:1000m3s,747.5029725820866,17.96228564973267
julho,2,castro:I:delta1h,-320.2002646588747,66.90502112896002
julho,2,castro:I:slope3h,37.25774245158561,45.49837886713074
julho,2,castro:I:slope6h,870.8172680362064,40.70364036246376
julho,2,86500000:Q:1000m3s,3.734009289403811,6.2958375728054445
julho,2,86500000:Q:delta1h,51.32123191133513,13.31399699644481
julho,2,86500000:Q:slope3h,-70.87696948233845,9.067466899067634
julho,2,86500000:Q:slope6h,-8.875888674429289,15.775181605459455
julho,2,Baixo Antas:P3/100mm,15.671608505625121,2.043332269383283
julho,2,Baixo Antas:P6/100mm,47.458741240836005,5.622652301151708
julho,2,Baixo Antas:P12/100mm,-10.371453089204474,19.296071223409186
julho,2,Baixo Antas:P24/100mm,-61.54488624499915,11.57070943694559
julho,2,Baixo Antas:P48/100mm,-32.79084521805208,8.627397995816988
julho,2,Carreiro:P3/100mm,5.27998578155464,2.418644519639623
julho,2,Carreiro:P6/100mm,8.485855231490198,7.582926742053188
julho,2,Carreiro:P12/100mm,75.09600292231907,8.708425279550164
julho,2,Carreiro:P24/100mm,3.1383376178153912,5.1699593623432065
julho,2,Carreiro:P48/100mm,10.261393331493762,4.282516054787228
julho,2,Prata-Turvo:P3/100mm,-38.32586017910325,8.126724519015832
julho,2,Prata-Turvo:P6/100mm,-82.58745590157069,12.88242405759078
julho,2,Prata-Turvo:P12/100mm,64.04273949263194,9.015644899272692
julho,2,Prata-Turvo:P24/100mm,58.405676759834726,5.433177887971879
julho,2,Prata-Turvo:P48/100mm,3.47661799524673,4.42791646472365
julho,2,Alto Antas:P3/100mm,-1.1426836014181907,3.3874248628725177
julho,2,Alto Antas:P6/100mm,2.450304533089304,3.6633951797209776
julho,2,Alto Antas:P12/100mm,-10.390641766152392,4.96272044330386
julho,2,Alto Antas:P24/100mm,5.812095932258872,2.454372452593198
julho,2,Alto Antas:P48/100mm,-0.8790983046775527,1.50120929188665
julho,2,Tainhas:P3/100mm,-59.08658043272742,16.77212789662559
julho,2,Tainhas:P6/100mm,109.78195900094718,16.83818420564116
julho,2,Tainhas:P12/100mm,-76.07372387280898,22.932250453985173
julho,2,Tainhas:P24/100mm,39.91770155077925,13.793354781092125
julho,2,Tainhas:P48/100mm,-23.138825511849557,10.053486651768177
julho,2,missing:julho:Q:1000m3s,0.0,0.0
julho,2,missing:julho:Q:delta1h,-1.126756841861915e-05,-0.008802121214723332
julho,2,missing:julho:Q:slope3h,9.025426941202304e-05,-0.015246902493460637
julho,2,missing:julho:Q:slope6h,-0.0037969148167692757,-0.021564883009119556
julho,2,missing:julho:I:1000m3s,0.0,0.0
julho,2,missing:julho:I:delta1h,-1.126756841862343e-05,-0.008802121214723332
julho,2,missing:julho:I:slope3h,9.025426941203914e-05,-0.015246902493460637
julho,2,missing:julho:I:slope6h,-0.003796914816769282,-0.021564883009119556
julho,2,missing:monte:Q:1000m3s,-0.0007606778964251997,-0.008802121214723256
julho,2,missing:monte:Q:delta1h,-0.00043375182876020116,-0.015246902493460637
julho,2,missing:monte:Q:slope3h,-0.001606679032659203,-0.019685191931217337
julho,2,missing:monte:Q:slope6h,0.006854278770072051,-0.02490291225458526
julho,2,missing:monte:I:1000m3s,-0.0007606778964252004,-0.008802121214723256
julho,2,missing:monte:I:delta1h,-0.0004337518287601996,-0.015246902493460637
julho,2,missing:monte:I:slope3h,-0.001606679032659204,-0.019685191931217337
julho,2,missing:monte:I:slope6h,0.0068542787700720436,-0.02490291225458526
julho,2,missing:castro:Q:1000m3s,0.0,0.0
julho,2,missing:castro:Q:delta1h,-1.1267568418623963e-05,-0.008802121214723332
julho,2,missing:castro:Q:slope3h,9.025426941204273e-05,-0.015246902493460637
julho,2,missing:castro:Q:slope6h,-0.003796914816769294,-0.021564883009119556
julho,2,missing:castro:I:1000m3s,0.0,0.0
julho,2,missing:castro:I:delta1h,-1.1267568418623716e-05,-0.008802121214723332
julho,2,missing:castro:I:slope3h,9.025426941204715e-05,-0.015246902493460637
julho,2,missing:castro:I:slope6h,-0.003796914816769298,-0.021564883009119556
julho,2,missing:86500000:Q:1000m3s,-0.5313325438653597,-0.21156371805880278
julho,2,missing:86500000:Q:delta1h,-0.2152600929044571,-0.21513609024692198
julho,2,missing:86500000:Q:slope3h,-0.11137873372612153,-0.21768603984677268
julho,2,missing:86500000:Q:slope6h,0.547957720124515,-0.22098415534224325
julho,2,missing:Baixo Antas:P3/100mm,-1.1267568418622693e-05,-0.008802121214723332
julho,2,missing:Baixo Antas:P6/100mm,0.0004764006087036703,-0.012448561449556455
julho,2,missing:Baixo Antas:P12/100mm,-0.006125532747656215,-0.019685191931217337
julho,2,missing:Baixo Antas:P24/100mm,-0.0012472067869016095,-0.02920464911298721
julho,2,missing:Baixo Antas:P48/100mm,0.0028447226300891146,-0.042249512927920625
julho,2,missing:Carreiro:P3/100mm,0.1988385953510825,-0.22367045287170273
julho,2,missing:Carreiro:P6/100mm,0.09468825516572635,-0.21690406136459664
julho,2,missing:Carreiro:P12/100mm,-0.331169446768169,-0.21096346467516028
julho,2,missing:Carreiro:P24/100mm,-0.027872748786258127,-0.19352980536603415
julho,2,missing:Carreiro:P48/100mm,0.0323910261249049,-0.17202443569688539
julho,2,missing:Prata-Turvo:P3/100mm,0.0077784633524336745,-0.015246902493460637
julho,2,missing:Prata-Turvo:P6/100mm,9.025426941205989e-05,-0.015246902493460637
julho,2,missing:Prata-Turvo:P12/100mm,-0.0037969148167692826,-0.021564883009119556
julho,2,missing:Prata-Turvo:P24/100mm,0.00045102260032087844,-0.030504443804327472
julho,2,missing:Prata-Turvo:P48/100mm,0.005293918700995215,-0.04315988340516919
julho,2,missing:Alto Antas:P3/100mm,0.00047640060870367636,-0.012448561449556455
julho,2,missing:Alto Antas:P6/100mm,-0.011700347466388122,-0.01760628868092665
julho,2,missing:Alto Antas:P12/100mm,-0.009546978897937253,-0.02490291225458526
julho,2,missing:Alto Antas:P24/100mm,-0.002620465394683401,-0.032951120315948976
julho,2,missing:Alto Antas:P48/100mm,-0.011078120692182393,-0.04578329990755006
julho,2,missing:Tainhas:P3/100mm,-0.0681443758905932,-0.040367674667565925
julho,2,missing:Tainhas:P6/100mm,0.0667805207542542,-0.03631459094035518
julho,2,missing:Tainhas:P12/100mm,0.05037545629538896,-0.03522896165619368
julho,2,missing:Tainhas:P24/100mm,-0.0007478530624391929,-0.031751262824738787
julho,2,missing:Tainhas:P48/100mm,0.001385559520434268,-0.0440515811211307
julho,3,julho:Q:1000m3s,-513.1318617805192,7.564944576066226
julho,3,julho:Q:delta1h,16.584362985824978,12.456079218745826
julho,3,julho:Q:slope3h,-119.41573178403053,6.932587581391431
julho,3,julho:Q:slope6h,-377.35565989115133,19.92412715527393
julho,3,julho:I:1000m3s,-157.25472101283958,8.921908370284935
julho,3,julho:I:delta1h,-20.805295157730768,13.00958753014661
julho,3,julho:I:slope3h,140.54183612807316,10.418183135667865
julho,3,julho:I:slope6h,326.8395872291419,20.809083250575394
julho,3,monte:Q:1000m3s,-66.38364091980019,9.900868003833454
julho,3,monte:Q:delta1h,7.835507154679145,8.585147314734355
julho,3,monte:Q:slope3h,43.40097176389367,10.708339908055855
julho,3,monte:Q:slope6h,105.92302942128032,13.743187929963906
julho,3,monte:I:1000m3s,122.92199946602076,9.91770221301795
julho,3,monte:I:delta1h,-2.872878223327543,7.469944486681116
julho,3,monte:I:slope3h,-47.129290186591874,11.279391759401744
julho,3,monte:I:slope6h,104.76288385646083,14.141423889919043
julho,3,castro:Q:1000m3s,99.40811439288211,13.693728138373416
julho,3,castro:Q:delta1h,1799.2735249851696,52.45599430169995
julho,3,castro:Q:slope3h,780.7360735005639,32.841071910760675
julho,3,castro:Q:slope6h,237.42665440474983,34.31302913019539
julho,3,castro:I:1000m3s,1004.5395082219528,17.961632011804454
julho,3,castro:I:delta1h,-138.3717442426396,66.90926796739166
julho,3,castro:I:slope3h,281.9338148116966,45.49672108355648
julho,3,castro:I:slope6h,1201.5682472943479,40.702115212913164
julho,3,86500000:Q:1000m3s,17.765113496005437,6.29559123628386
julho,3,86500000:Q:delta1h,3.8750425207468187,13.313479561846746
julho,3,86500000:Q:slope3h,-28.142564337168192,9.067114402560337
julho,3,86500000:Q:slope6h,-56.49319902135842,15.774568722496694
julho,3,Baixo Antas:P3/100mm,24.336919385858852,2.043238958980538
julho,3,Baixo Antas:P6/100mm,56.76962116694306,5.622437033246978
julho,3,Baixo Antas:P12/100mm,-60.947223153583245,19.295325802649362
julho,3,Baixo Antas:P24/100mm,-84.92204233429608,11.572156393693541
julho,3,Baixo Antas:P48/100mm,-45.57613675276486,8.627797116413685
julho,3,Carreiro:P3/100mm,6.305103794645099,2.4185376599237722
julho,3,Carreiro:P6/100mm,8.807337429859151,7.5826334064523175
julho,3,Carreiro:P12/100mm,138.0867821834651,8.708096819313146
julho,3,Carreiro:P24/100mm,6.510460824925217,5.1702266812022994
julho,3,Carreiro:P48/100mm,10.14716322933417,4.282547831839206
julho,3,Prata-Turvo:P3/100mm,-37.643182769372245,8.12640968933521
julho,3,Prata-Turvo:P6/100mm,-116.11728058219815,12.88194110074744
julho,3,Prata-Turvo:P12/100mm,93.40467542653994,9.015303926125156
julho,3,Prata-Turvo:P24/100mm,85.38484441726683,5.433307914667811
julho,3,Prata-Turvo:P48/100mm,-2.9032671062221946,4.42793653709003
julho,3,Alto Antas:P3/100mm,0.6901111001403659,3.3872833635062545
julho,3,Alto Antas:P6/100mm,4.2922705500024945,3.663243385775971
julho,3,Alto Antas:P12/100mm,-20.311614414828046,4.962520435774423
julho,3,Alto Antas:P24/100mm,7.8386174934355575,2.454306897927824
julho,3,Alto Antas:P48/100mm,-0.6127238006180844,1.5011657308943513
julho,3,Tainhas:P3/100mm,-12.126581651532542,16.771509322050882
julho,3,Tainhas:P6/100mm,142.76643365184478,16.837573595289317
julho,3,Tainhas:P12/100mm,-141.5254681963358,22.931414826053263
julho,3,Tainhas:P24/100mm,36.327554979945695,13.793820134784626
julho,3,Tainhas:P48/100mm,-5.658650113787526,10.053741548989393
julho,3,missing:julho:Q:1000m3s,0.0,0.0
julho,3,missing:julho:Q:delta1h,3.260696609861775e-05,-0.008802462216998711
julho,3,missing:julho:Q:slope3h,0.000307276171958803,-0.015247493264046773
julho,3,missing:julho:Q:slope6h,-0.004743403090919467,-0.021565718776311697
julho,3,missing:julho:I:1000m3s,0.0,0.0
julho,3,missing:julho:I:delta1h,3.2606966098613305e-05,-0.008802462216998711
julho,3,missing:julho:I:slope3h,0.00030727617195877745,-0.015247493264046773
julho,3,missing:julho:I:slope6h,-0.004743403090919459,-0.021565718776311697
julho,3,missing:monte:Q:1000m3s,-0.00033150178047952004,-0.008802462216998572
julho,3,missing:monte:Q:delta1h,-0.0010393071101110632,-0.015247493264045972
